"Gene","NR3C1"
"CHEK1",-0.236148456
"CHERP",-0.119372004
"CHES1",-0.126284567
"CHI3L2",0.094972102
"CHIC2",-0.335057321
"CHML",-0.963683755
"CHMP1B",1.118916856
"CHMP2A",0.139296235
"CHMP2B",1.182147157
"CHMP5",0.063119128
"CHODL",0.035025667
"CHORDC1",1.582845822
"CHRD",-0.345756141
"CHRM1",-0.515119438
"CHRNA1",-0.127790925
"CHRNA3",-0.385314121
"CHRNA4",-0.105388665
"CHRNA5",-0.261342516
"CHRNB2",-0.065437527
"CHRNB4",-0.309465457
"CHST10",0.242819846
"CHST11",-0.163785162
"CHST2",0.24932567
"CHST4",-0.456303991
"CHST6",-0.188571049
"CHST7",-0.125084637
"CHURC1",0.010415542
"CIAO1",-0.002635907
"CIAPIN1",0.18520098
"CIB2",-0.477064629
"CIC",0.660997965
"CIITA",-0.270412805
"CIP29",0.113718577
"CIR",-0.559988898
"CIRBP",0.552624462
"CIT",-1.4246041
"CITED1",-0.223574398
"CITED2",-0.604351541
"CITED4",-0.141289037
"CKAP2L",0.930384398
"CKAP5",-0.363546043
"CKB",-0.417950259
"CKLF",-0.01399545
"CKS1B",-2.004882351
"CKS2",-0.229304171
"CLASP1",-0.011871367
"CLASP2",0.266361913
"CLCA2",-1.380945256
"CLCF1",-0.349677997
"CLCN1",-0.057645489
"CLCN2",-0.172357422
"CLCN3",-0.501561771
"CLCN5",-0.13780685
"CLCN7",-0.010561067
"CLDN1",0.24147034
"CLDN12",0.568817304
"CLDN16",-0.307955261
"CLDN3",-0.070444919
"CLDN4",0.768115115
"CLDN7",0.167880323
"CLEC1A",-0.111346034
"CLEC2D",0.366537837
"CLEC4E",-0.015813587
"CLEC4G",0.116535747
"CLEC4M",0.528730525
"CLIC3",1.243305295
"CLIPR-59",-0.43737766
"CLN6",0.50616816
"CLOCK",-0.069332808
"CLPTM1L",-0.012176714
"CLSPN",0.108094931
"CLTC",-0.038913174
"CLTCL1",0.084828339
"CLUL1",-0.033593211
"CLYBL",-0.05290615
"CMAH",-0.343228941
"CMBL",0.039621981
"CMTM1",-0.197710064
"CNBP",0.138001948
"CNDP2",8.349739562
"CNIH3",0.16823239
"CNNM1",-0.17182748
"CNNM4",-0.229877625
"CNOT1",-0.079723174
"CNOT2",-0.212743481
"CNOT3",0.003867611
"CNOT4",0.000363906
"CNOT6",-0.328095123
"CNOT6L",-0.045540828
"CNOT7",0.028659563
"CNOT8",5.69156471
"CNR1",-0.412327116
"CNTN1",-0.126820157
"CNTNAP1",-0.343023241
"COBL",-0.05832065
"COBLL1",-0.281427562
"COBRA1",-0.013212829
"COCH",0.313361863
"COG2",-0.792915791
"COG4",0.546845067
"COG5",-0.247230623
"COG7",0.473546771
"COL13A1",0.716984261
"COL14A1",-0.129071131
"COL2A1",-0.304343777
"COL3A1",-0.253145455
"COL4A5",-0.662963754
"COL4A6",-0.146192159
"COL5A1",0.267707676
"COL8A2",0.280119081
"COLEC12",-0.014801754
"COMMD10",0.318583113
"COMMD7",0.024347194
"COMP",-0.114091344
"COMT",0.085052182
"COPA",-0.293573264
"COPB2",-0.019936175
"COPG",-0.561933821
"COPS2",0.609711888
"COPS4",0.125811751
"COPS6",0.088162689
"COQ10B",-0.078869229
"COQ5",0.042085843
"COQ6",0.023748791
"COQ7",0.26434782
"CORO1C",-1.209391331
"COVA1",-0.163203034
"COX15",0.116102117
"COX17",-0.263033487
"COX18",0.514373851
"COX4I1",-0.138375145
"COX5A",-0.009648759
"COX6B1",0.049213935
"COX7A2",-0.05502635
"COX7A2L",0.039257258
"COX7B",-0.004577923
"COX7C",0.002459674
"CPA6",0.319575727
"CPEB2",-0.065940317
"CPNE6",-0.508817908
"CPNE8",-0.20120868
"CPOX",-0.888550955
"CPS1",0.052507913
"CPSF3L",-0.078609333
"CPT2",-1.58080025
"CPVL",-0.177146413
"CRABP2",0.262229791
"CRADD",2.953009883
"CRAMP1L",-0.043437121
"CRB2",-0.148044811
"CRCT1",-0.146340639
"CREB1",-0.125308842
"CREB3",-0.763467672
"CREB3L1",-0.881017425
"CREB3L3",-0.629367985
"CREB3L4",2.263271185
"CREB5",-0.271664736
"CREBBP",-0.1121005
"CREBL1",0.023367143
"CREBL2",-0.135702673
"CREBZF",-0.560693079
"CREG1",-1.739364125
"CRELD2",-0.0280147
"CREM",-0.1750587
"CRIPAK",0.207253906
"CRISP2",-0.382607529
"CRISPLD2",-0.499110504
"CRK",0.593979727
"CRNN",-0.456402105
"CROT",-0.240269796
"CRSP2",-0.015674047
"CRSP3",0.012931791
"CRSP6",-0.126471445
"CRSP7",1.795766446
"CRSP8",0.016608845
"CRSP9",-0.17671969
"CRTC1",-0.277213456
"CRTC2",0.103763584
"CRTC3",0.074053826
"CRX",0.021798436
"CRY1",-0.057866899
"CRY2",-0.13449326
"CRYAA",-0.033839431
"CRYAB",3.391656471
"CRYBA4",-0.364758582
"CRYGD",-0.228972219
"CRYL1",-2.1056966
"CRYM",-0.117113121
"CRYZ",0.231821416
"CSDA",0.598648816
"CSDC2",-0.091553816
"CSDE1",0.913801444
"CSF2",-0.507775243
"CSF2RA",-0.247383497
"CSK",-0.070741227
"CSN2",-0.387962101
"CSNK1A1",0.185280324
"CSNK1D",-0.636398145
"CSNK1E",-0.289260274
"CSNK1G1",-0.208319762
"CSNK1G2",-1.317330146
"CSPG2",0.011668619
"CSPG5",-0.013390618
"CST6",1.725449393
"CSTA",-0.017022531
"CSTL1",-0.329866773
"CTBP1",-4.500285924
"CTBP2",-0.031950655
"CTBS",0.111234779
"CTCF",-0.101362981
"CTCFL",-0.025629144
"CTDSP1",-0.027607756
"CTDSP2",0.442729168
"CTDSPL",-0.599693119
"CTGF",-0.974694478
"CTGLF4",0.020843081
"CTGLF5",-0.10087562
"CTH",-2.9979157
"CTNNB1",0.303771363
"CTNNBIP1",-0.157371947
"CTNND1",-0.165140868
"CTNND2",-0.017441551
"CTNS",-0.740002889
"CTPS",-0.241728962
"CTPS2",-0.122229197
"CTR9",0.472032809
"CTSB",-0.544181703
"CTSC",0.255774849
"CTSF",1.067673789
"CTSK",0.471342952
"CTSL",-0.140871356
"CTSL2",-0.102774656
"CTSO",0.078095393
"CTSS",-0.181055813
"CTTN",0.12704104
"CTXN1",-0.254465333
"CUEDC2",-0.252156294
"CUGBP1",-0.314814737
"CUTA",-0.100062362
"CUTL1",-0.1951522
"CUTL2",-0.019196333
"CX3CL1",-0.342070531
"CXCL1",-0.286088525
"CXCL10",0.891462981
"CXCL11",0.511134399
"CXCL14",-1.236196628
"CXCL2",1.195204791
"CXCL5",2.364099302
"CXCR7",-2.387070879
"CXorf34",-0.005693054
"CXorf38",-0.29591722
"CXorf43",-0.060185807
"CXorf45",-0.069012207
"CXorf6",0.320083052
"CXXC1",-1.300626378
"CXXC5",-0.794469915
"CXYorf2",-0.003952266
"CYB561",-0.05706794
"CYB5A",0.172254523
"CYB5D2",2.080638172
"CYB5R1",0.030121056
"CYBRD1",-0.145471302
"CYFIP1",0.345619004
"CYFIP2",-0.173074032
"CYGB",-0.277441791
"CYHR1",0.37189829
"CYLN2",0.034063508
"CYP17A1",-0.613161107
"CYP1A1",-0.837492919
"CYP1B1",-10.82867019
"CYP20A1",-0.272688258
"CYP26B1",0.023929299
"CYP2A6",-0.29364258
"CYP2C8",-0.166300328
"CYP2W1",-0.309051464
"CYP3A5",0.369850852
"CYP4V2",-0.02795481
"CYP51A1",2.038246777
"CYR61",0.031594572
"CYTL1",-0.296754335
"CYYR1",0.422679398
"D21S2056E",0.199199446
"D4S234E",0.591940506
"DAB1",-0.751278019
"DAB2",-0.142635501
"DACH1",-0.034399118
"DACH2",0.182862788
"DACT1",-0.165766115
"DAK",0.161984343
"DALRD3",0.843376942
"DAPK1",-0.395856109
"DAPK3",0.266299331
"DAPP1",2.270504131
"DAXX",0.802929719
"DAZAP2",-0.133044645
"DBI",0.015404284
"DBN1",-0.61932535
"DBNDD1",-0.240457494
"DBP",0.04141757
"DBR1",-0.276394914
"DBT",0.011602968
"DBX2",-0.054133956
"DCBLD1",-0.147062246
"DCC1",-0.011404505
"DCD",-0.316372228
"DCK",-0.514576924
"DCLRE1B",-0.025791097
"DCLRE1C",0.05669119
"DCN",-0.456455214
"DCST1",-0.428182145
"DCTN1",0.39039383
"DCTN4",0.293885201
"DCUN1D3",0.571758534
"DCUN1D4",0.113734787
"DDAH1",-1.286180831
"DDHD2",-0.464729476
"DDIT3",-0.088586306
"DDIT4",0.330599799
"DDIT4L",-0.328077825
"DDX11",0.448686227
"DDX17",-0.002475034
"DDX20",0.967239364
"DDX21",0.275888892
"DDX28",-0.328737668
"DDX39",0.011125476
"DDX47",0.08197172
"DDX5",0.053775068
"DDX52",0.520817219
"DDX54",-1.076223873
"DDX55",-0.413643211
"DDX59",-0.2625221
"DEAF1",0.60916226
"DEDD",-0.190991917
"DEDD2",-0.710573631
"DEFB1",-0.074404456
"DEFB126",-0.227786835
"DEK",-0.085905939
"DENND1A",-0.030793383
"DENND2C",0.131381625
"DENND2D",0.220937322
"DENND3",-0.166666723
"DENND4A",-0.026989339
"DENND4C",-0.546563805
"DENR",-1.299514973
"DEPDC1",-0.246529552
"DERA",-0.073703946
"DERL2",0.483060088
"DES",-0.22974388
"DFNA5",-0.663032238
"DGCR8",0.557214911
"DGKA",2.632369591
"DGKQ",0.114116605
"DHPS",0.519217007
"DHRS1",-0.00295126
"DHRS12",0.312505276
"DHRS2",-0.062470161
"DHRS3",0.0968959
"DHRS7B",-3.651678093
"DHX32",-1.155839002
"DHX40",-0.081512144
"DIABLO",-0.114389154
"DIAPH3",-0.043970901
"DICER1",-0.559017103
"DIP",0.255966464
"DIP13B",0.092344409
"DIP2A",0.091065589
"DISC1",-0.026081044
"DKC1",0.146343203
"DKFZp313A2432",-0.078853783
"DKFZp434N035",0.942516567
"DKFZP434P211",-0.035998916
"DKFZP586H2123",0.418279345
"DKFZp586I1420",0.440133514
"DKFZP686A01247",-0.257314491
"DKFZp686D0972",0.502651617
"DKFZP686E2158",0.232824637
"DKFZp686L1814",-0.151537824
"DKFZp761E198",0.319057941
"DKFZp762E1312",0.623916243
"DKFZp762P2111",-0.028447109
"DKFZp779O175",-0.04420878
"DKK1",0.892677184
"DLC1",0.874293851
"DLEU1",-3.232903136
"DLG1",-0.439058345
"DLG5",-0.003135551
"DLK1",-0.594427083
"DLL1",0.205664611
"DLST",-0.704971317
"DLX1",-0.194688559
"DLX2",-0.047289251
"DLX3",-0.365040823
"DLX4",0.431014732
"DLX5",-0.177662027
"DLX6",0.048153032
"DMAP1",0.125557193
"DMBX1",-0.653152696
"DMC1",-0.019390201
"DMD",-0.026115133
"DMKN",0.076589701
"DMRT1",-0.099018248
"DMRT2",-0.013332191
"DMRT3",-0.014044449
"DMRTA1",-0.23480269
"DMRTB1",-0.017541881
"DMRTC1",-0.279487252
"DMRTC2",-0.03530016
"DMTF1",-0.171832151
"DMWD",0.195685264
"DMXL2",-0.028031547
"DNAH17",-0.205879833
"DNAJA1",0.055378073
"DNAJA3",-0.248117151
"DNAJB11",0.073513714
"DNAJB2",0.07025398
"DNAJB5",1.989451517
"DNAJB6",0.303935173
"DNAJB9",0.85955955
"DNAJC11",0.205375462
"DNAJC13",-0.59077478
"DNAJC16",0.006768561
"DNAJC3",-0.465443146
"DNAJC6",-0.001212085
"DNAJC8",-0.080125406
"DNAJC9",-0.160359459
"DNAL4",-0.080601433
"DNAPTP6",-0.013011024
"DNER",-1.246561074
"DNM3",0.314159088
"DNMBP",0.131341209
"DNMT1",1.943538832
"DNMT3A",0.014237336
"DNMT3B",0.279295566
"DNTTIP2",-0.164903075
"DOCK1",-0.368916491
"DOCK10",0.279651272
"DOCK11",0.277709052
"DOCK4",0.534683893
"DOCK6",-0.235501718
"DOCK9",-1.413796104
"DOK2",-0.102516325
"DOK4",0.005615224
"DOK5",-0.64982227
"DOM3Z",-0.969339942
"DONSON",-0.071407568
"DPF1",0.005165691
"DPF2",0.131882783
"DPF3",0.253252098
"DPP4",-0.349466822
"DPYD",-0.087612658
"DR1",-0.873289163
"DRAP1",0.153563071
"DRD3",-0.150092213
"DRD4",-0.261500683
"DRD5",-0.144119337
"DSC1",1.8400497
"DSC2",-1.095246581
"DSC3",0.076032743
"DSCAML1",-0.083994597
"DSCR1",0.635495892
"DSCR1L2",-0.557990777
"DSG1",-0.417835623
"DSG4",-0.31792626
"DTL",0.978173814
"DTNA",-0.031428472
"DTNB",-0.531959136
"DTX3",0.575673545
"DTX4",-0.238055414
"DUS2L",-0.21568864
"DUSP1",0.621413454
"DUSP10",-0.008638551
"DUSP13",0.17110851
"DUSP2",-0.065782111
"DUSP4",0.463721865
"DUSP5",-0.324789427
"DUSP6",-0.072534917
"DUX3",-0.705123756
"DVL1",-0.064405286
"DVL3",0.018247474
"DYM",-0.15482785
"DYNC1I1",-0.063862624
"DYNC2H1",-0.500863917
"DYNLL1",0.064459685
"DYRK1B",-0.19804887
"DYRK3",0.014632108
"DYRK4",0.998130284
"DYSF",-0.068723968
"E2F1",0.491452404
"E2F2",-0.909512608
"E2F3",0.044844218
"E2F4",-1.314943565
"E2F5",-0.142987328
"E2F6",-0.038971754
"E2F7",5.107286474
"E2F8",0.292944975
"E4F1",-0.355684531
"EAF1",-0.157351089
"EAF2",-1.100115094
"EBF1",-0.020118364
"EBF2",-0.04271935
"EBF3",-0.042882586
"EBI3",-0.222534306
"ECD",0.164570985
"ECOP",2.346685057
"ECSIT",-0.798924598
"ECT2",-0.553271773
"EDA",-0.110540497
"EDA2R",-0.651595242
"EDEM1",0.351793352
"EDF1",0.42264914
"EDG1",-0.789157632
"EDG4",-0.161944332
"EDG7",0.394376897
"EDG8",0.251552211
"EDN1",0.313145016
"EDN2",-0.054381912
"EDNRA",0.508795779
"EEA1",0.302534646
"EED",-0.112110238
"EEF1D",0.007857522
"EEF1E1",0.533192411
"EEF2",-0.08842092
"EFEMP1",-0.189959416
"EFHA1",0.297215216
"EFHC1",0.366958449
"EFHD2",-0.182437576
"EFNA1",-0.185902408
"EFNA2",-0.184353437
"EFNA3",-0.171773621
"EFNA5",-0.33986473
"EFNB1",-0.220167167
"EFNB2",-0.404338251
"EFS",-1.067045085
"EGF",-0.231032601
"EGFL7",-0.152194762
"EGLN1",-0.043603565
"EGLN3",0.091123632
"EGR1",-0.160515719
"EGR2",0.068377948
"EGR3",-0.342175067
"EGR4",-0.033298855
"EHD1",0.026673458
"EHD3",0.054443437
"EHD4",2.392334549
"EHF",-0.382799511
"EHMT1",-0.210077044
"EHMT2",0.712471675
"EI24",-0.053793273
"EID1",-0.12585913
"EID2",-0.41737806
"EID2B",0.087337042
"EID3",-0.074974825
"EIF1",-0.077307016
"EIF2AK2",0.666659654
"EIF2AK3",0.064539206
"EIF2B5",-0.062268175
"EIF2C1",-0.465247657
"EIF2C2",-0.966362459
"EIF2C3",-0.168292369
"EIF2C4",0.028850371
"EIF3S1",0.164897704
"EIF3S10",-0.008240905
"EIF3S12",0.161818896
"EIF3S8",0.043347122
"EIF4E",0.630716736
"EIF4E2",0.108554151
"EIF4EBP1",-0.012192056
"EIF4EBP2",-1.776846124
"EIF4G2",0.089345572
"EIF4G3",-0.105656324
"EIF5A2",-0.124841053
"EIF5B",0.230690853
"ELA1",-0.71255953
"ELAC1",0.212653781
"ELAVL1",0.277572436
"ELAVL2",-0.208423222
"ELF1",-0.85409014
"ELF2",0.00476848
"ELF3",-2.704071094
"ELF4",-1.025069725
"ELF5",-0.325118398
"ELK1",0.169934889
"ELK3",-0.268330363
"ELK4",-0.038565381
"ELL",-0.837063402
"ELL2",0.080886132
"ELL3",-0.230421258
"ELMO3",-0.052840888
"ELOF1",1.086250018
"ELOVL4",-0.390392
"ELOVL6",-0.30243269
"ELP3",0.093591733
"ELP4",0.373150794
"EMILIN1",0.035547445
"EMILIN2",-0.012801422
"EMILIN3",-0.757496904
"EML1",0.204293959
"EML2",1.485510836
"EMP1",0.095893297
"EMP2",-0.293129454
"EMX1",-0.673655806
"EMX2",0.555335409
"EN1",-0.308072429
"EN2",-0.376490765
"ENAH",-0.068585116
"ENC1",0.241950037
"ENG",-0.602743414
"ENO1",-0.032211962
"ENPP1",0.251640204
"ENTPD1",-0.034580503
"ENTPD3",0.310954874
"ENTPD5",0.062442375
"ENTPD7",-0.061954409
"ENTPD8",-0.221590265
"ENY2",-0.020117518
"EOMES",0.150969029
"EP300",-0.19677707
"EP400",-0.047179756
"EPAS1",-0.263179023
"EPB41",-0.232695816
"EPB41L1",-0.08050864
"EPB41L2",-0.039492082
"EPB41L3",-0.557051247
"EPB41L4B",-0.02845217
"EPC1",0.008019166
"EPC2",-0.106158553
"EPGN",-0.667814422
"EPHA2",-1.578064088
"EPHA5",-0.016172526
"EPHB2",-0.167070846
"EPHB3",-0.523055309
"EPHB4",-0.02810002
"EPHX2",4.907792037
"EPN3",-0.16128966
"EPO",-0.55651863
"EPRS",0.140021418
"EPS15",-0.483895496
"EPS8",-0.107415814
"EPS8L2",2.532375954
"EPS8L3",-0.835107855
"ERBB3",-0.499705994
"ERBB4",-0.255568237
"ERC1",-0.272968506
"ERCC2",-1.609907029
"ERCC3",-0.660011636
"ERCC5",-0.177087888
"ERCC6",-0.22077633
"ERCC8",-0.307429405
"EREG",-0.311825184
"ERF",0.839396663
"ERG",0.249576018
"ERGIC2",0.057522758
"ERN1",-0.115689287
"ERN2",0.169943225
"ERO1LB",0.135847756
"ERRFI1",0.313867519
"ESCO2",0.35905056
"ESD",-0.08751301
"ESF1",0.108870366
"ESPL1",2.310715868
"ESR2",-0.54029254
"ESRRB",-0.390587533
"ESRRG",-0.416586306
"ESX1",-0.568866649
"ETFA",-3.189044285
"ETNK1",-0.211346594
"ETS1",-0.160796995
"ETS2",-0.088131334
"ETV1",0.274482156
"ETV3",-0.727037149
"ETV4",0.163948051
"ETV5",0.037719224
"ETV6",-0.083724747
"ETV7",0.555045336
"EVA1",-0.887625145
"EVC",0.173205119
"EVI1",0.01729905
"EVI2B",-0.009099816
"EVI5L",-0.438294877
"EVPL",0.230602642
"EVX1",-2.336506737
"EWSR1",-0.902837292
"EXO1",0.600420581
"EXOC4",1.318559542
"EXOC6",-0.363864665
"EXOC8",-0.209047038
"EXOSC10",-0.022796187
"EXOSC4",0.174907651
"EXOSC5",0.214266858
"EXOSC6",-0.170700009
"EXOSC7",0.333579319
"EXOSC9",-0.187048379
"EXPH5",-0.215743755
"EXT1",-0.03411711
"EXT2",-0.137710111
"EXTL2",0.024003425
"EYA1",0.302979254
"EYA2",-0.143044376
"EYA3",-0.058173395
"EYA4",-0.033232458
"EZH1",-0.117080945
"EZH2",0.023709778
"F11R",0.750390364
"F2R",0.332527008
"F2RL1",0.129354029
"F2RL3",-0.117001515
"F3",1.190414521
"F8A1",-0.010633153
"FABP3",-0.362709464
"FABP4",-0.002410759
"FABP5",0.08309791
"FADS1",-0.693592326
"FAF1",0.035701937
"FAH",-0.773856774
"FAM100B",-0.129866503
"FAM101A",-0.255345051
"FAM101B",0.025576787
"FAM102A",-0.550691147
"FAM104A",-3.734968937
"FAM106A",-0.121578977
"FAM107A",-0.400050996
"FAM109B",-0.04324776
"FAM110C",0.031072381
"FAM111A",0.513204264
"FAM111B",-0.034228587
"FAM113B",0.253097183
"FAM114A1",-0.103778376
"FAM118A",-0.285966941
"FAM119B",0.076034937
"FAM11B",0.072067816
"FAM120B",0.140183558
"FAM123A",-0.249705475
"FAM123B",0.072535707
"FAM127A",-0.330361186
"FAM129A",0.204067927
"FAM14A",-0.138124745
"FAM32A",-0.028353476
"FAM35A",-0.676932741
"FAM3C",0.025986159
"FAM40B",0.004388459
"FAM43B",4.160873135
"FAM46A",0.975355047
"FAM46B",-1.644884212
"FAM48A",-0.231542906
"FAM49A",-0.286460301
"FAM49B",0.089326363
"FAM53B",-2.001027642
"FAM54A",0.932635869
"FAM57A",0.479671062
"FAM59A",-0.662828706
"FAM60A",0.190703455
"FAM63A",0.037687861
"FAM64A",-0.952221067
"FAM69B",0.042999386
"FAM79A",1.614606915
"FAM79B",-1.167002179
"FAM80B",-0.515525225
"FAM83A",0.35750065
"FAM83D",-1.444949348
"FAM83H",-0.233892495
"FAM84A",4.494993241
"FAM84B",-1.405481917
"FAM89B",-0.143087894
"FAM8A1",-0.036503202
"FAM98A",-0.400052687
"FAM9B",-0.161265539
"FANCA",0.597027409
"FANCC",0.332981314
"FANCD2",0.058586555
"FANCE",-0.380343096
"FANCG",-1.026341817
"FANCL",-0.361503422
"FARS2",-0.044347026
"FAS",0.105888336
"FASN",-0.015291574
"FASTKD5",-0.204904587
"FBLIM1",0.016862712
"FBXL10",-0.06611621
"FBXL11",-0.564768557
"FBXL16",-0.288146056
"FBXL18",-0.41340755
"FBXL20",-0.301389204
"FBXL3",3.3730303
"FBXL4",0.062046644
"FBXO16",0.079561913
"FBXO17",0.304869223
"FBXO2",-0.797079591
"FBXO21",-0.049330522
"FBXO22",-0.036975911
"FBXO28",-0.082359629
"FBXO3",-0.836068381
"FBXO32",0.067855653
"FBXO36",-0.062154711
"FBXO42",1.199295806
"FBXO44",0.02462781
"FBXO5",0.428584597
"FBXO8",-1.113875953
"FBXW10",0.044406304
"FBXW2",0.572664697
"FCGBP",-0.362413389
"FCGR2A",-0.626635379
"FCGR2B",-0.496523898
"FCHO1",0.039585326
"FCRL3",-0.035933131
"FCRL4",0.137532597
"FDFT1",-0.004473228
"FDPS",-0.023841882
"FDPSL2A",-0.033503957
"FEM1B",0.319529579
"FEM1C",-0.098119898
"FER1L4",-0.285671224
"FERD3L",-0.399412433
"FES",0.108107192
"FEV",-0.005109984
"FEZ1",-1.371791016
"FEZ2",0.109698531
"FEZF2",-0.00800153
"FGF1",-0.231048724
"FGF10",-0.034020489
"FGF13",-0.023708284
"FGF19",-0.150401899
"FGF2",-0.247708289
"FGF23",-0.471730751
"FGF5",0.020661924
"FGFBP1",-0.112047202
"FGFR3",0.285826544
"FGFRL1",-0.00984381
"FGL2",-0.461470453
"FH",-0.058026623
"FHL2",-0.207643986
"FHOD3",0.494549657
"FIBP",-0.001739066
"FIGF",-0.221809578
"FIGNL1",0.069298946
"FILIP1L",-0.863220418
"FIP1L1",0.08776054
"FIZ1",0.069908702
"FJX1",-0.488788262
"FKBP1B",-3.486300262
"FKBP3",0.041548576
"FKBP5",-1.145278706
"FLCN",-0.082782933
"FLG",-0.583509099
"FLI1",0.047237285
"FLII",0.068688658
"FLJ00049",-0.237064785
"FLJ10038",-0.26406302
"FLJ10159",-0.196412437
"FLJ10815",0.928481839
"FLJ11151",-0.306767593
"FLJ11171",-0.137945698
"FLJ11184",2.980755843
"FLJ11236",-0.102704067
"FLJ11292",-0.000808026
"FLJ11783",0.129137627
"FLJ12886",0.1747099
"FLJ13195",-0.044414029
"FLJ14213",-0.000382328
"FLJ14668",0.273985467
"FLJ14803",-2.186919005
"FLJ14959",-0.01817447
"FLJ16478",-0.684114497
"FLJ16542",0.017656231
"FLJ20105",-0.118712662
"FLJ20273",-0.16569186
"FLJ20323",1.312457291
"FLJ20581",-0.210754425
"FLJ20701",-1.268799782
"FLJ20920",-1.654574053
"FLJ21511",-0.327590915
"FLJ21767",-0.809048794
"FLJ21839",-0.345291418
"FLJ21908",-0.334825515
"FLJ21963",-0.216479214
"FLJ22028",-0.248600987
"FLJ22374",0.203969317
"FLJ22662",-0.316669655
"FLJ22675",0.464667259
"FLJ23588",-0.029933651
"FLJ23861",-0.00736265
"FLJ25006",-0.123712252
"FLJ25328",-0.505226895
"FLJ25416",0.553928481
"FLJ25476",0.625181507
"FLJ25680",0.040912915
"FLJ25778",-0.07358007
"FLJ25801",0.458659186
"FLJ31568",-0.44453669
"FLJ31715",-0.193361556
"FLJ31818",-0.40172216
"FLJ32679",-0.056796019
"FLJ33590",-0.158918704
"FLJ34870",0.017590213
"FLJ35379",-0.167127466
"FLJ36070",0.170607004
"FLJ38359",-3.554527545
"FLJ38482",-0.003803444
"FLJ38576",-0.200226852
"FLJ38964",-0.257110015
"FLJ39378",-0.072718711
"FLJ40092",-0.542881132
"FLJ40869",0.16014747
"FLJ43339",0.251527473
"FLNA",-1.314060226
"FLOT1",-1.247206358
"FLOT2",-0.818143495
"FLRT1",-0.225777519
"FLRT2",0.621043468
"FLRT3",2.72579158
"FLT4",-0.691533518
"FMN1",-0.339018408
"FMNL2",-1.83775224
"FMO3",-0.236010485
"FMO4",0.131654895
"FN3KRP",-0.368149021
"FNBP1",-0.396147702
"FNDC3A",-0.130937401
"FNIP1",-0.110647009
"FNTA",-0.012760594
"FOLR3",0.270943621
"FOS",0.440336542
"FOSB",-0.298851633
"FOSL1",0.156726275
"FOXA1",-0.485268148
"FOXA2",-0.001713339
"FOXA3",-0.330270454
"FOXB1",-1.958256298
"FOXC1",0.071289848
"FOXC2",-0.589481664
"FOXD1",0.303436045
"FOXD2",-0.053575109
"FOXD3",1.09144847
"FOXD4",-0.013091029
"FOXE1",0.211537507
"FOXE3",-0.746704895
"FOXF1",-0.435550593
"FOXF2",0.065092518
"FOXG1B",-0.305140111
"FOXH1",-0.465601886
"FOXI1",-0.46335107
"FOXJ1",-0.157651191
"FOXJ2",-0.02168558
"FOXJ3",0.218283899
"FOXK1",-0.374531669
"FOXK2",-0.151920941
"FOXL1",-0.242179841
"FOXM1",2.462394319
"FOXN1",-0.046023987
"FOXN2",0.246301497
"FOXO1A",0.001325833
"FOXO3A",-0.031608022
"FOXP1",-1.059675015
"FOXP2",-0.092181011
"FOXP3",-0.26954991
"FOXP4",0.001470798
"FOXQ1",-0.824656646
"FOXR1",-0.213078622
"FOXRED2",0.076484663
"FPGS",-2.270588412
"FRAT1",0.017976438
"FRMD4B",-0.296546454
"FRMD5",-0.514809327
"FRRS1",-0.082652416
"FRYL",-0.048461723
"FSD1",-0.054831602
"FST",-0.109237553
"FSTL1",0.178713048
"FSTL3",0.43008458
"FTH1",0.17180725
"FTO",0.24442296
"FTS",-0.406840576
"FTSJ1",-0.530044176
"FTSJ2",0.273704148
"FUBP1",0.323329506
"FUBP3",0.542180365
"FUCA1",-1.064446739
"FUS",0.212015978
"FUT10",-0.159610094
"FUT6",-0.475353354
"FVT1",-0.51907239
"FXYD1",-0.184014189
"FXYD2",-0.061285971
"FXYD3",0.178744337
"FXYD6",-0.073568269
"FZD1",-0.091184795
"FZD10",0.496908051
"FZD2",0.129255274
"FZD3",0.020717319
"FZD6",-0.490701526
"FZD9",-0.051151243
"FZR1",0.198329926
"G3BP1",-0.090740055
"G3BP2",-0.491991754
"GAA",0.323605376
"GAB1",-0.237255654
"GABARAPL1",0.719523371
"GABARAPL3",0.208538276
"GABPA",-0.163639019
"GABPB2",-1.198961934
"GABRA4",-0.047961049
"GABRB3",-0.151274863
"GABRD",-0.389295689
"GABRE",-1.652410091
"GADD45A",0.051884671
"GADD45B",-0.891943858
"GAL",2.436088505
"GALC",0.145223785
"GALE",-2.100775147
"GALK1",-0.982949495
"GALK2",1.406859907
"GALM",-0.059424044
"GALNACT-2",-0.394694505
"GALNS",0.029155223
"GALNT11",0.143012445
"GALNT3",-0.136082779
"GALNT5",0.162500689
"GALNT7",0.511317755
"GAPDH",0.089040181
"GARNL4",-0.333421366
"GART",0.05355373
"GAS2L3",-0.02444729
"GAS6",-0.824474712
"GATA1",-0.352267711
"GATA2",-0.051684822
"GATA3",-0.254915521
"GATA5",-0.035447787
"GATA6",-0.092960628
"GATAD1",-0.229050955
"GATAD2A",-3.553260899
"GATAD2B",-0.477599617
"GATS",-0.115607979
"GBAS",-0.427414927
"GBE1",-0.255118033
"GBP1",-0.593631442
"GBP2",-0.292715437
"GBP6",0.194526725
"GBX2",-0.136382189
"GCET2",0.27925291
"GCH1",-0.142301459
