"Gene","NR3C1"
"GCLC",1.1489251
"GCM1",-0.121452573
"GCM2",-0.098839974
"GCN5L2",-0.121319092
"GCNT1",-0.003844364
"GCNT2",-0.014286102
"Gcom1",-0.090361333
"GCSH",0.195032181
"GDAP1L1",-0.203268272
"GDF15",-0.004812672
"GDF2",-0.535806173
"GDF6",-0.646002287
"GDF8",-0.018794268
"GDI2",0.295711915
"GDNF",-0.031204094
"GDPD2",-0.184613858
"GDPD3",-1.877197317
"GEFT",-0.381341874
"GEMIN8",0.210538939
"GENX-3414",0.035034038
"GFAP",-0.251777788
"GFI1",-0.213344763
"GFI1B",-0.38601494
"GFPT1",8.137395901
"GFRA1",-0.521518176
"GGA2",0.45865953
"GGA3",0.107832312
"GGT1",-0.062310003
"GGT2",-0.143971557
"GGT6",-0.032928609
"GGTL3",0.061172003
"GHR",-0.377929302
"GHRH",0.001277809
"GINS1",-0.018421999
"GINS3",-1.949003689
"GINS4",-0.061159871
"GIPC3",-0.522157458
"GIT1",0.362175322
"GJA12",-0.228625433
"GJA5",-0.316420995
"GJA7",-0.073951705
"GJB2",-0.262457276
"GJB6",3.930718604
"GK",-0.135073666
"GLB1L",0.10267752
"GLCCI1",-0.558392704
"GLCE",0.098212586
"GLDN",-0.265165938
"GLI1",0.523983142
"GLI2",-0.218131012
"GLI3",0.930291964
"GLIPR1",-0.01437549
"GLIS1",-0.096504995
"GLIS2",-0.335178609
"GLIS3",-0.479749768
"GLRA3",0.45426477
"GLRX",0.033467934
"GLRX2",-0.080724385
"GLS",0.012565615
"GLT25D2",-0.508865937
"GLTP",0.542838899
"GLTSCR2",-2.043013712
"GLUL",0.354834923
"GM632",-0.645500264
"GMCL1",-0.089833886
"GMCL1L",-0.108243889
"GMDS",-0.083902517
"GMEB1",-0.273917316
"GMEB2",0.152344138
"GMNN",-0.077116605
"GMPPB",-0.281175946
"GMPR",-0.372672157
"GMPR2",0.329515026
"GNA11",2.922015479
"GNA13",-0.217970969
"GNA15",-1.206655607
"GNAL",-0.104709496
"GNAO1",-0.545432046
"GNAZ",-0.287433654
"GNB2L1",0.071053431
"GNB5",-0.120663253
"GNG11",0.604247609
"GNG2",0.26179068
"GNPAT",0.132481496
"GNPDA1",0.12169741
"GNRH2",-0.196474972
"GNRHR2",-0.03144952
"GNS",0.051858717
"GOLGA8A",-0.040755294
"GOLGB1",-0.272557448
"GOLPH2",-0.367754742
"GOLPH3",2.056553842
"GOLPH3L",1.954663863
"GOLPH4",0.330214257
"GOLT1A",-0.562120455
"GOLT1B",0.755671646
"GON4L",-1.203613425
"GORASP1",0.031785711
"GORASP2",0.018290394
"GOT2",0.033584702
"GPATCH2",-0.041052155
"GPBP1",-0.011964896
"GPBP1L1",1.906083632
"GPC1",-0.227570156
"GPC2",0.082796244
"GPC4",-0.293518718
"GPC5",-0.274166464
"GPD1L",-0.458977077
"GPD2",-0.642839424
"GPHN",-0.333740374
"GPM6B",0.262867337
"GPNMB",0.059968993
"GPR109A",-0.153133912
"GPR109B",4.383969506
"GPR110",-0.076553787
"GPR125",-0.173846114
"GPR137C",0.007753804
"GPR153",-0.570666577
"GPR155",0.224161859
"GPR157",-0.10690106
"GPR161",0.144201657
"GPR18",-0.064868277
"GPR180",-0.412525709
"GPR25",-0.339083018
"GPR37",0.071827602
"GPR44",-0.092839957
"GPR50",-0.464315441
"GPR64",-0.2712107
"GPR65",0.602383261
"GPR88",-0.055335849
"GPRC5A",-0.720284684
"GPRC5B",-0.330622021
"GPS2",0.204046063
"GPSM1",0.902312211
"GPT2",0.017453632
"GPX3",1.053757069
"GPX4",0.353130892
"GRAMD1B",-0.134262699
"GRAMD2",-0.244980093
"GRAMD3",-0.835178082
"GRB10",0.316768288
"GRB2",1.5187131
"GRHL1",-0.94198009
"GRHL3",0.797185008
"GRHPR",0.431494632
"GRIA4",-0.06139754
"GRIN1",4.891269449
"GRIN2C",-0.717658422
"GRIN3B",-0.098904045
"GRINL1A",0.234265693
"GRK1",-0.530762439
"GRK5",-0.11843527
"GRLF1",0.011553527
"GRM5",-0.238532509
"GRM8",-0.634492431
"GRPEL2",-0.818740178
"GRTP1",-0.071292861
"GSC",0.073527039
"GSCL",-0.057838518
"GSG2",0.098227675
"GSH1",0.003769666
"GSH2",-0.025339687
"GSK3B",3.418632213
"GSN",0.360297564
"GSR",-1.402103948
"GSTA4",0.747520069
"GSTCD",-0.31200754
"GSTM3",0.273734214
"GSTO1",-0.032399613
"GSTZ1",1.724184466
"GTDC1",-0.852207954
"GTF2A1",-0.260670993
"GTF2A2",0.291628135
"GTF2B",0.911543036
"GTF2E1",1.644640065
"GTF2E2",1.243897438
"GTF2F1",-0.062642969
"GTF2F2",0.018839396
"GTF2H1",-4.581647697
"GTF2H3",-0.065089068
"GTF2H4",0.111220347
"GTF2H5",0.004496408
"GTF2I",0.077083284
"GTF2IRD1",-0.532928668
"GTF2IRD2",-0.045064587
"GTPBP1",-2.246943822
"GTPBP3",0.055623945
"GTPBP4",0.76090561
"GTPBP6",0.183553862
"GTSE1",0.279865269
"GUCY1A3",-0.541275766
"GUK1",-0.044927308
"GUP1",-0.210433662
"GUSBL1",0.393425313
"GUSBP1",0.333196906
"GYG1",-0.028984098
"GYG2",-0.388279422
"GYLTL1B",-1.355556242
"GZF1",0.094197011
"H19",0.603269325
"H1F0",0.874949038
"H1FX",-0.21148847
"H2-ALPHA",0.057169059
"H2AFX",-0.38644204
"H2AFY",-0.023239712
"H2AFY2",-0.133407003
"H6PD",-0.586344419
"HAAO",-0.418567465
"HAB1",-0.366600367
"HABP4",-0.18088893
"HACE1",0.006023552
"HADHA",-0.063429764
"HAND1",-0.641584612
"HAND2",-0.388573512
"HAP1",-0.319082671
"HAPLN2",-0.131509506
"HAPLN4",-0.27303234
"HAS2",0.041722112
"HAS3",3.600546615
"HAT1",-0.071260419
"HAX1",0.215733806
"HBEGF",0.278605878
"HBP1",-0.140801683
"HCFC1",-0.094893152
"HCFC2",0.101415141
"HCG12",0.141407189
"HCG27",-0.145129176
"HCG3",-0.269209462
"HCLS1",-0.316779134
"HCST",0.047007455
"HDAC1",0.086491031
"HDAC10",-0.026112872
"HDAC11",-0.174763369
"HDAC2",0.177259879
"HDAC3",0.266178763
"HDAC4",-0.318668999
"HDAC5",-0.865469482
"HDAC6",-0.304332965
"HDAC7A",-1.353977441
"HDAC8",-0.273017684
"HDAC9",-0.129033429
"HDGF",0.362687362
"HEATR3",-0.131411547
"HEATR5A",-0.286156436
"HEBP2",0.162049547
"HECA",0.022772365
"HEG1",0.189398933
"HELLS",-0.124359412
"HEMK1",0.067408606
"HEPH",-1.4093593
"HERC3",-0.042658744
"HERPUD1",0.211581326
"HERPUD2",-0.231920094
"HES1",-0.326435233
"HES2",-0.494285339
"HES4",-0.545859778
"HES5",0.415278296
"HES6",-0.018753058
"HESX1",-0.110834263
"HEXIM1",0.055477333
"HEXIM2",5.10550845
"HEY1",0.125639626
"HEY2",-0.396086176
"HEYL",0.459692241
"HFE",0.146221433
"HGS",-0.688241472
"HGSNAT",-0.935946539
"HHEX",-0.035735325
"HIAT1",0.35891473
"HIBCH",0.246703611
"HIC1",-0.264057118
"HIC2",0.003525518
"HIF1A",-0.344789021
"HIF1AN",-0.077294052
"HIF3A",0.160699618
"HIGD2A",-0.820675994
"HILS1",-0.005317854
"HINT1",-0.042762884
"HIP1",-0.052134027
"HIP2",-1.995352885
"HIPK1",0.475091899
"HIPK2",1.286103102
"HIRA",-0.686704367
"HISPPD1",0.013243917
"HIST1H1A",-1.369386657
"HIST1H1B",0.135310642
"HIST1H1C",-0.004842002
"HIST1H1D",0.639514658
"HIST1H1E",-6.87721398
"HIST1H2AB",-0.522404001
"HIST1H2AH",0.195348121
"HIST1H2AM",-0.052749321
"HIST1H2BB",-0.30921992
"HIST1H2BE",0.714008537
"HIST1H2BG",0.08608011
"HIST1H2BM",-0.36025599
"HIST1H3A",0.171045733
"HIST1H3B",0.131464887
"HIST1H3D",-0.089721461
"HIST1H3E",0.11436584
"HIST1H4A",-0.307302034
"HIST1H4B",-0.101927007
"HIST1H4D",-0.626309302
"HIST1H4H",-0.162991815
"HIST1H4L",-0.072056881
"HIST2H2AA4",0.321521644
"HIST2H2AB",0.121776075
"HIST2H2BE",-0.418016394
"HIST3H2A",0.596914411
"HIVEP1",-0.336960253
"HIVEP2",-0.071234599
"HIVEP3",-0.0167076
"HK1",-0.013184999
"HK2",-0.010212029
"HKR1",0.179566796
"HLA-DMB",-0.036625384
"HLA-DQA1",-0.294115492
"HLA-DQA2",-0.037649404
"HLCS",1.198022283
"HLF",0.316376482
"HLTF",-0.192348254
"HLX1",-0.057835351
"HLXB9",-0.608817487
"HMBOX1",1.135620785
"HMG20A",-0.215275687
"HMG20B",-0.810053683
"HMG2L1",-0.37360748
"HMGA1",-0.01141795
"HMGA2",-2.052234088
"HMGB1",0.068359109
"HMGB2",0.067537607
"HMGCL",1.890627019
"HMGCR",-0.014514809
"HMGCS1",0.024323789
"HMGN2",-0.033853814
"HMGN4",-4.803086643
"HMHB1",-0.340427136
"HMOX1",-0.999134205
"HMX1",-0.01820713
"HMX2",-0.065518859
"HN1L",-0.346609026
"HNF4A",-0.011253114
"HNF4G",-0.351630203
"HNMT",-0.128541676
"HNRPA1",-0.069607119
"HNRPAB",-1.092910247
"HNRPD",-0.565352132
"HNRPDL",-1.527804474
"HNRPH2",0.424477302
"HNRPUL1",-0.049518554
"HNT",0.181694566
"HOOK1",-0.208590619
"HOP",-0.575803793
"HOXA1",-0.184943187
"HOXA10",0.161670525
"HOXA11",-0.196538578
"HOXA13",-0.026728192
"HOXA2",0.071462765
"HOXA3",0.029410388
"HOXA4",0.119042182
"HOXA5",0.024728441
"HOXA6",-0.250083831
"HOXA7",-0.321977158
"HOXA9",0.120667595
"HOXB1",-0.575859729
"HOXB13",-0.579873941
"HOXB2",-0.258073583
"HOXB3",0.101961224
"HOXB4",-0.244703121
"HOXB5",-0.502537217
"HOXB6",-0.077277338
"HOXB7",-0.013522892
"HOXB8",-0.027477317
"HOXB9",0.064476577
"HOXC10",-0.064763035
"HOXC11",-0.108466781
"HOXC12",-0.360534812
"HOXC13",-0.283400302
"HOXC4",-0.143825237
"HOXC5",-0.493534102
"HOXC6",-0.182418155
"HOXC8",-0.152993139
"HOXC9",0.576724853
"HOXD1",-0.504856847
"HOXD10",-0.462779379
"HOXD11",-0.03181147
"HOXD12",-0.089807108
"HOXD13",-0.675518919
"HOXD3",-0.757752127
"HOXD4",-0.043938161
"HOXD8",-0.147942645
"HOXD9",-0.409500624
"HPCA",0.225595529
"HPGD",-0.296456422
"HPRT1",-0.468523041
"HPS4",0.94608545
"HPSE",-0.042966105
"HPX",-0.103570461
"HR",-2.568883157
"HRH1",0.09471848
"HRSP12",-0.145346684
"HS1BP3",0.070805896
"HS3ST1",-0.037749354
"HS3ST2",-0.658320448
"HS3ST3B1",-0.595577818
"HS3ST4",-0.01841626
"HSBP1",0.611736512
"HSD17B1",0.021606834
"HSD17B2",0.006702736
"HSD17B4",0.791751521
"HSD17B6",-0.106661455
"HSD17B8",0.914378286
"HSF1",-0.109945123
"HSF2",-0.254992594
"HSF4",-0.518400182
"HSF5",-0.010968612
"HSFX1",-0.701707152
"HSP90B1",-0.019655661
"HSPA12A",-0.669899331
"HSPA2",1.064405621
"HSPA4L",1.539904556
"HSPA5",-0.776804004
"HSPA8",-0.054538999
"HSPA9",-0.084267017
"HSPB1",0.077286013
"HSPB2",-0.083462798
"HSPB8",-0.138946455
"HSPBAP1",0.280008342
"HSPC105",0.028334649
"HSPC159",0.043073098
"HSPC171",-0.229827376
"HSPH1",-0.133660827
"HSU79275",0.15461731
"HSZFP36",0.083546467
"HTATIP",0.80312027
"HTATIP2",0.028186798
"HTATSF1",-0.05686651
"HTR1A",-0.079320446
"HTR1B",-0.775221953
"HTR1D",-0.459794713
"HTR2C",-0.183067995
"HTR7",-3.174893966
"HTRA1",-0.488268251
"HTRA3",-0.184072024
"HUS1",-0.258741869
"HYAL1",-0.188405166
"HYI",-0.720030743
"HYOU1",-0.630656565
"IBRDC2",-1.003347316
"IBRDC3",-0.266745796
"ICAM1",-0.037447887
"ICAM5",0.335414673
"ICK",0.640205922
"ID1",0.058722993
"ID2",-0.191841909
"ID3",4.081246251
"ID4",-0.239243175
"IDE",-1.212399373
"IDH2",-0.110235654
"IDH3A",-0.406826513
"IDH3B",-0.026499478
"IDI1",-0.001362902
"IDUA",-0.012396353
"IER2",-0.046211905
"IER3",-0.0836888
"IFI16",-0.278223879
"IFI30",-0.560691593
"IFIT1",-0.861339746
"IFIT2",0.13612744
"IFITM1",-0.805264403
"IFITM2",-0.531067988
"IFNAR2",0.433398074
"IFNB1",-0.439612838
"IFNG",-0.068917897
"IFNGR2",2.320445257
"IFNK",0.323236696
"IFRD1",-2.602496489
"IFRD2",-0.085584959
"IFT20",0.019842903
"IFT57",-0.03165551
"IFT80",-0.16425337
"IFT81",0.007017633
"IFT88",-0.276858026
"IGBP1",-0.258597605
"IGF1",0.005500837
"IGF1R",-0.349496982
"IGF2",-0.397841657
"IGF2BP2",-0.196662615
"IGF2BP3",-0.058489869
"IGFBP2",-0.052164644
"IGFBP3",0.687024573
"IGFBP4",0.264694179
"IGFBP5",0.212423107
"IGFBPL1",0.521737572
"IGFL2",-0.940874599
"IGHD",-0.680916573
"IGHMBP2",-0.112202303
"IGSF1",-0.332345055
"IGSF22",-0.072093353
"IGSF4",0.740967986
"IGSF4C",-0.22686904
"IHPK1",-0.168789593
"IK",0.093888619
"IKBKAP",-0.139736878
"IKBKB",-0.389286013
"IKBKE",0.144609371
"IKBKG",0.056949217
"IKZF1",-0.015114829
"IKZF2",-2.261450789
"IKZF3",0.114613868
"IKZF4",0.262722863
"IKZF5",-0.100159121
"IL10",-0.255131998
"IL11",0.46309276
"IL12B",-0.287592493
"IL12RB1",-0.410381288
"IL16",-0.367440685
"IL17A",-0.671848748
"IL17F",-0.57016816
"IL17RB",-0.548733181
"IL17RC",-0.351874289
"IL17RD",-0.195213674
"IL1B",-0.376018954
"IL1F5",-0.271155739
"IL1F7",-0.013829822
"IL1F9",-0.186695928
"IL1R1",-0.311443825
"IL1R2",-0.869789445
"IL1RAP",0.10206387
"IL1RAPL1",-0.014577582
"IL1RL1",0.23889802
"IL1RN",0.289436815
"IL2",0.110815624
"IL20",0.326784863
"IL20RA",-0.450639275
"IL20RB",-0.180610857
"IL22",-0.116722076
"IL24",0.0973857
"IL25",-0.016142555
"IL29",-0.321031626
"IL31RA",-0.037893329
"IL32",-0.159574981
"IL33",1.007240101
"IL4",-0.042546166
"IL4I1",-0.023077719
"IL5",-0.167033723
"IL5RA",-0.151161176
"IL6",-1.067683048
"IL6R",0.68661182
"IL7R",1.0984428
"IL8",1.985039435
"IL8RA",-0.433259667
"ILF2",0.058095262
"ILF3",-0.090386404
"IMPA2",-0.572507894
"IMPACT",1.213136801
"IMPDH1",-0.230592903
"IMPDH2",0.284661481
"INA",-0.714134525
"INADL",-0.090736287
"INCA",1.17265067
"ING1",-0.416162369
"ING2",0.24672916
"ING3",-0.00542868
"ING4",0.0257003
"ING5",-0.026966914
"INHBA",0.273409512
"INOC1",-0.297416232
"INPP4B",5.249699252
"INPP5F",-0.483157081
"INS",-0.202535725
"INSIG1",0.315042367
"INSIG2",-0.296260184
"INSL5",0.190942938
"INSM1",-0.62054574
"INSM2",-0.084414593
"INSR",0.286707435
"INTS6",-0.802942822
"INTS8",-0.555691327
"INTU",-0.13081278
"IPMK",-0.209150923
"IPO13",0.468641566
"IPO7",2.758262052
"IPO9",0.749328176
"IPP",-0.080727304
"IPPK",1.919243237
"IQCK",-0.72028558
"IQGAP3",-0.417594933
"IQSEC1",0.24162643
"IQSEC3",-0.352502502
"IQWD1",-1.748304128
"IRAK1",0.208381901
"IRAK1BP1",0.051358656
"IRAK2",-0.053147611
"IRAK3",-0.15268951
"IRAK4",0.003234722
"IRF1",0.430568708
"IRF2",-0.317812247
"IRF2BP1",0.146918184
"IRF2BP2",0.031702105
"IRF3",0.469105067
"IRF4",-0.021435929
"IRF5",-0.079346135
"IRF6",-0.018085917
"IRF7",-0.867368879
"IRF8",-0.112150256
"IRGC",0.1704882
"IRS1",-0.064189265
"IRS2",-0.232621436
"IRX1",-0.035928626
"IRX2",0.261619596
"IRX3",-0.952714532
"IRX4",-0.148595633
"IRX5",-0.560502197
"IRX6",-0.672723151
"ISGF3G",4.047241283
"ISL1",-0.079394956
"ISL2",-0.068022183
"ISOC1",-0.186310914
"ISX",-0.025542065
"ISYNA1",0.072711299
"ITFG2",0.188990773
"ITGA6",-0.205936491
"ITGB1BP3",-0.475089896
"ITGB3BP",0.695980702
"ITGB6",-0.379566881
"ITGB7",-1.670721209
"ITGB8",-0.137443351
"ITGBL1",-0.591074603
"ITIH2",-0.312127867
"ITIH4",-0.442686466
"ITIH5L",-0.372036961
"ITM2A",1.178164107
"ITM2B",-0.312376215
"ITPKA",0.098947484
"ITPKB",0.206830872
"ITPKC",-0.184211922
"ITPR3",-0.082877424
"ITSN1",-0.042392051
"IVL",0.359683312
"IVNS1ABP",-0.939664573
"IXL",0.035980937
"JAG1",-0.072071809
"JAK1",-0.1417588
"JAK2",-0.086873722
"JARID1A",-0.006840831
"JARID1B",1.186355527
"JARID1C",0.303683578
"JARID1D",-0.304815645
"JARID2",1.288051642
"JAZF1",0.060172414
"JDP2",-0.350886782
"JMJD1A",0.035656922
"JMJD1B",-0.96175511
"JMJD1C",0.058684871
"JMJD2A",-0.265423169
"JMJD2C",-0.404581348
"JMJD2D",0.225100708
"JMJD3",-0.057988823
"JMY",0.011466736
"JOSD1",0.036856854
"JOSD3",0.51941628
"JPH1",0.049056307
"JPH2",-0.380413164
"JRK",-0.426421759
"JRKL",-0.177961766
"JUN",-0.069731102
"JUP",-0.004917418
"KAL1",0.477293328
"KATNAL1",1.353361261
"KAZALD1",0.065165661
"KBTBD10",0.230848477
"KBTBD11",-0.005776619
"KBTBD4",0.588497206
"KCMF1",0.206972638
"KCNA1",-0.008897105
"KCNAB2",0.357054301
"KCNB1",-0.033765705
"KCND1",0.019487352
"KCNG2",-0.047555717
"KCNH1",-0.886258161
"KCNH2",-0.402712028
"KCNH3",-0.419262425
"KCNH4",0.059320875
"KCNH5",-0.061687461
"KCNH6",-0.550955669
"KCNH7",-0.034227776
"KCNH8",-0.022406562
"KCNIP3",-0.354242061
"KCNJ15",-2.187500049
"KCNK1",-0.585559813
"KCNK15",0.527590188
"KCNK7",0.186297627
"KCNMA1",-0.067962663
"KCNMB3",-0.067585277
"KCNMB4",-0.37569683
"KCNN1",-0.207334203
"KCNN4",-0.428952672
"KCNQ3",-0.151158875
"KCNQ5",-0.319458068
"KCNRG",0.087938005
"KCNS3",3.934875403
"KCNT1",-0.531993042
"KCNV2",-0.031405046
"KCTD1",-0.157745333
"KCTD10",-0.094381221
"KCTD12",0.060062417
"KCTD14",0.353937993
"KCTD15",0.472457114
"KCTD17",-0.211560055
"KCTD5",-1.439054995
"KDELC1",0.095692953
"KDELC2",-0.005391541
"KDELR3",0.031742665
"KEAP1",-0.204281225
"KGFLP1",-0.213966711
"KHDRBS1",0.118322234
"KHDRBS2",-0.017984328
"KHDRBS3",-0.121627205
"KHSRP",0.075676316
"KIAA0020",0.051145081
"KIAA0100",0.109248988
"KIAA0101",-0.250780071
"KIAA0125",-0.016788827
"KIAA0141",-5.387102992
"KIAA0143",0.402658297
"KIAA0146",-0.867712912
"KIAA0182",-0.106821787
"KIAA0232",1.495777623
"KIAA0241",-0.139818273
"KIAA0265",-0.145932466
"KIAA0274",0.077497087
"KIAA0284",0.000961526
"KIAA0310",0.07759174
"KIAA0355",0.321108026
"KIAA0404",0.265887316
"KIAA0430",-2.64761082
"KIAA0494",1.693556949
"KIAA0515",0.047406369
"KIAA0556",-0.110087256
"KIAA0586",-2.748043717
"KIAA0692",-0.622079968
"KIAA0738",0.046468864
"KIAA0746",-0.662954626
"KIAA0776",0.463887491
"KIAA0802",-0.166947161
"KIAA0828",0.899061171
"KIAA0841",0.104411345
"KIAA0907",-0.153009374
"KIAA1005",-0.029534357
"KIAA1147",-0.129816768
"KIAA1155",-0.262376636
"KIAA1199",0.85058731
"KIAA1305",0.431168776
"KIAA1324",0.261424642
"KIAA1333",-0.403777708
"KIAA1370",-0.123985156
"KIAA1394",-0.243477492
"KIAA1411",-0.41265124
"KIAA1414",-0.110008773
"KIAA1443",0.816901887
"KIAA1450",-0.240098064
"KIAA1462",-0.433842979
"KIAA1467",0.035122534
"KIAA1468",-0.411619875
"KIAA1505",-0.138283639
"KIAA1522",0.007452114
"KIAA1524",0.162360269
"KIAA1529",-0.171792065
"KIAA1546",-0.373495562
"KIAA1609",0.211873529
"KIAA1618",0.909274702
"KIAA1622",0.257646394
"KIAA1632",-0.051473776
"KIAA1655",0.010694785
"KIAA1666",-0.205482037
"KIAA1688",-0.10587144
"KIAA1706",-0.027647089
"KIAA1713",-0.045158951
"KIAA1718",0.05753538
"KIAA1727",-0.124751233
"KIAA1729",-0.684640392
"KIAA1731",0.71340265
"KIAA1751",-0.605560538
"KIAA1754L",0.122419841
"KIAA1772",-0.325161474
"KIAA1794",0.20810812
"KIAA1822",-0.365692789
"KIAA1841",-0.036737686
"KIAA1856",-0.292842192
"KIAA1881",-0.175575885
"KIAA1913",0.080688333
"KIAA1914",-0.206230709
"KIAA1920",0.095249616
"KIAA1946",0.054058491
"KIAA1949",-0.779370947
"KIAA2013",-0.122422734
"KIAA2018",-0.319564595
"KIF1A",-0.761651463
"KIF20A",0.704100201
"KIF23",0.015280918
"KIF24",0.11308432
"KIF26A",0.16812281
"KIF27",0.1315019
"KIF5A",-0.514072258
"KIF5B",-1.249252232
"KIFAP3",0.012490585
"KIFC3",-0.148835628
"KIR2DL4",-0.524826941
"KIR3DL1",-0.301202973
"KIRREL",-0.077614285
"KIRREL2",-0.068258058
"KISS1",-0.617536317
"KISS1R",-2.404524675
"KITLG",-0.004442924
"KL",-0.253795586
"KLF1",-0.067229872
"KLF10",1.62106284
"KLF11",0.398701314
"KLF12",0.063251113
"KLF13",-0.325127153
"KLF14",-0.208864587
"KLF15",-0.058395376
"KLF16",-0.399584899
"KLF17",-0.249301438
"KLF2",0.003967441
"KLF3",-0.22825263
"KLF4",-2.551442108
"KLF5",0.194617045
"KLF6",-0.56685795
"KLF7",-0.099671329
"KLF8",0.077671401
"KLF9",-0.897160519
"KLHDC1",-0.061858099
"KLHDC2",-0.089088645
"KLHDC3",0.184331831
"KLHDC5",-0.271045104
"KLHDC8B",0.152317484
"KLHL11",-0.194346987
"KLHL12",-0.360034421
"KLHL13",0.120846058
"KLHL14",-0.131316633
"KLHL15",0.166716645
"KLHL20",-0.075089954
"KLHL21",-0.211431013
"KLHL24",0.002548203
"KLHL4",-0.288022012
"KLHL7",-2.436222847
"KLHL8",-0.377247561
"KLHL9",0.325607788
"KLK10",0.171441709
"KLK11",0.104672647
"KLK15",-0.103562129
"KLK4",-0.161626844
"KLK5",0.168297372
"KLK7",0.504286514
"KLK8",0.095565348
"KMO",-0.037879319
"KNS2",0.118989792
"KNTC1",0.813332411
"KPNA2",-0.027055477
"KPNA3",-0.386599427
"KPNB1",-0.18091622
"KRAS",1.106178513
"KRCC1",-0.439166701
"KRR1",-0.306922105
"KRT1",0.529871341
"KRT10",-0.021695143
"KRT12",-0.032025577
"KRT13",0.123606152
"KRT14",-0.065919047
"KRT15",-0.098284176
"KRT16",0.109000089
"KRT17",-0.030264688
"KRT18",0.338262214
"KRT19",0.218402434
"KRT2",-0.302508683
"KRT20",-0.265708653
"KRT23",0.645759824
"KRT24",-0.8556311
"KRT25",-0.347997139
"KRT26",-0.0978028
"KRT27",-0.07715114
"KRT28",-0.296779612
"KRT3",1.519932323
"KRT31",0.349724296
"KRT32",-0.520564013
"KRT33A",-0.189114395
"KRT33B",-0.268134397
"KRT34",0.465953027
"KRT35",-0.870140351
"KRT36",-0.258079437
"KRT37",-0.053344997
"KRT38",-0.021386567
"KRT4",-3.326546117
"KRT40",-0.038959328
"KRT5",-0.022595781
"KRT6B",-0.050055684
"KRT6C",-0.020425242
"KRT6E",-0.033260812
"KRT6L",-0.464694715
"KRT7",0.234283475
"KRT71",-0.561923666
"KRT72",-0.417253944
"KRT73",0.575938806
"KRT74",-0.245741097
"KRT75",-0.184143602
"KRT76",-0.550623472
"KRT77",-0.017201767
"KRT78",-0.563747344
"KRT8",1.387194056
"KRT80",3.26000006
"KRT81",0.029417504
"KRT82",-0.199133176
"KRT83",-0.355606855
"KRT85",-0.565829154
"KRT86",-0.385994596
"KRT9",-1.134522231
"KRTAP1-1",-0.148183271
"KRTAP1-3",-0.058833148
"KRTAP1-5",-0.429806951
"KRTAP10-10",-0.466647099
"KRTAP11-1",-0.914218127
"KRTAP12-1",-0.164379279
"KRTAP12-2",-0.133146837
"KRTAP13-1",-0.368585576
"KRTAP13-2",-0.448979428
"KRTAP13-3",-0.203644371
"KRTAP13-4",-0.62356693
"KRTAP15-1",-0.390272709
"KRTAP17-1",-0.034974969
"KRTAP19-1",-0.718137801
"KRTAP2-1",-1.174319448
"KRTAP2-4",-0.135509925
"KRTAP3-1",-0.439550591
"KRTAP3-2",-0.473645751
"KRTAP3-3",-0.127597997
"KRTAP4-10",-0.031159522
"KRTAP4-12",-0.034166097
"KRTAP4-14",-1.000743851
"KRTAP4-2",0.065922361
"KRTAP4-3",-0.018831041
"KRTAP4-4",-0.033938528
"KRTAP4-5",-0.131684957
"KRTAP4-7",-0.056117307
"KRTAP5-9",2.311908493
"KRTAP6-3",-0.680779398
"KRTAP7-1",-0.43303994
"KRTAP8-1",-0.119178061
"KRTAP9-2",-0.661774306
"KRTAP9-3",-0.374341164
"KRTAP9-4",-0.013238845
"KTN1",-0.199178635
"KY",-0.15550756
"L3MBTL2",-0.003442392
"L3MBTL3",-0.07817874
"L3MBTL4",-0.041776726
"LAIR1",-0.047326422
"LAMA2",-0.189814774
"LAMA3",0.225170702
"LAMA4",-0.296848953
"LAMB3",-0.139645723
"LAMP1",-0.041675797
"LAMP2",0.99880498
"LANCL1",0.261510485
"LAPTM4A",-0.02104716
"LAPTM4B",0.121093821
"LAPTM5",0.037866608
"LAS1L",-0.030796588
"LASS2",-0.247264646
"LASS3",-0.130301247
"LASS4",0.156684868
"LASS5",-0.042763211
"LASS6",-0.316522295
"LAT2",0.046171743
"LATS2",-0.227507319
"LAYN",0.346871566
"LBH",2.336434217
"LBR",-0.159883242
"LBX1",-0.322317045
"LBX2",-0.757721992
"LCE1A",-0.003755526
"LCE1B",-0.029118163
"LCE1C",-0.107786616
"LCE1D",-0.221012879
"LCE1E",-0.039024562
"LCE1F",0.187599455
"LCE2A",-0.149373148
"LCE2B",-0.686202798
"LCE2C",-0.373558692
"LCE2D",2.3171768
"LCE3A",-0.482420805
"LCE3B",-0.22357259
"LCE3C",-0.062800354
"LCE3D",-0.076316011
"LCE3E",0.195274436
"LCE4A",-0.629365512
"LCE5A",-0.414219984
"LCMT1",0.098897003
"LCMT2",0.213828897
"LCOR",-0.454492626
"LCORL",0.00597989
"LCP1",-0.67319606
"LDB1",0.038267688
"LDHA",0.010442328
"LDHC",0.25990391
"LDLR",-2.261389081
"LEF1",-0.337215978
"LELP1",-0.30310502
"LEO1",-0.116021514
"LGALS1",-0.368744852
"LGALS7",-0.125556869
"LGALS9",0.37560849
"LGI2",-0.061227326
"LGMN",0.342666272
"LGR4",0.300797763
"LGTN",1.215273522
"LHFPL2",0.734529541
"LHPP",-0.920003513
"LHX1",0.743231687
"LHX2",-0.307211683
"LHX3",0.528704397
"LHX4",0.190943032
"LHX5",-0.023566879
"LHX6",0.008088017
"LHX9",-0.420134911
