"Gene","RUNX1"
"CHURC1",-0.259187948
"CIAO1",-0.249638396
"CIAPIN1",0.135074626
"CIB2",0.05713721
"CIC",0.595357338
"CIITA",0.20441775
"CIP29",0.202661046
"CIR",-0.231814752
"CIRBP",0.686659669
"CIT",-1.570004296
"CITED1",-0.24631235
"CITED2",-0.78310987
"CITED4",-0.51479992
"CKAP2L",0.935291485
"CKAP5",0.447452989
"CKB",-0.583294898
"CKLF",-0.120206414
"CKS1B",-2.984236093
"CKS2",-0.023796971
"CLASP1",-0.024031699
"CLASP2",0.708783526
"CLCA2",0.181215222
"CLCF1",-0.830251549
"CLCN1",0.581707047
"CLCN2",-0.216010218
"CLCN3",-0.903325066
"CLCN5",-0.378602733
"CLCN7",0.084036497
"CLDN1",-3.405139989
"CLDN12",0.482389753
"CLDN16",-0.239521414
"CLDN3",0.110121883
"CLDN4",2.034380055
"CLDN7",1.395349483
"CLEC1A",-0.052609493
"CLEC2D",0.480165827
"CLEC4E",0.201132086
"CLEC4G",0.630422455
"CLEC4M",2.118502959
"CLIC3",-0.51977204
"CLIPR-59",-0.044391109
"CLN6",1.459493019
"CLOCK",-0.506423701
"CLPTM1L",-0.132386749
"CLSPN",0.329749329
"CLTC",0.074001356
"CLTCL1",0.511721354
"CLUL1",0.149979988
"CLYBL",0.572076928
"CMAH",-0.353597028
"CMBL",0.780098145
"CMTM1",-0.196366268
"CNBP",0.438881397
"CNDP2",8.330753358
"CNIH3",0.170098539
"CNNM1",0.292584125
"CNNM4",-0.931469299
"CNOT1",-0.151064717
"CNOT2",-0.244823092
"CNOT3",0.338502619
"CNOT4",-0.440830152
"CNOT6",-0.153604388
"CNOT6L",0.21249187
"CNOT7",-0.133239446
"CNOT8",6.260476754
"CNR1",-0.50241683
"CNTN1",-0.693950214
"CNTNAP1",0.054218544
"COBL",0.04939581
"COBLL1",-0.450062689
"COBRA1",-0.603495501
"COCH",0.238194759
"COG2",-1.006197146
"COG4",-2.646958578
"COG5",-5.528782208
"COG7",0.517692506
"COL13A1",0.561415784
"COL14A1",-0.059634986
"COL2A1",0.005597994
"COL3A1",-0.109201716
"COL4A5",0.344909276
"COL4A6",0.095814086
"COL5A1",0.812851647
"COL8A2",-0.094119948
"COLEC12",0.044246124
"COMMD10",1.413740598
"COMMD7",2.230130062
"COMP",-0.032992442
"COMT",0.044667749
"COPA",-0.302649601
"COPB2",0.023958718
"COPG",-1.107342992
"COPS2",0.770585815
"COPS4",0.085378188
"COPS6",-0.089494439
"COQ10B",0.442452966
"COQ5",-0.767510969
"COQ6",1.072753974
"COQ7",0.036801971
"CORO1C",-0.787024628
"COVA1",-0.283636108
"COX15",0.088675214
"COX17",-0.242910104
"COX18",0.821109662
"COX4I1",-0.24490099
"COX5A",-0.125851543
"COX6B1",-0.028963567
"COX7A2",-0.032874102
"COX7A2L",0.211510631
"COX7B",0.012017806
"COX7C",-0.016705197
"CPA6",-0.485331849
"CPEB2",-0.520559836
"CPNE6",-0.284779435
"CPNE8",0.05674789
"CPOX",-1.092665842
"CPS1",-0.240951807
"CPSF3L",-0.090614664
"CPT2",0.788874955
"CPVL",-0.176697455
"CRABP2",-1.963993405
"CRADD",-3.810194947
"CRAMP1L",-0.191118356
"CRB2",0.230733307
"CRCT1",3.322246578
"CREB1",-0.11970135
"CREB3",1.16833051
"CREB3L1",-2.06850494
"CREB3L3",-0.001110937
"CREB3L4",1.161751912
"CREB5",0.024093251
"CREBBP",0.422335651
"CREBL1",0.489968864
"CREBL2",-0.495606888
"CREBZF",-0.454416069
"CREG1",-2.709537967
"CRELD2",-0.380965288
"CREM",-0.036376375
"CRIPAK",0.349602743
"CRISP2",0.181894515
"CRISPLD2",-0.332763597
"CRK",0.128934292
"CRNN",-0.286843312
"CROT",-0.537535474
"CRSP2",-0.025220309
"CRSP3",0.128598716
"CRSP6",-0.006595092
"CRSP7",0.108253734
"CRSP8",0.613682594
"CRSP9",-0.543612792
"CRTC1",-0.359635761
"CRTC2",0.664318046
"CRTC3",-0.074195229
"CRX",0.403551242
"CRY1",0.067915195
"CRY2",-0.195561754
"CRYAA",0.261496494
"CRYAB",4.20709069
"CRYBA4",-0.286969229
"CRYGD",-0.190279752
"CRYL1",1.259526838
"CRYM",0.297807542
"CRYZ",0.234768739
"CSDA",0.481393614
"CSDC2",-0.347899283
"CSDE1",0.901519581
"CSF2",-0.217057415
"CSF2RA",-0.014571391
"CSK",0.071738921
"CSN2",-0.308805784
"CSNK1A1",0.759191155
"CSNK1D",-0.488836607
"CSNK1E",-2.58730782
"CSNK1G1",0.030187617
"CSNK1G2",-2.616323566
"CSPG2",0.396108293
"CSPG5",-0.127477889
"CST6",1.011534162
"CSTA",0.278227416
"CSTL1",-0.024321689
"CTBP1",-4.226545704
"CTBP2",-0.144638357
"CTBS",0.377571179
"CTCF",-0.508839983
"CTCFL",0.031422668
"CTDSP1",0.168298464
"CTDSP2",-0.119905076
"CTDSPL",-2.641630167
"CTGF",0.076603153
"CTGLF4",-0.086317004
"CTGLF5",-0.097558104
"CTH",-2.795791384
"CTNNB1",-0.277553231
"CTNNBIP1",-0.201107291
"CTNND1",-1.242800312
"CTNND2",-0.039983982
"CTNS",-0.708876396
"CTPS",-0.205711556
"CTPS2",-0.314645735
"CTR9",0.168634707
"CTSB",-0.801492168
"CTSC",1.297809618
"CTSF",3.365168258
"CTSK",0.370427171
"CTSL",0.119878716
"CTSL2",0.370690873
"CTSO",0.089046082
"CTSS",-0.477230377
"CTTN",-0.212497376
"CTXN1",0.394420955
"CUEDC2",-1.397252984
"CUGBP1",0.165444772
"CUTA",-0.349850056
"CUTL1",-0.53142754
"CUTL2",0.059731171
"CX3CL1",-0.005317342
"CXCL1",-0.505412369
"CXCL10",0.504568548
"CXCL11",0.413317639
"CXCL14",-0.740392083
"CXCL2",0.785157541
"CXCL5",0.736320486
"CXCR7",5.012535772
"CXorf34",0.047150564
"CXorf38",5.228198416
"CXorf43",-0.126307335
"CXorf45",-0.193877738
"CXorf6",-0.211933334
"CXXC1",-1.116395684
"CXXC5",-0.845155262
"CXYorf2",0.291163066
"CYB561",-0.232189374
"CYB5A",0.489650164
"CYB5D2",-0.433223246
"CYB5R1",0.177438019
"CYBRD1",-0.369755814
"CYFIP1",0.507845835
"CYFIP2",0.839216957
"CYGB",0.080633893
"CYHR1",-0.33448908
"CYLN2",0.244592069
"CYP17A1",-0.357364108
"CYP1A1",-1.408251822
"CYP1B1",-11.51902656
"CYP20A1",-0.126396366
"CYP26B1",-0.136473194
"CYP2A6",0.281102023
"CYP2C8",-0.074961052
"CYP2W1",-0.325028871
"CYP3A5",-0.318416713
"CYP4V2",0.532330891
"CYP51A1",2.07796645
"CYR61",0.354062345
"CYTL1",0.068552671
"CYYR1",-0.204920201
"D21S2056E",1.614654072
"D4S234E",0.751847871
"DAB1",-0.488581651
"DAB2",0.053459385
"DACH1",0.051293974
"DACH2",0.044147026
"DACT1",-0.134058196
"DAK",1.373685047
"DALRD3",1.119110356
"DAPK1",-0.421212599
"DAPK3",-1.810902301
"DAPP1",1.736384638
"DAXX",2.911773924
"DAZAP2",0.045487996
"DBI",-0.03940186
"DBN1",-0.869369636
"DBNDD1",-0.568864465
"DBP",-0.36966514
"DBR1",-0.105190149
"DBT",-0.158863308
"DBX2",0.025003006
"DCBLD1",-0.176532089
"DCC1",-0.051746509
"DCD",-0.233809206
"DCK",-0.555641697
"DCLRE1B",-0.087400265
"DCLRE1C",0.328309591
"DCN",-1.541618281
"DCST1",0.080585961
"DCTN1",-0.061799626
"DCTN4",1.942140158
"DCUN1D3",2.99842684
"DCUN1D4",-0.575845575
"DDAH1",-1.990439156
"DDHD2",-0.03324788
"DDIT3",0.272426261
"DDIT4",0.099227498
"DDIT4L",-0.266801295
"DDX11",1.682834528
"DDX17",0.137785715
"DDX20",-1.313497713
"DDX21",0.421000583
"DDX28",-0.645271479
"DDX39",-0.106280712
"DDX47",0.035282403
"DDX5",0.114542768
"DDX52",-2.159579874
"DDX54",-2.033288074
"DDX55",-0.322945662
"DDX59",-0.342059733
"DEAF1",0.455311492
"DEDD",-0.339227388
"DEDD2",1.441301918
"DEFB1",1.195545384
"DEFB126",-0.161783779
"DEK",-0.148383812
"DENND1A",0.666001073
"DENND2C",0.123571577
"DENND2D",0.136631192
"DENND3",0.602546618
"DENND4A",-0.361968455
"DENND4C",-0.964212767
"DENR",0.04847471
"DEPDC1",-0.186931576
"DERA",0.180353486
"DERL2",0.118667942
"DES",0.171530964
"DFNA5",-1.284462033
"DGCR8",0.707512278
"DGKA",2.512236814
"DGKQ",0.387342175
"DHPS",0.750076409
"DHRS1",-0.262425377
"DHRS12",0.811874118
"DHRS2",0.432523093
"DHRS3",0.358348315
"DHRS7B",-5.04769611
"DHX32",-1.419722577
"DHX40",0.003033757
"DIABLO",-0.412342782
"DIAPH3",0.381446083
"DICER1",0.438440833
"DIP",1.582357697
"DIP13B",-0.01200692
"DIP2A",0.816980693
"DISC1",0.040522696
"DKC1",-0.010291665
"DKFZp313A2432",-0.376303865
"DKFZp434N035",0.181734374
"DKFZP434P211",0.041004945
"DKFZP586H2123",0.504998163
"DKFZp586I1420",0.377431695
"DKFZP686A01247",-0.756140223
"DKFZp686D0972",1.091215179
"DKFZP686E2158",0.41210912
"DKFZp686L1814",0.026996659
"DKFZp761E198",-0.010466517
"DKFZp762E1312",-1.301408918
"DKFZp762P2111",0.006944394
"DKFZp779O175",0.028411073
"DKK1",0.481216144
"DLC1",0.574014207
"DLEU1",-1.564957417
"DLG1",1.510597178
"DLG5",-0.012232933
"DLK1",-0.275689503
"DLL1",1.327825619
"DLST",-0.787877688
"DLX1",-0.044995233
"DLX2",0.023219914
"DLX3",-0.086333808
"DLX4",0.755116434
"DLX5",-0.421491924
"DLX6",0.078655546
"DMAP1",-1.00758272
"DMBX1",-0.409731134
"DMC1",0.070902254
"DMD",0.756742077
"DMKN",0.409242381
"DMRT1",-0.007724068
"DMRT2",0.038676866
"DMRT3",0.047217365
"DMRTA1",-0.122085974
"DMRTB1",0.138213987
"DMRTC1",0.090282089
"DMRTC2",0.051302727
"DMTF1",-0.052183874
"DMWD",-0.348374132
"DMXL2",-0.125438951
"DNAH17",0.376456216
"DNAJA1",-0.114912366
"DNAJA3",-0.377119753
"DNAJB11",-0.150923772
"DNAJB2",0.090115111
"DNAJB5",1.78020692
"DNAJB6",0.391158943
"DNAJB9",-2.527190203
"DNAJC11",0.158110301
"DNAJC13",0.234398911
"DNAJC16",0.138083723
"DNAJC3",0.252673855
"DNAJC6",0.090531828
"DNAJC8",-0.053945923
"DNAJC9",-0.274713583
"DNAL4",0.29094311
"DNAPTP6",0.039698065
"DNER",-1.469948726
"DNM3",0.436932305
"DNMBP",-0.058437986
"DNMT1",3.799460345
"DNMT3A",0.218577335
"DNMT3B",0.442417177
"DNTTIP2",-0.119292853
"DOCK1",-0.095997284
"DOCK10",0.136604121
"DOCK11",0.159075694
"DOCK4",0.020375406
"DOCK6",0.146490055
"DOCK9",-1.79081215
"DOK2",0.468093914
"DOK4",-0.111827001
"DOK5",-0.063890444
"DOM3Z",0.443304355
"DONSON",-0.053042032
"DPF1",0.107983194
"DPF2",0.567172777
"DPF3",-0.129060366
"DPP4",-0.505384509
"DPYD",-0.677498178
"DR1",-0.482309418
"DRAP1",-0.254985345
"DRD3",0.312528362
"DRD4",-0.364444584
"DRD5",-0.066596194
"DSC1",3.425956913
"DSC2",-2.434261371
"DSC3",-0.625428748
"DSCAML1",-0.012335717
"DSCR1",-1.245977656
"DSCR1L2",-0.393983869
"DSG1",-1.693967778
"DSG4",-0.004468077
"DTL",0.883514358
"DTNA",0.04585862
"DTNB",0.674121184
"DTX3",-1.80789814
"DTX4",0.032448116
"DUS2L",0.148546474
"DUSP1",1.622758
"DUSP10",-0.538441695
"DUSP13",1.159453404
"DUSP2",0.531352151
"DUSP4",0.046637946
"DUSP5",1.112133156
"DUSP6",-0.345687982
"DUX3",-0.015614076
"DVL1",-0.031821632
"DVL3",0.178889754
"DYM",0.115726966
"DYNC1I1",0.392714178
"DYNC2H1",-0.69675002
"DYNLL1",0.152844345
"DYRK1B",0.831552246
"DYRK3",0.547560843
"DYRK4",1.810731432
"DYSF",-0.102733937
"E2F1",1.363876806
"E2F2",-0.638968097
"E2F3",0.14995725
"E2F4",-1.966408284
"E2F5",-0.180948806
"E2F6",-0.132662416
"E2F7",0.576401428
"E2F8",0.061832978
"E4F1",4.460581662
"EAF1",-0.462352423
"EAF2",-1.097039217
"EBF1",0.057693353
"EBF2",0.034350117
"EBF3",0.027642336
"EBI3",0.37254198
"ECD",-0.272279265
"ECOP",-0.926054836
"ECSIT",-2.775294921
"ECT2",-0.559160418
"EDA",0.029058856
"EDA2R",0.033369481
"EDEM1",1.044331753
"EDF1",0.07008357
"EDG1",-1.255693778
"EDG4",0.02634214
"EDG7",-0.004044956
"EDG8",0.072751733
"EDN1",0.687401249
"EDN2",0.462129953
"EDNRA",0.288984284
"EEA1",1.569332184
"EED",-0.162584553
"EEF1D",-0.026276636
"EEF1E1",-0.03538815
"EEF2",-0.039253912
"EFEMP1",0.031704214
"EFHA1",0.260694054
"EFHC1",1.094595056
"EFHD2",-0.532340576
"EFNA1",-0.445572975
"EFNA2",0.321013528
"EFNA3",-0.298333015
"EFNA5",-0.186454636
"EFNB1",-0.256734349
"EFNB2",-0.669956116
"EFS",2.552849098
"EGF",-0.671570074
"EGFL7",-0.376786664
"EGLN1",1.130046055
"EGLN3",0.588467538
"EGR1",-1.007953962
"EGR2",0.312713095
"EGR3",-0.259802055
"EGR4",0.057223757
"EHD1",-0.021132582
"EHD3",0.210209897
"EHD4",-0.279468541
"EHF",-0.328913103
"EHMT1",-0.221827957
"EHMT2",0.557921635
"EI24",-0.056314522
"EID1",0.534315375
"EID2",0.005294612
"EID2B",0.240939417
"EID3",-0.001875657
"EIF1",-0.043976296
"EIF2AK2",-0.981865524
"EIF2AK3",-0.063266875
"EIF2B5",-0.897069611
"EIF2C1",-0.048273835
"EIF2C2",-1.543517169
"EIF2C3",0.274093568
"EIF2C4",-0.020605637
"EIF3S1",-0.087237298
"EIF3S10",-0.048628158
"EIF3S12",0.043537166
"EIF3S8",-0.052118344
"EIF4E",0.912920386
"EIF4E2",-0.012446287
"EIF4EBP1",2.260380839
"EIF4EBP2",-1.066040101
"EIF4G2",0.166133064
"EIF4G3",0.086129461
"EIF5A2",-0.155495141
"EIF5B",-0.818211415
"ELA1",-0.634431769
"ELAC1",1.744666147
"ELAVL1",1.267092575
"ELAVL2",0.381422054
"ELF1",-1.269759455
"ELF2",0.298737066
"ELF3",-3.256208549
"ELF4",-1.118432134
"ELF5",-0.355530835
"ELK1",0.189545431
"ELK3",0.036203476
"ELK4",0.079935703
"ELL",2.052705028
"ELL2",0.238765447
"ELL3",-1.348172481
"ELMO3",1.110742173
"ELOF1",2.096358878
"ELOVL4",-0.550645943
"ELOVL6",1.94098338
"ELP3",0.010943454
"ELP4",-2.133516407
"EMILIN1",0.755618868
"EMILIN2",0.065360808
"EMILIN3",-0.600986928
"EML1",-0.384239228
"EML2",-2.127494396
"EMP1",0.839826933
"EMP2",0.124241048
"EMX1",-2.766622633
"EMX2",0.152702596
"EN1",0.11984219
"EN2",-0.620032002
"ENAH",0.181583479
"ENC1",0.639190541
"ENG",-0.32330686
"ENO1",0.137482577
"ENPP1",0.151018015
"ENTPD1",0.049095988
"ENTPD3",-0.764332192
"ENTPD5",0.096441913
"ENTPD7",0.445232448
"ENTPD8",0.084756224
"ENY2",-0.086534164
"EOMES",0.682201249
"EP300",0.118222435
"EP400",0.074496876
"EPAS1",-0.706638745
"EPB41",-0.166657172
"EPB41L1",-0.159473987
"EPB41L2",-0.409621801
"EPB41L3",-0.060631873
"EPB41L4B",0.073961795
"EPC1",0.297232835
"EPC2",0.122453485
"EPGN",-1.206138519
"EPHA2",2.733671537
"EPHA5",0.058886643
"EPHB2",0.322992051
"EPHB3",-1.767838107
"EPHB4",-0.241502025
"EPHX2",1.623395133
"EPN3",0.050544283
"EPO",-0.864380635
"EPRS",0.191065619
"EPS15",-0.631747794
"EPS8",-0.115979082
"EPS8L2",-1.162607416
"EPS8L3",-0.532743948
"ERBB3",-0.785630556
"ERBB4",0.148523843
"ERC1",-0.132848753
"ERCC2",-1.498712732
"ERCC3",-1.292857183
"ERCC5",0.166270039
"ERCC6",0.633294336
"ERCC8",-0.359675734
"EREG",-0.092704571
"ERF",0.841694315
"ERG",0.298081488
"ERGIC2",0.860911498
"ERN1",0.624430941
"ERN2",1.106107583
"ERO1LB",0.433109243
"ERRFI1",0.099972804
"ESCO2",0.446231361
"ESD",-0.145040027
"ESF1",1.275767835
"ESPL1",0.102656833
"ESR2",0.160838479
"ESRRB",0.041949383
"ESRRG",0.01610662
"ESX1",-0.724872791
"ETFA",-2.518240701
"ETNK1",-0.276731785
"ETS1",-0.009492345
"ETS2",-0.144831113
"ETV1",0.058561616
"ETV3",-0.696771476
"ETV4",0.904083744
"ETV5",0.274987934
"ETV6",0.34901966
"ETV7",1.322306111
"EVA1",-0.897126606
"EVC",0.03127617
"EVI1",-0.075701947
"EVI2B",-0.328941944
"EVI5L",0.080609821
"EVPL",0.577738224
"EVX1",-3.331691577
"EWSR1",0.615327297
"EXO1",0.588559336
"EXOC4",-1.267668904
"EXOC6",-1.636822388
"EXOC8",-0.119778991
"EXOSC10",-0.43572188
"EXOSC4",-0.404913392
"EXOSC5",1.134048058
"EXOSC6",-0.20126973
"EXOSC7",-0.033644247
"EXOSC9",-0.05332718
"EXPH5",-0.888344601
"EXT1",0.20463652
"EXT2",-0.519960227
"EXTL2",0.01470419
"EYA1",0.054914063
"EYA2",-0.068158856
"EYA3",0.134942855
"EYA4",0.046347014
"EZH1",-0.118574176
"EZH2",0.152063135
"F11R",0.666166879
"F2R",-0.086974402
"F2RL1",-0.48240517
"F2RL3",0.062062504
"F3",1.933098683
"F8A1",-0.532654717
"FABP3",-0.416083761
"FABP4",0.041974105
"FABP5",0.723704896
"FADS1",-1.637838121
"FAF1",-0.158328024
"FAH",-2.974794547
"FAM100B",-0.353236218
"FAM101A",0.019636413
"FAM101B",0.097504266
"FAM102A",-1.157782034
"FAM104A",-2.747047095
"FAM106A",0.129887476
"FAM107A",-0.32285351
"FAM109B",0.21969691
"FAM110C",0.264169443
"FAM111A",0.070508307
"FAM111B",0.403388242
"FAM113B",0.701347731
"FAM114A1",-0.360000603
"FAM118A",-0.072948309
"FAM119B",0.01427895
"FAM11B",0.354612511
"FAM120B",0.074940799
"FAM123A",-0.165650614
"FAM123B",0.346180849
"FAM127A",-0.10717491
"FAM129A",0.397445294
"FAM14A",-0.164369274
"FAM32A",0.285492217
"FAM35A",-0.516644001
"FAM3C",0.108431276
"FAM40B",0.280130819
"FAM43B",1.837686384
"FAM46A",1.790129158
"FAM46B",-2.728561763
"FAM48A",-0.058230383
"FAM49A",0.24250517
"FAM49B",-0.147802566
"FAM53B",-1.500645647
"FAM54A",2.07006497
"FAM57A",-0.673575611
"FAM59A",-0.588614119
"FAM60A",0.181516206
"FAM63A",-0.422509987
"FAM64A",-1.783055989
"FAM69B",0.104725314
"FAM79A",-1.755382795
"FAM79B",-1.357102709
"FAM80B",-0.441114995
"FAM83A",1.100170014
"FAM83D",2.050635483
"FAM83H",0.121069304
"FAM84A",8.463479611
"FAM84B",-2.317668398
"FAM89B",-0.215730208
"FAM8A1",-0.15326786
"FAM98A",0.864369849
"FAM9B",-0.080520829
"FANCA",1.40578265
"FANCC",0.726063038
"FANCD2",0.017776265
"FANCE",-0.549431221
"FANCG",-1.480548065
"FANCL",-0.372390713
"FARS2",0.065373478
"FAS",0.313742732
"FASN",-1.567846411
"FASTKD5",0.547063418
"FBLIM1",0.397374213
"FBXL10",-0.21203492
"FBXL11",-0.895536314
"FBXL16",-0.591670938
"FBXL18",-0.12432998
"FBXL20",-0.253339754
"FBXL3",4.138918534
"FBXL4",-0.062505764
"FBXO16",-0.012278326
"FBXO17",0.321219008
"FBXO2",-0.570132991
"FBXO21",0.093595889
"FBXO22",-0.001009582
"FBXO28",-0.396003367
"FBXO3",-1.115065617
"FBXO32",0.054738915
"FBXO36",0.396430503
"FBXO42",0.841000707
"FBXO44",0.078549172
"FBXO5",-0.492283204
"FBXO8",-0.894699713
"FBXW10",-0.101502167
"FBXW2",-1.25851748
"FCGBP",-0.076372484
"FCGR2A",-0.47086161
"FCGR2B",0.042570334
"FCHO1",0.526416105
"FCRL3",0.044156702
"FCRL4",-0.044304326
"FDFT1",-0.007324568
"FDPS",-0.044789289
"FDPSL2A",-0.100019108
"FEM1B",0.534336991
"FEM1C",-0.101012619
"FER1L4",0.575891401
"FERD3L",0.01789129
"FES",-0.01453272
"FEV",0.137614097
"FEZ1",0.458086044
"FEZ2",0.242906819
"FEZF2",0.052064159
"FGF1",-0.154521772
"FGF10",0.044214148
"FGF13",0.289057737
"FGF19",0.284644674
"FGF2",-0.491350258
"FGF23",0.196717916
"FGF5",-0.123582211
"FGFBP1",-0.181165473
"FGFR3",-0.191347092
"FGFRL1",-0.236433151
"FGL2",-0.313927666
"FH",-0.143970037
"FHL2",-0.276933802
"FHOD3",-4.08393298
"FIBP",-0.405820013
"FIGF",-0.146670067
"FIGNL1",0.173162486
"FILIP1L",-3.901944135
"FIP1L1",-0.07981435
"FIZ1",0.004771573
"FJX1",-0.949502217
"FKBP1B",4.306950846
"FKBP3",-0.039420294
"FKBP5",-0.355611241
"FLCN",0.371496616
"FLG",-1.491774516
"FLI1",0.223405258
"FLII",0.470084609
"FLJ00049",0.008276844
"FLJ10038",0.16423459
"FLJ10159",0.045556037
"FLJ10815",0.925716909
"FLJ11151",-0.582169359
"FLJ11171",-0.122404886
"FLJ11184",0.181155229
"FLJ11236",-0.240660834
"FLJ11292",0.131585364
"FLJ11783",0.043489118
"FLJ12886",0.672639356
"FLJ13195",-0.347151713
"FLJ14213",0.033924145
"FLJ14668",-0.101126021
"FLJ14803",-0.474271572
"FLJ14959",0.058678151
"FLJ16478",-0.430027316
"FLJ16542",-0.06730878
"FLJ20105",-0.145721044
"FLJ20273",-0.119132153
"FLJ20323",1.20478383
"FLJ20581",0.444634305
"FLJ20701",-1.217578631
"FLJ20920",-1.692178673
"FLJ21511",-4.341395748
"FLJ21767",-0.135884033
"FLJ21839",2.154616873
"FLJ21908",-0.504571801
"FLJ21963",-0.111971135
"FLJ22028",-0.417932583
"FLJ22374",0.159002356
"FLJ22662",5.935704211
"FLJ22675",0.51571765
"FLJ23588",0.433609078
"FLJ23861",-0.091194489
"FLJ25006",-0.080477988
"FLJ25328",0.002168937
"FLJ25416",0.606503183
"FLJ25476",-0.313730805
"FLJ25680",0.459329354
"FLJ25778",0.01087401
"FLJ25801",0.632285333
"FLJ31568",0.046423828
"FLJ31715",-0.38329218
"FLJ31818",-0.554018993
"FLJ32679",0.325667218
"FLJ33590",-0.048889422
"FLJ34870",0.268095231
"FLJ35379",-0.092087501
"FLJ36070",0.798556101
"FLJ38359",1.414631794
"FLJ38482",-0.156457581
"FLJ38576",0.092465408
"FLJ38964",-0.184923141
"FLJ39378",0.71989573
"FLJ40092",-0.371590212
"FLJ40869",-0.194076657
"FLJ43339",0.837221272
"FLNA",-0.88379486
"FLOT1",0.870318188
"FLOT2",-0.939284292
"FLRT1",-0.207972272
"FLRT2",-0.218785616
"FLRT3",4.182772913
"FLT4",-0.689250944
"FMN1",-0.469046127
"FMNL2",-1.319822863
"FMO3",-0.293532726
"FMO4",0.104437091
"FN3KRP",-0.432106296
"FNBP1",-0.64967801
"FNDC3A",-0.010541191
"FNIP1",0.748660656
"FNTA",0.055893377
"FOLR3",0.064183265
"FOS",-0.983403626
"FOSB",0.799405655
"FOSL1",0.326471508
"FOXA1",-0.24830445
"FOXA2",0.318475851
"FOXA3",0.079990324
"FOXB1",0.951140528
"FOXC1",-1.52425264
"FOXC2",-1.145652114
"FOXD1",1.146856882
"FOXD2",0.076286618
"FOXD3",-2.731577535
"FOXD4",-0.14862001
"FOXE1",0.330395427
"FOXE3",0.223619476
"FOXF1",-0.048654354
"FOXF2",0.325930141
"FOXG1B",0.196328752
"FOXH1",-0.282511854
"FOXI1",-0.042397385
"FOXJ1",0.512538046
"FOXJ2",-0.201569026
"FOXJ3",-0.016764822
"FOXK1",-0.570855243
"FOXK2",-0.534216585
"FOXL1",-0.317745141
"FOXM1",3.055878819
"FOXN1",-0.169138312
"FOXN2",0.857616302
"FOXO1A",-0.350445168
"FOXO3A",-0.217565777
"FOXP1",-1.060505819
"FOXP2",0.442082451
"FOXP3",0.468811924
"FOXP4",-0.088451134
"FOXQ1",-1.322559298
"FOXR1",-0.095668219
"FOXRED2",0.077793894
"FPGS",0.178181801
"FRAT1",-0.310284701
"FRMD4B",-0.343746505
"FRMD5",-0.85352913
"FRRS1",-0.133667416
"FRYL",-0.085252819
"FSD1",0.350021343
"FST",0.119485119
"FSTL1",0.26687967
"FSTL3",1.075534736
"FTH1",0.162585378
"FTO",0.207935773
"FTS",-0.663029326
"FTSJ1",-1.098387479
"FTSJ2",-1.031022983
"FUBP1",0.32631333
"FUBP3",-1.016255731
"FUCA1",0.317476409
"FUS",-0.191706987
"FUT10",0.053411565
"FUT6",-0.243125269
"FVT1",-0.946403002
"FXYD1",-0.097231117
"FXYD2",0.391833799
"FXYD3",1.061111584
"FXYD6",0.434356709
"FZD1",-1.045025941
"FZD10",1.108529997
"FZD2",0.695741767
"FZD3",-0.127834034
"FZD6",-0.292568841
"FZD9",0.332207791
"FZR1",0.046837864
"G3BP1",-0.460991728
"G3BP2",0.129051008
"GAA",2.364092286
"GAB1",-0.423044245
"GABARAPL1",0.156408539
"GABARAPL3",0.027470783
"GABPA",-0.204571758
"GABPB2",-0.636837955
"GABRA4",0.0084103
"GABRB3",-0.079946792
"GABRD",0.047833448
"GABRE",-2.195487885
"GADD45A",0.573109956
"GADD45B",-0.911075035
"GAL",1.556591289
"GALC",1.094065309
"GALE",-3.086168813
"GALK1",-1.074373884
"GALK2",1.79123947
"GALM",-0.105578007
"GALNACT-2",-0.309933043
"GALNS",0.228061862
"GALNT11",-0.356031249
"GALNT3",2.198902249
"GALNT5",1.313553709
"GALNT7",0.776607344
"GAPDH",0.030483556
"GARNL4",0.16949048
"GART",-0.134625293
"GAS2L3",0.005891349
"GAS6",-0.13856072
"GATA1",-0.126105576
"GATA2",0.022818966
"GATA3",-0.615767672
"GATA5",0.068771627
"GATA6",-0.316379913
"GATAD1",-0.043491118
"GATAD2A",-0.333761157
"GATAD2B",-0.343519171
"GATS",0.047870423
"GBAS",0.227339887
"GBE1",-0.036264786
"GBP1",-1.191335234
"GBP2",-0.576697523
"GBP6",0.24747341
"GBX2",0.449416996
"GCET2",0.238085264
"GCH1",-0.070357238
"GCLC",1.203573328
"GCM1",-0.006070999
"GCM2",0.06358609
"GCN5L2",-0.514463844
"GCNT1",0.046396906
"GCNT2",-0.296188822
"Gcom1",-0.605240086
"GCSH",0.17943135
"GDAP1L1",-0.120237623
"GDF15",-0.567085025
"GDF2",-0.408192872
"GDF6",-0.313475305
"GDF8",0.04602565
"GDI2",0.321937244
"GDNF",0.734096924
"GDPD2",0.023664037
"GDPD3",-2.114300431
"GEFT",-0.071797761
"GEMIN8",0.568385662
"GENX-3414",-0.495101649
"GFAP",-0.165417109
"GFI1",-0.136068814
"GFI1B",-0.370464315
"GFPT1",7.694215707
"GFRA1",0.047964205
"GGA2",0.272144013
"GGA3",0.203008087
"GGT1",0.14946815
"GGT2",0.159620448
"GGT6",-0.183575139
"GGTL3",0.844547076
"GHR",0.138005747
"GHRH",0.174145184
"GINS1",0.347126622
"GINS3",-1.621203123
"GINS4",0.378883174
"GIPC3",-0.263906008
