"Gene","RUNX1"
"BRPF1",0.268665851
"BRPF3",0.126227247
"BRUNOL4",-0.455612924
"BRWD1",-0.233298642
"BRWD3",0.399240951
"BTAF1",-0.688225835
"BTBD11",0.481715624
"BTBD14A",3.414971538
"BTBD14B",-0.338357024
"BTBD16",-0.375054168
"BTBD2",0.102636582
"BTBD3",-0.99479822
"BTBD7",-0.284786062
"BTD",-0.046743939
"BTF3",-0.002959414
"BTG1",-1.225637799
"BTG2",0.899171502
"BTN2A3",0.211917144
"BTN3A1",-0.15229482
"BTN3A2",1.50374985
"BTN3A3",0.140221857
"BUB1B",0.098228082
"BUD13",-0.691905555
"BUD31",0.242196978
"BXDC5",-0.048681699
"BZRAP1",0.097980468
"BZW1",0.074588223
"C10orf10",-0.247873995
"C10orf104",0.041787055
"C10orf47",-0.314484222
"C10orf58",-0.179641136
"C10orf61",-0.670015699
"C10orf83",0.153025579
"C10orf88",-0.074906654
"C10orf89",-0.174144777
"C11orf1",0.050834398
"C11orf10",-0.329972252
"C11orf2",-0.21109301
"C11orf36",0.039963919
"C11orf41",0.21266254
"C11orf45",0.383004251
"C11orf52",-0.528762379
"C11orf54",-0.644879354
"C11orf58",0.215486347
"C11orf61",-0.163716025
"C11orf63",-0.18910627
"C11orf67",-0.02954816
"C11orf68",0.98657097
"C11orf69",0.095727378
"C11orf71",-0.06240532
"C11orf75",1.811947678
"C11orf77",-0.079730694
"C12orf11",0.900899989
"C12orf22",-0.036091375
"C12orf23",0.014035213
"C12orf35",0.333235781
"C12orf46",-1.779072145
"C12orf54",-3.138889791
"C12orf57",-0.917357807
"C12orf60",0.273537226
"C13orf1",0.118078659
"C13orf27",-0.599971928
"C14orf102",-0.037359388
"C14orf103",0.045672146
"C14orf104",-2.633770417
"C14orf111",0.131796644
"C14orf112",0.006388751
"C14orf118",0.040258992
"C14orf128",-0.686533756
"C14orf135",-0.129875725
"C14orf145",0.066358951
"C14orf159",1.132565334
"C14orf169",-0.200536243
"C14orf179",-0.514732109
"C14orf32",0.194564725
"C14orf4",0.226475724
"C14orf43",-0.813173752
"C14orf46",0.151068533
"C14orf65",-0.816096066
"C14orf80",3.231397841
"C14orf93",0.9264971
"C15orf23",-0.191465626
"C15orf29",-0.370915522
"C15orf38",0.236797148
"C15orf39",-0.075495743
"C15orf42",-0.746423834
"C15orf51",0.188816208
"C16orf30",-2.498222873
"C16orf58",0.180345598
"C16orf61",-0.343938048
"C16orf63",0.01439217
"C16orf69",0.031003566
"C16orf71",0.150317416
"C17orf27",-0.129259681
"C17orf32",-0.348849371
"C17orf39",0.173117954
"C17orf41",0.189772256
"C17orf71",0.779242938
"C17orf74",0.232829698
"C17orf75",-0.241112275
"C18orf10",0.016942041
"C18orf25",-0.26493804
"C18orf4",-0.23964226
"C18orf45",-0.19242243
"C19orf2",0.675581966
"C19orf39",-3.845254029
"C19orf40",0.254523094
"C19orf46",-3.156725591
"C1D",-0.220847954
"C1orf103",-0.584956594
"C1orf107",0.282829226
"C1orf112",-0.998699806
"C1orf116",1.557561169
"C1orf121",-0.317821897
"C1orf126",-0.070567191
"C1orf135",-0.218487817
"C1orf149",0.404898133
"C1orf152",-0.351245535
"C1orf159",-0.030741317
"C1orf160",-3.21762169
"C1orf166",-0.841199021
"C1orf177",0.090702286
"C1orf183",1.47894447
"C1orf188",0.122751789
"C1orf25",0.01471982
"C1orf31",-0.025053363
"C1orf34",-1.066569665
"C1orf51",-1.550561623
"C1orf53",-0.622705178
"C1orf55",0.183568098
"C1orf63",0.129338933
"C1orf69",0.325802944
"C1orf75",-0.42065141
"C1orf9",0.395410684
"C1QBP",-0.01429094
"C1QTNF4",0.379320088
"C20orf10",0.00867067
"C20orf100",0.524374451
"C20orf102",0.207461434
"C20orf108",-0.272906123
"C20orf11",0.443201221
"C20orf141",-0.042991201
"C20orf151",-0.151843129
"C20orf160",-0.008188994
"C20orf177",0.502981095
"C20orf191",0.069744386
"C20orf199",-0.117868877
"C20orf26",0.381836211
"C20orf29",0.691909177
"C20orf4",-3.754067516
"C20orf42",0.042431312
"C20orf58",-0.440644828
"C20orf82",0.071860575
"C20orf94",0.572085168
"C21orf122",0.14813188
"C21orf25",0.439298146
"C21orf45",-1.594823858
"C21orf6",3.053500331
"C22orf32",0.012055352
"C2orf13",0.043117123
"C2orf34",-0.077217336
"C2orf4",0.103718908
"C3",-0.25279215
"C3orf1",-0.083771635
"C3orf26",-0.62405816
"C3orf28",0.318667085
"C3orf57",-0.431467186
"C3orf58",-0.022933839
"C3orf59",-0.377845197
"C3orf63",-0.092446235
"C4B",-0.130635232
"C4orf14",-0.363629266
"C4orf26",-0.560201754
"C4orf28",0.044445996
"C4orf29",-0.165156296
"C4orf30",-0.073372485
"C4orf31",0.118121389
"C4orf34",-0.790088203
"C4orf9",0.010713769
"C5orf13",0.537845987
"C5orf30",-1.735158322
"C5orf4",-0.024169406
"C6orf105",0.654563742
"C6orf125",-0.209255061
"C6orf128",-0.009556449
"C6orf150",0.356602095
"C6orf166",-0.240123302
"C6orf167",-0.413395032
"C6orf35",0.211612659
"C6orf48",0.18680983
"C6orf52",0.999824107
"C6orf61",-0.39773524
"C6orf62",3.719900807
"C6orf85",-0.137822508
"C7orf11",-0.012629376
"C7orf23",0.178606968
"C7orf25",-0.322543934
"C7orf27",-0.900263022
"C7orf28B",-0.010020546
"C7orf44",0.335057134
"C7orf47",-0.511134496
"C8orf13",0.041793333
"C8orf32",0.044743932
"C8orf33",-0.177282256
"C8orf44",0.294914149
"C8orf55",0.32388135
"C8orf70",1.14805741
"C8orf72",-0.157750416
"C9orf100",0.116533244
"C9orf114",0.269269205
"C9orf126",0.005754288
"C9orf139",0.039637164
"C9orf150",3.672505872
"C9orf156",-0.190089724
"C9orf19",1.528926881
"C9orf3",1.121565395
"C9orf30",-1.036785677
"C9orf40",0.095548582
"C9orf5",-0.074786742
"C9orf64",0.124898872
"C9orf72",0.057818003
"C9orf78",-0.669544327
"C9orf91",-0.037768421
"C9orf94",-0.39824083
"CA10",0.150379195
"CA11",-0.19350282
"CA12",0.902358536
"CA2",-1.035350605
"CA4",0.051332219
"CA5B",-0.301395571
"CA6",0.047330345
"CA7",0.055947229
"CAB39",1.629004349
"CABC1",0.858263363
"CABIN1",1.129314774
"CABLES2",0.321208682
"CABP7",0.835612627
"CACHD1",-0.12486162
"CACNA1C",0.057792289
"CACNA2D2",0.122900001
"CACNA2D3",-0.318563778
"CACNG4",0.218614993
"CACNG7",0.033957594
"CACNG8",0.506106645
"CACYBP",-0.246368146
"CAD",-1.047588349
"CALB2",-0.429090048
"CALCA",-0.319767831
"CALCOCO1",-0.065090046
"CALCOCO2",-2.912062033
"CALD1",-1.270388437
"CALM2",0.04534785
"CALML4",0.121346152
"CALR",-0.108531976
"CAMK2A",0.063949005
"CAMK2B",-0.021905118
"CAMK2D",-2.017024984
"CAMK2N1",-3.891010742
"CAMKK2",-1.425214829
"CAMKV",-0.00447163
"CAMSAP1",-0.085527137
"CAMTA1",0.058041241
"CAMTA2",-0.052272795
"CAND1",-0.012237761
"CAND2",-0.005551992
"CANX",0.084484539
"CAP1",0.767198594
"CAP2",0.482243127
"CAPN12",0.163690222
"CAPN2",-0.125230042
"CAPN5",-0.214146323
"CAPNS2",0.978026359
"CARD10",-0.566054622
"CARD11",-0.033003212
"CARHSP1",-0.415796767
"CARKL",-0.29214331
"CARS",-0.346311651
"CART1",-0.056794267
"CASC5",0.676310315
"CASK",-0.058522424
"CASP1",-0.87585173
"CASP4",-0.008332937
"CASP6",0.741619617
"CASP8",0.148316505
"CASP8AP2",-0.147495352
"CASP9",0.155583263
"CASZ1",-0.089165339
"CAT",3.560788261
"CAV2",0.896707743
"CBFA2T2",0.132454925
"CBFA2T3",0.160678847
"CBFB",-0.086976897
"CBLB",-0.171779807
"CBLC",1.147309465
"CBLN2",-0.039884927
"CBR1",-0.595407823
"CBR4",-0.014815195
"CBS",-0.314744333
"CBX3",-0.118659629
"CBX4",-0.394120894
"CBX5",0.060585057
"CBX6",0.052081401
"CBX7",0.037078036
"CBX8",0.133443666
"CC2D1A",1.948808484
"CC2D1B",0.203952422
"CCAR1",-0.026350488
"CCBL1",0.980865792
"CCDC100",0.213779447
"CCDC101",0.268506707
"CCDC106",0.312600556
"CCDC113",-0.047021182
"CCDC120",-0.130305858
"CCDC126",-0.324157818
"CCDC131",0.617603544
"CCDC15",0.237913084
"CCDC21",0.427665711
"CCDC25",0.193043853
"CCDC28B",-1.226853389
"CCDC3",0.000172838
"CCDC59",-0.315566398
"CCDC6",0.066943839
"CCDC68",-0.069115872
"CCDC74B",0.483116339
"CCDC79",0.060742181
"CCDC8",0.697435308
"CCDC84",0.617564987
"CCDC85B",1.910939757
"CCDC86",-0.728941559
"CCDC93",-0.449846774
"CCDC94",0.828589938
"CCDC98",-0.080254457
"CCDC99",-0.73073473
"CCHCR1",1.286836735
"CCL20",2.473325498
"CCL3L3",-0.523212568
"CCL5",0.037081399
"CCNA2",-1.52961425
"CCNB1IP1",0.570741641
"CCNB2",-0.16041082
"CCNC",1.074897927
"CCND1",4.586541004
"CCND2",-0.981280797
"CCND3",-0.482408371
"CCNE1",0.06227778
"CCNE2",-0.207502832
"CCNF",0.166631049
"CCNG1",0.247340172
"CCNG2",1.434885793
"CCNH",-0.424002699
"CCNJ",-0.234354902
"CCNK",-0.316350191
"CCNL1",-0.280168076
"CCNL2",0.219758925
"CCNT2",-0.284135237
"CCPG1",-0.300007067
"CCR1",0.165373318
"CCR10",0.049651327
"CCR4",0.267832217
"CCR5",0.195989486
"CCRL1",0.621315484
"CCRN4L",0.095327271
"CCT2",-0.085143758
"CD14",0.446562163
"CD163L1",0.256275596
"CD164",-0.002199889
"CD1A",-0.138502028
"CD2",-0.232207586
"CD248",0.470007763
"CD27",-0.10031987
"CD274",-0.089881672
"CD33L3",0.634432555
"CD44",-0.38264514
"CD53",0.151869699
"CD55",-2.544854935
"CD59",-0.098618668
"CD6",-0.05559311
"CD63",-0.081540159
"CD69",0.055066332
"CD70",3.040610822
"CD74",0.120645386
"CD80",0.177664067
"CD82",-0.540913621
"CD86",-2.354668079
"CD99",-0.073734278
"CD99L2",-0.270558516
"CDADC1",0.6093318
"CDC16",-0.410640763
"CDC23",-1.476923002
"CDC25A",1.078646026
"CDC2L1",-0.921034891
"CDC2L2",0.081348167
"CDC34",-0.706616418
"CDC37",-0.206155528
"CDC42BPG",-0.084635263
"CDC42EP1",-0.073132051
"CDC42EP2",0.794177591
"CDC42EP3",-1.027357309
"CDC42EP5",-0.467199637
"CDC42SE1",-0.788732305
"CDC45L",-0.723131036
"CDC5L",-0.106221454
"CDC6",-0.7357352
"CDC7",-0.26928737
"CDCA2",0.000564783
"CDCA3",0.099730366
"CDCA4",-0.494070304
"CDCA5",-0.40697447
"CDCA7",-0.037009636
"CDCA7L",-0.848322035
"CDCA8",-0.103038159
"CDCP1",-0.955170895
"CDH1",0.498487293
"CDH11",-0.059322484
"CDH13",-0.230330841
"CDH15",-0.096563821
"CDH22",0.009392512
"CDK2",-0.149319319
"CDK2AP1",0.261998036
"CDK2AP2",1.774173047
"CDK5R1",-0.410163141
"CDK5R2",-1.13192541
"CDK5RAP1",1.066106419
"CDK5RAP3",-0.320270048
"CDK7",0.11572213
"CDK8",-0.318054068
"CDK9",0.068082973
"CDKN1B",-0.77579596
"CDKN1C",0.458846517
"CDKN2A",-0.650966294
"CDKN2B",-2.786188684
"CDRT1",-0.080445019
"CDRT15",0.204739258
"CDSN",-0.538924624
"CDV3",-3.375810495
"CDX1",0.416256005
"CDX2",0.068070027
"CDX4",-0.096746156
"CDYL",-1.031208237
"CDYL2",0.423703323
"CEACAM19",0.139780905
"CEACAM4",0.090575124
"CEBPA",1.487377401
"CEBPB",-0.10352505
"CEBPD",-0.45960642
"CEBPE",0.031066259
"CEBPG",-0.185550026
"CEBPZ",-0.414648277
"CELSR2",0.040031904
"CEND1",0.047094871
"CENPA",-0.889043061
"CENPB",0.641220014
"CENPE",4.15192814
"CENPF",-0.10502171
"CENPI",-0.118263273
"CENPJ",-3.517880004
"CENPK",-0.119064432
"CENPN",-0.183334097
"CENPO",0.814022408
"CENPQ",0.392277945
"CENPT",-0.414821062
"CENTA1",-0.253874614
"CENTA2",-0.457730847
"CENTB5",-0.025358456
"CEP152",0.019765813
"CEP250",1.15734447
"CEP55",-0.331734436
"CEP68",0.110380865
"CEP72",0.87229021
"CERK",0.29108586
"CES2",0.624583409
"CFDP1",-1.402606096
"CFHR2",0.04593826
"CFL1",-0.045415333
"CFL2",-0.743603783
"CFLAR",-0.269585926
"CFTR",0.010836377
"CG018",0.306743905
"CGGBP1",-0.426481191
"CGN",-0.621526861
"CHAC1",-0.035366315
"CHAF1A",-1.454354523
"CHAF1B",-1.745823297
"CHCHD8",-0.288424973
"CHD1",0.019760286
"CHD2",-0.001106813
"CHD3",0.06224149
"CHD4",0.085147535
"CHD5",0.022261768
"CHD6",0.266557861
"CHD7",0.748643603
"CHD8",-0.206586527
"CHD9",0.026798412
"CHEK1",-0.689767929
"CHERP",-0.240469653
"CHES1",-0.028033607
"CHI3L2",0.786033014
"CHIC2",-0.416758634
"CHML",-1.569854034
"CHMP1B",-2.610682043
"CHMP2A",0.090419353
"CHMP2B",1.994118812
"CHMP5",0.027115137
"CHODL",-0.132579321
"CHORDC1",4.156041106
"CHRD",-0.035568956
"CHRM1",0.107621534
"CHRNA1",-0.05402499
"CHRNA3",-0.307453454
"CHRNA4",0.011872456
"CHRNA5",-0.116053148
"CHRNB2",0.020843056
"CHRNB4",-0.007787405
"CHST10",0.515511523
"CHST11",0.020082459
"CHST2",-0.002563442
"CHST4",-0.326755064
"CHST6",0.880810336
"CHST7",0.2222338
