"Gene","RORA"
"CHRNA5",-0.471512433
"CHRNB2",-0.030411483
"CHRNB4",0.103469466
"CHST10",0.045776046
"CHST11",-0.408051035
"CHST2",0.479133128
"CHST4",-0.452595434
"CHST6",0.350399671
"CHST7",-0.050789815
"CHURC1",-0.258261216
"CIAO1",-0.185080339
"CIAPIN1",0.020659233
"CIB2",0.664309686
"CIC",0.520454631
"CIITA",-0.063082859
"CIP29",0.283539424
"CIR",-0.346310731
"CIRBP",-0.325317996
"CIT",-0.208370102
"CITED1",-0.261899356
"CITED2",0.636724802
"CITED4",-0.167966608
"CKAP2L",-0.071325453
"CKAP5",0.367050036
"CKB",-0.568283256
"CKLF",0.099173517
"CKS1B",-2.345869013
"CKS2",0.026663596
"CLASP1",0.105171312
"CLASP2",0.663321402
"CLCA2",1.182596666
"CLCF1",0.146477265
"CLCN1",0.702778782
"CLCN2",-0.270647181
"CLCN3",0.524341262
"CLCN5",0.434119279
"CLCN7",0.235755662
"CLDN1",0.133128966
"CLDN12",-1.016795155
"CLDN16",0.005150447
"CLDN3",0.034634937
"CLDN4",-1.459171387
"CLDN7",-0.219799909
"CLEC1A",-0.108101251
"CLEC2D",1.229596623
"CLEC4E",0.311030709
"CLEC4G",0.444402958
"CLEC4M",1.767346801
"CLIC3",0.232336266
"CLIPR-59",-0.258470141
"CLN6",1.105180264
"CLOCK",-0.29222604
"CLPTM1L",0.112393217
"CLSPN",-0.059918098
"CLTC",0.080510063
"CLTCL1",0.216907488
"CLUL1",0.137600803
"CLYBL",0.128457417
"CMAH",-0.560041949
"CMBL",-0.10934175
"CMTM1",0.270619826
"CNBP",0.298353366
"CNDP2",3.552506056
"CNIH3",0.081670474
"CNNM1",0.213404752
"CNNM4",-0.048520514
"CNOT1",-0.019712881
"CNOT2",-0.418184707
"CNOT3",0.021374182
"CNOT4",-0.258922313
"CNOT6",-0.379636687
"CNOT6L",0.013528566
"CNOT7",0.03791957
"CNOT8",7.028419053
"CNR1",-0.573909732
"CNTN1",-0.691154521
"CNTNAP1",-0.534265699
"COBL",0.124204413
"COBLL1",-0.344383996
"COBRA1",-0.286533316
"COCH",-0.050956647
"COG2",-0.996196005
"COG4",2.236086759
"COG5",1.028022406
"COG7",-0.311734695
"COL13A1",-0.097663424
"COL14A1",-0.113653637
"COL2A1",-0.442126382
"COL3A1",-0.216680343
"COL4A5",-5.233401676
"COL4A6",-0.089196198
"COL5A1",-0.3044797
"COL8A2",0.337351944
"COLEC12",-0.006124851
"COMMD10",-0.409009527
"COMMD7",-0.045757848
"COMP",0.030810343
"COMT",0.140335776
"COPA",-0.338899003
"COPB2",-0.002396524
"COPG",-1.162031701
"COPS2",0.373631767
"COPS4",0.038689687
"COPS6",-0.013437563
"COQ10B",-0.057517712
"COQ5",-0.333520369
"COQ6",0.238472967
"COQ7",0.022565377
"CORO1C",-0.798991924
"COVA1",0.066019114
"COX15",0.029094597
"COX17",-0.284452883
"COX18",0.005423481
"COX4I1",-0.34333584
"COX5A",-0.385154919
"COX6B1",-0.176137999
"COX7A2",-0.121629406
"COX7A2L",0.186532675
"COX7B",-0.901617553
"COX7C",-0.178000304
"CPA6",-0.319046152
"CPEB2",-0.0869413
"CPNE6",-0.393498068
"CPNE8",-0.293067194
"CPOX",-1.008350145
"CPS1",-0.184861044
"CPSF3L",0.058612359
"CPT2",0.424550751
"CPVL",-0.190349453
"CRABP2",-0.04141615
"CRADD",0.59893483
"CRAMP1L",-0.267888916
"CRB2",-0.113451559
"CRCT1",-1.050371397
"CREB1",-0.176956101
"CREB3",-0.151264006
"CREB3L1",-1.961533056
"CREB3L3",-0.370727885
"CREB3L4",0.221497736
"CREB5",-0.469624455
"CREBBP",0.322358486
"CREBL1",0.509570806
"CREBL2",-0.730135954
"CREBZF",-0.923193213
"CREG1",0.541394165
"CRELD2",-0.197596895
"CREM",-0.288306148
"CRIPAK",0.143480701
"CRISP2",-0.344250706
"CRISPLD2",-0.478601133
"CRK",-0.790926973
"CRNN",-0.044529697
"CROT",-0.416294398
"CRSP2",-0.285489407
"CRSP3",0.087512468
"CRSP6",-0.416409935
"CRSP7",-4.640589951
"CRSP8",0.364954078
"CRSP9",-0.369713911
"CRTC1",-0.329109334
"CRTC2",0.090969623
"CRTC3",-0.227770435
"CRX",0.269597864
"CRY1",-0.509233273
"CRY2",-0.158618836
"CRYAA",0.159482601
"CRYAB",-2.50295741
"CRYBA4",-0.341681566
"CRYGD",0.198948974
"CRYL1",2.018286469
"CRYM",0.14042206
"CRYZ",0.972042663
"CSDA",0.602667224
"CSDC2",-0.367813347
"CSDE1",0.816817035
"CSF2",-0.359474359
"CSF2RA",-0.21630361
"CSK",0.069146276
"CSN2",0.019871151
"CSNK1A1",0.453496034
"CSNK1D",-0.517489347
"CSNK1E",-0.274866023
"CSNK1G1",0.100803596
"CSNK1G2",-2.133378695
"CSPG2",0.570746072
"CSPG5",0.204511857
"CST6",-0.300331402
"CSTA",-0.07668424
"CSTL1",-0.33348663
"CTBP1",-5.980542616
"CTBP2",-0.053772568
"CTBS",0.180837347
"CTCF",-0.769413146
"CTCFL",0.251745218
"CTDSP1",-0.056853964
"CTDSP2",-0.296078264
"CTDSPL",-3.198234468
"CTGF",-2.186511711
"CTGLF4",0.037746641
"CTGLF5",-0.392645071
"CTH",-1.407157871
"CTNNB1",-0.628562443
"CTNNBIP1",-0.113274902
"CTNND1",0.017030257
"CTNND2",0.062784092
"CTNS",1.780534842
"CTPS",-0.237274162
"CTPS2",-0.399818042
"CTR9",0.366268774
"CTSB",-0.324870534
"CTSC",1.335952588
"CTSF",0.867823074
"CTSK",0.28160864
"CTSL",-0.107663038
"CTSL2",-0.094225483
"CTSO",-0.057724021
"CTSS",-0.437809689
"CTTN",-0.238866865
"CTXN1",0.30277157
"CUEDC2",-0.257690271
"CUGBP1",-0.120045598
"CUTA",-0.087287255
"CUTL1",0.043795311
"CUTL2",0.002586036
"CX3CL1",-0.587278252
"CXCL1",0.81609564
"CXCL10",-0.393691698
"CXCL11",-0.05970253
"CXCL14",-1.280958085
"CXCL2",-1.674452523
"CXCL5",-0.636464014
"CXCR7",3.450113242
"CXorf34",-0.127622688
"CXorf38",0.735119411
"CXorf43",-0.144881877
"CXorf45",-0.487488371
"CXorf6",-0.142773695
"CXXC1",-0.231616983
"CXXC5",1.323013788
"CXYorf2",0.123470687
"CYB561",-0.551359056
"CYB5A",0.002257004
"CYB5D2",1.962016767
"CYB5R1",-0.367705106
"CYBRD1",0.825497153
"CYFIP1",0.941873996
"CYFIP2",0.911454628
"CYGB",-0.379454864
"CYHR1",0.50814858
"CYLN2",-0.178905122
"CYP17A1",-0.515178439
"CYP1A1",-0.68031125
"CYP1B1",-8.615269059
"CYP20A1",-0.295038595
"CYP26B1",0.160698595
"CYP2A6",0.290561734
"CYP2C8",-0.127553179
"CYP2W1",-0.234543554
"CYP3A5",0.362747183
"CYP4V2",-0.260491368
"CYP51A1",0.372699254
"CYR61",0.638271187
"CYTL1",-0.429843766
"CYYR1",0.0167701
"D21S2056E",0.746447747
"D4S234E",-0.388037551
"DAB1",0.082050638
"DAB2",-0.521143096
"DACH1",0.002723758
"DACH2",0.031774845
"DACT1",-0.18133358
"DAK",0.289726301
"DALRD3",2.150201497
"DAPK1",-0.372090824
"DAPK3",1.132542489
"DAPP1",-9.400544253
"DAXX",0.853561983
"DAZAP2",0.004991671
"DBI",-0.055925582
"DBN1",-1.588941223
"DBNDD1",-0.44580174
"DBP",0.11304429
"DBR1",-0.371955186
"DBT",-0.145987332
"DBX2",-0.028273908
"DCBLD1",-0.046528467
"DCC1",-0.409040775
"DCD",-0.281714895
"DCK",-1.061183121
"DCLRE1B",-0.23672834
"DCLRE1C",-0.021081915
"DCN",-0.644917806
"DCST1",-0.488353392
"DCTN1",0.740507142
"DCTN4",0.296214991
"DCUN1D3",-1.757315799
"DCUN1D4",-0.431611085
"DDAH1",-2.008206664
"DDHD2",-0.31701086
"DDIT3",0.328285007
"DDIT4",0.161089702
"DDIT4L",-0.867059223
"DDX11",0.44740916
"DDX17",0.279341384
"DDX20",-0.766007261
"DDX21",0.222095242
"DDX28",-0.514247246
"DDX39",-0.184451505
"DDX47",0.02816133
"DDX5",0.16966057
"DDX52",3.194655204
"DDX54",-1.301603598
"DDX55",-0.721384062
"DDX59",-0.542552418
"DEAF1",0.156350932
"DEDD",-0.355905311
"DEDD2",-0.129754299
"DEFB1",-0.659431845
"DEFB126",-0.092406037
"DEK",0.51186133
"DENND1A",0.134289019
"DENND2C",-1.285188272
"DENND2D",0.492857224
"DENND3",0.543527411
"DENND4A",-0.14832277
"DENND4C",-0.640325111
"DENR",1.091253761
"DEPDC1",-0.357207449
"DERA",-0.072551465
"DERL2",-0.021879247
"DES",0.014125647
"DFNA5",0.040357314
"DGCR8",0.137763893
"DGKA",0.261533693
"DGKQ",0.435009625
"DHPS",0.338511162
"DHRS1",-0.036871361
"DHRS12",-0.179277076
"DHRS2",0.044177526
"DHRS3",0.177413125
"DHRS7B",-4.634611494
"DHX32",-0.333905389
"DHX40",-0.15998279
"DIABLO",-0.106581815
"DIAPH3",-0.160986516
"DICER1",-0.328636048
"DIP",-0.108985199
"DIP13B",-0.132999491
"DIP2A",0.321203848
"DISC1",-0.015228906
"DKC1",0.016851412
"DKFZp313A2432",0.014350284
"DKFZp434N035",-0.260592563
"DKFZP434P211",0.08199151
"DKFZP586H2123",0.230266032
"DKFZp586I1420",0.140277912
"DKFZP686A01247",-0.292730493
"DKFZp686D0972",1.01393116
"DKFZP686E2158",0.344900305
"DKFZp686L1814",-0.098205175
"DKFZp761E198",0.519854709
"DKFZp762E1312",-2.39327243
"DKFZp762P2111",0.065431775
"DKFZp779O175",0.249551949
"DKK1",0.933757339
"DLC1",0.060113413
"DLEU1",-4.636380364
"DLG1",0.315614361
"DLG5",0.143835014
"DLK1",-0.343052616
"DLL1",-1.179557348
"DLST",0.019443509
"DLX1",-0.201965446
"DLX2",-0.083495911
"DLX3",-0.418411147
"DLX4",0.404769772
"DLX5",0.003824915
"DLX6",0.133004327
"DMAP1",-0.519644825
"DMBX1",-0.615274929
"DMC1",-0.175519529
"DMD",0.00467609
"DMKN",-0.090891238
"DMRT1",-0.059564584
"DMRT2",-0.00622494
"DMRT3",0.025396473
"DMRTA1",0.163846342
"DMRTB1",0.264517992
"DMRTC1",-0.366041837
"DMRTC2",0.002390916
"DMTF1",-0.219386364
"DMWD",-0.278024606
"DMXL2",-0.089040517
"DNAH17",-0.169167869
"DNAJA1",0.094971921
"DNAJA3",-0.299299177
"DNAJB11",-0.169021018
"DNAJB2",0.424147867
"DNAJB5",4.40576028
"DNAJB6",0.322879215
"DNAJB9",-5.564097703
"DNAJC11",0.247841226
"DNAJC13",-0.686403335
"DNAJC16",0.148276761
"DNAJC3",1.228596678
"DNAJC6",0.131519906
"DNAJC8",0.016557384
"DNAJC9",-0.098155565
"DNAL4",0.575453675
"DNAPTP6",-0.015712512
"DNER",-0.665653004
"DNM3",0.315228253
"DNMBP",-0.018276814
"DNMT1",-5.280963498
"DNMT3A",-0.028145762
"DNMT3B",-0.372576265
"DNTTIP2",-0.063888569
"DOCK1",-1.001712787
"DOCK10",-0.302799614
"DOCK11",0.066449414
"DOCK4",-0.329930636
"DOCK6",0.217884821
"DOCK9",-1.776127119
"DOK2",0.301192228
"DOK4",0.17894793
"DOK5",-0.410146745
"DOM3Z",0.269706464
"DONSON",-0.921600936
"DPF1",0.202040482
"DPF2",-0.197142263
"DPF3",-0.391889463
"DPP4",-0.373555258
"DPYD",-0.493144101
"DR1",-0.486307135
"DRAP1",-0.125858848
"DRD3",0.273973821
"DRD4",-0.300669223
"DRD5",-0.023127565
"DSC1",-1.394044061
"DSC2",-0.144874539
"DSC3",1.009815032
"DSCAML1",0.090760543
"DSCR1",0.394766716
"DSCR1L2",-0.288075205
"DSG1",1.759451336
"DSG4",-0.009277071
"DTL",-0.180800454
"DTNA",-0.006530621
"DTNB",0.520231161
"DTX3",0.732893396
"DTX4",-0.369760387
"DUS2L",-0.181289193
"DUSP1",-0.556982172
"DUSP10",-0.033443125
"DUSP13",0.839765912
"DUSP2",-0.006913667
"DUSP4",0.241175111
"DUSP5",-0.600627366
"DUSP6",0.255497295
"DUX3",-0.640796998
"DVL1",-0.108823253
"DVL3",0.150676208
"DYM",-0.333727012
"DYNC1I1",0.330654783
"DYNC2H1",-0.741793747
"DYNLL1",-0.002643319
"DYRK1B",-0.401701324
"DYRK3",-0.102451431
"DYRK4",-5.873326494
"DYSF",0.167617689
"E2F1",0.691887863
"E2F2",-0.655315635
"E2F3",-0.286141917
"E2F4",-1.332852488
"E2F5",-0.339132662
"E2F6",-0.303355211
"E2F7",1.125692107
"E2F8",-0.296961175
"E4F1",0.9573491
"EAF1",-0.366064056
"EAF2",-0.486677053
"EBF1",0.007108223
"EBF2",-0.113307056
"EBF3",-0.027351759
"EBI3",0.119408032
"ECD",-0.055492912
"ECOP",1.601069016
"ECSIT",-2.6983167
"ECT2",-1.034540312
"EDA",-0.136626607
"EDA2R",-0.616791856
"EDEM1",1.830561209
"EDF1",-0.019603418
"EDG1",-0.850264167
"EDG4",-0.193402447
"EDG7",0.355859105
"EDG8",-0.109114191
"EDN1",-0.433409783
"EDN2",0.170155086
"EDNRA",-0.184364379
"EEA1",0.338846745
"EED",0.195683419
"EEF1D",-0.033729594
"EEF1E1",0.419643803
"EEF2",-0.067640785
"EFEMP1",-0.024379989
"EFHA1",0.352723035
"EFHC1",0.262417117
"EFHD2",0.169332373
"EFNA1",0.059564831
"EFNA2",0.359217697
"EFNA3",0.018469852
"EFNA5",-0.18596846
"EFNB1",-0.314429154
"EFNB2",-0.394618452
"EFS",-1.032133015
"EGF",-0.657666641
"EGFL7",-0.228632621
"EGLN1",0.266103104
"EGLN3",-0.016584495
"EGR1",-0.193009311
"EGR2",-0.04910709
"EGR3",0.314378263
"EGR4",0.004192138
"EHD1",-0.142576349
"EHD3",0.091652286
"EHD4",-2.334759584
"EHF",0.614159604
"EHMT1",-0.26061196
"EHMT2",0.285662003
"EI24",0.246686096
"EID1",0.162840164
"EID2",0.007633069
"EID2B",-0.00206959
"EID3",-0.462000595
"EIF1",-0.128384827
"EIF2AK2",0.572274419
"EIF2AK3",0.065131851
"EIF2B5",-0.391837231
"EIF2C1",0.043722716
"EIF2C2",-1.547844966
"EIF2C3",0.222412546
"EIF2C4",-0.005279975
"EIF3S1",-0.03043473
"EIF3S10",-0.037356947
"EIF3S12",-0.106489748
"EIF3S8",-0.055925518
"EIF4E",0.857738659
"EIF4E2",-0.071811217
"EIF4EBP1",-0.22834506
"EIF4EBP2",0.473406661
"EIF4G2",0.217025501
"EIF4G3",0.106847823
"EIF5A2",-0.410141905
"EIF5B",-0.925134269
"ELA1",0.070127342
"ELAC1",-0.172776865
"ELAVL1",1.370492837
"ELAVL2",0.329893207
"ELF1",-0.921473647
"ELF2",0.175982804
"ELF3",0.32731528
"ELF4",-1.218566339
"ELF5",-0.179267852
"ELK1",-0.025742398
"ELK3",-0.280633346
"ELK4",-1.239433732
"ELL",-1.413442934
"ELL2",-0.080263876
"ELL3",-0.360973734
"ELMO3",-0.70693304
"ELOF1",2.126441118
"ELOVL4",0.297097412
"ELOVL6",-0.180218202
"ELP3",-0.099834332
"ELP4",0.45118577
"EMILIN1",0.602145274
"EMILIN2",-0.265187285
"EMILIN3",-0.44525067
"EML1",0.191774625
"EML2",-0.543524341
"EMP1",0.090895664
"EMP2",-0.548967565
"EMX1",-1.589852202
"EMX2",0.373743626
"EN1",-0.10666064
"EN2",-0.57745904
"ENAH",0.404456986
"ENC1",0.683680415
"ENG",-0.048465425
"ENO1",-0.012707962
"ENPP1",0.00290282
"ENTPD1",0.000951391
"ENTPD3",0.552117581
"ENTPD5",0.042099368
"ENTPD7",0.054055108
"ENTPD8",0.048902771
"ENY2",-0.000775551
"EOMES",-0.036063161
"EP300",0.114873182
"EP400",0.502587006
"EPAS1",-0.082305468
"EPB41",0.106480292
"EPB41L1",-0.080517328
"EPB41L2",-0.67637851
"EPB41L3",-0.231307387
"EPB41L4B",0.000632792
"EPC1",0.354368808
"EPC2",0.009464719
"EPGN",3.247402112
"EPHA2",-1.66068765
"EPHA5",-0.000393442
"EPHB2",0.376115175
"EPHB3",2.078280919
"EPHB4",-0.274096192
"EPHX2",0.657817923
"EPN3",0.260456361
"EPO",-0.538646055
"EPRS",0.115625348
"EPS15",-0.479301719
"EPS8",-0.230596459
"EPS8L2",-0.683955766
"EPS8L3",-0.662062434
"ERBB3",0.099775947
"ERBB4",0.219961033
"ERC1",-0.02388304
"ERCC2",-1.243655738
"ERCC3",-0.278022177
"ERCC5",0.078922524
"ERCC6",-0.070690844
"ERCC8",-0.481977919
"EREG",0.70225354
"ERF",0.365972041
"ERG",0.120081929
"ERGIC2",1.140461529
"ERN1",0.455492602
"ERN2",1.025337308
"ERO1LB",-0.016899949
"ERRFI1",0.278006479
"ESCO2",-0.452915728
"ESD",0.088478925
"ESF1",0.947993347
"ESPL1",-1.459405841
"ESR2",-0.484102964
"ESRRB",-0.062613751
"ESRRG",0.037133314
"ESX1",0.096173203
"ETFA",-2.706871566
"ETNK1",-0.276326185
"ETS1",-0.343718434
"ETS2",-0.029311094
"ETV1",-0.168604986
"ETV3",-0.844560356
"ETV4",0.165538714
"ETV5",-0.174994908
"ETV6",0.008420047
"ETV7",0.367836075
"EVA1",-0.878342933
"EVC",-0.223947319
"EVI1",-0.102041889
"EVI2B",-0.381504507
"EVI5L",-0.567652653
"EVPL",-0.11362224
"EVX1",-3.152317851
"EWSR1",-1.536281974
"EXO1",-0.198774839
"EXOC4",-1.399120993
"EXOC6",-0.885088406
"EXOC8",-0.330550243
"EXOSC10",-0.073252086
"EXOSC4",-0.309123436
"EXOSC5",0.611705908
"EXOSC6",-0.281636087
"EXOSC7",0.172523353
"EXOSC9",0.548109369
"EXPH5",-0.140873392
"EXT1",-0.129294493
"EXT2",-0.288223681
"EXTL2",-0.186414224
"EYA1",0.00494035
"EYA2",-0.128232102
"EYA3",0.052116272
"EYA4",-0.008000785
"EZH1",0.036693939
"EZH2",0.463347538
"F11R",0.40503907
"F2R",-0.313290412
"F2RL1",-0.537779542
"F2RL3",-0.211262571
"F3",1.556894326
"F8A1",-0.5640137
"FABP3",0.115834407
"FABP4",-0.009311519
"FABP5",-0.045974546
"FADS1",-0.441532073
"FAF1",-0.045793796
"FAH",-3.101054612
"FAM100B",-0.252945303
"FAM101A",-0.63205994
"FAM101B",-0.340103326
"FAM102A",-0.58893221
"FAM104A",-3.242270657
"FAM106A",-0.082227742
"FAM107A",-0.37294832
"FAM109B",0.44034656
"FAM110C",0.533160131
"FAM111A",-0.634441095
"FAM111B",-0.019136581
"FAM113B",0.111083004
"FAM114A1",-0.418313745
"FAM118A",-0.114445474
"FAM119B",-0.232747161
"FAM11B",-0.014246021
"FAM120B",0.073374745
"FAM123A",-0.229772464
"FAM123B",0.092256295
"FAM127A",-0.386450386
"FAM129A",0.406152409
"FAM14A",-0.181135032
"FAM32A",-0.300974
"FAM35A",-0.631127291
"FAM3C",0.221367895
"FAM40B",0.032782591
"FAM43B",0.903818557
"FAM46A",1.610005721
"FAM46B",-3.604506421
"FAM48A",-0.333470549
"FAM49A",-0.10943318
"FAM49B",0.288778899
"FAM53B",-1.846448339
"FAM54A",-0.114957904
"FAM57A",-0.112117837
"FAM59A",0.517701241
"FAM60A",0.365513045
"FAM63A",0.311402041
"FAM64A",-0.536280629
"FAM69B",-0.080208096
"FAM79A",-0.258883409
"FAM79B",-0.345305904
"FAM80B",-0.006866877
"FAM83A",0.258851862
"FAM83D",2.882896255
"FAM83H",-0.280520224
"FAM84A",-0.837894099
"FAM84B",-1.256460904
"FAM89B",-0.349081863
"FAM8A1",0.01682327
"FAM98A",0.255404547
"FAM9B",-0.128438921
"FANCA",0.252380684
"FANCC",0.127099103
"FANCD2",-0.232781837
"FANCE",-0.478891443
"FANCG",-0.955827569
"FANCL",0.033419836
"FARS2",-0.214449869
"FAS",0.103601101
"FASN",-1.786945059
"FASTKD5",0.318844177
"FBLIM1",0.319290687
"FBXL10",-0.169620794
"FBXL11",-0.81652967
"FBXL16",-0.176517268
"FBXL18",-0.202771031
"FBXL20",-0.123812409
"FBXL3",3.920465458
"FBXL4",-0.137482103
"FBXO16",0.119424416
"FBXO17",-0.151772652
"FBXO2",-0.767376737
"FBXO21",-0.369181879
"FBXO22",-0.103440986
"FBXO28",-0.080165231
"FBXO3",-0.547450849
"FBXO32",-0.054279761
"FBXO36",0.199811729
"FBXO42",1.83185371
"FBXO44",0.072300664
"FBXO5",-1.032551224
"FBXO8",-0.907074615
"FBXW10",-0.071335494
"FBXW2",0.491765195
"FCGBP",0.529405143
"FCGR2A",-0.536730505
"FCGR2B",0.12228372
"FCHO1",-0.128199989
"FCRL3",-0.004953713
"FCRL4",-0.359474343
"FDFT1",0.050032032
"FDPS",0.028488853
"FDPSL2A",0.040325111
"FEM1B",1.376921578
"FEM1C",-0.09111494
"FER1L4",0.15368791
"FERD3L",-0.056382701
"FES",-0.076586042
"FEV",0.133271759
"FEZ1",-0.897508151
"FEZ2",0.112550145
"FEZF2",-0.000657316
"FGF1",0.189564247
"FGF10",-0.007426544
"FGF13",0.076880024
"FGF19",0.232350588
"FGF2",-0.472925225
"FGF23",-0.4941235
"FGF5",-0.400897369
"FGFBP1",-0.073906225
"FGFR3",-0.143641326
"FGFRL1",-0.415076968
"FGL2",-0.152696792
"FH",-0.119538369
"FHL2",-0.080522248
"FHOD3",-1.074317595
"FIBP",-0.304028502
"FIGF",-0.204073608
"FIGNL1",-0.139525045
"FILIP1L",-2.73550568
"FIP1L1",0.127165015
"FIZ1",-0.045445086
"FJX1",-0.310784998
"FKBP1B",0.118506074
"FKBP3",0.084686281
"FKBP5",0.269091028
"FLCN",0.723040852
"FLG",0.42771354
"FLI1",-0.508494667
"FLII",0.185853934
"FLJ00049",-0.042171995
"FLJ10038",1.464343953
"FLJ10159",-0.157041216
"FLJ10815",2.957495429
"FLJ11151",-0.241470163
"FLJ11171",-0.482544867
"FLJ11184",-3.637634875
"FLJ11236",-0.034789294
"FLJ11292",0.088265304
"FLJ11783",-0.101993522
"FLJ12886",0.163703271
"FLJ13195",-0.238544009
"FLJ14213",-0.268063261
"FLJ14668",0.009269462
"FLJ14803",-1.317053969
"FLJ14959",0.003691415
"FLJ16478",-0.459868457
"FLJ16542",-0.137184771
"FLJ20105",-0.726026087
"FLJ20273",-0.128555353
"FLJ20323",0.106433868
"FLJ20581",0.430139862
"FLJ20701",-0.242604984
"FLJ20920",-2.473145102
"FLJ21511",-2.537386292
"FLJ21767",-0.082479086
"FLJ21839",0.862600038
"FLJ21908",-0.764011525
"FLJ21963",-0.390874264
"FLJ22028",-0.3191556
"FLJ22374",0.22444598
"FLJ22662",-0.760501281
"FLJ22675",0.197412021
"FLJ23588",0.314313864
"FLJ23861",-0.107088767
"FLJ25006",0.013016674
"FLJ25328",-0.133383255
"FLJ25416",-0.939958769
"FLJ25476",-0.390399528
"FLJ25680",0.481931513
"FLJ25778",-0.04493109
"FLJ25801",0.287170164
"FLJ31568",-0.326312088
"FLJ31715",-0.129289282
"FLJ31818",-0.733474925
"FLJ32679",0.299487237
"FLJ33590",-0.388292073
"FLJ34870",0.376214498
"FLJ35379",0.033573921
"FLJ36070",0.501555012
"FLJ38359",-4.033774902
"FLJ38482",0.031350586
"FLJ38576",-0.129895393
"FLJ38964",-0.238724413
"FLJ39378",-0.08234219
"FLJ40092",-0.460685918
"FLJ40869",-0.017538885
"FLJ43339",0.222986663
"FLNA",-0.570932245
"FLOT1",-1.097808492
"FLOT2",-0.28837309
"FLRT1",-0.258052468
"FLRT2",0.364970625
"FLRT3",0.949161032
"FLT4",-0.856289345
"FMN1",-0.335489853
"FMNL2",-2.110032834
"FMO3",-0.347408267
"FMO4",-0.004549073
"FN3KRP",0.020088355
"FNBP1",-0.362592052
"FNDC3A",-0.080440513
"FNIP1",-0.063411153
"FNTA",0.004772061
"FOLR3",0.757710482
"FOS",-3.099485978
"FOSB",-0.532385857
"FOSL1",0.094460708
"FOXA1",-0.539212276
"FOXA2",0.547653024
"FOXA3",-0.047272175
"FOXB1",0.513196727
"FOXC1",-0.45017451
"FOXC2",-0.470092414
"FOXD1",0.874600023
"FOXD2",-0.26257815
"FOXD3",1.781177171
"FOXD4",0.053521448
"FOXE1",0.766599815
"FOXE3",-0.091702196
"FOXF1",-0.712086687
"FOXF2",0.262558291
"FOXG1B",0.03555771
"FOXH1",-0.380822122
"FOXI1",-0.217819845
"FOXJ1",0.020527545
"FOXJ2",-0.326127121
"FOXJ3",0.50670492
"FOXK1",-0.911470007
"FOXK2",-0.39719474
"FOXL1",0.545582692
"FOXM1",1.34729786
"FOXN1",-0.118111249
"FOXN2",0.651537986
"FOXO1A",-0.276144504
"FOXO3A",0.806575616
"FOXP1",-0.932687403
"FOXP2",0.424711685
"FOXP3",0.176791183
"FOXP4",-0.050471743
"FOXQ1",-0.752856951
"FOXR1",0.042561356
"FOXRED2",-0.002508799
"FPGS",6.164057702
"FRAT1",0.103749605
"FRMD4B",-0.325959996
"FRMD5",-0.340324175
"FRRS1",0.025571117
"FRYL",-0.133895805
"FSD1",-0.011750207
"FST",-0.019053314
"FSTL1",0.39672049
"FSTL3",-2.147371237
"FTH1",0.092786044
"FTO",0.028771775
"FTS",-0.461531163
"FTSJ1",-0.756330557
"FTSJ2",-0.815366205
"FUBP1",1.86610949
"FUBP3",-0.540204188
"FUCA1",-1.735240716
"FUS",-0.093982831
"FUT10",0.323065396
"FUT6",-0.299883735
"FVT1",-0.664953451
"FXYD1",-0.146142259
"FXYD2",-0.06729167
"FXYD3",0.034792267
"FXYD6",0.355546143
"FZD1",0.099505347
"FZD10",-0.589421333
"FZD2",-0.195924791
"FZD3",-0.412259085
"FZD6",-0.318251848
"FZD9",0.112410914
"FZR1",0.095640965
"G3BP1",-0.363548044
"G3BP2",-0.10660551
"GAA",-2.240527343
"GAB1",-0.033193627
"GABARAPL1",0.644537229
"GABARAPL3",0.126861507
"GABPA",0.019934692
"GABPB2",-0.150610435
"GABRA4",0.024127189
"GABRB3",-0.127870525
"GABRD",0.048849032
"GABRE",-2.492419685
"GADD45A",0.207753932
"GADD45B",0.371196332
"GAL",-0.039051356
"GALC",-0.319870463
"GALE",-1.887882261
"GALK1",-0.232472121
"GALK2",2.179133331
"GALM",-0.332325585
"GALNACT-2",-0.601162658
"GALNS",0.39611444
"GALNT11",-0.457146882
"GALNT3",2.213193283
"GALNT5",-0.675276179
"GALNT7",-0.358905386
"GAPDH",0.040259172
"GARNL4",-0.354646588
"GART",0.04982468
"GAS2L3",-0.069528617
"GAS6",0.424202542
"GATA1",-0.005581202
"GATA2",0.298836403
"GATA3",0.029604456
"GATA5",0.012920526
"GATA6",-0.172722604
"GATAD1",-0.129988635
"GATAD2A",0.702489778
"GATAD2B",-0.643701136
"GATS",0.004943608
"GBAS",-0.546905915
"GBE1",0.113978583
"GBP1",-1.53276572
"GBP2",-0.508110503
"GBP6",0.422742047
"GBX2",0.051110777
"GCET2",0.120140736
"GCH1",0.096769105
"GCLC",2.604616757
"GCM1",-0.066815955
"GCM2",-0.07980523
"GCN5L2",-0.04637365
"GCNT1",-0.078652932
"GCNT2",-0.340034622
"Gcom1",-0.522851167
"GCSH",0.19575372
"GDAP1L1",-0.169396526
"GDF15",2.588415063
"GDF2",-0.393840103
"GDF6",-0.66028871
"GDF8",-0.010497826
"GDI2",0.404933262
"GDNF",0.371476229
"GDPD2",0.775072541
"GDPD3",-3.724608982
"GEFT",-0.360922902
"GEMIN8",0.176307829
"GENX-3414",0.076773268
"GFAP",-0.228081146
