"Gene","RORA"
"GFI1",-0.183319581
"GFI1B",-0.421337448
"GFPT1",7.555036513
"GFRA1",-0.486422385
"GGA2",-0.305481617
"GGA3",0.721145356
"GGT1",-0.069458498
"GGT2",-0.206886251
"GGT6",-0.005290432
"GGTL3",0.6344707
"GHR",-0.264478459
"GHRH",0.034559284
"GINS1",-0.092550178
"GINS3",5.173460607
"GINS4",0.000142287
"GIPC3",-0.363447605
"GIT1",0.135972753
"GJA12",0.508731175
"GJA5",-0.228411745
"GJA7",0.02366076
"GJB2",-0.036373472
"GJB6",-0.192192519
"GK",-0.014681326
"GLB1L",0.084526216
"GLCCI1",-0.058735248
"GLCE",-0.225927003
"GLDN",-0.228746241
"GLI1",0.18166727
"GLI2",-0.068510311
"GLI3",1.25948532
"GLIPR1",0.009017419
"GLIS1",0.580812398
"GLIS2",0.406016064
"GLIS3",-0.433840478
"GLRA3",0.296675123
"GLRX",-0.445379908
"GLRX2",-0.278141445
"GLS",-5.680312155
"GLT25D2",-0.484526228
"GLTP",-0.200808652
"GLTSCR2",-3.075487296
"GLUL",1.276528727
"GM632",-0.580481716
"GMCL1",0.532733799
"GMCL1L",-0.092602376
"GMDS",0.150698857
"GMEB1",-0.010484047
"GMEB2",0.273329956
"GMNN",0.019897206
"GMPPB",-1.213457676
"GMPR",-0.180432741
"GMPR2",-0.270181378
"GNA11",2.629157818
"GNA13",-0.167105719
"GNA15",-1.224219658
"GNAL",0.215567332
"GNAO1",-0.032257873
"GNAZ",0.020848372
"GNB2L1",-0.043745938
"GNB5",0.068904706
"GNG11",-0.586685181
"GNG2",-0.421982347
"GNPAT",0.641501237
"GNPDA1",-0.336746265
"GNRH2",-0.011651559
"GNRHR2",-0.335453056
"GNS",-0.022926935
"GOLGA8A",-0.604989512
"GOLGB1",-0.463707697
"GOLPH2",-0.531209999
"GOLPH3",1.830325483
"GOLPH3L",2.487287524
"GOLPH4",0.202882257
"GOLT1A",-0.231578332
"GOLT1B",-0.236333119
"GON4L",-1.203610535
"GORASP1",-0.127308279
"GORASP2",-0.244156539
"GOT2",0.009346867
"GPATCH2",-0.087450166
"GPBP1",-0.207458007
"GPBP1L1",-1.47391051
"GPC1",-0.342945855
"GPC2",0.691373429
"GPC4",-0.823762279
"GPC5",0.026242044
"GPD1L",-0.243343782
"GPD2",-0.486054314
"GPHN",-0.201104271
"GPM6B",0.205398678
"GPNMB",-0.64427711
"GPR109A",-0.083006889
"GPR109B",2.972386769
"GPR110",-0.504448659
"GPR125",0.180665058
"GPR137C",0.05900885
"GPR153",-0.72384562
"GPR155",-0.310251182
"GPR157",0.28939928
"GPR161",0.159139231
"GPR18",-0.034488357
"GPR180",-0.775145059
"GPR25",0.090124602
"GPR37",-0.184892644
"GPR44",0.000211175
"GPR50",0.161874507
"GPR64",0.301229734
"GPR65",-0.010625605
"GPR88",-0.031890971
"GPRC5A",-0.601012033
"GPRC5B",0.221878693
"GPS2",0.227993801
"GPSM1",-5.259391421
"GPT2",0.507993151
"GPX3",1.779680224
"GPX4",-0.048515348
"GRAMD1B",-0.094420939
"GRAMD2",-0.031497486
"GRAMD3",-0.901064319
"GRB10",-0.016401788
"GRB2",2.046316563
"GRHL1",-0.979294243
"GRHL3",-0.828565829
"GRHPR",0.378681508
"GRIA4",0.154381298
"GRIN1",5.463021058
"GRIN2C",-0.604295933
"GRIN3B",0.14232877
"GRINL1A",0.005194449
"GRK1",-0.564357136
"GRK5",-0.666867473
"GRLF1",0.06539267
"GRM5",0.118325844
"GRM8",-0.881513692
"GRPEL2",-3.882773711
"GRTP1",-0.306765119
"GSC",0.084089081
"GSCL",-0.000516277
"GSG2",0.156828371
"GSH1",0.474559945
"GSH2",0.090257321
"GSK3B",-1.793737647
"GSN",0.596745305
"GSR",0.635064717
"GSTA4",0.898723282
"GSTCD",-0.098020895
"GSTM3",-0.081561819
"GSTO1",0.059484381
"GSTZ1",2.554268316
"GTDC1",-0.65694681
"GTF2A1",0.172883818
"GTF2A2",0.369299913
"GTF2B",-3.367863892
"GTF2E1",1.037087126
"GTF2E2",2.03007995
"GTF2F1",-0.20932408
"GTF2F2",-0.01387924
"GTF2H1",-0.146181207
"GTF2H3",0.075470606
"GTF2H4",0.195161782
"GTF2H5",0.005267094
"GTF2I",0.423195385
"GTF2IRD1",-1.228177716
"GTF2IRD2",-0.238013765
"GTPBP1",-2.264938866
"GTPBP3",0.745792926
"GTPBP4",-0.033391717
"GTPBP6",-0.091169239
"GTSE1",-0.421677459
"GUCY1A3",-0.976736782
"GUK1",-0.125011084
"GUP1",-0.054301963
"GUSBL1",0.223869554
"GUSBP1",0.020687895
"GYG1",0.108436683
"GYG2",-0.309720935
"GYLTL1B",-3.097950391
"GZF1",0.16033307
"H19",0.016547958
"H1F0",1.307997973
"H1FX",-0.705523088
"H2-ALPHA",-0.427898439
"H2AFX",-0.411922749
"H2AFY",-0.050803314
"H2AFY2",-0.383026661
"H6PD",-0.725007353
"HAAO",-0.564435568
"HAB1",-0.419107895
"HABP4",-0.834787014
"HACE1",-0.349790414
"HADHA",-0.083431152
"HAND1",-0.642668906
"HAND2",-0.372546906
"HAP1",-0.389442482
"HAPLN2",0.266546116
"HAPLN4",0.198981156
"HAS2",-0.269367277
"HAS3",2.042665064
"HAT1",0.040474598
"HAX1",-0.170103613
"HBEGF",1.037705963
"HBP1",-0.095382618
"HCFC1",-0.441693387
"HCFC2",0.029235683
"HCG12",-1.709712436
"HCG27",0.092584856
"HCG3",-0.250029309
"HCLS1",-0.358172363
"HCST",0.513095796
"HDAC1",0.073845599
"HDAC10",0.173128595
"HDAC11",-0.157779114
"HDAC2",0.211097784
"HDAC3",-0.684374926
"HDAC4",-0.227710768
"HDAC5",0.596920767
"HDAC6",-0.653993746
"HDAC7A",1.628305302
"HDAC8",0.035813945
"HDAC9",-0.375327975
"HDGF",0.087306878
"HEATR3",-0.108838921
"HEATR5A",-0.345552544
"HEBP2",-0.061936231
"HECA",-0.013023157
"HEG1",0.00849643
"HELLS",-0.589556177
"HEMK1",0.210194374
"HEPH",-1.248806885
"HERC3",-0.093724585
"HERPUD1",-0.015136837
"HERPUD2",-0.157931196
"HES1",0.241070089
"HES2",0.115865527
"HES4",0.405313487
"HES5",0.641752129
"HES6",0.262802843
"HESX1",-0.094687756
"HEXIM1",-0.056164604
"HEXIM2",4.905928718
"HEY1",-0.209434895
"HEY2",-0.080094174
"HEYL",-0.22365502
"HFE",0.161334775
"HGS",-1.165727838
"HGSNAT",-0.992345815
"HHEX",-0.013503518
"HIAT1",-0.240688651
"HIBCH",0.933437824
"HIC1",0.102662767
"HIC2",0.397097454
"HIF1A",-0.409498348
"HIF1AN",-0.199346535
"HIF3A",0.441454029
"HIGD2A",-1.262912574
"HILS1",0.062199412
"HINT1",-0.045308591
"HIP1",-0.133893565
"HIP2",-2.344649046
"HIPK1",0.543476023
"HIPK2",3.175161882
"HIRA",0.22447599
"HISPPD1",-0.445043045
"HIST1H1A",0.50638295
"HIST1H1B",0.389767166
"HIST1H1C",-0.530208323
"HIST1H1D",-1.585920174
"HIST1H1E",8.50785839
"HIST1H2AB",0.443804078
"HIST1H2AH",-0.492533399
"HIST1H2AM",0.529313298
"HIST1H2BB",0.182223985
"HIST1H2BE",0.124522462
"HIST1H2BG",0.168472128
"HIST1H2BM",0.742717422
"HIST1H3A",0.013010162
"HIST1H3B",0.140700727
"HIST1H3D",0.422075145
"HIST1H3E",0.061383657
"HIST1H4A",0.174562671
"HIST1H4B",-0.245062702
"HIST1H4D",-0.949828682
"HIST1H4H",0.623115427
"HIST1H4L",-0.192334191
"HIST2H2AA4",2.223787127
"HIST2H2AB",0.229786683
"HIST2H2BE",-0.341747439
"HIST3H2A",-0.047602733
"HIVEP1",-0.50690029
"HIVEP2",0.322004969
"HIVEP3",0.153529356
"HK1",-0.106581888
"HK2",0.069166341
"HKR1",0.041672226
"HLA-DMB",0.000519693
"HLA-DQA1",-0.292991624
"HLA-DQA2",-0.002372205
"HLCS",0.473794605
"HLF",0.231854448
"HLTF",-0.746750457
"HLX1",0.228321601
"HLXB9",-0.703283138
"HMBOX1",2.082735228
"HMG20A",-0.28500065
"HMG20B",-0.904289196
"HMG2L1",-0.68662994
"HMGA1",-0.184537359
"HMGA2",-0.600295499
"HMGB1",0.029802684
"HMGB2",0.441642835
"HMGCL",2.40105968
"HMGCR",0.391587551
"HMGCS1",0.1861973
"HMGN2",0.272188203
"HMGN4",0.842925606
"HMHB1",0.811698378
"HMOX1",1.001187134
"HMX1",0.169184802
"HMX2",-0.013829
"HN1L",-0.21334962
"HNF4A",-0.002048209
"HNF4G",-0.329804869
"HNMT",0.112861797
"HNRPA1",-0.048588092
"HNRPAB",0.770445589
"HNRPD",-1.653789883
"HNRPDL",-0.000416788
"HNRPH2",0.5015497
"HNRPUL1",0.084257993
"HNT",-0.408593458
"HOOK1",0.319084199
"HOP",-0.180690834
"HOXA1",-0.286127907
"HOXA10",0.107805378
"HOXA11",-0.169479403
"HOXA13",-0.003539761
"HOXA2",-0.016593228
"HOXA3",-0.133004944
"HOXA4",0.1250335
"HOXA5",-0.07952197
"HOXA6",0.133540769
"HOXA7",-1.441744523
"HOXA9",0.375390181
"HOXB1",-0.205693587
"HOXB13",-0.368184431
"HOXB2",0.012775709
"HOXB3",-0.069198404
"HOXB4",0.075572075
"HOXB5",0.053278711
"HOXB6",0.117938773
"HOXB7",0.006792379
"HOXB8",-0.002258478
"HOXB9",0.55930772
"HOXC10",-0.077052502
"HOXC11",-0.21548104
"HOXC12",-0.223765479
"HOXC13",0.093135423
"HOXC4",-0.12775968
"HOXC5",-0.263372603
"HOXC6",-0.076277619
"HOXC8",-0.118045419
"HOXC9",0.950924391
"HOXD1",-0.677214706
"HOXD10",0.166199981
"HOXD11",-0.008604104
"HOXD12",-0.067420858
"HOXD13",-1.020336691
"HOXD3",-0.560794696
"HOXD4",-0.033791602
"HOXD8",-0.296462017
"HOXD9",-0.429925144
"HPCA",0.240674623
"HPGD",0.422665808
"HPRT1",0.104142572
"HPS4",0.323806053
"HPSE",0.147855654
"HPX",0.072966875
"HR",0.051413334
"HRH1",0.431217007
"HRSP12",-0.072648266
"HS1BP3",-0.092655422
"HS3ST1",0.055446668
"HS3ST2",-0.507262139
"HS3ST3B1",-0.781755574
"HS3ST4",-0.009968663
"HSBP1",0.429976446
"HSD17B1",2.296273024
"HSD17B2",-0.469171687
"HSD17B4",1.569543755
"HSD17B6",-0.136115913
"HSD17B8",1.798513554
"HSF1",-0.183235414
"HSF2",-0.259211376
"HSF4",-0.783113459
"HSF5",-0.005658481
"HSFX1",-0.658241648
"HSP90B1",0.040166897
"HSPA12A",-0.419039764
"HSPA2",1.255004487
"HSPA4L",-0.682999401
"HSPA5",1.88889483
"HSPA8",-0.021251242
"HSPA9",-0.058526194
"HSPB1",-0.181783158
"HSPB2",1.47649996
"HSPB8",0.694739393
"HSPBAP1",0.00565585
"HSPC105",-0.28092514
"HSPC159",-0.107235387
"HSPC171",-0.453210691
"HSPH1",-0.158187166
"HSU79275",0.628731807
"HSZFP36",-0.056314643
"HTATIP",1.376423198
"HTATIP2",0.370707287
"HTATSF1",0.194357779
"HTR1A",-0.225956113
"HTR1B",-1.044656999
"HTR1D",-0.551105921
"HTR2C",-0.154753817
"HTR7",-0.0983495
"HTRA1",-0.429816662
"HTRA3",0.191946196
"HUS1",0.154054661
"HYAL1",2.162950566
"HYI",-0.064175979
"HYOU1",-0.583665587
"IBRDC2",-1.434729185
"IBRDC3",-0.270885052
"ICAM1",-0.124236603
"ICAM5",0.283940745
"ICK",0.084243266
"ID1",0.14741355
"ID2",0.130579883
"ID3",-3.602114208
"ID4",-0.224248974
"IDE",-1.056555511
"IDH2",0.102834604
"IDH3A",-0.890869209
"IDH3B",-0.343462548
"IDI1",0.27966974
"IDUA",0.005555085
"IER2",-0.120920189
"IER3",-0.076587312
"IFI16",0.109752665
"IFI30",-0.485845693
"IFIT1",0.221860071
"IFIT2",1.73e-05
"IFITM1",-0.276257266
"IFITM2",-0.269545493
"IFNAR2",-0.304768173
"IFNB1",-0.021012378
"IFNG",-0.043729201
"IFNGR2",-3.162929935
"IFNK",-0.017227157
"IFRD1",-2.267270698
"IFRD2",-0.219172186
"IFT20",-0.219954479
"IFT57",-0.115208144
"IFT80",-0.324598199
"IFT81",0.039372353
"IFT88",-0.449751063
"IGBP1",-0.633180583
"IGF1",0.446787113
"IGF1R",0.003526437
"IGF2",-0.547626605
"IGF2BP2",0.087386606
"IGF2BP3",-0.197822937
"IGFBP2",-0.290868087
"IGFBP3",1.561159113
"IGFBP4",-0.407271566
"IGFBP5",-0.347812104
"IGFBPL1",-0.370561189
"IGFL2",-0.513462071
"IGHD",-0.453758496
"IGHMBP2",-0.165357512
"IGSF1",-0.244874823
"IGSF22",-0.199007861
"IGSF4",0.420135434
"IGSF4C",0.055204835
"IHPK1",0.052039105
"IK",0.330756339
"IKBKAP",0.072569478
"IKBKB",-0.438479846
"IKBKE",0.048166048
"IKBKG",-0.0029083
"IKZF1",-0.007387005
"IKZF2",-2.095739502
"IKZF3",0.068421708
"IKZF4",0.200247729
"IKZF5",-0.065740752
"IL10",0.023809922
"IL11",0.095540468
"IL12B",-0.268033347
"IL12RB1",0.120273034
"IL16",-0.658688827
"IL17A",-0.599166839
"IL17F",-0.448230045
"IL17RB",-0.292310923
"IL17RC",0.344239474
"IL17RD",0.020890441
"IL1B",-0.074232446
"IL1F5",0.246425577
"IL1F7",0.198873457
"IL1F9",-2.057034405
"IL1R1",0.184314232
"IL1R2",-0.427441833
"IL1RAP",0.040121483
"IL1RAPL1",0.00545851
"IL1RL1",0.681893299
"IL1RN",-0.839179979
"IL2",-0.040655663
"IL20",-0.443083078
"IL20RA",-0.296861032
"IL20RB",-0.258282556
"IL22",-0.097916805
"IL24",-0.566833005
"IL25",-0.000935049
"IL29",-0.604135083
"IL31RA",0.000355437
"IL32",0.179464745
"IL33",-0.578774997
"IL4",-0.018509841
"IL4I1",0.156769852
"IL5",-0.145749531
"IL5RA",0.329184695
"IL6",-2.080081324
"IL6R",0.712543354
"IL7R",-0.258684459
"IL8",-2.381444866
"IL8RA",0.017461556
"ILF2",0.101587951
"ILF3",0.317184861
"IMPA2",-0.813538368
"IMPACT",1.639036707
"IMPDH1",-0.255984109
"IMPDH2",0.12383239
"INA",-0.854649179
"INADL",0.016955384
"INCA",-0.174147753
"ING1",-0.625808948
"ING2",0.328044451
"ING3",-0.45491962
"ING4",0.746306984
"ING5",0.079139426
"INHBA",0.908565796
"INOC1",-0.336454189
"INPP4B",6.334426493
"INPP5F",-0.479946014
"INS",-0.093296709
"INSIG1",0.00225995
"INSIG2",-0.517341517
"INSL5",-0.003085269
"INSM1",-0.451430351
"INSM2",0.31827025
"INSR",0.104501997
"INTS6",-0.593820701
"INTS8",-0.626487441
"INTU",-0.204001909
"IPMK",0.367506642
"IPO13",0.04831728
"IPO7",3.071892904
"IPO9",-0.021963249
"IPP",-0.075027484
"IPPK",1.801909029
"IQCK",-0.613527466
"IQGAP3",0.489789616
"IQSEC1",-0.180302643
"IQSEC3",-0.19439723
"IQWD1",-1.522259006
"IRAK1",-0.228851487
"IRAK1BP1",0.053670401
"IRAK2",0.202559141
"IRAK3",-0.076633476
"IRAK4",-0.098598173
"IRF1",-0.237470185
"IRF2",-0.308502316
"IRF2BP1",0.147670238
"IRF2BP2",0.063847924
"IRF3",-0.39502283
"IRF4",0.109962099
"IRF5",-0.001251496
"IRF6",0.356041
"IRF7",-0.602154278
"IRF8",-0.034516492
"IRGC",0.339304958
"IRS1",-1.789667878
"IRS2",-0.318119902
"IRX1",0.128242974
"IRX2",0.594784579
"IRX3",1.242649465
"IRX4",-0.01569603
"IRX5",1.031270659
"IRX6",-0.551325948
"ISGF3G",-0.599188243
"ISL1",0.025855644
"ISL2",-0.175479241
"ISOC1",-0.020968871
"ISX",-0.010117014
"ISYNA1",-0.465566371
"ITFG2",0.143132771
"ITGA6",0.033576867
"ITGB1BP3",-0.307812068
"ITGB3BP",0.027639208
"ITGB6",-0.569838055
"ITGB7",1.848392712
"ITGB8",-0.02093153
"ITGBL1",-0.466887713
"ITIH2",-0.270238134
"ITIH4",-0.468076676
"ITIH5L",-0.296282391
"ITM2A",0.520724377
"ITM2B",-0.207037248
"ITPKA",-0.148739201
"ITPKB",-0.037667378
"ITPKC",0.480790616
"ITPR3",-0.327620563
"ITSN1",0.343420758
"IVL",0.00169236
"IVNS1ABP",-1.095776984
"IXL",-0.061691251
"JAG1",0.782738605
"JAK1",-0.563623454
"JAK2",-0.064061368
"JARID1A",0.499178571
"JARID1B",0.072424284
"JARID1C",0.469257285
"JARID1D",-0.123843737
"JARID2",1.523181098
"JAZF1",-0.268140734
"JDP2",0.126750249
"JMJD1A",-0.066114831
"JMJD1B",-1.471634706
"JMJD1C",0.099322724
"JMJD2A",0.277134338
"JMJD2C",-0.781481924
"JMJD2D",0.058587437
"JMJD3",-0.085421629
"JMY",0.382370705
"JOSD1",-0.179894429
"JOSD3",1.21109125
"JPH1",-0.076537752
"JPH2",-0.0985575
"JRK",-0.371478602
"JRKL",-0.323018464
"JUN",-0.514806889
"JUP",-0.192453067
"KAL1",-0.287191004
"KATNAL1",-0.246429973
"KAZALD1",0.184092726
"KBTBD10",-0.081092295
"KBTBD11",0.237171124
"KBTBD4",0.172287151
"KCMF1",0.083328428
"KCNA1",-0.002467025
"KCNAB2",0.458753503
"KCNB1",0.004241958
"KCND1",-0.131428315
"KCNG2",-0.169553151
"KCNH1",-0.81879411
"KCNH2",0.026003829
"KCNH3",-0.350193707
"KCNH4",0.414116898
"KCNH5",-0.039940019
"KCNH6",0.176470817
"KCNH7",0.003912529
"KCNH8",-0.001076504
"KCNIP3",-1.255934754
"KCNJ15",-0.918825529
"KCNK1",-0.578616842
"KCNK15",-0.039977615
"KCNK7",-0.115544749
"KCNMA1",-0.042587337
"KCNMB3",0.041343211
"KCNMB4",-0.734198924
"KCNN1",-0.216086294
"KCNN4",-0.142677856
"KCNQ3",0.468299826
"KCNQ5",0.332990418
"KCNRG",0.016456458
"KCNS3",0.695238574
"KCNT1",-0.2575747
"KCNV2",-0.04941863
"KCTD1",-0.34425121
"KCTD10",-1.673741096
"KCTD12",0.231686158
"KCTD14",-0.008475012
"KCTD15",0.640582436
"KCTD17",0.062455206
"KCTD5",-1.565326753
"KDELC1",0.012754926
"KDELC2",0.051906431
"KDELR3",-0.239582852
"KEAP1",-0.320308492
"KGFLP1",-0.385577373
"KHDRBS1",0.102763289
"KHDRBS2",0.005411642
"KHDRBS3",-0.351151403
"KHSRP",0.193493711
"KIAA0020",0.060644583
"KIAA0100",0.008588144
"KIAA0101",0.045836342
"KIAA0125",-0.005545556
"KIAA0141",0.361628034
"KIAA0143",1.939679258
"KIAA0146",-1.21169343
"KIAA0182",-0.117019473
"KIAA0232",0.17189852
"KIAA0241",-0.013485854
"KIAA0265",-0.186847049
"KIAA0274",-0.085836439
"KIAA0284",-0.058075418
"KIAA0310",-4.11387264
"KIAA0355",-2.502075151
"KIAA0404",0.240532111
"KIAA0430",-2.719179667
"KIAA0494",1.760671098
"KIAA0515",0.165910791
"KIAA0556",0.09637706
"KIAA0586",0.430249593
"KIAA0692",-1.115384089
"KIAA0738",-0.220644079
"KIAA0746",-0.999880707
"KIAA0776",0.967881037
"KIAA0802",-0.266885606
"KIAA0828",0.361790147
"KIAA0841",-0.142043596
"KIAA0907",-0.781548827
"KIAA1005",-0.181910452
"KIAA1147",-0.308117095
"KIAA1155",-0.370566623
"KIAA1199",0.046118874
"KIAA1305",0.450810337
"KIAA1324",0.329404619
"KIAA1333",-0.792281837
"KIAA1370",0.112224266
"KIAA1394",0.259718021
"KIAA1411",-0.013156433
"KIAA1414",-0.0104138
"KIAA1443",-0.379096466
"KIAA1450",-0.083413694
"KIAA1462",-0.030863982
"KIAA1467",0.072204554
"KIAA1468",-0.367584474
"KIAA1505",-0.14038552
"KIAA1522",-0.032785515
"KIAA1524",0.162776633
"KIAA1529",-0.26398096
"KIAA1546",0.160999635
"KIAA1609",-0.363470147
"KIAA1618",0.550005953
"KIAA1622",-0.030106353
"KIAA1632",-0.125044242
"KIAA1655",0.466576841
"KIAA1666",-0.379679224
"KIAA1688",0.102179478
"KIAA1706",0.502922908
"KIAA1713",0.048012465
"KIAA1718",0.032389999
"KIAA1727",-0.310736082
"KIAA1729",-0.39896774
"KIAA1731",-0.241402781
"KIAA1751",-0.084948452
"KIAA1754L",-0.078316924
"KIAA1772",-0.182451512
"KIAA1794",0.244925281
"KIAA1822",-0.148788641
"KIAA1841",-0.264474785
"KIAA1856",-0.127649297
"KIAA1881",0.000609321
"KIAA1913",-0.455197002
"KIAA1914",1.16680599
"KIAA1920",-0.023132146
"KIAA1946",-0.155732603
"KIAA1949",-0.080824353
"KIAA2013",-0.199223961
"KIAA2018",-0.351216126
"KIF1A",0.025030535
"KIF20A",-1.552901475
"KIF23",0.600851819
"KIF24",0.086454087
"KIF26A",0.118070697
"KIF27",0.081605602
"KIF5A",-0.489733629
"KIF5B",-0.613187555
"KIFAP3",0.196000664
"KIFC3",0.155730545
"KIR2DL4",-0.574618617
"KIR3DL1",0.220494256
"KIRREL",0.292197494
"KIRREL2",0.188231298
"KISS1",-0.610725391
"KISS1R",-2.908942762
"KITLG",0.038829577
"KL",-0.229600928
"KLF1",0.136457403
"KLF10",3.989705285
"KLF11",0.091205634
"KLF12",-0.414491548
"KLF13",0.129682519
"KLF14",0.240620905
"KLF15",0.014920123
"KLF16",-0.592176749
"KLF17",-0.085481524
"KLF2",0.228884604
"KLF3",0.089892648
"KLF4",-2.0945135
"KLF5",1.656708535
"KLF6",0.338165607
"KLF7",-0.355139161
"KLF8",-4.026102866
"KLF9",-0.585539791
"KLHDC1",0.045655567
"KLHDC2",0.028787407
"KLHDC3",0.705660662
"KLHDC5",-0.131682884
"KLHDC8B",-0.094818597
"KLHL11",-0.01267727
"KLHL12",-0.104784252
"KLHL13",-0.197423578
"KLHL14",-0.109532599
"KLHL15",-0.001771908
"KLHL20",-0.05968296
"KLHL21",-0.310305023
"KLHL24",0.079065148
"KLHL4",0.13512089
"KLHL7",0.475489783
"KLHL8",-0.164208659
"KLHL9",0.331277206
"KLK10",-0.397624538
"KLK11",-0.579967485
"KLK15",-0.07021874
"KLK4",-0.725146336
"KLK5",0.391408351
"KLK7",-0.178972033
"KLK8",-0.101548068
"KMO",-0.004605565
"KNS2",-0.12013463
"KNTC1",-0.377162132
"KPNA2",0.021570431
"KPNA3",-0.234549094
"KPNB1",0.090990006
"KRAS",0.521543921
"KRCC1",0.8943768
"KRR1",-0.107023984
"KRT1",0.092163631
"KRT10",-0.21221031
"KRT12",0.004350767
"KRT13",0.023662071
"KRT14",-0.038034773
"KRT15",-0.075641011
"KRT16",-0.038756105
"KRT17",-0.000484032
"KRT18",0.206734164
"KRT19",0.161297059
"KRT2",0.069314349
"KRT20",0.315245204
"KRT23",0.816901917
"KRT24",-0.202286391
"KRT25",-0.075447839
"KRT26",-0.075172038
"KRT27",0.399829227
"KRT28",-0.00597081
"KRT3",-3.294862891
"KRT31",-0.133343753
"KRT32",-0.36722575
"KRT33A",-0.104990267
"KRT33B",0.060392319
"KRT34",-1.939333275
"KRT35",-0.730819894
"KRT36",0.189002162
"KRT37",0.344679707
"KRT38",0.807039294
"KRT4",2.444905827
"KRT40",-0.029293921
"KRT5",0.045774108
"KRT6B",-0.058832226
"KRT6C",-0.032148001
"KRT6E",-0.000466326
"KRT6L",-0.323223168
"KRT7",0.417455794
"KRT71",-0.472336978
"KRT72",-0.37732857
"KRT73",-0.468258124
"KRT74",0.120825418
"KRT75",-0.188542125
"KRT76",-0.507196528
"KRT77",-0.084088346
"KRT78",0.330508501
"KRT8",-1.42934615
"KRT80",-0.488207541
"KRT81",-0.536492696
"KRT82",-0.309782968
"KRT83",-0.599563468
"KRT85",0.385082778
"KRT86",-0.178463768
"KRT9",0.336242181
"KRTAP1-1",0.012015053
"KRTAP1-3",-0.218417403
"KRTAP1-5",-0.394620892
"KRTAP10-10",1.138774504
"KRTAP11-1",-0.847332808
"KRTAP12-1",0.239917838
"KRTAP12-2",-0.120233976
"KRTAP13-1",-0.666320461
"KRTAP13-2",0.006087884
"KRTAP13-3",-0.179951042
"KRTAP13-4",-0.664290424
"KRTAP15-1",-0.370321094
"KRTAP17-1",0.545711744
"KRTAP19-1",-0.524064557
"KRTAP2-1",-1.240396014
"KRTAP2-4",-0.237907504
"KRTAP3-1",-0.495767139
"KRTAP3-2",-0.435821728
"KRTAP3-3",-0.097663762
"KRTAP4-10",0.399872658
"KRTAP4-12",0.257969843
"KRTAP4-14",-0.858933907
"KRTAP4-2",0.390976815
"KRTAP4-3",0.003183746
"KRTAP4-4",0.244095152
"KRTAP4-5",0.255294377
"KRTAP4-7",0.026260036
"KRTAP5-9",3.007237621
"KRTAP6-3",0.010223752
"KRTAP7-1",0.05315683
"KRTAP8-1",0.191759872
"KRTAP9-2",-0.630908199
"KRTAP9-3",-0.147229388
"KRTAP9-4",-0.008177359
"KTN1",-0.064746125
"KY",-0.487073252
"L3MBTL2",-0.034061047
"L3MBTL3",-0.354432369
"L3MBTL4",-0.018902382
"LAIR1",0.201062996
"LAMA2",-0.140272451
"LAMA3",-0.740534155
"LAMA4",-0.425419124
"LAMB3",-0.133786036
"LAMP1",-0.129594528
"LAMP2",-0.735583767
"LANCL1",-0.894487593
"LAPTM4A",-0.018325729
"LAPTM4B",-0.075292113
"LAPTM5",-0.165123664
"LAS1L",-0.130383793
"LASS2",1.607792568
"LASS3",-0.033214074
"LASS4",0.517214902
"LASS5",-0.643589714
"LASS6",2.48545477
"LAT2",0.443513679
"LATS2",0.421074272
"LAYN",-0.058390934
"LBH",4.34732452
"LBR",0.020114966
"LBX1",-0.38930049
"LBX2",-0.48395657
"LCE1A",-0.086130714
"LCE1B",-0.007506798
"LCE1C",-0.387425392
"LCE1D",-0.391075675
"LCE1E",0.123225342
"LCE1F",0.283133801
"LCE2A",0.885962577
"LCE2B",-0.415757219
"LCE2C",-0.236617885
"LCE2D",2.186045364
"LCE3A",-0.067268501
"LCE3B",0.245184536
"LCE3C",0.1312228
"LCE3D",-3.295965095
"LCE3E",-0.38784845
"LCE4A",-0.659973421
"LCE5A",-0.518248873
"LCMT1",-0.093917064
"LCMT2",0.019076037
"LCOR",-0.52956538
"LCORL",-0.405220384
"LCP1",-0.152656067
"LDB1",0.373152281
"LDHA",0.078593273
"LDHC",0.398900401
"LDLR",-2.555971922
"LEF1",-0.260684567
"LELP1",-0.270759517
"LEO1",1.040468534
"LGALS1",-0.187353384
"LGALS7",-0.220534894
"LGALS9",0.373894359
"LGI2",0.153321156
"LGMN",0.088919435
"LGR4",2.405889994
"LGTN",-0.736580017
"LHFPL2",-1.497295984
"LHPP",-0.836024753
"LHX1",2.037807657
"LHX2",-0.303542598
"LHX3",-0.000477479
"LHX4",0.002241002
"LHX5",0.104014298
"LHX6",0.261735858
"LHX9",-0.273264654
"LIF",-0.496865517
"LILRB4",0.128510561
"LIMD1",-0.057000664
"LIMS1",-0.585040272
"LIMS3",0.054575578
"LIN28B",0.003599677
"LIPA",0.286205428
"LIPG",-0.72929245
"LIPH",0.319438579
"LITAF",-2.035259194
"LIX1L",-0.207359989
"LLGL2",-0.537062805
"LMAN2",0.193087757
"LMAN2L",-0.898970152
"LMBR1",-0.303863085
"LMCD1",-0.190248527
"LMO2",-0.024230705
"LMO3",-0.008597683
"LMO4",-0.145897294
"LMO6",-0.117264664
"LMO7",-1.07139806
"LMX1A",-0.15152288
"LMX1B",-0.034600555
"LNX2",0.003733832
"LOC123688",-0.05767127
"LOC124976",-0.602570234
