"Gene","CBX4_Over"
"SERPINB2",0
"SERPINB3",-4.8566
"SERPINB4",-5.6248
"SERPINB5",0
"SERPINB6",0
"SERPINB6",0
"SERPINB7",-1.6084
"SERPINB8",1.6088
"SERPINB8",1.6088
"SERPINB9",-1.5487
"SERPINB9",-1.5487
"SERPINB9P1",0
"SERPINC1",0
"SERPIND1",0
"SERPINE1",0
"SERPINE2",0
"SERPINE3",0
"SERPINF1",0
"SERPINF2",0
"SERPING1",-1.5787
"SERPINH1",0
"SERPINI1",0
"SERPINI2",0
"SERTAD1",0
"SERTAD2",0
"SERTAD3",0
"SERTAD4",-1.6672
"SERTM1",0
"SESN1",0
"SESN1",0
"SESN2",1.5205
"SESN3",0
"SESTD1",0
"set",0
"SET",0
"SET07",0
"SETBP1",0
"SETD1A",0
"SETD1B",0
"SETD2",0
"SETD2",0
"SETD3",0
"SETD4",0
"SETD5",0
"SETD6",0
"SETD7",0
"SETD7",0
"SETD8",0
"SETD8",0
"SETD9",0
"SETDB1",0
"SETDB1",0
"SETDB2",0
"SETMAR",0
"SETX",0
"SEZ6",0
"SEZ6L",0
"SEZ6L2",2.7476
"SF1",0
"SF3A1",0
"SF3A2",0
"SF3A3",0
"SF3B1",0
"SF3B2",0
"SF3B3",-1.5916
"SF3B4",0
"SF3B5",0
"SF3B6",0
"SFI1",0
"sflt",0
"SFMBT1",0
"SFMBT2",0
"SFN",1.9266
"SFPQ",0
"SFR1",0
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SFRS1",0
"SFRS12",0
"SFRS15",0
"SFRS17A",1.6251
"SFRS2",-1.5059
"SFRS2IP",0
"SFRS3",-1.6148
"SFRS6",0
"SFRS6",0
"SFRS7",-1.7526
"SFRS9",0
"SFSWAP",0
"SFT2D1",0
"SFT2D2",1.5127
"SFT2D3",0
"SFTA1P",-1.9495
"SFTA2",0
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0
"SFXN1",0
"SFXN2",-2.5423
"SFXN3",0
"SFXN3",0
"SFXN4",0
"SFXN5",0
"SGCA",0
"SGCB",0
"SGCD",0
"SGCE",0
"SGCG",0
"SGCZ",0
"SGEF",0
"SGF29",0
"SGIP1",0
"SGIP1",0
"SGK",0
"SGK1",0
"SGK2",0
"SGK2",0
"SGK223",0
"SGK3",0
"SGKL",0
"SGLT2",0
"SGMS1",0
"SGMS2",2.1698
"SGO1",0
"SGO2",0
"SGOL1",-3.2235
"SGOL1",-3.2235
"SGOL2",-3.2066
"SGP28",0
"SGPL1",1.6303
"SGPL1",1.6303
"SGPP1",0
"SGPP2",0
"SGPP2",0
"SGRF",0
"SGSH",0
"SGSM1",0
"SGSM2",0
"SGSM3",0
"SGT1",0
"SGTA",0
"SGTB",0
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",0
"SH2B2",0
"SH2B3",-1.7875
"SH2D1A",0
"SH2D1B",-1.7757
"SH2D2A",0
"SH2D3A",0
"SH2D3C",0
"SH2D4A",0
"SH2D5",0
"SH2D5",0
"SH2D7",0
"SH3BGR",0
"SH3BGRL",0
"SH3BGRL2",0
"SH3BGRL3",0
"SH3BP1",-1.8788
"SH3BP1",-1.8788
"SH3BP2",0
"SH3BP4",1.6658
"SH3BP5",0
"SH3BP5L",2.6104
"SH3D19",0
"SH3D19",0
"SH3D21",0
"SH3D5",0
"SH3GL1",0
"SH3GL2",0
"SH3GL3",0
"SH3GLB1",0
"SH3GLB2",0
"SH3KBP1",0
"SH3KBP1",0
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",0
"SH3PXD2B",0
"SH3RF1",1.8942
"SH3RF1",1.8942
"SH3RF2",0
"SH3RF3",0
"SH3TC1",0
"SH3TC2",0
"SH3TC2",0
"SH3YL1",0
"SHANK",0
"SHANK1",0
"SHANK3",-1.5715
"SHARPIN",0
"SHB",0
"SHB",0
"SHBG",0
"SHC1",0
"SHC1",0
"SHC2",0
"SHC3",0
"SHC4",0
"SHC4",0
"SHCBP1",-5.0262
"SHCBP1L",0
"SHD",0
"SHE",0
"SHF",-2.8034
"SHF",-2.8034
"SHFM1",0
"SHH",0
"SHISA2",0
"SHISA3",0
"SHISA4",0
"SHISA5",0
"SHISA6",0
"SHISA7",0
"SHISA9",0
"SHKBP1",0
"SHMT",0
"SHMT1",-2.1971
"SHMT2",-1.9388
"SHMT2",-1.9388
"SHOC2",0
"SHOX",0
"SHOX",0
"SHOX2",0
"SHPRH",0
"SHQ1",0
"SHROOM1",0
"SHROOM2",0
"SHROOM3",0
"SHROOM4",0
"SHTN1",0
"SI",0
"SIAE",0
"SIAH1",0
"SIAH2",0
"SIAH3",0
"SIAHBP1",0
"SIAHBP1",0
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0
"SIDT2",0
"SIG11",0
"SIGIRR",1.8053
"SIGLEC1",0
"SIGLEC1",0
"SIGLEC10",0
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",0
"SIGLEC7",0
"SIGLEC8",0
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",-1.6273
"SIK1",0
"SIK2",0
"SIK3",1.9032
"SIKE1",0
"sIL-6R",0
"SIL1",0
"SIM1",0
"SIM2",0
"SIMC1",0
"SIN3A",0
"SIN3B",0
"SIP1",-1.6118
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",0
"SIPA1L1",0
"SIPA1L2",0
"SIPA1L3",0
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",-1.8996
"SIRPB1",0
"SIRPB1",0
"SIRPB2",0
"SIRPD",0
"SIRPG",0
"SIRT1",1.5002
"SIRT2",0
"SIRT3",0
"SIRT3",0
"SIRT3",0
"SIRT4",1.7554
"SIRT5",-1.7436
"SIRT5",-1.7436
"SIRT6",1.6164
"SIRT7",1.8404
"SIT1",0
"SIVA1",-1.8781
"SIX1",0
"SIX2",0
"SIX3",0
"SIX4",0
"SIX5",0
"SIX6",0
"SKA1",-2.7811
"SKA2",-1.6796
"SKA3",-5.7217
"SKAP1",0
"SKAP2",0
"SKB1",0
"SKI",1.8317
"SKI",1.8317
"SKIDA1",0
"SKIL",1.7599
"SKIV2L",0
"SKIV2L2",0
"SKP1",1.5303
"SKP1A",0
"SKP2",-1.8438
"SLA",0
"SLA/LP",0
"SLA/LP",0
"SLA2",0
"SLAIN1",0
"SLAIN2",1.6661
"SLAMF1",0
"SLAMF6",0
"SLAMF7",0
"SLAMF8",0
"SLAMF9",1.9023
"SLBP",0
"SLC10A1",0
"SLC10A2",0
"SLC10A3",0
"SLC10A4",0
"SLC10A5",0
"SLC10A6",0
"SLC10A7",0
"SLC10A7",0
"SLC11A1",0
"SLC11A1",0
"SLC11A2",0
"SLC12A1",0
"SLC12A2",0
"SLC12A3",0
"SLC12A4",1.9024
"SLC12A5",0
"SLC12A6",0
"SLC12A7",1.8212
"SLC12A9",0
"SLC13A1",0
"SLC13A2",0
"SLC13A3",1.5153
"SLC13A4",0
"SLC13A5",-2.2764
"SLC14A1",0
"SLC14A2",0
"SLC15A1",0
"SLC15A2",0
"SLC15A3",0
"SLC15A4",0
"SLC15A5",0
"SLC16A1",0
"SLC16A10",0
"SLC16A11",0
"SLC16A12",0
"SLC16A13",0
"SLC16A14",0
"SLC16A2",1.6635
"SLC16A3",0
"SLC16A4",0
"SLC16A5",0
"SLC16A6",0
"SLC16A7",0
"SLC16A8",0
"SLC16A9",-3.2559
"SLC17A1",0
"SLC17A2",0
"SLC17A3",0
"SLC17A4",0
"SLC17A5",1.717
"SLC17A6",0
"SLC17A7",0
"SLC17A8",0
"SLC18A1",0
"SLC18A2",0
"SLC18A3",0
"SLC18B1",0
"SLC19A1",-2.4998
"SLC19A2",0
"SLC19A3",0
"SLC1A1",0
"SLC1A1",0
"SLC1A2",0
"SLC1A3",0
"SLC1A3",0
"SLC1A4",0
"SLC1A4",0
"SLC1A5",0
"SLC1A6",-1.4779
"SLC1A7",0
"SLC20A1",0
"SLC20A1",0
"SLC20A2",2.766
"SLC21A11",0
"SLC21A12",0
"SLC21A14",0
"SLC21A3",0
"SLC21A8",0
"SLC22A1",0
"SLC22A10",0
"SLC22A11",0
"SLC22A12",0
"SLC22A13",1.5093
"SLC22A14",0
"SLC22A15",0
"SLC22A16",0
"SLC22A17",0
"SLC22A18",0
"SLC22A18AS",0
"SLC22A2",0
"SLC22A20",0
"SLC22A23",0
"SLC22A24",0
"SLC22A25",0
"SLC22A3",-2.0352
"SLC22A4",0
"SLC22A5",3.1067
"SLC22A6",0
"SLC22A7",0
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",0
"SLC23A3",0
"SLC24A1",0
"SLC24A2",0
"SLC24A3",0
"SLC24A3",0
"SLC24A4",0
"SLC24A5",0
"SLC24A6",0
"SLC25A1",0
"SLC25A10",-2.5695
"SLC25A11",0
"SLC25A12",0
"SLC25A13",0
"SLC25A13",0
"SLC25A14",0
"SLC25A15",-1.6606
"SLC25A16",0
"SLC25A17",0
"SLC25A18",0
"SLC25A19",0
"SLC25A2",0
"SLC25A20",0
"SLC25A21",0
"SLC25A22",0
"SLC25A23",0
"SLC25A23",0
"SLC25A24",0
"SLC25A25",0
"SLC25A25",0
"SLC25A26",0
"SLC25A27",0
"SLC25A28",0
"SLC25A29",-1.6545
"SLC25A3",0
"SLC25A30",0
"SLC25A31",0
"SLC25A32",0
"SLC25A33",0
"SLC25A34",0
"SLC25A35",0
"SLC25A36",0
"SLC25A37",0
"SLC25A37",0
"SLC25A38",0
"SLC25A39",0
"SLC25A4",2.0838
"SLC25A40",-1.861
"SLC25A40",-1.861
"SLC25A40",-1.861
"SLC25A41",0
"SLC25A42",0
"SLC25A43",0
"SLC25A44",0
"SLC25A45",0
"SLC25A46",0
"SLC25A47",0
"SLC25A5",-1.5649
"SLC25A5-AS1",0
"SLC25A51",0
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",-1.5975
"SLC25A6",0
"SLC26A1",0
"SLC26A10",0
"SLC26A10",0
"SLC26A11",1.5187
"SLC26A2",0
"SLC26A3",0
"SLC26A4",0
"SLC26A5",0
"SLC26A6",0
"SLC26A7",0
"SLC26A8",0
"SLC26A9",0
"SLC27A1",0
"SLC27A2",0
"SLC27A3",-1.5541
"SLC27A4",0
"SLC27A5",-2.52
"SLC27A6",0
"SLC28A1",0
"SLC28A2",0
"SLC28A3",1.8515
"SLC29A1",-3.6115
"SLC29A2",0
"SLC29A3",2.067
"SLC29A4",0
"SLC2A1",-2.2375
"SLC2A10",0
"SLC2A11",0
"SLC2A12",1.662
"SLC2A13",0
"SLC2A14",0
"SLC2A2",0
"SLC2A3",0
"SLC2A3",0
"SLC2A4",0
"SLC2A4",0
"SLC2A4RG",-2.154
"SLC2A4RG",-2.154
"SLC2A5",-1.9262
"SLC2A6",0
"SLC2A7",0
"SLC2A8",0
"SLC2A9",-1.5433
"SLC30A1",1.8185
"SLC30A1",1.8185
"SLC30A10",0
"SLC30A2",0
"SLC30A3",0
"SLC30A4",0
"SLC30A5",0
"SLC30A6",0
"SLC30A7",0
"SLC30A8",0
"SLC30A9",0
"SLC31A1",0
"SLC31A2",2.167
"SLC32A1",0
"SLC33A1",0
"SLC34A1",0
"SLC34A3",0
"SLC35A1",0
"SLC35A1",0
"SLC35A2",0
"SLC35A2",0
"SLC35A3",0
"SLC35A4",0
"SLC35A5",0
"SLC35B1",0
"SLC35B2",0
"SLC35B3",0
"SLC35B4",0
"SLC35B4",0
"SLC35C1",0
"SLC35C2",0
"SLC35D1",0
"SLC35D2",0
"SLC35D3",0
"SLC35E1",0
"SLC35E2",0
"SLC35E2B",0
"SLC35E3",0
"SLC35E3",0
"SLC35E4",0
"SLC35F1",0
"SLC35F2",0
"SLC35F3",1.6582
"SLC35F4",0
"SLC35F5",0
"SLC35F6",0
"SLC35G1",0
"SLC35G2",0
"SLC35G3",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",0
"SLC36A2",0
"SLC36A3",0
"SLC36A4",0
"SLC37A1",0
"SLC37A2",0
"SLC37A3",0
"SLC37A3",0
"SLC37A3",0
"SLC37A4",0
"SLC38A1",0
"SLC38A10",-1.8649
"SLC38A11",0
"SLC38A2",0
"SLC38A2",0
"SLC38A3",0
"SLC38A4",0
"SLC38A5",-3.1378
"SLC38A6",0
"SLC38A7",1.5502
"SLC38A8",0
"SLC38A9",0
"SLC39A1",0
"SLC39A10",0
"SLC39A11",0
"SLC39A11",0
"SLC39A12",0
"SLC39A14",0
"SLC39A2",-2.3919
"SLC39A3",0
"SLC39A3",0
"SLC39A3",0
"SLC39A4",0
"SLC39A5",0
"SLC39A6",0
"SLC39A6",0
"SLC39A7",0
"SLC39A8",0
"SLC39A9",1.8265
"SLC3A1",0
"SLC3A2",1.5898
"SLC40A1",0
"SLC41A1",0
"SLC41A2",2.7244
"SLC41A3",0
"SLC43A1",0
"SLC43A2",0
"SLC43A2",0
"SLC43A3",-2.1269
"SLC43A3",-2.1269
"SLC44A1",-2.1098
"SLC44A2",0
"SLC44A3",0
"SLC44A4",1.8309
"SLC44A5",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",0
"SLC46A1",0
"SLC46A2",0
"SLC46A3",1.8156
"SLC47A1",0
"SLC47A2",-1.643
"SLC48A1",0
"SLC4A1",2.2329
"SLC4A10",0
"SLC4A11",0
"SLC4A1AP",1.5523
"SLC4A2",0
"SLC4A4",0
"SLC4A4",0
"SLC4A5",0
"SLC4A7",0
"SLC4A8",0
"SLC4A9",0
"SLC50A1",0
"SLC51A",0
"SLC51B",0
"SLC52A1",0
"SLC52A2",0
"SLC52A3",0
"SLC5A1",0
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",0
"SLC5A3",0
"SLC5A4",0
"SLC5A5",0
"SLC5A6",0
"SLC5A6",0
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",1.7378
"SLC6A14",-4.0011
"SLC6A15",-1.7411
"SLC6A15",-1.7411
"SLC6A15",-1.7411
"SLC6A16",0
"SLC6A17",0
"SLC6A18",0
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",1.4946
"SLC6A7",0
"SLC6A8",0
"SLC6A8",0
"SLC6A9",0
"SLC7A1",0
"SLC7A10",0
"SLC7A11",0
"SLC7A13",0
"SLC7A14",0
"SLC7A2",0
"SLC7A3",0
"SLC7A4",-1.6495
"SLC7A5",0
"SLC7A6",2.19
"SLC7A6",2.19
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",-1.7801
"SLC7A9",0
"SLC8A1",0
"SLC8A1",0
"SLC8A2",1.8787
"SLC8A3",0
"SLC8B1",0
"SLC9A1",2.2048
"SLC9A2",0
"SLC9A3",0
"SLC9A3R1",0
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0
"SLC9A6",0
"SLC9A7",0
"SLC9A8",0
"SLC9A9",0
"SLC9A9",0
"SLC9B2",0
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",0
"SLCO3A1",0
"SLCO4A1",0
"SLCO4C1",0
"SLCO4C1",0
"SLCO5A1",0
"SLCO6A1",0
"SLF1",0
"SLF2",0
"SLFN11",0
"SLFN12",0
"SLFN13",0
"SLFN14",0
"SLFN5",0
"SLFNL1",0
"SLIRP",0
"SLIT1",0
"SLIT2",2.0038
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",1.7918
"SLK",0
"SLMAP",0
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",0
"SLPI",0
"SLTM",0
"SLTM",0
"SLU7",1.9828
"SLURP1",0
"SLX1B",0
"SLX4",0
"SLX4IP",0
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",0
"SMAD1",0
"SMAD2",0
"SMAD3",-1.5202
"SMAD3",-1.5202
"SMAD4",0
"SMAD5",0
"SMAD6",0
"SMAD7",1.8321
"SMAD9",0
"SMAGP",-1.842
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",1.5851
"SMAP2",0
"SMARCA1",0
"SMARCA2",0
"SMARCA2",0
"SMARCA4",0
"SMARCA4",0
"SMARCA5",0
"SMARCA6",0
"SMARCAD1",0
"SMARCAL1",0
"SMARCB1",0
"SMARCC1",0
"SMARCC1",0
"SMARCC2",0
"SMARCC2",0
"SMARCD1",0
"SMARCD1",0
"SMARCD2",0
"SMARCD3",0
"SMARCE1",0
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",-2.1261
"SMC1A",-2.1261
"SMC2",-2.2274
"SMC3",0
"SMC4",-2.3268
"SMC5",1.5286
"SMC6",-1.541
"SMCHD1",0
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",0
"SMCR7",2.3426
"SMCR7L",0
"SMCR7L",0
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",0
"SMG5",0
"SMG6",0
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",0
"smoc1",0
"SMOC1",-1.7106
"SMOC1",-1.7106
"SMOC2",-3.7939
"SMOH",0
"SMOX",2.0787
"SMP1",0
"SMPD1",2.6778
"SMPD2",0
"SMPD3",0
"SMPD4",0
"SMPDL3A",0
"SMPDL3A",0
"SMPDL3B",0
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",1.5065
"SMURF1",1.5065
"SMURF2",1.9128
"SMURF2",1.9128
"SMYD1",0
"SMYD2",0
"SMYD3",0
"SMYD3",0
"SMYD4",0
"SMYD4",0
"SMYD5",0
"SN",0
"S0.0G1",0
"S0.0I1",1.5759
"S0.0I2",-3.1827
"S0.0I3",0
"S0.0P23",1.5668
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",0
"S0.0PC2",0
"S0.0PC3",0
"S0.0PC4",0
"S0.0PC4",0
"S0.0PC5",0
"S0.0PC5",0
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0
"SNCG",0
"SND1",0
"SND1-IT1",0
"SNED1",0
"SNF1LK",0
"SNF1LK",0
"SNF1LK",0
"SNF8",0
"SNFT",0
"SNHG5",0
"SNHG8",0
"SNIP1",1.5652
"SNIP1",1.5652
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",1.5069
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",0
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",0
"SNRK",0
"SNRK",0
"SNRNP200",0
"SNRNP25",-1.5885
"SNRNP27",0
"SNRNP35",0
"SNRNP40",-1.5752
"SNRNP48",1.7658
"SNRNP70",0
"SNRPA",-1.6764
"SNRPA",-1.6764
"SNRPA",-1.6764
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",-1.8361
"SNRPD2",0
"SNRPD3",0
"SNRPE",-1.4779
"SNRPEP2",0
"SNRPF",-2.2653
"SNRPG",-1.6008
"SNRPN",0
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",0
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",-1.7102
"SNURF",0
"SNURFL",0
"SNW1",0
"SNX 3A",0
"SNX1",0
"SNX10",0
"SNX11",1.5551
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",1.804
"SNX17",0
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",0
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",0
"SNX5",-1.4659
"SNX6",0
"SNX7",0
"SNX8",0
"SNX9",0
"SNX9",0
"SOAT1",0
"SOAT1",0
"SOAT1",0
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",0
"SOCS1",0
"SOCS2",0
"SOCS2",0
"SOCS3",1.5554
"SOCS3",1.5554
"SOCS4",0
"SOCS5",0
"SOCS5",0
"SOCS6",0
"SOCS7",0
"SOD1",1.496
"SOD2",1.6832
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0
"SOHLH1",0
"SOHLH2",0
"SOHLH2",0
"SOLH",-1.5432
"SON",0
"SORBS1",0
"SORBS1",0
"SORBS1",0
"SORBS2",0
"SORBS3",0
"SORCS1",0
"SORCS2",-2.2128
"SORCS3",0
"SORD",-1.547
"SORL1",-3.2764
"SORT1",0
"SORT1",0
"SOS1",0
"SOS2",1.5281
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0
"SOX1",0
"SOX10",0
"SOX10",0
"SOX11",0
"SOX11",0
"SOX12",0
"SOX12",0
"SOX13",0
"SOX14",0
"SOX15",1.5711
"SOX17",0
"SOX17",0
"SOX18",0
"SOX2",0
"SOX2",0
"SOX21",0
"SOX21",0
"SOX3",0
"SOX3",0
"SOX30",0
"SOX4",1.8174
"SOX4",1.8174
"SOX5",0
"SOX5",0
"SOX5",0
"SOX6",-1.7983
"SOX7",0
"SOX7",0
"SOX8",0
"SOX8",0
"SOX9",0
"SP1",1.7134
"SP1",1.7134
"SP100",-1.9003
"SP100",-1.9003
"SP100",-1.9003
"SP100-B",0
"SP110",0
"SP140",0
"SP140L",0
"SP192",0
"SP2",0
"SP2",0
"SP3",0
"SP3",0
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",1.8706
"SP5",1.8706
"SP5",1.8706
"SP6",0
"SP7",0
"SP8",0
"SP9",0
"SPA17",0
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",0
"SPAG1",0
"SPAG11A",0
"SPAG11B",0
"SPAG16",-1.7204
"SPAG16",-1.7204
"SPAG17",0
"SPAG4",0
"SPAG5",-4.2461
"SPAG6",0
"SPAG6",0
"SPAG7",0
"SPAG8",0
"SPAG9",1.7887
"SPAM1",0
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",1.6117
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",0
"SPATA18",0
"SPATA18",0
"SPATA18",0
"SPATA19",0
"SPATA2",0
"SPATA20",0
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",0
"SPATA6",0
"SPATA6",0
"SPATA6L",0
"SPATA7",0
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",0
"SPATS2L",0
"SPBC25",0
"SPBPBP",0
"SPC25",-4.8595
"SPCS1",0
"SPCS2",0
"SPCS3",0
"SPDEF",0
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",0
"SPEN",0
"SPEN",0
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",0
"SPG4",0
"SPG7",0
"SPG7",0
"SPG7",0
"SPHAR",0
"SPHK1",1.6674
"SPHK2",0
"SPHKAP",0
"SPI1",0
"SPIB",0
"SPIB",0
"SPIC",0
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",-1.72
"SPINK1",7.4451
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",-2.618
"SPINK5L3",-1.6502
"SPINK6",-1.7663
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",0
"SPINT1",1.8407
"SPINT2",0
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0
"SPIRE2",0
"SPN",0
"SPNS1",1.5142
"SPNS2",2.4159
"SPNS3",0
"SPO11",0
"SPOCD1",-1.9568
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",0
"SPP2",0
"SPPL2A",1.8062
"SPPL2B",0
"SPPL2C",0
"SPPL3",0
"SPR",1.7945
"SPR1",0
"SPRED1",0
"SPRED1",0
"SPRED2",0
"SPRED3",0
"SPRN",0
"SPRR1A",-1.7936
"SPRR1A",-1.7936
"SPRR1B",0
"SPRR2A",0
"SPRR2B",0
"SPRR2C",0
"SPRR2D",0
"SPRR2E",0
"SPRR2F",0
"SPRR2G",0
"SPRR3",-2.2397
"SPRR4",0
"SPRTN",0
"SPRY1",0
"SPRY2",1.8758
"SPRY3",0
"SPRY4",0
"SPRYD3",0
"SPRYD7",0
"SPSB1",2.994
"SPSB1",2.994
"SPSB2",0
"SPSB3",1.5923
"SPSB4",0
"SPTA1",0
"SPTAN1",2.4584
"SPTB",0
"SPTBN1",0
"SPTBN2",0
"SPTBN3",0
"SPTBN4",0
"SPTBN5",-1.5845
"SPTLC1",1.6611
"SPTLC2",0
"SPTLC2",0
"SPTLC3",0
