"Gene","STAT3"
"CHST10",0.022649907
"CHST11",-0.477444981
"CHST2",-0.441353018
"CHST4",-0.477400498
"CHST6",0.533005747
"CHST7",-0.006006305
"CHURC1",-0.167143494
"CIAO1",-0.15531073
"CIAPIN1",0.325788026
"CIB2",1.554106236
"CIC",0.361873805
"CIITA",-0.331650164
"CIP29",0.211351045
"CIR",-0.29301527
"CIRBP",1.512750652
"CIT",-0.973090939
"CITED1",-0.374400025
"CITED2",-0.246088532
"CITED4",-0.077320178
"CKAP2L",-0.162947768
"CKAP5",-0.167704804
"CKB",-0.537427989
"CKLF",0.121544213
"CKS1B",-2.71550671
"CKS2",-0.039868246
"CLASP1",-0.173453179
"CLASP2",-0.113875049
"CLCA2",0.658999934
"CLCF1",0.117462408
"CLCN1",0.640137835
"CLCN2",-0.285823139
"CLCN3",-0.0283269
"CLCN5",0.247250292
"CLCN7",0.152543946
"CLDN1",1.040605771
"CLDN12",-1.130574019
"CLDN16",-0.078713831
"CLDN3",0.07338023
"CLDN4",-1.290255692
"CLDN7",-0.102190949
"CLEC1A",-0.14623506
"CLEC2D",0.601816415
"CLEC4E",0.14036995
"CLEC4G",0.617071752
"CLEC4M",1.264396713
"CLIC3",-0.054870679
"CLIPR-59",-0.5436282
"CLN6",1.479034095
"CLOCK",-0.532626343
"CLPTM1L",0.040484799
"CLSPN",0.177177665
"CLTC",0.074393504
"CLTCL1",-0.061276544
"CLUL1",-0.027824039
"CLYBL",-0.06625613
"CMAH",-0.226566464
"CMBL",0.326438971
"CMTM1",0.435897733
"CNBP",0.35219278
"CNDP2",-7.141351357
"CNIH3",-0.044040641
"CNNM1",0.28869524
"CNNM4",0.922029637
"CNOT1",-0.03804973
"CNOT2",-0.348393004
"CNOT3",0.036144561
"CNOT4",-0.436214728
"CNOT6",-0.377507416
"CNOT6L",0.113347861
"CNOT7",0.031825022
"CNOT8",6.817651807
"CNR1",-0.527140503
"CNTN1",-0.355770224
"CNTNAP1",-0.592354406
"COBL",0.249477282
"COBLL1",-0.192642418
"COBRA1",-0.317263797
"COCH",0.059915843
"COG2",-0.961633401
"COG4",1.808995981
"COG5",2.084421243
"COG7",-0.068753837
"COL13A1",0.250484553
"COL14A1",0.108165091
"COL2A1",0.580498374
"COL3A1",-0.251500613
"COL4A5",-1.247891609
"COL4A6",-0.083909875
"COL5A1",-0.28733026
"COL8A2",0.146046648
"COLEC12",-0.042281143
"COMMD10",0.036525773
"COMMD7",0.25478549
"COMP",0.125368777
"COMT",-0.149099785
"COPA",-0.352843477
"COPB2",0.048667891
"COPG",-1.211644596
"COPS2",0.542759975
"COPS4",0.010088497
"COPS6",-0.028516254
"COQ10B",-0.087036495
"COQ5",0.49574115
"COQ6",0.166006036
"COQ7",0.155057278
"CORO1C",-1.152054427
"COVA1",0.214449196
"COX15",0.003785296
"COX17",-0.341798966
"COX18",-0.19610409
"COX4I1",-0.256476009
"COX5A",-0.263346586
"COX6B1",-0.060104888
"COX7A2",-0.043486878
"COX7A2L",0.114634605
"COX7B",-0.381102382
"COX7C",-0.074879686
"CPA6",-0.178468845
"CPEB2",-0.162103064
"CPNE6",0.460247235
"CPNE8",-0.236896609
"CPOX",-1.023262
"CPS1",-0.038211447
"CPSF3L",0.110139025
"CPT2",-1.556116419
"CPVL",-0.138077489
"CRABP2",0.014753488
"CRADD",-0.140935809
"CRAMP1L",-0.150522002
"CRB2",0.198887821
"CRCT1",-0.973936586
"CREB1",-0.227819274
"CREB3",-5.187357354
"CREB3L1",-1.775864292
"CREB3L3",-0.458382947
"CREB3L4",-0.187792979
"CREB5",-0.23638459
"CREBBP",0.186831113
"CREBL1",0.47409428
"CREBL2",-0.579714886
"CREBZF",-0.6426473
"CREG1",2.654073909
"CRELD2",0.014725558
"CREM",-0.416851577
"CRIPAK",0.025657101
"CRISP2",-0.27389976
"CRISPLD2",-0.07711992
"CRK",-0.520131749
"CRNN",-0.096121541
"CROT",-0.803026176
"CRSP2",-0.21090984
"CRSP3",-0.090946293
"CRSP6",-0.548773023
"CRSP7",1.414272258
"CRSP8",0.265171516
"CRSP9",-0.310276782
"CRTC1",-0.304000011
"CRTC2",0.006850183
"CRTC3",-0.228553746
"CRX",0.335872098
"CRY1",-0.278103565
"CRY2",-0.222853574
"CRYAA",0.091518852
"CRYAB",-1.25819866
"CRYBA4",-0.218498548
"CRYGD",0.405797429
"CRYL1",0.284676141
"CRYM",0.243573653
"CRYZ",0.550263374
"CSDA",0.733773437
"CSDC2",-0.451371425
"CSDE1",0.5853544
"CSF2",-0.175106583
"CSF2RA",0.052279382
"CSK",-0.089443688
"CSN2",-0.40626795
"CSNK1A1",0.399647611
"CSNK1D",-0.220886501
"CSNK1E",1.194738026
"CSNK1G1",-0.137446995
"CSNK1G2",-1.669786481
"CSPG2",0.377728703
"CSPG5",0.153933417
"CST6",-1.410403335
"CSTA",-0.076908156
"CSTL1",-0.387502909
"CTBP1",-5.22804305
"CTBP2",-0.105456371
"CTBS",0.144498417
"CTCF",-0.556212582
"CTCFL",-0.03642617
"CTDSP1",0.313812649
"CTDSP2",-0.01951071
"CTDSPL",2.415739983
"CTGF",-0.941861126
"CTGLF4",0.082578207
"CTGLF5",-0.289518114
"CTH",0.317222096
"CTNNB1",-0.184814553
"CTNNBIP1",-0.128010186
"CTNND1",-0.280077825
"CTNND2",-0.126401737
"CTNS",0.266408165
"CTPS",-0.001338206
"CTPS2",-0.174215986
"CTR9",0.369443436
"CTSB",-0.138949827
"CTSC",2.193570656
"CTSF",0.615049884
"CTSK",-0.276724089
"CTSL",-0.21666127
"CTSL2",-0.342768846
"CTSO",0.051103096
"CTSS",-0.386303859
"CTTN",-0.227182705
"CTXN1",0.233562721
"CUEDC2",0.429970694
"CUGBP1",0.272964252
"CUTA",-0.137265386
"CUTL1",-0.214197582
"CUTL2",-0.034849788
"CX3CL1",-0.434020437
"CXCL1",0.375497246
"CXCL10",-0.425150154
"CXCL11",-0.096815647
"CXCL14",-0.928828834
"CXCL2",-1.36169528
"CXCL5",-1.388937008
"CXCR7",4.445337066
"CXorf34",-0.077580491
"CXorf38",0.026999611
"CXorf43",-0.295134407
"CXorf45",-0.357869766
"CXorf6",0.180005175
"CXXC1",-2.10656671
"CXXC5",1.324344972
"CXYorf2",0.090557638
"CYB561",-0.454738637
"CYB5A",0.213169681
"CYB5D2",1.110430064
"CYB5R1",-0.012777664
"CYBRD1",0.17475199
"CYFIP1",0.688669588
"CYFIP2",0.096991456
"CYGB",-0.400026697
"CYHR1",0.769079529
"CYLN2",0.25996005
"CYP17A1",-0.566172621
"CYP1A1",0.519112943
"CYP1B1",-7.109820954
"CYP20A1",-0.270854388
"CYP26B1",-0.300833961
"CYP2A6",0.195744854
"CYP2C8",-0.159359693
"CYP2W1",0.232566577
"CYP3A5",0.283532999
"CYP4V2",-0.23217485
"CYP51A1",0.695476721
"CYR61",0.084217884
"CYTL1",-0.409057298
"CYYR1",-0.21554085
"D21S2056E",0.250751423
"D4S234E",-0.079074536
"DAB1",-0.514771611
"DAB2",-0.281833224
"DACH1",-0.032132272
"DACH2",0.133260298
"DACT1",-0.157455579
"DAK",0.294019094
"DALRD3",-0.680185551
"DAPK1",-0.287701773
"DAPK3",-0.003405846
"DAPP1",-0.835822923
"DAXX",0.240975163
"DAZAP2",-0.028778316
"DBI",-0.035400217
"DBN1",-0.614539778
"DBNDD1",-0.441869333
"DBP",0.000366895
"DBR1",-0.367035698
"DBT",-0.186274116
"DBX2",-0.067541746
"DCBLD1",-0.162784143
"DCC1",-0.218718993
"DCD",-0.31774051
"DCK",-0.881462439
"DCLRE1B",-0.1457926
"DCLRE1C",0.006093771
"DCN",-0.831213097
"DCST1",-0.52604278
"DCTN1",0.537936291
"DCTN4",0.582662673
"DCUN1D3",-1.570840277
"DCUN1D4",-0.126314017
"DDAH1",0.430399788
"DDHD2",-0.654686513
"DDIT3",0.691242014
"DDIT4",-0.083406109
"DDIT4L",-0.246618408
"DDX11",0.914997454
"DDX17",0.108819821
"DDX20",1.942093127
"DDX21",0.324870321
"DDX28",-0.409870449
"DDX39",-0.183296869
"DDX47",-0.09068504
"DDX5",0.144623204
"DDX52",-4.373057811
"DDX54",-1.554539363
"DDX55",-0.490178746
"DDX59",-0.31372179
"DEAF1",0.512074875
"DEDD",-0.439238853
"DEDD2",-0.531725843
"DEFB1",-0.025819087
"DEFB126",0.03418814
"DEK",-0.015175606
"DENND1A",-0.029591352
"DENND2C",-0.316626314
"DENND2D",0.289778013
"DENND3",0.882507784
"DENND4A",-0.102174157
"DENND4C",-0.664782896
"DENR",1.636112646
"DEPDC1",-0.168889213
"DERA",-0.023924787
"DERL2",0.392237804
"DES",0.102505859
"DFNA5",0.188900043
"DGCR8",0.387133111
"DGKA",-0.590825846
"DGKQ",0.288917723
"DHPS",0.364915756
"DHRS1",-0.059072417
"DHRS12",-0.045325814
"DHRS2",0.555566363
"DHRS3",3.4e-05
"DHRS7B",-3.838417541
"DHX32",-0.595806556
"DHX40",-0.148472431
"DIABLO",0.115868885
"DIAPH3",0.243393855
"DICER1",-0.055822877
"DIP",-0.179649656
"DIP13B",-0.12750077
"DIP2A",0.193972191
"DISC1",-0.044946791
"DKC1",0.021391947
"DKFZp313A2432",0.090298254
"DKFZp434N035",-0.052222008
"DKFZP434P211",-0.055599249
"DKFZP586H2123",0.107435268
"DKFZp586I1420",0.135266408
"DKFZP686A01247",-0.048778259
"DKFZp686D0972",1.163955501
"DKFZP686E2158",0.578123881
"DKFZp686L1814",0.061724973
"DKFZp761E198",0.218480719
"DKFZp762E1312",-0.549326962
"DKFZp762P2111",0.134547329
"DKFZp779O175",0.141606711
"DKK1",0.234319178
"DLC1",0.713151274
"DLEU1",-4.419579313
"DLG1",-0.779709982
"DLG5",-0.234348714
"DLK1",-0.375768318
"DLL1",-0.951169802
"DLST",-0.070437978
"DLX1",-0.126441366
"DLX2",-0.21438154
"DLX3",-0.376698346
"DLX4",0.278669997
"DLX5",-0.103233989
"DLX6",0.106536903
"DMAP1",-0.229412421
"DMBX1",-0.646664945
"DMC1",-0.090526104
"DMD",-0.034464507
"DMKN",-0.149616353
"DMRT1",-0.091926493
"DMRT2",-0.042825269
"DMRT3",0.124710323
"DMRTA1",0.004048141
"DMRTB1",0.409611678
"DMRTC1",-0.397111521
"DMRTC2",-0.032166269
"DMTF1",-0.043202786
"DMWD",0.00364393
"DMXL2",-0.289140418
"DNAH17",-0.205942176
"DNAJA1",0.192292342
"DNAJA3",-0.273026228
"DNAJB11",-0.007799864
"DNAJB2",0.096544028
"DNAJB5",0.848732341
"DNAJB6",0.390952326
"DNAJB9",-0.348706336
"DNAJC11",-0.027284699
"DNAJC13",-0.358452533
"DNAJC16",0.061808504
"DNAJC3",0.775646793
"DNAJC6",0.086052584
"DNAJC8",0.004677908
"DNAJC9",-0.147644999
"DNAL4",0.523413978
"DNAPTP6",0.034422694
"DNER",-0.538262984
"DNM3",0.384193503
"DNMBP",0.018148014
"DNMT1",-3.324652109
"DNMT3A",0.042894599
"DNMT3B",0.034928087
"DNTTIP2",-0.021881418
"DOCK1",-0.518375514
"DOCK10",-0.142110254
"DOCK11",-0.041020624
"DOCK4",-0.008988328
"DOCK6",0.137758657
"DOCK9",-1.32935208
"DOK2",0.354230715
"DOK4",-0.025859098
"DOK5",-0.207948242
"DOM3Z",0.065768092
"DONSON",-0.00862466
"DPF1",0.109740516
"DPF2",-0.053317983
"DPF3",0.081570171
"DPP4",-0.052411602
"DPYD",-0.417408631
"DR1",-0.421110685
"DRAP1",-0.140508132
"DRD3",0.33809711
"DRD4",-0.291518251
"DRD5",-0.153826488
"DSC1",-2.305504495
"DSC2",-1.212375649
"DSC3",-0.632316288
"DSCAML1",-0.099834724
"DSCR1",-1.230391981
"DSCR1L2",-0.341306164
"DSG1",0.178786084
"DSG4",0.003871773
"DTL",0.439920167
"DTNA",-0.040265473
"DTNB",0.076192017
"DTX3",0.384085781
"DTX4",0.033408138
"DUS2L",-0.976274851
"DUSP1",0.595129003
"DUSP10",-0.029020146
"DUSP13",0.058017304
"DUSP2",1.560646777
"DUSP4",0.142073418
"DUSP5",-0.618500517
"DUSP6",-0.141909545
"DUX3",-0.553463992
"DVL1",-0.176447362
"DVL3",0.091528457
"DYM",-0.407759639
"DYNC1I1",0.29401529
"DYNC2H1",-0.860524395
"DYNLL1",0.070179004
"DYRK1B",-0.413314059
"DYRK3",-0.288940234
"DYRK4",3.247450976
"DYSF",-0.017480912
"E2F1",2.287050696
"E2F2",-0.654272759
"E2F3",1.11711692
"E2F4",-1.214615813
"E2F5",-0.331408015
"E2F6",-0.367670026
"E2F7",-3.165557836
"E2F8",0.092497574
"E4F1",0.720387925
"EAF1",-0.616837921
"EAF2",-1.018586404
"EBF1",-0.026704442
"EBF2",-0.069884305
"EBF3",0.060523842
"EBI3",0.229094863
"ECD",0.089954977
"ECOP",-0.202892767
"ECSIT",-2.378903501
"ECT2",-0.731554545
"EDA",-0.169800528
"EDA2R",-0.521226763
"EDEM1",0.821015282
"EDF1",0.01944103
"EDG1",-0.835204261
"EDG4",-0.143532436
"EDG7",-0.185874954
"EDG8",-0.028244394
"EDN1",-0.217349119
"EDN2",-0.118986582
"EDNRA",-0.453680731
"EEA1",0.205497977
"EED",0.153828429
"EEF1D",-0.108383784
"EEF1E1",0.100738353
"EEF2",-0.031209363
"EFEMP1",-0.118000978
"EFHA1",0.252249027
"EFHC1",0.282245306
"EFHD2",-0.061367247
"EFNA1",0.155656648
"EFNA2",0.395905462
"EFNA3",-0.266535673
"EFNA5",-0.273722694
"EFNB1",-0.150852226
"EFNB2",-0.518768926
"EFS",-1.186275449
"EGF",-0.164809199
"EGFL7",0.166792534
"EGLN1",-0.211969401
"EGLN3",-0.056267918
"EGR1",-0.875230651
"EGR2",0.265146178
"EGR3",0.708728044
"EGR4",-0.00712173
"EHD1",-0.257897324
"EHD3",-0.060923037
"EHD4",-2.104951956
"EHF",0.439195666
"EHMT1",-0.241291714
"EHMT2",0.567517289
"EI24",0.029458112
"EID1",0.292129633
"EID2",0.755626473
"EID2B",-0.002607795
"EID3",-0.268503047
"EIF1",-0.131200056
"EIF2AK2",1.091620643
"EIF2AK3",-0.017695952
"EIF2B5",-0.354515917
"EIF2C1",-0.229104087
"EIF2C2",1.429740138
"EIF2C3",0.049231932
"EIF2C4",-0.058185774
"EIF3S1",-0.003863663
"EIF3S10",-0.137452394
"EIF3S12",-0.005780677
"EIF3S8",-0.088241002
"EIF4E",0.826035037
"EIF4E2",-0.024206636
"EIF4EBP1",-0.43563308
"EIF4EBP2",0.697904167
"EIF4G2",0.209140516
"EIF4G3",0.014571808
"EIF5A2",-0.224330958
"EIF5B",-0.67827016
"ELA1",-0.247267544
"ELAC1",0.100432444
"ELAVL1",1.121792834
"ELAVL2",0.330608716
"ELF1",-0.942841711
"ELF2",0.071151152
"ELF3",-1.121926654
"ELF4",-0.870472696
"ELF5",0.131445065
"ELK1",0.087044594
"ELK3",-0.126896733
"ELK4",-0.343767192
"ELL",-0.631095738
"ELL2",0.308480765
"ELL3",-1.053061931
"ELMO3",-0.395975598
"ELOF1",0.826458397
"ELOVL4",0.189550859
"ELOVL6",-0.161852114
"ELP3",-0.078988744
"ELP4",0.384189281
"EMILIN1",0.657302219
"EMILIN2",0.182212948
"EMILIN3",-0.490719065
"EML1",0.124332816
"EML2",-1.10922311
"EMP1",-0.126782271
"EMP2",-0.646685435
"EMX1",-0.65669512
"EMX2",-0.024702563
"EN1",-0.111024844
"EN2",-0.519744549
"ENAH",0.044792102
"ENC1",0.578306567
"ENG",-0.367881663
"ENO1",-0.016093867
"ENPP1",0.059353849
"ENTPD1",-0.035570537
"ENTPD3",-0.566395535
"ENTPD5",-0.037991297
"ENTPD7",-0.494517839
"ENTPD8",0.03562639
"ENY2",0.029716089
"EOMES",0.232422981
"EP300",0.096577834
"EP400",0.264053469
"EPAS1",0.185367895
"EPB41",-0.067397307
"EPB41L1",0.056006219
"EPB41L2",-0.626945763
"EPB41L3",-0.413182963
"EPB41L4B",-0.038947918
"EPC1",0.314156632
"EPC2",0.352118697
"EPGN",0.3187873
"EPHA2",-1.293595228
"EPHA5",-0.030910051
"EPHB2",0.312175479
"EPHB3",0.775450902
"EPHB4",-0.118122177
"EPHX2",0.503143597
"EPN3",0.338776997
"EPO",-0.172177534
"EPRS",-0.008461078
"EPS15",-0.276966367
"EPS8",0.385196609
"EPS8L2",-0.446982729
"EPS8L3",-0.444534472
"ERBB3",0.4518184
"ERBB4",0.09390591
"ERC1",-0.120429787
"ERCC2",-1.338134472
"ERCC3",2.306642662
"ERCC5",-0.039729906
"ERCC6",0.164772751
"ERCC8",-0.186877613
"EREG",-0.323908194
"ERF",0.37562115
"ERG",-0.370244394
"ERGIC2",0.686134896
"ERN1",0.457879205
"ERN2",0.819647222
"ERO1LB",0.108716574
"ERRFI1",-0.002601227
"ESCO2",0.351664017
"ESD",-0.195143415
"ESF1",0.676265974
"ESPL1",-0.418553029
"ESR2",-0.284254375
"ESRRB",0.023625361
"ESRRG",0.007318738
"ESX1",-0.183069641
"ETFA",2.770121549
"ETNK1",-0.267630294
"ETS1",-0.276469233
"ETS2",0.270221961
"ETV1",0.141503506
"ETV3",-0.866705594
"ETV4",1.130241673
"ETV5",-0.009587789
"ETV6",0.038358992
"ETV7",0.645628514
"EVA1",-1.385454215
"EVC",-0.014240522
"EVI1",-0.182783889
"EVI2B",-0.248309735
"EVI5L",-0.619829481
"EVPL",-0.034680624
"EVX1",-3.10163022
"EWSR1",-1.434879268
"EXO1",0.353580647
"EXOC4",-1.213733664
"EXOC6",0.938699278
"EXOC8",-0.356475181
"EXOSC10",-0.181471012
"EXOSC4",-0.005633284
"EXOSC5",0.292780641
"EXOSC6",-0.24155473
"EXOSC7",0.204872827
"EXOSC9",0.302303408
"EXPH5",0.021327483
"EXT1",-0.130526408
"EXT2",-0.024532406
"EXTL2",-0.112585703
"EYA1",0.049973267
"EYA2",-0.15888655
"EYA3",0.1011207
"EYA4",-0.040828184
"EZH1",0.106190901
"EZH2",0.030379927
"F11R",0.156768536
"F2R",-0.127008402
"F2RL1",-0.619943405
"F2RL3",0.17295712
"F3",0.84282459
"F8A1",-0.572203427
"FABP3",-0.346317391
"FABP4",-0.045001255
"FABP5",0.114008009
"FADS1",-1.081641809
"FAF1",-0.158244383
"FAH",-1.60124486
"FAM100B",-0.279463789
"FAM101A",-0.316859074
"FAM101B",0.080549162
"FAM102A",-0.40029399
"FAM104A",-3.367389107
"FAM106A",0.117624886
"FAM107A",-0.371295036
"FAM109B",0.696996135
"FAM110C",-0.075025986
"FAM111A",-0.005593349
"FAM111B",0.210403838
"FAM113B",0.005325542
"FAM114A1",-0.251564664
"FAM118A",-0.277166406
"FAM119B",-0.051770237
"FAM11B",-0.106576857
"FAM120B",-0.064377062
"FAM123A",0.092960099
"FAM123B",0.320995138
"FAM127A",-0.181605719
"FAM129A",0.128940057
"FAM14A",-0.152201836
"FAM32A",0.023676743
"FAM35A",-0.381718009
"FAM3C",0.637536647
"FAM40B",-0.116474751
"FAM43B",0.021153996
"FAM46A",1.212685258
"FAM46B",0.245971028
"FAM48A",-0.323003809
"FAM49A",0.296234435
"FAM49B",0.051562506
"FAM53B",-2.711281917
"FAM54A",1.466422893
"FAM57A",-0.060307727
"FAM59A",0.803891362
"FAM60A",0.204909419
"FAM63A",0.135090031
"FAM64A",-1.508059592
"FAM69B",0.026577299
"FAM79A",-1.862891654
"FAM79B",0.781714616
"FAM80B",-0.206441931
"FAM83A",0.342672058
"FAM83D",-0.897708601
"FAM83H",-0.010426084
"FAM84A",4.930056598
"FAM84B",-1.102678994
"FAM89B",0.114622608
"FAM8A1",-0.032088748
"FAM98A",0.63774815
"FAM9B",-0.166049567
"FANCA",1.003913585
"FANCC",0.61894874
"FANCD2",0.267306932
"FANCE",-0.574806264
"FANCG",-1.077155631
"FANCL",-0.510381149
"FARS2",-0.32888742
"FAS",-0.494619594
"FASN",-1.347682233
"FASTKD5",0.483179825
"FBLIM1",-0.017288831
"FBXL10",-0.22383437
"FBXL11",-0.883390803
"FBXL16",0.186168447
"FBXL18",-0.297459399
"FBXL20",-0.185656332
"FBXL3",3.728149475
"FBXL4",-0.110704809
"FBXO16",-0.043896708
"FBXO17",0.19528521
"FBXO2",-0.074253855
"FBXO21",-0.080187345
"FBXO22",-0.098299879
"FBXO28",-0.446657429
"FBXO3",-0.779294118
"FBXO32",-0.039483898
"FBXO36",-0.002348113
"FBXO42",0.608419766
"FBXO44",-0.197410853
"FBXO5",0.216275222
"FBXO8",-0.738510229
"FBXW10",0.02840012
"FBXW2",-0.09628645
"FCGBP",0.261332721
"FCGR2A",-0.653167658
"FCGR2B",0.168732427
"FCHO1",0.160340696
"FCRL3",-0.039965814
"FCRL4",-0.38959511
"FDFT1",0.023166116
"FDPS",-0.006518279
"FDPSL2A",-0.031522671
"FEM1B",0.445159126
"FEM1C",-0.113960127
"FER1L4",0.120981095
"FERD3L",-0.013248794
"FES",0.236681091
"FEV",-0.098925439
"FEZ1",-1.273153982
"FEZ2",0.478137753
"FEZF2",-0.035744686
"FGF1",-0.290062695
"FGF10",-0.045652664
"FGF13",0.100574569
"FGF19",0.286537173
"FGF2",-0.009672831
"FGF23",-0.345250659
"FGF5",-0.408182522
"FGFBP1",0.147583412
"FGFR3",-0.280092251
"FGFRL1",-0.375411449
"FGL2",-0.455022612
"FH",-0.135831536
"FHL2",-0.082415625
"FHOD3",-0.950201238
"FIBP",-0.193503661
"FIGF",-0.237855312
"FIGNL1",0.004708481
"FILIP1L",-3.11076266
"FIP1L1",0.156911194
"FIZ1",0.064520606
"FJX1",-0.305247231
"FKBP1B",1.050065712
"FKBP3",-0.020950043
"FKBP5",0.197921987
"FLCN",0.362982324
"FLG",1.573692949
"FLI1",-0.246469356
"FLII",0.052042659
"FLJ00049",-0.145351665
"FLJ10038",1.617033195
"FLJ10159",-0.190406865
"FLJ10815",0.786255448
"FLJ11151",-0.345072507
"FLJ11171",-0.072783508
"FLJ11184",0.316487032
"FLJ11236",-0.138636572
"FLJ11292",0.130716
"FLJ11783",0.059653243
"FLJ12886",0.237117132
"FLJ13195",-0.225973825
"FLJ14213",-0.125779538
"FLJ14668",-0.003686173
"FLJ14803",-1.199762741
"FLJ14959",-0.027438561
"FLJ16478",-0.680289282
"FLJ16542",-0.043340835
"FLJ20105",-0.425700783
"FLJ20273",-0.136705509
"FLJ20323",0.327711278
"FLJ20581",0.543690431
"FLJ20701",-0.748464895
"FLJ20920",-0.936264302
"FLJ21511",-2.084705358
"FLJ21767",-0.467871718
"FLJ21839",-0.40653582
"FLJ21908",-0.614849248
"FLJ21963",-0.360243632
"FLJ22028",-0.262390508
"FLJ22374",0.211333213
"FLJ22662",-0.80655256
"FLJ22675",0.203319185
"FLJ23588",0.240334442
"FLJ23861",-0.00520975
"FLJ25006",0.108731017
"FLJ25328",-0.144873061
"FLJ25416",0.167690426
"FLJ25476",0.550663627
"FLJ25680",0.538489912
"FLJ25778",0.104840768
"FLJ25801",0.262033618
"FLJ31568",-0.341903996
"FLJ31715",-0.049950813
"FLJ31818",-0.468531665
"FLJ32679",0.115222565
"FLJ33590",-0.328213584
"FLJ34870",0.041732629
"FLJ35379",-0.070580028
"FLJ36070",0.429470947
"FLJ38359",-4.346471477
"FLJ38482",-0.07948129
"FLJ38576",0.293101059
"FLJ38964",0.31784106
"FLJ39378",-0.432400693
"FLJ40092",-0.403491263
"FLJ40869",0.015002667
"FLJ43339",-0.214863875
"FLNA",1.562288599
"FLOT1",-1.361871091
"FLOT2",-0.201078065
"FLRT1",-0.047961803
"FLRT2",-0.227063439
"FLRT3",0.999290677
"FLT4",-0.830242883
"FMN1",-0.226449112
"FMNL2",-2.111327778
"FMO3",-0.210414861
"FMO4",-0.020049177
"FN3KRP",-0.208367576
"FNBP1",-0.260168404
"FNDC3A",0.045022441
"FNIP1",-0.035811742
"FNTA",-0.010389686
"FOLR3",-0.40325845
"FOS",-0.672822151
"FOSB",0.228848856
"FOSL1",0.255151466
"FOXA1",-0.336622672
"FOXA2",0.632193989
"FOXA3",0.012921222
"FOXB1",-0.19994168
"FOXC1",1.873353676
"FOXC2",-0.168194136
"FOXD1",0.832690783
"FOXD2",-0.128622898
"FOXD3",2.241972724
"FOXD4",-0.236858099
"FOXE1",0.133314022
"FOXE3",0.023320175
"FOXF1",-0.636354374
"FOXF2",0.334386919
"FOXG1B",0.074084558
"FOXH1",-0.421085312
"FOXI1",-0.226777831
"FOXJ1",0.298460625
"FOXJ2",-0.083871726
"FOXJ3",0.317109076
"FOXK1",-0.71841151
"FOXK2",-0.350425905
"FOXL1",0.37591859
"FOXM1",3.136642183
"FOXN1",0.018221606
"FOXN2",0.595225835
"FOXO1A",-0.47683263
"FOXO3A",-0.028726599
"FOXP1",-0.979029492
"FOXP2",0.443757234
"FOXP3",0.185371196
"FOXP4",-0.064604366
"FOXQ1",0.947286259
"FOXR1",-0.224296102
"FOXRED2",0.124596844
"FPGS",-2.990673052
"FRAT1",-0.013971356
"FRMD4B",-0.119711583
"FRMD5",-0.250430244
"FRRS1",-0.151197354
"FRYL",-0.120240037
"FSD1",0.156109249
"FST",0.061280857
"FSTL1",0.161926615
"FSTL3",0.071552553
"FTH1",-0.02833541
"FTO",0.19136862
"FTS",-0.128926155
"FTSJ1",-0.928120258
"FTSJ2",-0.229589603
"FUBP1",1.441845879
"FUBP3",1.175563073
"FUCA1",-2.512942406
"FUS",-0.066730829
"FUT10",0.128649006
"FUT6",-0.290066301
"FVT1",-0.100448323
"FXYD1",-0.180908046
"FXYD2",-0.238291698
"FXYD3",0.188648023
"FXYD6",0.392021643
"FZD1",-0.556422003
"FZD10",0.323561586
"FZD2",0.47163164
"FZD3",-0.142722081
"FZD6",-0.278041639
"FZD9",0.096799059
"FZR1",0.131177919
"G3BP1",-0.314460938
"G3BP2",-0.314665579
"GAA",-0.60564834
"GAB1",-0.147522828
"GABARAPL1",0.024936937
"GABARAPL3",0.019844499
"GABPA",-0.117686599
"GABPB2",-1.134973511
"GABRA4",0.028875754
"GABRB3",0.090270945
"GABRD",0.158693503
"GABRE",-2.550074571
"GADD45A",0.288386316
"GADD45B",0.054146817
"GAL",0.050796694
"GALC",-0.003166878
"GALE",-2.304369328
"GALK1",0.039656003
"GALK2",1.225383997
"GALM",0.018551388
"GALNACT-2",-0.492636962
"GALNS",-0.241786452
"GALNT11",-0.412967647
"GALNT3",0.160562455
"GALNT5",0.309618056
"GALNT7",-1.738796413
"GAPDH",0.050371224
"GARNL4",-0.252444768
"GART",0.050364689
"GAS2L3",0.160915016
"GAS6",-0.133625861
"GATA1",0.053302152
"GATA2",0.051135332
"GATA3",0.416915737
"GATA5",-0.063666751
"GATA6",-0.062663266
"GATAD1",-0.121896976
"GATAD2A",0.086855513
"GATAD2B",-0.580339281
"GATS",0.03332153
"GBAS",-0.600950057
"GBE1",0.398252399
"GBP1",-1.842629875
"GBP2",-0.702509211
"GBP6",0.257033156
"GBX2",-0.087984993
"GCET2",0.112202062
"GCH1",-0.222925631
"GCLC",3.364077635
"GCM1",1.039240543
"GCM2",0.353093995
"GCN5L2",-0.100957181
"GCNT1",-0.141344383
"GCNT2",-0.241156559
"Gcom1",-0.20378154
"GCSH",0.084899587
"GDAP1L1",-0.205328887
"GDF15",3.079437371
"GDF2",-0.127644984
"GDF6",-0.675061207
"GDF8",-0.04269816
"GDI2",0.343418877
"GDNF",0.394093988
"GDPD2",-0.072489619
"GDPD3",-0.764640474
"GEFT",-0.465468813
"GEMIN8",0.363297868
"GENX-3414",-0.430700664
"GFAP",-0.25711558
"GFI1",0.241918084
"GFI1B",-0.3952899
"GFPT1",7.951782878
