"Gene","STAT3"
"GFRA1",0.000904439
"GGA2",-0.064889886
"GGA3",0.31549209
"GGT1",-0.373550816
"GGT2",-0.465461614
"GGT6",-0.058358325
"GGTL3",0.217618063
"GHR",-0.364917961
"GHRH",-0.085242823
"GINS1",0.15831037
"GINS3",-0.508605988
"GINS4",0.18699775
"GIPC3",0.25619772
"GIT1",0.194112394
"GJA12",0.713616314
"GJA5",0.1588975
"GJA7",0.08015291
"GJB2",0.392990311
"GJB6",1.544132559
"GK",0.34899814
"GLB1L",0.146921586
"GLCCI1",-0.566931551
"GLCE",0.015892919
"GLDN",-0.134488775
"GLI1",0.418214566
"GLI2",0.013371691
"GLI3",0.603439965
"GLIPR1",-0.246014155
"GLIS1",0.549285718
"GLIS2",-0.060661645
"GLIS3",-0.104798353
"GLRA3",0.337054605
"GLRX",-0.469920823
"GLRX2",0.663072733
"GLS",-0.581820451
"GLT25D2",-0.515385346
"GLTP",-0.099021899
"GLTSCR2",-3.622580156
"GLUL",-2.096049361
"GM632",-2.19061932
"GMCL1",0.047431421
"GMCL1L",0.039234991
"GMDS",-0.046638107
"GMEB1",-0.06660033
"GMEB2",0.153525633
"GMNN",-0.151235468
"GMPPB",-1.084752953
"GMPR",0.043877414
"GMPR2",-0.007610169
"GNA11",0.927153813
"GNA13",-0.165709666
"GNA15",0.88801932
"GNAL",0.09866482
"GNAO1",-0.00035492
"GNAZ",-0.412185104
"GNB2L1",-0.046490181
"GNB5",0.314729091
"GNG11",-0.001106192
"GNG2",-0.421105581
"GNPAT",0.535634223
"GNPDA1",-0.240777249
"GNRH2",0.246155817
"GNRHR2",-0.339414737
"GNS",-0.1210003
"GOLGA8A",-0.646664025
"GOLGB1",-0.320654245
"GOLPH2",-0.005428648
"GOLPH3",2.382755316
"GOLPH3L",0.809504253
"GOLPH4",0.094662567
"GOLT1A",-0.311516573
"GOLT1B",-0.017743161
"GON4L",-1.253021401
"GORASP1",-0.055801507
"GORASP2",-0.255563292
"GOT2",0.155974444
"GPATCH2",-0.36126447
"GPBP1",-0.22870554
"GPBP1L1",-1.877384129
"GPC1",-0.093168936
"GPC2",0.629630991
"GPC4",-0.585303189
"GPC5",0.041021938
"GPD1L",-0.291922016
"GPD2",-0.731543388
"GPHN",-0.168480864
"GPM6B",0.101217964
"GPNMB",0.277485472
"GPR109A",0.520599742
"GPR109B",4.765864113
"GPR110",-0.461259079
"GPR125",-0.042258946
"GPR137C",-0.018784544
"GPR153",-0.677099563
"GPR155",-0.76324153
"GPR157",0.005251714
"GPR161",0.069052396
"GPR18",-0.064351962
"GPR180",-0.396566493
"GPR25",0.068563543
"GPR37",-0.283131061
"GPR44",-0.09345798
"GPR50",0.206820703
"GPR64",0.157139173
"GPR65",0.127697688
"GPR88",-0.067705933
"GPRC5A",0.214956377
"GPRC5B",0.361819537
"GPS2",-0.133451572
"GPSM1",-4.545272181
"GPT2",0.7835193
"GPX3",0.772627541
"GPX4",-0.083283829
"GRAMD1B",-0.127286487
"GRAMD2",-0.178850596
"GRAMD3",-0.969649369
"GRB10",0.464106151
"GRB2",2.812083171
"GRHL1",-0.762983102
"GRHL3",-0.292859829
"GRHPR",0.336463756
"GRIA4",0.249533446
"GRIN1",5.309665571
"GRIN2C",-0.496937378
"GRIN3B",0.175814667
"GRINL1A",-0.027988422
"GRK1",-0.657152807
"GRK5",-0.998991933
"GRLF1",0.185992083
"GRM5",0.236001471
"GRM8",-0.533866437
"GRPEL2",1.773777618
"GRTP1",-0.141403718
"GSC",-0.131283827
"GSCL",0.027945385
"GSG2",0.336509143
"GSH1",0.506214331
"GSH2",0.15783315
"GSK3B",2.709147893
"GSN",0.167353303
"GSR",-0.056335078
"GSTA4",-1.009989766
"GSTCD",0.119053685
"GSTM3",0.055439922
"GSTO1",-0.088833277
"GSTZ1",0.871964976
"GTDC1",-0.802903549
"GTF2A1",0.048384246
"GTF2A2",0.473049008
"GTF2B",0.526191902
"GTF2E1",2.710745934
"GTF2E2",1.178847422
"GTF2F1",0.069841837
"GTF2F2",0.182356327
"GTF2H1",0.791553529
"GTF2H3",0.038084727
"GTF2H4",0.437599984
"GTF2H5",0.114390284
"GTF2I",0.409706093
"GTF2IRD1",-0.963592419
"GTF2IRD2",-0.237480401
"GTPBP1",-2.151563304
"GTPBP3",0.453642771
"GTPBP4",-0.187864065
"GTPBP6",-0.116453269
"GTSE1",-0.091067806
"GUCY1A3",0.042807572
"GUK1",-0.095260941
"GUP1",0.038716561
"GUSBL1",0.261020959
"GUSBP1",0.188131245
"GYG1",1.394375826
"GYG2",-0.178300798
"GYLTL1B",2.415143917
"GZF1",0.150132095
"H19",0.087268929
"H1F0",0.315753792
"H1FX",-0.033095847
"H2-ALPHA",-0.104562717
"H2AFX",-0.408923272
"H2AFY",-0.091197072
"H2AFY2",-0.323864895
"H6PD",-0.674915433
"HAAO",-0.506156356
"HAB1",-0.277568089
"HABP4",-0.329947403
"HACE1",-0.227559856
"HADHA",-0.136609414
"HAND1",0.366202534
"HAND2",-0.265164948
"HAP1",-0.103601651
"HAPLN2",0.238265552
"HAPLN4",0.260873733
"HAS2",-0.206105233
"HAS3",-5.387378238
"HAT1",-0.120563945
"HAX1",-0.148307363
"HBEGF",0.345681175
"HBP1",-0.123099059
"HCFC1",-0.413443379
"HCFC2",-0.087055686
"HCG12",-1.226087197
"HCG27",0.207223811
"HCG3",-0.285581676
"HCLS1",-0.411711729
"HCST",0.629772778
"HDAC1",0.159086466
"HDAC10",0.162499119
"HDAC11",-0.231447287
"HDAC2",0.128994958
"HDAC3",-0.527642051
"HDAC4",-0.176766337
"HDAC5",0.914168666
"HDAC6",-0.825467014
"HDAC7A",1.740949118
"HDAC8",-0.067765666
"HDAC9",-0.085224185
"HDGF",0.231084281
"HEATR3",-0.079202585
"HEATR5A",-0.617359698
"HEBP2",-0.170434257
"HECA",0.172688532
"HEG1",-0.404552858
"HELLS",-0.258555342
"HEMK1",0.322878932
"HEPH",-1.108602342
"HERC3",-0.149284658
"HERPUD1",-0.185016602
"HERPUD2",-0.094945235
"HES1",0.012870412
"HES2",0.471786107
"HES4",-0.34776852
"HES5",0.084878197
"HES6",0.2084899
"HESX1",-0.072061848
"HEXIM1",-0.259573817
"HEXIM2",-7.005503268
"HEY1",0.030321684
"HEY2",-0.406097275
"HEYL",0.193145782
"HFE",-0.142930612
"HGS",-1.125595713
"HGSNAT",0.095649229
"HHEX",0.064633552
"HIAT1",0.244192515
"HIBCH",0.892265536
"HIC1",0.03066165
"HIC2",1.67621008
"HIF1A",0.53818591
"HIF1AN",-0.302108916
"HIF3A",0.382229445
"HIGD2A",-1.228764577
"HILS1",-0.117575223
"HINT1",-0.043091756
"HIP1",-0.201801447
"HIP2",-2.726438302
"HIPK1",0.355462101
"HIPK2",1.596684407
"HIRA",-0.640419265
"HISPPD1",-0.7481572
"HIST1H1A",-1.462694436
"HIST1H1B",1.354674605
"HIST1H1C",-0.483178985
"HIST1H1D",-2.21984932
"HIST1H1E",9.185113925
"HIST1H2AB",0.733475077
"HIST1H2AH",-0.560603972
"HIST1H2AM",0.793229716
"HIST1H2BB",0.37275485
"HIST1H2BE",-0.076263816
"HIST1H2BG",0.399763889
"HIST1H2BM",-1.964377569
"HIST1H3A",-0.092928352
"HIST1H3B",0.171969437
"HIST1H3D",0.523019995
"HIST1H3E",-0.171191658
"HIST1H4A",0.250382095
"HIST1H4B",-0.412552482
"HIST1H4D",-1.260824555
"HIST1H4H",0.732612872
"HIST1H4L",-0.339410512
"HIST2H2AA4",0.951172536
"HIST2H2AB",0.49352453
"HIST2H2BE",0.216995649
"HIST3H2A",-0.063791876
"HIVEP1",-0.420920599
"HIVEP2",-4.288215683
"HIVEP3",0.314383721
"HK1",0.150371517
"HK2",0.333964607
"HKR1",0.055308139
"HLA-DMB",-0.034959138
"HLA-DQA1",-0.327393952
"HLA-DQA2",-0.036946459
"HLCS",0.454476954
"HLF",0.007033772
"HLTF",-0.309031928
"HLX1",-0.001116455
"HLXB9",-0.548106214
"HMBOX1",2.9275699
"HMG20A",-0.523211886
"HMG20B",-1.019784878
"HMG2L1",-0.567880198
"HMGA1",-0.306897888
"HMGA2",-1.381591528
"HMGB1",-0.284557046
"HMGB2",-0.005822884
"HMGCL",1.680796011
"HMGCR",0.042102541
"HMGCS1",-0.037843389
"HMGN2",0.032525892
"HMGN4",0.239522128
"HMHB1",0.875699047
"HMOX1",1.114458141
"HMX1",0.232289401
"HMX2",-0.012912247
"HN1L",-0.314411461
"HNF4A",-0.035566655
"HNF4G",-0.362853968
"HNMT",-0.103920403
"HNRPA1",-0.118438983
"HNRPAB",1.748125769
"HNRPD",-1.041715589
"HNRPDL",-1.00270346
"HNRPH2",0.726085254
"HNRPUL1",-0.076565462
"HNT",0.090741096
"HOOK1",0.223429725
"HOP",-0.788761537
"HOXA1",-0.298270534
"HOXA10",0.255824615
"HOXA11",-0.060168702
"HOXA13",-0.034250729
"HOXA2",0.047562623
"HOXA3",-0.143194057
"HOXA4",0.078804267
"HOXA5",-0.171250948
"HOXA6",0.22727833
"HOXA7",-1.54809008
"HOXA9",0.401978444
"HOXB1",-0.427749248
"HOXB13",-0.473180831
"HOXB2",0.341846853
"HOXB3",0.176641971
"HOXB4",0.028730289
"HOXB5",0.070118639
"HOXB6",0.173960221
"HOXB7",-0.028750253
"HOXB8",-0.031245534
"HOXB9",0.345419449
"HOXC10",-0.005876904
"HOXC11",-0.023570102
"HOXC12",-0.023249582
"HOXC13",-0.105569454
"HOXC4",-0.15822063
"HOXC5",-0.319673295
"HOXC6",-0.179010604
"HOXC8",-0.183959301
"HOXC9",-0.145185216
"HOXD1",-0.714640331
"HOXD10",-0.001436783
"HOXD11",0.190549951
"HOXD12",-0.098838904
"HOXD13",-0.794717433
"HOXD3",-0.50605435
"HOXD4",-0.073110731
"HOXD8",-0.192771135
"HOXD9",-0.401335402
"HPCA",0.136650876
"HPGD",0.258788489
"HPRT1",-0.029406532
"HPS4",2.720967664
"HPSE",-0.165636635
"HPX",0.164196576
"HR",-0.423590762
"HRH1",0.28452076
"HRSP12",1.311477164
"HS1BP3",-0.058005928
"HS3ST1",0.267678079
"HS3ST2",-0.334001594
"HS3ST3B1",-0.910798097
"HS3ST4",-0.042015621
"HSBP1",0.624226072
"HSD17B1",1.179337691
"HSD17B2",-0.256704343
"HSD17B4",1.179288414
"HSD17B6",-0.255612498
"HSD17B8",-1.55196866
"HSF1",-0.17209303
"HSF2",-0.22141672
"HSF4",-0.73365684
"HSF5",0.090019775
"HSFX1",-0.554084592
"HSP90B1",-0.136124829
"HSPA12A",-0.375365188
"HSPA2",1.742409366
"HSPA4L",-1.776713257
"HSPA5",-0.377789192
"HSPA8",-0.0166356
"HSPA9",0.087669411
"HSPB1",0.020181995
"HSPB2",0.900312485
"HSPB8",-0.264424531
"HSPBAP1",0.124900298
"HSPC105",0.130967226
"HSPC159",0.082692114
"HSPC171",-0.408914049
"HSPH1",0.01552685
"HSU79275",0.578188689
"HSZFP36",0.052173119
"HTATIP",3.418270719
"HTATIP2",0.327203496
"HTATSF1",-0.071181929
"HTR1A",-0.262042743
"HTR1B",-0.882178684
"HTR1D",-0.292291937
"HTR2C",-0.193345538
"HTR7",-1.519551459
"HTRA1",-0.381602393
"HTRA3",0.283141356
"HUS1",-0.206391505
"HYAL1",0.000119037
"HYI",-0.780732912
"HYOU1",-0.926157458
"IBRDC2",-1.519501799
"IBRDC3",-0.357505054
"ICAM1",-0.251577246
"ICAM5",0.388699413
"ICK",0.32795366
"ID1",0.119024231
"ID2",0.127506663
"ID3",-2.876250818
"ID4",-0.021736254
"IDE",-1.532734546
"IDH2",-0.525746894
"IDH3A",-0.932227817
"IDH3B",-0.185194096
"IDI1",0.363669304
"IDUA",0.070011258
"IER2",-0.165709757
"IER3",0.027294903
"IFI16",0.47709509
"IFI30",-0.505297764
"IFIT1",0.572601276
"IFIT2",0.221942306
"IFITM1",-0.38716509
"IFITM2",-0.197548879
"IFNAR2",0.194838599
"IFNB1",0.036366211
"IFNG",-0.083442601
"IFNGR2",-2.66624073
"IFNK",-0.355448695
"IFRD1",-1.534862705
"IFRD2",-0.13913421
"IFT20",-0.218449864
"IFT57",-0.150379927
"IFT80",-0.271267025
"IFT81",-0.0003774
"IFT88",-0.254709857
"IGBP1",-0.364682578
"IGF1",0.469986825
"IGF1R",0.125619787
"IGF2",-0.451186092
"IGF2BP2",-0.027292806
"IGF2BP3",-0.372149156
"IGFBP2",-0.079664984
"IGFBP3",-5.002326304
"IGFBP4",-0.258056995
"IGFBP5",-0.117765404
"IGFBPL1",-0.339699184
"IGFL2",-1.220028579
"IGHD",-0.367794255
"IGHMBP2",-0.189855033
"IGSF1",-0.347258383
"IGSF22",-0.002053929
"IGSF4",0.214776895
"IGSF4C",0.107607784
"IHPK1",-0.098233188
"IK",0.164943645
"IKBKAP",0.275137486
"IKBKB",-0.363794206
"IKBKE",0.087469379
"IKBKG",-0.105858787
"IKZF1",-0.042487603
"IKZF2",-1.570367588
"IKZF3",-0.037425053
"IKZF4",0.090699813
"IKZF5",0.069918865
"IL10",0.069384646
"IL11",0.151059255
"IL12B",0.506222248
"IL12RB1",0.126087402
"IL16",-0.279935458
"IL17A",-0.546268405
"IL17F",-0.494304351
"IL17RB",-0.224521133
"IL17RC",0.369959647
"IL17RD",0.032443151
"IL1B",0.301804838
"IL1F5",0.391224637
"IL1F7",0.293554746
"IL1F9",0.446273725
"IL1R1",0.184375994
"IL1R2",-0.41023957
"IL1RAP",-0.298802417
"IL1RAPL1",-0.026322836
"IL1RL1",0.05276434
"IL1RN",-0.540399071
"IL2",-0.055537014
"IL20",-0.551396097
"IL20RA",0.316668053
"IL20RB",-0.170624441
"IL22",-0.128609277
"IL24",-0.562919784
"IL25",-0.031521544
"IL29",-0.444904834
"IL31RA",-0.03442767
"IL32",-0.43497319
"IL33",-0.766763582
"IL4",-0.047811037
"IL4I1",-0.174442663
"IL5",-0.118407248
"IL5RA",0.381022329
"IL6",-2.393982045
"IL6R",0.886622954
"IL7R",0.259742035
"IL8",-1.820559928
"IL8RA",0.040524717
"ILF2",0.048208691
"ILF3",-0.095455185
"IMPA2",-0.432892444
"IMPACT",0.23494297
"IMPDH1",-0.287371504
"IMPDH2",-0.166245328
"INA",-0.463209541
"INADL",0.054208239
"INCA",-0.134287162
"ING1",-0.577027043
"ING2",0.199217588
"ING3",-0.070425739
"ING4",0.614836581
"ING5",0.19335062
"INHBA",0.204889266
"INOC1",-0.217917199
"INPP4B",0.948091072
"INPP5F",-0.557023583
"INS",0.257038196
"INSIG1",0.131827508
"INSIG2",-0.287100619
"INSL5",0.499784744
"INSM1",-0.452172118
"INSM2",0.321353352
"INSR",0.095197621
"INTS6",-0.619989095
"INTS8",-0.709439803
"INTU",-0.029018169
"IPMK",0.340959135
"IPO13",-0.238617375
"IPO7",2.624839863
"IPO9",0.557684139
"IPP",-0.045516907
"IPPK",-0.311433909
"IQCK",-1.082662105
"IQGAP3",0.139708803
"IQSEC1",-0.168656345
"IQSEC3",-0.051225251
"IQWD1",-1.999842714
"IRAK1",-0.143757333
"IRAK1BP1",0.114646434
"IRAK2",0.275590703
"IRAK3",-0.113427272
"IRAK4",-0.093664765
"IRF1",-0.275541538
"IRF2",-0.277481964
"IRF2BP1",0.239903503
"IRF2BP2",0.113983397
"IRF3",-0.165299232
"IRF4",-0.042818622
"IRF5",-0.040288276
"IRF6",0.963513741
"IRF7",-0.649734824
"IRF8",0.053086754
"IRGC",0.383449278
"IRS1",-1.694668069
"IRS2",-0.218935681
"IRX1",0.286979426
"IRX2",0.11897954
"IRX3",-2.731305701
"IRX4",-0.13179894
"IRX5",-0.37809443
"IRX6",-0.495410701
"ISGF3G",-0.787683926
"ISL1",0.16865658
"ISL2",-0.125901216
"ISOC1",-0.23645519
"ISX",-0.040595106
"ISYNA1",0.941287099
"ITFG2",0.227595428
"ITGA6",0.155400266
"ITGB1BP3",-0.087688545
"ITGB3BP",1.207802544
"ITGB6",-0.553951694
"ITGB7",-0.193369551
"ITGB8",-0.077475654
"ITGBL1",-0.263592309
"ITIH2",-0.316423031
"ITIH4",-0.549015971
"ITIH5L",0.546839699
"ITM2A",0.619429917
"ITM2B",1.227033686
"ITPKA",0.582306677
"ITPKB",-0.111478792
"ITPKC",0.233419719
"ITPR3",-0.314468531
"ITSN1",0.458852687
"IVL",0.170756601
"IVNS1ABP",3.490966793
"IXL",-0.039631353
"JAG1",1.079533819
"JAK1",-0.564545621
"JAK2",0.01121853
"JARID1A",0.143239588
"JARID1B",0.755311417
"JARID1C",0.241999957
"JARID1D",-0.272109192
"JARID2",0.982724424
"JAZF1",-0.053316953
"JDP2",-0.958253181
"JMJD1A",-0.133339158
"JMJD1B",-0.912961348
"JMJD1C",0.120683765
"JMJD2A",0.142288512
"JMJD2C",-0.805261368
"JMJD2D",0.063468002
"JMJD3",-0.123720656
"JMY",0.159569541
"JOSD1",-0.117062034
"JOSD3",0.082385836
"JPH1",-0.103911089
"JPH2",-0.002391043
"JRK",-0.43340448
"JRKL",-0.090407826
"JUN",-0.497898789
"JUP",-0.013787827
"KAL1",-0.120339675
"KATNAL1",-0.167921588
"KAZALD1",0.121656768
"KBTBD10",-0.055670769
"KBTBD11",0.043968871
"KBTBD4",0.247960615
"KCMF1",0.143546694
"KCNA1",-0.039243491
"KCNAB2",0.283043616
"KCNB1",-0.028830524
"KCND1",0.500328645
"KCNG2",-0.205604332
"KCNH1",-0.599415686
"KCNH2",0.087206807
"KCNH3",-0.328029414
"KCNH4",0.410641813
"KCNH5",-0.069276503
"KCNH6",0.278408997
"KCNH7",-0.027777597
"KCNH8",-0.031393734
"KCNIP3",-0.230837884
"KCNJ15",0.215132063
"KCNK1",-0.78310981
"KCNK15",-0.157263058
"KCNK7",-0.073446848
"KCNMA1",-0.077935492
"KCNMB3",0.138969849
"KCNMB4",-0.081462775
"KCNN1",-0.358431279
"KCNN4",2.235731704
"KCNQ3",0.064163302
"KCNQ5",0.563126361
"KCNRG",0.10768318
"KCNS3",1.536554519
"KCNT1",-0.676850645
"KCNV2",0.230073663
"KCTD1",-0.259487606
"KCTD10",1.04209463
"KCTD12",0.318637011
"KCTD14",0.247292985
"KCTD15",0.539188153
"KCTD17",0.165299115
"KCTD5",-1.120411907
"KDELC1",-0.277726435
"KDELC2",0.101305903
"KDELR3",-0.355607071
"KEAP1",-0.110669562
"KGFLP1",-0.397718992
"KHDRBS1",0.036915735
"KHDRBS2",-0.024029015
"KHDRBS3",-0.360544165
"KHSRP",0.173065718
"KIAA0020",-0.000515797
"KIAA0100",0.121266782
"KIAA0101",-0.405207924
"KIAA0125",-0.040018725
"KIAA0141",-1.183273125
"KIAA0143",0.369381054
"KIAA0146",-0.816707631
"KIAA0182",0.06774395
"KIAA0232",-1.283028975
"KIAA0241",-0.118652394
"KIAA0265",4.16e-05
"KIAA0274",-0.147730359
"KIAA0284",0.036028159
"KIAA0310",-1.20489453
"KIAA0355",3.949275951
"KIAA0404",-0.177188133
"KIAA0430",-1.405600503
"KIAA0494",1.661871172
"KIAA0515",0.162671289
"KIAA0556",0.106485165
"KIAA0586",-1.255637278
"KIAA0692",-0.946397604
"KIAA0738",-0.178798708
"KIAA0746",-0.85798687
"KIAA0776",0.542837483
"KIAA0802",-0.126435948
"KIAA0828",0.489450645
"KIAA0841",0.041043359
"KIAA0907",-0.446709297
"KIAA1005",-0.092343606
"KIAA1147",-0.123523168
"KIAA1155",-0.178715855
"KIAA1199",-0.00794453
"KIAA1305",0.203624724
"KIAA1324",0.462809662
"KIAA1333",-0.677837863
"KIAA1370",-0.342143578
"KIAA1394",0.292521183
"KIAA1411",-0.010720774
"KIAA1414",-0.263952346
"KIAA1443",0.007611559
"KIAA1450",-0.366501952
"KIAA1462",-0.019813478
"KIAA1467",0.083936055
"KIAA1468",-0.752221286
"KIAA1505",-0.24698069
"KIAA1522",-0.093161316
"KIAA1524",0.116697794
"KIAA1529",-0.326818571
"KIAA1546",0.156567632
"KIAA1609",0.256208193
"KIAA1618",0.647009314
"KIAA1622",-0.176270685
"KIAA1632",-0.088487403
"KIAA1655",0.398968347
"KIAA1666",-0.355656626
"KIAA1688",0.006755799
"KIAA1706",0.160395026
"KIAA1713",0.404970833
"KIAA1718",-0.210216657
"KIAA1727",-0.251357959
"KIAA1729",-0.613378311
"KIAA1731",0.282372106
"KIAA1751",-0.522347968
"KIAA1754L",-0.077065787
"KIAA1772",-0.256873279
"KIAA1794",0.549234037
"KIAA1822",-0.305414659
"KIAA1841",-0.270179964
"KIAA1856",-0.133677675
"KIAA1881",-0.03818325
"KIAA1913",0.170279908
"KIAA1914",-0.041529325
"KIAA1920",0.215433101
"KIAA1946",-0.175075571
"KIAA1949",-0.073037735
"KIAA2013",0.041210372
"KIAA2018",-0.487076155
"KIF1A",-0.93063388
"KIF20A",-0.563880556
"KIF23",0.119411097
"KIF24",0.124406168
"KIF26A",0.395171273
"KIF27",0.145265515
"KIF5A",-0.524375514
"KIF5B",-1.19875835
"KIFAP3",0.422566362
"KIFC3",0.322360723
"KIR2DL4",-0.649641961
"KIR3DL1",0.280264406
"KIRREL",0.241588816
"KIRREL2",0.231252698
"KISS1",-0.508292038
"KISS1R",-2.764447582
"KITLG",-0.134771602
"KL",-0.25863272
"KLF1",0.178511769
"KLF10",4.126611262
"KLF11",0.070394586
"KLF12",-0.319916072
"KLF13",0.138795912
"KLF14",0.487193416
"KLF15",0.351690573
"KLF16",-0.522931146
"KLF17",0.034718627
"KLF2",0.459771458
"KLF3",-0.099767543
"KLF4",-1.382783485
"KLF5",0.553954034
"KLF6",-0.134520673
"KLF7",-0.400896535
"KLF8",1.603117408
"KLF9",-0.383974731
"KLHDC1",0.133342351
"KLHDC2",-0.3146655
"KLHDC3",0.474631853
"KLHDC5",-0.223599964
"KLHDC8B",-0.184655665
"KLHL11",-0.023027633
"KLHL12",-0.184062695
"KLHL13",-0.088789628
"KLHL14",-0.138904747
"KLHL15",0.021453422
"KLHL20",-0.026840079
"KLHL21",-0.225789928
"KLHL24",0.059513803
"KLHL4",0.219535641
"KLHL7",-0.289112939
"KLHL8",-0.1336388
"KLHL9",0.228105969
"KLK10",-0.260344135
"KLK11",-0.405578247
"KLK15",-0.104416088
"KLK4",-2.780071627
"KLK5",-0.206972229
"KLK7",-0.403008786
"KLK8",-0.141186795
"KMO",-0.038165531
"KNS2",0.10558657
"KNTC1",0.109739104
"KPNA2",-0.072909703
"KPNA3",-0.431595065
"KPNB1",-0.036109698
"KRAS",0.429220981
"KRCC1",-0.254115797
"KRR1",-0.247332991
"KRT1",0.302242739
"KRT10",0.090000601
"KRT12",-0.029774007
"KRT13",-0.137997822
"KRT14",0.007863868
"KRT15",-0.354010234
"KRT16",0.017011302
"KRT17",0.032442007
"KRT18",-0.131882914
"KRT19",-0.086551005
"KRT2",0.065124964
"KRT20",0.283672951
"KRT23",-1.536258979
"KRT24",0.01384231
"KRT25",0.153135262
"KRT26",0.133741653
"KRT27",0.467228885
"KRT28",0.098036235
"KRT3",2.354506255
"KRT31",-0.330548513
"KRT32",-0.368972502
"KRT33A",-0.042503177
"KRT33B",0.030612173
"KRT34",-2.515220946
"KRT35",-0.630974109
"KRT36",0.203416594
"KRT37",0.446273861
"KRT38",-0.038963
"KRT4",-0.793049859
"KRT40",0.088398929
"KRT5",0.025909924
"KRT6B",-0.020734606
"KRT6C",0.009598192
"KRT6E",0.058710679
"KRT6L",0.237123113
"KRT7",0.049173577
"KRT71",-0.320631758
"KRT72",-0.409906076
"KRT73",-0.245876675
"KRT74",0.215162942
"KRT75",0.069899469
"KRT76",-0.418509999
"KRT77",-0.049425648
"KRT78",0.842530969
"KRT8",0.612281585
"KRT80",-0.188236531
"KRT81",-0.611866341
"KRT82",-0.340349297
"KRT83",-0.228116402
"KRT85",-0.218995302
"KRT86",-0.057094294
"KRT9",0.478742334
"KRTAP1-1",-0.334682371
"KRTAP1-3",-0.144061293
"KRTAP1-5",-0.429286626
"KRTAP10-10",1.764016353
"KRTAP11-1",-0.909275149
"KRTAP12-1",0.316813383
"KRTAP12-2",0.121672036
"KRTAP13-1",-0.410477958
"KRTAP13-2",-0.024727543
"KRTAP13-3",-0.209543863
"KRTAP13-4",-0.511594852
"KRTAP15-1",-0.404027255
"KRTAP17-1",0.59473184
"KRTAP19-1",-0.661942332
"KRTAP2-1",-1.343086989
"KRTAP2-4",-0.091728984
"KRTAP3-1",-0.354261523
"KRTAP3-2",-0.380370255
"KRTAP3-3",-0.129017035
"KRTAP4-10",-0.040842557
"KRTAP4-12",0.273297901
"KRTAP4-14",-0.818922485
"KRTAP4-2",0.516626829
"KRTAP4-3",-0.033231352
"KRTAP4-4",-0.040435526
"KRTAP4-5",0.299334285
"KRTAP4-7",0.095760273
"KRTAP5-9",-0.384515433
"KRTAP6-3",0.124976169
"KRTAP7-1",0.063912864
"KRTAP8-1",0.347422577
"KRTAP9-2",-0.660639501
"KRTAP9-3",-0.144930999
"KRTAP9-4",0.114256469
"KTN1",-0.194977433
"KY",-0.518519334
"L3MBTL2",-0.116275811
"L3MBTL3",-0.130190611
"L3MBTL4",-0.058434837
"LAIR1",0.286485079
"LAMA2",-0.436058358
"LAMA3",-1.220401138
"LAMA4",0.020596633
"LAMB3",-0.058456348
"LAMP1",-0.055153884
"LAMP2",0.706890131
"LANCL1",-0.572741616
"LAPTM4A",-0.066595739
"LAPTM4B",-0.052594285
"LAPTM5",-0.196832516
"LAS1L",-0.129305335
"LASS2",0.548812234
"LASS3",-0.264935259
"LASS4",0.096073006
"LASS5",-0.49632484
"LASS6",0.184107203
"LAT2",0.397243168
"LATS2",0.362530981
"LAYN",0.308299955
"LBH",4.187401742
"LBR",-0.406567066
"LBX1",-0.367044357
"LBX2",-0.583821036
"LCE1A",0.004879248
"LCE1B",-0.041046608
"LCE1C",-0.306892922
"LCE1D",-0.350924951
"LCE1E",0.101297428
"LCE1F",0.461654189
"LCE2A",0.819154453
"LCE2B",0.708455131
"LCE2C",0.500975446
"LCE2D",2.248177006
"LCE3A",-0.071753423
"LCE3B",0.21324459
"LCE3C",0.197451364
"LCE3D",4.113640868
"LCE3E",-0.031826998
"LCE4A",-0.610966134
"LCE5A",-0.481749094
"LCMT1",-0.296959646
"LCMT2",-0.083679451
"LCOR",-0.04149209
"LCORL",-0.021831194
"LCP1",-1.045348511
"LDB1",0.279866948
"LDHA",0.090740029
"LDHC",0.438112973
"LDLR",-2.047305172
"LEF1",-0.146252408
"LELP1",-0.309382687
"LEO1",0.318254886
"LGALS1",-0.192485042
"LGALS7",-0.261647546
"LGALS9",0.459709719
"LGI2",0.30115047
"LGMN",-0.142506894
"LGR4",1.128721461
"LGTN",-1.300492245
"LHFPL2",-1.260615464
"LHPP",-0.850603492
"LHX1",1.484843661
"LHX2",-0.031899184
"LHX3",-0.03517812
"LHX4",-0.03266119
"LHX5",0.134310775
"LHX6",0.350516016
"LHX9",0.217253866
"LIF",0.617568231
"LILRB4",0.195483243
"LIMD1",-0.059293965
"LIMS1",-0.948199585
"LIMS3",-0.011916152
"LIN28B",-0.027968448
"LIPA",0.18713955
"LIPG",-1.109856904
"LIPH",0.681283349
"LITAF",-0.753110654
"LIX1L",-0.204694742
"LLGL2",-0.430985842
"LMAN2",0.166122851
"LMAN2L",-1.584462338
"LMBR1",-0.270685391
"LMCD1",0.262813012
"LMO2",-0.110465205
"LMO3",-0.041321474
"LMO4",0.376380423
"LMO6",-0.129401901
"LMO7",-0.718519442
"LMX1A",-0.191825698
"LMX1B",0.042030367
"LNX2",-0.297073469
"LOC123688",-0.221540003
"LOC124976",-0.569808801
"LOC128977",0.238756984
"LOC144233",0.98916686
"LOC146909",0.481241648
"LOC147804",-0.540716321
