"Gene","CEBPG"
"PRO2893",0
"PRO2900",0
"PRO2949",0
"PRO2958",0
"PRO2964",0
"PRO3073",0
"PROB1",0
"PROC",0
"PROCA1",0
"PROCR",0
"PRODH2",0
"PROK1",0
"PROK2",0.1393
"PROKR1",0
"PROKR2",0
"PROM1",0
"PROM2",0
"PROP1",0.178
"PRORY",0
"pros-30",0
"PROS1",0
"ProSAPiP1",-0.0787
"PROSC",0
"PROSER1",0
"PROSER2",0
"PROSER3",0
"prostaglandin GH synthase, PGGHS",0
"proto-LBC",0
"PROX1",0.2049
"PROX1",0.1946
"PROX2",0
"PROZ",0
"PRP16",0
"PRPF18",0
"PRPF19",-0.3261
"PRPF3",0
"PRPF31",0
"PRPF38A",0
"PRPF38B",0
"PRPF39",0
"PRPF4",0
"PRPF40A",0
"PRPF40B",0
"PRPF4B",-0.181
"PRPF6",-0.0069
"PRPF8",0
"PRPH",0
"PRPS1",0
"PRPS1L1",-0.6002
"PRPS2",0
"PRPSAP1",0.0284
"PRPSAP2",0
"PRR11",0
"PRR13",0
"PRR14",0
"PRR14L",0
"PRR15",0
"PRR15L",0
"PRR16",0
"PRR18",0
"PRR19",0
"PRR20A",0
"PRR22",0
"PRR23A",0
"PRR23B",0
"PRR23C",0
"PRR24",0
"PRR25",0
"PRR27",0
"PRR3",0
"PRR30",0
"PRR31",0
"PRR32",0
"PRR34",0
"PRR35",0
"PRR4",0.4976
"PRR5",0
"PRR5L",0
"PRR7",0
"PRR9",0
"PRRC1",0
"PRRC2A",0
"PRRC2B",0
"PRRDH",0
"PRRG1",0
"PRRG2",0
"PRRG3",0
"PRRG4",0.3877
"PRRT1",0
"PRRT2",0
"PRRT3",0
"PRRT4",0
"PRRX1",0.1899
"PRRX2",0.5159
"PRSC",0
"PRSMG1GCPL1",0
"PRSS1",0.1344
"PRSS12",0
"PRSS16",-0.1796
"PRSS2",-0.0382
"PRSS2",-0.2551
"PRSS21",0
"PRSS22",2.0629
"PRSS23",0.4485
"PRSS23",1.7145
"PRSS27",0
"PRSS3",-0.2708
"PRSS33",-0.6395
"PRSS33",-0.1424
"PRSS35",0
"PRSS36",0
"PRSS37",0
"PRSS38",0
"PRSS3P2",0
"PRSS41",0
"PRSS42",0
"PRSS46",0
"PRSS48",0
"PRSS50",0
"PRSS53",0
"PRSS54",0
"PRSS55",0
"PRSS56",0
"PRSS57",0
"PRSS58",0
"PRSS7",0
"PRSS8",0
"PRTFDC1",0
"PRTG",0
"PRTN3",0
"PRUNE1",0
"PRUNE2",0
"PRV1",0
"PRX",0.1102
"PRX",-0.1878
"PRX2",0
"PRY",0
"PS-PLA1",0
"PSA",0
"PSAP",0
"PSAPL1",0
"PSAT1",-0.0473
"PSCA",0
"PSCD2",0.468
"PSCD3",0
"PSCD4",0
"PSD",0
"PSD2",0
"PSD3",-0.2817
"PSD3",0.7129
"PSD3",-0.4706
"PSD4",0.4688
"PSEN1",0
"PSEN2",0
"PSENEN",0
"PSG1",0
"PSG11",0
"PSG2",0
"PSG3",0
"PSG4",0
"PSG5",0
"PSG6",0.8701
"PSG7",0.1677
"PSG8",0
"PSG9",0.1167
"PSG9",0.5935
"PSGR",0
"PSIP1",-0.3195
"PSIP1",-0.0978
"PSK-1",0
"PSKH1",0
"PSKH2",0
"PSMA1",0
"PSMA2",0
"PSMA3",0.0213
"PSMA4",0
"PSMA5",0
"PSMA6",0
"PSMA7",0
"PSMA8",0.2166
"PSMALGCP III",0
"PSMB1",0
"PSMB10",0
"PSMB11",0
"PSMB2",0
"PSMB3",0
"PSMB4",-0.1843
"PSMB5",0
"PSMB6",0
"PSMB7",0
"PSMB8",0
"PSMB9",0.6336
"PSMC1",0
"PSMC2",-0.1577
"PSMC3",0
"PSMC3IP",-1.0011
"PSMC4",0
"PSMC5",0.6475
"PSMD1",0
"PSMD10",0
"PSMD11",0.2217
"PSMD12",0
"PSMD13",0
"PSMD14",0
"PSMD2",-0.0243
"PSMD3",0
"PSMD4",0
"PSMD5",0
"PSMD6",0
"PSMD7",0
"PSMD8",0
"PSMD9",0.0964
"PSMD9",-0.3626
"PSME1",-0.0759
"PSME1",0.2067
"PSME2",-0.1894
"PSME3",-1.7746
"PSME3",-1.6785
"PSME3",0.3052
"PSME4",0
"PSMF1",-0.2762
"PSMF1",-0.9265
"PSMG1",0
"PSMG2",0
"PSMG3",0
"PSMG4",0
"PSORS1C1",0
"PSORS1C2",0
"PSORS1C3",0
"PSP24B",0
"PSPC1",-0.5172
"PSPH",0
"PSPN",0
"PSRC1",3.1608
"PSTK",0
"PSTPIP1",0
"PSTPIP2",0
"PTA",0
"PTAFR",0.6831
"PTAFR",1.1441
"PTAR1",0
"PTB",0
"PTB-1",0
"PTBP1",-0.858
"PTBP2",0
"PTBP3",0
"PTCD1",-0.3737
"PTCD2",0
"PTCD3",0
"PTCH",0
"PTCH1",0
"PTCH2",0
"PTCHD1",0
"PTCHD3",0
"PTCHD4",0
"PTCRA",0
"PTD002",0
"PTD004",0
"PTD008",0
"PTD009",0
"PTD011",0
"PTD013",0
"PTD015",0
"PTDSR",-1.1254
"PTDSS1",0
"PTDSS2",0
"PTEN",0.7698
"PTEN",0.6825
"PTENP1",0
"PTER",0
"PTF1A",-0.0499
"PTGDR",0
"PTGDR2",0
"PTGDS",0
"PTGER1",-0.5492
"PTGER2",0
"PTGER3",0
"PTGER4",-0.6297
"PTGER4",-0.2701
"PTGER4P2-CDK2AP2P2",0
"PTGES",0.3199
"PTGES2",-0.8525
"PTGES2-AS1",0
"PTGES3",0
"PTGES3L",0
"PTGFR",0
"PTGFRN",0
"PTGIR",0
"PTGIS",0
"PTGR1",0
"PTGR2",0
"PTGS1",-0.2567
"PTGS1",-0.1169
"PTGS2",-1.0405
"PTH",0.2148
"PTH1R",0
"PTH2",0
"PTH2R",0
"PTHB1",0.1077
"PTHB1",0.2268
"PTHLH",0.1756
"PTHLH",0.5574
"PTHR2",0
"PTK2",0
"PTK2B",-0.262
"PTK6",0
"PTK7",0
"PTMA",0
"PTMS",0
"PTN",0
"PTOV1",-0.2209
"PTOV1",0.0369
"PTP4A1",-0.2426
"PTP4A1",-0.113
"PTP4A2",-0.4726
"PTP4A2",0.1733
"PTP4A2",0.072
"PTP4A3",0
"PTPA",0
"PTPDC1",0
"PTPG1",0
"PTPLA",0
"PTPLB",0
"PTPMT1",0
"PTPN1",0.0445
"PTPN11",-0.1114
"PTPN12",0
"PTPN13",0.2091
"PTPN14",0
"PTPN18",-0.0869
"PTPN18",1.0449
"PTPN2",0
"PTPN20",0
"PTPN21",0
"PTPN22",0
"PTPN23",-0.0345
"PTPN23",0.058
"PTPN3",0
"PTPN4",0
"PTPN5",0
"PTPN6",-0.3636
"PTPN7",0
"PTPN9",0
"PTPRA",-0.1566
"PTPRB",-0.1213
"PTPRC",0
"PTPRCAP",-0.2679
"PTPRD",0
"PTPRE",0.2899
"PTPRE",-0.3697
"PTPRE",1.4779
"PTPRF",0
"PTPRG",0
"PTPRH",0
"PTPRJ",0
"PTPRK",0
"PTPRM",0
"PTPRN",-0.2
"PTPRN2",0
"PTPRO",0
"PTPRR",0
"PTPRS",-0.5736
"PTPRS",-0.1682
"PTPRT",0
"PTPRU",-0.3436
"PTPRZ1",-0.1279
"PTPRZ1",-1.5895
"PTPRZ1",-1.8511
"PTPsigma",0
"PTRF",-0.1422
"PTRF",0.0068
"PTRH1",0
"PTRH2",0
"PTRHD1",0
"PTS",0.0661
"PTTG1",0
"PTTG1IP",0
"PTTG2",0
"PTTG3",0
"PTTG3P",0
"PTX3",0
"PUDP",0
"PUF60",0
"PUM1",-1.0183
"PUM1",-0.0477
"PUM2",-0.3768
"PUM2",-0.0557
"PUM2",-0.8775
"PUM3",0
"PURA",-5.0079
"PURB",0.6395
"PURB",-0.3997
"PURG",0
"PUS1",1.3469
"PUS1",-0.1514
"PUS10",0
"PUS3",0
"PUS7",-0.6512
"PUS7",0.5503
"PUS7L",0
"PUSL1",0
"PVALB",0
"PVR",-0.2087
"PVR",-2.1953
"PVRIG",0
"PVRL1",0
"PVRL2",-1.1928
"PVRL2",0.2565
"PVRL3",0.3474
"PVRL3",0.2101
"PVRL4",-0.7867
"PWP1",0
"PWP2",-1.4967
"PWWP2A",0
"PWWP2B",0
"PXDC1",0
"PXDN",0
"PXDNL",0
"PXK",0
"PXMP2",-0.3395
"PXMP4",0
"PXN",0
"PXR2b",0
"PXYLP1",0
"PYCARD",-0.0772
"PYCR1",-0.0668
"PYCR1",-0.4532
"PYCR2",-0.2915
"PYCR2",-0.7191
"PYCRL",0
"PYCS",0
"PYDC1",0.182
"PYDC2",0
"PYGB",0.1111
"PYGB",2.714
"PYGL",0
"PYGM",0.1688
"PYGM",-0.5514
"PYGO1",0
"PYGO2",0
"PYHIN1",0.1879
"PYM1",0
"PYROXD1",0
"PYROXD2",0
"pyst2",0
"PYURF",0
"PYY",0
"PYY2",0
"PZP",0
"QARS",0
"QDPR",0
"QKI",-0.0473
"QPCT",0
"QPCTL",0
"QPRT",-0.4108
"QPRT",-0.2655
"QRFP",0
"QRFPR",0
"QRICH1",0
"QRICH2",-0.2824
"QRSL1",0
"QSER1",-0.0877
"QSER1",0.0652
"QSOX1",0
"QSOX2",0
"QTRT1",0
"QTRT2",0
"QTRTD1",-0.0726
"QUAKING",0
"R01145",0
"R3HCC1",0
"R3HCC1L",0
"R3HDM",0
"R3HDM1",0
"R3HDM2",0
"R3HDM4",0
"R3HDML",0
"R51H2",0
"RAB-R",0
"RAB1",0
"RAB10",0
"RAB11A",0
"RAB11B",0
"RAB11FIP1",-1.0472
"RAB11FIP1",1.009
"RAB11FIP2",0.2597
"RAB11FIP2",0.1784
"RAB11FIP3",0
"RAB11FIP4",0
"RAB11FIP5",0
"RAB12",0
"RAB13",0
"RAB14",0.3593
"RAB15",0
"RAB17",0
"RAB18",0.0913
"RAB18",0.1373
"RAB19",0
"RAB1A",0
"RAB1B",0
"RAB1C",0
"RAB2",0
"RAB20",0
"RAB21",0
"RAB22A",0
"RAB23",0
"RAB24",-0.139
"RAB24",-0.0162
"RAB25",0.0798
"RAB26",0
"RAB27A",0
"RAB27B",-0.0441
"RAB28",0
"RAB29",0
"RAB2A",0
"RAB2B",0
"RAB30",0
"RAB31",-1.0474
"RAB31",-1.1697
"RAB32",0
"RAB33A",0
"RAB33B",0
"RAB34",-0.0962
"RAB35",0
"RAB36",0
"RAB37",0
"RAB38",0
"RAB39",0
"RAB39A",0
"RAB39B",0
"RAB3A",0
"RAB3B",0
"RAB3C",0
"RAB3D",-0.2485
"RAB3GAP1",-2.0322
"RAB3GAP2",0
"RAB3IL1",0
"RAB3IP",-4.905
"RAB3IP",0.2622
"RAB3IP",-0.0681
"RAB40A",0
"RAB40AL",0
"RAB40B",-0.7758
"RAB40C",0
"RAB41",0
"RAB42",0
"RAB43",0
"RAB4B",0
"RAB5A",-0.0703
"RAB5A",-0.105
"RAB5B",0
"RAB5C",0
"RAB6A",-0.7976
"RAB6A",-0.2298
"RAB6B",0
"RAB6C",-0.768
"RAB6KIFL",0
"RAB7A",0
"RAB7B",0
"RAB7L1",-0.7471
"RAB7L1",-0.3711
"RAB8A",0
"RAB8B",0
"RAB9",-0.2114
"RAB9A",0
"RAB9B",0
"RAB9P1",0
"RABAC1",-0.1641
"RABEP1",0
"RABEP2",-0.0948
"RABEPK",0
"RABEX5",0
"RABGAP1",-0.7762
"RABGAP1L",0.1529
"RABGAP1L",-0.0975
"RABGAP1L",0.356
"RABGEF1",0
"RABGGTA",0
"RABGGTB",0
"RABIF",-0.4868
"RABIF",-0.4258
"RABL2A",0
"RABL2B",0
"RABL3",0
"RABL5",0
"RABL6",0
"RAC1",0
"RAC2",0
"RAC3",0
"RACGAP1",0
"RACGAP1P",0
"RACK1",0
"RAD1",-0.8058
"RAD17",0
"RAD18",0
"RAD21",-0.005
"RAD21L1",0
"RAD23A",0
"RAD23B",-2.2005
"RAD23B",-0.2159
"RAD23B",0.5184
"RAD30",0
"Rad50",0
"RAD50",0
"RAD51",0.0822
"RAD51AP1",-0.0636
"RAD51AP2",0
"RAD51B",0
"RAD51C",0
"RAD51D",0
"RAD51L1",0
"RAD52",0
"RAD54B",-0.1472
"RAD54L",-2.6183
"RAD54L2",0
"RAD9A",0
"RAD9B",0
"RADIL",0
"RAE1",0.6087
"RAE1",-0.4334
"RAET1E",0.0853
"RAET1G",0
"RAET1L",0
"RAF1",0
"RAG1",0
"RAG2",0
"RAGE",-0.5494
"RAGEsec",0
"RAI",0
"RAI1",0
"RAI14",-0.8507
"RAI16",1.6016
"RAI2",0
"RAIDD",0
"RALA",-1.0021
"RALA",-0.5347
"RALB",0
"RALBP1",0
"RALDH2",0
"RALGAPA1",0
"RALGAPA2",0
"RALGAPB",0
"RALGDS",0
"RALGPS1",0.4207
"RALGPS1",0.0774
"RALGPS2",0
"RALY",0
"RALYL",0
"RAMP1",0
"RAMP2",0
"RAMP3",-0.0261
"RAN",-0.4087
"RAN",-0.009
"RANBP1",0
"RANBP10",0
"RANBP16",0
"RANBP17",-0.2306
"RANBP2",0
"RANBP21",0
"RANBP3",0
"RANBP3L",0
"RANBP6",0
"RANBP9",-0.2445
"RANBP9",-1.4383
"RANGAP1",0
"RANGRF",0
"RAP1A",0
"RAP1B",0
"RAP1GAP",0
"RAP1GAP2",0
"RAP1GDS1",0
"RAP2A",-0.44
"RAP2B",-0.2711
"RAP2B",0.4282
"RAP2C",-0.5592
"RAP2C",0.0212
"RAP3",0
"rapa",0
"RAPGEF1",-0.3062
"RAPGEF1",0.0027
"RAPGEF2",0.3083
"RAPGEF3",0.5515
"RAPGEF4",-0.021
"RAPGEF4",-0.0749
"RAPGEF5",0
"RAPGEF6",0
"RAPGEFL1",-0.5135
"RAPH1",-0.2339
"RAPH1",0.5159
"RAPSN",0
"RARA",0.2593
"RARA",-1.1019
"RARB",0.2081
"RARG",-0.3856
"RARG",-0.0917
"RARRES1",0
"RARRES2",0
"RARRES3",0
"RARS",0
"RARS2",0
"RASA1",-0.8594
"RASA2",-0.1183
"RASA2",0.0673
"RASA3",0
"RASA4",-0.3904
"RASA4",0.1629
"RASA4B",0
"RASA4CP",0
"RASAL1",0
"RASAL2",3.438
"RASAL2",-0.0068
"RASAL3",0
"RASD1",0.098
"RASD1",0.4515
"RASD2",0
"RASEF",0
"RASGEF1A",-0.1283
"RASGEF1A",1.2776
"RASGEF1B",-0.2339
"RASGEF1B",0.1293
"RASGEF1C",0
"RASGRF1",0.0344
"RASGRF2",0
"RASGRP1",0
"RASGRP2",0
"RASGRP3",0
"RASGRP4",0
"RASIP1",0
"RASL10A",0
"RASL10B",0
"RASL11A",-0.1629
"RASL11B",0
"RASL12",0
"RASSF1",-0.1713
"RASSF1",-0.2092
"RASSF10",0
"RASSF2",0
"RASSF3",0
"RASSF4",0
"RASSF5",0
"RASSF6",0
"RASSF7",-0.566
"RASSF7",0.2844
"RASSF8",0.2719
"RASSF8",-0.3492
"RASSF8",-0.1998
"RASSF9",0
"RAVER1",0
"RAVER2",0
"RAX",-0.0652
"RAX2",0
"RAXL1",-0.4237
"RAXL1",0.2358
"RAZ1",0
"RB1",-0.3563
"RB1",-0.0981
"RB1CC1",2.0375
"RB3",0
"RBAK",0.066
"RBAK",-0.1796
"RBAK-RBAKDN",0
"RBBP2H1",0
"RBBP4",0.9363
"RBBP5",-0.0205
"RBBP6",-0.1553
"RBBP6",-3.1433
"RBBP6",0.9274
"RBBP7",0.1135
"RBBP8",-0.3508
"RBBP8NL",0
"RBBP9",0
"Rbcc728",0
"RBCK1",0
"RBFA",0
"RBFOX1",0
"RBFOX3",0
"RBKIN",0
"RBKS",0
"RBL1",-0.2093
"RBL1",-0.1833
"RBL2",-0.0404
"RBL2",0.4481
"RBM10",-0.1534
"RBM11",0
"RBM12",0
"RBM12B",0
"RBM14",0.8697
"RBM15",-0.4396
"RBM15B",-0.288
"RBM15B",5.798
"RBM16",-0.9271
"RBM16",-0.322
"RBM17",0
"RBM18",0
"RBM19",-0.1231
"RBM19",-0.2135
"RBM20",0
"RBM22",0
"RBM23",0
"RBM24",-0.2773
"RBM24",-0.5032
"RBM25",0.3178
"RBM25",-0.6468
"RBM26",-0.0472
"RBM27",0
"RBM28",0.9748
"RBM3",-0.0865
"RBM33",0
"RBM34",0
"RBM38",0
"RBM39",0.0326
"RBM4",0
"RBM41",0
"RBM42",0
"RBM43",0
"RBM46",0
"RBM47",0
"RBM48",0
"RBM4B",0
"RBM5",0.1199
"RBM5",-0.0729
"RBM6",0
"RBM7",0
"RBM8A",0
"RBM9",0.183
"RBMS1",0
"RBMS2",0
"RBMS3",0
"RBMX",-1.2043
"RBMX",-0.3867
"RBMX",-1.7915
"RBMX2",0
"RBMXL1",0
"RBMXL2",0
"RBMXL3",0
"RBMY1A1",0
"RBMY1A3P",0
"RBMY1B",0
"RBMY1D",0
"RBMY1E",0
"RBMY1F",0
"RBMY1J",0
"RBMY2AP",0
"RBMY2B",0
"RBP-MS",0
"RBP1",1.6894
"RBP2",0
"RBP3",0
"RBP4",0
"RBP5",0
"RBP7",0
"RBPJ",0
"RBPJL",0
"RBPMS",-0.5101
"RBPMS2",0
"RBPSUH",0.5207
"RBPSUH",-1.0084
"RBPSUHL",-0.0856
"RBSK",0
"RBSN",0
"RBT1",0
"RBX1",0
"RC3H1",0
"RC3H2",0
"RCAN1",0
"RCAN2",0
"RCAN3",0
"RCBTB1",0.4182
"RCBTB1",-0.0881
"RCBTB2",0
"RCC1",0
"RCC1L",0
"RCC2",0
"RCCD1",0
"RCE1",-0.3665
"RCHY1",0
"RCL1",0
"RCN1",0
"RCN2",0
"RCN3",-0.0553
"RCOR1",-2.0556
"RCOR2",-0.27
"RCOR2",-0.2417
"RCOR3",-0.0741
"RCOR3",-0.2276
"RCSD1",0
"RCVRN",0
"RD",0
"RD3",0
"RD3L",0
"RDBP",-0.1142
"RDBP",-0.2819
"RDGBB",0
"RDH",0
"RDH10",0
"RDH11",0
"RDH12",-0.4331
"RDH13",0.1792
"RDH14",0
"RDH16",0
"RDH5",0
"RDHL)",0
"RDM1",0
"RDS",0
"RDX",0
"RE2",0
"REC1",0
"REC114",0
"REC8",0
"REC8L1",-0.1767
"recepin",0
"RECK",0
"RECQL",0.0101
"RECQL4",0
"RECQL5",0
"RECQL5 alpha",0
"RECQL5 gamma",0
"RED",0
"RED1",0
"REEP1",0.5346
"REEP2",0
"REEP3",0
"REEP4",0
"REEP5",0.3322
"REEP5",-0.19
"REEP6",0
"REG1A",-0.583
"REG1B",0
"REG3A",0
"REG3G",0
"REG4",0
"REGL",0
"REL",-0.2486
"RELA",0.0615
"RELB",-1.8315
"RELL1",0
"RELL2",0
"RELN",0
"RELT",0
"REM1",0.0065
"REM2",0
"REN",0
"RENBP",0
"Rep-8",0
"REP15",0
"REPIN1",0
"REPRIMO",0
"REPS1",0
"REPS2",0.0066
"RER1",0
"RERE",0.136
"RERE",-0.2363
"RERG",0
"RERGL",0
"RESP18",0
"REST",0.2003
"REST",4.5591
"RET",0.0808
"retII",0
"RETN",0
"RETNLB",0
"RETSAT",0
"REV1",0.0257
"REV1",-0.2217
"REV1L",0
"REV3L",-0.915
"REXO1",0
"REXO1L1",0
"REXO1L1P",0
"REXO1L2P",0
"REXO1L8P",0
"REXO2",-0.0583
"REXO2",-0.0062
"REXO4",-0.0845
"RFC1",1.176
"RFC1",-0.9293
"RFC2",0
"RFC3",-0.4579
"RFC3",-0.9875
"RFC4",0.2134
"RFC5",0.3209
"RFESD",0
"RFFL",0
"RFK",0
"RFLNB",0
"RFNG",0
"RFP",0
"RFPL1",0
"RFPL2",0.0185
"RFPL3",0
"RFPL3S",0
"RFPL4A",0
"RFPL4AL1",0
"RFPL4B",0
"RFRP",0
"RFT1",0
"RFTN1",0
"RFTN2",0
"RFWD2",0
"RFWD3",0
"RFX1",-0.3989
"RFX2",-0.676
"RFX3",2e-04
"RFX3",0.0294
"RFX4",-0.3708
"RFX4",-0.5257
"RFX5",0.0561
"RFX6",0
"RFXANK",-0.0857
"RFXAP",0
"RFXDC1",0.1929
"RFXDC2",0.0686
"RG9MTD2",0
"RGAG1",0
"RGAG4",0
"RGC32",0
"RGCC",0
"RGL",0
"RGL1",0
"RGL2",-0.059
"RGL3",0
"RGL4",0
"RGMA",0
"RGMB",0.4617
"RGMB",-0.5468
"RGN",0
"RGNEF",0.3328
"RGNEF",-0.4637
"RGP1",0
"RGPD1",0
"RGPD2",0
"RGPD3",0
"RGPD4",0
"RGPD5",0
"RGPD8",0
"RGR",0
"RGS",0
"RGS1",0
"RGS10",0
"RGS11",0
"RGS12",0.6736
"RGS12",-0.2045
"RGS12",0.9625
"RGS13",0
"RGS14",0
"RGS16",0
"RGS17",0
"RGS18",0
"RGS19",0
"RGS2",-0.8987
"RGS20",-1.6512
"RGS21",0
"RGS22",0
"RGS3",0
"RGS4",0
"RGS5",0
"RGS6",0
"RGS7",0
"RGS7BP",0
"RGS8",0
"RGS9",0
"RGS9BP",0
"RGSL1",0.2097
"RGSZ1",0
"Rh50",0
"RHAG",0
"RHAMM",0
"RHBDD1",0
"RHBDD2",0
"RHBDD3",0
"RHBDF1",0
"RHBDF2",0
"RHBDL",0
"RHBDL1",0
"RHBDL2",2.1942
"RHBDL2",4.7557
"RHBDL3",0
"RHBG",0
"RHCE",0
"RHCG",0
"RHD",0
"RHEB",-0.1249
"RHEB",0.1639
"RHEBL1",-0.025
"RHLP",0
"RHNO1",0
"RHO",0
"RHOA",1.287
"RHOA",-0.0189
"RHOB",-0.4489
"RHOBTB1",0
"RHOBTB2",0
"RHOBTB3",-0.1545
"RHOC",0
"RHOD",-0.2489
"RHOF",0.223
"RHOF",-0.4598
"RHOF",-0.1782
"RHOG",-1.2531
"RHOH",-0.3531
"RHOJ",-0.0595
"RHOJ",0.1794
"RHOK",0
"RHOQ",0.6694
"RHOT1",-0.0693
"RHOT2",0
"RHOU",0
"RHOV",0
"RHOXF1",0
"RHOXF2",0
"RHOXF2B",0
"RHPN1",0
"RHPN1-AS1",0
"RHPN2",0
"RIBC1",0
"RIBC2",0
"RIC1",0
"RIC3",0
"RIC8A",-0.1658
"RIC8A",1.1081
"RIC8B",0
"RICK",0
"RICTOR",-1.6776
"RICTOR",0.1004
"RIDA",0
"RIF",0
"RIF1",0
"RIG",0
"RIG-I",0
"RIIAD1",0
"RIL",0
"RILP",0
"RILPL1",0
"RILPL2",0
"RIMBP2",0
"RIMBP3",0
"RIMBP3B",0
"RIMBP3C",0
"RIMKLA",0
"RIMKLB",0
"RIMS1",0
"RIMS2",0.2061
"RIMS2",0.1307
"RIMS3",0
"RIMS4",0
"RIN",0
"RIN1",0.1531
"RIN2",-0.5864
"RIN2",-0.3605
"RIN3",0.4037
"RIN3",0.063
"RING1",1.2766
"RINL",0
"RINT1",0
"RIOK1",-3.5825
"RIOK2",0
"RIOK3",0
"RIPK1",0.1673
"RIPK2",-0.3587
"RIPK2",0.0081
"RIPK3",0
"RIPK4",0.2947
"RIPK4",-2.138
"RIPK5",0.0546
"RIPK5",0.0291
"RIPPLY1",0
"RIPPLY2",0
"RIPPLY3",0
"RIT1",0
"RIT2",0
"RITA1",0
"RKHD2",-0.0816
"RKHD2",0.3614
"RKHD3",-0.3596
"RKHD3",0.0357
"RLBP1",0
"RLF",-1.4621
"RLIM",0
"RLN1",0.0857
"RLN2",0
"RLN3",0
"RMDN1",0
"RMDN2",0
"RMDN3",0
"RMI1",0.9258
"RMI2",0
"RMND1",0
"RMND5A",0
"RMND5B",0
"RMP",0
"RMRP",0
"RN7SL1",0
"R0.05-8S5",0
"R0.0C",0
"R0.0SE1",0.0615
"R0.0SE1",0.2026
"R0.0SE10",0
"R0.0SE11",0
"R0.0SE12",0
"R0.0SE13",0
"R0.0SE2",0
"R0.0SE3",0
"R0.0SE3L",0
"R0.0SE4",0
"R0.0SE6",0
"R0.0SE6PL",0
"R0.0SE7",0.4023
"R0.0SE8",-0.2223
"R0.0SE9",0
"R0.0SEH1",0
"R0.0SEH2A",0.0722
"R0.0SEH2B",-0.273
"R0.0SEH2C",0
"R0.0SEK",0
"R0.0SEL",0
"R0.0SET2",-0.5766
"RNB6",0
"RND1",0
"RND2",0
"RND3",-0.5707
"RNF",0
"RNF10",-0.0691
"RNF10",-0.12
"RNF103",0
"RNF11",-0.1093
"RNF111",0
"RNF112",0
"RNF113A",0
"RNF113B",0
"RNF114",0
"RNF115",0
"RNF12",0.0501
"RNF121",0.0302
"RNF121",0.0246
"RNF122",0
"RNF123",0
"RNF125",0
"RNF126",-0.2508
"RNF128",-0.4574
"RNF128",-0.1364
"RNF13",-0.0425
"RNF13",-0.0644
"RNF130",0
"RNF133",0
"RNF135",0
"RNF138",0
"RNF139",0.0273
"RNF14",-1.5096
"RNF14",-0.1163
"RNF141",-0.3261
"RNF141",7.9763
"RNF144",0.2649
"RNF144",0.402
"RNF144A",0
"RNF144B",0
"RNF145",0
"RNF146",-0.0814
"RNF148",0
"RNF149",0
"RNF150",0
"RNF151",0
"RNF152",0.1262
"RNF152",-0.1976
"RNF157",0
"RNF16",0
"RNF165",0
"RNF166",0
"RNF167",0
"RNF168",0
"RNF169",0.0561
"RNF17",0
"RNF170",0.4558
"RNF170",-0.972
"RNF18",0
"RNF180",0
"RNF181",0
"RNF182",0.223
"RNF183",0
"RNF185",0
"RNF186",0
"RNF187",0.9195
"RNF19A",0
"RNF19B",0
"RNF2",0.0342
"RNF2",0.1756
"RNF20",-0.447
"RNF207",0
"RNF208",0
"RNF21",0
"RNF212",0
"RNF213",0
"RNF214",0
"RNF215",0
"RNF216",0
"RNF216L",0
"RNF216P1",0
"RNF217",0
"RNF219",0
"RNF220",0
"RNF222",0
"RNF223",0
"RNF224",0
"RNF24",-0.236
"RNF25",0
"RNF26",0
"RNF31",0
"RNF32",0
"RNF34",-7.181
"RNF34",0.1655
"RNF38",0
"RNF39",-0.2122
"RNF4",2.1257
"RNF4",0.1627
"RNF40",0
"RNF41",0
"RNF43",0
"RNF44",-0.5459
"RNF5",-0.8638
"RNF5",-0.6717
"RNF5",-1.3152
"RNF5P1",0
"RNF6",2.7044
"RNF6",-0.1375
"RNF7",0
"RNF8",0
"RNFT1",0
"RNFT2",0
"RNGTT",0.2861
"RNH1",0
"RNLS",0
"RNMT",0
"RNMTL1",0
"RNPC3",0
"RNPEP",-1.178
"RNPEP",-1.2077
"RNPEPL1",0
"RNPS1",1.276
"RNU105C",0
"RNU12",0
"RNU2-1",0
"RNU6-10P",0
"RNU6-14P",0
"RNU6-16P",0
"RNU6-2",0
"RNU6-28P",0
"RNU6-33P",0
"RNU6-35P",0
"RNU6-39P",0
"RNUT1",0
"ROBO1",-1.0236
"ROBO1",-0.4627
"ROBO2",0
"ROBO3",0
"ROBO4",0
"ROC1",0
"ROCK1",0
"ROCK2",0.5292
"ROCK2",0.1593
"ROD1",0
"ROGDI",0
"ROMK1",0
"ROMO1",0
"ROPN1",0
"ROPN1B",0
"ROPN1L",0
"ROR1",-0.2024
"ROR1",-0.2963
"ROR1",-0.2723
"ROR2",-0.7829
"ROR2",-0.1152
"RORA",0.5713
"RORB",0.1074
"RORB",0.1945
"RORC",-0.1838
"RORC",0.1906
"ROS1",-0.0579
"RP1",0
"RP11-125A7.3",-0.1382
"RP11-125A7.3",0.0029
"RP11-130N24.1",0.2124
"RP11-130N24.1",0.2029
"RP11-159J2.1",0
"RP11-217H1.1",0.5349
"RP11-217H1.1",0.3701
"RP11-298P3.3",-0.6462
"RP11-321G1.2",0.1771
"RP11-35N6.1",0.1244
"RP11-529I10.4",0.3075
"RP11-54H7.1",0.5992
"RP11-82K18.3",1.2923
"RP11-93B10.1",0.4406
"RP11-93B10.1",0.1252
