"Gene","FDXR"
"EAF1",1.5401
"EAF1",1.5401
"EAF1-AS1",0
"EAF2",0.9028
"EAP30",0
"EAPP",7.4497
"EARS2",3.1365
"EB386378",0
"EBAG9",5.4793
"EBF",0
"EBF1",0
"EBF2",0
"EBF3",0.004
"EBF3",0.004
"EBF4",0.2982
"EBI3",0
"EBI3",0
"EBLN2",0
"EB0.01BP2",2.615
"EBP",160.2015
"EBP1",0
"EBPL",42.8789
"EC45",0
"ECAC1",0
"ECD",0.9335
"ECE1",4.1996
"ECE2",0
"ECEL1",0
"ECH1",48.3273
"ECHDC1",4.439
"ECHDC2",0
"ECHDC3",0
"ECHS1",21.6308
"ECI1",3.8776
"ECI2",4.5499
"ECM1",69.6753
"ECM2",0
"ECOP",0
"ECRG4",0
"ECSCR",0
"ECSIT",4.1254
"ECT2",2e-04
"ECT2",2e-04
"ECT2",2e-04
"ECT2L",1e-04
"ED1",0
"EDA",0.0682
"EDA",0.0682
"EDA2R",0
"EDAG",0
"EDAR",0
"EDARADD",14.7656
"EDC3",7.2669
"EDC4",9.939
"EDD",0
"EDDM3A",0
"EDDM3B",0
"EDEM1",19.2212
"EDEM1",19.2212
"EDEM2",13.1261
"EDEM3",5.4726
"EDF1",137.6465
"EDG1",0
"EDG3",0
"EDG4",0
"EDG5",0
"EDG6",0
"EDG7",0
"EDG7",0
"EDG7",0
"EDG8",0
"EDG8",0
"EDIL3",0.067
"EDN1",25.156
"EDN2",7.0282
"EDN3",0
"EDNRA",0
"EDNRA",0
"EDNRB",0.0987
"EDR1",0
"EDRF1",0.252
"EEA1",0
"EEA1",0
"EED",2.8017
"EEF1A1",16.9018
"EEF1A1L14",0
"EEF1A2",3.4153
"EEF1AKMT1",0.0017
"EEF1B2",35.7772
"EEF1D",14.8687
"EEF1D",14.8687
"EEF1E1",0
"EEF1G",164.7525
"EEF2",576.3095
"EEF2K",0
"EEF2KMT",2e-04
"EEFSEC",6.0719
"EEN-B2-L4",0
"EEPD1",0.2247
"EFCAB1",0
"EFCAB10",0
"EFCAB11",2.0929
"EFCAB12",0
"EFCAB13",0
"EFCAB14",12.5882
"EFCAB2",0
"EFCAB3",0
"EFCAB6",0
"EFCAB7",5.0484
"EFCAB9",0
"EFCC1",0.0812
"EFEMP1",10.7316
"EFEMP2",1.4104
"EFHA1",0
"EFHB",0
"EFHC1",2e-04
"EFHC2",0.1985
"EFHD1",0
"EFHD2",24.2802
"EFHD2",24.2802
"EFL1",0.0029
"EF0.01",0.0059
"EF0.01",0.0059
"EF0.02",0.1043
"EF0.03",0
"EF0.04",5.6021
"EF0.05",9.9028
"EF0.05",9.9028
"EFNB1",110.1584
"EFNB2",9.4859
"EFNB2",9.4859
"EFNB3",3.6129
"EFR3A",4.7901
"EFR3B",0.0277
"EFS",16.363
"EFTUD2",0.0892
"EGF",0.0035
"EGFL6",0.2028
"EGFL7",3.3258
"EGFL8",0.2302
"EGFLAM",0
"EGFR",8.251
"EGLN1",7.8662
"EGLN1",7.8662
"EGLN2",17.1759
"EGLN3",46.7622
"EGR1",711.9315
"EGR2",0.9434
"EGR3",3.974
"EGR4",0
"EHBP1",5.1695
"EHBP1L1",28.9317
"EHD1",18.6788
"EHD2",175.7925
"EHD3",1.0327
"EHD4",13.3517
"EHF",0.0163
"EHHADH",0.3858
"EHM2",0
"EHMT1",7.329
"EHMT1",7.329
"EHMT1-IT1",0
"EHMT2",0.0035
"EHMT2",0.0035
"EHMT2",0.0035
"EI24",16.5605
"EID1",22.8572
"EID2",8.6145
"EID2B",0.3654
"EID3",0.639
"EIF1",188.4775
"EIF1",188.4775
"EIF1AD",7.4253
"EIF1AX",2.479
"EIF1AY",0.0044
"EIF1B",24.1811
"EIF2A",5.7162
"EIF2AK1",11.5269
"EIF2AK2",5.9275
"EIF2AK2",5.9275
"EIF2AK3",6.7469
"EIF2AK4",2.7842
"EIF2B1",20.5546
"EIF2B2",10.9809
"EIF2B3",0.0015
"EIF2B4",1.9674
"EIF2B5",6.8845
"EIF2C1",0
"EIF2C1",0
"EIF2C2",0
"EIF2C3",0
"EIF2C4",0
"EIF2C4",0
"EIF2D",15.3267
"EIF2S1",26.4859
"EIF2S2",8.6242
"EIF2S3",68.6368
"eIF3",0
"EIF3A",25.5779
"EIF3B",13.6548
"EIF3C",0
"EIF3CL",0
"EIF3D",228.86
"EIF3E",41.7103
"EIF3F",10.4526
"EIF3G",14.0945
"EIF3H",89.0131
"EIF3I",132.6295
"EIF3J",3.7445
"EIF3K",48.1369
"EIF3L",8e-04
"EIF3M",12.3471
"EIF3S1",0
"EIF3S10",0
"EIF3S12",0
"EIF3S12",0
"EIF3S8",0
"EIF3S8",0
"EIF4A1",12.4234
"EIF4A2",41.5284
"EIF4A3",22.5795
"EIF4B",1.5325
"EIF4E",0
"EIF4E",0
"EIF4E1B",0
"EIF4E2",15.3008
"EIF4E3",1.5186
"EIF4EBP1",131.725
"EIF4EBP2",15.0968
"EIF4EBP2",15.0968
"EIF4EBP3",11.5475
"EIF4ENIF1",2.9588
"EIF4G1",9.4207
"EIF4G2",17.492
"EIF4G3",3.6884
"EIF4G3",3.6884
"EIF4H",0.0129
"EIF5",20.4294
"EIF5A",323.6855
"EIF5A2",0.6798
"EIF5AL1",0.5551
"EIF5B",19.1024
"eIF6",0
"EIF6",19.6305
"EKI1",0
"EL953211",0
"ELA1",0
"ELA2",0
"ELAC1",7.3564
"ELAC2",0.0012
"ELANE",0
"ELAVL1",11.6325
"ELAVL1",11.6325
"ELAVL2",0
"ELAVL2",0
"ELAVL3",0
"ELAVL4",0
"ELF1",18.3215
"ELF2",0
"ELF3",0.6194
"ELF4",15.6216
"ELF4",15.6216
"ELF5",0
"ELF5",0
"ELF5",0
"ELFN1",0
"ELFN2",0.6253
"ELK1",10.213
"ELK3",46.0057
"ELK4",3.0842
"ELL",5.8726
"ELL",5.8726
"ELL2",27.8126
"ELL2",27.8126
"ELL3",0
"ELL3",0
"ELMO1",0
"ELMO2",2.8209
"ELMO3",9.9276
"ELMOD1",0.138
"ELMOD2",6.0075
"ELMOD3",0.0094
"ELMSAN1",16.2716
"ELN",0
"ELOF1",65.8
"ELOVL1",7.0264
"ELOVL2",0
"ELOVL3",0
"ELOVL4",5.0508
"ELOVL5",1.6081
"ELOVL6",12.8594
"ELOVL7",3.4332
"ELP2",0
"ELP3",0.0014
"ELP3",0.0014
"ELP4",0.7429
"ELP5",1.1482
"ELP6",0.0022
"ELSPBP1",0
"EMB",1.7066
"EMC1",0.0084
"EMC10",37.1465
"EMC2",6.768
"EMC3",14.6561
"EMC4",6.4591
"EMC6",57.3767
"EMC7",31.4999
"EMC8",0.0037
"EMC9",2.9168
"EMCN",0
"EMD",52.9701
"EME1",0.6063
"EME2",2e-04
"EMG1",15.4923
"EMID1",0.0534
"EMILIN1",0
"EMILIN2",0
"EMILIN3",0.0659
"EML1",1.1985
"EML2",28.743
"EML3",11.1151
"EML4",0
"EML6",0.8278
"EMP1",135.5816
"EMP2",87.6795
"EMP3",22.4019
"EMR1",0
"EMR2",0
"EMSY",0
"EMX1",0
"EMX2",0.7487
"EN1",2.5207
"EN2",0
"E0.0H",0.0332
"E0.0H",0.0332
"E0.0M",0
"ENC1",0.7518
"ENC1",0.7518
"ENDOD1",28.7041
"ENDOG",22.2159
"ENDOGL2",0
"endothelin-A receptor delta 3-4",0
"ENDOU",0.7417
"ENDOV",0
"ENG",2e-04
"ENGASE",0.8923
"ENHO",0
"ENKD1",7.512
"ENKUR",0
"ENO1",300.3005
"ENO1",300.3005
"ENO1B",0
"ENO1L1",0
"ENO2",1.453
"ENO3",7e-04
"ENOPH1",9.938
"ENOSF1",0.7832
"ENOX1",0.2434
"ENOX2",0.0051
"ENPEP",0
"ENPP1",0.0347
"ENPP1",0.0347
"ENPP2",0
"ENPP3",0
"ENPP4",0
"ENPP5",0.1649
"ENPP6",0
"ENPP7",0
"ENSA",25.2527
"ENST00000219090",0
"ENST00000253461",0
"ENST00000258451",0
"ENST00000258869",0
"ENST00000269290",0
"ENST00000270031",0
"ENST00000273009",0
"ENST00000287912",0
"ENST00000293743",0
"ENST00000296446",0
"ENST00000303521",0
"ENST00000309178",0
"ENST00000311275",0
"ENST00000312876",0
"ENST00000313664",0
"ENST00000318245",0
"ENST00000319327",0
"ENST00000319763",0
"ENST00000319778",0
"ENST00000322446",0
"ENST00000324808",0
"ENST00000324928",0
"ENST00000327574",0
"ENST00000330381",0
"ENST00000331733",0
"ENST00000331736",0
"ENST00000335883",0
"ENST00000339363",0
"ENST00000339388",0
"ENST00000340249",0
"ENST00000340621",0
"ENST00000341045",0
"ENST00000342409",0
"ENST00000343253",0
"ENST00000344759",0
"ENST00000344859",0
"ENST00000355232",0
"ENST00000357132",0
"ENST00000357303",0
"ENST00000357778",0
"ENST00000360201",0
"ENST00000368172",0
"ENST00000368503",0
"ENST00000369334",0
"ENST00000369399",0
"ENST00000370094",0
"ENST00000370217",0
"ENST00000370659",0
"ENST00000370857",0
"ENST00000370911",0
"ENST00000371264",0
"ENST00000371327",0
"ENST00000372165",0
"ENST00000373287",0
"ENST00000374747",0
"ENST00000374976",0
"ENST00000375678",0
"ENST00000376598",0
"ENST00000377836",0
"ENST00000382123",0
"ENST00000382881",0
"ENST00000383497",0
"ENST00000383748",0
"ENST00000390369",0
"ENST00000390629",0
"ENST00000391338",0
"ENST00000391366",0
"ENST00000391418",0
"ENST00000392994",0
"ENST00000393610",0
"ENST00000394494",0
"ENST00000395137",0
"ENST00000395260",0
"ENST00000395270",0
"ENST00000398769",0
"ENST00000399573",0
"ENST00000399686",0
"ENST00000401432",0
"ENST00000401649",0
"ENST00000401851",0
"ENST00000403017",0
"ENST00000405592",0
"ENST00000406610",0
"ENST00000407600",0
"ENST00000409736",0
"ENST00000412051",0
"ENST00000412431",0
"ENST00000412449",0
"ENST00000412600",0
"ENST00000412698",0
"ENST00000413178",0
"ENST00000413847",0
"ENST00000414055",0
"ENST00000414725",0
"ENST00000414736",0
"ENST00000415891",0
"ENST00000416025",0
"ENST00000416446",0
"ENST00000416501",0
"ENST00000417060",0
"ENST00000417915",0
"ENST00000422725",0
"ENST00000424686",0
"ENST00000424947",0
"ENST00000424972",0
"ENST00000425276",0
"ENST00000427175",0
"ENST00000432203",0
"ENST00000433332",0
"ENST00000435941",0
"ENST00000436453",0
"ENST00000437974",0
"ENST00000440584",0
"ENST00000440601",0
"ENST00000440703",0
"ENST00000440834",0
"ENST00000440988",0
"ENST00000442121",0
"ENST00000442764",0
"ENST00000443124",0
"ENST00000443689",0
"ENST00000444227",0
"ENST00000445400",0
"ENST00000445903",0
"ENST00000446664",0
"ENST00000448309",0
"ENST00000448477",0
"ENST00000449089",0
"ENST00000450802",0
"ENST00000450900",0
"ENST00000451472",0
"ENST00000453171",0
"ENST00000458238",0
"ENST00000458619",0
"ENST00000463407",0
"ENST00000464873",0
"ENST00000469044",0
"ENST00000478922",0
"ENST00000479241",0
"ENST00000479870",0
"ENST00000480218",0
"ENST00000481490",0
"ENST00000482713",0
"ENST00000488380",0
"ENST00000490693",0
"ENTHD1",0
"ENTPD1",0.4658
"ENTPD2",0.0132
"ENTPD3",0.4942
"ENTPD3",0.4942
"ENTPD4",0.7121
"ENTPD5",0.9553
"ENTPD5",0.9553
"ENTPD6",1.6108
"ENTPD7",0.4648
"ENTPD7",0.4648
"ENTPD8",0
"ENY2",0.4167
"ENY2",0.4167
"EOGT",0
"EOMES",0
"EOS",0
"EP300",13.0418
"EP400",0
"EPAS1",18.0528
"EPAS1",18.0528
"EPB4.1",0
"EPB41",0.4075
"EPB41",0.4075
"EPB41L1",1.4418
"EPB41L1",1.4418
"EPB41L2",0
"EPB41L3",0
"EPB41L4",0
"EPB41L4A",0
"EPB41L4B",0.1379
"EPB41L4B",0.1379
"EPB41L5",0.0038
"EPB42",0
"EPC1",0.0083
"EPC2",2.0798
"EPCAM",2.1394
"EPDR1",0
"EPG5",2.1476
"EPGN",1.1441
"EPHA1",24.7129
"EPHA2",26.7205
"EPHA3",0
"EPHA4",5.9817
"EPHA5",0
"EPHA5",0
"EPHA7",0
"EPHA8",0
"EphB1",0
"EPHB1",0
"EPHB2",1.3406
"EPHB3",35.6476
"EPHB4",17.2792
"EPHB6",9.4341
"EPHX1",1.5382
"EPHX2",0.2011
"EPHX3",6.8089
"EPHX4",0
"EPIM",0
"EPLG8",0
"EPLIN",0
"EPM2A",0.2259
"EPM2AIP1",0.7234
"EPN1",0.0031
"EPN2",0
"EPN3",8.7438
"EPN3",8.7438
"EPO",1.6221
"EPOR",0.2708
"EPPIN",0
"EPPIN1",0
"EPPIN3",0
"EPPK1",57.4818
"EPR1",0
"EPRS",22.8404
"EPS15",0.0018
"EPS15",0.0018
"EPS15L1",0
"EPS15R",0
"EPS8",1.6492
"EPS8L1",4.2207
"EPS8L2",2.9329
"EPS8L3",0
"epsilon-FD",0
"EPSIN",0
"EPSTI1",0
"EPX",0.0803
"EPYC",0
"EQTN",0
"ER81",0
"ERAL1",23.3394
"ERAP1",7.2333
"ERAP2",0.0039
"ERAS",0
"ERBB2",0.2139
"ERBB3",5.2474
"ERBB4",0
"ERBIN",0
"ERC1",1e-04
"ERC2",0
"ERCC1",0
"ERCC2",0
"ERCC2",0
"ERCC3",6.6584
"ERCC4",1.9586
"ERCC5",0
"ERCC6",2.427
"ERCC6L",0.2013
"ERCC6L2",0
"ERCC8",1.3671
"EREG",8.7907
"EREG",8.7907
"ERF",55.7651
"ERG",0
"ERG",0
"ERG-1",0
"ERG1",0
"ERG2",0
"ERGIC1",11.1366
"ERGIC2",2.8373
"ERGIC3",12.6621
"ERGL",0
"ERH",154.1725
"ERI1",3.513
"ERI2",3.8787
"ERI3",9.3621
"ERICH1",8.2208
"ERICH2",14.4761
"ERICH3",0
"ERICH4",0
"ERICH5",0
"ERICH6",0
"ERICH6B",0
"ERK",0
"ERK1",0
"ERLEC1",2e-04
"ERLIN1",7.7608
"ERLIN2",10.1734
"erm",0
"ERMAP",2.9854
"ERMARD",0.9315
"ERMN",0
"ERMP1",15.6351
"ERN1",6.7779
"ERN1",6.7779
"ERN1",6.7779
"ERN2",0
"ERO1-L(BETA)",0
"ERO1A",49.2991
"ERO1B",0.8722
"ERO1L",0
"ERO1LB",0
"ERO1LB",0
"ERP27",1.0649
"ERP29",44.7232
"ERP44",7.1303
"ERRB2",0
"ERRFI1",52.3191
"ERRG2",0
"ERV3-1",0.4939
"ERVFRD-1",0
"ERVH-6",0
"ERVK-6",0
"ERVMER34-1",0.3033
"ERVV-1",0
"ERVV-2",0
"ERVW-1",0
"ESAM",0
"ESCO1",3.1588
"ESCO2",0.1918
"ESD",73.4183
"ESE-1",0
"ESE-3",0
"ESF1",2.2149
"ESM1",0
"ESP13.2",0
"ESPL1",0.6899
"ESPL1",0.6899
"ESPN",10.3981
"ESPNL",0.09
"ESR",0
"ESR1",0
"ESR2",0
"ESRG",0
"ESRP1",12.5842
"ESRP2",6.769
"ESRRA",4.8894
"ESRRB",0
"ESRRG",0
"EST-YD1",0
"estrogen receptor-related protein",0
"ESX1",0
"ESYT1",11.6843
"ESYT2",0.2731
"ESYT3",0
"ET",0
"ET(B)R-LP-2",0
"ETAA1",4.4843
"ETAA16",0
"ETF1",6.7487
"ETFA",8.9984
"ETFA",8.9984
"ETFB",64.8018
"ETFBKMT",0.2138
"ETFDH",0.9055
"ETFRF1",1.3668
"ETHE1",60.3648
"ETL",0
"ETNK1",4.5084
"ETNK1",4.5084
"ETNK2",20.0509
"ETNPPL",0
"ETS1",0.0026
"ETS1",0.0026
"ETS1",0.0026
"ETS2",65.3421
"ETS2",65.3421
"ETV1",0
"ETV1",0
"ETV2",0.1413
"ETV3",5.1471
"ETV3L",0
"ETV4",1.7046
"ETV5",0.0125
"ETV6",4.8651
"ETV6",4.8651
"ETV6-NTRK3 fusion",0
"ETV7",0
"EVA1",0
"EVA1",0
"EVA1A",1.9606
"EVA1B",16.8253
"EVA1C",0.1345
"EVC",0
"EVC",0
"EVC2",4.365
"Evi-1",0
"EVI1",0
"EVI1",0
"EVI1",0
"EVI27",0
"EVI2A",0
"EVI2B",0
"EVI5",4.4955
"EVI5L",7.1275
"EVL",3.8005
"EVPL",35.3682
"EVPLL",4.804
"EVX1",0
"EVX2",0
"EWSR1",0.0034
"EWSR1",0.0034
"EWSZSG fusion",0
"EXD1",0
"EXD2",1.6566
"EXD3",0
"EXO1",0.0334
"EXO5",5.8252
"EXOC1",1.0399
"EXOC2",4.9926
"EXOC3L1",0.489
"EXOC3L2",6.9359
"EXOC3L4",0
"EXOC4",4.5528
"EXOC5",3.057
"EXOC6",0.0974
"EXOC6",0.0974
"EXOC6B",18.6327
"EXOC7",0
"EXOC8",6.1078
"EXOC8",6.1078
"EXOG",0.397
"EXOSC1",1.0228
"EXOSC10",2.6009
"EXOSC2",2.0602
"EXOSC3",2.8434
"EXOSC4",23.0216
"EXOSC5",4.6493
"EXOSC6",17.8514
"EXOSC7",23.2608
"EXOSC7",23.2608
"EXOSC8",1.4373
"EXOSC9",1.2818
"EXPH5",4.7521
"EXT1",18.9439
"EXT1",18.9439
"EXT2",6.5804
"EXTL1",0
"EXTL2",0.0125
"EXTL3",4.1996
"EY892390",0
"EYA1",0
"EYA1C",0
"EYA2",0
"EYA3",0.0172
"EYA4",0
"EYA4",0
"EYS",0.0298
"EZH1",0.0035
"EZH2",0.0273
"EZR",4.1905
"F004222",0
"F005050",0
"F007155",0
"F017995",0
"F022991",0
"F026402",0
"F029778",0
"F034956",0
"F035625",0
"F037195",0
"F040105",0
"F052151",0
"F053356",0
"F055000",0
"F059252",0
"F059274",0
"F064243",0
"F064491",0
"F070588",0
"F070618",0
"F072468",0
"F074264",0
"F074382",0
"F077954",0
"F083105",0
"F10",0
"F101434",0
"F11",0
"F11R",0.8867
"F11R",0.8867
"F12",3.6619
"F13A1",0
"F13B",0
"F17127_1",0
"F2",0
"F2R",7.5168
"F2RL1",47.5393
"F2RL2",0
"F2RL3",0
"F3",71.0098
"F5",0
"F7",0
"F8",0
"F8A1",0
"F8A2",0
"F9",0
"FA2H",6e-04
"FAAH",1.1052
"FAAH2",3.1822
"FAAP100",1.5644
"FAAP20",0
"FAAP24",1.7418
"FABP1",0
"FABP12",0
"FABP2",0
"FABP3",1.367
"FABP4",0
"FABP5",10.1242
"FABP5P1",0
"FABP5P3",0
"FABP5P7",0
"FABP6",0
"FABP7",4.2872
"FABP9",0
"FACL1",0
"FACL5",0
"FACTP140",0
"FADD",15.4479
"FADS1",7.7687
"FADS1",7.7687
"FADS2",13.3373
"FADS3",0.771
"FAF1",2.9569
"FAF2",11.5107
"FAH",1.2704
"FAHD1",22.0533
"FAHD2A",0.7422
"FAHD2B",0.5742
"FAIM",8.3474
"FAIM2",0
"FALZ",0
"FAM100B",0
"FAM101A",0
"FAM101A",0
"FAM101B",0
"FAM101B",0
"FAM102A",17.5562
"FAM102B",4.581
"FAM103A1",0.7405
"FAM104A",14.3387
"FAM104A",14.3387
"FAM104B",0.1294
"FAM105A",0.0588
"FAM106A",0
"FAM107A",0
"FAM107A",0
"FAM107A",0
"FAM107B",0.3294
"FAM108B1",0
"FAM109A",7.344
"FAM109B",10.511
"FAM110A",32.3161
"FAM110B",0.1452
"FAM110C",8.8673
"FAM110C",8.8673
"FAM110D",0
"FAM111A",3.6133
"FAM111A",3.6133
"FAM111B",0.1802
"FAM113B",0
"FAM114A1",1.7816
"FAM114A1",1.7816
"FAM114A2",3.7854
"FAM115A",0
"FAM117A",1.7702
"FAM117B",0.8568
"FAM118A",6.8785
"FAM118B",2.889
"FAM119A",0
"FAM119B",0
"FAM119B",0
"FAM11B",0
"FAM120A",19.2932
"FAM120AOS",0.3352
"FAM120B",3.7524
"FAM120B",3.7524
"FAM120C",0.5359
"FAM122A",3.5413
"FAM122B",3.1867
"FAM122C",0.0452
"FAM123A",0
"FAM123B",0
"FAM124A",0
"FAM124B",0
"FAM126A",0.0027
"FAM126B",2.8945
"FAM127A",120.505
"FAM127A",120.505
"FAM127B",32.2136
"FAM127C",10.8733
"FAM128B",0
"FAM129A",17.6993
"FAM129B",140.7415
"FAM131A",0.5137
"FAM131B",0.0508
"FAM131C",4.1186
"FAM132A",6.42
"FAM133A",0
"FAM133B",0.0951
"FAM134A",9.8183
"FAM134B",0
"FAM134C",23.1881
"FAM135A",1.4403
"FAM135B",0
"FAM136A",6.4944
"FAM136B",0
"FAM138A",0
"FAM13A",0.3737
"FAM13B",0.0077
"FAM13C",0
"FAM149A",0
"FAM149B1",0.6543
"FAM14A",0
"FAM150A",0
"FAM150B",0
"FAM151A",0
"FAM151B",0
"FAM153A",0
"FAM153B",0
"FAM155A",0
"FAM155B",0
"FAM156A",0
"FAM156B",0
"FAM157A",0
"FAM157B",0
"FAM158A",0
"FAM159A",0
"FAM159B",0
"FAM160A1",3.7079
"FAM160A2",1.9319
"FAM160B1",2.6392
"FAM160B2",9.2933
"FAM161A",0.5873
"FAM162A",28.5291
"FAM162B",0
"FAM163A",0
"FAM163B",0
"FAM165B",0
"FAM166A",0
"FAM166B",0
"FAM167A",6.4449
"FAM167A-AS1",0
"FAM167B",0
"FAM168A",0.0222
"FAM168B",27.412
"FAM169A",3.0195
"FAM169B",0
"FAM170A",0
"FAM170B",0
"FAM171A1",2.0692
"FAM171A2",2.4471
"FAM171B",0.2053
"FAM172A",0.6012
"FAM173A",17.9055
"FAM173B",0.0026
"FAM174A",8.8572
"FAM174B",3e-04
"FAM175A",1.6685
"FAM175B",2.9673
"FAM176A",0
"FAM176B",0
"FAM177A1",2e-04
"FAM177B",0
"FAM178B",0
"FAM179A",0.0012
"FAM179B",0.4012
"FAM180A",0.0179
"FAM181A",0
"FAM181B",0.3663
"FAM183A",0.6652
"FAM183BP",0
"FAM184A",0.0473
"FAM184B",0
"FAM185A",0
"FAM186A",0
"FAM186B",0.0719
"FAM187B",0
"FAM188A",13.5722
"FAM188B",0
"FAM189A1",0
"FAM189A2",0
"FAM189B",0.0099
"FAM192A",5.1851
"FAM193A",1.6
"FAM196A",0.0479
"FAM196B",0.0603
"FAM198A",0.7037
"FAM198B",0.1285
"FAM199X",6.2917
"FAM19A1",0
"FAM19A2",0
"FAM19A3",0.2309
"FAM19A4",0
"FAM19A5",0
"FAM200A",6.22
"FAM200B",0.3951
"FAM204A",30.6528
"FAM205A",0
"FAM205BP",0
"FAM205C",0
"FAM206A",6.0651
"FAM207A",4.4195
"FAM208B",0.8846
"FAM209A",0
"FAM209B",0
"FAM20A",0
"FAM20B",18.4114
"FAM20C",2.8207
"FAM210A",2.0014
"FAM210B",7.521
"FAM212B",0.9042
"FAM213A",27.6725
"FAM214A",5.0751
"FAM214B",15.5985
"FAM216A",5.9203
"FAM216B",0
"FAM217A",0
"FAM217B",6.2192
"FAM218A",0
"FAM219A",6e-04
"FAM219B",3.3915
"FAM21A",0
"FAM21C",0
"FAM220A",57.8574
"FAM221A",0
"FAM221B",0
"FAM222A",0.0687
"FAM222B",12.579
"FAM223A",0
"FAM223B",0
"FAM226B",0
"FAM227A",0
"FAM227B",5e-04
"FAM228A",0.1285
"FAM229A",0.4151
"FAM229B",0.2455
"FAM22A",0
"FAM234A",12.3943
"FAM234B",1.4115
"FAM24A",0
"FAM24B",1.082
"FAM25A",0
"FAM25BP",0
"FAM25C",0
"FAM25G",0
"FAM26D",0
"FAM26E",0.0605
"FAM26F",0.2191
"FAM27C",0
"FAM27E3",0
"FAM32A",23.9247
"FAM35A",1.6042
"FAM35A",1.6042
"FAM3A",2.742
"FAM3B",0
"FAM3C",0.4391
"FAM3C",0.4391
"FAM3C",0.4391
"FAM3D",0.5516
"FAM40B",0
"FAM43A",2.0578
"FAM43B",0
"FAM43B",0
"FAM45A",0
"FAM45B",0
"FAM46A",1.0422
"FAM46B",136.4895
"FAM46C",0.2091
"FAM46D",0
"FAM47A",0
"FAM47B",0
"FAM47C",0
"FAM47DP",0
"FAM47E",0
"FAM48A",0
"FAM49A",0.3671
"FAM49B",5.2888
"FAM50A",17.5616
"FAM50B",6.7784
"FAM53A",0.0388
"FAM53B",12.6123
"FAM53B",12.6123
"FAM53C",5.9633
"FAM54A",0
"FAM57A",23.2386
"FAM57B",0
"FAM58A",0.0056
"FAM59A",0
"FAM59A",0
"FAM5C",0
"FAM60A",14.3345
"FAM60A",14.3345
"FAM63A",0.1424
"FAM63A",0.1424
"FAM63A",0.1424
"FAM63B",1.271
"FAM64A",0.7757
"FAM65A",0.2262
"FAM65B",0
"FAM65C",0.015
"FAM69A",0
"FAM69B",0.8582
"FAM69C",0
"FAM71A",0
"FAM71B",0
"FAM71C",0
"FAM71D",0
"FAM71E1",0
"FAM71E2",0
"FAM71F1",0
"FAM71F2",0.4068
"FAM72A",0
"FAM72B",0
"FAM72D",0
"FAM73B",0
"FAM74A1",0
"FAM74A3",0
"FAM76A",0.0027
"FAM76B",0.7953
"FAM78A",4e-04
"FAM78B",0.1383
"FAM79A",0
"FAM79B",0
"FAM80B",0
"FAM81A",0.0763
"FAM83A",28.3142
"FAM83A",28.3142
"FAM83A-AS1",0
"FAM83B",15.4892
"FAM83C",78.0189
"FAM83D",0
"FAM83E",1.119
"FAM83F",24.6194
"FAM83G",49.1129
"FAM83H",0
"FAM83H",0
"FAM84A",22.1634
"FAM84A",22.1634
"FAM84B",7.1418
"FAM86B1",7e-04
"FAM86B2",0
"FAM86B3P",0
"FAM86C",0
"FAM86C1",3e-04
"FAM87A",0
"FAM89A",139.29
"FAM89B",17.1298
"FAM8A1",9.7284
"FAM8A1",9.7284
"FAM90A1",0
"FAM90A10P",0
"FAM90A20P",0
"FAM91A1",3.0737
"FAM92A1",0
"FAM92B",0
"FAM95B1",0
"FAM96A",0.0069
"FAM96B",91.645
"FAM98A",0.8079
"FAM98A",0.8079
"FAM98B",0.4442
"FAM98C",0.0066
"FAM9A",0
"FAM9B",0
"FAM9C",0
"FAN1",3.8583
"FANCA",0.1121
"FANCB",0.3008
"FANCC",0.2455
"FANCD2",0
"FANCD2",0
"FANCD2OS",0
"FANCE",16.6948
"FANCF",3.6671
"FANCG",7.9606
"FANCI",0.2882
"FANCL",5e-04
"FANCM",0.2074
"FANK1",2.7016
"FAP",0
"FAP48",0
"FAR1",4.4785
"FAR2",0.1739
"FARP1",1.4421
"FARP2",3.8286
"FARS2",1.4832
"FARSA",0.0036
"FARSB",12.1406
"FAS",1.7864
"FASLG",0.0083
"FASN",49.7584
"FASTK",2.3998
"FASTKD1",1.2966
"FASTKD2",1.0322
"FASTKD3",0.7405
"FASTKD5",1.5439
"FAT1",13.4595
"FAT2",22.4092
"FAT4",0.152
"FATE1",0
"FAXC",0.0421
"FAXDC2",0.8084
"FBF1",0.5404
"FBI1",0
"FBI12",0
"FBL",26.9747
"FBLIM1",16.5994
"FBLIM1",16.5994
"FBLIM1",16.5994
"FBLN1",0
"FBLN2",3.2304
"FBLN5",0
"FBLN7",0
"FBN1",0
"FBN2",5.4934
"FBN3",0
"FBP1",0.3154
"FBP2",0
"FBP3",0
"FBRNP",0
"FBRS",29.6684
"FBRSL1",20.5315
"FBX4",0
"FBX6",0
"FBXL10",0
"FBXL10",0
"FBXL11",0
"FBXL12",16.182
"FBXL13",0
"FBXL14",3.652
"FBXL15",21.9961
"FBXL16",0.7979
"FBXL17",3.8485
"FBXL18",0
"FBXL19",12.1132
"FBXL2",2e-04
"FBXL20",0.0225
"FBXL21",0
"FBXL3",26.5952
"FBXL4",3e-04
"FBXL4",3e-04
"FBXL5",8.4295
"FBXL6",0.5536
"FBXL7",0.2774
"FBXL8",5.7186
"FBXO10",0.4127
"FBXO11",11.1968
"FBXO15",6.8817
"FBXO16",0
"FBXO17",8.2525
"FBXO18",10.0769
