"Gene","STAT1"
"CIR",0.53996704
"CIRBP",0.651924283
"CIT",-0.96093957
"CITED1",0.488972837
"CITED2",-0.974927539
"CITED4",-0.273552795
"CKAP2L",-0.302415685
"CKAP5",0.258720406
"CKB",-0.504941702
"CKLF",0.389051209
"CKS1B",-2.543835787
"CKS2",0.00584771
"CLASP1",-0.027357248
"CLASP2",-0.132490371
"CLCA2",-0.149843544
"CLCF1",0.407683585
"CLCN1",0.746959271
"CLCN2",0.002833023
"CLCN3",-0.625048772
"CLCN5",0.241985546
"CLCN7",0.195705297
"CLDN1",-3.879531173
"CLDN12",-0.708085796
"CLDN16",0.211184818
"CLDN3",0.045686598
"CLDN4",-1.261421522
"CLDN7",-0.237433145
"CLEC1A",0.311980039
"CLEC2D",0.835063455
"CLEC4E",0.454220837
"CLEC4G",0.548946683
"CLEC4M",1.33670308
"CLIC3",0.136563688
"CLIPR-59",0.023038519
"CLN6",0.609282258
"CLOCK",-0.243016337
"CLPTM1L",0.004814889
"CLSPN",0.211029557
"CLTC",0.046641422
"CLTCL1",0.483027516
"CLUL1",0.835340233
"CLYBL",0.27795525
"CMAH",-0.327657418
"CMBL",0.198891643
"CMTM1",0.146732091
"CNBP",0.304555709
"CNDP2",-6.563335049
"CNIH3",0.539901702
"CNNM1",0.73816341
"CNNM4",-0.680834265
"CNOT1",-0.045519244
"CNOT2",-0.371259768
"CNOT3",0.198746938
"CNOT4",0.345639132
"CNOT6",-0.235229284
"CNOT6L",0.401796501
"CNOT7",0.541639299
"CNOT8",6.520002325
"CNR1",-0.225667572
"CNTN1",-0.11155882
"CNTNAP1",-0.500473835
"COBL",0.295024217
"COBLL1",0.047182522
"COBRA1",-0.26286623
"COCH",0.693260938
"COG2",-0.609638836
"COG4",0.984187843
"COG5",0.665080793
"COG7",-0.476093388
"COL13A1",0.436350966
"COL14A1",0.817345748
"COL2A1",0.134150799
"COL3A1",0.129985991
"COL4A5",-0.039469368
"COL4A6",-0.07843982
"COL5A1",-0.023511703
"COL8A2",0.157591492
"COLEC12",0.789281433
"COMMD10",0.432078462
"COMMD7",-0.920064794
"COMP",0.85040657
"COMT",-0.044215257
"COPA",-0.027317838
"COPB2",-0.032212485
"COPG",-1.180413589
"COPS2",0.436550857
"COPS4",0.00536146
"COPS6",-0.06402585
"COQ10B",0.074200259
"COQ5",-0.241643859
"COQ6",0.260294682
"COQ7",0.084195563
"CORO1C",-0.534666559
"COVA1",0.191541428
"COX15",-0.159563511
"COX17",-0.418366177
"COX18",0.991832775
"COX4I1",-0.259918366
"COX5A",-0.117938542
"COX6B1",-0.048173078
"COX7A2",-0.032362704
"COX7A2L",0.099650219
"COX7B",-0.140211053
"COX7C",-0.097498244
"CPA6",0.129153147
"CPEB2",-0.040769678
"CPNE6",-0.234421888
"CPNE8",0.26387555
"CPOX",-0.784925327
"CPS1",0.054864361
"CPSF3L",0.194033975
"CPT2",-4.725187161
"CPVL",-0.175239033
"CRABP2",1.275513449
"CRADD",-0.003821239
"CRAMP1L",-0.195309863
"CRB2",1.019191525
"CRCT1",-0.772871256
"CREB1",0.021486662
"CREB3",-0.255268331
"CREB3L1",-1.544490128
"CREB3L3",1.264570842
"CREB3L4",1.687542313
"CREB5",-0.79696324
"CREBBP",0.214931249
"CREBL1",0.534607904
"CREBL2",-0.611505261
"CREBZF",-0.703443857
"CREG1",1.146731065
"CRELD2",-0.075027627
"CREM",-0.126227097
"CRIPAK",-0.116917153
"CRISP2",0.076562972
"CRISPLD2",-0.060118181
"CRK",-0.075936501
"CRNN",-0.359132095
"CROT",0.08577483
"CRSP2",-0.11864214
"CRSP3",0.023339133
"CRSP6",-0.282260315
"CRSP7",0.526112749
"CRSP8",-0.047146441
"CRSP9",-0.341469069
"CRTC1",-0.309577637
"CRTC2",0.490208099
"CRTC3",-0.058661309
"CRX",0.650299303
"CRY1",-0.226491127
"CRY2",0.168785613
"CRYAA",0.371708875
"CRYAB",2.830695374
"CRYBA4",0.320438327
"CRYGD",0.35115562
"CRYL1",-2.036156806
"CRYM",0.398993361
"CRYZ",0.599334886
"CSDA",0.524464047
"CSDC2",0.561517375
"CSDE1",0.635895344
"CSF2",-0.129448322
"CSF2RA",0.155354845
"CSK",-0.049573746
"CSN2",0.310641958
"CSNK1A1",-0.830107902
"CSNK1D",-0.471813937
"CSNK1E",-1.282371789
"CSNK1G1",0.033080899
"CSNK1G2",-2.30261954
"CSPG2",0.110171139
"CSPG5",0.947678456
"CST6",-1.127570873
"CSTA",-0.037156811
"CSTL1",0.174989348
"CTBP1",-5.2055799
"CTBP2",0.179610697
"CTBS",0.298058182
"CTCF",-0.680675763
"CTCFL",0.552567883
"CTDSP1",0.395356295
"CTDSP2",0.332300434
"CTDSPL",-0.955651875
"CTGF",-1.52640378
"CTGLF4",0.212277257
"CTGLF5",-0.122485987
"CTH",-2.320919032
"CTNNB1",-0.232449188
"CTNNBIP1",-0.294227688
"CTNND1",0.262705219
"CTNND2",0.160427493
"CTNS",-0.032352055
"CTPS",-0.140705224
"CTPS2",-0.124513736
"CTR9",0.435961048
"CTSB",0.058606901
"CTSC",1.208327662
"CTSF",0.535855568
"CTSK",0.175451208
"CTSL",-0.043513792
"CTSL2",0.000971957
"CTSO",0.255289755
"CTSS",-0.376151244
"CTTN",-0.110313075
"CTXN1",-0.113855419
"CUEDC2",-0.374434321
"CUGBP1",0.367235472
"CUTA",-0.136128623
"CUTL1",0.029715986
"CUTL2",0.531617587
"CX3CL1",-0.457997668
"CXCL1",0.299530633
"CXCL10",0.332606878
"CXCL11",0.79874707
"CXCL14",0.189936002
"CXCL2",-1.150731238
"CXCL5",-2.520145454
"CXCR7",4.533427849
"CXorf34",0.198784922
"CXorf38",2.41101275
"CXorf43",0.019326078
"CXorf45",-0.452270346
"CXorf6",0.221920668
"CXXC1",-4.844572141
"CXXC5",-0.092765042
"CXYorf2",0.371633108
"CYB561",-0.675704732
"CYB5A",0.090226731
"CYB5D2",1.332753148
"CYB5R1",-0.169031461
"CYBRD1",0.090473855
"CYFIP1",0.566578636
"CYFIP2",0.241301063
"CYGB",-0.187011167
"CYHR1",0.885497849
"CYLN2",-0.25270016
"CYP17A1",-0.368327317
"CYP1A1",0.435751901
"CYP1B1",-10.90449464
"CYP20A1",-0.379854651
"CYP26B1",0.40807096
"CYP2A6",0.34632629
"CYP2C8",0.500826826
"CYP2W1",-0.120966832
"CYP3A5",0.252724376
"CYP4V2",0.051384363
"CYP51A1",0.119304681
"CYR61",0.111320508
"CYTL1",-0.089925343
"CYYR1",-0.114208094
"D21S2056E",0.344636894
"D4S234E",-0.133625213
"DAB1",0.353081392
"DAB2",-0.126922742
"DACH1",0.020686479
"DACH2",0.434544165
"DACT1",0.493781951
"DAK",0.242605503
"DALRD3",0.131892103
"DAPK1",-0.082015656
"DAPK3",1.823581594
"DAPP1",-1.807096453
"DAXX",0.612385766
"DAZAP2",-0.058711424
"DBI",-0.005304732
"DBN1",-0.884528199
"DBNDD1",-0.012395828
"DBP",0.142138368
"DBR1",-0.323028252
"DBT",-0.08472293
"DBX2",1.051904004
"DCBLD1",0.237350699
"DCC1",-0.181254342
"DCD",0.838436151
"DCK",-0.762830518
"DCLRE1B",-0.079369541
"DCLRE1C",0.295465389
"DCN",-1.265638417
"DCST1",-0.042728229
"DCTN1",0.281018977
"DCTN4",0.690775067
"DCUN1D3",-1.788486723
"DCUN1D4",-0.278068461
"DDAH1",-2.353937034
"DDHD2",-0.131022056
"DDIT3",0.260330707
"DDIT4",0.090190127
"DDIT4L",-0.226789342
"DDX11",0.323356428
"DDX17",0.227976237
"DDX20",-1.859209637
"DDX21",0.264339246
"DDX28",-0.185173707
"DDX39",-0.037484481
"DDX47",-0.068034736
"DDX5",0.124533418
"DDX52",2.802416577
"DDX54",-1.226192699
"DDX55",-0.35734324
"DDX59",-0.254727784
"DEAF1",0.093860113
"DEDD",-0.223059012
"DEDD2",-0.605318598
"DEFB1",0.38664133
"DEFB126",0.50765937
"DEK",0.074716932
"DENND1A",0.148649228
"DENND2C",-0.367058616
"DENND2D",0.389527933
"DENND3",0.610924929
"DENND4A",0.092155022
"DENND4C",-0.505346335
"DENR",0.311330223
"DEPDC1",-0.050101188
"DERA",0.014357867
"DERL2",0.255220814
"DES",1.22189541
"DFNA5",-0.60300906
"DGCR8",1.026408433
"DGKA",1.165622442
"DGKQ",1.187670995
"DHPS",0.867298794
"DHRS1",0.313346435
"DHRS12",0.405756139
"DHRS2",0.452423564
"DHRS3",0.214584432
"DHRS7B",-4.267050922
"DHX32",-0.979815013
"DHX40",0.092056876
"DIABLO",0.886394249
"DIAPH3",0.221974929
"DICER1",1.082830806
"DIP",-0.16886343
"DIP13B",0.000622453
"DIP2A",0.32679803
"DISC1",0.571578472
"DKC1",0.01599166
"DKFZp313A2432",-0.098154938
"DKFZp434N035",-0.309372805
"DKFZP434P211",0.461921873
"DKFZP586H2123",0.116313192
"DKFZp586I1420",0.136838987
"DKFZP686A01247",-0.095310221
"DKFZp686D0972",0.95500808
"DKFZP686E2158",1.005608903
"DKFZp686L1814",0.510236158
"DKFZp761E198",0.376866878
"DKFZp762E1312",-1.692516944
"DKFZp762P2111",0.000214756
"DKFZp779O175",0.676001307
"DKK1",0.359555649
"DLC1",0.699719936
"DLEU1",2.573621121
"DLG1",5.068230515
"DLG5",-0.216570788
"DLK1",-0.123548623
"DLL1",-1.023461445
"DLST",0.023445439
"DLX1",0.195842316
"DLX2",-0.172452574
"DLX3",0.204760284
"DLX4",0.856770891
"DLX5",0.419592732
"DLX6",0.745400519
"DMAP1",-0.412218451
"DMBX1",-0.044637286
"DMC1",0.963560702
"DMD",0.608149169
"DMKN",0.194027225
"DMRT1",0.355821578
"DMRT2",0.092977883
"DMRT3",0.871295185
"DMRTA1",-0.049727429
"DMRTB1",0.558971689
"DMRTC1",-0.072916736
"DMRTC2",0.161924357
"DMTF1",-0.09995079
"DMWD",-0.02763211
"DMXL2",0.097469326
"DNAH17",0.454693269
"DNAJA1",0.042661673
"DNAJA3",-0.156343178
"DNAJB11",-0.153804679
"DNAJB2",0.368639309
"DNAJB5",-0.845400541
"DNAJB6",0.352365229
"DNAJB9",-2.526078625
"DNAJC11",0.029155418
"DNAJC13",-0.35325854
"DNAJC16",0.175512012
"DNAJC3",2.317229375
"DNAJC6",0.46137484
"DNAJC8",0.05857219
"DNAJC9",0.014605866
"DNAL4",0.63105789
"DNAPTP6",-0.149213495
"DNER",-0.770144586
"DNM3",0.093588408
"DNMBP",0.386029373
"DNMT1",-4.812774804
"DNMT3A",0.212011818
"DNMT3B",-0.378265028
"DNTTIP2",-0.055421746
"DOCK1",-0.378775168
"DOCK10",-0.114687112
"DOCK11",-0.100346064
"DOCK4",0.357088608
"DOCK6",0.095776718
"DOCK9",-1.139198974
"DOK2",0.868889737
"DOK4",0.189658
"DOK5",-0.247454066
"DOM3Z",-0.400836437
"DONSON",-0.10582428
"DPF1",0.560158012
"DPF2",-0.027201521
"DPF3",0.316325869
"DPP4",-0.090133499
"DPYD",0.072866134
"DR1",-0.3374761
"DRAP1",-0.079777224
"DRD3",0.801693863
"DRD4",-0.300386234
"DRD5",0.377585459
"DSC1",1.894748947
"DSC2",-1.287085106
"DSC3",-0.018054736
"DSCAML1",0.67035364
"DSCR1",-0.683401906
"DSCR1L2",-0.052959461
"DSG1",-0.622039858
"DSG4",0.107547772
"DTL",0.592600738
"DTNA",0.264465084
"DTNB",0.210981326
"DTX3",-0.90353345
"DTX4",0.238859001
"DUS2L",-0.590302148
"DUSP1",-0.046391101
"DUSP10",0.483652175
"DUSP13",0.300994112
"DUSP2",-0.122917393
"DUSP4",-0.376241697
"DUSP5",-0.033908615
"DUSP6",-0.127839252
"DUX3",0.070244375
"DVL1",-0.246574885
"DVL3",0.252390724
"DYM",-0.455031078
"DYNC1I1",0.573605776
"DYNC2H1",-0.858433588
"DYNLL1",0.007859268
"DYRK1B",0.17037144
"DYRK3",0.00256945
"DYRK4",1.106208121
"DYSF",0.081852479
"E2F1",-2.706514298
"E2F2",-0.534401494
"E2F3",0.980108493
"E2F4",-1.224551327
"E2F5",-0.358820085
"E2F6",-0.245081714
"E2F7",0.186339408
"E2F8",0.065820089
"E4F1",0.377568307
"EAF1",-0.533128706
"EAF2",-0.817031204
"EBF1",0.783762635
"EBF2",0.716508773
"EBF3",0.56885572
"EBI3",0.298873552
"ECD",0.18885959
"ECOP",-0.762086445
"ECSIT",-2.704085514
"ECT2",-0.668883294
"EDA",0.653021592
"EDA2R",0.373506446
"EDEM1",0.644721094
"EDF1",0.043904181
"EDG1",-0.420001666
"EDG4",-0.286097518
"EDG7",-0.097905752
"EDG8",-0.0557658
"EDN1",-0.460382954
"EDN2",-0.725522545
"EDNRA",0.180259664
"EEA1",1.661985787
"EED",0.021427252
"EEF1D",-0.066357133
"EEF1E1",-0.041328226
"EEF2",0.075420977
"EFEMP1",-0.091776639
"EFHA1",0.165408754
"EFHC1",0.32581683
"EFHD2",-0.201269591
"EFNA1",0.132647372
"EFNA2",0.176718913
"EFNA3",0.167630758
"EFNA5",0.786016325
"EFNB1",-0.200234956
"EFNB2",-0.064790221
"EFS",-0.882517289
"EGF",-0.511888392
"EGFL7",-0.120721736
"EGLN1",1.129819832
"EGLN3",0.751217027
"EGR1",1.794496557
"EGR2",0.339410464
"EGR3",0.390505008
"EGR4",0.442987475
"EHD1",-0.328121385
"EHD3",0.114348429
"EHD4",4.580649671
"EHF",0.80614929
"EHMT1",-0.174337791
"EHMT2",0.467001439
"EI24",-0.079260874
"EID1",-0.14771735
"EID2",-1.092833857
"EID2B",0.219658803
"EID3",-0.091331548
"EIF1",-0.085470298
"EIF2AK2",-0.387115399
"EIF2AK3",0.090589275
"EIF2B5",-0.190365594
"EIF2C1",0.189901487
"EIF2C2",2.387944877
"EIF2C3",-0.017531625
"EIF2C4",0.163608686
"EIF3S1",0.063892046
"EIF3S10",-0.113937225
"EIF3S12",0.110842985
"EIF3S8",0.067837271
"EIF4E",0.841772323
"EIF4E2",-0.034252654
"EIF4EBP1",-0.130722618
"EIF4EBP2",0.925899354
"EIF4G2",0.180080673
"EIF4G3",0.451092383
"EIF5A2",-0.174574563
"EIF5B",-0.289007681
"ELA1",0.30912088
"ELAC1",0.025354718
"ELAVL1",2.211202972
"ELAVL2",0.544672683
"ELF1",-0.855553073
"ELF2",0.323026919
"ELF3",-1.072213972
"ELF4",-1.162770431
"ELF5",0.51627173
"ELK1",0.176152509
"ELK3",0.126505299
"ELK4",-0.828013646
"ELL",-1.29799792
"ELL2",0.357386282
"ELL3",-1.480384498
"ELMO3",-0.653991876
"ELOF1",1.174559591
"ELOVL4",-0.390940339
"ELOVL6",-0.842070849
"ELP3",0.046856188
"ELP4",2.459131023
"EMILIN1",0.511332
"EMILIN2",-0.376284501
"EMILIN3",-0.466907714
"EML1",0.189222814
"EML2",-1.893886528
"EMP1",-0.133615422
"EMP2",-0.209202499
"EMX1",0.852594599
"EMX2",0.298266179
"EN1",1.268586682
"EN2",-0.50592182
"ENAH",0.204630614
"ENC1",0.606236828
"ENG",0.136150511
"ENO1",0.046340522
"ENPP1",0.388775417
"ENTPD1",0.927795083
"ENTPD3",-0.379863562
"ENTPD5",0.262317814
"ENTPD7",-0.0585393
"ENTPD8",0.434286768
"ENY2",0.067893015
"EOMES",0.582360796
"EP300",0.060186866
"EP400",0.383305624
"EPAS1",0.130521089
"EPB41",0.301145519
"EPB41L1",0.108335552
"EPB41L2",-0.410013665
"EPB41L3",-0.088169175
"EPB41L4B",0.435086791
"EPC1",0.469540275
"EPC2",0.245120169
"EPGN",-0.19258889
"EPHA2",0.32701009
"EPHA5",0.417763082
"EPHB2",0.402073027
"EPHB3",0.143944005
"EPHB4",-0.171636308
"EPHX2",0.219601064
"EPN3",0.223937071
"EPO",-0.232539672
"EPRS",0.107612865
"EPS15",-0.137113924
"EPS8",-0.006856117
"EPS8L2",-0.653201577
"EPS8L3",0.225015993
"ERBB3",0.501358924
"ERBB4",0.119958156
"ERC1",0.13023441
"ERCC2",0.341329919
"ERCC3",-1.285098378
"ERCC5",0.034407859
"ERCC6",0.163497398
"ERCC8",-0.158513224
"EREG",-0.210765922
"ERF",0.359300024
"ERG",0.653464706
"ERGIC2",0.352586036
"ERN1",0.190028566
"ERN2",0.984234491
"ERO1LB",0.393663547
"ERRFI1",0.518028133
"ESCO2",-0.005131454
"ESD",-0.079510341
"ESF1",0.998412592
"ESPL1",-1.021859987
"ESR2",0.010177005
"ESRRB",0.326824708
"ESRRG",0.233856302
"ESX1",0.243632088
"ETFA",2.743473136
"ETNK1",-0.232447462
"ETS1",0.250349478
"ETS2",0.513440022
"ETV1",0.670714516
"ETV3",-0.732946695
"ETV4",1.19010915
"ETV5",0.005905404
"ETV6",0.14078154
"ETV7",1.058890059
"EVA1",-0.500283036
"EVC",0.237910796
"EVI1",0.26327614
"EVI2B",0.387320571
"EVI5L",-0.397492058
"EVPL",0.174589237
"EVX1",-2.982665991
"EWSR1",0.453927545
"EXO1",0.349106055
"EXOC4",-1.733900502
"EXOC6",1.003369425
"EXOC8",-0.303573728
"EXOSC10",-0.18972403
"EXOSC4",-0.107000798
"EXOSC5",0.229105519
"EXOSC6",0.146528424
"EXOSC7",0.099914949
"EXOSC9",0.034760389
"EXPH5",0.213743514
"EXT1",0.323911735
"EXT2",-0.163040304
"EXTL2",-0.108521541
"EYA1",0.305020302
"EYA2",0.222507068
"EYA3",0.516522915
"EYA4",0.487316987
"EZH1",0.018591647
"EZH2",0.34165107
"F11R",0.009309419
"F2R",-0.297106583
"F2RL1",-0.328642754
"F2RL3",0.628446463
"F3",0.611176011
"F8A1",0.031527276
"FABP3",0.471511628
"FABP4",0.329971302
"FABP5",0.264469538
"FADS1",-1.649515421
"FAF1",-0.108144159
"FAH",1.078723246
"FAM100B",-0.137007453
"FAM101A",-0.348259595
"FAM101B",0.342667582
"FAM102A",0.329817162
"FAM104A",-2.881900386
"FAM106A",0.43266133
"FAM107A",0.212410391
"FAM109B",0.510568506
"FAM110C",0.226937513
"FAM111A",0.074005717
"FAM111B",0.281578201
"FAM113B",-0.048644035
"FAM114A1",0.056563266
"FAM118A",-0.118435131
"FAM119B",-0.077731491
"FAM11B",-0.167953166
"FAM120B",-0.112223658
"FAM123A",0.776738686
"FAM123B",0.263265423
"FAM127A",-0.227391966
"FAM129A",0.370631978
"FAM14A",-0.113120126
"FAM32A",-0.105300654
"FAM35A",-0.784090881
"FAM3C",0.085148394
"FAM40B",0.043362663
"FAM43B",-0.926810265
"FAM46A",2.095474821
"FAM46B",-0.705527711
"FAM48A",-0.355764181
"FAM49A",0.258061401
"FAM49B",1.307351321
"FAM53B",-1.628736588
"FAM54A",1.182920912
"FAM57A",-0.226183519
"FAM59A",-0.124326339
"FAM60A",0.460360266
"FAM63A",0.039098779
"FAM64A",-0.334977621
"FAM69B",0.321127368
"FAM79A",-0.220650776
"FAM79B",-0.525260588
"FAM80B",-0.059709855
"FAM83A",-0.86639219
"FAM83D",2.216757544
"FAM83H",-0.226052745
"FAM84A",-3.111133322
"FAM84B",0.460360652
"FAM89B",-0.55202914
"FAM8A1",0.152807285
"FAM98A",0.81084204
"FAM9B",0.097166818
"FANCA",0.311516155
"FANCC",0.084465372
"FANCD2",-0.225504517
"FANCE",-0.42589933
"FANCG",-1.128859089
"FANCL",-0.118713181
"FARS2",-0.505469316
"FAS",0.200777789
"FASN",-1.161905806
"FASTKD5",1.015773279
"FBLIM1",0.190876813
"FBXL10",0.048844387
"FBXL11",-0.557487432
"FBXL16",-0.280020575
"FBXL18",0.297889285
"FBXL20",-0.208261381
"FBXL3",4.121862396
"FBXL4",0.059255364
"FBXO16",0.159985689
"FBXO17",0.230851406
"FBXO2",-0.554733504
"FBXO21",-0.153327557
"FBXO22",-0.017770861
"FBXO28",-0.516597681
"FBXO3",-0.473118365
"FBXO32",0.332431793
"FBXO36",0.443894029
"FBXO42",1.573320378
"FBXO44",0.098354172
"FBXO5",-0.76486479
"FBXO8",-0.54796696
"FBXW10",0.578387674
"FBXW2",0.03995628
"FCGBP",0.026293275
"FCGR2A",0.505109136
"FCGR2B",0.156158271
"FCHO1",0.387204342
"FCRL3",0.911867334
"FCRL4",0.461663575
"FDFT1",-0.028360407
"FDPS",0.013592884
"FDPSL2A",0.030396831
"FEM1B",0.362042368
"FEM1C",-0.063049617
"FER1L4",0.461020842
"FERD3L",0.304850395
"FES",0.209894757
"FEV",0.590413828
"FEZ1",-0.166950791
"FEZ2",0.366716485
"FEZF2",0.318441784
"FGF1",-0.331795224
"FGF10",1.2246821
"FGF13",0.772322364
"FGF19",0.433436176
"FGF2",-0.125765405
"FGF23",0.091565201
"FGF5",0.051356264
"FGFBP1",-0.080442016
"FGFR3",0.156228744
"FGFRL1",-0.382445152
"FGL2",0.086128976
"FH",-0.078133256
"FHL2",-0.115658358
"FHOD3",-0.840489216
"FIBP",-0.279359957
"FIGF",0.223211618
"FIGNL1",0.214393763
"FILIP1L",-2.557465754
"FIP1L1",-0.027321532
"FIZ1",0.019242228
"FJX1",-0.544010093
"FKBP1B",3.134414525
"FKBP3",0.063741098
"FKBP5",-0.144793018
"FLCN",0.597474496
"FLG",-0.504573937
"FLI1",0.067560439
"FLII",0.02488201
"FLJ00049",0.074168886
"FLJ10038",0.411846288
"FLJ10159",0.839651022
"FLJ10815",1.072469514
"FLJ11151",-0.084115045
"FLJ11171",0.045817689
"FLJ11184",0.315524274
"FLJ11236",0.013589001
"FLJ11292",0.501476081
"FLJ11783",0.112505532
"FLJ12886",0.274603791
"FLJ13195",-0.097026405
"FLJ14213",-0.093394355
"FLJ14668",-0.003698084
"FLJ14803",-1.605978495
"FLJ14959",0.177491225
"FLJ16478",-0.145332293
"FLJ16542",0.262723949
"FLJ20105",-0.571065469
"FLJ20273",0.089048586
"FLJ20323",0.184133747
"FLJ20581",1.198086078
"FLJ20701",-1.136098173
"FLJ20920",-0.924583729
"FLJ21511",-2.817189841
"FLJ21767",-0.228520419
"FLJ21839",0.719036409
"FLJ21908",-0.233394487
"FLJ21963",-0.007049989
"FLJ22028",-0.185012841
"FLJ22374",0.435056378
"FLJ22662",-0.502679146
"FLJ22675",1.245229702
"FLJ23588",0.283266124
"FLJ23861",0.39985958
"FLJ25006",0.03113832
"FLJ25328",0.744356293
"FLJ25416",-0.089858427
"FLJ25476",-0.434349414
"FLJ25680",0.479759988
"FLJ25778",0.677149326
"FLJ25801",-0.327151432
"FLJ31568",0.695157088
"FLJ31715",-0.023197633
"FLJ31818",-0.322280379
"FLJ32679",0.378606767
"FLJ33590",0.170793205
"FLJ34870",0.399323391
"FLJ35379",0.645156836
"FLJ36070",0.750065631
"FLJ38359",-4.137734147
"FLJ38482",-0.022938567
"FLJ38576",0.320040762
"FLJ38964",0.934234568
"FLJ39378",1.058776939
"FLJ40092",0.19534599
"FLJ40869",0.176522995
"FLJ43339",-0.154745868
"FLNA",-0.409533889
"FLOT1",-1.478147146
"FLOT2",-0.631136984
"FLRT1",0.541762028
"FLRT2",-0.205954981
"FLRT3",0.011645549
"FLT4",-0.510057765
"FMN1",-0.305717067
"FMNL2",-2.327724382
"FMO3",0.046546246
"FMO4",0.27605567
"FN3KRP",0.259796528
"FNBP1",-0.116930964
"FNDC3A",0.830860028
"FNIP1",0.465032341
"FNTA",0.116218978
"FOLR3",0.186536422
"FOS",2.214203631
"FOSB",-0.174311234
"FOSL1",0.530845484
"FOXA1",0.026903309
"FOXA2",0.202352021
"FOXA3",0.413408902
"FOXB1",0.174889665
"FOXC1",1.509165419
"FOXC2",-0.517449715
"FOXD1",0.96159088
"FOXD2",0.595071409
"FOXD3",1.721723575
"FOXD4",0.490480745
"FOXE1",-0.290223091
"FOXE3",0.070821502
"FOXF1",-0.414535338
"FOXF2",0.917595507
"FOXG1B",0.298797086
"FOXH1",0.119936495
"FOXI1",-0.258894518
"FOXJ1",0.40602639
"FOXJ2",0.001306285
"FOXJ3",0.450454156
"FOXK1",-0.648208383
"FOXK2",-0.214382
"FOXL1",0.001434077
"FOXM1",2.113628279
"FOXN1",-0.025269659
"FOXN2",1.448238594
"FOXO1A",-0.313352541
"FOXO3A",0.659760313
"FOXP1",-1.079132781
"FOXP2",0.756886785
"FOXP3",0.634670363
"FOXP4",0.176375941
"FOXQ1",-0.379010493
"FOXR1",0.824863571
"FOXRED2",0.37927794
"FPGS",-2.184211553
"FRAT1",0.39815011
"FRMD4B",-0.407877101
"FRMD5",0.187071677
"FRRS1",0.259542815
"FRYL",0.22317827
"FSD1",0.289251816
"FST",0.044933013
"FSTL1",0.034193822
"FSTL3",0.612267442
"FTH1",-0.079963894
"FTO",0.258543007
"FTS",-0.08850772
"FTSJ1",-0.61305343
"FTSJ2",-0.293113872
"FUBP1",0.908598925
"FUBP3",-0.052605602
"FUCA1",-1.118301979
"FUS",0.225413256
"FUT10",0.452288595
"FUT6",-0.114473356
"FVT1",-1.004472458
"FXYD1",1.188345931
"FXYD2",0.09032231
"FXYD3",-0.015058871
"FXYD6",0.636591531
"FZD1",-0.787858588
"FZD10",-0.282862474
"FZD2",0.17744275
"FZD3",0.066615325
"FZD6",-0.23430702
"FZD9",0.521975633
"FZR1",0.209004189
"G3BP1",-0.413776218
"G3BP2",0.033136332
"GAA",0.852147937
"GAB1",0.013588282
"GABARAPL1",0.548447941
"GABARAPL3",0.148089943
"GABPA",-0.243429072
"GABPB2",-0.84339245
"GABRA4",0.447071606
"GABRB3",0.857857526
"GABRD",0.625860169
"GABRE",-1.878059454
"GADD45A",0.051644715
"GADD45B",0.109868169
"GAL",1.425193704
"GALC",0.196661625
"GALE",-2.304228012
"GALK1",-0.556900478
"GALK2",-0.058185106
"GALM",0.335216086
"GALNACT-2",-0.222510392
"GALNS",0.025730595
"GALNT11",-0.657639108
"GALNT3",0.223179513
"GALNT5",-1.114996827
"GALNT7",0.330125441
"GAPDH",0.031903605
"GARNL4",0.058540991
"GART",0.114476653
"GAS2L3",0.551739375
"GAS6",-0.065127226
"GATA1",0.494456932
"GATA2",1.230132935
"GATA3",1.048585641
"GATA5",0.713414411
"GATA6",0.296707799
"GATAD1",0.057096099
"GATAD2A",-1.00014991
"GATAD2B",-0.324537086
"GATS",0.023740851
"GBAS",-0.425080066
"GBE1",0.082748745
"GBP1",-1.495466222
"GBP2",-0.318909745
"GBP6",0.315011262
"GBX2",1.15522272
"GCET2",0.183255746
"GCH1",-0.136235349
"GCLC",-2.420167686
"GCM1",0.179555995
"GCM2",1.557132107
"GCN5L2",-0.041653214
"GCNT1",0.089179685
"GCNT2",-0.296105659
"Gcom1",-0.260528582
"GCSH",0.313934745
"GDAP1L1",0.501360403
"GDF15",2.708625614
"GDF2",0.234300224
"GDF6",-0.179935519
"GDF8",0.004230362
"GDI2",0.360517571
"GDNF",0.676132189
"GDPD2",0.141957915
"GDPD3",3.033621678
"GEFT",-0.484122747
"GEMIN8",0.507239204
"GENX-3414",0.000691331
"GFAP",0.19692918
"GFI1",0.465663928
"GFI1B",-0.398574675
"GFPT1",6.839930939
"GFRA1",1.12212144
"GGA2",0.124659916
"GGA3",0.386917744
"GGT1",-0.149883283
"GGT2",0.010443191
"GGT6",-0.041520225
"GGTL3",0.038173825
"GHR",0.992755594
"GHRH",0.675299712
"GINS1",0.152071596
"GINS3",0.433652497
"GINS4",0.264448632
"GIPC3",0.058813986
"GIT1",0.297229806
"GJA12",0.627877289
"GJA5",0.978750726
"GJA7",0.594592953
"GJB2",0.268100539
"GJB6",2.544491246
"GK",0.431683975
"GLB1L",0.137122654
"GLCCI1",-0.439499045
"GLCE",-0.238197669
"GLDN",0.659189095
"GLI1",0.445488711
"GLI2",0.994982375
"GLI3",0.691100973
"GLIPR1",-0.117309849
