"Gene","STAT1"
"ALX3",0.037618817
"AMAC1L2",0.102291383
"AMACR",-0.507172044
"AMH",0.246291461
"AMIGO2",1.555704141
"AMOT",-0.484402772
"AMOTL2",-0.153208644
"AMPD3",1.870639275
"AMT",0.208108402
"AMZ1",0.305305609
"ANAPC1",0.534932608
"ANAPC11",-0.191167
"ANAPC13",-0.334610649
"ANAPC5",-0.104507847
"ANAPC7",-0.28514866
"ANG",0.759503955
"ANGPTL4",-0.380828707
"ANK3",0.746425146
"ANKDD1A",-0.005881854
"ANKH",-0.04230453
"ANKHD1",-0.376061356
"ANKMY2",0.121046107
"ANKRD1",0.746038076
"ANKRD10",0.057763741
"ANKRD12",0.073181767
"ANKRD13A",0.855653991
"ANKRD15",-0.25842374
"ANKRD17",-0.466134927
"ANKRD22",0.190004526
"ANKRD28",0.271542988
"ANKRD30A",0.584051466
"ANKRD40",0.231107469
"ANKRD43",-0.152542444
"ANKRD47",0.557647953
"ANKRD49",-0.336638305
"ANKRD57",0.980129151
"ANLN",2.233064456
"ANP32A",-0.103772775
"ANTXR2",0.52612261
"ANXA1",-0.113570596
"ANXA11",0.486092478
"ANXA2P1",-0.053865777
"ANXA3",-0.009443372
"ANXA4",0.228003525
"ANXA5",0.001053454
"ANXA8",-0.032843143
"ANXA9",0.820701693
"AOF1",-0.208666969
"AOF2",-1.211135983
"AP1GBP1",0.041630533
"AP1M1",-1.427775939
"AP2S1",-0.068258313
"AP3D1",-0.394232875
"AP3M2",-0.021263045
"AP4B1",-0.005199678
"AP4M1",0.377089597
"AP4S1",0.006148932
"APBA2",0.005280829
"APBB1",0.157062739
"APBB2",-0.209475811
"APCDD1",-0.785104897
"APEH",-0.190115527
"APLN",0.437540369
"APLP2",1.923455065
"APOA1BP",0.055226868
"APOA4",0.111114224
"APOBEC3A",-0.243929033
"APOBEC3B",0.558992481
"APOBEC3C",0.519825876
"APOBEC3F",0.492446197
"APOBEC3G",0.488895797
"APOC1",0.624675709
"APOC3",0.128508836
"APOC4",1.108121667
"APOE",2.731876131
"APOL6",0.243864525
"APP",1.135683423
"APPBP2",-0.022069388
"AQP12A",0.719003239
"AQP2",0.214484588
"AQP3",0.009766931
"AQP6",0.463078239
"AQP9",-0.650622214
"AR",0.851606026
"AREG",0.085691912
"ARF4",0.106377817
"ARF6",-7.230538145
"ARFGEF1",1.432869569
"ARFGEF2",0.065753506
"ARHGAP11A",-0.207783413
"ARHGAP12",-1.042124754
"ARHGAP18",0.873756704
"ARHGAP21",-0.049534417
"ARHGAP22",2.097750468
"ARHGAP24",0.486357449
"ARHGAP25",19.18861609
"ARHGAP5",-0.224042122
"ARHGAP9",0.385789976
"ARHGDIG",0.465099671
"ARHGEF1",0.336965927
"ARHGEF10",-0.338236828
"ARHGEF11",1.236026866
"ARHGEF12",0.105801752
"ARHGEF16",-0.790550503
"ARHGEF18",-0.330616196
"ARHGEF19",-0.105454748
"ARHGEF2",-0.225684791
"ARHGEF4",-0.101736829
"ARHGEF5",-3.25209223
"ARID1A",-0.404442681
"ARID1B",0.438640819
"ARID2",-0.016695473
"ARID3A",0.513700926
"ARID3B",1.35773125
"ARID4A",0.004516359
"ARID4B",-0.545547774
"ARID5A",0.500450358
"ARID5B",-0.049713582
"ARIH1",-0.118755035
"ARL13B",-0.095435478
"ARL15",-0.16302992
"ARL2",-0.579537134
"ARL4A",-0.831330041
"ARL4C",-2.712883322
"ARL6IP4",0.073532548
"ARL6IP5",0.191050904
"ARL8A",-0.186693163
"ARL8B",-0.006382805
"ARMC6",0.091941985
"ARMC8",0.013789066
"ARMC9",0.185936021
"ARMCX1",-1.192063558
"ARMCX2",0.953526178
"ARMET",-0.207789108
"ARNT",-0.229195158
"ARNT2",0.804392192
"ARNTL",1.209038652
"ARNTL2",0.233617831
"ARPM1",-0.015222629
"ARRB1",0.149263906
"ARRB2",-4.538499002
"ARRDC1",0.219738596
"ARRDC3",-0.823376089
"ARRDC4",0.286717198
"ARSD",0.190854304
"ARSI",0.212804538
"ART1",0.382582432
"ARTS-1",0.317231084
"ARV1",0.075214818
"ARX",0.834292652
"AS3MT",0.820578049
"ASAHL",-0.122505902
"ASAM",0.57327549
"ASB1",0.4387971
"ASB13",0.021087769
"ASB16",-0.467759621
"ASB3",-0.028163397
"ASB8",0.088566507
"ASCC1",-1.590052665
"ASCC2",-0.20083601
"ASCC3",0.391349306
"ASCL1",0.059197814
"ASCL2",0.273826283
"ASCL3",0.739430106
"ASCL5",1.37897568
"ASF1A",1.428361309
"ASF1B",0.842762168
"ASGR2",0.102518389
"ASH1L",0.395965263
"ASH2L",-0.23515368
"ASL",0.306121177
"ASNA1",-0.414959129
"ASNS",-0.140693615
"ASPHD2",0.059780066
"ASS1",-0.706502834
"ASXL1",-0.542792406
"ASXL2",-1.408136363
"ATAD2",-0.28133847
"ATAD2B",-0.111186587
"ATAD3A",0.066004683
"ATAD3B",-0.014424561
"ATAD3C",-0.863189205
"ATBF1",-0.696681127
"ATF2",0.00605206
"ATF3",0.647791098
"ATF7",0.020432757
"ATF7IP",0.187572712
"ATF7IP2",0.27685453
"ATG16L1",1.552066773
"ATG5",-0.458201789
"ATG7",0.194256938
"ATHL1",-0.366252558
"ATM",0.415611314
"ATN1",-0.981668899
"ATOH1",0.457487497
"ATOH7",0.411876114
"ATOH8",0.2671717
"ATOX1",0.20075279
"ATP10B",0.149580896
"ATP10D",0.56105983
"ATP11A",0.56513107
"ATP11C",-0.028337971
"ATP1A3",-0.130040622
"ATP1B1",0.820996419
"ATP1B4",0.636584319
"ATP2A2",-0.432887666
"ATP2B4",0.218334135
"ATP2C1",0.817762238
"ATP4A",0.078416339
"ATP5A1",0.027944703
"ATP5G2",-0.041349041
"ATP5H",-0.1637088
"ATP5I",-0.240015093
"ATP5J2",-0.089543879
"ATP5L",-1.343978722
"ATP6AP1",-0.091823757
"ATP6V0C",-0.04106312
"ATP6V0E1",-0.123357625
"ATP6V0E2",0.378532443
"ATP6V1A",0.016621671
"ATP6V1B2",3.312656745
"ATP6V1C2",-0.570362015
"ATP6V1G1",0.272851338
"ATP6V1H",-0.710924124
"ATP7B",-1.077564132
"ATP8B1",-0.069278068
"ATPIF1",-0.07927532
"ATRNL1",0.636493322
"ATRX",0.21698471
"ATXN1",-0.18991062
"ATXN3",0.69575125
"ATXN3L",1.024314817
"ATXN7",0.277547117
"ATXN7L1",-0.003875913
"ATXN7L3",0.067413024
"ATXN7L4",0.15115936
"AURKA",1.358301739
"AVIL",0.138087137
"AVPR1A",0.284147672
"AXUD1",0.744666426
"AZGP1",0.019438049
"AZIN1",2.034286934
"B3GALNT1",0.027689489
"B3GALT4",-0.473891894
"B3GAT2",0.075375295
"B3GAT3",0.127795428
"B3GNT2",-0.633510819
"B3GNT5",-0.099924601
"B3GNT6",-0.219801347
"B4GALNT2",0.183674442
"B4GALT2",0.148749454
"B4GALT4",-1.11141525
"B4GALT5",-0.320730601
"B4GALT6",0.011659756
"BACH1",1.968615635
"BACH2",0.054791382
"BAG3",-0.152856897
"BAHD1",0.643780466
"BAMBI",-0.00334131
"BANK1",-0.00813858
"BAP1",-1.793432087
"BAPX1",0.434398869
"BARD1",-4.131601475
"BARHL1",-0.047369383
"BARHL2",1.426706908
"BARX1",0.553527449
"BARX2",-0.189338994
"BASP1",0.047250551
"BAT1",-1.284225652
"BATF",0.762313279
"BATF2",0.369174201
"BAZ1A",-0.97879677
"BAZ1B",-2.540390955
"BAZ2A",-0.137892366
"BAZ2B",0.309551122
"BBOX1",-0.583865724
"BBS10",-0.167576893
"BBS2",-0.793379381
"BBX",0.109243942
"BCAR1",-0.884586722
"BCAR3",-0.2855019
"BCAS2",0.421038839
"BCAS3",-0.02007996
"BCAT1",0.866095427
"BCDIN3",1.578295411
"BCKDHB",-0.496524479
"BCL10",0.566346119
"BCL11A",0.204944261
"BCL11B",3.690130593
"BCL2",0.39625653
"BCL2L11",0.490557901
"BCL3",0.345389518
"BCL6",-0.598196491
"BCL6B",1.086564488
"BCL7A",0.187854639
"BCL9",0.188374294
"BCL9L",-0.306610057
"BCLAF1",0.248891254
"BCOR",0.021267802
"BCORL1",0.098630353
"BCR",-1.256408166
"BDH1",-0.391202826
"BDKRB1",1.115212091
"BDKRB2",-0.159484282
"BDP1",0.54982956
"BEST4",0.170844603
"BFSP1",-2.652624847
"BHLHB2",-2.436496872
"BHLHB3",-0.44324617
"BHLHB4",-0.902023323
"BHLHB5",0.344854583
"BHLHB8",-0.194479474
"BICC1",0.210197629
"BID",1.895796406
"BIN1",0.686922578
"BIRC2",0.89863831
"BIRC3",0.615804383
"BIRC5",-0.01565788
"BLM",-0.492940025
"BLMH",2.375528553
"BLNK",0.145713009
"BLOC1S2",-0.072003679
"BLZF1",-1.975984505
"BMI1",1.339449019
"BMP10",0.780052714
"BMP15",0.26208503
"BMP2",0.375627783
"BMP2K",-0.161899224
"BMP3",0.704010981
"BMP4",0.235090611
"BMP5",-0.252013411
"BMP6",0.562052964
"BMP7",-0.258814714
"BMPER",0.659014326
"BMPR1A",-0.329694477
"BNC1",0.38775869
"BNC2",0.782579316
"BNIPL",-0.535990949
"BPHL",0.000477684
"BPIL1",0.122107606
"BPTF",-0.413920626
"BRAF",0.093169052
"BRCA1",0.382752238
"BRCA2",0.233451317
"BRD3",0.553629176
"BRD7",-0.046459699
"BRD8",0.015657659
"BRDT",0.708491664
"BRF1",0.059779012
"BRF2",-0.144888391
"BRI3",-0.019244442
"BRI3BP",0.230157469
"BRIP1",0.231360367
"BRMS1L",-0.72239186
"BRPF1",0.125421792
"BRPF3",0.384240292
"BRUNOL4",0.549079203
"BRWD1",-0.164949104
"BRWD3",0.625018878
"BTAF1",-0.419976791
"BTBD11",-0.053369814
"BTBD14A",2.819259938
"BTBD14B",-0.303406279
"BTBD16",0.194641827
"BTBD2",-0.167353039
"BTBD3",-0.614555672
"BTBD7",-0.019952215
"BTD",0.121996347
"BTF3",0.058309663
"BTG1",1.959468435
"BTG2",-0.057153384
"BTN2A3",0.009944199
"BTN3A1",0.753857399
"BTN3A2",1.21658993
"BTN3A3",0.168240452
"BUB1B",0.532824903
"BUD13",-0.54420005
"BUD31",0.305746321
"BXDC5",0.126419296
"BZRAP1",0.125180218
"BZW1",0.080181103
"C10orf10",0.199593343
"C10orf104",-0.162648891
"C10orf47",0.532499705
"C10orf58",-0.269434632
"C10orf61",-0.456047662
"C10orf83",0.335729564
"C10orf88",0.015638489
"C10orf89",-0.017856752
"C11orf1",0.147360595
"C11orf10",-0.209916888
"C11orf2",-0.130709025
"C11orf36",0.685119215
"C11orf41",1.629483884
"C11orf45",0.340885155
"C11orf52",0.038733535
"C11orf54",-0.268123312
"C11orf58",0.215495896
"C11orf61",-0.26347761
"C11orf63",0.033900123
"C11orf67",5.140503335
"C11orf68",0.280031604
"C11orf69",0.294320075
"C11orf71",0.06363667
"C11orf75",0.940608154
"C11orf77",-0.245206926
"C12orf11",0.762278833
"C12orf22",-0.049575163
"C12orf23",0.388923193
"C12orf35",0.251442268
"C12orf46",-1.617227827
"C12orf54",-0.171612314
"C12orf57",-0.519675561
"C12orf60",0.192146055
"C13orf1",0.151375733
"C13orf27",-0.294903756
"C14orf102",0.424624003
"C14orf103",-0.011233334
"C14orf104",-7.83619527
"C14orf111",0.070168307
"C14orf112",-0.076486746
"C14orf118",0.114155564
"C14orf128",-0.38698275
"C14orf135",-0.307574842
"C14orf145",0.188756195
"C14orf159",1.160142731
"C14orf169",0.56016058
"C14orf179",-0.002694308
"C14orf32",0.377124326
"C14orf4",0.173332865
"C14orf43",-0.942969481
"C14orf46",0.054493219
"C14orf65",0.178043932
"C14orf80",0.35115236
"C14orf93",0.54090612
"C15orf23",-0.135777078
"C15orf29",-0.096642808
"C15orf38",0.609915747
"C15orf39",0.146032812
"C15orf42",0.329480573
"C15orf51",0.657462755
"C16orf30",-2.014744984
"C16orf58",0.186541916
"C16orf61",-0.024980774
"C16orf63",-0.018258318
"C16orf69",-0.214032123
"C16orf71",0.200612963
"C17orf27",-0.147361427
"C17orf32",-0.476306767
"C17orf39",0.343552031
"C17orf41",0.19821445
"C17orf71",-0.245230017
"C17orf74",0.662151988
"C17orf75",-0.901260614
"C18orf10",-0.104439716
"C18orf25",-0.059721244
"C18orf4",0.040337474
"C18orf45",0.028940775
"C19orf2",0.735337495
"C19orf39",0.517489203
"C19orf40",0.143794488
"C19orf46",1.120358018
"C1D",-0.201535193
"C1orf103",-0.231364875
"C1orf107",-0.168516743
"C1orf112",-0.598856938
"C1orf116",-0.490530309
"C1orf121",-0.180336456
"C1orf126",0.237839674
"C1orf135",-0.007079971
"C1orf149",0.624949283
"C1orf152",-0.194602817
"C1orf159",-0.041026311
"C1orf160",0.273470644
"C1orf166",-0.710094007
"C1orf177",0.389231466
"C1orf183",2.385356644
"C1orf188",-0.109537938
"C1orf25",0.146374204
"C1orf31",-0.00429499
"C1orf34",-0.164045717
"C1orf51",-1.197006536
"C1orf53",-0.351032692
"C1orf55",-0.097413544
"C1orf63",-0.453648165
"C1orf69",0.166188149
"C1orf75",-0.06575415
"C1orf9",0.212648278
"C1QBP",0.089935217
"C1QTNF4",0.211682411
"C20orf10",0.43425443
"C20orf100",0.61107254
"C20orf102",0.016913488
"C20orf108",-0.047927875
"C20orf11",0.59790803
"C20orf141",0.270044906
"C20orf151",0.909644417
"C20orf160",0.399353434
"C20orf177",0.330422421
"C20orf191",0.062047177
"C20orf199",-0.087669896
"C20orf26",0.507496344
"C20orf29",0.064846953
"C20orf4",-4.404149753
"C20orf42",-0.2081545
"C20orf58",0.127740132
"C20orf82",-0.175995662
"C20orf94",0.328631283
"C21orf122",-0.050170968
"C21orf25",0.320089511
"C21orf45",-0.384105925
"C21orf6",0.528267015
"C22orf32",-0.128475964
"C2orf13",0.50470381
"C2orf34",0.155553085
"C2orf4",4.236580163
"C3",-1.596484765
"C3orf1",-0.03024268
"C3orf26",-0.327708123
"C3orf28",-0.122444535
"C3orf57",0.009915406
"C3orf58",-0.221788034
"C3orf59",-0.281216804
"C3orf63",-0.051569454
"C4B",-0.240461582
"C4orf14",-0.206614589
"C4orf26",0.165432245
"C4orf28",-0.219402018
"C4orf29",-0.00776658
"C4orf30",0.281835487
"C4orf31",0.777379218
"C4orf34",1.016967953
"C4orf9",-0.077499349
"C5orf13",0.976683215
"C5orf30",-1.060802603
"C5orf4",-0.168565666
"C6orf105",0.020331637
"C6orf125",-0.097196556
"C6orf128",-0.282648286
"C6orf150",0.259454964
"C6orf166",-0.03617159
"C6orf167",-0.083889288
"C6orf35",0.086781888
"C6orf48",0.085837329
"C6orf52",0.304941461
"C6orf61",-0.045733716
"C6orf62",3.57704431
"C6orf85",-1.218519447
"C7orf11",-0.12838266
"C7orf23",-0.152732078
"C7orf25",-0.099065356
"C7orf27",-0.429926861
"C7orf28B",-0.017452953
"C7orf44",0.145761309
"C7orf47",-0.392986192
"C8orf13",-0.138872953
"C8orf32",-0.791218178
"C8orf33",0.020679377
"C8orf44",-0.102730467
"C8orf55",0.588615871
"C8orf70",1.416240001
"C8orf72",-0.043209056
"C9orf100",-0.004701175
"C9orf114",0.206889621
"C9orf126",-0.004473907
"C9orf139",0.252815309
"C9orf150",0.809689682
"C9orf156",-0.012048473
"C9orf19",0.419485343
"C9orf3",-1.935406413
"C9orf30",0.736131731
"C9orf40",0.07299587
"C9orf5",0.00780709
"C9orf64",0.068869754
"C9orf72",-0.090999795
"C9orf78",0.856952818
"C9orf91",0.047846448
"C9orf94",-0.161073085
"CA10",-0.051172355
"CA11",0.103706007
"CA12",0.555600581
"CA2",0.37718118
"CA4",0.824839338
"CA5B",0.01855122
"CA6",0.346799596
"CA7",-0.109344168
"CAB39",1.657046405
"CABC1",-0.052546613
"CABIN1",1.233226535
"CABLES2",0.280687337
"CABP7",1.035528217
"CACHD1",-0.102102663
"CACNA1C",0.158331771
"CACNA2D2",0.587243894
"CACNA2D3",0.299521256
"CACNG4",0.024363045
"CACNG7",0.128867627
"CACNG8",0.597929564
"CACYBP",-0.037048552
"CAD",-0.308820876
"CALB2",0.330454141
"CALCA",0.574481639
"CALCOCO1",0.095014004
"CALCOCO2",-0.262319274
"CALD1",2.531961638
"CALM2",-0.047896826
"CALML4",-0.350967011
"CALR",-0.150827322
"CAMK2A",0.40413753
"CAMK2B",0.533276499
"CAMK2D",-0.216522617
"CAMK2N1",-0.421250568
"CAMKK2",-1.320392571
"CAMKV",0.319702465
"CAMSAP1",-0.050724575
"CAMTA1",0.304166528
"CAMTA2",0.328570626
"CAND1",0.076210645
"CAND2",0.198142852
"CANX",-0.05954769
"CAP1",0.206432895
"CAP2",0.491030434
"CAPN12",-0.280006669
"CAPN2",-0.287365978
"CAPN5",-0.115200788
"CAPNS2",0.097187217
"CARD10",-0.23953483
"CARD11",0.175541945
"CARHSP1",-0.121743936
"CARKL",2.504198875
"CARS",0.106784866
"CART1",1.474897344
"CASC5",0.279474596
"CASK",-0.170728156
"CASP1",0.07666034
"CASP4",-0.080378523
"CASP6",-0.157280823
"CASP8",-0.380713712
"CASP8AP2",-0.189610184
"CASP9",-0.196600638
"CASZ1",0.214007863
"CAT",2.77856616
"CAV2",0.671511483
"CBFA2T2",0.151338309
"CBFA2T3",0.300569851
"CBFB",0.027925316
"CBLB",-0.113922999
"CBLC",-2.075245561
"CBLN2",0.782270251
"CBR1",-0.101976289
"CBR4",0.294592993
"CBS",0.076193325
"CBX3",0.022542025
"CBX4",-0.475240473
"CBX5",1.636979205
"CBX6",1.090775396
"CBX7",0.052923445
"CBX8",0.193486023
"CC2D1A",1.237983645
"CC2D1B",0.346603794
"CCAR1",0.06208249
"CCBL1",0.328291287
"CCDC100",0.184331236
"CCDC101",0.569483301
"CCDC106",0.481202235
"CCDC113",-0.71376582
"CCDC120",0.03682967
"CCDC126",-0.109924054
"CCDC131",0.297070083
"CCDC15",0.211637861
"CCDC21",0.298134706
"CCDC25",0.054826301
"CCDC28B",-0.513150669
"CCDC3",-0.026704308
"CCDC59",0.07681902
"CCDC6",-0.045800596
"CCDC68",-0.247458861
"CCDC74B",0.345539072
"CCDC79",0.189391997
"CCDC8",-1.34943447
"CCDC84",0.305981111
"CCDC85B",-0.237535713
"CCDC86",-0.45091501
"CCDC93",-0.367585357
"CCDC94",-0.072881123
"CCDC98",-0.269560457
"CCDC99",-1.094545777
"CCHCR1",0.034741436
"CCL20",-0.05592065
"CCL3L3",-0.330136122
"CCL5",0.219305441
"CCNA2",-1.726244186
"CCNB1IP1",0.074482598
"CCNB2",-0.130781944
"CCNC",0.840568943
"CCND1",0.027044728
"CCND2",-0.44268907
"CCND3",0.270687873
"CCNE1",0.240751565
"CCNE2",0.140416715
"CCNF",-0.101956489
"CCNG1",1.194581717
"CCNG2",0.66104876
"CCNH",-0.245183093
"CCNJ",-0.135215567
"CCNK",-0.166877015
"CCNL1",-0.654707423
"CCNL2",0.669238091
"CCNT2",0.078015384
"CCPG1",0.097363245
"CCR1",0.031333009
"CCR10",-0.321832496
"CCR4",0.42399553
"CCR5",0.30709804
"CCRL1",0.129670661
"CCRN4L",0.297491394
"CCT2",0.009171905
"CD14",-0.070811189
"CD163L1",0.337749565
"CD164",-0.061516788
"CD1A",0.103533455
"CD2",-0.34283222
"CD248",-0.162506297
"CD27",0.090478579
"CD274",0.291783428
"CD33L3",0.890987217
"CD44",-0.099532318
"CD53",0.651985764
"CD55",-1.593836297
"CD59",-0.477617748
"CD6",-0.059633325
"CD63",-0.181005843
"CD69",0.209229551
"CD70",0.534344611
"CD74",0.350624403
"CD80",0.438822569
"CD82",-0.563938623
"CD86",-0.939795826
"CD99",-0.268391858
"CD99L2",0.953800882
"CDADC1",0.146232983
"CDC16",-0.248366403
"CDC23",-1.352256247
"CDC25A",1.395005704
"CDC2L1",0.166078096
"CDC2L2",0.457817924
"CDC34",-0.633932464
"CDC37",0.093267732
"CDC42BPG",0.44022631
"CDC42EP1",0.607461034
"CDC42EP2",0.60540383
"CDC42EP3",-1.037722339
"CDC42EP5",-0.385599146
"CDC42SE1",-0.334638069
"CDC45L",-0.342744973
"CDC5L",-0.093746267
"CDC6",-0.548102745
"CDC7",1.656527146
"CDCA2",0.027347033
"CDCA3",-0.098958841
"CDCA4",-0.718442508
"CDCA5",-0.106466968
"CDCA7",-0.441495604
"CDCA7L",0.168218136
"CDCA8",0.078088231
"CDCP1",-0.331137937
"CDH1",0.01459292
"CDH11",0.388138949
"CDH13",0.411763221
"CDH15",0.421700974
"CDH22",0.803716306
"CDK2",-0.151217436
"CDK2AP1",0.100301568
"CDK2AP2",0.535487994
"CDK5R1",-0.000479983
"CDK5R2",-0.260064144
"CDK5RAP1",-0.982285982
"CDK5RAP3",-0.048093338
"CDK7",0.082567146
"CDK8",-0.203516505
"CDK9",0.188552111
"CDKN1B",0.391761585
"CDKN1C",-0.493684071
"CDKN2A",-0.226660103
"CDKN2B",-2.049855121
"CDRT1",0.654313435
"CDRT15",1.448643146
"CDSN",0.302606511
"CDV3",-0.906810325
"CDX1",0.555475074
"CDX2",0.945809377
"CDX4",1.347866559
"CDYL",-0.562532574
"CDYL2",0.311417448
"CEACAM19",0.102265869
"CEACAM4",-0.00748222
"CEBPA",0.110184128
"CEBPB",-0.539657407
"CEBPD",-0.044450451
"CEBPE",-0.264571049
"CEBPG",-0.231119087
"CEBPZ",-0.074882589
"CELSR2",0.628983063
"CEND1",0.390065245
"CENPA",-0.795642279
"CENPB",0.522629922
"CENPE",1.023586561
"CENPF",-0.066503626
"CENPI",-0.148330157
"CENPJ",-1.86160455
"CENPK",-0.869050658
"CENPN",-0.219737092
"CENPO",0.107623516
"CENPQ",-0.056774283
"CENPT",-0.193495119
"CENTA1",0.003172203
"CENTA2",0.115801889
"CENTB5",-0.274663769
"CEP152",0.012303225
"CEP250",0.269414365
"CEP55",0.001718362
"CEP68",0.452365166
"CEP72",-0.089433114
"CERK",-0.028493374
"CES2",1.679398915
"CFDP1",0.389097152
"CFHR2",0.718199845
"CFL1",-0.02557697
"CFL2",0.265467773
"CFLAR",0.306140406
"CFTR",0.48195673
"CG018",0.259409115
"CGGBP1",-0.241587278
"CGN",0.187014047
"CHAC1",-0.160072137
"CHAF1A",-1.084195989
"CHAF1B",-0.43421795
"CHCHD8",-0.256555347
"CHD1",-0.196479079
"CHD2",0.809548211
"CHD3",0.372394217
"CHD4",0.629458008
"CHD5",0.468978172
"CHD6",0.938539705
"CHD7",1.15551631
"CHD8",0.001566172
"CHD9",0.635339093
"CHEK1",-0.313724177
"CHERP",-0.381516879
"CHES1",-0.117216973
"CHI3L2",0.311549551
"CHIC2",0.041449653
"CHML",-1.327907331
"CHMP1B",0.724918417
"CHMP2A",-0.10430702
"CHMP2B",-0.534573001
"CHMP5",-0.034731943
"CHODL",-0.127927932
"CHORDC1",2.378901804
"CHRD",-0.238239472
"CHRM1",0.212606521
"CHRNA1",0.948141399
"CHRNA3",0.380085848
"CHRNA4",0.27271329
"CHRNA5",-0.495749525
"CHRNB2",0.30032649
"CHRNB4",1.092339114
"CHST10",0.611766449
"CHST11",-0.069068211
"CHST2",-0.086595183
"CHST4",0.018322734
"CHST6",0.066881967
"CHST7",0.351430314
"CHURC1",-0.224590548
"CIAO1",-0.050489021
"CIAPIN1",0.278131159
"CIB2",1.30181586
"CIC",0.15178622
"CIITA",0.374937175
"CIP29",0.277334838
