"Gene","GABP1"
"RIMKLA",0
"RIMKLB",0
"RIMS1",0
"RIMS2",0.3316
"RIMS2",-0.1891
"RIMS3",0
"RIMS4",0
"RIN",0
"RIN1",6.2964
"RIN2",-0.5953
"RIN2",-0.3501
"RIN3",-0.1178
"RIN3",-0.0798
"RING1",1.1846
"RINL",0
"RINT1",0
"RIOK1",-4.2321
"RIOK2",0
"RIOK3",0
"RIPK1",0.2815
"RIPK2",0.5824
"RIPK2",0.2962
"RIPK3",0
"RIPK4",-0.3129
"RIPK4",-1.9765
"RIPK5",0.0374
"RIPK5",-0.5733
"RIPPLY1",0
"RIPPLY2",0
"RIPPLY3",0
"RIT1",0
"RIT2",0
"RITA1",0
"RKHD2",0.013
"RKHD2",0.1097
"RKHD3",0.7793
"RKHD3",0.2161
"RLBP1",0
"RLF",1.1402
"RLIM",0
"RLN1",-0.3092
"RLN2",0
"RLN3",0
"RMDN1",0
"RMDN2",0
"RMDN3",0
"RMI1",2.3763
"RMI2",0
"RMND1",0
"RMND5A",0
"RMND5B",0
"RMP",0
"RMRP",0
"RN7SL1",0
"R0.05-8S5",0
"R0.0C",0
"R0.0SE1",-0.0438
"R0.0SE1",0.0603
"R0.0SE10",0
"R0.0SE11",0
"R0.0SE12",0
"R0.0SE13",0
"R0.0SE2",0
"R0.0SE3",0
"R0.0SE3L",0
"R0.0SE4",0
"R0.0SE6",0
"R0.0SE6PL",0
"R0.0SE7",0.0292
"R0.0SE8",-0.3549
"R0.0SE9",0
"R0.0SEH1",0
"R0.0SEH2A",-0.1179
"R0.0SEH2B",0.2518
"R0.0SEH2C",0
"R0.0SEK",0
"R0.0SEL",0
"R0.0SET2",-1.7645
"RNB6",0
"RND1",0
"RND2",0
"RND3",-0.0133
"RNF",0
"RNF10",-0.0931
"RNF10",-0.0735
"RNF103",0
"RNF11",-0.1763
"RNF111",0
"RNF112",0
"RNF113A",0
"RNF113B",0
"RNF114",0
"RNF115",0
"RNF12",0.6944
"RNF121",-0.618
"RNF121",-0.4171
"RNF122",0
"RNF123",0
"RNF125",0
"RNF126",-0.3968
"RNF128",0.8327
"RNF128",0.0935
"RNF13",-0.0734
"RNF13",0.125
"RNF130",0
"RNF133",0
"RNF135",0
"RNF138",0
"RNF139",-1.0976
"RNF14",-0.2499
"RNF14",1.6568
"RNF141",-0.0714
"RNF141",8.1702
"RNF144",-0.024
"RNF144",-0.3827
"RNF144A",0
"RNF144B",0
"RNF145",0
"RNF146",1.4524
"RNF148",0
"RNF149",0
"RNF150",0
"RNF151",0
"RNF152",-0.0157
"RNF152",0.1452
"RNF157",0
"RNF16",0
"RNF165",0
"RNF166",0
"RNF167",0
"RNF168",0
"RNF169",-0.4765
"RNF17",0
"RNF170",0.1288
"RNF170",8.1261
"RNF18",0
"RNF180",0
"RNF181",0
"RNF182",0.0747
"RNF183",0
"RNF185",0
"RNF186",0
"RNF187",-4.4482
"RNF19A",0
"RNF19B",0
"RNF2",0.1235
"RNF2",0.2181
"RNF20",-0.4644
"RNF207",0
"RNF208",0
"RNF21",0
"RNF212",0
"RNF213",0
"RNF214",0
"RNF215",0
"RNF216",0
"RNF216L",0
"RNF216P1",0
"RNF217",0
"RNF219",0
"RNF220",0
"RNF222",0
"RNF223",0
"RNF224",0
"RNF24",-0.3733
"RNF25",0
"RNF26",0
"RNF31",0
"RNF32",0
"RNF34",0.7673
"RNF34",0.2846
"RNF38",0
"RNF39",-0.6296
"RNF4",2.3368
"RNF4",-0.3202
"RNF40",0
"RNF41",0
"RNF43",0
"RNF44",-0.4441
"RNF5",-0.8886
"RNF5",-0.7812
"RNF5",-1.7441
"RNF5P1",0
"RNF6",0.4141
"RNF6",0.0677
"RNF7",0
"RNF8",0
"RNFT1",0
"RNFT2",0
"RNGTT",0.7241
"RNH1",0
"RNLS",0
"RNMT",0
"RNMTL1",0
"RNPC3",0
"RNPEP",-1.3739
"RNPEP",-0.1938
"RNPEPL1",0
"RNPS1",2.1937
"RNU105C",0
"RNU12",0
"RNU2-1",0
"RNU6-10P",0
"RNU6-14P",0
"RNU6-16P",0
"RNU6-2",0
"RNU6-28P",0
"RNU6-33P",0
"RNU6-35P",0
"RNU6-39P",0
"RNUT1",0
"ROBO1",1.0362
"ROBO1",0.1594
"ROBO2",0
"ROBO3",0
"ROBO4",0
"ROC1",0
"ROCK1",0
"ROCK2",0.0028
"ROCK2",-0.0434
"ROD1",0
"ROGDI",0
"ROMK1",0
"ROMO1",0
"ROPN1",0
"ROPN1B",0
"ROPN1L",0
"ROR1",0.0015
"ROR1",-0.3828
"ROR1",0.134
"ROR2",-0.9261
"ROR2",-0.0424
"RORA",0.0633
"RORB",0.1925
"RORB",0.0532
"RORC",-0.0151
"RORC",0.0568
"ROS1",0.0796
"RP1",0
"RP11-125A7.3",-0.0915
"RP11-125A7.3",-0.113
"RP11-130N24.1",0.0772
"RP11-130N24.1",0.0712
"RP11-159J2.1",0
"RP11-217H1.1",0.0302
"RP11-217H1.1",-0.1237
"RP11-298P3.3",0.1719
"RP11-321G1.2",0.0455
"RP11-35N6.1",-0.0216
"RP11-529I10.4",-0.3091
"RP11-54H7.1",0.0178
"RP11-82K18.3",0.3744
"RP11-93B10.1",0.9999
"RP11-93B10.1",0.0483
"RP11-94I2.2",0
"RP1L1",0
"RP2",-1.0433
"RP2",0.0513
"RP42",0
"RP5-1022P6.2",0.4831
"RP5-1022P6.2",-1.3859
"RP5-860F19.3",1.1172
"RP5-875H10.1",0.2353
"RP9",0
"RP9P",0
"RPA1",0
"RPA2",0.4079
"RPA3",-0.7957
"RPA4",0
"RPA40",0
"RPAIN",1.4764
"RPAIN",0.5055
"RPAP1",0
"RPAP2",0
"RPAP3",0
"RPB3",0
"RPC32",0
"RPC62",0
"RPE",0.3536
"RPE",0.6928
"RPE65",0
"RPEL1",0
"RPF-1",0
"RPF1",0
"RPF2",0
"RPGR",-0.0241
"RPGRIP1",0
"RPGRIP1L",0
"RPH3A",0
"RPH3AL",0.1879
"RPIA",-0.0225
"RPL10",0
"RPL10A",0
"RPL10AP2",0
"RPL10L",0
"RPL11",0
"RPL12",0
"RPL13",0
"RPL13A",0
"RPL13AP17",0
"RPL14",-0.1382
"RPL14",-0.038
"RPL14",-0.0978
"RPL15",0
"RPL17",0.1078
"RPL18",0
"RPL18A",0
"RPL19",0
"RPL21",0
"RPL22",-0.1206
"RPL22L1",0
"RPL23",0
"RPL23A",0
"RPL23AP53",0
"RPL23P8",0
"RPL24",0
"RPL26",0
"RPL26L1",0
"RPL27",0
"RPL27A",-0.192
"RPL28",0
"RPL29",0.0379
"RPL29",0.0093
"RPL3",0
"RPL30",0
"RPL31",-0.1451
"RPL31P11",0
"RPL32",0
"RPL32P3",-0.452
"RPL34",0
"RPL35",-0.0426
"RPL35",-0.4768
"RPL35A",0
"RPL36",0
"RPL36A",0
"RPL36AL",0
"RPL36AP6",0
"RPL37",-0.2759
"RPL37",-0.1879
"RPL37A",0
"RPL38",0
"RPL39",0
"RPL39L",0
"RPL3L",-0.8011
"RPL4",0
"RPL41",0
"RPL5",0.53
"RPL6",-0.149
"RPL6",0.0294
"RPL7",0
"RPL7A",0
"RPL7L1",0
"RPL8",-0.0338
"RPL9",0
"RPLP0",0
"RPLP1",-0.2253
"RPLP1",-0.2712
"RPLP2",0
"RPML2",0
"RPN1",0.1359
"RPN1",-2.2465
"RPN1",0.8127
"RPN2",0
"RPP14",0
"RPP21",0
"RPP25",0
"RPP25L",0
"RPP30",0
"RPP38",0
"RPP40",0.0453
"RPRC1",0.0388
"RPRC1",-0.055
"RPRD1A",0
"RPRD1B",0
"RPRD2",0
"RPRM",0
"RPRML",0
"RPS10",0
"RPS11",0
"RPS12",0
"RPS13",0.0059
"RPS13",-0.1579
"RPS14",-0.0921
"RPS14",0.8065
"RPS15",0
"RPS15A",0
"RPS15AP25",0
"RPS16",0
"RPS18",-0.1373
"RPS19",0
"RPS19BP1",0
"RPS2",-0.1332
"RPS2",1.503
"RPS2",0.0644
"RPS20",0
"RPS21",-0.1603
"RPS23",0
"RPS24",0
"RPS25",0
"RPS26",0
"RPS26P2",0
"RPS27",0
"RPS27A",-0.1686
"RPS27L",0
"RPS28",0
"RPS29",-0.097
"RPS2P32",0
"RPS2P35",0
"rpS3",0
"RPS3",-0.021
"RPS3",-0.233
"RPS3A",-0.0418
"RPS3A",0.1397
"RPS4X",0
"RPS4Y1",0.1661
"RPS4Y2",0.1536
"RPS5",0.1741
"RPS5",0.2041
"RPS6",-0.0932
"RPS6KA1",1.5352
"RPS6KA2",1.3329
"RPS6KA3",0
"RPS6KA4",0.7735
"RPS6KA5",0.5541
"RPS6KA5",-0.0081
"RPS6KA6",0
"RPS6KB1",0
"RPS6KB2",0
"RPS6KC1",0
"RPS6KL1",0.0495
"RPS6KL1",-0.2004
"RPS7",0
"RPS8",0
"RPS9",0
"RPSA",0
"RPSAP15",0
"RPSAP52",0
"RPSAP58",0
"RPTN",-0.1342
"RPTOR",0
"RPUSD1",0
"RPUSD2",0
"RPUSD3",0
"RPUSD4",0
"RQCD1",0.3708
"RRAD",0
"RRAGA",-0.2393
"RRAGB",0
"RRAGC",0.3579
"RRAGC",-0.6976
"RRAGD",0
"RRAS",0
"RRAS2",0
"RRBP1",0
"RREB1",0
"RRH",0
"RRM1",0
"RRM2",-1.1954
"RRM2",-1.0895
"RRM2B",1.0474
"RRN3",-0.1957
"RRN3",-0.1783
"RR0.0D1",0
"RRP1",0
"RRP12",0
"RRP15",0
"RRP1B",0
"RRP22",0
"RRP36",0
"RRP4",0
"RRP46",0
"RRP7A",0
"RRP8",0
"RRP9",0
"RRS1",-0.2682
"RS1",-0.0075
"RS1",-0.662
"RSAD1",-1.575
"RSAD2",0
"RSBN1",0
"RSBN1L",0
"RSC1A1",-0.0558
"rse",0
"RSF1",-0.2827
"RSF1",-0.3275
"RSG1",0
"RSHL1",0
"RSHL2",1.5216
"RSL1D1",0
"RSL24D1",0
"RSNL2",-0.8497
"RSP3",0
"RSPH1",0
"RSPH10B",0
"RSPH10B2",0
"RSPH14",0
"RSPH3",0
"RSPH4A",0
"RSPH6A",0
"RSPH9",0
"RSPO1",0
"RSPO2",0
"RSPO3",0
"RSPO4",0
"RSPRY1",0
"RSRC1",0
"RSRC2",0
"RSRFC4",0
"RSRP1",0
"RSU1",0
"RTBDN",0
"RTCA",0
"RTCB",0
"RTCD1",1.5081
"RTCD1",-0.1892
"RTDR1",0
"RTEL1",0.7378
"RTF1",0
"RTFDC1",0
"RTKN",0
"RTKN2",0
"RTL1",0
"RTN1",0
"RTN2",0.2589
"RTN3",0
"RTN4",0.1896
"RTN4IP1",0
"RTN4R",0
"RTN4RL1",0
"RTN4RL2",0
"RTP1",0
"RTP2",0
"RTP3",0
"RTP4",-0.0307
"RTP5",0
"RTTN",0.6993
"RU2",0
"RUBCN",0
"RUBCNL",0
"RUFY1",0
"RUFY2",0
"RUFY3",0
"RUFY4",0
"RUNDC1",0
"RUNDC2A",-0.026
"RUNDC2B",-0.1225
"RUNDC2C",-0.3802
"RUNDC2C",-0.2031
"RUNDC3A",0
"RUNDC3B",0
"RUNX1",1.8174
"RUNX1T1",0.0687
"RUNX2",-0.3165
"RUNX2",0.0913
"RUNX3",0.0935
"RUSC1",0
"RUSC1-AS1",0
"RUSC2",0
"RUTBC1",-1.0904
"RUTBC3",-0.2669
"RUTBC3",0.5449
"RUVBL1",-0.6473
"RUVBL1",-3.4296
"RUVBL2",0.4766
"RWDD1",0
"RWDD2A",0
"RWDD2B",0
"RWDD3",0
"RWDD4",0
"RWDD4A",-0.2339
"RWDD4A",0.0363
"RX",0
"RXFP1",0
"RXFP2",0
"RXFP3",-0.4527
"RXFP4",0
"RXRA",0.0811
"RXRA",-0.1241
"RXRB",-0.9749
"RXRG",0.0043
"RY-1",0
"RYBP",0.1429
"RYBP",0.0728
"RYBP",1.0783
"RYR1",0
"RYR2",0
"RYR3",0
"S-MAG",0
"S100A1",-0.0516
"S100A10",-0.4559
"S100A11",-0.0479
"S100A11",-0.0283
"S100A12",-0.5774
"S100A13",-0.3419
"S100A14",0.0693
"S100A16",0.0471
"S100A2",-0.1586
"S100A3",0.5591
"S100A4",-0.0602
"S100A5",0.0481
"S100A6",-0.1546
"S100A7",-0.913
"S100A7A",-0.1035
"S100A7L2",0
"S100A8",-0.1376
"S100A9",0.1042
"S100B",0
"S100G",0
"S100P",0.8363
"S100PBP",-0.0392
"S100PBP",-9.6235
"S100PBP",2.9404
"S100Z",0
"S1PR1",0
"S1PR2",0
"S1PR3",0
"S1PR4",0
"S1PR5",0
"S2P",0
"S81524",0
"SA",0
"SAA1",0
"SAA2",0
"SAA2-SAA4",0
"SAA3P",-0.7581
"SAA4",-0.8055
"SAAL1",0
"SAAS",0
"SAC",0
"SACM1L",0
"SACS",0
"SAD1",0
"SAE1",0
"SAF-A",0
"SAFB",2.4813
"SAFB",0.0197
"SAFB2",1.058
"SAFB2",-0.6381
"SAG",0
"SAGE",0
"SAGE1",0
"SAGE2P",0
"SALF",0
"SALL1",0.0472
"SALL2",0.6056
"SALL3",-0.0459
"SALL4",-0.0454
"SAMD1",-0.2878
"SAMD1",-0.261
"SAMD10",0.8268
"SAMD11",0
"SAMD12",0
"SAMD13",0
"SAMD14",0
"SAMD15",0
"SAMD3",0
"SAMD4A",0
"SAMD4B",0
"SAMD5",0
"SAMD7",0
"SAMD8",0
"SAMD9",0.3258
"SAMD9",-0.8112
"SAMD9",-0.1817
"SAMD9L",1.3123
"SAMHD1",0
"SAMM50",0
"SAMSN1",0
"SAP130",-0.1948
"SAP18",0.1266
"SAP18",0.1632
"SAP25",0
"SAP30",-1.0873
"SAP30BP",-0.3454
"SAP30BP",0.7856
"SAP30L",0.1454
"SAPCD1",0
"SAPCD2",0
"SAR1A",0
"SAR1B",0
"SARAF",0
"SARCOSIN",0
"SARDH",0
"SARM1",0.1184
"SARNP",0
"SARS",0.2457
"SARS2",0
"SART-2",0
"SART1",0
"SART2",0.0324
"SART3",0
"SAS",0
"SASH1",-0.9222
"SASH1",-0.1482
"SASH3",0
"SASS6",0
"SAT1",0
"SAT2",-0.3367
"SATB1",0.2035
"SATB2",0.042
"SATB2",0.1412
"SATL1",0
"SAV1",0.1186
"SAV1",-0.9838
"SAXO1",0
"SAXO2",0
"SAYSD1",0
"SBBI26",0
"SBBI31",0
"SBBI42",0
"SBDS",-0.0772
"SBDS",0.0182
"SBF1",0
"SBF2",0.1495
"SBK1",0
"SBK2",0
"SBK3",0
"SBNO1",0
"SBNO2",-0.2705
"SBSN",0
"SBSPON",0
"SC4MOL",0.6464
"SC4MOL",-1.0579
"SC5D",0
"SC5DL",0
"SCA7",0
"SCAD-SRL",0
"SCAF1",0
"SCAF11",0
"SCAF4",0
"SCAF8",0
"SCAI",0
"SCAM-1",0
"SCAMP1",-0.3331
"SCAMP1",-1.3514
"SCAMP1",0.2045
"SCAMP2",0
"SCAMP3",-5.0277
"SCAMP4",0
"SCAMP5",0
"SCAND1",2.911
"SCAND1",2.7025
"SCAND2",-0.504
"SCAND2",-0.2749
"SCAP",0.4818
"SCAPER",0
"SCARA3",0
"SCARA5",0
"SCARB1",0
"SCARB2",0
"SCARF1",-0.2093
"SCARF2",0
"SCAR0.017",0
"SCAR0.023",0
"SCAR0.08",0
"SCAR0.09L",0
"SCCA1",0
"SCCA2",0
"SCCPDH",-0.1749
"SCD",0
"SCD5",-0.3165
"SCD5",1.5389
"SCDGF-B",0
"SCEL",0.0762
"SCFD1",-0.2487
"SCFD2",-1.1138
"SCG2",0
"SCG3",0
"SCG5",-7.3802
"SCGB1A1",-0.0346
"SCGB1C1",0
"SCGB1D1",0
"SCGB1D2",0
"SCGB1D4",0
"SCGB2A1",0
"SCGB2A2",0.0698
"SCGB2B2",0
"SCGB3A1",0
"SCGB3A2",0
"SCGN",0
"SCHIP1",0
"SCIMP",0
"SCIN",0
"SCLIP",0
"SCLT1",-0.0352
"SCLT1",0.1713
"SCLY",0
"SCMH1",-0.3607
"SCML1",0.0086
"SCML1",-0.0772
"SCML2",-0.304
"SCML2",0.0724
"SCML4",0.061
"SCN10A",0
"SCN11A",0
"SCN12A",0
"SCN1A",0
"SCN1B",-0.3413
"SCN2A",0
"SCN2A2",0
"SCN2B",0
"SCN3A",0
"SCN3B",0
"SCN4A",0
"SCN4B",0.8909
"SCN5A",0
"SCN6A",0
"SCN7A",0
"SCN8A",0
"SCN9A",0
"SCNM1",0
"SCNN1A",-0.7388
"SCNN1B",0
"SCNN1D",-0.5212
"SCNN1G",0
"SCO1",0
"SCO2",0
"SCOC",0
"SCP1",0
"SCP2",0
"SCP2D1",0
"SCPEP1",-4.5945
"scr2",0
"SCRG1",0
"SCRIB",0
"SCRN1",0
"SCRN2",0
"SCRN3",0
"SCRT",0
"SCRT1",-0.5779
"SCRT2",-1.8335
"SCT",0
"SCTR",0.1558
"SCUBE1",-0.2308
"SCUBE3",-0.1572
"SCX",0
"SCYA1",0
"SCYA13",0
"SCYA16",0
"SCYA17",0
"SCYA22",0
"SCYA24",0
"SCYA25",0
"SCYA27",0
"SCYA7",0
"SCYB14",0
"SCYB5",0
"SCYB6",0
"SCYC1",0
"SCYC2",0
"SCYL1",-1.4342
"SCYL2",0
"SCYL3",0
"SDAD1",0
"SDC1",-0.1569
"SDC1",-1.1886
"SDC2",0.227
"SDC3",0
"SDC4",0
"SDCBP",0
"SDCBP2",-4.6809
"SDCCAG1",0
"SDCCAG16",0
"SDCCAG3",0
"SDCCAG8",0
"SDE2",0
"SDF2",-1.1461
"SDF2",-0.8311
"SDF2L1",-0.2387
"SDF4",0
"SDHA",2.5891
"SDHA",0.5193
"SDHAF2",0
"SDHAF3",0
"SDHAF4",0
"SDHALP2",-0.0808
"SDHB",0.2672
"SDHC",0.122
"SDHD",1.4707
"SDHD",-2.3849
"SDK1",-0.156
"SDK1",-0.0811
"SDK1",-0.2694
"SDK2",0
"sdp35",0
"SDPR",0
"SDR16C5",0
"SDR39U1",0
"SDR42E1",0
"SDR9C7",0
"SDS",0
"SDSL",0
"SE20-4",0
"SE57-1",0
"SE70-2",0
"SEC10L1",0
"SEC11A",0
"SEC11C",-0.1932
"SEC13",0
"SEC13L1",0
"SEC14L1",-0.2621
"SEC14L1",1.8245
"SEC14L2",-0.3735
"SEC14L3",0
"SEC14L4",0
"SEC14L5",0
"SEC14L6",0
"SEC16A",0
"SEC16B",0
"SEC22A",0
"SEC22C",-0.2122
"SEC22C",-1.4364
"SEC22C",-0.6223
"SEC23A",0
"SEC23B",-5.3605
"SEC23IP",0
"SEC24A",0
"SEC24B",0.1974
"SEC24C",-1.3149
"SEC24D",-0.08
"SEC24D",-0.0811
"SEC31A",0
"SEC31B",0.5506
"SEC34",0
"SEC61A1",1.1968
"SEC61A2",0
"SEC61B",0
"SEC61G",0
"Sec62",0
"SEC62",0
"SEC63",-0.2988
"SEC63",-0.2257
"SECISBP2",-0.3166
"SECISBP2",-1.9236
"SECISBP2L",0
"SECP43",0
"SECTM1",0
"SEDL",0
"SEEK1",0
"SEH1L",0
"SEL1L",0.036
"SEL1L2",0
"SEL1L3",0
"SELE",0
"SELENBP1",0
"SELENOF",0
"SELENOH",0
"SELENOI",0
"SELENOK",0
"SELENOM",0
"SELENON",0
"SELENOO",0
"SELENOP",0
"SELENOS",0
"SELENOT",0
"SELENOV",0
"SELENOW",0
"SELK",0
"SELL",0
"SELM",0
"SELPLG",-0.1645
"SELS",0.0432
"SELS",-0.3367
"SEMA3A",-0.1307
"SEMA3B",0
"SEMA3C",-2.3618
"SEMA3D",-0.2219
"SEMA3D",-0.354
"SEMA3D",-0.1237
"SEMA3E",0
"SEMA3F",-0.4059
"SEMA3F",-0.3909
"SEMA3G",0
"SEMA4A",0
"SEMA4B",0
"SEMA4C",-0.6156
"SEMA4C",-1.9243
"SEMA4D",0
"SEMA4F",0
"SEMA4G",0
"SEMA5A",-0.2595
"SEMA5A",0.148
"SEMA5B",0
"SEMA6A",0
"SEMA6B",0.2868
"SEMA6C",0
"SEMA6D",0
"SEMA7A",0.3859
"SEMAY",0
"semaZ",0
"SEMG1",-0.0022
"SEMG2",0
"SEMP1",0
"SENP1",0
"SENP2",0
"SENP3",0
"SENP5",0
"SENP6",0.1113
"SENP6",0.284
"SENP7",0.1277
"SENP7",0.8423
"SENP8",0
"SEPHS1",0
"SEPHS2",3.3571
"SEPP1",0.4053
"SEPSECS",0
"42988.0000",0
"42989.0000",0
"42990.0000",0
"42992.0000",0
"42980.0000",0
"42981.0000",0
"42982.0000",0
"42983.0000",0
"SEPT5-GP1BB",0
"42984.0000",0
"42985.0000",0
"42986.0000",0
"42987.0000",0
"SEPX1",0
"SERAC1",0
"SERBP1",-2.6343
"SERF1",0
"SERF1A",0
"SERF1B",0
"SERF2",0
"SERGEF",-3.0617
"SERHL2",0
"SERINC1",0
"SERINC2",0
"SERINC3",-0.9853
"SERINC3",-0.6915
"SERINC4",0
"SERINC5",0
"SERP1",0
"SERP2",0
"SERPI0.01",-0.3844
"SERPI0.010",0
"SERPI0.011",0
"SERPI0.012",0
"SERPI0.02",0
"SERPI0.03",0
"SERPI0.04",0
"SERPI0.05",0
"SERPI0.06",0
"SERPI0.07",0
"SERPI0.09",0
"SERPINB1",-1.7246
"SERPINB1",-0.0896
"SERPINB10",0
"SERPINB11",0
"SERPINB12",0
"SERPINB13",0.2519
"SERPINB13",-0.1232
"SERPINB2",-0.1582
"SERPINB2",0.1425
"SERPINB3",0.0796
"SERPINB4",-0.0718
"SERPINB5",0
"SERPINB6",0.2414
"SERPINB6",-0.0856
"SERPINB7",-0.0413
"SERPINB8",-0.6454
"SERPINB8",0.3804
"SERPINB9",-0.2095
"SERPINB9",-0.0636
"SERPINB9P1",0
"SERPINC1",0
"SERPIND1",-0.1322
"SERPINE1",0
"SERPINE2",-1.3385
"SERPINE3",0
"SERPINF1",-0.0966
"SERPINF2",0
"SERPING1",0
"SERPINH1",0
"SERPINI1",0
"SERPINI2",0
"SERTAD1",-1.0474
"SERTAD2",-0.1218
"SERTAD3",0.0277
"SERTAD4",-0.0552
"SERTM1",0
"SESN1",0.9638
"SESN1",0.2095
"SESN2",0
"SESN3",-0.0034
"SESTD1",0
"set",0
"SET",0
"SET07",0
"SETBP1",1.2637
"SETD1A",-0.3502
"SETD1B",-0.3859
"SETD2",-0.2725
"SETD2",-0.9825
"SETD3",-0.2877
"SETD4",0
"SETD5",0
"SETD6",0
"SETD7",0.0735
"SETD7",-0.1582
"SETD8",-1.1829
"SETD8",-0.2945
"SETD9",0
"SETDB1",-0.8024
"SETDB1",-1.3807
"SETDB2",0
"SETMAR",0
"SETX",-0.1389
"SEZ6",0
"SEZ6L",0
"SEZ6L2",0
"SF1",-0.1299
"SF3A1",0
"SF3A2",0
"SF3A3",0
"SF3B1",0
"SF3B2",0
"SF3B3",0
"SF3B4",0
"SF3B5",0
"SF3B6",0
"SFI1",0
"sflt",0
"SFMBT1",-0.0067
"SFMBT2",-0.0136
"SFN",0
"SFPQ",-0.574
"SFR1",0
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SFRS1",0
"SFRS12",-4.1229
"SFRS15",-0.4235
"SFRS17A",0
"SFRS2",0
"SFRS2IP",0
"SFRS3",0
"SFRS6",-2.9986
"SFRS6",-5.5472
"SFRS7",0
"SFRS9",0.2842
"SFSWAP",0
"SFT2D1",0
"SFT2D2",0
"SFT2D3",0
"SFTA1P",0
"SFTA2",0
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0
"SFXN1",0
"SFXN2",-0.5978
"SFXN3",-0.6301
"SFXN3",-0.5241
"SFXN4",0
"SFXN5",0
"SGCA",0
"SGCB",2.8302
"SGCD",0
"SGCE",0
"SGCG",0
"SGCZ",0
"SGEF",0
"SGF29",0
"SGIP1",-0.4369
"SGIP1",0.0032
"SGK",0.3685
"SGK1",0
"SGK2",-0.0065
"SGK2",-0.1013
"SGK223",0
"SGK3",0.2837
"SGKL",0
"SGLT2",0
"SGMS1",0
"SGMS2",0
"SGO1",0
"SGO2",0
"SGOL1",-0.1059
"SGOL1",-0.3156
"SGOL2",0
"SGP28",0
"SGPL1",-0.0269
"SGPL1",-0.7733
"SGPP1",0
"SGPP2",-0.2017
"SGPP2",-0.4572
"SGRF",0
"SGSH",-1.4303
"SGSM1",0
"SGSM2",0
"SGSM3",0
"SGT1",0
"SGTA",0
"SGTB",0
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",-0.7107
"SH2B2",0
"SH2B3",-0.1382
"SH2D1A",0
"SH2D1B",0
"SH2D2A",0
"SH2D3A",-0.5885
"SH2D3C",-0.4383
"SH2D4A",-1.318
"SH2D5",-0.4152
"SH2D5",-0.4225
"SH2D7",0
"SH3BGR",0
"SH3BGRL",0
"SH3BGRL2",0
"SH3BGRL3",0
"SH3BP1",-0.6392
"SH3BP1",-0.73
"SH3BP2",0
"SH3BP4",-0.7031
"SH3BP5",0
"SH3BP5L",0
"SH3D19",-1.4714
"SH3D19",0.1248
"SH3D21",0
"SH3D5",0
"SH3GL1",0
"SH3GL2",0
"SH3GL3",0
"SH3GLB1",0
"SH3GLB2",0
"SH3KBP1",-7.4861
"SH3KBP1",-0.1648
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",-0.4425
"SH3PXD2B",-0.4417
"SH3RF1",-0.6557
"SH3RF1",-0.5803
"SH3RF2",0
"SH3RF3",0
"SH3TC1",0
"SH3TC2",-0.3061
"SH3TC2",0.0102
"SH3YL1",-0.7328
"SHANK",0
"SHANK1",0
"SHANK3",0
"SHARPIN",0
"SHB",-0.5621
"SHB",-0.6366
"SHBG",0
"SHC1",-0.0627
"SHC1",-0.6958
"SHC2",0
"SHC3",0
"SHC4",-0.0449
"SHC4",0.3454
"SHCBP1",-0.902
"SHCBP1L",0
"SHD",0
"SHE",0
"SHF",-0.3552
"SHF",-0.2762
"SHFM1",0
"SHH",-0.0897
"SHISA2",0
"SHISA3",0
"SHISA4",0
"SHISA5",0
"SHISA6",0
"SHISA7",0
"SHISA9",0
"SHKBP1",0
"SHMT",0
"SHMT1",0
"SHMT2",0.0886
"SHMT2",2.6501
"SHOC2",0
"SHOX",-0.0117
"SHOX",0.2236
"SHOX2",-0.04
"SHPRH",0
"SHQ1",0
"SHROOM1",0.2001
"SHROOM2",0
"SHROOM3",0
"SHROOM4",0
"SHTN1",0
"SI",0
"SIAE",0
"SIAH1",0.262
"SIAH2",-1.3686
"SIAH3",0
"SIAHBP1",-0.0612
"SIAHBP1",0.0023
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0
"SIDT2",-0.2943
"SIG11",0
"SIGIRR",0.2386
"SIGLEC1",0.0603
"SIGLEC1",0.1217
"SIGLEC10",0
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",-0.1059
"SIGLEC7",0.0124
"SIGLEC8",0.0399
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",0
"SIK1",0
"SIK2",0
"SIK3",0
"SIKE1",0
"sIL-6R",0
"SIL1",0
"SIM1",-0.6193
"SIM2",0.0538
"SIMC1",0
"SIN3A",-0.3129
"SIN3B",0
"SIP1",0
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",0
"SIPA1L1",0
"SIPA1L2",0
"SIPA1L3",0
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",0
"SIRPB1",-0.1158
"SIRPB1",-0.2277
"SIRPB2",0
"SIRPD",0
"SIRPG",0
