"Gene","PBX1"
"RSL1D1",0
"RSL24D1",0
"RSNL2",-0.4967
"RSP3",0
"RSPH1",0
"RSPH10B",0
"RSPH10B2",0
"RSPH14",0
"RSPH3",0
"RSPH4A",0
"RSPH6A",0
"RSPH9",0
"RSPO1",0
"RSPO2",0
"RSPO3",0
"RSPO4",0
"RSPRY1",0
"RSRC1",0
"RSRC2",0
"RSRFC4",0
"RSRP1",0
"RSU1",0
"RTBDN",0
"RTCA",0
"RTCB",0
"RTCD1",0.5727
"RTCD1",-0.0225
"RTDR1",0
"RTEL1",1.2005
"RTF1",0
"RTFDC1",0
"RTKN",0
"RTKN2",0
"RTL1",0
"RTN1",0
"RTN2",-0.0523
"RTN3",0
"RTN4",0.4091
"RTN4IP1",0
"RTN4R",0
"RTN4RL1",0
"RTN4RL2",0
"RTP1",0
"RTP2",0
"RTP3",0
"RTP4",-0.2777
"RTP5",0
"RTTN",-0.9599
"RU2",0
"RUBCN",0
"RUBCNL",0
"RUFY1",0
"RUFY2",0
"RUFY3",0
"RUFY4",0
"RUNDC1",0
"RUNDC2A",-0.0549
"RUNDC2B",-0.133
"RUNDC2C",-0.3699
"RUNDC2C",-0.1622
"RUNDC3A",0
"RUNDC3B",0
"RUNX1",-3.1788
"RUNX1T1",0.1171
"RUNX2",-0.2788
"RUNX2",-0.0787
"RUNX3",-0.1107
"RUSC1",0
"RUSC1-AS1",0
"RUSC2",0
"RUTBC1",-1.05
"RUTBC3",-0.1896
"RUTBC3",-3.2158
"RUVBL1",-0.5754
"RUVBL1",-2.7412
"RUVBL2",0.3851
"RWDD1",0
"RWDD2A",0
"RWDD2B",0
"RWDD3",0
"RWDD4",0
"RWDD4A",-0.078
"RWDD4A",0.0233
"RX",0
"RXFP1",0
"RXFP2",0
"RXFP3",-0.494
"RXFP4",0
"RXRA",0.323
"RXRA",0.1807
"RXRB",-0.656
"RXRG",0.0419
"RY-1",0
"RYBP",0.132
"RYBP",0.294
"RYBP",-0.021
"RYR1",0
"RYR2",0
"RYR3",0
"S-MAG",0
"S100A1",0.0599
"S100A10",-0.3125
"S100A11",0.1406
"S100A11",0.0491
"S100A12",-0.7007
"S100A13",-0.2256
"S100A14",-0.0122
"S100A16",0.0955
"S100A2",-0.1078
"S100A3",-0.4769
"S100A4",1.3088
"S100A5",0.2251
"S100A6",-0.0354
"S100A7",-0.9934
"S100A7A",-0.0698
"S100A7L2",0
"S100A8",0.0201
"S100A9",0.1618
"S100B",0
"S100G",0
"S100P",0.1337
"S100PBP",0.0649
"S100PBP",3.269
"S100PBP",0.1632
"S100Z",0
"S1PR1",0
"S1PR2",0
"S1PR3",0
"S1PR4",0
"S1PR5",0
"S2P",0
"S81524",0
"SA",0
"SAA1",0
"SAA2",0
"SAA2-SAA4",0
"SAA3P",-0.4684
"SAA4",-0.7447
"SAAL1",0
"SAAS",0
"SAC",0
"SACM1L",0
"SACS",0
"SAD1",0
"SAE1",0
"SAF-A",0
"SAFB",1.9066
"SAFB",0.0113
"SAFB2",0.8629
"SAFB2",-0.6669
"SAG",0
"SAGE",0
"SAGE1",0
"SAGE2P",0
"SALF",0
"SALL1",0.0913
"SALL2",0.8534
"SALL3",-0.0024
"SALL4",0.0327
"SAMD1",-0.0682
"SAMD1",0.2452
"SAMD10",-1.1632
"SAMD11",0
"SAMD12",0
"SAMD13",0
"SAMD14",0
"SAMD15",0
"SAMD3",0
"SAMD4A",0
"SAMD4B",0
"SAMD5",0
"SAMD7",0
"SAMD8",0
"SAMD9",0.1866
"SAMD9",-0.3939
"SAMD9",-0.3061
"SAMD9L",0.4913
"SAMHD1",0
"SAMM50",0
"SAMSN1",0
"SAP130",-0.0804
"SAP18",0.1653
"SAP18",0.1571
"SAP25",0
"SAP30",-1.6565
"SAP30BP",-0.4061
"SAP30BP",-0.8259
"SAP30L",0.172
"SAPCD1",0
"SAPCD2",0
"SAR1A",0
"SAR1B",0
"SARAF",0
"SARCOSIN",0
"SARDH",0
"SARM1",0.0249
"SARNP",0
"SARS",0.3086
"SARS2",0
"SART-2",0
"SART1",0
"SART2",-0.2037
"SART3",0
"SAS",0
"SASH1",-0.8991
"SASH1",-0.0637
"SASH3",0
"SASS6",0
"SAT1",0
"SAT2",-0.1545
"SATB1",-0.0321
"SATB2",-0.1289
"SATB2",0.0728
"SATL1",0
"SAV1",-0.0891
"SAV1",-1.3022
"SAXO1",0
"SAXO2",0
"SAYSD1",0
"SBBI26",0
"SBBI31",0
"SBBI42",0
"SBDS",0.165
"SBDS",0.1631
"SBF1",0
"SBF2",0.1012
"SBK1",0
"SBK2",0
"SBK3",0
"SBNO1",0
"SBNO2",-0.4343
"SBSN",0
"SBSPON",0
"SC4MOL",0.4831
"SC4MOL",-0.8947
"SC5D",0
"SC5DL",0
"SCA7",0
"SCAD-SRL",0
"SCAF1",0
"SCAF11",0
"SCAF4",0
"SCAF8",0
"SCAI",0
"SCAM-1",0
"SCAMP1",-0.5889
"SCAMP1",-1.6562
"SCAMP1",0.1805
"SCAMP2",0
"SCAMP3",-1.9551
"SCAMP4",0
"SCAMP5",0
"SCAND1",-0.2826
"SCAND1",-0.1215
"SCAND2",-0.4591
"SCAND2",-0.1002
"SCAP",0.2372
"SCAPER",0
"SCARA3",0
"SCARA5",0
"SCARB1",0
"SCARB2",0
"SCARF1",-0.5516
"SCARF2",0
"SCAR0.017",0
"SCAR0.023",0
"SCAR0.08",0
"SCAR0.09L",0
"SCCA1",0
"SCCA2",0
"SCCPDH",0.507
"SCD",0
"SCD5",-0.3321
"SCD5",3.0967
"SCDGF-B",0
"SCEL",0.3032
"SCFD1",-0.1126
"SCFD2",-0.9039
"SCG2",0
"SCG3",0
"SCG5",-0.127
"SCGB1A1",0.0949
"SCGB1C1",0
"SCGB1D1",0
"SCGB1D2",0
"SCGB1D4",0
"SCGB2A1",0
"SCGB2A2",0.1076
"SCGB2B2",0
"SCGB3A1",0
"SCGB3A2",0
"SCGN",0
"SCHIP1",0
"SCIMP",0
"SCIN",0
"SCLIP",0
"SCLT1",-0.1142
"SCLT1",0.0281
"SCLY",0
"SCMH1",-0.3441
"SCML1",0.0188
"SCML1",-0.0936
"SCML2",-0.2775
"SCML2",0.2011
"SCML4",0.109
"SCN10A",0
"SCN11A",0
"SCN12A",0
"SCN1A",0
"SCN1B",-0.3153
"SCN2A",0
"SCN2A2",0
"SCN2B",0
"SCN3A",0
"SCN3B",0
"SCN4A",0
"SCN4B",2.6228
"SCN5A",0
"SCN6A",0
"SCN7A",0
"SCN8A",0
"SCN9A",0
"SCNM1",0
"SCNN1A",-0.472
"SCNN1B",0
"SCNN1D",-0.3786
"SCNN1G",0
"SCO1",0
"SCO2",0
"SCOC",0
"SCP1",0
"SCP2",0
"SCP2D1",0
"SCPEP1",0.4719
"scr2",0
"SCRG1",0
"SCRIB",0
"SCRN1",0
"SCRN2",0
"SCRN3",0
"SCRT",0
"SCRT1",-0.653
"SCRT2",-1.6735
"SCT",0
"SCTR",-0.2823
"SCUBE1",-0.1936
"SCUBE3",-0.2695
"SCX",0
"SCYA1",0
"SCYA13",0
"SCYA16",0
"SCYA17",0
"SCYA22",0
"SCYA24",0
"SCYA25",0
"SCYA27",0
"SCYA7",0
"SCYB14",0
"SCYB5",0
"SCYB6",0
"SCYC1",0
"SCYC2",0
"SCYL1",-1.3291
"SCYL2",0
"SCYL3",0
"SDAD1",0
"SDC1",-0.0537
"SDC1",-0.8662
"SDC2",0.0785
"SDC3",0
"SDC4",0
"SDCBP",0
"SDCBP2",2.5992
"SDCCAG1",0
"SDCCAG16",0
"SDCCAG3",0
"SDCCAG8",0
"SDE2",0
"SDF2",-0.9651
"SDF2",-0.8857
"SDF2L1",-0.2739
"SDF4",0
"SDHA",1.0226
"SDHA",0.258
"SDHAF2",0
"SDHAF3",0
"SDHAF4",0
"SDHALP2",-0.3358
"SDHB",0.11
"SDHC",0.3028
"SDHD",-0.1025
"SDHD",-2.2669
"SDK1",-0.1376
"SDK1",-0.4068
"SDK1",-0.1937
"SDK2",0
"sdp35",0
"SDPR",0
"SDR16C5",0
"SDR39U1",0
"SDR42E1",0
"SDR9C7",0
"SDS",0
"SDSL",0
"SE20-4",0
"SE57-1",0
"SE70-2",0
"SEC10L1",0
"SEC11A",0
"SEC11C",-0.0604
"SEC13",0
"SEC13L1",0
"SEC14L1",-0.1541
"SEC14L1",1.6295
"SEC14L2",-0.521
"SEC14L3",0
"SEC14L4",0
"SEC14L5",0
"SEC14L6",0
"SEC16A",0
"SEC16B",0
"SEC22A",0
"SEC22C",-0.8751
"SEC22C",-1.2918
"SEC22C",-0.4867
"SEC23A",0
"SEC23B",1.7431
"SEC23IP",0
"SEC24A",0
"SEC24B",-0.0327
"SEC24C",-0.8841
"SEC24D",-0.1064
"SEC24D",-0.036
"SEC31A",0
"SEC31B",0.4705
"SEC34",0
"SEC61A1",2.0499
"SEC61A2",0
"SEC61B",0
"SEC61G",0
"Sec62",0
"SEC62",0
"SEC63",-0.6314
"SEC63",-0.2482
"SECISBP2",-0.3714
"SECISBP2",2.5831
"SECISBP2L",0
"SECP43",0
"SECTM1",0
"SEDL",0
"SEEK1",0
"SEH1L",0
"SEL1L",0.0081
"SEL1L2",0
"SEL1L3",0
"SELE",0
"SELENBP1",0
"SELENOF",0
"SELENOH",0
"SELENOI",0
"SELENOK",0
"SELENOM",0
"SELENON",0
"SELENOO",0
"SELENOP",0
"SELENOS",0
"SELENOT",0
"SELENOV",0
"SELENOW",0
"SELK",0
"SELL",0
"SELM",0
"SELPLG",-0.2154
"SELS",0.1971
"SELS",-0.3099
"SEMA3A",0.2436
"SEMA3B",0
"SEMA3C",0.4341
"SEMA3D",-0.2278
"SEMA3D",1.1412
"SEMA3D",-0.0727
"SEMA3E",0
"SEMA3F",-0.2094
"SEMA3F",-0.0444
"SEMA3G",0
"SEMA4A",0
"SEMA4B",0
"SEMA4C",-0.4157
"SEMA4C",-1.7298
"SEMA4D",0
"SEMA4F",0
"SEMA4G",0
"SEMA5A",-0.1383
"SEMA5A",0.2462
"SEMA5B",0
"SEMA6A",0
"SEMA6B",0.0142
"SEMA6C",0
"SEMA6D",0
"SEMA7A",0.1333
"SEMAY",0
"semaZ",0
"SEMG1",0.0286
"SEMG2",0
"SEMP1",0
"SENP1",0
"SENP2",0
"SENP3",0
"SENP5",0
"SENP6",0.3036
"SENP6",0.2764
"SENP7",0.1447
"SENP7",0.3717
"SENP8",0
"SEPHS1",0
"SEPHS2",1.6707
"SEPP1",0.1369
"SEPSECS",0
"42988.0000",0
"42989.0000",0
"42990.0000",0
"42992.0000",0
"42980.0000",0
"42981.0000",0
"42982.0000",0
"42983.0000",0
"SEPT5-GP1BB",0
"42984.0000",0
"42985.0000",0
"42986.0000",0
"42987.0000",0
"SEPX1",0
"SERAC1",0
"SERBP1",1.2353
"SERF1",0
"SERF1A",0
"SERF1B",0
"SERF2",0
"SERGEF",-3.4619
"SERHL2",0
"SERINC1",0
"SERINC2",0
"SERINC3",-1.0544
"SERINC3",-0.2219
"SERINC4",0
"SERINC5",0
"SERP1",0
"SERP2",0
"SERPI0.01",-0.1963
"SERPI0.010",0
"SERPI0.011",0
"SERPI0.012",0
"SERPI0.02",0
"SERPI0.03",0
"SERPI0.04",0
"SERPI0.05",0
"SERPI0.06",0
"SERPI0.07",0
"SERPI0.09",0
"SERPINB1",-1.7463
"SERPINB1",-0.0087
"SERPINB10",0
"SERPINB11",0
"SERPINB12",0
"SERPINB13",0.7347
"SERPINB13",-0.7434
"SERPINB2",-0.177
"SERPINB2",-0.2369
"SERPINB3",0.0663
"SERPINB4",0.0768
"SERPINB5",0
"SERPINB6",-0.4172
"SERPINB6",-0.1911
"SERPINB7",-0.1226
"SERPINB8",-0.2279
"SERPINB8",-0.0505
"SERPINB9",0.0289
"SERPINB9",-0.1351
"SERPINB9P1",0
"SERPINC1",0
"SERPIND1",-0.1043
"SERPINE1",0
"SERPINE2",-0.9633
"SERPINE3",0
"SERPINF1",-0.2423
"SERPINF2",0
"SERPING1",0
"SERPINH1",0
"SERPINI1",0
"SERPINI2",0
"SERTAD1",-0.666
"SERTAD2",-0.0667
"SERTAD3",0.1671
"SERTAD4",-0.1233
"SERTM1",0
"SESN1",0.1382
"SESN1",-0.0895
"SESN2",0
"SESN3",-0.198
"SESTD1",0
"set",0
"SET",0
"SET07",0
"SETBP1",0.6497
"SETD1A",-0.1981
"SETD1B",-0.2762
"SETD2",-0.3871
"SETD2",-1.0733
"SETD3",-0.1334
"SETD4",0
"SETD5",0
"SETD6",0
"SETD7",0.0165
"SETD7",-0.1227
"SETD8",-0.9863
"SETD8",-0.1417
"SETD9",0
"SETDB1",-0.5659
"SETDB1",-1.2842
"SETDB2",0
"SETMAR",0
"SETX",-0.2397
"SEZ6",0
"SEZ6L",0
"SEZ6L2",0
"SF1",-0.4037
"SF3A1",0
"SF3A2",0
"SF3A3",0
"SF3B1",0
"SF3B2",0
"SF3B3",0
"SF3B4",0
"SF3B5",0
"SF3B6",0
"SFI1",0
"sflt",0
"SFMBT1",0.1583
"SFMBT2",0.0809
"SFN",0
"SFPQ",0.0758
"SFR1",0
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SFRS1",0
"SFRS12",1.2604
"SFRS15",-0.5534
"SFRS17A",0
"SFRS2",0
"SFRS2IP",0
"SFRS3",0
"SFRS6",-2.1258
"SFRS6",-3.1736
"SFRS7",0
"SFRS9",0.0952
"SFSWAP",0
"SFT2D1",0
"SFT2D2",0
"SFT2D3",0
"SFTA1P",0
"SFTA2",0
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0
"SFXN1",0
"SFXN2",0.2358
"SFXN3",-0.4902
"SFXN3",-0.4353
"SFXN4",0
"SFXN5",0
"SGCA",0
"SGCB",0.1789
"SGCD",0
"SGCE",0
"SGCG",0
"SGCZ",0
"SGEF",0
"SGF29",0
"SGIP1",-0.4895
"SGIP1",0.0424
"SGK",0.5104
"SGK1",0
"SGK2",-0.0136
"SGK2",-0.0632
"SGK223",0
"SGK3",0.0553
"SGKL",0
"SGLT2",0
"SGMS1",0
"SGMS2",0
"SGO1",0
"SGO2",0
"SGOL1",0.4317
"SGOL1",0.1371
"SGOL2",0
"SGP28",0
"SGPL1",-0.2992
"SGPL1",-0.2439
"SGPP1",0
"SGPP2",-0.337
"SGPP2",-0.4106
"SGRF",0
"SGSH",0.7101
"SGSM1",0
"SGSM2",0
"SGSM3",0
"SGT1",0
"SGTA",0
"SGTB",0
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",-0.4788
"SH2B2",0
"SH2B3",0.2055
"SH2D1A",0
"SH2D1B",0
"SH2D2A",0
"SH2D3A",-0.6975
"SH2D3C",-0.2481
"SH2D4A",-0.7804
"SH2D5",-0.5341
"SH2D5",-0.3515
"SH2D7",0
"SH3BGR",0
"SH3BGRL",0
"SH3BGRL2",0
"SH3BGRL3",0
"SH3BP1",-0.2798
"SH3BP1",-0.406
"SH3BP2",0
"SH3BP4",-0.452
"SH3BP5",0
"SH3BP5L",0
"SH3D19",-1.4694
"SH3D19",0.3542
"SH3D21",0
"SH3D5",0
"SH3GL1",0
"SH3GL2",0
"SH3GL3",0
"SH3GLB1",0
"SH3GLB2",0
"SH3KBP1",0.2902
"SH3KBP1",-0.2997
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",-0.1991
"SH3PXD2B",-0.5236
"SH3RF1",-0.4934
"SH3RF1",-0.9541
"SH3RF2",0
"SH3RF3",0
"SH3TC1",0
"SH3TC2",-0.2078
"SH3TC2",0.0512
"SH3YL1",-0.4068
"SHANK",0
"SHANK1",0
"SHANK3",0
"SHARPIN",0
"SHB",-0.4452
"SHB",-0.4117
"SHBG",0
"SHC1",0.3936
"SHC1",-0.5728
"SHC2",0
"SHC3",0
"SHC4",-0.5947
"SHC4",-0.1753
"SHCBP1",-0.2486
"SHCBP1L",0
"SHD",0
"SHE",0
"SHF",0.0573
"SHF",-0.1976
"SHFM1",0
"SHH",-0.155
"SHISA2",0
"SHISA3",0
"SHISA4",0
"SHISA5",0
"SHISA6",0
"SHISA7",0
"SHISA9",0
"SHKBP1",0
"SHMT",0
"SHMT1",0
"SHMT2",-0.2322
"SHMT2",0.2222
"SHOC2",0
"SHOX",0.0232
"SHOX",0.063
"SHOX2",0.0025
"SHPRH",0
"SHQ1",0
"SHROOM1",-0.0037
"SHROOM2",0
"SHROOM3",0
"SHROOM4",0
"SHTN1",0
"SI",0
"SIAE",0
"SIAH1",0.197
"SIAH2",-0.9299
"SIAH3",0
"SIAHBP1",-0.1239
"SIAHBP1",-0.1274
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0
"SIDT2",-0.327
"SIG11",0
"SIGIRR",0.3419
"SIGLEC1",0.0938
"SIGLEC1",-0.0484
"SIGLEC10",0
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",-0.0746
"SIGLEC7",-0.5337
"SIGLEC8",0.3234
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",0
"SIK1",0
"SIK2",0
"SIK3",0
"SIKE1",0
"sIL-6R",0
"SIL1",0
"SIM1",-0.5423
"SIM2",0.1029
"SIMC1",0
"SIN3A",0.1948
"SIN3B",0
"SIP1",0
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",0
"SIPA1L1",0
"SIPA1L2",0
"SIPA1L3",0
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",0
"SIRPB1",-0.0398
"SIRPB1",-0.0683
"SIRPB2",0
"SIRPD",0
"SIRPG",0
"SIRT1",0.1818
"SIRT2",1.879
"SIRT3",0.4618
"SIRT3",-0.241
"SIRT3",3.4207
"SIRT4",0.033
"SIRT5",-0.3359
"SIRT5",-1.5689
"SIRT6",-0.3635
"SIRT7",0.4395
"SIT1",0
"SIVA1",-0.1988
"SIX1",0.0874
"SIX2",0.0332
"SIX3",-0.5409
"SIX4",0.0455
"SIX5",-0.0978
"SIX6",-0.0072
"SKA1",0
"SKA2",0
"SKA3",0
"SKAP1",-0.693
"SKAP2",0.0995
"SKB1",0
"SKI",-0.1854
"SKI",1.0161
"SKIDA1",0
"SKIL",-0.2066
"SKIV2L",0
"SKIV2L2",0
"SKP1",0
"SKP1A",0
"SKP2",-0.2084
"SLA",0
"SLA/LP",0.0224
"SLA/LP",-0.1512
"SLA2",0.0248
"SLAIN1",0
"SLAIN2",0
"SLAMF1",0
"SLAMF6",0
"SLAMF7",0
"SLAMF8",0
"SLAMF9",0
"SLBP",0.1593
"SLC10A1",0
"SLC10A2",0
"SLC10A3",0
"SLC10A4",-0.036
"SLC10A5",0
"SLC10A6",0
"SLC10A7",0.0841
"SLC10A7",0.0383
"SLC11A1",-0.231
"SLC11A1",0.1554
"SLC11A2",0
"SLC12A1",0
"SLC12A2",0
"SLC12A3",0
"SLC12A4",0
"SLC12A5",0
"SLC12A6",-0.3348
"SLC12A7",0
"SLC12A9",0
"SLC13A1",0
"SLC13A2",0
"SLC13A3",0
"SLC13A4",-0.5103
"SLC13A5",0
"SLC14A1",0
"SLC14A2",0
"SLC15A1",0
"SLC15A2",-0.2014
"SLC15A3",0
"SLC15A4",0
"SLC15A5",0
"SLC16A1",0
"SLC16A10",0.1168
"SLC16A11",0
"SLC16A12",0
"SLC16A13",0
"SLC16A14",0
"SLC16A2",0
"SLC16A3",-0.3937
"SLC16A4",-0.8793
"SLC16A5",1.1793
"SLC16A6",0
"SLC16A7",0
"SLC16A8",0
"SLC16A9",-0.0783
"SLC17A1",0
"SLC17A2",0
"SLC17A3",0
"SLC17A4",0
"SLC17A5",0
"SLC17A6",0
"SLC17A7",-1.2284
"SLC17A8",0
"SLC18A1",0
"SLC18A2",0
"SLC18A3",0
"SLC18B1",0
"SLC19A1",0
"SLC19A2",0
"SLC19A3",0
"SLC1A1",-0.1175
"SLC1A1",-0.1105
"SLC1A2",0
"SLC1A3",2.4892
"SLC1A3",0.2182
"SLC1A4",-0.2392
"SLC1A4",-0.414
"SLC1A5",0
"SLC1A6",0
"SLC1A7",0
"SLC20A1",-0.2421
"SLC20A1",-1.126
"SLC20A2",-0.496
"SLC21A11",0
"SLC21A12",0
"SLC21A14",0
"SLC21A3",0
"SLC21A8",0
"SLC22A1",0
"SLC22A10",0
"SLC22A11",-0.6089
"SLC22A12",0
"SLC22A13",0
"SLC22A14",0
"SLC22A15",0.5971
"SLC22A16",0
"SLC22A17",0.0252
"SLC22A18",0
"SLC22A18AS",0
"SLC22A2",0
"SLC22A20",0
"SLC22A23",0
"SLC22A24",0
"SLC22A25",0
"SLC22A3",0
"SLC22A4",0.0538
"SLC22A5",0
"SLC22A6",0
"SLC22A7",0
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",-0.2608
"SLC23A3",0
"SLC24A1",0
"SLC24A2",0
"SLC24A3",0.327
"SLC24A3",-0.0855
"SLC24A4",0
"SLC24A5",0
"SLC24A6",-0.6092
"SLC25A1",0.4818
"SLC25A10",0
"SLC25A11",0
"SLC25A12",0
"SLC25A13",-1.73
"SLC25A13",0.2028
"SLC25A14",0
"SLC25A15",0
"SLC25A16",-0.0703
"SLC25A17",0
"SLC25A18",0
"SLC25A19",0
"SLC25A2",0
"SLC25A20",-0.9565
"SLC25A21",0
"SLC25A22",0
"SLC25A23",1.0295
"SLC25A23",0.9382
"SLC25A24",0
"SLC25A25",0.3868
"SLC25A25",-0.5405
"SLC25A26",0
"SLC25A27",0
"SLC25A28",0
"SLC25A29",0
"SLC25A3",0
"SLC25A30",0
"SLC25A31",0
"SLC25A32",0
"SLC25A33",0
"SLC25A34",0
"SLC25A35",0
"SLC25A36",0
"SLC25A37",-0.184
"SLC25A37",-0.2225
"SLC25A38",-1.2216
"SLC25A39",0
"SLC25A4",1.8582
"SLC25A40",-0.0579
"SLC25A40",0.6992
"SLC25A40",0.0246
"SLC25A41",0.0768
"SLC25A42",0
"SLC25A43",0
"SLC25A44",0
"SLC25A45",0
"SLC25A46",0
"SLC25A47",0
"SLC25A5",0
"SLC25A5-AS1",0
"SLC25A51",0
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",0
"SLC25A6",0.2294
"SLC26A1",0
"SLC26A10",-0.1021
"SLC26A10",-0.2591
"SLC26A11",0
"SLC26A2",-0.4337
"SLC26A3",0
"SLC26A4",0
"SLC26A5",0
"SLC26A6",0
"SLC26A7",0
"SLC26A8",0
"SLC26A9",0
"SLC27A1",0
"SLC27A2",0
"SLC27A3",0.1843
"SLC27A4",0
"SLC27A5",0
"SLC27A6",0
"SLC28A1",0
"SLC28A2",0
"SLC28A3",0
"SLC29A1",0
"SLC29A2",0
"SLC29A3",0
"SLC29A4",0
"SLC2A1",-0.3077
"SLC2A10",0
"SLC2A11",0
"SLC2A12",-0.1997
"SLC2A13",0
"SLC2A14",0
"SLC2A2",0
"SLC2A3",-0.2127
"SLC2A3",-0.1922
"SLC2A4",-0.3544
"SLC2A4",-0.0185
"SLC2A4RG",-0.1024
"SLC2A4RG",-0.1613
"SLC2A5",0
"SLC2A6",0
"SLC2A7",0
"SLC2A8",0
"SLC2A9",0
"SLC30A1",-0.0562
"SLC30A1",-0.7688
"SLC30A10",0
"SLC30A2",0
"SLC30A3",0
"SLC30A4",-0.2835
"SLC30A5",0
"SLC30A6",0
"SLC30A7",0
"SLC30A8",0
"SLC30A9",-0.1721
"SLC31A1",0
"SLC31A2",0
"SLC32A1",0
"SLC33A1",0.0612
"SLC34A1",0
"SLC34A3",0
"SLC35A1",-1.7552
"SLC35A1",-0.0247
"SLC35A2",4.811
"SLC35A2",-0.229
"SLC35A3",0
"SLC35A4",0
"SLC35A5",0
"SLC35B1",0.4581
"SLC35B2",0.2842
"SLC35B3",0
"SLC35B4",-0.136
"SLC35B4",-0.2605
"SLC35C1",0
"SLC35C2",0
"SLC35D1",0
"SLC35D2",-1.0637
"SLC35D3",0
"SLC35E1",0
"SLC35E2",0
"SLC35E2B",0
"SLC35E3",0.0432
"SLC35E3",-0.2856
"SLC35E4",0.0402
"SLC35F1",0
"SLC35F2",0
"SLC35F3",0
"SLC35F4",0
"SLC35F5",0
"SLC35F6",0
"SLC35G1",0
"SLC35G2",0
"SLC35G3",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",-0.2958
"SLC36A2",0
"SLC36A3",0
"SLC36A4",0
"SLC37A1",0
"SLC37A2",0
"SLC37A3",-0.3859
"SLC37A3",-0.1135
"SLC37A3",-0.3615
"SLC37A4",0
"SLC38A1",0
"SLC38A10",0
"SLC38A11",0
"SLC38A2",0.0963
"SLC38A2",-0.042
"SLC38A3",0
"SLC38A4",0
"SLC38A5",0.2764
"SLC38A6",0
"SLC38A7",0
"SLC38A8",0
"SLC38A9",0
"SLC39A1",0
"SLC39A10",0
"SLC39A11",0.6315
"SLC39A11",-0.2232
"SLC39A12",0
"SLC39A14",0
"SLC39A2",0
"SLC39A3",-0.1097
"SLC39A3",-0.1388
"SLC39A3",-0.1735
"SLC39A4",0
"SLC39A5",0
"SLC39A6",5.9444
"SLC39A6",-0.2094
"SLC39A7",0
"SLC39A8",0.2503
"SLC39A9",-0.1918
"SLC3A1",0
"SLC3A2",0
"SLC40A1",0
"SLC41A1",0
"SLC41A2",0
"SLC41A3",0
"SLC43A1",-0.039
"SLC43A2",-0.0926
"SLC43A2",-0.6467
"SLC43A3",-1.7251
"SLC43A3",-1.4556
"SLC44A1",0
"SLC44A2",0
"SLC44A3",-1.2846
"SLC44A4",0
"SLC44A5",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",0
"SLC46A1",0
"SLC46A2",0
"SLC46A3",0
"SLC47A1",0
"SLC47A2",0
"SLC48A1",0
"SLC4A1",0
"SLC4A10",0
"SLC4A11",0
"SLC4A1AP",0
"SLC4A2",0
"SLC4A4",0.0924
"SLC4A4",0.008
"SLC4A5",0
"SLC4A7",0
"SLC4A8",-0.0544
"SLC4A9",0
"SLC50A1",0
"SLC51A",0
"SLC51B",0
"SLC52A1",0
"SLC52A2",0
"SLC52A3",0
"SLC5A1",1.5498
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",-0.8326
"SLC5A3",-0.0382
"SLC5A4",0
"SLC5A5",0
"SLC5A6",4.2359
"SLC5A6",-1.4176
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",0
"SLC6A14",-0.4645
"SLC6A15",0.1995
"SLC6A15",0.184
"SLC6A15",0.1444
"SLC6A16",0
"SLC6A17",0
"SLC6A18",0.3285
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",0
"SLC6A8",1.4555
"SLC6A8",-0.5009
"SLC6A9",0
"SLC7A1",0
"SLC7A10",0.1131
"SLC7A11",-0.2049
"SLC7A13",0
"SLC7A14",0
"SLC7A2",-0.1205
"SLC7A3",0
"SLC7A4",0
"SLC7A5",-0.7722
"SLC7A6",-0.3784
"SLC7A6",-0.1663
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",-2.7492
"SLC7A9",0
"SLC8A1",-0.0803
"SLC8A1",0.4451
"SLC8A2",0.0164
"SLC8A3",0
"SLC8B1",0
"SLC9A1",0
"SLC9A2",0
"SLC9A3",-0.0953
"SLC9A3R1",-0.0175
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0.4399
"SLC9A6",0
"SLC9A7",0
