"Gene","MPZL3"
"APNH",0
"APOA1",5.0666
"APOA1BP",0
"APOA2",0
"APOA4",0
"APOA4",0
"APOA5",0.5916
"apoargC",0
"APOARGC",0
"APOB",0
"APOB48R",0
"APOBEC1",0
"APOBEC2",1.4743
"APOBEC3A",0.1301
"APOBEC3A_B",0
"APOBEC3B",0
"APOBEC3C",89.2627
"APOBEC3D",2.8171
"APOBEC3F",1.8971
"APOBEC3G",0.5924
"APOBEC3H",4e-04
"APOBEC4",0
"APOC1",0
"APOC1",0
"APOC3",1.4207
"APOC4",0
"APOD",3291.36
"APOE",922.53
"APOF",0
"APOH",0.4698
"APOL1",4.305
"APOL2",2.6073
"APOL3",12.1112
"APOL4",0
"APOL5",0.19
"APOL6",1.9526
"APOL6",1.9526
"APOL6",1.9526
"APOLD1",0.3512
"APOLIV",0
"APOM",0
"APOO",2e-04
"APOOL",0.3394
"APOPT1",48.8357
"APP",2.6226
"APPBP2",1.3284
"APPBP2",1.3284
"APPILS",0
"APPL",0
"APPL1",8.2
"APPL2",47.1139
"42826.0000",0
"42827.0000",0
"42828.0000",0
"APRT",8.2193
"APTX",4.5087
"AQP1",81.3422
"AQP10",0.5905
"AQP11",0.2404
"AQP12A",0
"AQP2",0.3537
"AQP2",0.3537
"AQP3",168.059
"AQP3",168.059
"AQP4",0.0016
"AQP5",333.406
"AQP6",0.0629
"AQP7",0.2528
"AQP7P1",0
"AQP7P3",0
"AQP8",0.6364
"AQP9",8.4606
"AQR",4.1816
"AR",9.5367
"ARAF",19.8281
"ARAP1",6.4193
"ARAP2",2.4729
"ARAP3",0.8968
"ARC",1.2809
"ARC20",0
"ARCN1",4.4431
"AREG",0
"AREL1",7.1101
"ARF1",109.623
"ARF3",0.0014
"ARF4",5.0329
"ARF5",105.701
"ARF6",6.0605
"ARFGAP1",26.8472
"ARFGAP2",0
"ARFGAP3",7e-04
"ARFGEF1",4.9912
"ARFGEF2",2.4504
"ARFGEF3",1.533
"ARFIP1",2.4621
"ARFIP2",0.0012
"ARFRP1",19.806
"ARG1",76.4337
"ARG2",6.9522
"ARGFX",0
"ARGLU1",140.997
"ARHGAP1",48.5088
"ARHGAP10",4.1533
"ARHGAP11A",0.2237
"ARHGAP11A",0.2237
"ARHGAP11A",0.2237
"ARHGAP11B",0
"ARHGAP12",2.0765
"ARHGAP15",1.2495
"ARHGAP17",1.6067
"ARHGAP18",11.6805
"ARHGAP19",2.2319
"ARHGAP20",0.8216
"ARHGAP21",0.8219
"ARHGAP22",0.2272
"ARHGAP23",21.2515
"ARHGAP24",2.5833
"ARHGAP24",2.5833
"ARHGAP25",0
"ARHGAP26",0
"ARHGAP27",0
"ARHGAP28",0
"ARHGAP29",0.6654
"ARHGAP30",22.8825
"ARHGAP31",5.9525
"ARHGAP32",3.3079
"ARHGAP33",17.9101
"ARHGAP35",15.8432
"ARHGAP36",0
"ARHGAP39",5.6296
"ARHGAP4",2.1184
"ARHGAP42",0
"ARHGAP44",4e-04
"ARHGAP45",2.2644
"ARHGAP5",0.228
"ARHGAP6",1.9416
"ARHGAP8",0
"ARHGAP9",0.9589
"ARHGDIA",12.5423
"ARHGDIB",170.081
"ARHGDIG",0
"ARHGEF1",25.0717
"ARHGEF1",25.0717
"ARHGEF10",0
"ARHGEF10",0
"ARHGEF10L",0
"ARHGEF11",7.73
"ARHGEF11",7.73
"ARHGEF12",11.359
"ARHGEF12",11.359
"ARHGEF15",7.5001
"ARHGEF16",1.3428
"ARHGEF17",3.4807
"ARHGEF18",0.4546
"ARHGEF19",2.3232
"ARHGEF2",0.7322
"ARHGEF25",0.0141
"ARHGEF26",3.3747
"ARHGEF28",0
"ARHGEF3",0.0146
"ARHGEF35",0
"ARHGEF37",34.392
"ARHGEF38",0.1476
"ARHGEF39",0.9184
"ARHGEF4",3e-04
"ARHGEF4",3e-04
"ARHGEF40",7.7332
"ARHGEF5",0.1344
"ARHGEF5",0.1344
"ARHGEF5L",0
"ARHGEF6",3.1589
"ARHGEF7",0.3874
"ARHGEF9",0.6203
"ARID1A",6.1004
"ARID1B",8.4009
"ARID2",2.5216
"ARID3A",5.8445
"ARID3B",0.3187
"ARID3C",0.6788
"ARID4A",12.3052
"ARID4A",12.3052
"ARID4B",2.6767
"ARID4B",2.6767
"ARID5A",36.0636
"ARID5B",8e-04
"ARID5B",8e-04
"ARID5B",8e-04
"ARIH1",12.3055
"ARIH2",2.0153
"ARIH2OS",0.2505
"ARL1",11.0295
"ARL10",2.0348
"ARL11",0.659
"ARL13A",0
"ARL13B",2.8456
"ARL13B",2.8456
"ARL14",0.216
"ARL14EP",24.533
"ARL14EPL",0
"ARL15",0.0016
"ARL16",9.8061
"ARL17A",0
"ARL2",9.7954
"ARL2BP",13.0982
"ARL3",15.3889
"ARL4A",6.1847
"ARL4C",9.6308
"ARL4D",10.8555
"ARL5",0
"ARL5A",2e-04
"ARL5B",0.2077
"ARL5C",0.3176
"ARL6",0.2763
"ARL6IP1",1.9902
"ARL6IP4",0
"ARL6IP4",0
"ARL6IP5",46.3949
"ARL6IP5",46.3949
"ARL6IP6",0.8043
"ARL8A",36.794
"ARL8A",36.794
"ARL8B",0.0217
"ARL8B",0.0217
"ARMC1",4e-04
"ARMC10",0
"ARMC2",0.3735
"ARMC3",0
"ARMC4",0
"ARMC5",5.5888
"ARMC6",14.6424
"ARMC7",3.8846
"ARMC8",0
"ARMC8",0
"ARMC8",0
"ARMC9",0.3659
"ARMC9",0.3659
"ARMCX1",3.6358
"ARMCX2",0.9795
"ARMCX3",12.9782
"ARMCX4",0.559
"ARMCX5",3.9229
"ARMCX6",1.3395
"ARMET",0
"ARMS2",0
"ARMT1",0.1035
"ARNT",0.0045
"ARNT",0.0045
"ARNT2",0.471
"ARNTL",1.6202
"ARNTL2",0
"ARNTL2",0
"ARNTL2",0
"ARP-1",0
"ARP1",0
"ARP11",0
"ARP3BETA",0
"ARP5",0
"ARPC1A",1.8914
"ARPC1B",24.1232
"ARPC2",704.785
"ARPC3",7.2286
"ARPC4",0.5237
"ARPC5",76.9273
"ARPC5L",158.556
"ARPIN",11.541
"ARPM1",0
"ARPP-19",0
"ARPP-21",0
"ARPP19",3.3163
"ARPP21",0.1743
"ARR3",0.0034
"ARRB1",0.0688
"ARRB2",0.0497
"ARRDC1",19.5219
"ARRDC1",19.5219
"ARRDC1-AS1",0
"ARRDC2",1.8074
"ARRDC3",4.4418
"ARRDC3",4.4418
"ARRDC4",1e-04
"ARRDC5",0.1634
"ARS",0
"ARSA",1.8287
"ARSB",0.6282
"ARSD",27.536
"ARSD",27.536
"ARSDR1",0
"ARSE",0.0454
"ARSF",0.8892
"ARSG",1.0009
"ARSH",0
"ARSI",2.8471
"ARSJ",2.8284
"ARSK",0.371
"ART1",0.2622
"ART3",0.5159
"ART4",0
"ART5",1.5687
"ARTN",4e-04
"ARTS-1",0
"ARV1",2.9963
"ARV1",2.9963
"ARV1",2.9963
"ARVCF",1.1259
"ARX",0.2633
"AS3",0
"AS3MT",1.6573
"ASAH1",0.001
"ASAH2",0
"ASAH2B",0
"ASAHL",0
"ASAHL",0
"ASAM",0
"ASAM",0
"ASAP1",4.8299
"ASAP2",4.2508
"ASAP3",0.007
"ASB1",2.4137
"ASB10",0
"ASB11",0.002
"ASB12",0
"ASB13",7.9566
"ASB13",7.9566
"ASB15",0.1873
"ASB16",1e-04
"ASB16",1e-04
"ASB17",0
"ASB18",0.3741
"ASB2",0
"ASB3",0
"ASB4",0
"ASB5",0
"ASB6",0.6353
"ASB7",1.3144
"ASB8",21.9197
"ASB8",21.9197
"ASB9",0.2739
"ASCC1",0
"ASCC2",19.7566
"ASCC3",0.5105
"ASCC3",0.5105
"ASCL1",0.4612
"ASCL2",16.5198
"ASCL2",16.5198
"ASCL3",0
"ASCL5",0
"Asef",0
"ASF1A",3.2543
"ASF1A",3.2543
"ASF1B",1.6875
"ASGR1",5e-04
"ASGR2",1.8659
"ASH1",0
"ASH1L",0.2812
"ASH1L",0.2812
"ASH2L",1.408
"ASIC1",1.6218
"ASIC2",0.0942
"ASIC3",0.0029
"ASIC4",0.1836
"ASIC5",0
"ASIP",17.8427
"ASL",10.7051
"ASM",0
"ASMT",0
"ASMTL",0
"ASMTL-AS1",0
"AS0.01",97.0728
"ASNS",3.8595
"ASP",0
"ASPA",9.3928
"ASPDH",0
"ASPG",2.5087
"ASPH",1.2645
"ASPHD1",0.6184
"ASPHD2",6.0298
"ASPHD2",6.0298
"ASPM",0.4026
"ASPN",0
"ASPRV1",175.183
"ASPSCR1",20.4255
"ASRGL1",6.33
"ASS",0
"ASS1",7.9962
"ASTE1",2.0973
"ASTL",0.6434
"ASTN1",0.2801
"ASTN2",1.2614
"ASUN",1.0982
"ASXL1",6.907
"ASXL2",2.8436
"ASXL3",0.315
"ASY",0
"ASZ1",0.1503
"ATA1",0
"ATA2",0
"ATAD1",0
"ATAD2",1.377
"ATAD2",1.377
"ATAD2B",0.9385
"ATAD3A",0
"ATAD3B",11.5049
"ATAD3C",0.1923
"ATAD4",0
"ATAD5",1.7469
"ATAT1",2.3867
"ATBF1",0
"ATCAY",0.2857
"ATE1",0.6655
"ATF1",6.6065
"ATF2",0.001
"ATF2",0.001
"ATF2",0.001
"ATF3",0.0152
"ATF3",0.0152
"ATF4",73.0916
"ATF5",30.3566
"ATF6",14.0635
"ATF6B",0.1626
"ATF7",0
"ATF7",0
"ATF7IP",3.881
"ATF7IP2",0
"ATF7IP2",0
"ATG10",2.6045
"ATG101",62.5686
"ATG12",0.0011
"ATG13",0
"ATG14",4.8018
"ATG16L1",0
"ATG16L1",0
"ATG16L2",13.1127
"ATG2A",4.1006
"ATG2B",0
"ATG3",16.975
"ATG4A",0
"ATG4B",0
"ATG4C",0.2842
"ATG4D",0.0028
"ATG5",0.9314
"ATG5",0.9314
"ATG7",0.0013
"ATG7",0.0013
"ATG9A",3.4521
"ATG9B",26.9584
"ATHL1",0
"ATIC",2.4646
"ATL1",10.1816
"ATL2",7.9666
"ATL3",2.8252
"ATM",1.8752
"ATM",1.8752
"ATMIN",9.5446
"ATN1",46.7492
"ATN1",46.7492
"ATOH1",0.8158
"ATOH7",0.3562
"ATOH7",0.3562
"ATOH8",6.9006
"ATOX1",372.936
"ATP10A",2.5841
"ATP10B",0
"ATP10D",0.9407
"ATP10D",0.9407
"ATP11A",0.024
"ATP11A",0.024
"ATP11AUN",0
"ATP11B",1.9809
"ATP11C",0
"ATP11C",0
"ATP12A",2.6758
"ATP13A1",0.4065
"ATP13A2",0.0961
"ATP13A3",0.6153
"ATP13A4",1.6212
"ATP13A4-AS1",0
"ATP13A5",1.8324
"ATP1A1",100.338
"ATP1A2",0.9992
"ATP1A3",9e-04
"ATP1A4",0.2129
"ATP1B1",44.3147
"ATP1B1",44.3147
"ATP1B2",4.1952
"ATP1B3",20.1727
"ATP1B4",9e-04
"ATP23",0.9798
"ATP2A1",0
"ATP2A2",7.8313
"ATP2A2",7.8313
"ATP2A2",7.8313
"ATP2A3",0
"ATP2B2",0.3989
"ATP2B3",0.1187
"ATP2B4",0
"ATP2B4",0
"ATP2C1",0.2937
"ATP2C1",0.2937
"ATP2C1A",0
"ATP2C2",13.8392
"ATP4A",0.1025
"ATP4B",0
"ATP5A1",0.0019
"ATP5B",102.912
"ATP5C1",0.004
"ATP5D",378.573
"ATP5E",403.371
"ATP5F1",7.3339
"ATP5G1",335.599
"ATP5G2",0
"ATP5G3",9.1642
"ATP5H",42.1803
"ATP5I",53.3694
"ATP5J",31.6094
"ATP5J2",0
"ATP5J2",0
"ATP5J2-PTCD1",0.0147
"ATP5J2P3",0
"ATP5JG",0
"ATP5L",35.9361
"ATP5L",35.9361
"ATP5L2",1.1799
"ATP5O",234.414
"ATP5S",2.8386
"ATP5SL",2.6492
"ATP6A2",0
"ATP6AP1",110.289
"ATP6AP1",110.289
"ATP6AP1L",6.8999
"ATP6AP2",11.1754
"ATP6N1B",0
"ATP6S1",0
"ATP6V0A1",0.0192
"ATP6V0A2",2.9424
"ATP6V0A4",10.1181
"ATP6V0B",1.2051
"ATP6V0C",977.486
"ATP6V0C",977.486
"ATP6V0D1",137.432
"ATP6V0D2",0.1082
"ATP6V0E1",158.116
"ATP6V0E2",0
"ATP6V0E2-AS1",0
"ATP6V1A",7.7423
"ATP6V1A",7.7423
"ATP6V1B1",57.6218
"ATP6V1B2",32.399
"ATP6V1C1",5.7056
"ATP6V1C2",6.9639
"ATP6V1C2",6.9639
"ATP6V1D",20.4725
"ATP6V1E1",0
"ATP6V1E2",13.2375
"ATP6V1F",152.587
"ATP6V1G1",16.815
"ATP6V1G2",0
"ATP6V1G3",0
"ATP6V1H",6.8964
"ATP6V1H",6.8964
"ATP7A",1.1091
"ATP7B",0.0662
"ATP8",0
"ATP8A1",0.0048
"ATP8A2",0.1029
"ATP8B1",0
"ATP8B2",0
"ATP8B3",0.4715
"ATP8B4",0.0594
"ATP8B5P",0
"ATP9A",4e-04
"ATP9B",0.7549
"ATPAF1",1.592
"ATPAF2",9.0137
"ATPIF1",89.5954
"ATR",0.9406
"ATRAID",10.1934
"ATRIP",2e-04
"ATRN",3.3556
"ATRNL1",0
"ATRNL1",0
"ATRX",2.0226
"ATRX",2.0226
"ATRX",2.0226
"ATXN1",3.5144
"ATXN10",4e-04
"ATXN1L",6.2629
"ATXN2",0.0056
"ATXN2L",4.8888
"ATXN3",2.6854
"ATXN3",2.6854
"ATXN3L",0
"ATXN7",4.9012
"ATXN7",4.9012
"ATXN7L1",0.5178
"ATXN7L1",0.5178
"ATXN7L2",3.81
"ATXN7L3",0.86
"ATXN7L3B",30.3876
"ATXN7L4",0
"AUH",5e-04
"AUNIP",1.2616
"AUP1",8.3791
"AURKA",0
"AURKAIP1",247.697
"AURKB",0
"AURKC",0.082
"AUTS2",0.0063
"AV691872",0
"AV722457",0
"AV739664",0
"AV753543",0
"AVEN",23.4764
"AVIL",2.8229
"AVIL",2.8229
"AVIL",2.8229
"AVL9",0.447
"AVP",0
"AVPI1",86.6238
"AVPR1A",0.3073
"AVPR1B",0.2986
"AVPR2",1e-04
"AW291149",0
"AW589254",0
"AW609040",0
"AW972338",0
"AWAT1",3.3319
"AWAT2",13.5448
"AX721087",0
"AX721172",0
"AXDND1",0
"AXIN1",0
"AXIN2",0
"AXL",0
"AXUD1",0
"AY090769",0
"AY129023",0
"AY358101",0
"AY358705",0
"AY358788",0
"AY358828",0
"AY831680",0
"AZGP1",391.789
"AZGP1",391.789
"AZGP1P1",0
"AZI1",0
"AZI2",6.2369
"AZIN1",2.8136
"AZIN2",1.4825
"AZU1",1.9838
"B-ind1",0
"B001325",0
"B002301",0
"B002307",0
"B002319",0
"B002328",0
"B002342",0
"B002344",0
"B002356",0
"B002360",0
"B002386",0
"B006533",0
"B007447",0
"B007857",0
"B007895",0
"B007915",0
"B009598",0
"B011114",0
"B011117",0
"B011158",0
"B011174",0
"B011536",0
"B014515",0
"B014520",0
"B014555",0
"B014574",0
"B014583",0
"B014600",0
"B014609",0
"B015331",0
"B015718",0
"B017546",0
"B017915",0
"B018302",0
"B018325",0
"B018333",0
"B020630",0
"B020648",0
"B023208",0
"B028021",0
"B028960",0
"B028968",0
"B029012",0
"B029040",0
"B029343",0
"B1",0
"B29",0
"B2M",668.66
"B3GALNT1",0.3409
"B3GALNT1",0.3409
"B3GALNT2",0.9077
"B3GALT1",0.3013
"B3GALT2",0.1402
"B3GALT4",30.0323
"B3GALT4",30.0323
"B3GALT5",0
"B3GALT6",8.3297
"B3GAT1",0.4552
"B3GAT2",2.3682
"B3GAT3",0.5462
"B3GLCT",0.643
"B3GN-T4",0
"B3GNT1",0
"B3GNT2",10.332
"B3GNT3",2.887
"B3GNT4",2.89
"B3GNT5",4.9114
"B3GNT6",0.174
"B3GNT6",0.174
"B3GNT7",1.1645
"B3GNT8",3.9597
"B3GNT9",14.059
"B3GNTL1",0.7042
"B4GALNT1",0.4567
"B4GALNT2",0
"B4GALNT3",1.5928
"B4GALNT4",1.2979
"B4GALT1",11.3802
"B4GALT2",40.8088
"B4GALT2",40.8088
"B4GALT3",1.532
"B4GALT4",3.9856
"B4GALT5",12.6946
"B4GALT5",12.6946
"B4GALT6",0.0018
"B4GALT6",0.0018
"B4GALT7",11.8571
"B4GAT1",23.9809
"B561",0
"B7-2",0
"B9D1",2.3966
"B9D2",8.4934
"BA108L7.2",0
"BA305P22.4",0
"BAALC",0
"BAALC-AS2",0
"BAAT",0.1477
"BABAM1",40.3875
"BACE",0
"BACE1",11.0901
"BACE2",5e-04
"BACH1",1.4159
"BACH2",1.2668
"BAD",131.384
"BAF180",0
"BAF250a",0
"BAG1",42.767
"BAG2",1.2247
"BAG3",22.5182
"BAG3",22.5182
"BAG4",0.0019
"BAG5",6.1646
"BAG6",0
"BAGE",0
"BAGE5",0
"BAHCC1",2.7555
"BAHD1",0.0012
"BAIAP2",0
"BAIAP2L1",11.832
"BAIAP2L2",1.3554
"BAIAP3",0
"BAK1",1.1005
"BAL",0
"BAMBI",4.3153
"BANF1",0.741
"BANF2",0
"BANK1",0.5323
"BANP",0
"BAP1",9.1493
"BAP1",9.1493
"BAPX1",0
"BARD1",0.1779
"BARHL1",0.1376
"BARHL2",0.1813
"BARX1",0
"BARX2",30.5752
"BASP1",56.5847
"BAT1",0
"BAT2L",0
"BATF",3.8168
"BATF2",0.0657
"BATF3",3.9169
"BAX",0.9417
"BAZ1A",0.0033
"BAZ1B",29.7802
"BAZ2A",4.4999
"BAZ2B",0.0036
"BAZ2B",0.0036
"BBC3",0.8277
"bbc6",0
"BBIP1",0
"BBOF1",4.6502
"BBOX1",22.6607
"BBP",0
"BBS1",0
"BBS10",0.6935
"BBS10",0.6935
"BBS12",0.4625
"BBS2",5.4173
"BBS4",0.0055
"BBS5",0.004
"BBS7",0.3785
"BBS9",1e-04
"BBX",6.0555
"BBX",6.0555
"BC000986",0
"BC005092",0
"BC006530",0
"BC007606",0
"BC008476",0
"BC008631",0
"BC008667",0
"BC009036",0
"BC009051",0
"BC010544",0
"BC011660",0
"BC013025",0
"BC013295",0
"BC014023",0
"BC014227",0
"BC014938",0
"BC015216",0
"BC015370",0
"BC016384",0
"BC017507",0
"BC018589",0
"BC020539",0
"BC020909",0
"BC021857",0
"BC022398",0
"BC023330",0
"BC024155",0
"BC024651",0
"BC027347",0
"BC028022",0
"BC028039",0
"BC030122",0
"BC030138",0
"BC030757",0
"BC030768",0
"BC031250",0
"BC031274",0
"BC032716",0
"BC033052",0
"BC033528",0
"BC033590",0
"BC033989",0
"BC034271",0
"BC035091",0
"BC037328",0
"BC037740",0
"BC038512",0
"BC038559",0
"BC039524",0
"BC042589",0
"BC045163",0
"BC045716",0
"BC046172",0
"BC047110",0
"BC053632",0
"BC053669",0
"BC061915",0
"BC062438",0
"BC062473",0
"BC066984",0
"BC066989",0
"BC067908",0
"BC068044",0
"BC071732",0
"BC071773",0
"BC108268",0
"BC112296",0
"BCAA",0
"BCAM",29.3325
"BCAN",8.3285
"BCAP29",7.5833
"BCAP31",16.9911
"BCAR1",0.5499
"BCAR3",1.9321
"BCAS1",0.2993
"BCAS2",4.3511
"BCAS3",0
"BCAS4",0
"BCAT1",0
"BCAT1",0
"BCAT1",0
"BCAT2",2.2645
"BCCIP",178.413
"BCDIN3",0
"BCDIN3",0
"BCDIN3D",3.3277
"BCDO",0
"BCG1",0
"BCHE",1.2597
"BCKDHA",0.1445
"BCKDHB",1.5618
"BCKDHB",1.5618
"BCKDK",8.8587
"bcl-1",0
"BCL1",0
"BCL10",2.372
"BCL10",2.372
"BCL11A",4.5469
"BCL11A",4.5469
"BCL11A",4.5469
"BCL11B",4.2746
"BCL2",2.2197
"BCL2",2.2197
"BCL2A1",2.055
"BCL2L1",15.7664
"BCL2L10",0
"BCL2L11",0
"BCL2L11",0
"BCL2L12",0.0058
"BCL2L13",6e-04
"BCL2L14",0.139
"BCL2L15",0
"BCL2L2",2.8455
"BCL3",35.2815
"BCL6",5.711
"BCL6B",2.5081
"BCL6B",2.5081
"BCL7A",7.9494
"BCL7A",7.9494
"BCL7B",19.6758
"BCL7C",134.362
"BCL9",4.6704
"BCL9L",29.8133
"BCLAF1",1.6114
"BCLAF1",1.6114
"BCLG",0
"BCO1",7e-04
"BCO2",0.1274
"BCOR",0.0032
"BCOR",0.0032
"BCORL1",0
"BCORP1",0
"BCR",0.002
"BCR",0.002
"BCR",0.002
"BCRG1",0
"BCRP",0
"BCS1L",35.0397
"BCSG1",0
"BDH1",10.1255
"BDH2",1.9843
"BDKRB1",2.1724
"BDKRB1",2.1724
"BDKRB2",3.5785
"BDNF",0.427
"BDP1",0.4272
"BDP1",0.4272
"BE072767",0
"BE138567",0
"BE467780",0
"BE540788",0
"BE614051",0
"BE716310",0
"BE795374",0
"BE877371",0
"BEAN1",1.6035
"BECN1",5.7303
"BEGAIN",2.4645
"BEND2",0
"BEND3",0.5082
"BEND4",0.1549
"BEND5",6.0426
"BEND6",0
"BEND7",0
"BEST1",0.7286
"BEST2",0.5493
"BEST3",0.2746
"BEST4",0.9906
"BET1",0.7382
"BET1L",30.7812
"beta3Gal0.0cT-1",0
"BETA3GNT",0
"BEX1",3.9957
"BEX2",25.3641
"BEX3",16.7588
"BEX4",26.2507
"BEX5",17.5049
"BF129169",0
"BF677084",0
"BF831953",0
"BF972140",0
"BFAR",0.5869
"BFPZNF179",0
"BFSP1",6e-04
"BFSP2",0.1647
"Bft",0
"BG114486",0
"BG182941",0
"BG205572",0
"BG536553",0
"BG542103",0
"BG686022",0
"BG928645",0
"BGLAP",8.911
"BGN",268.509
"BGP",0
"BGPa",0
"BHLHA15",1.4035
"BHLHA9",0
"BHLHB2",0
"BHLHB3",0
"BHLHB4",0
"BHLHB5",0
"BHLHB8",0
"BHLHB9",0.6901
"BHLHE22",1.3158
"BHLHE23",0.2745
"BHLHE40",25.251
"BHLHE41",7.4707
"BHMG1",0
"BHMT",0
"BHMT2",3e-04
"BI497361",0
"BICC1",4.0998
"BICD",0
"BICD1",0.0013
"BICD2",96.9532
"BICDL1",2.4905
"BICDL2",21.4869
"BID",0
"BID",0
"BIGMo-103",0
"BIK",8.4388
"BIN1",14.7337
"BIN1",14.7337
"BIN2",0.1786
"BIN3",17.7975
"BIN3-IT1",0
"BIRC2",3.0104
"BIRC3",3.1446
"BIRC4",0
"BIRC5",2e-04
"BIRC6",0
"BIRC7",0.0021
"BIRC8",0.1289
"BITE",0
"BIVM",0.0066
"BK1048E9.5",0
"BL34",0
"BLCAP",34.5866
"BLID",0
"BLK",0
"BLM",0.3579
"BLMH",4.4357
"BLMH",4.4357
"BLNK",0
"BLOC1S1",0
"BLOC1S2",13.8102
"BLOC1S2",13.8102
"BLOC1S3",14.3756
"BLOC1S4",1.3963
"BLOC1S5",3.3485
"BLOC1S6",1.1635
"BLOV1",0
"BLP1",0
"BLP2",0
"BLTR2",0
"BLVRA",68.3478
"BLVRB",196.002
"BLYM",0
"BLZF1",3.1097
"BLZF1",3.1097
"BM-002",0
"BM-009",0
"BM029",0
"BM032",0
"BM033",0
"BM037",0
"BM039",0
"BM040",0
"BM042",0
"BM045",0
"BM045853",0
"BM046",0
"BM468849",0
"BM469851",0
"BM475547",0
"BM666601",0
"BM668321",0
"BM684461",0
"BM687502",0
"BM723547",0
"BM792465",0
"BM854107",0
"BM932034",0
"BM975332",0
"BM984396",0
"BMF",5e-04
"BMI1",2.2866
"BMI1",2.2866
"BMI1",2.2866
"BMP-4",0
"BMP1",0
"BMP10",0.5092
"BMP15",0
"BMP2",2.5453
"BMP2K",1.3539
"BMP3",0.1271
"BMP4",39.0677
"BMP5",8e-04
"BMP6",2.0582
"BMP7",29.6729
"BMP7",29.6729
"BMP8",0
"BMP8A",1.0116
"BMP8B",0.1132
"BMPER",0.1457
"BMPER",0.1457
"BMPR1A",0.1374
"BMPR1A",0.1374
"BMPR1B",0
"BMPR2",1.8453
"BMPY",0
"bMRP36a",0
"bMRP63",0
"bMRP64",0
"BMS1",5.976
"BMT2",0.2474
"BMX",1.7729
"BN51T",0
"BNC",0
"BNC1",0.7449
"BNC2",0.9383
"BNC2",0.9383
"BNIP1",4.696
"BNIP2",3.7462
"BNIP3",1.9372
"BNIP3L",8.8872
"BNIP3P1",0
"BNIPL",105.318
"BOC",11.3475
"BOD1",7.2002
"BOD1L",0
"BOD1L1",17.2536
"BOD1L2",0.0746
"BOK",14.0815
"BOLA1",41.5778
"BOLA3",10.8258
"BOLL",0.1166
"BOP1",0
"BORA",0
"BORCS5",4e-04
"BORCS6",10.6861
"BORCS8",13.9912
"BORCS8-MEF2B",5.3132
"BP418551",0
"BP75",0
"BPES",0
"BPESC1",0
"BPGM",4.5963
"BPHL",5.8522
"BPI",0.1428
"BPIFA1",0
"BPIFA2",0.2761
"BPIFA3",4e-04
"BPIFB1",0.2733
"BPIFB2",0.1365
"BPIFB3",0.1874
"BPIFB4",0.1189
"BPIFB6",0.2022
"BPIFC",9.9552
"BPIL1",0
"BPLP",0
"BPNT1",3.1916
"BPTF",0
"BPTF",0
"BPY2",0
"BPY2B",0
"BQ183759",0
"BQ213856",0
"BQ674642",0
"BQ706262",0
"BQ926066",0
"BRAF",2.5637
"BRAL1",0
"BRAP",4.0452
"BRAP2",0
"BRAT1",4.4511
"BRCA1",0.8869
"BRCA2",0
"BRCC3",0.0022
"BRD1",0
"BRD2",3.4238
"BRD3",26.621
"BRD3",26.621
"BRD4",48.8465
"BRD7",10.577
"BRD8",0.3181
"BRD9",2.7611
"BRDG1",0
"BRDT",5e-04
"BRE",44.0291
"BREA2",0
"BRF1",0.3798
"BRF1",0.3798
"BRF2",3.5531
"BRI3",55.2145
"BRI3BP",13.1568
"BRI3BP",13.1568
"BRICD5",0.8852
"BRINP1",0.5481
"BRINP2",0
"BRINP3",0
"BRIP1",0
"BRIX1",40.7445
"BRK1",34.6919
"BRMS1",24.7067
"BRMS1L",0.4145
"BRMS1L",0.4145
"BROX",1.0512
"BRPF1",1.2827
"BRPF3",0
"BRS3",0
"BRSK1",1.0041
"BRSK2",1.1357
"BRUNOL4",0
"BRUNOL4",0
"BRUNOL5",0
"BRWD1",0
"BRWD1",0
"BRWD3",0.7368
"BRX",0
"BSCL2",14.8464
"BSDC1",0.4343
"BSEP",0
"BSG",10.6029
"BSMAP",0
"BSN",0.4612
"BSND",0.4017
"BSPECV",0
"BSPH1",0
"BSPRY",3.9248
"BST1",1.4685
"BST2",12.1028
"BSX",0
"BT",0
"BT2.1",0
"BTAF1",5.9815
"BTBD1",0.0021
"BTBD10",0.0015
"BTBD11",0.0226
"BTBD14A",0
"BTBD14B",0
"BTBD14B",0
"BTBD14B",0
"BTBD16",4.4278
"BTBD17",1.1125
"BTBD18",0.4944
"BTBD19",2.5684
"BTBD2",6.6033
"BTBD3",2.6184
"BTBD3",2.6184
"BTBD6",9.3291
"BTBD7",0
"BTBD8",0
"BTBD9",0.509
"BTC",12.767
"BTD",0.1372
"bteb2",0
"BTEB4",0
"BTF3",0
"BTF3",0
"BTF3L1",0
"BTF3L4",0
"BTF5",0
"BTG1",80.8416
"BTG2",15.0478
"BTG3",26.9969
"BTG4",0
"BTK",0.9053
"BTN1A1",0.1746
"BTN2A1",0.0011
"BTN2A2",0
"BTN2A3",0
"BTN3A1",7e-04
"BTN3A1",7e-04
"BTN3A1",7e-04
"BTN3A2",0
"BTN3A2",0
"BTN3A3",0.0017
"BTNL2",0.402
"BTNL3",0
"BTNL8",0
"BTNL9",8.0879
"BTRC",0.0176
"BTRCP2",0
"BU540282",0
"BU566406",0
"BU567566",0
"BU567832",0
"BU602485",0
"BU661610",0
"BU685299",0
"BU726029",0
"BU930679",0
"BU940040",0
"BU943730",0
"BUB1",1e-04
"BUB1B",2.335
