"Gene","MPZL3"
"MIOX",1e-04
"MIP",0.3899
"MIPEP",0
"MIPOL1",0.2427
"MIR",0
"MIR cl-10",0
"MIR1-1HG",0.461
"MIR101-2",0
"MIR105-1",0
"MIR106A",0
"MIR106B",0
"MIR1182",0
"MIR124-1",0
"MIR124-2",0
"MIR126",0
"MIR1273F",0
"MIR129-1",0
"MIR133B",0
"MIR147A",0
"MIR148A",0
"MIR153-2",0
"MIR17HG",0
"MIR181A1",0
"MIR181A2",0
"MIR181B2",0
"MIR182",0
"MIR183",0
"MIR188",0
"MIR199B",0
"MIR19B2",0
"MIR204",0
"MIR219A2",0
"MIR221",0
"MIR222",0
"MIR223",0
"MIR224",0
"MIR23B",0
"MIR24-1",0
"MIR25",0
"MIR27B",0
"MIR29A",0
"MIR29B1",0
"MIR30B",0
"MIR30D",0
"MIR31",0
"MIR31HG",0
"MIR32",0
"MIR320A",0
"MIR339",0
"MIR3648",0
"MIR3662",0
"MIR455",0
"MIR503",0
"MIR503HG",0
"MIR504",0
"MIR509-1",0
"MIR548AA1",0
"MIR548D1",0
"MIR567",0
"MIR600HG",0
"MIR6087",0
"MIR622",0
"MIR640",0
"MIR671",0
"MIR92A2",0
"MIR93",0
"MIR96",0
"MIR98",0
"MIRLET7A1",0
"MIRLET7D",0
"MIRLET7F1",0
"MIRLET7F2",0
"MIS12",3.1683
"MIS18A",37.1835
"MIS18BP1",1.7937
"MISP",0.4426
"MISP3",21.3684
"MITD1",10.9415
"MITF",0
"MITF",0
"MITF",0
"MIXL1",0
"MIZF",0
"MIZF",0
"MKI67",0.4395
"MKKS",1.5069
"MKKS",1.5069
"MKL1",3.4022
"MKL2",0
"MKLN1",0.7125
"MKNK1",0.1247
"MKNK2",21.9886
"MKNK2",21.9886
"mkp",0
"MKP-7",0
"MKPX",0
"MKRN1",0
"MKRN2",1.7868
"MKRN2OS",0.5321
"MKRN3",0.1684
"MKRN4",0
"MKS1",4.2477
"MKX",0.0683
"MKX",0.0683
"MLA0.0",18.4547
"MLC1",7e-04
"MLE1",0
"MLEC",33.9065
"MLF1",0.0766
"MLF1IP",0
"MLF2",104.235
"MLH1",0
"MLH3",0.0079
"MLIP",0.1843
"MLK4",0.3732
"MLKL",0.7735
"mlklak",0
"MLL",0
"MLL",0
"MLL2",0
"MLL2",0
"MLL3",0
"MLL3",0
"MLL3",0
"MLL5",0
"MLL5",0
"MLLT1",18.635
"MLLT1",18.635
"MLLT10",1e-04
"MLLT10",1e-04
"MLLT10",1e-04
"MLLT11",3.8594
"MLLT3",0.0011
"MLLT3",0.0011
"MLLT4",0
"MLLT4-AS1",0
"MLLT6",0
"MLLT6",0
"MLLT7",0
"MLLT7",0
"MLN",0
"MLN51",0
"MLNR",0.2263
"MLPH",0
"MLSN1",0
"MLSN2",0
"MLST8",3.0721
"MLX",0
"MLX",0
"MLX",0
"MLXIP",28.0539
"MLXIP",28.0539
"MLXIPL",6e-04
"MLXIPL",6e-04
"MLYCD",2.5889
"mm-1",0
"MMAA",0.0027
"MMAB",19.0597
"MMAB",19.0597
"MMAC1",0
"MMACHC",3.3652
"MMADHC",5.1289
"MMD",1.9534
"MMD2",0
"MME",1.1837
"MMEL1",0
"MMGT1",0.0353
"MMP1",4e-04
"MMP10",0.1506
"MMP11",1.5946
"MMP12",0.1401
"MMP13",0.1863
"MMP14",55.8787
"MMP15",5.0934
"MMP16",0.0765
"MMP17",6.7423
"MMP19",0
"MMP19",0
"MMP2",405.161
"MMP20",0.6686
"MMP21",0.137
"MMP23A",0
"MMP23B",1.3549
"MMP24",0.8088
"MMP25",1.3976
"MMP26",0
"MMP27",0.6493
"MMP28",26.9745
"MMP3",0.4328
"MMP7",20.9844
"MMP8",1e-04
"MMP9",5.4948
"MMPL1",0
"MMRN1",1.6231
"MMRN2",10.4054
"MMRN2",10.4054
"MMS19",0
"MMS19L",0
"MMS19L",0
"MMS22L",4e-04
"MN1",0.6624
"M0.0B",0
"M0.0B",0
"M0.0T1",1e-04
"mnb",0
"MND1",2.8424
"MNDA",8.8064
"MNS1",4.8656
"MNT",16.7255
"MNX1",0.2542
"MOAP1",2.4725
"MOB1A",3.3309
"MOB1B",0.7465
"MOB2",69.2493
"MOB3A",21.2317
"MOB3B",1.3348
"MOB3C",3.7849
"MOB4",0.5402
"MOBK1B",0
"MOBK1B",0
"MOBKL2B",0
"MOBKL2B",0
"MOBP",0.468
"MOCOS",2.879
"MOCS2",37.5451
"MOCS3",1.8944
"MOG",0
"MOG1",0
"MOGAT1",3.9834
"MOGAT2",0.2868
"MOGAT3",0.1947
"MOGS",21.3904
"MOK",4.4354
"MON1B",3.3594
"MON1B",3.3594
"MON1B",3.3594
"MON2",0
"mop-1",0
"mop-4",0
"MOP9",0
"MOR1",0
"MORC",0
"MORC1",0.0051
"MORC3",4.7932
"MORC4",0.0133
"MORF",0
"MORF4",0
"MORF4L1",0
"MORF4L1",0
"MORF4L2",34.1732
"MORF4L2",34.1732
"MORN1",2.7268
"MORN2",3.05
"MORN3",0
"MORN4",0.0038
"MORN5",0
"MOS",0.5595
"MOSPD1",0.002
"MOSPD2",0.0124
"MOSPD3",19.4876
"MOST-1",0
"MOST2",0
"MOT8",0
"MOV10",23.6804
"MOV10L1",0
"MOXD1",5.8685
"MOZCBP",0
"MP1",0
"MPC1",0.2634
"MPC1L",0
"MPC2",4.0693
"MPDU1",9.1797
"MPDZ",0
"MPDZ",0
"MPEG1",4.8416
"MPG",0.9471
"MPHOSPH10",27.0072
"MPHOSPH6",65.7814
"MPHOSPH6",65.7814
"MPHOSPH8",12.5855
"MPHOSPH9",0
"MPI",4.3059
"MPL",0.8905
"MPLKIP",22.8695
"MPND",16.1359
"MPO",0.3113
"MPP1",0
"MPP2",0.0032
"MPP3",1.0909
"MPP3",1.0909
"MPP5",5e-04
"MPP5",5e-04
"MPP6",2.4539
"MPP7",13.6721
"MPP7",13.6721
"mpp9",0
"MPPE1",2.9236
"MPPE1",2.9236
"MPPED1",1.1542
"MPPED2",0.476
"MPPED2",0.476
"MPRIP",1.8371
"MPST",0.0704
"MPV17",44.6532
"MPV17L",0.0022
"MPV17L2",11.1638
"MPZ",30.5054
"MPZL1",8.1574
"MPZL2",13.6426
"MPZL3",2.1563
"MR1",0
"MR1",0
"MR1B",0
"MR1C",0
"MR1D",0
"MRAP",1.6208
"MRAP2",0.859
"MRAS",1.1154
"MRC1",0
"MRC2",4.6103
"MRE11A",0.0128
"MREG",2.1027
"MRF-1",0
"MRFAP1",21.9915
"MRFAP1L1",30.7368
"MRG1",0
"MRG15",0
"MRGBP",14.2315
"MRGPRD",0.3072
"MRGPRE",0
"MRGPRF",12.5754
"MRGPRG",1.0543
"MRGPRX1",0
"MRGPRX2",0.5939
"MRGPRX3",0
"MRGPRX4",0.3778
"MRI1",5.0711
"MRLC2",0
"MRLC2",0
"MRM1",0.4582
"MRM2",0.0079
"MRM3",10.7084
"MRO",0
"MROH1",0
"MROH2B",0.2815
"MROH5",0
"MROH6",20.8483
"MROH7",0.8191
"MROH9",0.1128
"MRP3",0
"MRPL1",9.3278
"MRPL10",5.9124
"MRPL11",2.9651
"MRPL12",94.1113
"MRPL13",5e-04
"MRPL14",129.317
"MRPL15",10.3104
"MRPL16",28.2539
"MRPL17",18.2066
"MRPL18",6.3515
"MRPL19",2.1215
"MRPL2",38.496
"MRPL20",433.128
"MRPL21",65.3638
"MRPL22",7.3931
"MRPL23",97.8537
"MRPL24",167.059
"MRPL27",172.768
"MRPL28",47.0324
"MRPL3",8.0657
"MRPL30",6.6178
"MRPL30",6.6178
"MRPL30",6.6178
"MRPL32",3.9638
"MRPL33",354.785
"MRPL34",21.1431
"MRPL35",1.2964
"MRPL36",4.5674
"MRPL37",5.842
"MRPL38",63.7143
"MRPL4",29.8633
"MRPL40",123.57
"MRPL41",420.896
"MRPL42",2.1258
"MRPL43",3.4311
"MRPL44",3.1862
"MRPL46",24.3355
"MRPL47",3.9272
"MRPL48",15.083
"MRPL49",14.1163
"MRPL50",5.4448
"MRPL51",208.204
"MRPL52",0.6207
"MRPL53",73.125
"MRPL54",156.835
"MRPL55",260.446
"MRPL57",28.028
"MRPL58",66.9255
"MRPL9",36.3114
"MRPS10",21.0567
"MRPS11",1.1384
"MRPS12",83.1093
"MRPS14",10.2599
"MRPS15",154.737
"MRPS16",30.6922
"MRPS17",28.2281
"MRPS18a",0
"MRPS18A",0.001
"MRPS18B",14.3964
"MRPS18C",5.3036
"MRPS2",40.3099
"MRPS21",152.068
"MRPS22",23.1541
"MRPS23",3.0915
"MRPS24",401.31
"MRPS25",16.3945
"MRPS26",86.6427
"MRPS27",0.2494
"MRPS28",43.3631
"MRPS30",2.5531
"MRPS31",54.6821
"MRPS33",27.2924
"MRPS34",86.293
"MRPS35",19.096
"MRPS36",1.8736
"MRPS5",7.9644
"MRPS6",35.7426
"MRPS7",34.1532
"MRPS9",28.204
"MRRF",0
"MRRFP1",0
"MRS2",4e-04
"MRS2L",0
"MRTO4",29.8957
"MRVI1",0
"MS4A1",0
"MS4A10",0.112
"MS4A12",0
"MS4A13",0
"MS4A14",1.2458
"MS4A15",0
"MS4A2",0.5167
"MS4A3",0
"MS4A4",0
"MS4A4A",3e-04
"MS4A5",0
"MS4A6",0
"MS4A6A",4e-04
"MS4A6E",0
"MS4A7",0
"MS4A8",0
"MSANTD1",0.4794
"MSANTD2",3.151
"MSANTD3",6.0595
"MSANTD3-TMEFF1",0
"MSANTD4",3.1946
"MSC",3.791
"MSF",0
"MSGN1",1.237
"MSH2",2.6083
"MSH3",6.8489
"MSH3",6.8489
"MSH4",0
"MSH5",2.9706
"MSH6",7.3006
"MSI1",1.945
"MSI2",1.038
"MSI2",1.038
"MSL1",6.2822
"MSL2",0.8838
"MSL3",0.005
"MSL3L1",0
"MSL3L1",0
"MSLN",0.0134
"MSMB",19.9875
"MSMO1",1e-04
"MSMP",7.8911
"MSN",38.2696
"mspl",0
"msps",0
"MSR1",0
"MSRA",4e-04
"MSRA",4e-04
"MSRB1",50.346
"MSRB2",17.6391
"MSRB3",5.6767
"MSS51",0.7263
"MST1",2.5336
"MST1R",18.9833
"MST4",0
"MSTN",0
"MSTO1",0.0524
"MSTP032",0
"MSTP9",0
"MSX1",0
"MSX1",0
"MSX2",4.6765
"MT1A",2.4008
"MT1B",0
"MT1E",11.5706
"MT1F",7.8797
"MT1H",2.4156
"MT1P1",0
"MT1X",105.293
"MT2A",334.244
"MT3",3.4197
"MT4",0
"MTA1",0
"MTA1",0
"MTA2",24.6501
"MTA3",1.6651
"MTA3",1.6651
"MTAP",0.949
"MTAP",0.949
"MTAP",0.949
"MTAP44",0
"MTBP",0.1406
"MTBP",0.1406
"MTBT1",0
"MTCH1",5.0591
"MTCH2",23.3715
"MTCL1",0.2177
"MTCP1",0.1141
"MTCP1NB",0
"MTDH",32.7273
"MTERF",0
"MTERF",0
"MTERF",0
"MTERF1",1.6744
"MTERF2",12.3558
"MTERF3",1.353
"MTERF4",5.6423
"MTERFD1",0
"MTERFD3",0
"MTF1",6.1853
"MTF2",1.2391
"MTFMT",2.6732
"MTFP1",0
"MTFR1",6.6692
"MTFR1L",1.1913
"MTFR2",0.7201
"MTG1",1.9973
"MTG2",0
"MTG8",0
"MTHFD1",0
"MTHFD1L",0.6748
"MTHFD1L",0.6748
"MTHFD2",1.2997
"MTHFD2L",0.3069
"MTHFR",10.5168
"MTHFS",1.258
"MTHFSD",0.2419
"MTIF2",29.9642
"MTIF3",77.392
"MTL5",0
"MTM1",2.6328
"MTMR1",1.7293
"MTMR10",0
"MTMR11",2e-04
"MTMR11",2e-04
"MTMR12",5.6925
"MTMR14",0
"MTMR2",2.0767
"MTMR2",2.0767
"MTMR3",2.1318
"MTMR4",3.9582
"MTMR4",3.9582
"MTMR6",0.8109
"MTMR6",0.8109
"MTMR7",0
"MTMR8",0.1806
"MTMR9",2.1719
"MTMR9",2.1719
"MTNR1A",0.5198
"MTNR1B",0.1607
"MTO1",0.8355
"MTOR",1.5885
"MTPAP",2.2512
"MTPN",5e-04
"MTR",0.7192
"MTR1",0
"MTRF1",10.1236
"MTRF1L",3e-04
"MTRNR2L1",3.1209
"MTRNR2L10",0
"MTRNR2L2",0.2814
"MTRNR2L3",0
"MTRNR2L4",0.228
"MTRNR2L5",0
"MTRNR2L6",0.59
"MTRNR2L7",0
"MTRNR2L8",0.4313
"MTRR",5e-04
"MTSS1",4.816
"MTSS1L",27.5458
"MTTP",0.1258
"MTURN",9.5668
"MTUS1",0.3732
"MTUS2",0.0615
"MTX1",0
"MTX2",2.7693
"MTX3",4e-04
"MUC1",0
"MUC12",0
"MUC15",2.5926
"MUC16",0
"MUC17",0.0034
"MUC20",0
"MUC21",0.4449
"MUC22",0.1217
"MUC3",0
"MUC3A",0
"MUC3B",0
"MUC4",0
"MUC5AC",0
"MUC5B",0.2514
"MUC5B",0.2514
"MUC5B",0.2514
"MUC6",0.4207
"MUC7",3.231
"MUC8",0
"MUCDHL",0
"MUCL1",1128.65
"MUL1",34.9276
"MUM1",31.4376
"MUM1L1",0.1241
"MURC",0
"MUS81",4.5255
"MUSK",0
"MUSTN1",57.4773
"MUT",3.1187
"MUTYH",0.0022
"MVB12A",42.2115
"MVB12B",3.2144
"MVD",56.1174
"MVK",14.0668
"MVK",14.0668
"MVP",29.7523
"MX1",15.9397
"MX2",4.9558
"MXD1",0.0173
"MXD1",0.0173
"MXD3",0
"MXD3",0
"MXD4",67.1054
"MXD4",67.1054
"MXI1",0.0183
"MXRA5",6.8448
"MXRA7",5.4546
"MXRA8",11.4314
"MXRA8",11.4314
"MY014",0
"MYADM",174.233
"MYADML2",0.649
"MYB",0
"MYBBP1A",0.0107
"MYBL1",0.1028
"MYBL1",0.1028
"MYBL2",2.4109
"MYBPC1",0
"MYBPC2",0.2071
"MYBPC3",0.4089
"MYBPH",1.3161
"MYBPHL",0.0013
"MYC",7.298
"MYC",7.298
"MYCBP",6.0663
"MYCBP",6.0663
"MYCBP2",1.2777
"MYCBP2",1.2777
"MYCBP2-AS1",0
"MYCL",1.3045
"MYCL1",0
"MYCL1",0
"MYCL2",0
"MYCN",2.2449
"MYCN",2.2449
"MYCT1",0.8254
"MYD88",0
"MYDGF",63.5787
"MYEF2",0
"MYEOV",22.7811
"MYF5",0
"MYF6",0.4134
"MYG1",0
"MYH1",0.0403
"MYH10",8.1075
"MYH10",8.1075
"MYH10",8.1075
"MYH11",73.1718
"MYH13",0.1521
"MYH14",60.2511
"MYH14",60.2511
"MYH15",1.1941
"MYH16",0
"MYH2",0.0631
"MYH3",1.9685
"MYH4",0.0403
"MYH6",0.1871
"MYH7",0.1609
"MYH7B",0
"MYH8",0.0402
"MYH9",87.1248
"MYL1",1e-04
"MYL10",0.2908
"MYL12A",33.1867
"MYL2",0.8371
"MYL3",3.8746
"MYL4",5.3928
"MYL5",16.6906
"MYL6",34.8132
"MYL6B",45.8333
"MYL7",0
"MYL9",1.572
"MYLIP",3.0647
"MYLK",0
"MYLK2",0
"MYLK3",0.1155
"MYLK4",0.0844
"MYLPF",9.8537
"MYNN",2e-04
"MYO10",6.1414
"MYO10",6.1414
"MYO10",6.1414
"MYO15",0
"MYO15A",0.1859
"MYO15B",0
"MYO16",0.0797
"MYO18A",5.5552
"MYO18B",0.0612
"MYO19",0.9361
"MYO1A",0.7027
"MYO1B",8.1188
"MYO1C",0
"MYO1D",3.5586
"MYO1E",19.4903
"MYO1F",3.9842
"MYO1F",3.9842
"MYO1G",2.9484
"MYO3A",0.3706
"MYO3B",0.1901
"MYO3B",0.1901
"MYO5A",3.8844
"MYO5A",3.8844
"MYO5B",0.4792
"MYO5C",1.5331
"MYO6",0
"MYO6",0
"MYO7A",0.0053
"MYO7B",0.1378
"MYO9A",0.5996
"MYO9b",0
"MYO9B",5.7113
"MYO9B",5.7113
"MYOC",0.7935
"MYOCD",0.467
"MYOD1",0.5849
"MYOF",0.0236
"MYOG",0.3525
"MYOG",0.3525
"MYOHD1",0
"MYOHD1",0
"MYOM1",3e-04
"MYOM2",2.0026
"MYOM3",0.4619
"MYOT",0.6177
"MYOZ",0
"MYOZ1",1.5288
"MYOZ2",0
"MYOZ3",0.428
"MYPN",0.0011
"MYPOP",22.2717
"MYRF",9e-04
"MYRIP",0.4515
"MYSM1",1.1324
"MYST1",0
"MYST2",0
"MYST3",0
"MYST4",0
"MYST4",0
"MYT1",0.112
"MYT1L",0.0488
"MYT1L",0.0488
"MYT2",0
"MZB1",2e-04
"MZF1",19.0393
"MZT1",0.1061
"MZT2A",0
"MZT2B",46.2389
"N-PAC",0
"N-PAC",0
"N1",0
"N2",0
"N33",0
"N4BP1",17.2165
"N4BP2",1e-04
"N4BP2",1e-04
"N4BP2L1",4e-04
"N4BP2L2",9.3474
"N4BP3",8.6508
"N6AMT1",0
"N6AMT2",0
"0.0A10",0.4187
"0.0A11",0.963
"0.0A15",4.6873
"0.0A16",0.0041
"0.0A20",4.2149
"0.0A25",2.1285
"0.0A30",0.8556
"0.0A35",15.6584
"0.0A38",627.067
"0.0A40",3.04
"0.0A50",3.442
"0.0A60",12.6654
"0.0AA",1.3332
"0.0ALAD2",0.413
"0.0aladase II",0
"0.0ALADASEL",0
"0.0ALADL1",2.8299
"0.0ALADL2",1.346
"0.0B1",7.3737
"0.0B1",7.3737
"0.0B2",10.8352
"0.0B2",10.8352
"0.0BP1",1.0174
"0.0BP2",14.0876
"0.0C",0
"0.0CA",27.7615
"0.0CA2",34.3145
"0.0CAD",2.3657
"0.0CAP1",0
"0.0CC1",9.492
"0.0CC2",0
"0.0ChR",0
"0.0CP",0
"0.0D(P)+ -dependent malic enzyme",0
"0.0DK",1.3511
"0.0DK",1.3511
"0.0DK2",0.1915
"0.0DSYN1",9.5545
"0.0000",5e-04
"0.0F1",7.2995
"0.0G",0
"0.0G",0
"0.0G-7",0
"0.0G13",0
"0.0G14",0
"0.0G18",0
"0.0G19",0
"0.0G8",0
"0.0GA",6.6368
"0.0GK",4.1458
"0.0GLU",16.2696
"0.0GPA",0.587
"0.0GS",0.6959
"0.0IF1",1.2102
"0.0IP",0
"0.0K1",0
"0.0KAP95",0
"0.0LCN",0.1225
"0.0MPT",2.3626
"0.0NOG",0
"0.0NOGNB",0
"0.0NOS1",0.6888
"0.0NOS2",0.3445
"0.0NOS3",0
"0.0NP",0.7822
"0.0NS",39.4024
"0.0P1L1",3.5314
"0.0P1L2",1.1864
"0.0P1L3",1.2844
"0.0P1L4",0.0086
"0.0P1L5",2.6713
"0.0P1L5",2.6713
"0.0P5",0
"0.0PA",241.389
"0.0PB",0.0083
"0.0PEPLD",7.355
"0.0PG",12.458
"0.0PG",12.458
"0.0PRT",0.0068
"0.0PRT1",0
"0.0PSA",1.3801
"0.0RF",0.0582
"0.0RFL",22.8147
"0.0RG1",0
"0.0RG1",0
"0.0RG1L",0
"0.0RR",0
"0.0RS",0
"0.0RS2",0.4923
"0.0SP",4.4722
"0.0T1",0.7429
"0.0T10",0
"0.0T11",0
"0.0T12",0
"0.0T14",13.8971
"0.0T15",0
"0.0T16",0.9437
"0.0T2",0
"0.0T6",29.7506
"0.0T8",0.2694
"0.0T8L",1.2407
"0.0T9",1.1501
"0.0TD1",2.6603
"0.0V1",0.8835
"0.0V2",1.3115
"0.0V3",0.012
"0.0XD",0
"0.0XE",4.3058
"NB-1",0
"NBAS",0.001
"NBC",0
"NBC4",0
"NBEA",0.4392
"NBEAL1",0.0992
"NBEAL2",9.3261
"NBN",3.3591
"NBPF1",0
"NBPF10",0
"NBPF10",0
"NBPF11",0
"NBPF11",0
"NBPF14",0
"NBPF15",0
"NBPF20",0
"NBPF22P",0
"NBPF3",4e-04
"NBPF4",0
"NBPF6",0
"NBPF7",0.1665
"NBPF9",0
"NBR",0
"NBR1",14.8319
"NBR2",0
"NCA",0
"NCALD",40.2179
"NCAM",0
"NCAM1",0
"NCAM2",1e-04
"NCAN",0.1864
"NCAPD2",0.007
"NCAPD3",0.0052
"NCAPG",1.4257
"NCAPG2",1.7785
"NCAPH",2.0637
"NCAPH2",29.742
"NCAPH2",29.742
"NCBP1",3.2148
"NCBP2",5e-04
"NCBP2",5e-04
"NCBP2L",0
"NCBP3",12.2762
"NCCRP1",314.268
"NCDN",1.413
"NCEH1",0
"NCF1",0
"NCF1B",0
"NCF2",5.835
"NCF4",0.2812
"NCK1",6.7592
"NCK2",8.8358
"NCKAP1",4.9543
"NCKAP1L",0.0011
"NCKAP5",2.445
"NCKIPSD",8.3663
"NCKX",0
"NCKX3",0
"NCL",292.126
"NCLN",0.0115
"NCLN",0.0115
"NCMAP",0.7428
"NCOA1",1.2329
"NCOA2",1.2204
"NCOA3",1.4116
"NCOA3",1.4116
"NCOA3",1.4116
"NCOA4",2.1091
"NCOA4",2.1091
"NCOA5",16.5701
"NCOA5",16.5701
"NCOA6",3.2976
"NCOA7",1.5747
"NCOA7",1.5747
"NCOA7",1.5747
"NCOR1",0
"NCOR1",0
"NCOR2",8.7807
"NCR1",0
"NCR2",0.6349
"NCR3",0
"NCR3LG1",0.8346
"NCR0.000085",0
"NCR0.000116",0
"NCR0.000152",0
"NCR0.000174",0
"NCR0.000185",0
"NCS1",0.0018
"NCSTN",15.2769
"NCX",0
"NCX1",0
"NCYM",0
"ND1",0
"ND2",0
"ND3",0
"ND4L",0
"ND5",0
"ND6",0
"NDC1",0.4824
"NDC80",1.6667
"NDE1",0.8551
"NDE1",0.8551
"NDEL1",58.788
"NDFIP1",21.4795
"NDFIP2",0.0066
"NDN",14.9447
"NDNF",1.3179
"NDNL2",0
"NDNL2",0
"NDNL2",0
"NDOR1",0.0573
"NDP",0.7818
"NDRF",0
"NDRG1",10.4802
"NDRG1",10.4802
"NDRG2",10.7767
"NDRG2",10.7767
"NDRG3",4.953
"NDRG4",1.3038
"NDST1",10.7105
"NDST1",10.7105
"NDST2",13.539
"NDST3",0
"NDST4",0
"NDUFA1",270.037
"NDUFA1",270.037
"NDUFA10",31.9512
"NDUFA11",549.255
"NDUFA12",11.7952
"NDUFA13",1032.39
"NDUFA2",241.262
"NDUFA2",241.262
"NDUFA3",507.868
"NDUFA4",3.2855
"NDUFA4",3.2855
"NDUFA4L2",218.989
"NDUFA5",1.0441
"NDUFA6",140.981
"NDUFA6",140.981
"NDUFA7",123.958
"NDUFA8",28.5691
"NDUFA9",1.6501
"NDUFAB1",98.0096
"NDUFAF1",6e-04
"NDUFAF2",0.5963
"NDUFAF3",1.4597
"NDUFAF4",4e-04
"NDUFAF5",0.0015
"NDUFAF6",0
"NDUFAF7",1.4204
"NDUFAF8",0
"NDUFB1",0
"NDUFB10",400.961
"NDUFB11",245.723
"NDUFB2",273.797
"NDUFB3",1.2737
"NDUFB4",13.2471
"NDUFB5",0
"NDUFB6",0
"NDUFB7",948.603
"NDUFB8",293.625
"NDUFB9",529.18
"NDUFC1",74.0608
"NDUFC2",6.6245
"NDUFC2-KCTD14",3.6467
"NDUFS1",0
"NDUFS2",24.2269
"NDUFS3",127.937
"NDUFS4",52.5327
"NDUFS5",154.559
"NDUFS6",858.85
"NDUFS7",71.5347
"NDUFS7",71.5347
"NDUFS8",12.6096
"NDUFV1",3.9322
"NDUFV2",4.8366
"NDUFV3",81.6809
"NEAT1",0
"NEB",0.0292
"NEBL",2.2906
"NEBL",2.2906
"NECAB1",0.2565
"NECAB2",0.3346
"NECAB3",2.4131
"NECAP1",0.0019
"NECAP2",0.0049
"NECAP2",0.0049
"NECL1",0
"NECL2",0
"NECTIN1",91.2517
"NECTIN2",3.4404
"NECTIN3",0.0555
"NECTIN4",6.2646
"NEDD1",1.1343
"NEDD4",0
"NEDD4",0
"NEDD4L",0
"NEDD8",322.906
"NEDD8",322.906
"NEDD8",322.906
"NEDD9",0.02
"NEDL1",0
"NEFH",0
"NEFL",1.0954
"NEFL",1.0954
"NEFM",0
"NEFM",0
"NEGR1",3.4391
"NEIL1",12.8579
"NEIL2",0.354
"NEIL3",0
"NEK1",0
"NEK10",0
"NEK11",1.6139
"NEK2",0.2875
"NEK3",0.5496
"NEK4",2e-04
"NEK4",2e-04
"NEK5",0.433
"NEK6",2.2656
"NEK7",0.3143
"NEK8",7.0632
"NEK9",2.2588
"NELFA",19.6573
"NELFB",41.7632
"NELFCD",19.3609
"NELFE",10.4878
"NELL1",0
"NELL2",0.4768
"NEMF",0
"NEMO",0
"NEMP1",0
"NEMP2",1.6383
"NENF",0
"NEO1",2e-04
"nephropontin",0
"NEPRO",1.9607
"NES",6.5284
"NESCA",0
"NESG1",0
"neshbp",0
"NET-2",0
"NET-6",0
"NET-7",0
"NET1",8.4028
"NETO1",0
"NETO2",0
"NETO2",0
"NEU1",21.0818
"NEU2",2.2444
"NEU3",0.8196
"NEU4",0.8242
"NEU4",0.8242
"NEUD4",0
"NEUREXIN II",0
"NEURL1",0
"NEURL1B",0
"NEURL2",3.0631
"NEURL3",0.0051
"NEURL4",0.7875
"NEUROD1",0.2701
"NEUROD2",2.4029
"NEUROD2",2.4029
"NEUROD4",0
"NEUROD4",0
"NEUROD6",0.2903
"NEUROG1",0.48
"NEUROG2",0.38
"NEUROG3",0.8915
"NEXN",0.4614
"NF-ATcC",0
"NF-kappa-B",0
"NF1",0.0168
"NF2",0
"NFAM1",1.6926
"NFASC",0
"NFAT1",0
"NFAT5",1.2999
"NFAT5",1.2999
"NFATC1",3.9951
"NFATC1",3.9951
"NFATC2",0.938
"NFATC2IP",16.7104
"NFATC2IP",16.7104
"NFATC3",5.3623
"NFATC3",5.3623
"NFATC4",3e-04
"NFE2",15.5248
"NFE2L1",0
"NFE2L1",0
"NFE2L1",0
"NFE2L2",38.8068
"NFE2L3",1.8047
"NFE2L3",1.8047
"NFE4",0
"NFI",0
"NFIA",0
"NFIB",8.5898
"NFIB",8.5898
"NFIB",8.5898
"NFIC",50.7409
"NFIL3",8.89
"NFIX",20.4996
"NFIX",20.4996
"NFKB1",7.8123
"NFKB2",0
"NFKBIA",133.532
"NFKBIB",1.059
"NFKBIB",1.059
"NFKBID",2.2269
"NFKBIE",6.1116
"NFKBIL1",0
"NFKBIL2",0
"NFKBIL2",0
"NFKBIZ",1.8486
"NFRKB",3.4792
"NFS1",1.5196
"NFU1",1.7451
"NFX1",7.6492
"NFX1",7.6492
"NFX2",0
"NFXL1",2.4904
"NFYA",1.9978
"NFYA",1.9978
"NFYB",1.3583
"NFYB",1.3583
"NFYB",1.3583
"NFYC",9.0487
"NFYC",9.0487
"NG23",0
"NG3",0
"NG36",0
"NG5",0
"NG7",0
"NGAP",0
"NGB",0.2802
"NGDN",7.7388
"NGEF",1.9762
"NGF",0.2771
"NGFB",0
"NGFR",23.3899
"NGFRAP1",0
"NGLY1",0.0035
"NGRN",38.7035
"NGS-17",0
"NHE2",0
"NHEJ1",1.0312
"NHERF-2",0
"NHLH1",1.1939
"NHLH2",2.6654
"NHLRC1",1.9423
"NHLRC2",0.3073
"NHLRC3",1.072
"NHLRC4",1.9099
"NHP2",14.1699
"NHS",1.078
"NHSL1",0.9278
"NHSL2",0
"NIBAN",0
"NIBP",0
"NICE-1",0
"NICN1",4.7438
"NID1",0.6353
"NID2",0.1407
"NIF3L1",0.5823
"NIFK",19.1883
"NIFS",0
"NILR",0
"NIM1K",0.8404
"NIN",0
"NIN",0
"NINJ1",128.513
"NINJ2",0
"NINL",0
"NIP7",5e-04
"NIPA1",0.001
"NIPA2",0.0045
"NIPAL1",1.8876
"NIPAL2",0
"NIPAL3",13.4884
"NIPAL4",0.0043
"NIPBL",0
"NIPBL",0
"NIPBL",0
"NIPS0.0P1",0.7923
"NIPS0.0P1",0.7923
"NIPS0.0P3A",1.8037
"NIPS0.0P3B",0.1513
"NIR1",0
"NISCH",52.7169
"NISCH",52.7169
