"Gene","SP3"
"CHST10",0.36747277
"CHST11",-0.425551714
"CHST2",-0.189415378
"CHST4",-0.338283582
"CHST6",-0.42931002
"CHST7",-0.109364948
"CHURC1",-0.258379559
"CIAO1",-0.185249162
"CIAPIN1",0.115445892
"CIB2",-0.867830073
"CIC",1.441943642
"CIITA",0.061587595
"CIP29",0.380377133
"CIR",-0.445028016
"CIRBP",1.390611917
"CIT",-1.708558442
"CITED1",0.151938695
"CITED2",-0.7810189
"CITED4",-0.290025642
"CKAP2L",0.201860637
"CKAP5",-0.091786146
"CKB",-0.540804764
"CKLF",0.070383422
"CKS1B",-2.798275416
"CKS2",-0.186055314
"CLASP1",-0.018184212
"CLASP2",-0.088395489
"CLCA2",0.557180156
"CLCF1",-0.172852556
"CLCN1",0.606192996
"CLCN2",-0.214815389
"CLCN3",-0.684687269
"CLCN5",-0.160148002
"CLCN7",0.258405679
"CLDN1",1.918285006
"CLDN12",-1.912481192
"CLDN16",0.088688515
"CLDN3",-0.016434053
"CLDN4",0.267558014
"CLDN7",0.844192475
"CLEC1A",-0.166876098
"CLEC2D",0.307817542
"CLEC4E",0.367147569
"CLEC4G",0.646316587
"CLEC4M",1.268781873
"CLIC3",0.907881454
"CLIPR-59",-0.183920995
"CLN6",1.048058176
"CLOCK",-0.066976693
"CLPTM1L",0.031341218
"CLSPN",0.251264197
"CLTC",0.068435942
"CLTCL1",0.304237469
"CLUL1",0.66238865
"CLYBL",-0.563019405
"CMAH",-0.266917424
"CMBL",-0.04537457
"CMTM1",0.11064383
"CNBP",0.294860445
"CNDP2",7.618620918
"CNIH3",0.10832368
"CNNM1",0.309829015
"CNNM4",-0.179691939
"CNOT1",-0.154611508
"CNOT2",-0.272813625
"CNOT3",0.233367432
"CNOT4",-0.293107973
"CNOT6",-0.260903928
"CNOT6L",0.328171015
"CNOT7",-0.040971492
"CNOT8",6.85080558
"CNR1",-0.473071095
"CNTN1",-0.193393861
"CNTNAP1",-0.475276145
"COBL",0.170143095
"COBLL1",-0.243209124
"COBRA1",-0.404249849
"COCH",0.0162099
"COG2",-0.867713923
"COG4",1.336841952
"COG5",1.091686939
"COG7",-0.177230963
"COL13A1",0.167336959
"COL14A1",-0.177157117
"COL2A1",-0.299674941
"COL3A1",-0.271919371
"COL4A5",2.528158872
"COL4A6",-0.077649671
"COL5A1",-0.228183892
"COL8A2",-0.127498537
"COLEC12",-0.06632386
"COMMD10",1.265820495
"COMMD7",-0.008193887
"COMP",0.057947341
"COMT",0.140098865
"COPA",-0.365800023
"COPB2",0.062143728
"COPG",-1.291383873
"COPS2",0.66421472
"COPS4",0.064623791
"COPS6",-0.046200363
"COQ10B",-0.110805664
"COQ5",-0.510890265
"COQ6",-0.013873674
"COQ7",0.237628637
"CORO1C",-1.246589809
"COVA1",0.12967111
"COX15",-0.099614208
"COX17",-0.268110724
"COX18",-0.251835123
"COX4I1",-0.270628119
"COX5A",-0.228770573
"COX6B1",-0.02685224
"COX7A2",-0.028310827
"COX7A2L",0.102678244
"COX7B",-0.592965257
"COX7C",-0.096819395
"CPA6",-0.216636494
"CPEB2",-0.33453171
"CPNE6",0.325627361
"CPNE8",-0.32042491
"CPOX",-0.8737962
"CPS1",-0.087602991
"CPSF3L",0.057918393
"CPT2",-2.11047881
"CPVL",0.250653599
"CRABP2",0.731583452
"CRADD",-3.128609893
"CRAMP1L",-0.1157971
"CRB2",-0.109004297
"CRCT1",-0.464435925
"CREB1",-0.114850411
"CREB3",-0.044887376
"CREB3L1",-1.539718031
"CREB3L3",-0.322081835
"CREB3L4",4.805846804
"CREB5",0.005502707
"CREBBP",0.470506252
"CREBL1",0.467844214
"CREBL2",-0.713500468
"CREBZF",-0.799880167
"CREG1",-3.625722685
"CRELD2",-0.0774632
"CREM",-0.292176637
"CRIPAK",0.535051318
"CRISP2",-0.174081195
"CRISPLD2",-0.418855038
"CRK",0.18599704
"CRNN",-0.389341316
"CROT",-0.540035039
"CRSP2",-0.339243653
"CRSP3",-0.069290184
"CRSP6",-0.483008643
"CRSP7",-1.315193237
"CRSP8",0.671117666
"CRSP9",-0.41265917
"CRTC1",-0.309768361
"CRTC2",0.268178872
"CRTC3",0.021079312
"CRX",0.356329487
"CRY1",-0.304428179
"CRY2",-0.192725651
"CRYAA",0.243085442
"CRYAB",0.330099928
"CRYBA4",0.19821874
"CRYGD",0.258268446
"CRYL1",2.440469794
"CRYM",0.22743424
"CRYZ",0.633383145
"CSDA",0.875404429
"CSDC2",-0.035339964
"CSDE1",0.640800722
"CSF2",-0.468843671
"CSF2RA",-0.274101548
"CSK",0.245971226
"CSN2",0.13318841
"CSNK1A1",0.928275808
"CSNK1D",-0.43488891
"CSNK1E",-1.165995302
"CSNK1G1",0.052750517
"CSNK1G2",-2.16934421
"CSPG2",0.36144755
"CSPG5",0.150756335
"CST6",-2.789656385
"CSTA",-0.048993051
"CSTL1",-0.037050733
"CTBP1",-5.923788646
"CTBP2",-0.085002363
"CTBS",-0.156034211
"CTCF",-0.578132525
"CTCFL",0.132357523
"CTDSP1",0.277731217
"CTDSP2",-0.075803101
"CTDSPL",0.577345089
"CTGF",-1.25046281
"CTGLF4",0.140246372
"CTGLF5",-0.075031741
"CTH",-2.819508296
"CTNNB1",-0.519524593
"CTNNBIP1",0.104857787
"CTNND1",-0.767070795
"CTNND2",-0.020819336
"CTNS",0.149304288
"CTPS",-0.22916376
"CTPS2",-0.338011243
"CTR9",0.621448524
"CTSB",0.063904278
"CTSC",-5.212926485
"CTSF",1.08051659
"CTSK",0.35600153
"CTSL",0.156211851
"CTSL2",0.189934566
"CTSO",0.06499504
"CTSS",-0.674607896
"CTTN",-0.458750264
"CTXN1",0.263229504
"CUEDC2",-0.824709116
"CUGBP1",0.27769582
"CUTA",-0.21182211
"CUTL1",-0.030383768
"CUTL2",-0.071946118
"CX3CL1",-0.460193089
"CXCL1",0.316142504
"CXCL10",-0.183991138
"CXCL11",0.20875196
"CXCL14",-1.274681336
"CXCL2",-1.320036253
"CXCL5",-0.754794189
"CXCR7",3.464848419
"CXorf34",-0.009023542
"CXorf38",-0.469700881
"CXorf43",-0.231195566
"CXorf45",-0.266304909
"CXorf6",0.221122594
"CXXC1",0.019032933
"CXXC5",0.293250039
"CXYorf2",0.099573375
"CYB561",-0.35207021
"CYB5A",0.350965972
"CYB5D2",0.997713451
"CYB5R1",0.166718147
"CYBRD1",0.31234775
"CYFIP1",1.137849699
"CYFIP2",0.199027688
"CYGB",-0.166549414
"CYHR1",0.096701855
"CYLN2",-0.18429508
"CYP17A1",-0.462703385
"CYP1A1",-0.657900444
"CYP1B1",-11.02394066
"CYP20A1",-0.27140184
"CYP26B1",-0.062557799
"CYP2A6",0.237083805
"CYP2C8",-0.180841807
"CYP2W1",0.201248915
"CYP3A5",-0.013455414
"CYP4V2",-0.235952384
"CYP51A1",0.906043688
"CYR61",0.274053629
"CYTL1",-0.446433763
"CYYR1",-0.090150546
"D21S2056E",1.850487292
"D4S234E",0.429058108
"DAB1",0.245175511
"DAB2",-0.210986397
"DACH1",-0.052309066
"DACH2",-0.065085696
"DACT1",-0.237855588
"DAK",0.175541405
"DALRD3",-0.199140233
"DAPK1",-0.504031316
"DAPK3",1.123616493
"DAPP1",1.28091484
"DAXX",2.691826664
"DAZAP2",-0.061661665
"DBI",0.008942016
"DBN1",-1.109086272
"DBNDD1",-0.508830247
"DBP",-0.036867805
"DBR1",-0.209972594
"DBT",-0.248681504
"DBX2",-0.101889508
"DCBLD1",-0.218271756
"DCC1",-0.150693382
"DCD",-0.228367878
"DCK",-0.728071141
"DCLRE1B",0.053860794
"DCLRE1C",0.043184032
"DCN",-0.854227203
"DCST1",-0.545205649
"DCTN1",0.587372164
"DCTN4",0.502672418
"DCUN1D3",-5.317328186
"DCUN1D4",-0.22443343
"DDAH1",-0.500635332
"DDHD2",-0.402553985
"DDIT3",0.18220912
"DDIT4",0.090770516
"DDIT4L",-0.153806817
"DDX11",1.404159802
"DDX17",0.040323639
"DDX20",2.791002259
"DDX21",0.19112581
"DDX28",-0.491365475
"DDX39",-0.284968656
"DDX47",-0.021439227
"DDX5",0.219376442
"DDX52",-2.941394728
"DDX54",-1.905418323
"DDX55",-0.176667226
"DDX59",-0.548404156
"DEAF1",0.480395795
"DEDD",-0.33589467
"DEDD2",0.889776992
"DEFB1",0.194969644
"DEFB126",-0.190031374
"DEK",-0.192566084
"DENND1A",0.070311168
"DENND2C",0.706593571
"DENND2D",0.168375696
"DENND3",0.443591531
"DENND4A",-0.081511903
"DENND4C",-0.790190797
"DENR",0.639809545
"DEPDC1",0.000705956
"DERA",0.179715852
"DERL2",0.412466734
"DES",0.225236687
"DFNA5",-0.258248571
"DGCR8",1.044553874
"DGKA",0.504888615
"DGKQ",0.288519843
"DHPS",0.652678622
"DHRS1",-0.145022926
"DHRS12",-0.303208702
"DHRS2",0.368138128
"DHRS3",0.07256752
"DHRS7B",-4.182753007
"DHX32",-1.404306501
"DHX40",-0.138190796
"DIABLO",-0.016524313
"DIAPH3",0.502528957
"DICER1",0.791109127
"DIP",0.194734155
"DIP13B",-0.080576611
"DIP2A",0.261347762
"DISC1",-0.075596878
"DKC1",-0.131107447
"DKFZp313A2432",-0.081113185
"DKFZp434N035",0.906116094
"DKFZP434P211",-0.071694731
"DKFZP586H2123",-0.054593892
"DKFZp586I1420",0.222624844
"DKFZP686A01247",-0.342652115
"DKFZp686D0972",1.255343997
"DKFZP686E2158",0.371471805
"DKFZp686L1814",-0.054113115
"DKFZp761E198",0.41999749
"DKFZp762E1312",-0.626756937
"DKFZp762P2111",0.176842467
"DKFZp779O175",0.11014955
"DKK1",0.512061767
"DLC1",0.592053965
"DLEU1",-5.247837501
"DLG1",0.741071961
"DLG5",-0.259901143
"DLK1",-0.472723913
"DLL1",0.003576476
"DLST",-0.756780241
"DLX1",-0.001233754
"DLX2",-0.214261664
"DLX3",-0.437988234
"DLX4",0.422336691
"DLX5",-0.185482353
"DLX6",0.113504864
"DMAP1",-0.648826403
"DMBX1",-0.416304012
"DMC1",-0.13175258
"DMD",-0.06535063
"DMKN",0.091114469
"DMRT1",0.074506843
"DMRT2",-0.065980062
"DMRT3",0.195593723
"DMRTA1",0.003126417
"DMRTB1",0.373202503
"DMRTC1",-0.413564456
"DMRTC2",-0.052384697
"DMTF1",-0.049698224
"DMWD",-0.135368841
"DMXL2",0.006760916
"DNAH17",0.056810798
"DNAJA1",0.037914615
"DNAJA3",-0.37970774
"DNAJB11",0.05445533
"DNAJB2",0.012428543
"DNAJB5",1.669405324
"DNAJB6",0.726363781
"DNAJB9",0.590754346
"DNAJC11",0.029272284
"DNAJC13",-0.396579457
"DNAJC16",0.025445008
"DNAJC3",0.209696795
"DNAJC6",0.033772665
"DNAJC8",-0.0639278
"DNAJC9",-0.329001502
"DNAL4",0.621882115
"DNAPTP6",0.29692415
"DNER",-0.99557248
"DNM3",0.264684657
"DNMBP",0.191767307
"DNMT1",4.432819262
"DNMT3A",0.109575958
"DNMT3B",0.541950146
"DNTTIP2",-0.041047403
"DOCK1",-0.649723917
"DOCK10",0.08559488
"DOCK11",0.096715227
"DOCK4",0.695585895
"DOCK6",-0.216884607
"DOCK9",-1.660892401
"DOK2",0.398159759
"DOK4",-0.116914702
"DOK5",0.407815393
"DOM3Z",0.506873889
"DONSON",-0.006097392
"DPF1",0.267231373
"DPF2",-0.090768395
"DPF3",-0.071764341
"DPP4",-0.371920332
"DPYD",-0.412436642
"DR1",-0.557536084
"DRAP1",-0.36507286
"DRD3",0.353718748
"DRD4",-0.305126171
"DRD5",0.203592065
"DSC1",1.574959345
"DSC2",-1.773949934
"DSC3",-0.340208708
"DSCAML1",-0.119979785
"DSCR1",-0.606130982
"DSCR1L2",-0.283560663
"DSG1",-0.332612945
"DSG4",0.054744084
"DTL",0.642691656
"DTNA",0.05682241
"DTNB",1.470314978
"DTX3",-1.193487968
"DTX4",-0.420019434
"DUS2L",0.0607031
"DUSP1",1.297300873
"DUSP10",-0.449890673
"DUSP13",0.354443859
"DUSP2",-0.066937315
"DUSP4",0.008510321
"DUSP5",0.097183933
"DUSP6",-0.144340132
"DUX3",-0.557075998
"DVL1",-0.113669053
"DVL3",0.122528721
"DYM",-0.197497345
"DYNC1I1",0.219513986
"DYNC2H1",0.076913563
"DYNLL1",0.081189747
"DYRK1B",-0.387051305
"DYRK3",0.08220416
"DYRK4",0.608210865
"DYSF",-0.030455712
"E2F1",6.865074725
"E2F2",-0.628766289
"E2F3",-0.191863261
"E2F4",-1.759056502
"E2F5",-0.487426577
"E2F6",-0.333005291
"E2F7",0.439554059
"E2F8",0.180540781
"E4F1",1.145306999
"EAF1",-0.603279179
"EAF2",-1.078062709
"EBF1",-0.056352357
"EBF2",0.550371366
"EBF3",0.106981227
"EBI3",0.221633479
"ECD",-0.081549213
"ECOP",-1.874969107
"ECSIT",-2.939248958
"ECT2",-0.519872116
"EDA",-0.000540298
"EDA2R",-0.553037902
"EDEM1",0.180410815
"EDF1",0.049281018
"EDG1",-0.867318758
"EDG4",-0.611035928
"EDG7",-0.223105003
"EDG8",0.221245023
"EDN1",0.414523075
"EDN2",-0.00157374
"EDNRA",0.408645319
"EEA1",0.48042448
"EED",0.08809646
"EEF1D",-0.10468579
"EEF1E1",-0.019593313
"EEF2",-0.107451793
"EFEMP1",0.010892365
"EFHA1",0.211747572
"EFHC1",0.3993785
"EFHD2",-0.107499054
"EFNA1",0.263321593
"EFNA2",0.397186905
"EFNA3",-0.148725842
"EFNA5",-0.266086414
"EFNB1",-0.275105048
"EFNB2",-0.562350351
"EFS",-0.489551517
"EGF",-0.326415208
"EGFL7",-0.269251767
"EGLN1",0.173943913
"EGLN3",0.047321807
"EGR1",-0.05105511
"EGR2",0.138585699
"EGR3",-0.099577485
"EGR4",-0.048617163
"EHD1",0.005705255
"EHD3",-0.281018611
"EHD4",1.6078698
"EHF",0.115972799
"EHMT1",-0.212161932
"EHMT2",0.708251876
"EI24",-0.067049728
"EID1",0.166628313
"EID2",-0.465384635
"EID2B",0.136988833
"EID3",0.00449706
"EIF1",-0.092078329
"EIF2AK2",0.186760961
"EIF2AK3",-0.068363419
"EIF2B5",-0.765006315
"EIF2C1",0.095941904
"EIF2C2",-3.337413418
"EIF2C3",-0.027903771
"EIF2C4",-0.120495609
"EIF3S1",-0.093611196
"EIF3S10",-0.122904391
"EIF3S12",-0.103548471
"EIF3S8",-0.058039303
"EIF4E",1.001817827
"EIF4E2",-0.032668851
"EIF4EBP1",-0.159615036
"EIF4EBP2",1.686060306
"EIF4G2",0.218370995
"EIF4G3",-0.024836772
"EIF5A2",-0.081042797
"EIF5B",-0.474375737
"ELA1",0.177180665
"ELAC1",0.193457211
"ELAVL1",0.341495178
"ELAVL2",0.393598253
"ELF1",-1.193003371
"ELF2",0.140672979
"ELF3",-2.996914255
"ELF4",-0.870213021
"ELF5",-0.258624616
"ELK1",0.0208656
"ELK3",-0.168248528
"ELK4",1.052821674
"ELL",1.666951161
"ELL2",0.467628423
"ELL3",-1.328113048
"ELMO3",0.08399571
"ELOF1",1.907469122
"ELOVL4",-0.509381043
"ELOVL6",0.154166813
"ELP3",-0.04976063
"ELP4",2.566753786
"EMILIN1",0.571495552
"EMILIN2",-0.137492055
"EMILIN3",-0.595146325
"EML1",-0.071864418
"EML2",-1.759123835
"EMP1",0.281372595
"EMP2",-0.222768232
"EMX1",4.566816113
"EMX2",0.348960351
"EN1",0.040074674
"EN2",-0.518850806
"ENAH",0.21059453
"ENC1",0.049843116
"ENG",0.17390323
"ENO1",-0.099032026
"ENPP1",0.034889675
"ENTPD1",-0.060178058
"ENTPD3",-0.31035955
"ENTPD5",-0.005701905
"ENTPD7",-0.21536766
"ENTPD8",0.082452811
"ENY2",0.00579765
"EOMES",0.297496564
"EP300",0.103878868
"EP400",1.030824745
"EPAS1",-0.041127973
"EPB41",-0.001444776
"EPB41L1",-0.015836759
"EPB41L2",-0.624912511
"EPB41L3",-0.426199689
"EPB41L4B",-0.069409771
"EPC1",0.255579223
"EPC2",0.193520268
"EPGN",0.222930002
"EPHA2",-1.409355987
"EPHA5",-0.056989134
"EPHB2",0.327473363
"EPHB3",0.248640066
"EPHB4",-0.096070476
"EPHX2",0.114821409
"EPN3",0.364433681
"EPO",-0.359142277
"EPRS",0.065573352
"EPS15",-0.444847525
"EPS8",0.148926051
"EPS8L2",1.469397926
"EPS8L3",0.073147098
"ERBB3",-0.064869343
"ERBB4",0.065223251
"ERC1",0.009461869
"ERCC2",1.781977312
"ERCC3",1.002106704
"ERCC5",0.036083908
"ERCC6",0.015119799
"ERCC8",-0.313268232
"EREG",-0.423602249
"ERF",0.928595312
"ERG",-0.082424357
"ERGIC2",1.326708097
"ERN1",0.498815766
"ERN2",0.46166161
"ERO1LB",-0.064805102
"ERRFI1",0.33326861
"ESCO2",1.255139519
"ESD",-0.113041778
"ESF1",1.836599806
"ESPL1",1.20232023
"ESR2",-0.455790366
"ESRRB",0.078926983
"ESRRG",-0.136185418
"ESX1",0.113640577
"ETFA",-2.723679826
"ETNK1",-0.140682499
"ETS1",-0.233876451
"ETS2",0.099999838
"ETV1",0.227209774
"ETV3",-0.770639124
"ETV4",1.133812596
"ETV5",0.328145867
"ETV6",0.109641348
"ETV7",0.356021897
"EVA1",-1.509937544
"EVC",-0.073266731
"EVI1",0.179281562
"EVI2B",-0.190981203
"EVI5L",-0.769884037
"EVPL",0.178334448
"EVX1",-3.012036549
"EWSR1",2.217959794
"EXO1",0.494425267
"EXOC4",-1.523760826
"EXOC6",-0.680019947
"EXOC8",-0.347427067
"EXOSC10",-0.271003997
"EXOSC4",-0.210603926
"EXOSC5",0.614873732
"EXOSC6",-0.04432218
"EXOSC7",-0.051367677
"EXOSC9",-0.199407013
"EXPH5",0.252478973
"EXT1",0.213697768
"EXT2",-0.01111829
"EXTL2",-0.150905688
"EYA1",-0.048107403
"EYA2",-0.160246616
"EYA3",0.059288926
"EYA4",-0.064060935
"EZH1",-0.009858935
"EZH2",0.00180792
"F11R",0.414498426
"F2R",-0.07005827
"F2RL1",-0.533169637
"F2RL3",0.217376667
"F3",1.147294097
"F8A1",0.382244265
"FABP3",-0.182603931
"FABP4",-0.072367718
"FABP5",0.118171206
"FADS1",-1.130482438
"FAF1",0.014559391
"FAH",1.449109709
"FAM100B",-0.172407187
"FAM101A",0.138462271
"FAM101B",0.242195437
"FAM102A",1.146455697
"FAM104A",-3.576455684
"FAM106A",0.259007022
"FAM107A",0.160108319
"FAM109B",0.24906257
"FAM110C",0.384007799
"FAM111A",-0.145495923
"FAM111B",0.282716448
"FAM113B",0.606908655
"FAM114A1",-0.711285493
"FAM118A",-0.089881849
"FAM119B",-0.230171708
"FAM11B",-0.031700463
"FAM120B",0.106819589
"FAM123A",-0.284853949
"FAM123B",0.509518985
"FAM127A",-0.125750904
"FAM129A",0.174921269
"FAM14A",-0.120414579
"FAM32A",-0.002272478
"FAM35A",-0.64865872
"FAM3C",0.621086295
"FAM40B",-0.011856123
"FAM43B",0.29109241
"FAM46A",0.418155654
"FAM46B",-0.604859803
"FAM48A",-0.330216758
"FAM49A",-0.210255578
"FAM49B",-0.040742915
"FAM53B",-0.712017801
"FAM54A",4.39860847
"FAM57A",0.305670926
"FAM59A",-0.429932407
"FAM60A",0.22087362
"FAM63A",-0.065961882
"FAM64A",-1.423822413
"FAM69B",0.000231036
"FAM79A",-0.688195846
"FAM79B",-0.693910808
"FAM80B",-0.348512853
"FAM83A",2.399910517
"FAM83D",-1.289258012
"FAM83H",-0.219773502
"FAM84A",5.954077246
"FAM84B",-1.675301948
"FAM89B",0.15068107
"FAM8A1",-0.11802245
"FAM98A",1.096598622
"FAM9B",0.557586293
"FANCA",1.425719122
"FANCC",0.656023247
"FANCD2",0.270003188
"FANCE",-0.639513696
"FANCG",-1.328135167
"FANCL",-0.336527713
"FARS2",0.061697617
"FAS",-0.449297143
"FASN",0.378999451
"FASTKD5",0.280191454
"FBLIM1",0.106716427
"FBXL10",-0.123118169
"FBXL11",-0.793266641
"FBXL16",-0.582121088
"FBXL18",0.175122005
"FBXL20",-0.13691781
"FBXL3",4.037078717
"FBXL4",-0.127861839
"FBXO16",0.103555062
"FBXO17",0.000567447
"FBXO2",0.649689436
"FBXO21",-0.332594586
"FBXO22",-0.130928931
"FBXO28",-0.358925387
"FBXO3",-1.063784925
"FBXO32",-0.18033228
"FBXO36",0.239185111
"FBXO42",1.44374345
"FBXO44",-0.247946189
"FBXO5",-0.045246341
"FBXO8",-1.086654475
"FBXW10",-0.1144555
"FBXW2",0.690835311
"FCGBP",0.054588892
"FCGR2A",-0.486916102
"FCGR2B",0.122805378
"FCHO1",-0.100906945
"FCRL3",-0.068844556
"FCRL4",0.045001949
"FDFT1",0.023281654
"FDPS",0.001416033
"FDPSL2A",-0.018288109
"FEM1B",0.306330333
"FEM1C",-0.027980565
"FER1L4",0.157916851
"FERD3L",-0.341693365
"FES",0.08502573
"FEV",0.586517763
"FEZ1",1.215524394
"FEZ2",0.537530374
"FEZF2",-0.065137884
"FGF1",-0.198130308
"FGF10",-0.079915045
"FGF13",0.301130488
"FGF19",0.320060374
"FGF2",-0.178237963
"FGF23",-0.479539742
"FGF5",-0.213354259
"FGFBP1",-0.084791896
"FGFR3",0.356829909
"FGFRL1",-0.391124352
"FGL2",-0.475386338
"FH",-0.235787339
"FHL2",-0.080278553
"FHOD3",3.076641565
"FIBP",-0.264957634
"FIGF",0.033970413
"FIGNL1",0.030696176
"FILIP1L",-3.421023104
"FIP1L1",0.13861729
"FIZ1",0.075222841
"FJX1",-0.616013321
"FKBP1B",-0.283525034
"FKBP3",0.053659588
"FKBP5",0.191029211
"FLCN",0.510119945
"FLG",-0.164722716
"FLI1",-0.218198992
"FLII",0.065221589
"FLJ00049",-0.049919757
"FLJ10038",0.483386098
"FLJ10159",-0.033497058
"FLJ10815",1.789860009
"FLJ11151",-0.330562038
"FLJ11171",0.084840143
"FLJ11184",0.414694796
"FLJ11236",0.001975862
"FLJ11292",0.384991443
"FLJ11783",0.413726097
"FLJ12886",0.588907584
"FLJ13195",-0.232649461
"FLJ14213",0.088436567
"FLJ14668",0.198504522
"FLJ14803",-1.160895391
"FLJ14959",-0.055226706
"FLJ16478",-0.432841211
"FLJ16542",-0.125114747
"FLJ20105",-0.174415241
"FLJ20273",-0.112501013
"FLJ20323",0.822376862
"FLJ20581",0.454074128
"FLJ20701",-0.743157124
"FLJ20920",-2.060296397
"FLJ21511",-3.379090273
"FLJ21767",-0.316290537
"FLJ21839",0.811066531
"FLJ21908",-0.632123341
"FLJ21963",-0.180174864
"FLJ22028",-0.207553919
"FLJ22374",0.289150951
"FLJ22662",0.927216141
"FLJ22675",0.278738415
"FLJ23588",0.306366648
"FLJ23861",-0.109310673
"FLJ25006",0.254852712
"FLJ25328",0.093154014
"FLJ25416",0.755915072
"FLJ25476",0.560139543
"FLJ25680",0.584270523
"FLJ25778",0.153929238
"FLJ25801",0.13206485
"FLJ31568",-0.050902188
"FLJ31715",-0.106930041
"FLJ31818",-0.597574798
"FLJ32679",0.399287532
"FLJ33590",-0.368930404
"FLJ34870",0.302132684
"FLJ35379",-0.014788954
"FLJ36070",0.438095576
"FLJ38359",-4.30637329
"FLJ38482",-0.174071192
"FLJ38576",-0.086991983
"FLJ38964",-0.283337044
"FLJ39378",-0.064716944
"FLJ40092",0.045225915
"FLJ40869",0.09794112
"FLJ43339",0.479128669
"FLNA",-0.82247638
"FLOT1",-0.388525582
"FLOT2",-0.445464539
"FLRT1",0.144876091
"FLRT2",0.09682506
"FLRT3",0.713428646
"FLT4",-0.861646986
"FMN1",-0.582836299
"FMNL2",-1.855732649
"FMO3",-0.39985276
"FMO4",-0.134952488
"FN3KRP",0.157481122
"FNBP1",-0.407944696
"FNDC3A",0.054041048
"FNIP1",0.09145262
"FNTA",0.088391961
"FOLR3",0.197025421
"FOS",0.880646416
"FOSB",-0.413071925
"FOSL1",0.333495808
"FOXA1",-0.594846313
"FOXA2",0.629540398
"FOXA3",-0.065021011
"FOXB1",-0.143924801
"FOXC1",-0.254335448
"FOXC2",-0.258980589
"FOXD1",0.844742078
"FOXD2",-0.204496706
"FOXD3",3.124129177
"FOXD4",-0.001181579
"FOXE1",0.050925822
"FOXE3",0.113473003
"FOXF1",-0.535787212
"FOXF2",0.29539961
"FOXG1B",0.143069284
"FOXH1",-0.398241849
"FOXI1",-0.508626804
"FOXJ1",0.263846758
"FOXJ2",-0.054774527
"FOXJ3",0.143431528
"FOXK1",-0.332535717
"FOXK2",-0.506206687
"FOXL1",0.318463876
"FOXM1",3.842255048
"FOXN1",0.13398702
"FOXN2",0.771598744
"FOXO1A",-0.164839399
"FOXO3A",0.171485435
"FOXP1",-1.260955876
"FOXP2",0.567881015
"FOXP3",0.248273883
"FOXP4",-0.003681509
"FOXQ1",-1.013870316
"FOXR1",-0.056666584
"FOXRED2",0.319388012
"FPGS",-0.709602581
"FRAT1",0.205064141
"FRMD4B",-0.37854084
"FRMD5",-0.281541455
"FRRS1",-0.069772493
"FRYL",-0.108528443
"FSD1",0.459655269
"FST",0.024932538
"FSTL1",0.428385034
"FSTL3",-0.038620711
"FTH1",0.205140268
"FTO",0.566585006
"FTS",-0.515379189
"FTSJ1",-0.772938492
"FTSJ2",-0.136787236
"FUBP1",1.362208661
"FUBP3",0.344062529
"FUCA1",-2.776108625
"FUS",-0.21516328
"FUT10",0.22619439
"FUT6",-0.378699518
"FVT1",-0.478775201
"FXYD1",-0.205048053
"FXYD2",-0.118271757
"FXYD3",0.450668765
"FXYD6",0.397018438
"FZD1",-0.743483959
"FZD10",0.157212012
"FZD2",0.731515172
"FZD3",-0.006215012
"FZD6",-0.42688892
"FZD9",0.188786241
"FZR1",0.177089194
"G3BP1",-0.648337277
"G3BP2",-0.42163042
"GAA",-0.23750454
"GAB1",-0.290908403
"GABARAPL1",-0.261350682
"GABARAPL3",-0.124211552
"GABPA",-0.100830228
"GABPB2",-1.225314008
"GABRA4",0.178817491
"GABRB3",-0.1863948
"GABRD",-0.50366303
"GABRE",-2.122276865
"GADD45A",0.468779856
"GADD45B",-0.420012276
"GAL",0.45741122
"GALC",-0.062682915
"GALE",-2.667033183
"GALK1",-0.881006239
"GALK2",0.471003737
"GALM",0.051066841
"GALNACT-2",-0.497156276
"GALNS",-0.080135235
"GALNT11",-0.459150574
"GALNT3",0.629080334
"GALNT5",1.140375992
"GALNT7",0.113126386
"GAPDH",-0.042291984
"GARNL4",-0.019036416
"GART",-0.076603812
"GAS2L3",0.222604735
"GAS6",-0.245280841
"GATA1",0.014044089
"GATA2",0.229478443
"GATA3",0.09191964
"GATA5",0.059554201
"GATA6",-0.428977282
"GATAD1",-0.02530129
"GATAD2A",2.936184995
"GATAD2B",-0.517867228
"GATS",0.084636394
"GBAS",-0.044232993
"GBE1",0.32830925
"GBP1",-1.745974471
"GBP2",-0.934151848
"GBP6",0.433522505
"GBX2",0.02691202
"GCET2",0.077069052
"GCH1",-0.341431854
"GCLC",2.125793369
"GCM1",1.070508893
"GCM2",0.100996986
"GCN5L2",-0.32287912
"GCNT1",0.109140006
"GCNT2",-0.391864489
"Gcom1",-0.487000318
"GCSH",0.191696727
"GDAP1L1",0.638591615
"GDF15",0.030432231
"GDF2",-0.40287923
"GDF6",-0.524037186
"GDF8",-0.069130391
"GDI2",0.243981122
"GDNF",0.474074534
"GDPD2",0.468815726
"GDPD3",-0.974545703
"GEFT",-0.244616408
"GEMIN8",0.467314281
"GENX-3414",-0.597723436
"GFAP",-0.281117546
"GFI1",0.136836908
"GFI1B",-0.463427369
"GFPT1",7.460832632
"GFRA1",-0.102025926
"GGA2",0.30845711
"GGA3",0.564049862
"GGT1",-0.366738239
"GGT2",-0.47273242
