"Gene","SP3"
"GGT6",-0.244581021
"GGTL3",0.048032234
"GHR",-0.074121936
"GHRH",0.077555311
"GINS1",0.208048071
"GINS3",-1.438764792
"GINS4",0.410648387
"GIPC3",0.327256238
"GIT1",0.368464027
"GJA12",0.515039422
"GJA5",0.186948838
"GJA7",0.289308854
"GJB2",0.132432643
"GJB6",1.814240325
"GK",0.317788729
"GLB1L",0.20422792
"GLCCI1",-0.390821834
"GLCE",-0.281074709
"GLDN",0.11108361
"GLI1",0.415051801
"GLI2",0.132699265
"GLI3",4.459014262
"GLIPR1",-0.29790272
"GLIS1",0.524073194
"GLIS2",-0.229490323
"GLIS3",0.096283479
"GLRA3",0.337532604
"GLRX",0.342759997
"GLRX2",0.039888436
"GLS",0.686845617
"GLT25D2",-0.533852479
"GLTP",0.113755896
"GLTSCR2",-3.137492668
"GLUL",0.874147201
"GM632",2.870956897
"GMCL1",0.955452069
"GMCL1L",-0.153748457
"GMDS",-0.223341844
"GMEB1",0.824783869
"GMEB2",0.239642013
"GMNN",-0.168063391
"GMPPB",-0.796790837
"GMPR",-0.071260844
"GMPR2",2.49e-05
"GNA11",-0.23733066
"GNA13",-0.139629967
"GNA15",-0.987568873
"GNAL",0.074828293
"GNAO1",-0.441540608
"GNAZ",-0.069518356
"GNB2L1",-0.076961281
"GNB5",0.130907229
"GNG11",0.417559201
"GNG2",-0.254777095
"GNPAT",0.316216925
"GNPDA1",0.075196725
"GNRH2",0.211762232
"GNRHR2",-0.041710118
"GNS",-0.091750229
"GOLGA8A",-0.539391428
"GOLGB1",-0.446469237
"GOLPH2",-0.317057451
"GOLPH3",2.77322107
"GOLPH3L",6.487305754
"GOLPH4",0.308384326
"GOLT1A",-0.442932434
"GOLT1B",-0.051727355
"GON4L",-1.441108486
"GORASP1",-0.020506924
"GORASP2",-0.178471103
"GOT2",0.087660202
"GPATCH2",-0.313485225
"GPBP1",-0.116877291
"GPBP1L1",-0.795240237
"GPC1",-0.177832505
"GPC2",0.757833478
"GPC4",-0.216707844
"GPC5",-0.3042628
"GPD1L",-0.343161081
"GPD2",-0.563937765
"GPHN",-0.157551443
"GPM6B",0.152467686
"GPNMB",-0.156663885
"GPR109A",0.558311843
"GPR109B",5.216645676
"GPR110",0.684291047
"GPR125",0.398506668
"GPR137C",0.02598944
"GPR153",-0.688523877
"GPR155",-0.413626835
"GPR157",-0.126682191
"GPR161",0.155214119
"GPR18",-0.088466407
"GPR180",-0.546011386
"GPR25",-0.567625562
"GPR37",-0.300839363
"GPR44",-0.118108512
"GPR50",0.167444276
"GPR64",-0.199585138
"GPR65",-0.00528902
"GPR88",-0.102648056
"GPRC5A",-1.135875201
"GPRC5B",0.324925306
"GPS2",0.262632738
"GPSM1",5.523472731
"GPT2",0.494695519
"GPX3",0.522384497
"GPX4",-0.021369018
"GRAMD1B",0.060631144
"GRAMD2",-0.260697983
"GRAMD3",-1.320411562
"GRB10",0.257623905
"GRB2",1.470473854
"GRHL1",-1.253092208
"GRHL3",0.304535574
"GRHPR",0.37105545
"GRIA4",0.327751894
"GRIN1",5.295109881
"GRIN2C",0.028401851
"GRIN3B",0.194300802
"GRINL1A",0.187781157
"GRK1",0.115490099
"GRK5",-0.446199269
"GRLF1",1.021374868
"GRM5",0.236015585
"GRM8",-0.625680828
"GRPEL2",0.659150633
"GRTP1",-0.31809385
"GSC",-0.065814115
"GSCL",-0.054082425
"GSG2",0.399829481
"GSH1",0.493500154
"GSH2",0.165323986
"GSK3B",0.004805803
"GSN",1.024828106
"GSR",1.491556335
"GSTA4",0.64524198
"GSTCD",0.003329116
"GSTM3",0.000311157
"GSTO1",-0.078528343
"GSTZ1",1.597254858
"GTDC1",-0.651176263
"GTF2A1",0.08232167
"GTF2A2",0.425474724
"GTF2B",0.502947638
"GTF2E1",1.218931764
"GTF2E2",1.159037945
"GTF2F1",-0.305397968
"GTF2F2",0.115478804
"GTF2H1",0.061509037
"GTF2H3",0.063796809
"GTF2H4",0.688331191
"GTF2H5",-0.177624904
"GTF2I",0.239052445
"GTF2IRD1",-0.771973973
"GTF2IRD2",-0.093710557
"GTPBP1",-2.627669477
"GTPBP3",0.978139291
"GTPBP4",0.033108467
"GTPBP6",-0.161574959
"GTSE1",1.756731811
"GUCY1A3",-0.864747627
"GUK1",-0.061640476
"GUP1",0.096241195
"GUSBL1",0.496691776
"GUSBP1",0.344293251
"GYG1",0.261469363
"GYG2",0.417691148
"GYLTL1B",1.326297535
"GZF1",-0.00168083
"H19",-0.00297195
"H1F0",-0.358818418
"H1FX",-0.097977967
"H2-ALPHA",0.547525272
"H2AFX",-0.568841425
"H2AFY",-0.20471
"H2AFY2",-0.398978424
"H6PD",-0.725156489
"HAAO",-0.477798779
"HAB1",-0.268355898
"HABP4",-0.477516947
"HACE1",-0.301325182
"HADHA",-0.111318961
"HAND1",0.453358183
"HAND2",0.02870112
"HAP1",-0.205826653
"HAPLN2",0.250914691
"HAPLN4",0.278620425
"HAS2",-0.215981782
"HAS3",-4.50287562
"HAT1",-0.179074572
"HAX1",-0.100411909
"HBEGF",0.062255866
"HBP1",-0.40035531
"HCFC1",-0.178881494
"HCFC2",-0.121254126
"HCG12",-1.852965233
"HCG27",0.177777239
"HCG3",0.055538859
"HCLS1",-0.389858268
"HCST",0.479525099
"HDAC1",0.12557254
"HDAC10",0.243881973
"HDAC11",0.135153062
"HDAC2",0.215437484
"HDAC3",-0.043377291
"HDAC4",-0.068285749
"HDAC5",0.173042437
"HDAC6",-1.16225646
"HDAC7A",3.116163758
"HDAC8",-0.28560752
"HDAC9",-0.559372812
"HDGF",0.126900287
"HEATR3",-0.004058075
"HEATR5A",-0.366154775
"HEBP2",0.119443511
"HECA",-0.217341071
"HEG1",-0.030388621
"HELLS",-0.049805461
"HEMK1",0.240765662
"HEPH",-1.332492681
"HERC3",-0.21529
"HERPUD1",0.018856355
"HERPUD2",-0.188966424
"HES1",0.192870174
"HES2",0.04572705
"HES4",0.243092956
"HES5",0.471602591
"HES6",0.294228295
"HESX1",-0.136671949
"HEXIM1",-0.203399027
"HEXIM2",-4.877678508
"HEY1",0.106974134
"HEY2",0.200790979
"HEYL",0.173708379
"HFE",0.169154326
"HGS",-0.860580734
"HGSNAT",-0.689508448
"HHEX",-0.062711739
"HIAT1",-0.383599359
"HIBCH",0.433517229
"HIC1",0.132019256
"HIC2",-0.406008777
"HIF1A",0.722093006
"HIF1AN",-0.184837064
"HIF3A",0.387098559
"HIGD2A",-1.057550967
"HILS1",0.055597325
"HINT1",-0.080013363
"HIP1",0.112052732
"HIP2",-2.746109865
"HIPK1",0.434044525
"HIPK2",1.617095971
"HIRA",-0.946078847
"HISPPD1",-0.969086605
"HIST1H1A",-0.459857599
"HIST1H1B",1.240120353
"HIST1H1C",0.04519594
"HIST1H1D",-1.628297005
"HIST1H1E",8.324717759
"HIST1H2AB",-0.040399279
"HIST1H2AH",-0.199378317
"HIST1H2AM",0.422187254
"HIST1H2BB",-0.074112146
"HIST1H2BE",0.473419501
"HIST1H2BG",0.135674263
"HIST1H2BM",0.308839977
"HIST1H3A",0.050219573
"HIST1H3B",0.147530609
"HIST1H3D",0.701466105
"HIST1H3E",0.020202604
"HIST1H4A",0.413696935
"HIST1H4B",-0.523209904
"HIST1H4D",-1.501755748
"HIST1H4H",0.458640514
"HIST1H4L",-0.444576687
"HIST2H2AA4",0.187763218
"HIST2H2AB",0.472338024
"HIST2H2BE",-0.214885911
"HIST3H2A",0.299536925
"HIVEP1",-0.310860291
"HIVEP2",-0.371921444
"HIVEP3",0.303024506
"HK1",0.306974341
"HK2",0.282511626
"HKR1",0.040472074
"HLA-DMB",-0.058079955
"HLA-DQA1",-0.351682145
"HLA-DQA2",-0.059271496
"HLCS",0.503272335
"HLF",0.185674687
"HLTF",-0.216898128
"HLX1",0.18952354
"HLXB9",-0.018239164
"HMBOX1",-0.382863249
"HMG20A",-0.382319962
"HMG20B",-0.862312842
"HMG2L1",-0.586468345
"HMGA1",-0.332127223
"HMGA2",-0.043656004
"HMGB1",-0.281170286
"HMGB2",-0.034172509
"HMGCL",0.768129627
"HMGCR",0.211053789
"HMGCS1",0.262672479
"HMGN2",-0.057971606
"HMGN4",0.003645877
"HMHB1",1.032695622
"HMOX1",-0.553852122
"HMX1",0.268052694
"HMX2",-0.063829417
"HN1L",-0.382689825
"HNF4A",-0.064900334
"HNF4G",-0.377421449
"HNMT",-0.139404844
"HNRPA1",-0.114347486
"HNRPAB",-0.149186759
"HNRPD",-0.991293675
"HNRPDL",-1.031664159
"HNRPH2",0.807671935
"HNRPUL1",-0.287789939
"HNT",0.158512465
"HOOK1",0.213098387
"HOP",-3.207921147
"HOXA1",-0.214948384
"HOXA10",0.131336264
"HOXA11",0.027554325
"HOXA13",-0.052171346
"HOXA2",0.289910415
"HOXA3",-0.023053939
"HOXA4",0.12842309
"HOXA5",0.105827526
"HOXA6",0.264229956
"HOXA7",-1.332918739
"HOXA9",0.551840963
"HOXB1",0.006347899
"HOXB13",-0.164710193
"HOXB2",0.235073163
"HOXB3",0.178883492
"HOXB4",0.099414377
"HOXB5",0.118735452
"HOXB6",0.13200046
"HOXB7",-0.046911122
"HOXB8",-0.055036073
"HOXB9",0.39729921
"HOXC10",0.073599127
"HOXC11",0.037643518
"HOXC12",0.042285157
"HOXC13",0.028048504
"HOXC4",-0.150071436
"HOXC5",-0.253987901
"HOXC6",0.046413654
"HOXC8",-0.076714618
"HOXC9",1.33224653
"HOXD1",-0.503525837
"HOXD10",0.167220422
"HOXD11",-0.056190468
"HOXD12",-0.111286231
"HOXD13",-0.776193413
"HOXD3",0.077180582
"HOXD4",0.065496256
"HOXD8",-0.088918366
"HOXD9",-0.471863882
"HPCA",0.278318758
"HPGD",0.147976122
"HPRT1",-0.530018344
"HPS4",1.589409547
"HPSE",-0.242395765
"HPX",0.181611667
"HR",-0.950304978
"HRH1",0.775873134
"HRSP12",-0.173072543
"HS1BP3",0.126995003
"HS3ST1",-4.81799322
"HS3ST2",-0.557466287
"HS3ST3B1",-0.676312139
"HS3ST4",-0.069027738
"HSBP1",0.286384932
"HSD17B1",-1.336884873
"HSD17B2",-0.053804114
"HSD17B4",2.248432273
"HSD17B6",-0.142650653
"HSD17B8",1.343498083
"HSF1",-0.211963798
"HSF2",-0.200278171
"HSF4",-0.059075993
"HSF5",0.033701097
"HSFX1",-0.840108142
"HSP90B1",-0.416926892
"HSPA12A",-0.422764905
"HSPA2",1.679260283
"HSPA4L",-1.502347027
"HSPA5",-0.625802263
"HSPA8",-0.051209059
"HSPA9",-0.011974112
"HSPB1",0.10041019
"HSPB2",0.346583037
"HSPB8",-0.850664054
"HSPBAP1",0.44041232
"HSPC105",-0.244108445
"HSPC159",0.457489429
"HSPC171",-0.39441635
"HSPH1",-0.20024246
"HSU79275",0.723527716
"HSZFP36",-0.060879542
"HTATIP",-1.619089097
"HTATIP2",0.583449191
"HTATSF1",0.009806904
"HTR1A",-0.278065889
"HTR1B",-0.953611873
"HTR1D",-0.646466532
"HTR2C",-0.212548025
"HTR7",-0.6832188
"HTRA1",-0.517823635
"HTRA3",0.339172054
"HUS1",-0.035311709
"HYAL1",0.123260963
"HYI",-0.419858144
"HYOU1",-0.714132508
"IBRDC2",-2.051491855
"IBRDC3",-0.420242315
"ICAM1",-0.402594808
"ICAM5",0.149563753
"ICK",0.54579432
"ID1",0.137668359
"ID2",-0.40266677
"ID3",2.112351186
"ID4",-0.479119076
"IDE",-1.269782994
"IDH2",-0.011382118
"IDH3A",-0.904449429
"IDH3B",-0.346781687
"IDI1",0.311238489
"IDUA",-0.009785274
"IER2",-0.006409347
"IER3",0.051962272
"IFI16",-0.009651954
"IFI30",0.431713925
"IFIT1",0.116738225
"IFIT2",0.135231542
"IFITM1",-0.566302298
"IFITM2",-0.434804773
"IFNAR2",0.239561734
"IFNB1",0.045969406
"IFNG",0.012785373
"IFNGR2",-2.364912689
"IFNK",0.084073631
"IFRD1",-2.629377948
"IFRD2",-0.218631302
"IFT20",-0.093742352
"IFT57",0.048553303
"IFT80",-0.221115698
"IFT81",0.012756124
"IFT88",-0.252957977
"IGBP1",-0.612252532
"IGF1",0.507178098
"IGF1R",0.182542732
"IGF2",-0.712696498
"IGF2BP2",-0.011747248
"IGF2BP3",-0.255784217
"IGFBP2",-0.189481147
"IGFBP3",-0.045611229
"IGFBP4",-0.163009853
"IGFBP5",-0.468553403
"IGFBPL1",-0.543515876
"IGFL2",-0.780088016
"IGHD",-0.349138145
"IGHMBP2",-0.056998191
"IGSF1",0.14050671
"IGSF22",-0.035397311
"IGSF4",0.724491326
"IGSF4C",-0.020569894
"IHPK1",-0.015727887
"IK",0.178399678
"IKBKAP",0.020302339
"IKBKB",0.050856933
"IKBKE",0.010891318
"IKBKG",0.045440052
"IKZF1",-0.067033164
"IKZF2",-1.929505632
"IKZF3",-0.062110992
"IKZF4",0.224475043
"IKZF5",-0.029888338
"IL10",-0.394734981
"IL11",0.445585025
"IL12B",-0.244715448
"IL12RB1",0.129526098
"IL16",-0.539332007
"IL17A",-0.563161889
"IL17F",0.071183509
"IL17RB",-0.520572342
"IL17RC",-0.447099535
"IL17RD",-0.254886353
"IL1B",0.257623528
"IL1F5",-0.811224309
"IL1F7",0.457004746
"IL1F9",-0.959374215
"IL1R1",0.1151606
"IL1R2",-0.529821934
"IL1RAP",-0.253578559
"IL1RAPL1",-0.045312296
"IL1RL1",-0.01052569
"IL1RN",0.245265628
"IL2",-0.090452648
"IL20",-0.465158589
"IL20RA",-0.203976673
"IL20RB",-0.184173348
"IL22",-0.143551748
"IL24",-0.65528484
"IL25",-0.056375214
"IL29",-0.57775202
"IL31RA",-0.056622972
"IL32",-0.456057657
"IL33",-0.16504777
"IL4",-0.0726813
"IL4I1",-0.151960547
"IL5",0.053258782
"IL5RA",0.247776752
"IL6",-2.188811732
"IL6R",1.147994123
"IL7R",0.605810422
"IL8",-2.382173707
"IL8RA",0.04833113
"ILF2",0.040701492
"ILF3",-0.292200744
"IMPA2",-0.421557894
"IMPACT",2.645081911
"IMPDH1",-0.264204038
"IMPDH2",-0.324538864
"INA",-0.703417058
"INADL",-0.060743413
"INCA",0.113742755
"ING1",-0.477710838
"ING2",0.096240134
"ING3",-0.078303638
"ING4",0.361367993
"ING5",0.114872459
"INHBA",2.442031396
"INOC1",-0.753991206
"INPP4B",6.351946821
"INPP5F",-0.544633371
"INS",0.271227941
"INSIG1",0.171062628
"INSIG2",-1.138390696
"INSL5",0.537002921
"INSM1",-0.379701102
"INSM2",0.249454067
"INSR",0.26728352
"INTS6",-0.680106677
"INTS8",-0.668425102
"INTU",-0.28574313
"IPMK",0.359319391
"IPO13",0.178816342
"IPO7",2.521188497
"IPO9",0.467492128
"IPP",-0.022200235
"IPPK",-1.506435651
"IQCK",-0.344386213
"IQGAP3",-0.041504485
"IQSEC1",0.073677818
"IQSEC3",0.462745626
"IQWD1",-1.996573877
"IRAK1",-0.062832632
"IRAK1BP1",0.22020934
"IRAK2",0.275491996
"IRAK3",-0.254158431
"IRAK4",-0.091351184
"IRF1",0.108340483
"IRF2",0.003949344
"IRF2BP1",0.232904733
"IRF2BP2",0.111990836
"IRF3",0.087217779
"IRF4",0.002516673
"IRF5",-0.205792924
"IRF6",0.580360458
"IRF7",-0.637305943
"IRF8",-0.079501092
"IRGC",0.523630111
"IRS1",-0.099396412
"IRS2",-0.218167092
"IRX1",0.358832554
"IRX2",0.527436727
"IRX3",-1.745464827
"IRX4",-0.107034545
"IRX5",-0.559545154
"IRX6",-0.033904108
"ISGF3G",-0.644515349
"ISL1",0.065669778
"ISL2",0.0228236
"ISOC1",1.335630446
"ISX",-0.050395029
"ISYNA1",-0.326366863
"ITFG2",0.288249301
"ITGA6",-0.106244866
"ITGB1BP3",0.10221247
"ITGB3BP",1.317021402
"ITGB6",-0.602782156
"ITGB7",-0.932060418
"ITGB8",-0.392009426
"ITGBL1",-0.649866148
"ITIH2",0.205039194
"ITIH4",-0.394835458
"ITIH5L",0.658636038
"ITM2A",1.28898499
"ITM2B",0.671037817
"ITPKA",0.137620983
"ITPKB",0.098774783
"ITPKC",0.103371169
"ITPR3",-0.285909631
"ITSN1",0.40728145
"IVL",0.333797283
"IVNS1ABP",1.069014779
"IXL",-0.008201915
"JAG1",0.92629146
"JAK1",-0.562278912
"JAK2",-0.236061563
"JARID1A",0.350478308
"JARID1B",1.064249048
"JARID1C",0.212563383
"JARID1D",-0.278414092
"JARID2",0.536475612
"JAZF1",-0.172613583
"JDP2",-0.762825429
"JMJD1A",-0.18887784
"JMJD1B",-1.083237892
"JMJD1C",0.212747714
"JMJD2A",0.203687186
"JMJD2C",-0.855751313
"JMJD2D",0.20924722
"JMJD3",-0.007598033
"JMY",0.257037473
"JOSD1",-0.074009564
"JOSD3",0.70076473
"JPH1",-0.051139162
"JPH2",-0.043895721
"JRK",-0.319023003
"JRKL",-0.468913322
"JUN",-0.734813121
"JUP",0.076004117
"KAL1",-0.071273967
"KATNAL1",-0.297839462
"KAZALD1",0.097403397
"KBTBD10",0.177623805
"KBTBD11",0.033706999
"KBTBD4",0.269738177
"KCMF1",0.103855335
"KCNA1",-0.066018571
"KCNAB2",0.105845763
"KCNB1",-0.051890809
"KCND1",-0.010613609
"KCNG2",-0.220949366
"KCNH1",-0.020506499
"KCNH2",-0.517319916
"KCNH3",-0.420569983
"KCNH4",0.486948107
"KCNH5",-0.075920198
"KCNH6",-0.207862269
"KCNH7",-0.049008546
"KCNH8",-0.05237887
"KCNIP3",-0.188602337
"KCNJ15",-1.567792007
"KCNK1",0.12207658
"KCNK15",0.227488099
"KCNK7",-0.117350641
"KCNMA1",-0.099367017
"KCNMB3",0.082860328
"KCNMB4",-0.768729057
"KCNN1",0.045584182
"KCNN4",-0.209932399
"KCNQ3",-0.358768259
"KCNQ5",0.395013785
"KCNRG",0.211678445
"KCNS3",-0.482996272
"KCNT1",0.021833978
"KCNV2",0.364826037
"KCTD1",-0.230036949
"KCTD10",-0.93226367
"KCTD12",0.016827582
"KCTD14",0.150793057
"KCTD15",0.465629026
"KCTD17",-0.08703264
"KCTD5",-2.101470107
"KDELC1",-0.024798714
"KDELC2",0.040421781
"KDELR3",-0.524298937
"KEAP1",-0.236974973
"KGFLP1",-0.487282003
"KHDRBS1",-0.036135484
"KHDRBS2",-0.046973795
"KHDRBS3",-0.104404064
"KHSRP",0.372060659
"KIAA0020",-0.007859217
"KIAA0100",-0.054899119
"KIAA0101",-0.333695795
"KIAA0125",-0.012221673
"KIAA0141",2.309312998
"KIAA0143",0.546259162
"KIAA0146",-1.049866946
"KIAA0182",-0.147409094
"KIAA0232",-3.143676498
"KIAA0241",-0.066174833
"KIAA0265",-0.068181122
"KIAA0274",-0.395112031
"KIAA0284",-0.072765122
"KIAA0310",-0.011809718
"KIAA0355",2.130693235
"KIAA0404",0.499960621
"KIAA0430",-2.6029488
"KIAA0494",0.074886336
"KIAA0515",0.177938323
"KIAA0556",0.177416744
"KIAA0586",-3.36390378
"KIAA0692",-0.936036544
"KIAA0738",0.071993404
"KIAA0746",-0.929845184
"KIAA0776",1.118160636
"KIAA0802",0.829898361
"KIAA0828",0.331675053
"KIAA0841",0.106146306
"KIAA0907",-0.451359459
"KIAA1005",0.038429
"KIAA1147",-0.331872469
"KIAA1155",-0.409700267
"KIAA1199",0.548153883
"KIAA1305",0.274753243
"KIAA1324",0.388943388
"KIAA1333",-0.343039109
"KIAA1370",-0.371870306
"KIAA1394",0.288242825
"KIAA1411",-0.370448302
"KIAA1414",-0.322038131
"KIAA1443",0.575242847
"KIAA1450",-0.19276453
"KIAA1462",-0.230710285
"KIAA1467",0.227474494
"KIAA1468",-0.898473152
"KIAA1505",-0.283653521
"KIAA1522",-0.070422429
"KIAA1524",0.139660579
"KIAA1529",-0.073490223
"KIAA1546",-0.044603155
"KIAA1609",-0.154621291
"KIAA1618",1.46583193
"KIAA1622",-0.11245207
"KIAA1632",-0.249817369
"KIAA1655",0.395147466
"KIAA1666",-0.28005195
"KIAA1688",0.09435645
"KIAA1706",0.184484514
"KIAA1713",0.464382155
"KIAA1718",-0.207411122
"KIAA1727",-0.452860132
"KIAA1729",-0.755882685
"KIAA1731",0.146373182
"KIAA1751",0.21417642
"KIAA1754L",0.217374016
"KIAA1772",0.000744259
"KIAA1794",0.673307197
"KIAA1822",-0.500224358
"KIAA1841",-0.188913385
"KIAA1856",-0.011736368
"KIAA1881",0.114978591
"KIAA1913",0.595665041
"KIAA1914",0.519213765
"KIAA1920",0.370795992
"KIAA1946",-0.140545875
"KIAA1949",-0.611328406
"KIAA2013",-0.156923408
"KIAA2018",0.108178244
"KIF1A",0.150597332
"KIF20A",-0.236340764
"KIF23",-0.00529058
"KIF24",0.343118878
"KIF26A",0.069697494
"KIF27",0.146965838
"KIF5A",-0.408635753
"KIF5B",-1.181206273
"KIFAP3",0.988848721
"KIFC3",0.603749973
"KIR2DL4",-0.592253818
"KIR3DL1",0.31914701
"KIRREL",0.408673452
"KIRREL2",0.213915204
"KISS1",-0.583043976
"KISS1R",-2.60971306
"KITLG",0.202554169
"KL",-0.283028879
"KLF1",0.269152668
"KLF10",4.661348749
"KLF11",0.260258571
"KLF12",-0.428176461
"KLF13",0.068909497
"KLF14",0.569383498
"KLF15",0.520822298
"KLF16",-0.558145338
"KLF17",-0.031912619
"KLF2",-0.023648283
"KLF3",-0.144479157
"KLF4",-3.034802826
"KLF5",1.003879561
"KLF6",-0.420924589
"KLF7",-0.206078574
"KLF8",-0.692473551
"KLF9",-0.481891177
"KLHDC1",0.144336342
"KLHDC2",-0.180682797
"KLHDC3",0.577860656
"KLHDC5",-0.104061519
"KLHDC8B",-0.299560195
"KLHL11",0.063455992
"KLHL12",0.009464058
"KLHL13",-0.141902845
"KLHL14",-0.159467284
"KLHL15",0.320398243
"KLHL20",0.251518751
"KLHL21",-0.257565422
"KLHL24",0.232532735
"KLHL4",0.282181655
"KLHL7",-0.149371355
"KLHL8",-0.086726907
"KLHL9",0.75125884
"KLK10",0.344987055
"KLK11",0.180235812
"KLK15",-0.12392195
"KLK4",-0.806672846
"KLK5",0.337937104
"KLK7",0.4273382
"KLK8",0.166240645
"KMO",0.323958086
"KNS2",0.113144242
"KNTC1",0.363889014
"KPNA2",-0.085929793
"KPNA3",-0.280675308
"KPNB1",-0.278706173
"KRAS",0.142454205
"KRCC1",1.059524684
"KRR1",-0.583332332
"KRT1",0.102133436
"KRT10",0.000822669
"KRT12",-0.015283057
"KRT13",0.170014616
"KRT14",-0.024404407
"KRT15",0.027694118
"KRT16",0.109410495
"KRT17",0.011300283
"KRT18",0.103181052
"KRT19",0.336445214
"KRT2",-0.006402895
"KRT20",0.177660673
"KRT23",2.450113429
"KRT24",0.101038403
"KRT25",0.271764993
"KRT26",-0.124953501
"KRT27",0.553665988
"KRT28",0.04770041
"KRT3",1.244621989
"KRT31",0.59551318
"KRT32",-0.301949838
"KRT33A",-0.089076072
"KRT33B",0.018721927
"KRT34",-6.323137265
"KRT35",-0.558520647
"KRT36",0.246936838
"KRT37",0.252056145
"KRT38",-0.076475552
"KRT4",0.027440126
"KRT40",-0.084569442
"KRT5",-0.016899698
"KRT6B",0.026825063
"KRT6C",0.028265454
"KRT6E",0.07616856
"KRT6L",0.445731158
"KRT7",0.519128805
"KRT71",-0.039399322
"KRT72",-0.333429226
"KRT73",0.075126402
"KRT74",0.205762134
"KRT75",0.104513339
"KRT76",0.000365292
"KRT77",-0.033187593
"KRT78",-0.247020638
"KRT8",-2.662463193
"KRT80",3.222436166
"KRT81",-0.33941114
"KRT82",-0.355088601
"KRT83",-0.515210846
"KRT85",-0.882704041
"KRT86",-0.285341808
"KRT9",-0.547148621
"KRTAP1-1",0.145625465
"KRTAP1-3",-0.111296492
"KRTAP1-5",-0.455277426
"KRTAP10-10",1.787985183
"KRTAP11-1",-0.783000438
"KRTAP12-1",0.35152939
"KRTAP12-2",0.123075636
"KRTAP13-1",-0.720316709
"KRTAP13-2",-0.320453015
"KRTAP13-3",-0.231635506
"KRTAP13-4",-0.752125495
"KRTAP15-1",-0.422801293
"KRTAP17-1",0.575352982
"KRTAP19-1",-0.699728265
"KRTAP2-1",-1.233797143
"KRTAP2-4",-0.091033561
"KRTAP3-1",-0.352040359
"KRTAP3-2",-0.157092394
"KRTAP3-3",0.004294582
"KRTAP4-10",-0.065865897
"KRTAP4-12",0.226146561
"KRTAP4-14",-1.013329276
"KRTAP4-2",0.463833081
"KRTAP4-3",-0.042590816
"KRTAP4-4",-0.063012122
"KRTAP4-5",0.309328389
"KRTAP4-7",-0.088651272
"KRTAP5-9",-0.866134096
"KRTAP6-3",0.07902943
"KRTAP7-1",0.090513828
"KRTAP8-1",0.175068527
"KRTAP9-2",-0.684370702
"KRTAP9-3",-0.066218329
"KRTAP9-4",-0.068052062
"KTN1",-0.178812288
"KY",0.05557058
"L3MBTL2",0.128020639
"L3MBTL3",0.087282276
"L3MBTL4",-0.07902743
"LAIR1",0.317215011
"LAMA2",-0.135084822
"LAMA3",-1.083445255
"LAMA4",-0.560168289
"LAMB3",-0.110035008
"LAMP1",-0.087071409
"LAMP2",1.849056378
"LANCL1",-0.221644744
"LAPTM4A",0.077955439
"LAPTM4B",0.074355808
"LAPTM5",0.03011075
"LAS1L",-0.261101791
"LASS2",1.073415135
"LASS3",-0.786419961
"LASS4",-0.355282722
"LASS5",-0.525824627
"LASS6",-0.380875383
"LAT2",0.183098024
"LATS2",0.207178033
"LAYN",-0.681339423
"LBH",4.306153121
"LBR",-0.356558355
"LBX1",-0.376084786
"LBX2",-0.575669231
"LCE1A",0.071509328
"LCE1B",-0.064355601
"LCE1C",-0.237185665
"LCE1D",-0.349892929
"LCE1E",0.222632941
"LCE1F",0.615053859
"LCE2A",0.308473624
"LCE2B",1.009521979
"LCE2C",0.603610206
"LCE2D",2.275763062
"LCE3A",-0.254879889
"LCE3B",0.04916175
"LCE3C",0.04910905
"LCE3D",1.338171209
"LCE3E",-0.042783173
"LCE4A",-0.317523641
"LCE5A",-0.495341258
"LCMT1",0.074347288
"LCMT2",-0.678936492
"LCOR",0.049993914
"LCORL",-0.001787308
"LCP1",-1.396883049
"LDB1",0.520050357
"LDHA",0.065557621
"LDHC",0.760405346
"LDLR",-2.779567983
"LEF1",-0.110758106
"LELP1",0.075939122
"LEO1",0.097122423
"LGALS1",-0.276404283
"LGALS7",-0.239847936
"LGALS9",0.724146192
"LGI2",0.359564601
"LGMN",-0.212605755
"LGR4",0.734496145
"LGTN",-1.995398653
"LHFPL2",-0.13829209
"LHPP",0.428766339
"LHX1",1.434332883
"LHX2",-0.177116411
"LHX3",-0.057261836
"LHX4",-0.055378326
"LHX5",-0.017322202
"LHX6",0.385621557
"LHX9",-0.333547912
"LIF",-0.212788179
"LILRB4",0.20809973
"LIMD1",-0.154639841
"LIMS1",-0.81858464
"LIMS3",-0.094911971
"LIN28B",-0.049642568
"LIPA",0.246098139
"LIPG",0.896077938
"LIPH",-0.617143483
"LITAF",-0.817210079
"LIX1L",-0.024300167
"LLGL2",1.546631256
"LMAN2",-0.062535331
"LMAN2L",1.089913483
"LMBR1",-0.214780009
"LMCD1",0.335566292
"LMO2",0.246057833
"LMO3",-0.06611462
"LMO4",0.239611724
"LMO6",0.157617788
"LMO7",-1.657053131
"LMX1A",-0.258394418
"LMX1B",-0.338389159
"LNX2",-0.081481006
"LOC123688",-0.187496488
"LOC124976",-0.678765003
"LOC128977",0.170569335
"LOC144233",3.729231686
"LOC146909",2.002644864
"LOC147804",-0.605260838
"LOC150223",-0.050373302
"LOC152485",0.031330303
"LOC152719",0.424018198
"LOC153222",0.079302054
"LOC153346",-0.43387392
"LOC161635",-0.951011613
"LOC163233",0.093043545
"LOC200312",-0.474139175
