"","Gene","KLF","ZNF","ACTL","GRHL","MLL2","SNAI2_Over","SNAI2_Knockdown","DMNT1","CBX4_Over","CBX4_Knockdown","MAFB1","MPZL3","FDXR","TINCR"
"9619","FLJ23188",0.049245767,-0.060546359,0.0641818540824826,NA,NA,0.239021865323911,-0.078493966015542,-0.277837718341114,NA,NA,-0.092608512776623,NA,NA,-0.124455237878521
"9620","FLJ23189",-0.334503573,-0.288584425,0.0781678654724715,NA,NA,-0.684206297585233,0.447175651451639,-0.452656188510013,NA,NA,-0.00952723545098322,NA,NA,0.118473318099632
"9621","FLJ23191",-0.146505932,0.009469528,0.0137282693961207,NA,NA,-0.444201675295528,-0.192671699516053,0.036459935936021,NA,NA,-0.0119783234492549,NA,NA,-0.00221069034661298
"9622","FLJ23209",0.00449261,-0.001949174,-0.00379924350052325,NA,NA,-0.995433618333156,0.00635356748838908,0.0970404829550815,NA,NA,-0.0182615096463292,NA,NA,-0.0935284136118302
"9623","FLJ23221",0.012423595,0.044984766,0.101231113631349,NA,NA,-0.859783588224111,0.172430251038204,1.11688652752311,NA,NA,-0.00214757350176275,NA,NA,0.254716955132503
"9624","FLJ23229",-0.058066803,-0.005734807,0.131635852138296,NA,NA,-0.492355978128234,-0.0538298128471547,-0.152154439176905,NA,NA,0.0475394824851701,NA,NA,-0.0400964731703498
"9625","FLJ23231",-0.051352304,0.02469377,0.0304304252199995,NA,NA,-1.29417343093168,0.59303489550864,-0.744192844936956,NA,NA,0.0362793872081358,NA,NA,0.231369522345014
"9626","FLJ23233",0.105040257,-0.035765787,0.0494416299905183,NA,NA,-0.858158901462116,0.14086185576336,0.774649645595619,NA,NA,0.0127235763312072,NA,NA,-0.0310448207906796
"9627","FLJ23235",0.094709627,-0.10107666,-0.0936605193400131,NA,NA,-2.55033159743066,0.518333831471928,-0.342525366167741,NA,NA,-0.0769994524176077,NA,NA,0.251542228755696
"9628","FLJ23239",-0.024460915,-0.017648144,-0.00468226953087955,NA,NA,-0.791834320332431,0.0391425310779792,-0.400663737029581,NA,NA,0.058244152837439,NA,NA,0.206148820832394
"9629","FLJ23251",-0.029556509,-0.036748788,0.0106612396492032,NA,NA,-0.597027491862717,-0.073876047053935,0.00947608902493446,NA,NA,0.10135140814467,NA,NA,-0.224543555164913
"9630","FLJ23259",-0.020516843,0.384083509,0.277021303481465,NA,NA,-0.257871965425671,0.392161479679733,0.147650026856654,NA,NA,0.0130150485132135,NA,NA,-0.0349429450238748
"9631","FLJ23263",0.089437297,0.017824315,0.0218601617203102,NA,NA,-0.492228140336532,-0.370202695533607,0.286389777965874,NA,NA,0.0485240050417864,NA,NA,0.132689917185855
"9632","FLJ23282",0.018368495,-0.01475126,-0.0433017160483716,NA,NA,-0.819193915391237,0.127737628240636,-0.268873300048889,NA,NA,-0.0655877957467324,NA,NA,0.310245866807862
