"Gene","NOTCH3"
"SLC6A18",0.3179
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",0
"SLC6A8",-1.3709
"SLC6A8",2.0261
"SLC6A9",0
"SLC7A1",0
"SLC7A10",0.0924
"SLC7A11",-0.0755
"SLC7A13",0
"SLC7A14",0
"SLC7A2",-0.1333
"SLC7A3",0
"SLC7A4",0
"SLC7A5",-0.3011
"SLC7A6",-0.1791
"SLC7A6",-0.387
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",-2.4438
"SLC7A9",0
"SLC8A1",0.1423
"SLC8A1",0.0933
"SLC8A2",0.0562
"SLC8A3",0
"SLC8B1",0
"SLC9A1",0
"SLC9A2",0
"SLC9A3",-0.1093
"SLC9A3R1",-0.4111
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0.2671
"SLC9A6",0
"SLC9A7",0
"SLC9A8",0
"SLC9A9",0.6868
"SLC9A9",-0.0792
"SLC9B2",0
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0.1367
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",0.7353
"SLCO3A1",-0.0987
"SLCO4A1",-0.2747
"SLCO4C1",0.1371
"SLCO4C1",-0.2517
"SLCO5A1",0.1552
"SLCO6A1",0
"SLF1",0
"SLF2",0
"SLFN11",-0.4207
"SLFN12",0
"SLFN13",0
"SLFN14",0
"SLFN5",-0.1818
"SLFNL1",0
"SLIRP",0
"SLIT1",0
"SLIT2",0
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",-0.077
"SLK",0
"SLMAP",0
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",-0.086
"SLPI",-0.0743
"SLTM",-0.183
"SLTM",-3.5316
"SLU7",0
"SLURP1",0.1868
"SLX1B",0
"SLX4",0
"SLX4IP",0
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",-0.0993
"SMAD1",-0.059
"SMAD2",0.1399
"SMAD3",-0.3454
"SMAD3",-0.5982
"SMAD4",0.0428
"SMAD5",-0.0867
"SMAD6",-0.4908
"SMAD7",-0.2585
"SMAD9",0.0735
"SMAGP",0
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",0
"SMAP2",0
"SMARCA1",-3.1825
"SMARCA2",0.1315
"SMARCA2",-0.2591
"SMARCA4",-0.1777
"SMARCA4",0.0293
"SMARCA5",-0.721
"SMARCA6",0
"SMARCAD1",-0.5576
"SMARCAL1",1.1181
"SMARCB1",-0.1748
"SMARCC1",0.1434
"SMARCC1",-0.3518
"SMARCC2",-0.0379
"SMARCC2",-0.2736
"SMARCD1",0.0317
"SMARCD1",-1.8742
"SMARCD2",0.0826
"SMARCD3",0.3926
"SMARCE1",0
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",-1.1488
"SMC1A",0.281
"SMC2",0
"SMC3",0
"SMC4",0
"SMC5",0
"SMC6",0.8772
"SMCHD1",0
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",-0.0925
"SMCR7",0
"SMCR7L",-0.9393
"SMCR7L",0.0933
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",0
"SMG5",-4.9813
"SMG6",0
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",1.4624
"smoc1",0
"SMOC1",0.8535
"SMOC1",0.0943
"SMOC2",0
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",0
"SMPD3",0
"SMPD4",0
"SMPDL3A",-0.4572
"SMPDL3A",-0.4382
"SMPDL3B",-0.6116
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",-0.3231
"SMURF1",-0.1101
"SMURF2",-0.5775
"SMURF2",-0.3808
"SMYD1",0.0703
"SMYD2",0
"SMYD3",-0.1833
"SMYD3",-4.0074
"SMYD4",0.4626
"SMYD4",0.2034
"SMYD5",-0.0583
"SN",0
"S0.0G1",-0.052
"S0.0I1",0
"S0.0I2",0.3745
"S0.0I3",0
"S0.0P23",-1.1179
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",-1.1211
"S0.0PC2",-0.8031
"S0.0PC3",-0.6705
"S0.0PC4",-0.0651
"S0.0PC4",-0.3813
"S0.0PC5",-3.2518
"S0.0PC5",0.3756
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0.3435
"SNCG",0
"SND1",-0.1193
"SND1-IT1",0
"SNED1",0
"SNF1LK",-0.5515
"SNF1LK",-1.0329
"SNF1LK",-3.855
"SNF8",-0.1896
"SNFT",-0.103
"SNHG5",0
"SNHG8",-0.5489
"SNIP1",-0.0157
"SNIP1",-0.234
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",-0.4449
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",-0.0169
"SNRK",0.2552
"SNRK",0.2097
"SNRNP200",0
"SNRNP25",0
"SNRNP27",0
"SNRNP35",0
"SNRNP40",0
"SNRNP48",0
"SNRNP70",0
"SNRPA",-0.9949
"SNRPA",-1.0603
"SNRPA",-0.3359
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",0
"SNRPD2",-0.0828
"SNRPD3",0
"SNRPE",0
"SNRPEP2",0
"SNRPF",0
"SNRPG",0
"SNRPN",-0.4012
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",2.0746
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",0
"SNURF",0.0074
"SNURFL",0
"SNW1",0.3384
"SNX 3A",0
"SNX1",0.131
"SNX10",0
"SNX11",-0.9379
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",0
"SNX17",1.4329
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",0
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",0.4266
"SNX5",0
"SNX6",-0.0763
"SNX7",0
"SNX8",0
"SNX9",-0.3272
"SNX9",2.077
"SOAT1",0.3189
"SOAT1",-0.4885
"SOAT1",-0.0495
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",-0.0145
"SOCS1",0.4021
"SOCS2",2.9096
"SOCS2",-0.604
"SOCS3",-0.5199
"SOCS3",-0.0095
"SOCS4",0
"SOCS5",-0.33
"SOCS5",-0.1579
"SOCS6",0
"SOCS7",0
"SOD1",0
"SOD2",0.9557
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0.1028
"SOHLH1",-0.038
"SOHLH2",-0.0058
"SOHLH2",-0.1502
"SOLH",0
"SON",0
"SORBS1",0.0861
"SORBS1",-0.0072
"SORBS1",-0.5189
"SORBS2",0
"SORBS3",-4.5807
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",0
"SORL1",0
"SORT1",-1.2913
"SORT1",-0.6187
"SOS1",-0.3672
"SOS2",0
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0.1012
"SOX1",-1.245
"SOX10",-0.1729
"SOX10",-0.4937
"SOX11",0.6101
"SOX11",0.5415
"SOX12",0.191
"SOX12",-0.3457
"SOX13",-0.005
"SOX14",0.098
"SOX15",-0.2179
"SOX17",-0.0289
"SOX17",2.5283
"SOX18",1.6273
"SOX2",0.4468
"SOX2",0.4295
"SOX21",-0.034
"SOX21",-0.1833
"SOX3",-0.5146
"SOX3",0.4026
"SOX30",-0.4206
"SOX4",0.8607
"SOX4",-1.423
"SOX5",0.0731
"SOX5",0.0234
"SOX5",-0.2327
"SOX6",0.0872
"SOX7",-0.1775
"SOX7",0.0265
"SOX8",-0.6695
"SOX8",-3.4471
"SOX9",-2.8638
"SP1",-0.5346
"SP1",-0.1617
"SP100",-0.1983
"SP100",-0.1068
"SP100",-0.1338
"SP100-B",0
"SP110",-1.9742
"SP140",0
"SP140L",0
"SP192",0
"SP2",-0.0452
"SP2",-0.2264
"SP3",0.11
"SP3",-0.8295
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",-0.0505
"SP5",-3.8182
"SP5",0.0859
"SP6",0
"SP7",0.0814
"SP8",0
"SP9",0
"SPA17",-2.809
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",-0.5473
"SPAG1",-0.6546
"SPAG11A",0
"SPAG11B",0
"SPAG16",-0.157
"SPAG16",0.0466
"SPAG17",0
"SPAG4",0
"SPAG5",0
"SPAG6",0.1052
"SPAG6",0.0485
"SPAG7",0
"SPAG8",0
"SPAG9",0
"SPAM1",-0.4794
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",0
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",0.0469
"SPATA18",0.2739
"SPATA18",-0.2657
"SPATA18",-0.5455
"SPATA19",0
"SPATA2",0
"SPATA20",-0.3265
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",-1.1359
"SPATA6",-0.1127
"SPATA6",0.1281
"SPATA6L",0
"SPATA7",0.055
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",-0.1536
"SPATS2L",0
"SPBC25",-0.2917
"SPBPBP",0
"SPC25",0
"SPCS1",0
"SPCS2",-0.1012
"SPCS3",-0.0945
"SPDEF",0.1588
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",-0.2663
"SPEN",-0.3577
"SPEN",-0.4883
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",-0.0201
"SPG4",0
"SPG7",-0.1613
"SPG7",-0.394
"SPG7",-0.0288
"SPHAR",0.9807
"SPHK1",1.0974
"SPHK2",0
"SPHKAP",0
"SPI1",-0.0737
"SPIB",-0.3477
"SPIB",0.0019
"SPIC",-0.2077
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",0
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",0.1263
"SPINK5L3",0
"SPINK6",-0.0166
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",-0.0368
"SPINT1",0
"SPINT2",0
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0
"SPIRE2",0
"SPN",-0.4917
"SPNS1",0
"SPNS2",0
"SPNS3",0
"SPO11",0
"SPOCD1",-1.601
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",-0.4838
"SPP2",0
"SPPL2A",-0.2096
"SPPL2B",0
"SPPL2C",0
"SPPL3",0
"SPR",0
"SPR1",0
"SPRED1",-0.0039
"SPRED1",-0.1024
"SPRED2",0
"SPRED3",0
"SPRN",0
"SPRR1A",0.0111
"SPRR1A",-0.0465
"SPRR1B",-0.0411
"SPRR2A",0
"SPRR2B",0
"SPRR2C",0.1647
"SPRR2D",0.1736
"SPRR2E",0.1399
"SPRR2F",0
"SPRR2G",-0.3358
"SPRR3",0.5515
"SPRR4",-0.4152
"SPRTN",0
"SPRY1",-0.2868
"SPRY2",-0.138
"SPRY3",0
"SPRY4",0
"SPRYD3",2.6006
"SPRYD7",0
"SPSB1",1.0995
"SPSB1",-0.2351
"SPSB2",0
"SPSB3",0
"SPSB4",0
"SPTA1",0
"SPTAN1",2.1186
"SPTB",0
"SPTBN1",0
"SPTBN2",-0.9748
"SPTBN3",0
"SPTBN4",0
"SPTBN5",0.1657
"SPTLC1",0
"SPTLC2",-0.1276
"SPTLC2",-0.546
"SPTLC3",-0.1262
"SPTSSA",0
"SPTSSB",0
"SPTY2D1",0
"SPUF",0
"SPX",0
"SPZ1",0.095
"SQLE",0
"SQRDL",0.0447
"SQSTM1",-0.3447
"SR-A",0
"SR140",0
"SRA1",0.5175
"SRA1",-0.3372
"SRA1",-0.4145
"SRB7",0
"SRBD1",0
"SRC",0
"SRCAP",-0.0838
"SRCL",0
"SRD5A1",0.2477
"SRD5A2",0
"SRD5A2L",1.9535
"SRD5A3",0
"SREB3",0
"SREBF1",3.6277
"SREBF1",-0.3742
"SREBF2",0.1619
"SREBF2",-0.7066
"SREC",0
"SREK1",0
"SREK1IP1",0
"SRF",-0.1251
"SRF",0.0469
"SRF",-0.3016
"SRFBP1",-0.8045
"SRGAP1",0
"SRGAP2",0
"SRGAP3",0.0897
"SRGN",0
"SRI",-0.5169
"SRI",0.0658
"SRM",0
"SRM300",0
"SRMS",0
"SRP14",0
"SRP19",0
"SRP1gamma",0
"SRp40",0
"SRP54",0
"SRP68",0
"SRP72",0
"SRP9",-0.457
"SRP9",0.0573
"SRPK1",0
"SRPK2",0.0605
"SRPK2",0.4956
"SRPK3",0
"SRPRA",0
"SRPRB",0
"SRPSOX",0
"SRPX",2.9391
"SRPX2",-0.0294
"SRR",0
"SRRD",0
"SRRM1",0
"SRRM2",0
"SRRM3",0
"SRRM4",0
"SRRM5",0
"SRRT",0
"SRSF1",0
"SRSF10",0
"SRSF11",0
"SRSF12",0
"SRSF2",0
"SRSF3",0
"SRSF4",0
"SRSF5",0
"SRSF6",0
"SRSF7",0
"SRSF8",0
"SRSF9",0
"SRXN1",-0.1124
"SRY",0.0705
"SS18",-1.8387
"SS18L1",-0.2794
"SS18L1",0.2588
"SS18L2",0
"SSB",0
"SSBP1",0
"SSBP2",-0.4995
"SSBP2",0.1461
"SSBP3",-0.2139
"SSBP3",0.0699
"SSBP4",0
"SSC4D",0
"SSC5D",0
"SSFA2",0
"SSH1",0
"SSH2",0
"SSH3",0
"SSI-3",0
"SSMEM1",0
"SS0.01",0
"SSPN",0
"SSPO",0
"SSR1",-0.4347
"SSR2",-0.1847
"SSR2",-0.0136
"SSR3",0
"SSR4",-0.1583
"SSRP1",-0.2034
"SSSCA1",0
"SST",0
"SSTR1",0
"SSTR2",0
"SSTR3",0
"SSTR4",0
"SSTR5",0
"SSTRIP",0
"SSU72",0
"SSUH2",0
"SSX1",0.3455
"SSX2",0.5954
"SSX2",0.2785
"SSX2IP",0
"SSX3",-0.1225
"SSX4",0
"SSX4B",0
"SSX5",-0.1875
"SSX6",0
"SSX7",0.029
"SSX8",0.0931
"SSX9",-0.0494
"SSXTSSX4 fusion",0
"SSXTSSX4v fusion",0
"ST13",0
"ST14",0
"ST16",0
"ST18",-0.3661
"ST1B2",0
"st2",0
"ST20",0
"ST3Gal VI",0
"ST3GAL1",-0.3025
"ST3GAL1",-0.1776
"ST3GAL2",0.3381
"ST3GAL2",-0.0278
"ST3GAL3",0.788
"ST3GAL3",0.0883
"ST3GAL4",0
"ST3GAL5",-0.5442
"ST3GAL6",0
"ST5",0.2234
"ST6GAL1",-0.2441
"ST6GAL1",-0.2013
"ST6GAL2",0.1039
"ST6GAL0.0C1",0
"ST6GAL0.0C2",1.6956
"ST6GAL0.0C2",0.2519
"ST6GAL0.0C3",0
"ST6Gal0.0c4",0
"ST6GAL0.0C4",-0.2317
"ST6GAL0.0C5",-0.4375
"ST6GAL0.0C6",0
"ST6GAL0.0CIV",0
"ST7",-0.1295
"ST7",-0.2767
"ST7L",0
"ST8SIA1",0
"ST8SIA2",0
"ST8SIA3",0
"ST8SIA4",0
"ST8SIA5",0
"ST8SIA6",0
"STAB1",-0.423
"STAB1",-0.7717
"STAB2",0
"STAC",-0.2582
"STAC",-0.1702
"STAC2",0
"STAC3",0
"STAG1",-0.2686
"STAG2",0
"STAG3",0
"STAG3L1",0
"STAG3L4",0
"STAM",0
"STAM2",0
"STAMBP",0
"STAMBPL1",-0.1527
"STAP1",0
"STAP2",0.154
"STAR",0
"STARD10",0
"STARD13",-0.3136
"STARD13",-0.2529
"STARD3",0
"STARD3NL",0
"STARD4",-0.4048
"STARD5",0
"STARD6",0
"STARD7",0
"STARD8",0
"STARD9",0
"STAT1",-0.7034
"STAT1",-0.6528
"STAT2",-0.0354
"STAT3",-0.926
"STAT3",-0.4113
"STAT3",-1.3955
"STAT4",0.0637
"STAT4",-0.2045
"STAT5A",-0.2051
"STAT5A",-0.0538
"STAT5B",-0.2938
"STAT6",-0.397
"STATH",0
"STATIP1",0.5305
"STAU",0
"STAU1",0.4183
"STAU2",0
"staufen",0
"STBD1",0
"STC1",0
"STC2",-0.6655
"STC2",-0.4178
"STE",0
"STEAP1",-0.0718
"STEAP1",-0.1719
"STEAP1B",0
"STEAP2",0
"STEAP3",0
"STEAP4",-0.58
"stem cell factor, SCF",0
"STEP",0
"STG",0
"STH",0
"STIL",-0.0967
"STIM1",-0.9068
"STIM2",0
"STIP1",-5.0459
"STIP1",-0.9768
"STK10",-2.4946
"STK11",-0.0757
"STK11",-2.3526
"STK11IP",0
"STK16",0
"STK17A",0.3297
"STK17A",-0.1099
"STK17B",0
"STK19",0
"STK24",0
"STK25",0.1646
"STK25",0.0257
"STK26",0
"STK3",-0.8171
"STK31",0
"STK32A",0
"STK32B",-0.0284
"STK32C",0
"STK33",0
"STK35",-0.1316
"STK36",0.1785
"STK38",0
"STK38L",-1.146
"STK38L",-0.2071
"STK39",0
"STK4",0
"STK40",0
"STK6",0
"STK9",0
"STKLD1",0
"STM",0
"STM7",0
"STMN1",0
"STMN2",0
"STMN3",0
"STMN4",0
"STMND1",0
"STOM",0
"STOML1",0
"STOML2",0
"STOML3",0
"STON1",0
"STON1-GTF2A1L",0
"STON2",-0.0513
"STON2",-0.1455
"STOX1",0
"STOX2",0
"STPG1",0
"STPG2",0
"STPG3",0
"STRA13",0
"STRA6",0
"STRA8",0
"STRADA",0
"STRADB",0
"STRAIT11499",0
"STRAP",0
"STRBP",0
"STRC",0
"STRIN",0
"STRIP1",0
"STRIP2",0
"STRL33",0
"STRN",0
"STRN3",-0.659
"STRN3",-0.4782
"STRN3",-0.2406
"STRN4",2.5596
"STS",-0.4708
"STS-1",-0.278
"STT3A",0.1072
"STT3B",-0.3355
"STUB1",0
"STUM",0
"STX10",0.4233
"STX10",-0.1898
"STX11",-0.3035
"STX12",-2.5405
"STX16",0
"STX17",-0.0502
"STX18",0
"STX19",0
"STX1A",0
"STX1B",0
"STX2",0.1098
"STX3",-0.5985
"STX4",0
"STX5",0
"STX6",0.2808
"STX6",-0.0105
"STX6",-1.4597
"STX7",0
"STX8",0
"STXBP1",0
"STXBP2",0
"STXBP3",0
"STXBP4",0
"STXBP5",0
"STXBP5L",0
"STXBP6",-0.5215
"STXBP6",0.0696
"STXBP6",-0.4171
"STYK1",0
"STYX",0
"STYXL1",0.4608
"SUB1",-0.0604
"SUB1",-0.0524
"SUB1",-0.2189
"SUB1P1",0
"SUCLA2",-5.3624
"SUCLA2",-0.328
"SUCLG1",0
"SUCLG2",-0.9382
"SUCNR1",0
"SUCO",0
"SUDS3",-0.1363
"SUFU",0.2843
"SUFU",0.0145
"SUGCT",0
"SUGP1",0
"SUGP2",0
"SUGT1",0
"SUGT1P1",0
"SUHW1",-0.4857
"SUHW2",-0.0918
"SUHW3",0.0515
"SUHW4",-0.182
"SULF1",0.4776
"SULF2",-0.2338
"SULT1A1",0
"SULT1A2",0
"SULT1A3",0.094
"SULT1A3",-0.0789
"SULT1B1",0
"SULT1C1",0
"SULT1C2",0
"SULT1C3",0
"SULT1C4",0
"SULT1E1",0.272
"SULT2A1",0
"SULT2B1",0.3575
"SULT4A1",0
"SULTX3",0
"SUMF1",0
"SUMF2",0
"SUMO1",-3.7002
"SUMO1P1",0.2156
"SUMO1P3",1.7112
"SUMO2",0.0809
"SUMO2",0.1028
"SUMO3",0
"SUN1",0
"SUN2",0
"SUN3",0
"SUN5",0
"SUOX",0
"SUPAR",0
"SUPT16H",-1.9643
"SUPT16H",-2.7562
"SUPT20H",0
"SUPT20HL1",0
"SUPT20HL2",0
"SUPT3H",-0.0722
"SUPT4H1",-0.1989
"SUPT4H1",0.5964
"SUPT5H",0.3477
"SUPT6H",-0.2203
"SUPT6H",0.0216
"SUPT7L",-0.1192
"SUPT7L",-0.2644
"SUPV3L1",0
"SUR1",0
"SURB7",-0.8484
"SURF1",-0.4236
"SURF2",0
"SURF4",0
"SURF5",-0.2572
"SURF5",0.0832
"SURF5",0.0477
"SURF6",0
"SUSD1",0
"SUSD2",0
"SUSD3",0
"SUSD4",0
"SUSD5",0
"SUSD6",0
"SUT1",0
"SUV39H1",0.3193
"SUV39H2",-0.1349
"SUV39H2",-0.0442
"SUV420H1",-0.4121
"SUV420H1",-0.4487
"SUV420H2",-0.0896
"SUZ12",-0.0209
"SUZ12",-0.1021
"SUZ12",0.0696
"SV2A",0
"SV2B",0
"SV2C",0
"SVBP",0
"SVCT1",0
"SVCT2",0
"SVEP1",0
"SVIL",-1.4309
"SVIP",0
"SVOP",0
"SVOPL",0
"SWAP70",-3.5199
"SWI5",0
"SWSAP1",0
"SWT1",0
"SYAP1",0
"SYBU",0
"SYCE1",0
"SYCE1L",0
"SYCE2",0
"SYCE3",0
"SYCN",0
"SYCP1",0
"SYCP2",0
"SYCP2L",0
"SYCP3",0
"SYDE1",0
"SYDE2",0
"SYF2",0
"SYK",0
"SYMPK",-1.9746
"SYN1",0
"SYN2",0
"SYN3",0
"SYNC",0
"SYNCOILIN",0
"SYNCRIP",0.2331
"SYNCRIP",0.3835
"SYNCRIP",0.1391
"SYNDIG1",0
"SYNDIG1L",0
"SYNE1",0
"SYNE2",0
"SYNE3",0
"SYNE4",0
"SYNGAP1",0
"SYNGR1",0
"SYNGR2",0
"SYNGR3",0
"SYNGR4",2.689
"SYNJ1",-0.397
"SYNJ1",-0.179
"SYNJ2",-0.0457
"SYNJ2",-0.2825
"SYNJ2BP",0
"SYNM",0
"SYNPO",0
"SYNPO2",0
"SYNPO2L",0
"SYNPR",0
"SYNRG",0
"SYP",-0.0966
"SYPL1",-0.1216
"SYPL1",-0.5373
"SYPL2",0
"SYS1",-0.1147
"SYT1",0
"SYT10",0
"SYT11",0
"SYT12",0
"SYT13",0
"SYT14",0
"SYT15",0
"SYT16",0
"SYT17",0
"SYT2",0.1478
"SYT3",0
"SYT4",0
"SYT5",0
"SYT7",-0.1532
"SYT8",0
"SYT9",-0.4597
"SYT9",0.0906
"SYTL1",0
"SYTL2",0
"SYTL3",0
"SYTL4",-0.7154
"SYTL5",0
"SYVN1",0.0197
"SYVN1",-0.3871
"SZF1",0
"SZRD1",0
"T",-0.0428
"T-Star",0
"T1A-2",0
"T3 receptor-associating cofactor-1, TRAC-1",0
"TA-NFKBH",-0.1205
"TAAR1",0
"TAAR2",0
"TAAR3",0
"TAAR5",0
"TAAR6",0
"TAAR8",0
"TAAR9",0
"TAB1",0
"TAB2",0
"TAB3",0
"TAC1",0
"TAC1R",0
"TAC3",0
"TAC3RL",0
"TAC4",-0.2362
"TACC1",-0.1791
"TACC1",0.0886
"TACC2",-0.1457
"TACC2",-0.3784
"TACC3",0
"TACI",0
"TACO1",0
"TACR1",0
"TACR2",0
"TACR3",0
"TACSTD2",0.1675
"TACTILE",0
"TADA1",0
"TADA1L",-0.3928
"TADA2A",0
"TADA2B",0
"TADA2L",-0.0304
"TADA2L",0.0038
"TADA3",0
"TADA3L",-0.1007
"TADA3L",-0.424
"TAF1",-0.016
"TAF1",-0.6837
"TAF10",-0.2182
"TAF11",2.0369
"TAF12",-0.0783
"TAF13",-0.2061
"TAF15",0
"TAF1A",-0.3253
"TAF1B",-0.721
"TAF1C",-1.7449
"TAF1C",-0.0917
"TAF1D",0
"TAF1L",-0.0703
"TAF2",-1.0317
"TAF2",-0.8386
"TAF2",0.3098
"TAF2C1",0
"TAF2Q",0
"TAF3",0.8165
"TAF3",0.3311
"TAF3",0.176
"TAF4",-0.1224
"TAF4B",-0.2214
"TAF5",-0.2122
"TAF5L",1.2792
"TAF5L",-0.3
"TAF6",-0.9352
"TAF6L",0.0545
"TAF7",-0.1051
"TAF7L",-0.1068
"TAF8",0
"TAF9",1.4675
"TAF9",-0.2377
"TAF9",-0.1052
"TAF9B",-0.4564
"TAF9B",-0.1765
"TAF9B",0.0599
"TAFII105",0
"TAFII170",0
"TAGAP",0
"TAGLN",0.5744
"TAGLN",-1.5411
"TAGLN2",0
"TAGLN3",-0.0097
"TAIP-2",0.004
"TAK1",0
"tAKR",0.0114
"tAKR",0.0633
"TAL1",-0.5062
"TAL1",0.0396
"TAL2",-0.5321
"TALDO1",0
"TAMM41",0
"TANC1",0
"TANC2",0
"TANGO2",0
"TANGO6",0
"TANK",0
"TAOK1",0
"TAOK2",-1.4899
"TAOK2",0.1159
"TAOK3",0
"TAP1",-0.1574
"TAP2",0
"tapasin",0
"TAPBP",0
"TAPBPL",0
"TAPT1",0
"TARBP-b",0
"TARBP1",-0.2111
"TARBP2",-1.9085
"TARDBP",-0.1367
"TARDBP",0.1709
"TARM1",0
"TARS",0
"TARS2",0
"TARSL2",0
"TAS1R1",0
"TAS1R2",0
"TAS2R1",0
"TAS2R10",-0.4503
