"","x"
"1362","ARHGEF6"
"1363","ARHGEF7"
"1364","ARHGEF9"
"1365","ARID1A"
"1366","ARID1B"
"1367","ARID2"
"1368","ARID3A"
"1369","ARID3B"
"1370","ARID3C"
"1371","ARID4A"
"1372","ARID4B"
"1373","ARID5A"
"1374","ARID5B"
"1375","ARIH1"
"1376","ARIH2"
"1377","ARIH2OS"
"1378","ARL1"
"1379","ARL10"
"1380","ARL11"
"1381","ARL13A"
"1382","ARL13B"
"1383","ARL14"
"1384","ARL14EP"
"1385","ARL14EPL"
"1386","ARL15"
"1387","ARL16"
"1388","ARL17A"
"1389","ARL2"
"1390","ARL2BP"
"1391","ARL3"
"1392","ARL4A"
"1393","ARL4C"
"1394","ARL4D"
"1395","ARL5"
"1396","ARL5A"
"1397","ARL5B"
"1398","ARL5C"
"1399","ARL6"
"1400","ARL6IP1"
"1401","ARL6IP4"
"1402","ARL6IP5"
"1403","ARL6IP6"
"1404","ARL8A"
"1405","ARL8B"
"1406","ARMC1"
"1407","ARMC10"
"1408","ARMC2"
"1409","ARMC3"
"1410","ARMC4"
"1411","ARMC5"
"1412","ARMC6"
"1413","ARMC7"
"1414","ARMC8"
"1415","ARMC9"
"1416","ARMCX1"
"1417","ARMCX2"
"1418","ARMCX3"
"1419","ARMCX4"
"1420","ARMCX5"
"1421","ARMCX6"
"1422","ARMET"
"1423","ARMS2"
"1424","ARMT1"
"1425","ARNT"
"1426","ARNT2"
"1427","ARNTL"
"1428","ARNTL2"
"1429","ARP-1"
"1430","ARP1"
"1431","ARP11"
"1432","ARP3BETA"
"1433","ARP5"
"1434","ARPC1A"
"1435","ARPC1B"
"1436","ARPC2"
"1437","ARPC3"
"1438","ARPC4"
"1439","ARPC5"
"1440","ARPC5L"
"1441","ARPIN"
"1442","ARPM1"
"1443","ARPP-19"
"1444","ARPP-21"
"1445","ARPP19"
"1446","ARPP21"
"1447","ARR3"
"1448","ARRB1"
"1449","ARRB2"
"1450","ARRDC1"
"1451","ARRDC1-AS1"
"1452","ARRDC2"
"1453","ARRDC3"
"1454","ARRDC4"
"1455","ARRDC5"
"1456","ARS"
"1457","ARSA"
"1458","ARSB"
"1459","ARSD"
"1460","ARSDR1"
"1461","ARSE"
"1462","ARSF"
"1463","ARSG"
"1464","ARSH"
"1465","ARSI"
"1466","ARSJ"
"1467","ARSK"
"1468","ART1"
"1469","ART3"
"1470","ART4"
"1471","ART5"
"1472","ARTN"
"1473","ARTS-1"
"1474","ARV1"
"1475","ARVCF"
"1476","ARX"
"1477","AS3"
"1478","AS3MT"
"1479","ASAH1"
"1480","ASAH2"
"1481","ASAH2B"
"1482","ASAHL"
"1483","ASAM"
"1484","ASAP1"
"1485","ASAP2"
"1486","ASAP3"
"1487","ASB1"
"1488","ASB10"
"1489","ASB11"
"1490","ASB12"
"1491","ASB13"
"1492","ASB15"
"1493","ASB16"
"1494","ASB17"
"1495","ASB18"
"1496","ASB2"
"1497","ASB3"
"1498","ASB4"
"1499","ASB5"
"1500","ASB6"
"1501","ASB7"
"1502","ASB8"
"1503","ASB9"
"1504","ASCC1"
"1505","ASCC2"
"1506","ASCC3"
"1507","ASCL1"
"1508","ASCL2"
"1509","ASCL3"
"1510","ASCL5"
"1511","Asef"
"1512","ASF1A"
"1513","ASF1B"
"1514","ASGR1"
"1515","ASGR2"
"1516","ASH1"
"1517","ASH1L"
"1518","ASH2L"
"1519","ASIC1"
"1520","ASIC2"
"1521","ASIC3"
"1522","ASIC4"
"1523","ASIC5"
"1524","ASIP"
"1525","ASL"
"1526","ASM"
"1527","ASMT"
"1528","ASMTL"
"1529","ASMTL-AS1"
"1530","ASNA1"
"1531","ASNS"
"1532","ASP"
"1533","ASPA"
"1534","ASPDH"
"1535","ASPG"
"1536","ASPH"
"1537","ASPHD1"
"1538","ASPHD2"
"1539","ASPM"
"1540","ASPN"
"1541","ASPRV1"
"1542","ASPSCR1"
"1543","ASRGL1"
"1544","ASS"
"1545","ASS1"
"1546","ASTE1"
"1547","ASTL"
"1548","ASTN1"
"1549","ASTN2"
"1550","ASUN"
"1551","ASXL1"
"1552","ASXL2"
"1553","ASXL3"
"1554","ASY"
"1555","ASZ1"
"1556","ATA1"
"1557","ATA2"
"1558","ATAD1"
"1559","ATAD2"
"1560","ATAD2B"
"1561","ATAD3A"
"1562","ATAD3B"
"1563","ATAD3C"
"1564","ATAD4"
"1565","ATAD5"
"1566","ATAT1"
"1567","ATBF1"
"1568","ATCAY"
"1569","ATE1"
"1570","ATF1"
"1571","ATF2"
"1572","ATF3"
"1573","ATF4"
"1574","ATF5"
"1575","ATF6"
"1576","ATF6B"
"1577","ATF7"
"1578","ATF7IP"
"1579","ATF7IP2"
"1580","ATG10"
"1581","ATG101"
"1582","ATG12"
"1583","ATG13"
"1584","ATG14"
"1585","ATG16L1"
"1586","ATG16L2"
"1587","ATG2A"
"1588","ATG2B"
"1589","ATG3"
"1590","ATG4A"
"1591","ATG4B"
"1592","ATG4C"
"1593","ATG4D"
"1594","ATG5"
"1595","ATG7"
"1596","ATG9A"
"1597","ATG9B"
"1598","ATHL1"
"1599","ATIC"
"1600","ATL1"
"1601","ATL2"
"1602","ATL3"
"1603","ATM"
"1604","ATMIN"
"1605","ATN1"
"1606","ATOH1"
"1607","ATOH7"
"1608","ATOH8"
"1609","ATOX1"
"1610","ATP10A"
"1611","ATP10B"
"1612","ATP10D"
"1613","ATP11A"
"1614","ATP11AUN"
"1615","ATP11B"
"1616","ATP11C"
"1617","ATP12A"
"1618","ATP13A1"
"1619","ATP13A2"
"1620","ATP13A3"
"1621","ATP13A4"
"1622","ATP13A4-AS1"
"1623","ATP13A5"
"1624","ATP1A1"
"1625","ATP1A2"
"1626","ATP1A3"
"1627","ATP1A4"
"1628","ATP1B1"
"1629","ATP1B2"
"1630","ATP1B3"
"1631","ATP1B4"
"1632","ATP23"
"1633","ATP2A1"
"1634","ATP2A2"
"1635","ATP2A3"
"1636","ATP2B2"
"1637","ATP2B3"
"1638","ATP2B4"
"1639","ATP2C1"
"1640","ATP2C1A"
"1641","ATP2C2"
"1642","ATP4A"
"1643","ATP4B"
"1644","ATP5A1"
"1645","ATP5B"
"1646","ATP5C1"
"1647","ATP5D"
"1648","ATP5E"
"1649","ATP5F1"
"1650","ATP5G1"
"1651","ATP5G2"
"1652","ATP5G3"
"1653","ATP5H"
"1654","ATP5I"
"1655","ATP5J"
"1656","ATP5J2"
"1657","ATP5J2-PTCD1"
"1658","ATP5J2P3"
"1659","ATP5JG"
"1660","ATP5L"
"1661","ATP5L2"
"1662","ATP5O"
"1663","ATP5S"
"1664","ATP5SL"
"1665","ATP6A2"
"1666","ATP6AP1"
"1667","ATP6AP1L"
"1668","ATP6AP2"
"1669","ATP6N1B"
"1670","ATP6S1"
"1671","ATP6V0A1"
"1672","ATP6V0A2"
"1673","ATP6V0A4"
"1674","ATP6V0B"
"1675","ATP6V0C"
"1676","ATP6V0D1"
"1677","ATP6V0D2"
"1678","ATP6V0E1"
"1679","ATP6V0E2"
"1680","ATP6V0E2-AS1"
"1681","ATP6V1A"
"1682","ATP6V1B1"
"1683","ATP6V1B2"
"1684","ATP6V1C1"
"1685","ATP6V1C2"
"1686","ATP6V1D"
"1687","ATP6V1E1"
"1688","ATP6V1E2"
"1689","ATP6V1F"
"1690","ATP6V1G1"
"1691","ATP6V1G2"
"1692","ATP6V1G3"
"1693","ATP6V1H"
"1694","ATP7A"
"1695","ATP7B"
"1696","ATP8"
"1697","ATP8A1"
"1698","ATP8A2"
"1699","ATP8B1"
"1700","ATP8B2"
"1701","ATP8B3"
"1702","ATP8B4"
"1703","ATP8B5P"
"1704","ATP9A"
"1705","ATP9B"
"1706","ATPAF1"
"1707","ATPAF2"
"1708","ATPIF1"
"1709","ATR"
"1710","ATRAID"
"1711","ATRIP"
"1712","ATRN"
"1713","ATRNL1"
"1714","ATRX"
"1715","ATXN1"
"1716","ATXN10"
"1717","ATXN1L"
"1718","ATXN2"
"1719","ATXN2L"
"1720","ATXN3"
"1721","ATXN3L"
"1722","ATXN7"
"1723","ATXN7L1"
"1724","ATXN7L2"
"1725","ATXN7L3"
"1726","ATXN7L3B"
"1727","ATXN7L4"
"1728","AUH"
"1729","AUNIP"
"1730","AUP1"
"1731","AURKA"
"1732","AURKAIP1"
"1733","AURKB"
"1734","AURKC"
"1735","AUTS2"
"1736","AV691872"
"1737","AV722457"
"1738","AV739664"
"1739","AV753543"
"1740","AVEN"
"1741","AVIL"
"1742","AVL9"
"1743","AVP"
"1744","AVPI1"
"1745","AVPR1A"
"1746","AVPR1B"
"1747","AVPR2"
"1748","AW291149"
"1749","AW589254"
"1750","AW609040"
"1751","AW972338"
"1752","AWAT1"
"1753","AWAT2"
"1754","AX721087"
"1755","AX721172"
"1756","AXDND1"
"1757","AXIN1"
"1758","AXIN2"
"1759","AXL"
"1760","AXUD1"
"1761","AY090769"
"1762","AY129023"
"1763","AY358101"
"1764","AY358705"
"1765","AY358788"
"1766","AY358828"
"1767","AY831680"
"1768","AZGP1"
"1769","AZGP1P1"
"1770","AZI1"
"1771","AZI2"
"1772","AZIN1"
"1773","AZIN2"
"1774","AZU1"
"1775","B-ind1"
"1776","B001325"
"1777","B002301"
"1778","B002307"
"1779","B002319"
"1780","B002328"
"1781","B002342"
"1782","B002344"
"1783","B002356"
"1784","B002360"
"1785","B002386"
"1786","B006533"
"1787","B007447"
"1788","B007857"
"1789","B007895"
"1790","B007915"
"1791","B009598"
"1792","B011114"
"1793","B011117"
"1794","B011158"
"1795","B011174"
"1796","B011536"
"1797","B014515"
"1798","B014520"
"1799","B014555"
"1800","B014574"
"1801","B014583"
"1802","B014600"
"1803","B014609"
"1804","B015331"
"1805","B015718"
"1806","B017546"
"1807","B017915"
"1808","B018302"
"1809","B018325"
"1810","B018333"
"1811","B020630"
"1812","B020648"
"1813","B023208"
"1814","B028021"
"1815","B028960"
"1816","B028968"
"1817","B029012"
"1818","B029040"
"1819","B029343"
"1820","B1"
"1821","B29"
"1822","B2M"
"1823","B3GALNT1"
"1824","B3GALNT2"
"1825","B3GALT1"
"1826","B3GALT2"
"1827","B3GALT4"
"1828","B3GALT5"
"1829","B3GALT6"
"1830","B3GAT1"
"1831","B3GAT2"
"1832","B3GAT3"
"1833","B3GLCT"
"1834","B3GN-T4"
"1835","B3GNT1"
"1836","B3GNT2"
"1837","B3GNT3"
"1838","B3GNT4"
"1839","B3GNT5"
"1840","B3GNT6"
"1841","B3GNT7"
"1842","B3GNT8"
"1843","B3GNT9"
"1844","B3GNTL1"
"1845","B4GALNT1"
"1846","B4GALNT2"
"1847","B4GALNT3"
"1848","B4GALNT4"
"1849","B4GALT1"
"1850","B4GALT2"
"1851","B4GALT3"
"1852","B4GALT4"
"1853","B4GALT5"
"1854","B4GALT6"
"1855","B4GALT7"
"1856","B4GAT1"
"1857","B561"
"1858","B7-2"
"1859","B9D1"
"1860","B9D2"
"1861","BA108L7.2"
"1862","BA305P22.4"
"1863","BAALC"
"1864","BAALC-AS2"
"1865","BAAT"
"1866","BABAM1"
"1867","BACE"
"1868","BACE1"
"1869","BACE2"
"1870","BACH1"
"1871","BACH2"
"1872","BAD"
"1873","BAF180"
"1874","BAF250a"
"1875","BAG1"
"1876","BAG2"
"1877","BAG3"
"1878","BAG4"
"1879","BAG5"
"1880","BAG6"
"1881","BAGE"
"1882","BAGE5"
"1883","BAHCC1"
"1884","BAHD1"
"1885","BAIAP2"
"1886","BAIAP2L1"
"1887","BAIAP2L2"
"1888","BAIAP3"
"1889","BAK1"
"1890","BAL"
"1891","BAMBI"
"1892","BANF1"
"1893","BANF2"
"1894","BANK1"
"1895","BANP"
"1896","BAP1"
"1897","BAPX1"
"1898","BARD1"
"1899","BARHL1"
"1900","BARHL2"
"1901","BARX1"
"1902","BARX2"
"1903","BASP1"
"1904","BAT1"
"1905","BAT2L"
"1906","BATF"
"1907","BATF2"
"1908","BATF3"
"1909","BAX"
"1910","BAZ1A"
"1911","BAZ1B"
"1912","BAZ2A"
"1913","BAZ2B"
"1914","BBC3"
"1915","bbc6"
"1916","BBIP1"
"1917","BBOF1"
"1918","BBOX1"
"1919","BBP"
"1920","BBS1"
"1921","BBS10"
"1922","BBS12"
"1923","BBS2"
"1924","BBS4"
"1925","BBS5"
"1926","BBS7"
"1927","BBS9"
"1928","BBX"
"1929","BC000986"
"1930","BC005092"
"1931","BC006530"
"1932","BC007606"
"1933","BC008476"
"1934","BC008631"
"1935","BC008667"
"1936","BC009036"
"1937","BC009051"
"1938","BC010544"
"1939","BC011660"
"1940","BC013025"
"1941","BC013295"
"1942","BC014023"
"1943","BC014227"
"1944","BC014938"
"1945","BC015216"
"1946","BC015370"
"1947","BC016384"
"1948","BC017507"
"1949","BC018589"
"1950","BC020539"
"1951","BC020909"
"1952","BC021857"
"1953","BC022398"
"1954","BC023330"
"1955","BC024155"
"1956","BC024651"
"1957","BC027347"
"1958","BC028022"
"1959","BC028039"
"1960","BC030122"
"1961","BC030138"
"1962","BC030757"
"1963","BC030768"
"1964","BC031250"
"1965","BC031274"
"1966","BC032716"
"1967","BC033052"
"1968","BC033528"
"1969","BC033590"
"1970","BC033989"
"1971","BC034271"
"1972","BC035091"
"1973","BC037328"
"1974","BC037740"
"1975","BC038512"
"1976","BC038559"
"1977","BC039524"
"1978","BC042589"
"1979","BC045163"
"1980","BC045716"
"1981","BC046172"
"1982","BC047110"
"1983","BC053632"
"1984","BC053669"
"1985","BC061915"
"1986","BC062438"
"1987","BC062473"
"1988","BC066984"
"1989","BC066989"
"1990","BC067908"
"1991","BC068044"
"1992","BC071732"
"1993","BC071773"
"1994","BC108268"
"1995","BC112296"
"1996","BCAA"
"1997","BCAM"
"1998","BCAN"
"1999","BCAP29"
"2000","BCAP31"
"2001","BCAR1"
"2002","BCAR3"
"2003","BCAS1"
"2004","BCAS2"
"2005","BCAS3"
"2006","BCAS4"
"2007","BCAT1"
"2008","BCAT2"
"2009","BCCIP"
"2010","BCDIN3"
"2011","BCDIN3D"
"2012","BCDO"
"2013","BCG1"
"2014","BCHE"
"2015","BCKDHA"
"2016","BCKDHB"
"2017","BCKDK"
"2018","bcl-1"
"2019","BCL1"
"2020","BCL10"
"2021","BCL11A"
"2022","BCL11B"
"2023","BCL2"
"2024","BCL2A1"
"2025","BCL2L1"
"2026","BCL2L10"
"2027","BCL2L11"
"2028","BCL2L12"
"2029","BCL2L13"
"2030","BCL2L14"
"2031","BCL2L15"
"2032","BCL2L2"
"2033","BCL3"
"2034","BCL6"
"2035","BCL6B"
"2036","BCL7A"
"2037","BCL7B"
"2038","BCL7C"
"2039","BCL9"
"2040","BCL9L"
"2041","BCLAF1"
"2042","BCLG"
"2043","BCO1"
"2044","BCO2"
"2045","BCOR"
"2046","BCORL1"
"2047","BCORP1"
"2048","BCR"
"2049","BCRG1"
"2050","BCRP"
"2051","BCS1L"
"2052","BCSG1"
"2053","BDH1"
"2054","BDH2"
"2055","BDKRB1"
"2056","BDKRB2"
"2057","BDNF"
"2058","BDP1"
"2059","BE072767"
"2060","BE138567"
"2061","BE467780"
"2062","BE540788"
"2063","BE614051"
"2064","BE716310"
"2065","BE795374"
"2066","BE877371"
"2067","BEAN1"
"2068","BECN1"
"2069","BEGAIN"
"2070","BEND2"
"2071","BEND3"
"2072","BEND4"
"2073","BEND5"
"2074","BEND6"
"2075","BEND7"
"2076","BEST1"
"2077","BEST2"
"2078","BEST3"
"2079","BEST4"
"2080","BET1"
"2081","BET1L"
"2082","beta3GalNAcT-1"
"2083","BETA3GNT"
"2084","BEX1"
"2085","BEX2"
"2086","BEX3"
"2087","BEX4"
"2088","BEX5"
"2089","BF129169"
"2090","BF677084"
"2091","BF831953"
"2092","BF972140"
"2093","BFAR"
"2094","BFPZNF179"
"2095","BFSP1"
"2096","BFSP2"
"2097","Bft"
"2098","BG114486"
"2099","BG182941"
"2100","BG205572"
"2101","BG536553"
"2102","BG542103"
"2103","BG686022"
"2104","BG928645"
"2105","BGLAP"
"2106","BGN"
"2107","BGP"
"2108","BGPa"
"2109","BHLHA15"
"2110","BHLHA9"
"2111","BHLHB2"
"2112","BHLHB3"
"2113","BHLHB4"
"2114","BHLHB5"
"2115","BHLHB8"
"2116","BHLHB9"
"2117","BHLHE22"
"2118","BHLHE23"
"2119","BHLHE40"
"2120","BHLHE41"
"2121","BHMG1"
"2122","BHMT"
"2123","BHMT2"
"2124","BI497361"
"2125","BICC1"
"2126","BICD"
"2127","BICD1"
"2128","BICD2"
"2129","BICDL1"
"2130","BICDL2"
"2131","BID"
"2132","BIGMo-103"
"2133","BIK"
"2134","BIN1"
"2135","BIN2"
"2136","BIN3"
"2137","BIN3-IT1"
"2138","BIRC2"
"2139","BIRC3"
"2140","BIRC4"
"2141","BIRC5"
"2142","BIRC6"
"2143","BIRC7"
"2144","BIRC8"
"2145","BITE"
"2146","BIVM"
"2147","BK1048E9.5"
"2148","BL34"
"2149","BLCAP"
"2150","BLID"
"2151","BLK"
"2152","BLM"
"2153","BLMH"
"2154","BLNK"
"2155","BLOC1S1"
"2156","BLOC1S2"
"2157","BLOC1S3"
"2158","BLOC1S4"
"2159","BLOC1S5"
"2160","BLOC1S6"
"2161","BLOV1"
"2162","BLP1"
"2163","BLP2"
"2164","BLTR2"
"2165","BLVRA"
"2166","BLVRB"
"2167","BLYM"
"2168","BLZF1"
"2169","BM-002"
"2170","BM-009"
"2171","BM029"
"2172","BM032"
"2173","BM033"
"2174","BM037"
"2175","BM039"
"2176","BM040"
"2177","BM042"
"2178","BM045"
"2179","BM045853"
"2180","BM046"
"2181","BM468849"
"2182","BM469851"
"2183","BM475547"
"2184","BM666601"
"2185","BM668321"
"2186","BM684461"
"2187","BM687502"
"2188","BM723547"
"2189","BM792465"
"2190","BM854107"
"2191","BM932034"
"2192","BM975332"
"2193","BM984396"
"2194","BMF"
"2195","BMI1"
"2196","BMP-4"
"2197","BMP1"
"2198","BMP10"
"2199","BMP15"
"2200","BMP2"
"2201","BMP2K"
"2202","BMP3"
"2203","BMP4"
"2204","BMP5"
"2205","BMP6"
"2206","BMP7"
"2207","BMP8"
"2208","BMP8A"
"2209","BMP8B"
"2210","BMPER"
"2211","BMPR1A"
"2212","BMPR1B"
"2213","BMPR2"
"2214","BMPY"
"2215","bMRP36a"
"2216","bMRP63"
"2217","bMRP64"
"2218","BMS1"
"2219","BMT2"
"2220","BMX"
"2221","BN51T"
"2222","BNC"
"2223","BNC1"
"2224","BNC2"
"2225","BNIP1"
"2226","BNIP2"
"2227","BNIP3"
"2228","BNIP3L"
"2229","BNIP3P1"
"2230","BNIPL"
"2231","BOC"
"2232","BOD1"
"2233","BOD1L"
"2234","BOD1L1"
"2235","BOD1L2"
"2236","BOK"
"2237","BOLA1"
"2238","BOLA3"
"2239","BOLL"
"2240","BOP1"
"2241","BORA"
"2242","BORCS5"
"2243","BORCS6"
"2244","BORCS8"
"2245","BORCS8-MEF2B"
"2246","BP418551"
"2247","BP75"
"2248","BPES"
"2249","BPESC1"
"2250","BPGM"
"2251","BPHL"
"2252","BPI"
"2253","BPIFA1"
"2254","BPIFA2"
"2255","BPIFA3"
"2256","BPIFB1"
"2257","BPIFB2"
"2258","BPIFB3"
"2259","BPIFB4"
"2260","BPIFB6"
"2261","BPIFC"
"2262","BPIL1"
"2263","BPLP"
"2264","BPNT1"
"2265","BPTF"
"2266","BPY2"
"2267","BPY2B"
"2268","BQ183759"
"2269","BQ213856"
"2270","BQ674642"
"2271","BQ706262"
"2272","BQ926066"
"2273","BRAF"
"2274","BRAL1"
"2275","BRAP"
"2276","BRAP2"
"2277","BRAT1"
"2278","BRCA1"
"2279","BRCA2"
"2280","BRCC3"
"2281","BRD1"
"2282","BRD2"
"2283","BRD3"
"2284","BRD4"
"2285","BRD7"
"2286","BRD8"
"2287","BRD9"
"2288","BRDG1"
"2289","BRDT"
"2290","BRE"
"2291","BREA2"
"2292","BRF1"
"2293","BRF2"
"2294","BRI3"
"2295","BRI3BP"
"2296","BRICD5"
"2297","BRINP1"
"2298","BRINP2"
"2299","BRINP3"
"2300","BRIP1"
"2301","BRIX1"
"2302","BRK1"
"2303","BRMS1"
"2304","BRMS1L"
"2305","BROX"
"2306","BRPF1"
"2307","BRPF3"
"2308","BRS3"
"2309","BRSK1"
"2310","BRSK2"
"2311","BRUNOL4"
"2312","BRUNOL5"
"2313","BRWD1"
"2314","BRWD3"
"2315","BRX"
"2316","BSCL2"
"2317","BSDC1"
"2318","BSEP"
"2319","BSG"
"2320","BSMAP"
"2321","BSN"
"2322","BSND"
"2323","BSPECV"
"2324","BSPH1"
"2325","BSPRY"
"2326","BST1"
"2327","BST2"
"2328","BSX"
"2329","BT"
"2330","BT2.1"
"2331","BTAF1"
"2332","BTBD1"
"2333","BTBD10"
"2334","BTBD11"
"2335","BTBD14A"
"2336","BTBD14B"
"2337","BTBD16"
"2338","BTBD17"
"2339","BTBD18"
"2340","BTBD19"
"2341","BTBD2"
"2342","BTBD3"
"2343","BTBD6"
"2344","BTBD7"
"2345","BTBD8"
"2346","BTBD9"
"2347","BTC"
"2348","BTD"
"2349","bteb2"
"2350","BTEB4"
"2351","BTF3"
"2352","BTF3L1"
"2353","BTF3L4"
"2354","BTF5"
"2355","BTG1"
"2356","BTG2"
"2357","BTG3"
"2358","BTG4"
"2359","BTK"
"2360","BTN1A1"
"2361","BTN2A1"
"2362","BTN2A2"
"2363","BTN2A3"
"2364","BTN3A1"
"2365","BTN3A2"
"2366","BTN3A3"
"2367","BTNL2"
"2368","BTNL3"
"2369","BTNL8"
"2370","BTNL9"
"2371","BTRC"
"2372","BTRCP2"
"2373","BU540282"
"2374","BU566406"
"2375","BU567566"
"2376","BU567832"
"2377","BU602485"
"2378","BU661610"
"2379","BU685299"
"2380","BU726029"
"2381","BU930679"
"2382","BU940040"
"2383","BU943730"
"2384","BUB1"
"2385","BUB1B"
"2386","BUB3"
"2387","BUD13"
"2388","BUD31"
"2389","BUP"
"2390","BUP1"
"2391","BV8"
"2392","BVES"
"2393","BX090390"
"2394","BX090412"
"2395","BX090929"
"2396","BX091936"
"2397","BX097783"
"2398","BX098411"
"2399","BX098660"
"2400","BX100717"
"2401","BX105952"
"2402","BX106190"
"2403","BX107298"
"2404","BX107836"
"2405","BX109472"
"2406","BX111257"
"2407","BX111520"
"2408","BX114023"
"2409","BX114900"
"2410","BX115813"
"2411","BX116720"
"2412","BX119435"
"2413","BX393727"
"2414","BX400400"
"2415","BX433351"
"2416","BX440400"
"2417","BX485389"
"2418","BX537788"
"2419","BX538057"
"2420","BX641009"
"2421","BX647987"
"2422","BX648591"
"2423","BX648855"
"2424","BX648950"
"2425","BXDC5"
"2426","BY55"
"2427","BY796363"
"2428","byk"
"2429","BYSL"
"2430","BZRAP1"
"2431","BZW1"
"2432","BZW2"
"2433","c-erbA-1"
"2434","c-erbB-3"
"2435","c-hluPGFS"
"2436","c-maf"
"2437","c-mpl-K"
"2438","C004531"
"2439","C005943"
"2440","C005954"
"2441","C10orf10"
"2442","C10orf104"
"2443","C10orf105"
"2444","C10orf107"
"2445","C10orf11"
"2446","C10orf110"
"2447","C10orf111"
"2448","C10orf113"
"2449","C10orf116"
"2450","C10orf118"
"2451","C10orf119"
"2452","C10orf12"
"2453","C10orf120"
"2454","C10orf128"
"2455","C10orf142"
"2456","C10orf18"
"2457","C10orf2"
"2458","C10orf25"
"2459","C10orf28"
"2460","C10orf32"
"2461","C10orf35"
"2462","C10orf43"
"2463","C10orf47"
"2464","C10orf53"
"2465","C10orf54"
"2466","C10orf55"
"2467","C10orf58"
"2468","C10orf61"
"2469","C10orf62"
"2470","C10orf67"
"2471","C10orf71"
"2472","C10orf76"
"2473","C10orf79"
"2474","C10orf82"
"2475","C10orf83"
"2476","C10orf84"
"2477","C10orf88"
"2478","C10orf89"
"2479","C10orf90"
"2480","C10orf91"
"2481","C10orf95"
"2482","C10orf99"
"2483","C11orf1"
"2484","C11orf10"
"2485","C11ORF14"
"2486","C11ORF15"
"2487","C11orf16"
"2488","C11ORF17"
"2489","C11orf2"
"2490","C11orf21"
"2491","C11ORF23"
"2492","C11orf24"
"2493","C11orf36"
"2494","C11orf40"
"2495","C11orf41"
"2496","C11orf42"
"2497","C11orf44"
"2498","C11orf45"
"2499","C11orf48"
"2500","C11orf49"
"2501","C11ORF5"
"2502","C11orf52"
"2503","C11orf53"
"2504","C11orf54"
"2505","C11orf57"
"2506","C11orf58"
"2507","C11orf61"
"2508","C11orf63"
"2509","C11orf65"
"2510","C11orf67"
"2511","C11orf68"
"2512","C11orf69"
"2513","C11orf70"
"2514","C11orf71"
"2515","C11orf74"
"2516","C11orf75"
"2517","C11orf77"
"2518","C11orf80"
"2519","C11orf82"
"2520","C11orf84"
"2521","C11orf86"
"2522","C11orf87"
"2523","C11orf88"
"2524","C11orf91"
"2525","C11orf94"
"2526","C11orf95"
"2527","C12orf11"
"2528","C12orf2"
"2529","C12orf22"
"2530","C12orf23"
"2531","C12orf24"
"2532","C12orf28"
"2533","C12orf29"
"2534","C12ORF3"
"2535","C12orf32"
"2536","C12orf35"
"2537","C12orf36"
"2538","C12orf4"
"2539","C12orf40"
"2540","C12orf42"
"2541","C12orf43"
"2542","C12orf44"
"2543","C12orf45"
"2544","C12orf46"
"2545","C12orf48"
"2546","C12orf49"
"2547","C12ORF5"
"2548","C12orf50"
"2549","C12orf51"
"2550","C12orf54"
"2551","C12orf57"
"2552","C12ORF6"
"2553","C12orf60"
"2554","C12orf65"
"2555","C12orf70"
"2556","C12orf71"
"2557","C12orf73"
"2558","C12orf74"
"2559","C12orf75"
"2560","C12orf76"
"2561","C13orf1"
"2562","C13orf23"
"2563","C13orf27"
"2564","C13orf31"
"2565","C13orf34"
"2566","C13orf37"
"2567","C14orf1"
"2568","C14orf102"
"2569","C14orf103"
"2570","C14orf104"
"2571","C14orf105"
"2572","C14orf106"
"2573","C14orf111"
"2574","C14orf112"
"2575","C14orf118"
"2576","C14orf119"
"2577","C14orf128"
"2578","C14orf129"
"2579","C14orf135"
"2580","C14orf139"
"2581","C14orf143"
"2582","C14orf145"
"2583","C14orf149"
"2584","C14orf159"
"2585","C14orf166"
"2586","C14orf167"
"2587","C14orf169"
"2588","C14orf177"
"2589","C14orf178"
"2590","C14orf179"
"2591","C14orf180"
"2592","C14orf2"
"2593","C14orf28"
"2594","C14orf32"
"2595","C14orf33"
"2596","C14orf37"
"2597","C14orf39"
"2598","C14orf4"
"2599","C14orf43"
"2600","C14orf46"
"2601","C14orf49"
"2602","C14orf65"
"2603","C14orf72"
"2604","C14orf79"
"2605","C14orf80"
"2606","C14orf81"
"2607","C14orf93"
"2608","C15ORF2"
"2609","C15orf21"
"2610","C15orf23"
"2611","C15orf28"
"2612","C15orf29"
"2613","C15orf32"
"2614","C15orf37"
"2615","C15orf38"
"2616","C15orf39"
"2617","C15ORF4"
"2618","C15orf41"
"2619","C15orf42"
"2620","C15orf48"
"2621","C15orf5"
"2622","C15orf51"
"2623","C15orf52"
"2624","C15orf53"
"2625","C15orf54"
"2626","C15orf56"
"2627","C15orf57"
"2628","C15orf59"
"2629","C15orf61"
"2630","C15orf62"
"2631","C15orf65"
"2632","C16ORF3"
"2633","C16orf30"
"2634","C16orf45"
"2635","C16orf46"
"2636","C16orf5"
"2637","C16orf52"
"2638","C16orf53"
"2639","C16orf54"
"2640","C16orf55"
"2641","C16orf57"
"2642","C16orf58"
"2643","C16orf59"
"2644","C16orf61"
"2645","C16orf62"
"2646","C16orf63"
"2647","C16orf69"
"2648","C16orf70"
"2649","C16orf71"
"2650","C16orf72"
"2651","C16orf74"
"2652","C16orf75"
"2653","C16orf78"
"2654","C16orf86"
"2655","C16orf87"
"2656","C16orf89"
"2657","C16orf91"
