"Gene","RELB"
"CHST11",-0.315053552
"CHST2",-0.117818764
"CHST4",-0.052405282
"CHST6",-5.219696012
"CHST7",0.020159788
"CHURC1",-0.170475608
"CIAO1",-0.099751686
"CIAPIN1",0.097466992
"CIB2",1.227580315
"CIC",1.176547385
"CIITA",-0.340233584
"CIP29",0.265052049
"CIR",-0.078470767
"CIRBP",0.425271697
"CIT",-0.287998163
"CITED1",0.054123678
"CITED2",-0.636993613
"CITED4",-0.265045628
"CKAP2L",-0.155235611
"CKAP5",0.222187448
"CKB",-0.567600624
"CKLF",-0.269651302
"CKS1B",-1.899541713
"CKS2",0.059674153
"CLASP1",0.059890408
"CLASP2",0.471556796
"CLCA2",1.09183764
"CLCF1",1.070771971
"CLCN1",0.549025023
"CLCN2",-0.086359808
"CLCN3",-0.661131702
"CLCN5",-0.147027864
"CLCN7",0.187848103
"CLDN1",0.500755488
"CLDN12",-0.04957842
"CLDN16",-0.333156219
"CLDN3",0.02274875
"CLDN4",-1.548637961
"CLDN7",-0.22433638
"CLEC1A",-0.155120636
"CLEC2D",0.715794165
"CLEC4E",0.177638435
"CLEC4G",0.522051694
"CLEC4M",1.746548685
"CLIC3",0.34785105
"CLIPR-59",0.246881733
"CLN6",1.344865453
"CLOCK",-0.006173344
"CLPTM1L",0.061540121
"CLSPN",0.202838169
"CLTC",0.028696744
"CLTCL1",0.319885058
"CLUL1",-0.041236526
"CLYBL",-0.347317175
"CMAH",-0.61023175
"CMBL",0.466552369
"CMTM1",-0.104906444
"CNBP",0.369595177
"CNDP2",-8.988045523
"CNIH3",-0.058239456
"CNNM1",0.294000606
"CNNM4",-0.288756581
"CNOT1",0.042065822
"CNOT2",-0.143898632
"CNOT3",0.064626552
"CNOT4",-0.428502533
"CNOT6",-0.804972075
"CNOT6L",-0.086953694
"CNOT7",0.330383707
"CNOT8",6.840837019
"CNR1",-0.601332611
"CNTN1",-0.320913379
"CNTNAP1",-0.38051422
"COBL",0.15406068
"COBLL1",-0.079158136
"COBRA1",-0.249757774
"COCH",0.11261944
"COG2",-1.045719237
"COG4",1.768393108
"COG5",1.449131591
"COG7",-0.177051909
"COL13A1",0.22499328
"COL14A1",-0.047491581
"COL2A1",-0.486055541
"COL3A1",-0.259841044
"COL4A5",-0.685343411
"COL4A6",0.142750492
"COL5A1",0.017860893
"COL8A2",0.156852347
"COLEC12",-0.051777595
"COMMD10",2.69020428
"COMMD7",-0.776694508
"COMP",0.038487783
"COMT",0.057937056
"COPA",-0.337299021
"COPB2",0.013835898
"COPG",-1.003901491
"COPS2",0.490025638
"COPS4",0.182330135
"COPS6",-0.06773187
"COQ10B",-0.105573389
"COQ5",0.130625614
"COQ6",0.021721689
"COQ7",0.052148679
"CORO1C",-1.2697346
"COVA1",0.132681566
"COX15",-0.0072055
"COX17",-0.327644007
"COX18",0.254642977
"COX4I1",-0.257904965
"COX5A",-0.090844222
"COX6B1",-0.06947049
"COX7A2",-0.022448004
"COX7A2L",0.251083904
"COX7B",-0.0824909
"COX7C",-0.066952273
"CPA6",0.060384779
"CPEB2",-0.220731939
"CPNE6",0.189558677
"CPNE8",-0.136894377
"CPOX",-0.975283119
"CPS1",-0.133132134
"CPSF3L",-0.007983577
"CPT2",-0.827982272
"CPVL",-0.263950469
"CRABP2",0.876809002
"CRADD",-0.479714142
"CRAMP1L",-0.228976331
"CRB2",-0.012421348
"CRCT1",-0.772023572
"CREB1",-0.152221221
"CREB3",1.465319884
"CREB3L1",-1.878173176
"CREB3L3",0.013589026
"CREB3L4",-1.240166363
"CREB5",-0.333119034
"CREBBP",0.072015646
"CREBL1",0.489730459
"CREBL2",-0.399093033
"CREBZF",-0.663358798
"CREG1",-2.961564753
"CRELD2",-0.112339982
"CREM",-0.425737175
"CRIPAK",0.108031957
"CRISP2",-0.390524479
"CRISPLD2",-0.499429821
"CRK",-0.127273455
"CRNN",-0.67662561
"CROT",-0.283118895
"CRSP2",-0.260066446
"CRSP3",-0.111087332
"CRSP6",-0.386698256
"CRSP7",3.593129906
"CRSP8",0.089468013
"CRSP9",-0.463013195
"CRTC1",-0.325321678
"CRTC2",0.238688462
"CRTC3",-0.099748932
"CRX",0.33978573
"CRY1",-0.328206944
"CRY2",-0.185498115
"CRYAA",0.037102526
"CRYAB",2.639922603
"CRYBA4",0.130720612
"CRYGD",0.224160736
"CRYL1",-1.920276954
"CRYM",0.297145635
"CRYZ",0.581576244
"CSDA",2.00055465
"CSDC2",0.135357557
"CSDE1",0.752587808
"CSF2",0.37514486
"CSF2RA",-0.260211648
"CSK",-0.108405605
"CSN2",0.103711762
"CSNK1A1",0.521618168
"CSNK1D",-0.500276831
"CSNK1E",-1.34692036
"CSNK1G1",-0.046835843
"CSNK1G2",-2.102971019
"CSPG2",0.54412927
"CSPG5",0.263386578
"CST6",-0.951731696
"CSTA",0.063566652
"CSTL1",-0.17373321
"CTBP1",-5.479340436
"CTBP2",-0.000131565
"CTBS",0.188648298
"CTCF",-0.638680875
"CTCFL",0.149291343
"CTDSP1",0.106669371
"CTDSP2",-0.108360224
"CTDSPL",-1.45518341
"CTGF",-0.513350747
"CTGLF4",-0.040536966
"CTGLF5",-0.315180608
"CTH",-2.745271245
"CTNNB1",-0.040372011
"CTNNBIP1",0.020907792
"CTNND1",-0.144049583
"CTNND2",-0.131840154
"CTNS",-0.557579958
"CTPS",-0.195031197
"CTPS2",-0.163285953
"CTR9",0.870294531
"CTSB",0.031140187
"CTSC",1.63818715
"CTSF",0.775747622
"CTSK",0.251938705
"CTSL",0.116738634
"CTSL2",0.17102536
"CTSO",0.046317806
"CTSS",-0.431042682
"CTTN",-0.131065978
"CTXN1",-0.075127718
"CUEDC2",-0.728020517
"CUGBP1",0.154481669
"CUTA",-0.146220718
"CUTL1",-0.254175917
"CUTL2",-0.057982693
"CX3CL1",-0.470821396
"CXCL1",-0.141572569
"CXCL10",0.508578778
"CXCL11",0.517661281
"CXCL14",-0.055383409
"CXCL2",0.186613102
"CXCL5",2.065450322
"CXCR7",4.086652017
"CXorf34",-0.076937288
"CXorf38",2.431945666
"CXorf43",0.060967155
"CXorf45",-0.400213928
"CXorf6",0.132964663
"CXXC1",-2.92202827
"CXXC5",1.007077521
"CXYorf2",0.116710046
"CYB561",-0.562164105
"CYB5A",0.113476349
"CYB5D2",4.15728655
"CYB5R1",-0.132392274
"CYBRD1",0.114499348
"CYFIP1",0.789827096
"CYFIP2",0.279925195
"CYGB",0.237654123
"CYHR1",0.981025224
"CYLN2",-0.13947087
"CYP17A1",-0.643456598
"CYP1A1",-0.760027237
"CYP1B1",-11.34132548
"CYP20A1",-0.33261149
"CYP26B1",0.223736122
"CYP2A6",-0.125896933
"CYP2C8",-0.171978373
"CYP2W1",-0.303731209
"CYP3A5",0.083022118
"CYP4V2",-0.076916644
"CYP51A1",0.256998357
"CYR61",-0.002226497
"CYTL1",-0.457113018
"CYYR1",-0.25427129
"D21S2056E",0.405952132
"D4S234E",1.018424207
"DAB1",0.102601855
"DAB2",0.094653233
"DACH1",-0.04107669
"DACH2",-0.015811035
"DACT1",0.164277368
"DAK",0.268916897
"DALRD3",2.052625873
"DAPK1",-0.288403885
"DAPK3",4.382110051
"DAPP1",-0.520423934
"DAXX",0.982482845
"DAZAP2",-0.044973123
"DBI",0.034057148
"DBN1",-5.688035171
"DBNDD1",0.125951412
"DBP",0.041328396
"DBR1",-0.278815246
"DBT",-0.125005684
"DBX2",-0.087201076
"DCBLD1",-0.097365717
"DCC1",-0.232289515
"DCD",-0.219808296
"DCK",-0.760216999
"DCLRE1B",-0.106116315
"DCLRE1C",0.059866199
"DCN",-1.163388151
"DCST1",-0.523652358
"DCTN1",1.347142468
"DCTN4",0.268929043
"DCUN1D3",-1.375610939
"DCUN1D4",-0.201779608
"DDAH1",0.163291072
"DDHD2",-0.42743186
"DDIT3",0.008959418
"DDIT4",0.224062741
"DDIT4L",0.293654251
"DDX11",0.649954454
"DDX17",0.100082686
"DDX20",0.582613427
"DDX21",0.243724231
"DDX28",-0.24334403
"DDX39",-0.115033121
"DDX47",-0.09225154
"DDX5",0.141304317
"DDX52",-2.106161953
"DDX54",-1.157338751
"DDX55",-0.655062702
"DDX59",-0.315612799
"DEAF1",0.204764697
"DEDD",-0.397268213
"DEDD2",-0.037579216
"DEFB1",0.851572941
"DEFB126",-0.046929604
"DEK",0.3210875
"DENND1A",0.048927221
"DENND2C",1.946356331
"DENND2D",0.280264637
"DENND3",1.285440281
"DENND4A",-0.144205363
"DENND4C",-0.402399589
"DENR",0.65400919
"DEPDC1",-0.242958688
"DERA",0.084281586
"DERL2",0.180523067
"DES",0.297586569
"DFNA5",-0.664389749
"DGCR8",0.476824076
"DGKA",0.676865313
"DGKQ",0.329446031
"DHPS",0.671145499
"DHRS1",-0.110701595
"DHRS12",0.388715487
"DHRS2",-0.107414657
"DHRS3",0.058652752
"DHRS7B",-4.54311593
"DHX32",-1.192948927
"DHX40",0.184438637
"DIABLO",-0.089720113
"DIAPH3",0.233810508
"DICER1",-0.035491894
"DIP",-0.454247506
"DIP13B",-0.350855876
"DIP2A",0.049321251
"DISC1",0.091357059
"DKC1",0.07167292
"DKFZp313A2432",-0.171724696
"DKFZp434N035",-0.307550027
"DKFZP434P211",-0.072638546
"DKFZP586H2123",0.35251909
"DKFZp586I1420",0.051346356
"DKFZP686A01247",-0.22709097
"DKFZp686D0972",0.921993615
"DKFZP686E2158",0.562397026
"DKFZp686L1814",0.026179687
"DKFZp761E198",0.47594245
"DKFZp762E1312",-1.322216398
"DKFZp762P2111",0.070435265
"DKFZp779O175",0.260006959
"DKK1",0.076369297
"DLC1",1.104271807
"DLEU1",2.437681724
"DLG1",-7.61255091
"DLG5",-0.055891674
"DLK1",-0.370219211
"DLL1",-0.562584607
"DLST",-0.122101263
"DLX1",-0.037036866
"DLX2",-0.155179274
"DLX3",-0.453025537
"DLX4",0.178764034
"DLX5",0.423090493
"DLX6",-0.156891212
"DMAP1",-0.377836785
"DMBX1",-0.659763458
"DMC1",-0.155694534
"DMD",-0.050918955
"DMKN",0.34114658
"DMRT1",-0.104063852
"DMRT2",-0.058778592
"DMRT3",0.09975398
"DMRTA1",0.155292149
"DMRTB1",0.346643008
"DMRTC1",-0.297715233
"DMRTC2",-0.041297845
"DMTF1",-0.167393914
"DMWD",-0.153955521
"DMXL2",0.038812474
"DNAH17",-0.164270449
"DNAJA1",0.07473382
"DNAJA3",-0.265581428
"DNAJB11",-0.118086819
"DNAJB2",0.272023509
"DNAJB5",-0.474976236
"DNAJB6",0.414280732
"DNAJB9",0.832275002
"DNAJC11",0.110346756
"DNAJC13",-0.356010007
"DNAJC16",0.145773067
"DNAJC3",0.418074278
"DNAJC6",0.383779812
"DNAJC8",0.036800171
"DNAJC9",-0.082483006
"DNAL4",0.454705469
"DNAPTP6",-0.12895231
"DNER",-0.773621175
"DNM3",0.135571722
"DNMBP",0.373649346
"DNMT1",-4.942359462
"DNMT3A",0.186491065
"DNMT3B",0.049806151
"DNTTIP2",-0.035614568
"DOCK1",-0.774114921
"DOCK10",-0.241846597
"DOCK11",-0.264691415
"DOCK4",0.33887751
"DOCK6",-0.187224893
"DOCK9",-1.595188261
"DOK2",0.29554606
"DOK4",0.019154036
"DOK5",0.152172771
"DOM3Z",-0.480844381
"DONSON",-0.498261492
"DPF1",0.14861193
"DPF2",-0.036617064
"DPF3",0.125969915
"DPP4",-0.24552802
"DPYD",-0.106693792
"DR1",-0.506164082
"DRAP1",-0.066893509
"DRD3",0.280312222
"DRD4",-0.317788501
"DRD5",-0.173493926
"DSC1",2.746593812
"DSC2",-1.754086801
"DSC3",-0.725840253
"DSCAML1",-0.104455359
"DSCR1",-0.953079483
"DSCR1L2",-0.45342315
"DSG1",-1.069208552
"DSG4",0.00568576
"DTL",0.585076728
"DTNA",0.124505479
"DTNB",0.101776608
"DTX3",-0.633161097
"DTX4",-0.008913331
"DUS2L",-0.307988838
"DUSP1",-1.782200917
"DUSP10",0.655110515
"DUSP13",-0.122769237
"DUSP2",0.071196574
"DUSP4",-0.109846582
"DUSP5",-0.504081878
"DUSP6",-0.148217816
"DUX3",-0.520462392
"DVL1",-0.179831045
"DVL3",0.149660823
"DYM",0.305465076
"DYNC1I1",0.13403862
"DYNC2H1",-0.843681306
"DYNLL1",0.065915001
"DYRK1B",-0.108033881
"DYRK3",-0.129596055
"DYRK4",1.806354783
"DYSF",0.450819486
"E2F1",0.840650749
"E2F2",-0.808804659
"E2F3",0.274335086
"E2F4",-1.329821736
"E2F5",-0.198849016
"E2F6",-0.364306417
"E2F7",2.526715818
"E2F8",-0.135139552
"E4F1",0.718531231
"EAF1",-0.332235945
"EAF2",-0.739975449
"EBF1",-0.044746623
"EBF2",0.003319801
"EBF3",0.199338766
"EBI3",0.265210773
"ECD",0.15476772
"ECOP",0.117133731
"ECSIT",-1.944347769
"ECT2",-0.940036943
"EDA",0.265292967
"EDA2R",-0.24600375
"EDEM1",0.349801349
"EDF1",0.038020638
"EDG1",-0.538040198
"EDG4",0.15689905
"EDG7",0.331544334
"EDG8",-0.030298709
"EDN1",-0.485387853
"EDN2",-0.4505079
"EDNRA",0.316560778
"EEA1",-0.087685627
"EED",0.039009913
"EEF1D",-0.074986162
"EEF1E1",0.301498358
"EEF2",-0.065592343
"EFEMP1",-0.14964623
"EFHA1",0.275166323
"EFHC1",0.24986662
"EFHD2",-0.273995185
"EFNA1",0.101258656
"EFNA2",0.413379601
"EFNA3",-0.374479251
"EFNA5",-0.107547567
"EFNB1",-0.140330521
"EFNB2",-0.439541558
"EFS",-1.162181062
"EGF",-0.480692752
"EGFL7",0.150581519
"EGLN1",-0.088054006
"EGLN3",0.213458385
"EGR1",0.385793529
"EGR2",-0.143542392
"EGR3",-0.351339788
"EGR4",-0.040136512
"EHD1",-0.326698867
"EHD3",0.260899496
"EHD4",4.367838605
"EHF",0.458442004
"EHMT1",-0.241146576
"EHMT2",0.624276891
"EI24",0.025170542
"EID1",0.25009235
"EID2",-0.857971245
"EID2B",0.106843941
"EID3",-0.103509776
"EIF1",-0.057757546
"EIF2AK2",-1.220655232
"EIF2AK3",0.179813018
"EIF2B5",-0.24699931
"EIF2C1",0.049666247
"EIF2C2",-0.425501394
"EIF2C3",-0.099252219
"EIF2C4",0.023868785
"EIF3S1",0.062232672
"EIF3S10",-0.059314753
"EIF3S12",0.097371017
"EIF3S8",-0.006898124
"EIF4E",0.919534363
"EIF4E2",0.012127631
"EIF4EBP1",-0.130379048
"EIF4EBP2",0.205725298
"EIF4G2",0.205590194
"EIF4G3",0.083569392
"EIF5A2",-0.554319028
"EIF5B",-1.003403575
"ELA1",0.056211804
"ELAC1",0.04726088
"ELAVL1",1.327512588
"ELAVL2",0.337182394
"ELF1",-0.916400472
"ELF2",0.074587237
"ELF3",-1.96180919
"ELF4",-1.031911672
"ELF5",-0.149431164
"ELK1",-0.005579745
"ELK3",-0.02575026
"ELK4",-0.422948587
"ELL",0.297466073
"ELL2",0.779315107
"ELL3",-1.351506886
"ELMO3",-0.79663558
"ELOF1",1.878561198
"ELOVL4",-0.350381302
"ELOVL6",-0.375062675
"ELP3",-0.017459042
"ELP4",-0.118039786
"EMILIN1",0.371492027
"EMILIN2",-0.262683264
"EMILIN3",-0.453706049
"EML1",-0.041362727
"EML2",1.148546683
"EMP1",0.05916299
"EMP2",-0.11437815
"EMX1",1.728889203
"EMX2",0.370188686
"EN1",0.210606795
"EN2",-0.582680886
"ENAH",0.179468479
"ENC1",-3.61830727
"ENG",0.035942985
"ENO1",0.004597429
"ENPP1",0.171355206
"ENTPD1",-0.04657198
"ENTPD3",-0.184782059
"ENTPD5",-0.137151378
"ENTPD7",-0.272538358
"ENTPD8",0.101967696
"ENY2",0.00140843
"EOMES",-0.078818409
"EP300",0.198837248
"EP400",-0.016590005
"EPAS1",0.053420288
"EPB41",0.053605571
"EPB41L1",0.165008049
"EPB41L2",-0.451732437
"EPB41L3",-0.568978102
"EPB41L4B",-0.054311524
"EPC1",0.421116882
"EPC2",0.043840921
"EPGN",-0.660679093
"EPHA2",-0.401226595
"EPHA5",-0.048541368
"EPHB2",0.261456719
"EPHB3",-0.620186066
"EPHB4",-0.173463806
"EPHX2",0.57270768
"EPN3",0.100479095
"EPO",-0.614982858
"EPRS",0.239127423
"EPS15",-0.454345115
"EPS8",0.236343066
"EPS8L2",0.222514751
"EPS8L3",0.005073422
"ERBB3",0.112753584
"ERBB4",0.193605269
"ERC1",0.038386485
"ERCC2",0.872493084
"ERCC3",-0.479155335
"ERCC5",-0.102481542
"ERCC6",0.188945891
"ERCC8",-0.492735001
"EREG",-0.632792937
"ERF",0.505286129
"ERG",0.421004274
"ERGIC2",0.719216036
"ERN1",-0.044304373
"ERN2",0.931794561
"ERO1LB",0.080004081
"ERRFI1",0.457884817
"ESCO2",0.067375822
"ESD",-0.084112752
"ESF1",0.823089098
"ESPL1",-0.296749382
"ESR2",-0.43257476
"ESRRB",0.069644383
"ESRRG",-0.67217209
"ESX1",-0.001900443
"ETFA",-1.508016907
"ETNK1",-0.186783224
"ETS1",0.017039112
"ETS2",0.305604314
"ETV1",0.149022549
"ETV3",-0.807739343
"ETV4",0.522174062
"ETV5",0.113895346
"ETV6",0.059733439
"ETV7",0.509243921
"EVA1",-0.8347277
"EVC",0.196414995
"EVI1",0.06546628
"EVI2B",-0.105438954
"EVI5L",-0.489331178
"EVPL",0.160485491
"EVX1",-3.166721727
"EWSR1",-1.344589776
"EXO1",0.16107049
"EXOC4",-0.612455578
"EXOC6",-0.313064129
"EXOC8",-0.194638221
"EXOSC10",-0.085345032
"EXOSC4",-0.262948634
"EXOSC5",0.148015833
"EXOSC6",-0.355986334
"EXOSC7",0.298253062
"EXOSC9",-0.012129833
"EXPH5",1.382970942
"EXT1",0.074697535
"EXT2",-0.146847754
"EXTL2",-0.045785958
"EYA1",-0.039060347
"EYA2",-0.176399884
"EYA3",-0.031460589
"EYA4",0.127607339
"EZH1",-0.029665183
"EZH2",0.479175098
"F11R",0.200621237
"F2R",-0.118073363
"F2RL1",-0.552925831
"F2RL3",0.221263673
"F3",0.338363238
"F8A1",-0.429186765
"FABP3",-0.234197752
"FABP4",-0.056335064
"FABP5",0.485142031
"FADS1",-1.568435076
"FAF1",0.184470136
"FAH",-0.007262643
"FAM100B",-0.062127239
"FAM101A",0.747513514
"FAM101B",0.183431817
"FAM102A",-0.260986086
"FAM104A",-3.58690837
"FAM106A",-0.045548406
"FAM107A",-0.31257599
"FAM109B",0.696153252
"FAM110C",-0.119952211
"FAM111A",0.101496586
"FAM111B",0.370533706
"FAM113B",0.263968767
"FAM114A1",-0.086301122
"FAM118A",-0.143839393
"FAM119B",-0.086348845
"FAM11B",-0.143438984
"FAM120B",-0.102015867
"FAM123A",-0.073139134
"FAM123B",0.237646992
"FAM127A",-0.326242781
"FAM129A",0.061352649
"FAM14A",-0.215038363
"FAM32A",-0.087600146
"FAM35A",-0.864863374
"FAM3C",-0.021660711
"FAM40B",-0.136142849
"FAM43B",2.534788858
"FAM46A",0.860622112
"FAM46B",-0.985255419
"FAM48A",-0.174112825
"FAM49A",-0.128492974
"FAM49B",0.076798819
"FAM53B",-4.497503245
"FAM54A",1.281958994
"FAM57A",-0.246063348
"FAM59A",-0.672333571
"FAM60A",0.391189032
"FAM63A",0.044134431
"FAM64A",1.123559078
"FAM69B",0.217491338
"FAM79A",-0.417636313
"FAM79B",-1.556149905
"FAM80B",-0.394409657
"FAM83A",3.932361379
"FAM83D",2.587952484
"FAM83H",-0.258702383
"FAM84A",2.314838154
"FAM84B",-0.957692528
"FAM89B",-0.24524853
"FAM8A1",-0.040268876
"FAM98A",1.02388334
"FAM9B",-0.177850773
"FANCA",0.635539113
"FANCC",0.284634198
"FANCD2",-0.270017409
"FANCE",-0.364183868
"FANCG",-0.902075454
"FANCL",0.172435207
"FARS2",-0.423934186
"FAS",0.109598796
"FASN",0.143389294
"FASTKD5",0.41207455
"FBLIM1",0.133253721
"FBXL10",-0.310088255
"FBXL11",-0.888530635
"FBXL16",-0.096926714
"FBXL18",0.076650349
"FBXL20",-0.298617434
"FBXL3",4.012250279
"FBXL4",-0.055001484
"FBXO16",0.076366526
"FBXO17",0.037046686
"FBXO2",-0.720250422
"FBXO21",-0.155330386
"FBXO22",-0.110629663
"FBXO28",-0.453918635
"FBXO3",-0.88541289
"FBXO32",-0.083537647
"FBXO36",-0.092583975
"FBXO42",1.06638232
"FBXO44",0.007322064
"FBXO5",-0.630213245
"FBXO8",-0.861267771
"FBXW10",0.043685409
"FBXW2",0.10416663
"FCGBP",0.305368049
"FCGR2A",-0.116050298
"FCGR2B",-0.012454901
"FCHO1",0.49776173
"FCRL3",-0.056905839
"FCRL4",-0.407130608
"FDFT1",-0.101655445
"FDPS",-0.104438876
"FDPSL2A",-0.152917442
"FEM1B",0.596424731
"FEM1C",-0.113951275
"FER1L4",0.366660382
"FERD3L",-0.356287753
"FES",0.356356354
"FEV",0.059585902
"FEZ1",0.808238633
"FEZ2",-0.081419917
"FEZF2",-0.052979703
"FGF1",-0.052368305
"FGF10",-0.065753473
"FGF13",0.074182956
"FGF19",0.280054475
"FGF2",-0.047957363
"FGF23",-0.537406337
"FGF5",0.13448047
"FGFBP1",-0.006611922
"FGFR3",-0.190513288
"FGFRL1",-0.387239803
"FGL2",-0.465137216
"FH",-0.077799386
"FHL2",-0.068622547
"FHOD3",1.633629767
"FIBP",-0.298323496
"FIGF",-0.066030912
"FIGNL1",0.026595029
"FILIP1L",-0.632764852
"FIP1L1",0.151850088
"FIZ1",0.037896381
"FJX1",-0.496987011
"FKBP1B",-0.46496996
"FKBP3",-0.029191669
"FKBP5",-0.31661817
"FLCN",0.100440472
"FLG",-1.029198765
"FLI1",-0.066487854
"FLII",-0.041622609
"FLJ00049",-0.158687291
"FLJ10038",0.090491096
"FLJ10159",-0.097340514
"FLJ10815",2.182833675
"FLJ11151",-0.038104046
"FLJ11171",-0.096103641
"FLJ11184",-3.518869985
"FLJ11236",-0.012077955
"FLJ11292",0.143024264
"FLJ11783",-0.002825957
"FLJ12886",0.228797768
"FLJ13195",-0.128883635
"FLJ14213",0.234702827
"FLJ14668",0.042082914
"FLJ14803",-1.020069718
"FLJ14959",-0.045295547
"FLJ16478",-0.694908904
"FLJ16542",-0.035619964
"FLJ20105",-0.432187962
"FLJ20273",-0.056071808
"FLJ20323",0.377689486
"FLJ20581",0.552813962
"FLJ20701",-0.735442993
"FLJ20920",-1.055263391
"FLJ21511",-3.053295828
"FLJ21767",-0.359515251
"FLJ21839",-0.402127068
"FLJ21908",-0.617110446
"FLJ21963",-0.33095639
"FLJ22028",-0.404516487
"FLJ22374",0.302862279
"FLJ22662",0.222839065
"FLJ22675",0.266161273
"FLJ23588",0.234419087
"FLJ23861",-0.022526138
"FLJ25006",-0.12703834
"FLJ25328",0.018682217
"FLJ25416",-0.097870938
"FLJ25476",0.501685637
"FLJ25680",0.550059578
"FLJ25778",-0.096417298
"FLJ25801",0.098102198
"FLJ31568",0.116024292
"FLJ31715",-0.197497427
"FLJ31818",-0.278836125
"FLJ32679",0.324137114
"FLJ33590",-0.371253116
"FLJ34870",0.035695785
"FLJ35379",0.084039648
"FLJ36070",0.555114707
"FLJ38359",-3.888144992
"FLJ38482",-0.025731083
"FLJ38576",0.045991154
"FLJ38964",-0.105478304
"FLJ39378",-0.117006052
"FLJ40092",0.008189242
"FLJ40869",0.050240947
"FLJ43339",-0.235063361
"FLNA",-0.608004163
"FLOT1",-1.477170354
"FLOT2",-0.742475694
"FLRT1",0.026558606
"FLRT2",-0.082743592
"FLRT3",1.061338467
"FLT4",-0.73270364
"FMN1",-0.406743761
"FMNL2",-2.21423741
"FMO3",-0.392099087
"FMO4",0.013898171
"FN3KRP",0.008345514
"FNBP1",-0.143230813
"FNDC3A",0.013862214
"FNIP1",0.046611756
"FNTA",0.126638724
"FOLR3",0.567097697
"FOS",1.846692602
"FOSB",-0.478659446
"FOSL1",0.242700353
"FOXA1",-0.261117589
"FOXA2",0.048449909
"FOXA3",0.008678672
"FOXB1",0.511060206
"FOXC1",0.528757901
"FOXC2",-0.664227633
"FOXD1",0.890986943
"FOXD2",0.06257178
"FOXD3",2.727858464
"FOXD4",0.052682176
"FOXE1",0.232277548
"FOXE3",-0.024510001
"FOXF1",-0.683744704
"FOXF2",0.31726002
"FOXG1B",0.071066041
"FOXH1",-0.66325341
"FOXI1",-0.464060153
"FOXJ1",0.373140891
"FOXJ2",-0.020880186
"FOXJ3",0.443333283
"FOXK1",-0.664008781
"FOXK2",-0.256716621
"FOXL1",0.305288163
"FOXM1",1.73402622
"FOXN1",-0.201985322
"FOXN2",1.238271103
"FOXO1A",-0.499387173
"FOXO3A",0.193314879
"FOXP1",-1.098287732
"FOXP2",0.460891902
"FOXP3",0.275234112
"FOXP4",0.045748644
"FOXQ1",-0.443724581
"FOXR1",-0.229131859
"FOXRED2",0.024536708
"FPGS",-0.332451892
"FRAT1",0.094006901
"FRMD4B",-0.401973474
"FRMD5",0.302813093
"FRRS1",-0.177749683
"FRYL",-0.075971877
"FSD1",0.403146087
"FST",-0.131924322
"FSTL1",0.355170325
"FSTL3",-0.885470475
"FTH1",-0.00617985
"FTO",0.422010148
"FTS",-0.411993596
"FTSJ1",-0.553034265
"FTSJ2",-0.37405051
"FUBP1",2.654897468
"FUBP3",-0.249990231
"FUCA1",-3.450268974
"FUS",0.06042726
"FUT10",0.23057793
"FUT6",-0.267466154
"FVT1",-0.780207706
"FXYD1",0.077347256
"FXYD2",-0.095802426
"FXYD3",0.099976128
"FXYD6",0.416387952
"FZD1",-0.948506818
"FZD10",0.568490884
"FZD2",0.452185554
"FZD3",-0.098558706
"FZD6",-0.298678097
"FZD9",0.2481209
"FZR1",0.300930439
"G3BP1",-0.299271202
"G3BP2",-0.135790405
"GAA",1.386345505
"GAB1",-0.149924059
"GABARAPL1",0.231895669
"GABARAPL3",0.092846489
"GABPA",-0.350881168
"GABPB2",0.538476325
"GABRA4",-0.042868587
"GABRB3",-0.171360161
"GABRD",-0.562311761
"GABRE",-1.055899429
"GADD45A",0.004824016
"GADD45B",-0.405879932
"GAL",0.302468488
"GALC",-0.015686386
"GALE",-2.749513649
"GALK1",-0.537269136
"GALK2",2.89757905
"GALM",0.167623553
"GALNACT-2",-0.51136247
"GALNS",-0.17886803
"GALNT11",-0.379816722
"GALNT3",0.038738343
"GALNT5",-0.70159028
"GALNT7",4.595598055
"GAPDH",0.035127372
"GARNL4",0.04142042
"GART",0.075683719
"GAS2L3",0.042420654
"GAS6",-0.883980313
"GATA1",-0.001576392
"GATA2",0.399607998
"GATA3",0.973249408
"GATA5",0.105834585
"GATA6",0.018827073
"GATAD1",0.042230925
"GATAD2A",0.258583528
"GATAD2B",-0.537817188
"GATS",-0.104273648
"GBAS",-0.541779657
"GBE1",-0.034439904
"GBP1",-1.087796019
"GBP2",-0.686151541
"GBP6",0.272530104
"GBX2",0.193245705
"GCET2",0.137797546
"GCH1",-0.02465352
"GCLC",-1.991594321
"GCM1",-0.09365858
"GCM2",0.247434226
"GCN5L2",-0.064136685
"GCNT1",0.060045928
"GCNT2",-0.394842837
"Gcom1",-0.264733178
"GCSH",0.193939253
"GDAP1L1",-0.215424303
"GDF15",2.213242314
"GDF2",-0.428393652
"GDF6",-0.538620669
"GDF8",-0.052933395
"GDI2",0.340607668
"GDNF",0.349635658
"GDPD2",0.066932891
"GDPD3",-0.474980725
"GEFT",-0.233666271
"GEMIN8",0.171233396
"GENX-3414",-0.041240641
"GFAP",-0.274968763
"GFI1",0.545554718
"GFI1B",-0.37964006
"GFPT1",7.25880089
"GFRA1",-0.082112262
"GGA2",0.188528152
"GGA3",1.031133464
"GGT1",0.476039935
"GGT2",0.48564459
