"Gene","RELB"
"GGT6",-0.06494073
"GGTL3",0.402708085
"GHR",-0.168655095
"GHRH",-0.065341087
"GINS1",0.175920937
"GINS3",-1.499642413
"GINS4",-0.000425322
"GIPC3",0.250601093
"GIT1",0.340892889
"GJA12",0.316055764
"GJA5",0.440212109
"GJA7",0.166685993
"GJB2",0.290903721
"GJB6",2.43823456
"GK",0.008870634
"GLB1L",0.087596772
"GLCCI1",-0.164573542
"GLCE",0.225581595
"GLDN",-0.067261896
"GLI1",0.18461311
"GLI2",0.224300461
"GLI3",1.256029753
"GLIPR1",-0.231679501
"GLIS1",0.441403698
"GLIS2",0.885582997
"GLIS3",0.121418297
"GLRA3",0.326322544
"GLRX",0.906204865
"GLRX2",-0.257580631
"GLS",-1.691187202
"GLT25D2",-0.425325076
"GLTP",0.791045423
"GLTSCR2",-2.94902533
"GLUL",0.274457642
"GM632",-0.979092435
"GMCL1",0.466775411
"GMCL1L",-0.044729191
"GMDS",-0.225505056
"GMEB1",0.04932608
"GMEB2",0.27220529
"GMNN",-0.091248453
"GMPPB",-0.889435058
"GMPR",-0.073584087
"GMPR2",-0.051724107
"GNA11",-0.403656793
"GNA13",-0.107411877
"GNA15",-0.881414664
"GNAL",0.078542505
"GNAO1",-0.477017914
"GNAZ",0.170563504
"GNB2L1",-0.02044466
"GNB5",-0.00187702
"GNG11",0.039509793
"GNG2",-0.139368581
"GNPAT",0.487426723
"GNPDA1",-0.24355052
"GNRH2",-0.028721502
"GNRHR2",-0.068511808
"GNS",0.002826209
"GOLGA8A",-0.545561883
"GOLGB1",-0.421397853
"GOLPH2",0.105886825
"GOLPH3",2.388110834
"GOLPH3L",0.464505444
"GOLPH4",0.249941181
"GOLT1A",0.086932772
"GOLT1B",0.22197874
"GON4L",-1.206506632
"GORASP1",-0.09593637
"GORASP2",-0.151248328
"GOT2",0.042779677
"GPATCH2",-0.344259181
"GPBP1",-0.078686774
"GPBP1L1",-1.382663997
"GPC1",-0.162811612
"GPC2",0.042324577
"GPC4",0.0648316
"GPC5",-0.289789542
"GPD1L",-0.20220394
"GPD2",-0.399680003
"GPHN",-0.161371637
"GPM6B",-0.022245384
"GPNMB",-0.679401364
"GPR109A",-0.129198495
"GPR109B",4.85604446
"GPR110",-0.215434483
"GPR125",-0.059979972
"GPR137C",-0.18845004
"GPR153",-0.730095272
"GPR155",-0.094574474
"GPR157",0.051765407
"GPR161",0.308211617
"GPR18",-0.080187044
"GPR180",-0.306703335
"GPR25",-0.351474255
"GPR37",-0.286633973
"GPR44",0.06875472
"GPR50",0.122536209
"GPR64",-0.16147465
"GPR65",-0.056697651
"GPR88",-0.089508199
"GPRC5A",0.042793268
"GPRC5B",0.377303773
"GPS2",0.239355507
"GPSM1",-6.012743494
"GPT2",0.045986234
"GPX3",0.582264027
"GPX4",0.320323942
"GRAMD1B",0.300316115
"GRAMD2",-0.078337569
"GRAMD3",-0.560328855
"GRB10",0.142192428
"GRB2",1.621015283
"GRHL1",-1.31251804
"GRHL3",0.456975458
"GRHPR",0.234134144
"GRIA4",0.218173043
"GRIN1",5.495224637
"GRIN2C",-0.099563564
"GRIN3B",0.22273823
"GRINL1A",-0.042046904
"GRK1",0.063817775
"GRK5",-0.360422203
"GRLF1",0.118856141
"GRM5",0.034552996
"GRM8",-0.756632498
"GRPEL2",-0.298674789
"GRTP1",-0.327326652
"GSC",0.144874461
"GSCL",0.156713683
"GSG2",0.182396314
"GSH1",0.493846566
"GSH2",0.260807364
"GSK3B",2.022490834
"GSN",0.295363946
"GSR",0.142397725
"GSTA4",-1.240020591
"GSTCD",0.232961161
"GSTM3",0.310751548
"GSTO1",-0.04453004
"GSTZ1",0.690804656
"GTDC1",-0.877455337
"GTF2A1",0.115001425
"GTF2A2",0.341141362
"GTF2B",0.822758639
"GTF2E1",1.951662197
"GTF2E2",1.239955393
"GTF2F1",-0.121024585
"GTF2F2",0.04467219
"GTF2H1",-2.878663083
"GTF2H3",-0.141836025
"GTF2H4",0.566627065
"GTF2H5",-0.149227201
"GTF2I",0.354429014
"GTF2IRD1",0.151545835
"GTF2IRD2",-0.080990924
"GTPBP1",-2.172662189
"GTPBP3",0.437781986
"GTPBP4",1.217226652
"GTPBP6",0.034826949
"GTSE1",-0.466665489
"GUCY1A3",-0.563674076
"GUK1",-0.108403436
"GUP1",0.099103262
"GUSBL1",0.163457739
"GUSBP1",0.033290613
"GYG1",0.110837187
"GYG2",-0.159632011
"GYLTL1B",-2.119696592
"GZF1",0.183622025
"H19",2.132450703
"H1F0",0.596231954
"H1FX",0.002665218
"H2-ALPHA",0.73141534
"H2AFX",-0.397443859
"H2AFY",-0.065518285
"H2AFY2",-0.701807096
"H6PD",-0.631805472
"HAAO",-0.53452463
"HAB1",-0.098299908
"HABP4",-0.44245743
"HACE1",-0.283488875
"HADHA",-0.146361497
"HAND1",-0.360436916
"HAND2",0.080286088
"HAP1",-0.186076371
"HAPLN2",0.402545987
"HAPLN4",0.240091034
"HAS2",0.125530359
"HAS3",-4.734911614
"HAT1",-0.031332382
"HAX1",-0.021218167
"HBEGF",0.489708934
"HBP1",-0.265734514
"HCFC1",-0.368583752
"HCFC2",-0.318670668
"HCG12",-0.36309119
"HCG27",0.007010186
"HCG3",0.091717304
"HCLS1",-0.108940023
"HCST",0.691163587
"HDAC1",0.146973678
"HDAC10",0.151201125
"HDAC11",0.277317295
"HDAC2",0.133559917
"HDAC3",-0.38217377
"HDAC4",-0.378650366
"HDAC5",-1.241653353
"HDAC6",3.877943329
"HDAC7A",2.788051278
"HDAC8",-0.347615803
"HDAC9",-0.120177885
"HDGF",0.046190799
"HEATR3",0.083691413
"HEATR5A",-0.65776709
"HEBP2",0.046639705
"HECA",0.286981716
"HEG1",0.064911234
"HELLS",-0.300103311
"HEMK1",0.534747881
"HEPH",-1.255699616
"HERC3",0.109139331
"HERPUD1",0.033044609
"HERPUD2",-0.09197443
"HES1",-0.050006523
"HES2",-0.526714476
"HES4",-0.545221883
"HES5",0.617841896
"HES6",0.090992609
"HESX1",-0.063976622
"HEXIM1",-0.112270714
"HEXIM2",-1.984777892
"HEY1",0.024520582
"HEY2",0.320561943
"HEYL",-0.094025444
"HFE",0.02656698
"HGS",-1.136618844
"HGSNAT",-1.123289156
"HHEX",0.273476986
"HIAT1",0.010279108
"HIBCH",0.953945572
"HIC1",0.008186902
"HIC2",-0.766870825
"HIF1A",2.124362211
"HIF1AN",-0.037852466
"HIF3A",0.472396705
"HIGD2A",-0.665223713
"HILS1",0.199038622
"HINT1",0.025666919
"HIP1",-0.010267855
"HIP2",-2.445985352
"HIPK1",1.688422734
"HIPK2",0.061991803
"HIRA",-0.173534299
"HISPPD1",-0.892623818
"HIST1H1A",1.483938151
"HIST1H1B",0.529010387
"HIST1H1C",-0.216773664
"HIST1H1D",-1.792944564
"HIST1H1E",8.495460085
"HIST1H2AB",0.033358816
"HIST1H2AH",-0.308550987
"HIST1H2AM",0.48857804
"HIST1H2BB",-0.196037598
"HIST1H2BE",0.15953075
"HIST1H2BG",0.02049827
"HIST1H2BM",1.419926588
"HIST1H3A",0.014306956
"HIST1H3B",0.1592707
"HIST1H3D",0.340591937
"HIST1H3E",0.122914219
"HIST1H4A",0.207514296
"HIST1H4B",-0.236503373
"HIST1H4D",-0.872135422
"HIST1H4H",0.506665831
"HIST1H4L",-0.194086977
"HIST2H2AA4",-0.349636593
"HIST2H2AB",0.305783621
"HIST2H2BE",-0.439045452
"HIST3H2A",-0.328205875
"HIVEP1",-0.328427683
"HIVEP2",0.240050826
"HIVEP3",0.148283745
"HK1",0.232726807
"HK2",0.567531047
"HKR1",0.061721441
"HLA-DMB",-0.0453131
"HLA-DQA1",-0.340756258
"HLA-DQA2",-0.046051191
"HLCS",1.764190433
"HLF",0.065494155
"HLTF",-0.259234401
"HLX1",0.246824928
"HLXB9",-0.043627983
"HMBOX1",2.19562067
"HMG20A",-0.424194027
"HMG20B",-0.867444957
"HMG2L1",-0.663569708
"HMGA1",-0.219534886
"HMGA2",-1.022950346
"HMGB1",0.055707213
"HMGB2",0.200998609
"HMGCL",-2.798761815
"HMGCR",0.331463898
"HMGCS1",-0.074091037
"HMGN2",0.137414886
"HMGN4",-0.665635242
"HMHB1",0.637051868
"HMOX1",-0.759409123
"HMX1",0.255998158
"HMX2",-0.032548425
"HN1L",-0.389475136
"HNF4A",0.448074433
"HNF4G",-0.370220023
"HNMT",-0.274573453
"HNRPA1",-0.035973215
"HNRPAB",4.851080143
"HNRPD",-1.256861244
"HNRPDL",-1.047557472
"HNRPH2",0.457997
"HNRPUL1",0.255678888
"HNT",0.141660724
"HOOK1",0.00698766
"HOP",0.825062084
"HOXA1",-0.191408144
"HOXA10",0.258803652
"HOXA11",-0.092968274
"HOXA13",-0.047178836
"HOXA2",0.098495234
"HOXA3",-0.089194939
"HOXA4",0.168203851
"HOXA5",-0.07559369
"HOXA6",0.201027732
"HOXA7",-1.254668937
"HOXA9",0.442593815
"HOXB1",-0.037173169
"HOXB13",-0.328908716
"HOXB2",0.189205393
"HOXB3",0.084444224
"HOXB4",0.188688372
"HOXB5",0.018432891
"HOXB6",0.113666624
"HOXB7",0.075678196
"HOXB8",-0.048780109
"HOXB9",0.319784228
"HOXC10",0.101940739
"HOXC11",-0.141239483
"HOXC12",-0.128143099
"HOXC13",-0.29962737
"HOXC4",-0.168711233
"HOXC5",-0.098446316
"HOXC6",0.119602271
"HOXC8",-0.161813711
"HOXC9",1.089270944
"HOXD1",-0.002647099
"HOXD10",0.105646627
"HOXD11",-0.028677808
"HOXD12",-0.109560855
"HOXD13",-1.163278345
"HOXD3",-0.009180399
"HOXD4",-0.064307458
"HOXD8",-0.037553364
"HOXD9",-0.100945896
"HPCA",0.305469274
"HPGD",-0.543873086
"HPRT1",-0.278702261
"HPS4",0.911285462
"HPSE",-0.173013745
"HPX",0.13872024
"HR",-0.940744142
"HRH1",0.498575345
"HRSP12",0.748327396
"HS1BP3",0.078817642
"HS3ST1",-0.329801545
"HS3ST2",-0.057069392
"HS3ST3B1",-0.77288436
"HS3ST4",-0.05260029
"HSBP1",0.344826207
"HSD17B1",0.775672709
"HSD17B2",0.045246685
"HSD17B4",2.053303451
"HSD17B6",-0.130525971
"HSD17B8",1.846437603
"HSF1",-0.158678921
"HSF2",-0.235582481
"HSF4",-0.747620045
"HSF5",0.033128637
"HSFX1",-0.014417943
"HSP90B1",-0.240686318
"HSPA12A",-0.387317961
"HSPA2",2.540753671
"HSPA4L",-1.677802087
"HSPA5",1.228223084
"HSPA8",-0.025200019
"HSPA9",0.166665629
"HSPB1",0.230073388
"HSPB2",0.146008924
"HSPB8",-0.512206026
"HSPBAP1",-0.069121543
"HSPC105",-0.159570481
"HSPC159",0.138193111
"HSPC171",-0.403822865
"HSPH1",-0.086347635
"HSU79275",0.664100943
"HSZFP36",-0.092475053
"HTATIP",1.358079138
"HTATIP2",0.532437119
"HTATSF1",0.045970139
"HTR1A",-0.140144475
"HTR1B",-1.046733674
"HTR1D",-0.477546694
"HTR2C",-0.198629651
"HTR7",-0.031155136
"HTRA1",-0.298194523
"HTRA3",0.245946623
"HUS1",-0.246591234
"HYAL1",-0.057652627
"HYI",-1.229177804
"HYOU1",-0.126093341
"IBRDC2",-1.720461628
"IBRDC3",-0.21458405
"ICAM1",0.71111592
"ICAM5",0.558597095
"ICK",0.183025104
"ID1",0.514015529
"ID2",-0.199680034
"ID3",-4.308543053
"ID4",-0.055387422
"IDE",-1.658753998
"IDH2",0.906194798
"IDH3A",-0.626565138
"IDH3B",-0.072956704
"IDI1",0.073008734
"IDUA",0.098452721
"IER2",0.003139742
"IER3",-0.102298574
"IFI16",-0.002891307
"IFI30",-0.404334496
"IFIT1",-1.351211954
"IFIT2",0.632922517
"IFITM1",-0.825964803
"IFITM2",-0.656834234
"IFNAR2",0.064938083
"IFNB1",-0.090223693
"IFNG",0.101027858
"IFNGR2",-0.729624611
"IFNK",0.588654028
"IFRD1",-2.989204305
"IFRD2",-0.019991044
"IFT20",-0.347967125
"IFT57",-0.000209871
"IFT80",-0.225751383
"IFT81",-0.069352005
"IFT88",-0.406478492
"IGBP1",-0.593234614
"IGF1",0.437151633
"IGF1R",0.081116658
"IGF2",-0.595517447
"IGF2BP2",-0.161779056
"IGF2BP3",-0.453473535
"IGFBP2",-0.043465659
"IGFBP3",0.99583803
"IGFBP4",0.010263804
"IGFBP5",-0.382704741
"IGFBPL1",0.062903458
"IGFL2",-0.53769568
"IGHD",-0.450910049
"IGHMBP2",-0.124889359
"IGSF1",0.167504698
"IGSF22",-0.005915603
"IGSF4",0.40299275
"IGSF4C",-0.001479988
"IHPK1",-0.109870217
"IK",0.189709371
"IKBKAP",0.157968344
"IKBKB",0.005520305
"IKBKE",0.290778776
"IKBKG",0.055559056
"IKZF1",-0.052988336
"IKZF2",-1.245956407
"IKZF3",0.177357177
"IKZF4",0.05992015
"IKZF5",-0.087552899
"IL10",-0.428622117
"IL11",0.314674411
"IL12B",-0.106247978
"IL12RB1",0.148153647
"IL16",-0.661595962
"IL17A",-0.613080941
"IL17F",0.119721027
"IL17RB",-0.382283154
"IL17RC",0.00369419
"IL17RD",-0.002541633
"IL1B",-0.001384545
"IL1F5",-0.408080117
"IL1F7",0.543717354
"IL1F9",-1.057917842
"IL1R1",0.118054985
"IL1R2",-1.074623615
"IL1RAP",-0.27687924
"IL1RAPL1",-0.045070161
"IL1RL1",-0.11833046
"IL1RN",0.068215082
"IL2",0.0028112
"IL20",-0.464369818
"IL20RA",-0.518033106
"IL20RB",-0.082048057
"IL22",-0.143378765
"IL24",-0.434120287
"IL25",-0.04892901
"IL29",-0.530767506
"IL31RA",-0.044551163
"IL32",-3.152256871
"IL33",-0.667522856
"IL4",0.361796873
"IL4I1",0.123354952
"IL5",0.137716827
"IL5RA",0.341948927
"IL6",-0.081131107
"IL6R",0.012570188
"IL7R",0.907275744
"IL8",-1.083597508
"IL8RA",-0.010613546
"ILF2",0.126804301
"ILF3",0.113184703
"IMPA2",0.086420032
"IMPACT",0.228549876
"IMPDH1",-0.292825459
"IMPDH2",-0.00770989
"INA",-0.307659243
"INADL",0.111114449
"INCA",-0.073419416
"ING1",-0.591164133
"ING2",0.228662962
"ING3",-0.29575278
"ING4",0.202717776
"ING5",0.04198378
"INHBA",0.490752776
"INOC1",-0.067759993
"INPP4B",4.388814602
"INPP5F",-0.32510589
"INS",0.284527895
"INSIG1",-0.18166253
"INSIG2",-0.202950436
"INSL5",-0.048210563
"INSM1",-0.359936477
"INSM2",0.440708485
"INSR",0.217599221
"INTS6",-0.677283277
"INTS8",-0.624446246
"INTU",-0.102896071
"IPMK",0.43664923
"IPO13",-0.051676242
"IPO7",2.957014896
"IPO9",0.28162671
"IPP",-0.125153289
"IPPK",-1.202578428
"IQCK",-1.337257337
"IQGAP3",0.017687467
"IQSEC1",0.138481174
"IQSEC3",-0.052491268
"IQWD1",-1.593985958
"IRAK1",-0.088766234
"IRAK1BP1",0.09211555
"IRAK2",0.257554208
"IRAK3",-0.011677588
"IRAK4",0.117507068
"IRF1",0.479227061
"IRF2",-0.036854861
"IRF2BP1",0.274943358
"IRF2BP2",0.100822312
"IRF3",0.395464266
"IRF4",-0.051952835
"IRF5",0.134197221
"IRF6",-0.006788222
"IRF7",-1.375453029
"IRF8",0.047518422
"IRGC",0.376338057
"IRS1",-2.316563563
"IRS2",-0.320404536
"IRX1",0.276640417
"IRX2",1.044953232
"IRX3",-2.212403112
"IRX4",-0.071730728
"IRX5",-0.754387002
"IRX6",-0.072944191
"ISGF3G",2.525406246
"ISL1",-0.139024911
"ISL2",0.021580797
"ISOC1",0.162851817
"ISX",-0.049903559
"ISYNA1",-0.198770719
"ITFG2",0.021210605
"ITGA6",-0.088028964
"ITGB1BP3",0.150860855
"ITGB3BP",-0.179803478
"ITGB6",-0.30084668
"ITGB7",-2.000446016
"ITGB8",0.360555238
"ITGBL1",-0.185976694
"ITIH2",0.105969062
"ITIH4",-0.502060019
"ITIH5L",0.214481662
"ITM2A",1.251061115
"ITM2B",0.772343967
"ITPKA",0.578061892
"ITPKB",0.017218079
"ITPKC",0.187755708
"ITPR3",-0.461833683
"ITSN1",-0.06138808
"IVL",0.699095518
"IVNS1ABP",1.737213901
"IXL",0.020117492
"JAG1",0.587870266
"JAK1",-0.395186596
"JAK2",-0.110666756
"JARID1A",0.224864191
"JARID1B",1.505399603
"JARID1C",0.194423654
"JARID1D",-0.495898895
"JARID2",0.668724206
"JAZF1",-0.205164837
"JDP2",0.104556287
"JMJD1A",-0.195176726
"JMJD1B",-1.062504965
"JMJD1C",0.083514951
"JMJD2A",0.336892198
"JMJD2C",-0.838359604
"JMJD2D",0.110319553
"JMJD3",-0.114469264
"JMY",0.017562553
"JOSD1",-0.166017133
"JOSD3",1.12678769
"JPH1",-0.035183464
"JPH2",0.251172253
"JRK",-0.391200118
"JRKL",-0.332203295
"JUN",-0.691155572
"JUP",0.030198769
"KAL1",0.02694946
"KATNAL1",1.251150273
"KAZALD1",0.284390116
"KBTBD10",0.080609666
"KBTBD11",0.322272331
"KBTBD4",0.317480096
"KCMF1",0.315155337
"KCNA1",-0.055228534
"KCNAB2",0.207108013
"KCNB1",-0.041939713
"KCND1",-0.175103771
"KCNG2",0.037894179
"KCNH1",-0.067440103
"KCNH2",-0.359898481
"KCNH3",-0.306972785
"KCNH4",0.421961747
"KCNH5",-0.087564288
"KCNH6",-0.440077357
"KCNH7",-0.040353937
"KCNH8",-0.049589334
"KCNIP3",1.165600324
"KCNJ15",-2.045418483
"KCNK1",-0.274576583
"KCNK15",0.019174468
"KCNK7",-0.215591064
"KCNMA1",-0.086928539
"KCNMB3",0.136195159
"KCNMB4",-0.586974387
"KCNN1",-0.095384415
"KCNN4",0.646693049
"KCNQ3",-0.114209835
"KCNQ5",0.342122981
"KCNRG",0.045471262
"KCNS3",0.83612148
"KCNT1",-0.080446983
"KCNV2",0.00886521
"KCTD1",0.058874768
"KCTD10",-1.237158461
"KCTD12",1.199384588
"KCTD14",0.407485392
"KCTD15",-0.102138656
"KCTD17",0.35766141
"KCTD5",1.938061892
"KDELC1",-0.262221096
"KDELC2",0.259568343
"KDELR3",-0.023204355
"KEAP1",-0.177232642
"KGFLP1",-0.496823424
"KHDRBS1",0.11038387
"KHDRBS2",-0.04207318
"KHDRBS3",-0.016091099
"KHSRP",0.102091803
"KIAA0020",0.04886971
"KIAA0100",0.048591447
"KIAA0101",-0.053022738
"KIAA0125",0.230982876
"KIAA0141",0.848712342
"KIAA0143",2.259927834
"KIAA0146",-0.83635037
"KIAA0182",-0.083883852
"KIAA0232",-0.146784625
"KIAA0241",-0.00151475
"KIAA0265",-0.030024672
"KIAA0274",-0.018421491
"KIAA0284",-0.035582404
"KIAA0310",0.181361235
"KIAA0355",-0.715505573
"KIAA0404",0.42143605
"KIAA0430",-1.610826166
"KIAA0494",-0.117838337
"KIAA0515",0.066627369
"KIAA0556",0.111270778
"KIAA0586",-0.600013176
"KIAA0692",-0.462728627
"KIAA0738",-0.022547304
"KIAA0746",-1.833252583
"KIAA0776",1.253350939
"KIAA0802",0.647652623
"KIAA0828",-0.465216567
"KIAA0841",-0.070745641
"KIAA0907",-0.628199641
"KIAA1005",-0.081093752
"KIAA1147",-0.212668895
"KIAA1155",-0.496559118
"KIAA1199",0.585721115
"KIAA1305",0.241381967
"KIAA1324",0.188803269
"KIAA1333",-0.691255066
"KIAA1370",-0.249113657
"KIAA1394",0.273012195
"KIAA1411",-0.354905137
"KIAA1414",-0.305950049
"KIAA1443",1.284948457
"KIAA1450",-0.497172512
"KIAA1462",-0.282799393
"KIAA1467",0.108158294
"KIAA1468",-0.888986137
"KIAA1505",-0.287462825
"KIAA1522",0.030456243
"KIAA1524",0.097292759
"KIAA1529",-0.146147959
"KIAA1546",0.169069217
"KIAA1609",-0.029762255
"KIAA1618",2.22118414
"KIAA1622",-0.039557327
"KIAA1632",0.028272475
"KIAA1655",0.411370204
"KIAA1666",-0.214474241
"KIAA1688",0.083380604
"KIAA1706",0.446057954
"KIAA1713",0.063353832
"KIAA1718",-0.464565406
"KIAA1727",-0.300245206
"KIAA1729",-0.999244016
"KIAA1731",-0.118676533
"KIAA1751",0.082651521
"KIAA1754L",0.309353812
"KIAA1772",0.149169107
"KIAA1794",0.273547433
"KIAA1822",-0.022017232
"KIAA1841",-0.169175826
"KIAA1856",-0.110190373
"KIAA1881",0.041232405
"KIAA1913",0.706546129
"KIAA1914",-0.132028219
"KIAA1920",0.184934536
"KIAA1946",-0.00449925
"KIAA1949",-0.868413405
"KIAA2013",0.02512979
"KIAA2018",-0.241543556
"KIF1A",0.013711045
"KIF20A",-1.598270138
"KIF23",0.326288569
"KIF24",0.09738108
"KIF26A",0.198741214
"KIF27",0.175143412
"KIF5A",-0.530808305
"KIF5B",-1.270539893
"KIFAP3",0.37230427
"KIFC3",0.626157103
"KIR2DL4",-0.038278876
"KIR3DL1",0.250900731
"KIRREL",0.316286153
"KIRREL2",0.205093633
"KISS1",-0.416710487
"KISS1R",-2.887357039
"KITLG",-0.002658195
"KL",-0.268743982
"KLF1",0.211299716
"KLF10",4.382676362
"KLF11",0.153778872
"KLF12",-0.083517878
"KLF13",0.18404057
"KLF14",0.045175611
"KLF15",0.017644311
"KLF16",-0.605138815
"KLF17",0.087072721
"KLF2",-0.108852824
"KLF3",-0.133409844
"KLF4",-2.537368595
"KLF5",-5.233608034
"KLF6",-0.095924886
"KLF7",-0.407109316
"KLF8",-0.672052072
"KLF9",-0.593836511
"KLHDC1",0.160596628
"KLHDC2",-0.158569622
"KLHDC3",0.144215356
"KLHDC5",-0.256570154
"KLHDC8B",-0.179983625
"KLHL11",-0.019135545
"KLHL12",-0.195724316
"KLHL13",-0.028622365
"KLHL14",-0.157256873
"KLHL15",0.117919806
"KLHL20",-0.043715082
"KLHL21",-0.310559806
"KLHL24",0.080957258
"KLHL4",0.171161531
"KLHL7",-2.03619196
"KLHL8",-0.044074049
"KLHL9",0.555339633
"KLK10",0.136864314
"KLK11",0.570462043
"KLK15",-0.114152675
"KLK4",-0.232028393
"KLK5",0.147891373
"KLK7",0.019145794
"KLK8",0.094390277
"KMO",0.04450309
"KNS2",0.120361959
"KNTC1",-0.195724222
"KPNA2",0.025117882
"KPNA3",-0.379902059
"KPNB1",-0.126775055
"KRAS",0.417951764
"KRCC1",3.499913757
"KRR1",-0.194514311
"KRT1",-2.440299748
"KRT10",0.637864966
"KRT12",-0.039775197
"KRT13",0.099757741
"KRT14",0.0390504
"KRT15",0.091089424
"KRT16",0.345300476
"KRT17",0.091099091
"KRT18",-0.204767176
"KRT19",-0.222151158
"KRT2",-0.479707283
"KRT20",-0.445184115
"KRT23",1.140344118
"KRT24",0.111524678
"KRT25",0.206947059
"KRT26",-0.121153869
"KRT27",-0.097128015
"KRT28",0.060037265
"KRT3",2.951649722
"KRT31",-0.048298703
"KRT32",-0.522487471
"KRT33A",-0.012284331
"KRT33B",-0.231174992
"KRT34",-1.54611375
"KRT35",-0.638174869
"KRT36",0.14109276
"KRT37",0.089093251
"KRT38",-0.062234642
"KRT4",-2.236333834
"KRT40",0.07637589
"KRT5",0.071718814
"KRT6B",0.195508137
"KRT6C",0.014794422
"KRT6E",0.058401729
"KRT6L",-0.008776946
"KRT7",-0.068037394
"KRT71",-0.030236882
"KRT72",-0.297852661
"KRT73",-0.530680337
"KRT74",0.172381159
"KRT75",0.047347781
"KRT76",-0.34924243
"KRT77",-0.042646946
"KRT78",-0.295967128
"KRT8",-0.077940296
"KRT80",0.390255757
"KRT81",-0.562307275
"KRT82",-0.352335168
"KRT83",-0.199197967
"KRT85",-1.175209301
"KRT86",0.270640476
"KRT9",-0.383726026
"KRTAP1-1",-0.049746328
"KRTAP1-3",-0.157820155
"KRTAP1-5",-0.116451263
"KRTAP10-10",1.887827589
"KRTAP11-1",-0.874340573
"KRTAP12-1",0.325536492
"KRTAP12-2",-0.02423602
"KRTAP13-1",-0.535900002
"KRTAP13-2",-0.38741398
"KRTAP13-3",-0.227016358
"KRTAP13-4",-0.73109655
"KRTAP15-1",-0.423876016
"KRTAP17-1",0.955616491
"KRTAP19-1",-0.654480519
"KRTAP2-1",-1.270690953
"KRTAP2-4",-0.154857744
"KRTAP3-1",-0.026826541
"KRTAP3-2",-0.478868055
"KRTAP3-3",-0.145007953
"KRTAP4-10",-0.04989319
"KRTAP4-12",0.271149984
"KRTAP4-14",-0.814283897
"KRTAP4-2",0.501843474
"KRTAP4-3",-0.05121949
"KRTAP4-4",0.034748955
"KRTAP4-5",0.275815843
"KRTAP4-7",-0.073336079
"KRTAP5-9",2.335239945
"KRTAP6-3",0.025500003
"KRTAP7-1",0.041028796
"KRTAP8-1",0.051011096
"KRTAP9-2",-0.676388121
"KRTAP9-3",-0.040751378
"KRTAP9-4",-0.056605153
"KTN1",-0.061250759
"KY",0.050167949
"L3MBTL2",-0.016139139
"L3MBTL3",-0.009227916
"L3MBTL4",-0.063265091
"LAIR1",0.219233589
"LAMA2",0.142515856
"LAMA3",0.621724019
"LAMA4",-0.556406795
"LAMB3",-0.266763917
"LAMP1",-0.063078369
"LAMP2",0.894620048
"LANCL1",-0.463820788
"LAPTM4A",0.099266935
"LAPTM4B",0.234536534
"LAPTM5",0.011714186
"LAS1L",-0.117748471
"LASS2",0.133710927
"LASS3",-0.687867621
"LASS4",-0.370717399
"LASS5",-0.253690173
"LASS6",0.55604316
"LAT2",0.347924967
"LATS2",1.385288673
"LAYN",1.254415546
"LBH",4.453361077
"LBR",-0.123293373
"LBX1",-0.396977564
"LBX2",-0.500384823
"LCE1A",-0.02834119
"LCE1B",-0.048639246
"LCE1C",-0.369437189
"LCE1D",-0.384082633
"LCE1E",0.270147579
"LCE1F",0.299104453
"LCE2A",0.402478359
"LCE2B",-0.132980568
"LCE2C",0.055195332
"LCE2D",2.377991551
"LCE3A",-0.275367252
"LCE3B",-0.079918767
"LCE3C",-0.028305902
"LCE3D",0.424710645
"LCE3E",-0.353476018
"LCE4A",-0.728650283
"LCE5A",-0.524552299
"LCMT1",-0.170097761
"LCMT2",-0.045380008
"LCOR",-0.162908468
"LCORL",-0.153857885
"LCP1",-0.432917135
"LDB1",0.28382037
"LDHA",0.078424945
"LDHC",0.291174788
"LDLR",-3.099117388
"LEF1",0.059931315
"LELP1",-0.088061184
"LEO1",1.031334402
"LGALS1",-0.541893352
"LGALS7",0.358461888
"LGALS9",0.483237997
"LGI2",0.288259195
"LGMN",0.159453604
"LGR4",2.011297324
"LGTN",-1.236377033
"LHFPL2",-5.428087081
"LHPP",0.660034002
"LHX1",2.727468843
"LHX2",-0.229195313
"LHX3",0.800741937
"LHX4",-0.043790259
"LHX5",0.240859229
"LHX6",0.451861331
"LHX9",-0.365848842
"LIF",0.194446418
"LILRB4",0.175824136
"LIMD1",-0.060164513
"LIMS1",-1.1473045
"LIMS3",0.089745147
"LIN28B",-0.040891193
"LIPA",-0.185555889
"LIPG",-0.89541731
"LIPH",-0.05924015
"LITAF",-0.931272727
"LIX1L",0.033028748
"LLGL2",0.047220812
"LMAN2",0.19122519
"LMAN2L",0.963835676
"LMBR1",-0.139453036
"LMCD1",0.374636615
"LMO2",0.036752177
"LMO3",-0.049918474
"LMO4",1.177137561
"LMO6",0.102781134
"LMO7",0.176615997
"LMX1A",-0.2349782
"LMX1B",-0.334986018
"LNX2",-0.308403084
"LOC123688",-0.088817476
"LOC124976",-0.662554027
"LOC128977",-0.085494962
"LOC144233",0.377456568
"LOC146909",0.203197709
"LOC147804",-0.37682823
"LOC150223",-0.156415149
"LOC152485",0.228837433
"LOC152719",0.113962025
"LOC153222",0.131281352
"LOC153346",-0.48134736
"LOC161635",0.449245831
"LOC163233",0.004341917
"LOC200312",-0.400482616
