"Gene","TCF7L2"
"RNB6",0
"RND1",0
"RND2",0
"RND3",0.0013
"RNF",0
"RNF10",0.1165
"RNF10",-0.0148
"RNF103",0
"RNF11",0.731
"RNF111",0
"RNF112",0
"RNF113A",0
"RNF113B",0
"RNF114",0
"RNF115",0
"RNF12",-0.2393
"RNF121",-0.3428
"RNF121",0.1897
"RNF122",0
"RNF123",0
"RNF125",0
"RNF126",-0.1888
"RNF128",-0.228
"RNF128",0.3381
"RNF13",-0.6371
"RNF13",1.4404
"RNF130",0
"RNF133",0
"RNF135",0
"RNF138",0
"RNF139",9e-04
"RNF14",-5.0976
"RNF14",-0.343
"RNF141",0.0524
"RNF141",7.8985
"RNF144",0.8319
"RNF144",1.0073
"RNF144A",0
"RNF144B",0
"RNF145",0
"RNF146",-0.7762
"RNF148",0
"RNF149",0
"RNF150",0
"RNF151",0
"RNF152",0.5941
"RNF152",0.2155
"RNF157",0
"RNF16",0
"RNF165",0
"RNF166",0
"RNF167",0
"RNF168",0
"RNF169",-0.45
"RNF17",0
"RNF170",0.5263
"RNF170",-0.7729
"RNF18",0
"RNF180",0
"RNF181",0
"RNF182",0.6354
"RNF183",0
"RNF185",0
"RNF186",0
"RNF187",-2.1306
"RNF19A",0
"RNF19B",0
"RNF2",0.2456
"RNF2",-0.1233
"RNF20",-0.848
"RNF207",0
"RNF208",0
"RNF21",0
"RNF212",0
"RNF213",0
"RNF214",0
"RNF215",0
"RNF216",0
"RNF216L",0
"RNF216P1",0
"RNF217",0
"RNF219",0
"RNF220",0
"RNF222",0
"RNF223",0
"RNF224",0
"RNF24",0.5555
"RNF25",0
"RNF26",0
"RNF31",0
"RNF32",0
"RNF34",1.7703
"RNF34",0.4762
"RNF38",0
"RNF39",0.1415
"RNF4",3.4792
"RNF4",0.3527
"RNF40",0
"RNF41",0
"RNF43",0
"RNF44",-0.6998
"RNF5",0.4626
"RNF5",0.8357
"RNF5",-0.7134
"RNF5P1",0
"RNF6",2.6979
"RNF6",0.3123
"RNF7",0
"RNF8",0
"RNFT1",0
"RNFT2",0
"RNGTT",-0.2716
"RNH1",0
"RNLS",0
"RNMT",0
"RNMTL1",0
"RNPC3",0
"RNPEP",-1.1346
"RNPEP",-0.9184
"RNPEPL1",0
"RNPS1",1.7406
"RNU105C",0
"RNU12",0
"RNU2-1",0
"RNU6-10P",0
"RNU6-14P",0
"RNU6-16P",0
"RNU6-2",0
"RNU6-28P",0
"RNU6-33P",0
"RNU6-35P",0
"RNU6-39P",0
"RNUT1",0
"ROBO1",-1.1106
"ROBO1",-0.1738
"ROBO2",0
"ROBO3",0
"ROBO4",0
"ROC1",0
"ROCK1",0
"ROCK2",0.2393
"ROCK2",-0.2836
"ROD1",0
"ROGDI",0
"ROMK1",0
"ROMO1",0
"ROPN1",0
"ROPN1B",0
"ROPN1L",0
"ROR1",0.6056
"ROR1",0.1115
"ROR1",0.2657
"ROR2",0.5522
"ROR2",1.2102
"RORA",0.3066
"RORB",0.2824
"RORB",0.9664
"RORC",0.2226
"RORC",0.6561
"ROS1",1.0107
"RP1",0
"RP11-125A7.3",-0.127
"RP11-125A7.3",0.2389
"RP11-130N24.1",0.5824
"RP11-130N24.1",0.6377
"RP11-159J2.1",0
"RP11-217H1.1",-0.153
"RP11-217H1.1",-0.6797
"RP11-298P3.3",-0.4933
"RP11-321G1.2",0.9269
"RP11-35N6.1",0.9418
"RP11-529I10.4",-0.2815
"RP11-54H7.1",0.1064
"RP11-82K18.3",-1.2967
"RP11-93B10.1",-0.0793
"RP11-93B10.1",0.5981
"RP11-94I2.2",0
"RP1L1",0
"RP2",0.6769
"RP2",0.3777
"RP42",0
"RP5-1022P6.2",0.5464
"RP5-1022P6.2",-0.7866
"RP5-860F19.3",1.5689
"RP5-875H10.1",0.5942
"RP9",0
"RP9P",0
"RPA1",0
"RPA2",0.1726
"RPA3",-0.7696
"RPA4",0
"RPA40",0
"RPAIN",0.6289
"RPAIN",-0.6826
"RPAP1",0
"RPAP2",0
"RPAP3",0
"RPB3",0
"RPC32",0
"RPC62",0
"RPE",2.5305
"RPE",-0.1972
"RPE65",0
"RPEL1",0
"RPF-1",0
"RPF1",0
"RPF2",0
"RPGR",-0.0546
"RPGRIP1",0
"RPGRIP1L",0
"RPH3A",0
"RPH3AL",0.5895
"RPIA",-0.0276
"RPL10",0
"RPL10A",0
"RPL10AP2",0
"RPL10L",0
"RPL11",0
"RPL12",0
"RPL13",0
"RPL13A",0
"RPL13AP17",0
"RPL14",-0.1009
"RPL14",-0.0165
"RPL14",-0.0068
"RPL15",0
"RPL17",0.0118
"RPL18",0
"RPL18A",0
"RPL19",0
"RPL21",0
"RPL22",-0.0883
"RPL22L1",0
"RPL23",0
"RPL23A",0
"RPL23AP53",0
"RPL23P8",0
"RPL24",0
"RPL26",0
"RPL26L1",0
"RPL27",0
"RPL27A",-0.1586
"RPL28",0
"RPL29",-0.1361
"RPL29",-0.1931
"RPL3",0
"RPL30",0
"RPL31",-0.1805
"RPL31P11",0
"RPL32",0
"RPL32P3",1.3102
"RPL34",0
"RPL35",-0.0588
"RPL35",-0.4309
"RPL35A",0
"RPL36",0
"RPL36A",0
"RPL36AL",0
"RPL36AP6",0
"RPL37",-0.2694
"RPL37",-0.2467
"RPL37A",0
"RPL38",0
"RPL39",0
"RPL39L",0
"RPL3L",0.2917
"RPL4",0
"RPL41",0
"RPL5",0.3894
"RPL6",-0.1085
"RPL6",0.099
"RPL7",0
"RPL7A",0
"RPL7L1",0
"RPL8",-0.0896
"RPL9",0
"RPLP0",0
"RPLP1",-0.162
"RPLP1",-0.1966
"RPLP2",0
"RPML2",0
"RPN1",0.2098
"RPN1",-1.5086
"RPN1",1.3644
"RPN2",0
"RPP14",0
"RPP21",0
"RPP25",0
"RPP25L",0
"RPP30",0
"RPP38",0
"RPP40",0.3872
"RPRC1",-0.0438
"RPRC1",-0.093
"RPRD1A",0
"RPRD1B",0
"RPRD2",0
"RPRM",0
"RPRML",0
"RPS10",0
"RPS11",0
"RPS12",0
"RPS13",-0.0534
"RPS13",-0.1635
"RPS14",-0.091
"RPS14",0.4694
"RPS15",0
"RPS15A",0
"RPS15AP25",0
"RPS16",0
"RPS18",-0.1344
"RPS19",0
"RPS19BP1",0
"RPS2",-0.101
"RPS2",1.4751
"RPS2",-0.0216
"RPS20",0
"RPS21",-0.1738
"RPS23",0
"RPS24",0
"RPS25",0
"RPS26",0
"RPS26P2",0
"RPS27",0
"RPS27A",-0.144
"RPS27L",0
"RPS28",0
"RPS29",-0.1799
"RPS2P32",0
"RPS2P35",0
"rpS3",0
"RPS3",-0.084
"RPS3",-0.3529
"RPS3A",-0.0748
"RPS3A",0.0382
"RPS4X",0
"RPS4Y1",0.1231
"RPS4Y2",0.1176
"RPS5",-0.0218
"RPS5",0.0188
"RPS6",-0.0836
"RPS6KA1",0.6273
"RPS6KA2",1.4639
"RPS6KA3",0
"RPS6KA4",-0.8586
"RPS6KA5",0.2045
"RPS6KA5",0.4513
"RPS6KA6",0
"RPS6KB1",0
"RPS6KB2",0
"RPS6KC1",0
"RPS6KL1",0.6271
"RPS6KL1",0.831
"RPS7",0
"RPS8",0
"RPS9",0
"RPSA",0
"RPSAP15",0
"RPSAP52",0
"RPSAP58",0
"RPTN",-0.0361
"RPTOR",0
"RPUSD1",0
"RPUSD2",0
"RPUSD3",0
"RPUSD4",0
"RQCD1",-0.4991
"RRAD",0
"RRAGA",-0.078
"RRAGB",0
"RRAGC",0.8181
"RRAGC",-0.2291
"RRAGD",0
"RRAS",0
"RRAS2",0
"RRBP1",0
"RREB1",0
"RRH",0
"RRM1",0
"RRM2",-0.555
"RRM2",-1.2522
"RRM2B",0.7462
"RRN3",-0.1176
"RRN3",-0.5079
"RR0.0D1",0
"RRP1",0
"RRP12",0
"RRP15",0
"RRP1B",0
"RRP22",0
"RRP36",0
"RRP4",0
"RRP46",0
"RRP7A",0
"RRP8",0
"RRP9",0
"RRS1",0.1753
"RS1",1.3266
"RS1",0.1885
"RSAD1",0.2937
"RSAD2",0
"RSBN1",0
"RSBN1L",0
"RSC1A1",-0.083
"rse",0
"RSF1",0.2422
"RSF1",-0.1303
"RSG1",0
"RSHL1",0
"RSHL2",0.7298
"RSL1D1",0
"RSL24D1",0
"RSNL2",-1.1255
"RSP3",0
"RSPH1",0
"RSPH10B",0
"RSPH10B2",0
"RSPH14",0
"RSPH3",0
"RSPH4A",0
"RSPH6A",0
"RSPH9",0
"RSPO1",0
"RSPO2",0
"RSPO3",0
"RSPO4",0
"RSPRY1",0
"RSRC1",0
"RSRC2",0
"RSRFC4",0
"RSRP1",0
"RSU1",0
"RTBDN",0
"RTCA",0
"RTCB",0
"RTCD1",0.5344
"RTCD1",0.0596
"RTDR1",0
"RTEL1",2.9913
"RTF1",0
"RTFDC1",0
"RTKN",0
"RTKN2",0
"RTL1",0
"RTN1",0
"RTN2",0.3114
"RTN3",0
"RTN4",0.8935
"RTN4IP1",0
"RTN4R",0
"RTN4RL1",0
"RTN4RL2",0
"RTP1",0
"RTP2",0
"RTP3",0
"RTP4",0.2339
"RTP5",0
"RTTN",1.2615
"RU2",0
"RUBCN",0
"RUBCNL",0
"RUFY1",0
"RUFY2",0
"RUFY3",0
"RUFY4",0
"RUNDC1",0
"RUNDC2A",0.2142
"RUNDC2B",0.7377
"RUNDC2C",0.5393
"RUNDC2C",0.4652
"RUNDC3A",0
"RUNDC3B",0
"RUNX1",-0.3892
"RUNX1T1",1.3732
"RUNX2",0.411
"RUNX2",0.6734
"RUNX3",0.8859
"RUSC1",0
"RUSC1-AS1",0
"RUSC2",0
"RUTBC1",1.8246
"RUTBC3",-0.4946
"RUTBC3",-2.2465
"RUVBL1",-0.0108
"RUVBL1",-3.6262
"RUVBL2",0.1096
"RWDD1",0
"RWDD2A",0
"RWDD2B",0
"RWDD3",0
"RWDD4",0
"RWDD4A",-0.8044
"RWDD4A",0.8454
"RX",0
"RXFP1",0
"RXFP2",0
"RXFP3",0.408
"RXFP4",0
"RXRA",1.993
"RXRA",-0.9215
"RXRB",-0.3917
"RXRG",1.174
"RY-1",0
"RYBP",-0.5596
"RYBP",0.1063
"RYBP",0.9014
"RYR1",0
"RYR2",0
"RYR3",0
"S-MAG",0
"S100A1",1.1004
"S100A10",-0.3168
"S100A11",-0.2605
"S100A11",-0.2322
"S100A12",3.0276
"S100A13",-0.2586
"S100A14",0.009
"S100A16",-0.0595
"S100A2",-0.0681
"S100A3",1.2413
"S100A4",-0.4832
"S100A5",1.2854
"S100A6",-0.0869
"S100A7",-1.2024
"S100A7A",0.2139
"S100A7L2",0
"S100A8",-0.1233
"S100A9",-0.3382
"S100B",0
"S100G",0
"S100P",-0.534
"S100PBP",-0.4177
"S100PBP",-0.5694
"S100PBP",-0.9413
"S100Z",0
"S1PR1",0
"S1PR2",0
"S1PR3",0
"S1PR4",0
"S1PR5",0
"S2P",0
"S81524",0
"SA",0
"SAA1",0
"SAA2",0
"SAA2-SAA4",0
"SAA3P",0.4089
"SAA4",0.2206
"SAAL1",0
"SAAS",0
"SAC",0
"SACM1L",0
"SACS",0
"SAD1",0
"SAE1",0
"SAF-A",0
"SAFB",-0.1107
"SAFB",0.4363
"SAFB2",-0.0691
"SAFB2",-0.6451
"SAG",0
"SAGE",0
"SAGE1",0
"SAGE2P",0
"SALF",0
"SALL1",0.1181
"SALL2",0.4423
"SALL3",0.4488
"SALL4",1.1042
"SAMD1",0.3781
"SAMD1",0.3567
"SAMD10",1.4341
"SAMD11",0
"SAMD12",0
"SAMD13",0
"SAMD14",0
"SAMD15",0
"SAMD3",0
"SAMD4A",0
"SAMD4B",0
"SAMD5",0
"SAMD7",0
"SAMD8",0
"SAMD9",0.4816
"SAMD9",-0.9917
"SAMD9",0.1037
"SAMD9L",2.7831
"SAMHD1",0
"SAMM50",0
"SAMSN1",0
"SAP130",-0.5977
"SAP18",0.0776
"SAP18",0.2492
"SAP25",0
"SAP30",0.0368
"SAP30BP",-0.6634
"SAP30BP",-0.0546
"SAP30L",0.2795
"SAPCD1",0
"SAPCD2",0
"SAR1A",0
"SAR1B",0
"SARAF",0
"SARCOSIN",0
"SARDH",0
"SARM1",0.854
"SARNP",0
"SARS",0.1114
"SARS2",0
"SART-2",0
"SART1",0
"SART2",0.0926
"SART3",0
"SAS",0
"SASH1",-1.236
"SASH1",-0.4517
"SASH3",0
"SASS6",0
"SAT1",0
"SAT2",-0.2351
"SATB1",0.5304
"SATB2",0.1911
"SATB2",1.3711
"SATL1",0
"SAV1",-0.2969
"SAV1",-0.0268
"SAXO1",0
"SAXO2",0
"SAYSD1",0
"SBBI26",0
"SBBI31",0
"SBBI42",0
"SBDS",0.3112
"SBDS",0.6691
"SBF1",0
"SBF2",-0.0846
"SBK1",0
"SBK2",0
"SBK3",0
"SBNO1",0
"SBNO2",1.0885
"SBSN",0
"SBSPON",0
"SC4MOL",1.4129
"SC4MOL",-1.142
"SC5D",0
"SC5DL",0
"SCA7",0
"SCAD-SRL",0
"SCAF1",0
"SCAF11",0
"SCAF4",0
"SCAF8",0
"SCAI",0
"SCAM-1",0
"SCAMP1",-0.371
"SCAMP1",-1.2216
"SCAMP1",0.0047
"SCAMP2",0
"SCAMP3",0.029
"SCAMP4",0
"SCAMP5",0
"SCAND1",-3.6878
"SCAND1",-4.2248
"SCAND2",-0.1619
"SCAND2",0.2662
"SCAP",-0.0391
"SCAPER",0
"SCARA3",0
"SCARA5",0
"SCARB1",0
"SCARB2",0
"SCARF1",0.0606
"SCARF2",0
"SCAR0.017",0
"SCAR0.023",0
"SCAR0.08",0
"SCAR0.09L",0
"SCCA1",0
"SCCA2",0
"SCCPDH",0.4585
"SCD",0
"SCD5",0.3497
"SCD5",3.4907
"SCDGF-B",0
"SCEL",-0.0812
"SCFD1",0.0851
"SCFD2",-0.7486
"SCG2",0
"SCG3",0
"SCG5",0.2563
"SCGB1A1",0.8032
"SCGB1C1",0
"SCGB1D1",0
"SCGB1D2",0
"SCGB1D4",0
"SCGB2A1",0
"SCGB2A2",0.7744
"SCGB2B2",0
"SCGB3A1",0
"SCGB3A2",0
"SCGN",0
"SCHIP1",0
"SCIMP",0
"SCIN",0
"SCLIP",0
"SCLT1",0.2285
"SCLT1",0.1932
"SCLY",0
"SCMH1",0.3645
"SCML1",-0.0716
"SCML1",-0.3235
"SCML2",0.3123
"SCML2",0.1518
"SCML4",1.1072
"SCN10A",0
"SCN11A",0
"SCN12A",0
"SCN1A",0
"SCN1B",1.2439
"SCN2A",0
"SCN2A2",0
"SCN2B",0
"SCN3A",0
"SCN3B",0
"SCN4A",0
"SCN4B",1.0015
"SCN5A",0
"SCN6A",0
"SCN7A",0
"SCN8A",0
"SCN9A",0
"SCNM1",0
"SCNN1A",0.373
"SCNN1B",0
"SCNN1D",0.3928
"SCNN1G",0
"SCO1",0
"SCO2",0
"SCOC",0
"SCP1",0
"SCP2",0
"SCP2D1",0
"SCPEP1",-0.7523
"scr2",0
"SCRG1",0
"SCRIB",0
"SCRN1",0
"SCRN2",0
"SCRN3",0
"SCRT",0
"SCRT1",0.3277
"SCRT2",-1.8835
"SCT",0
"SCTR",0.8578
"SCUBE1",0.587
"SCUBE3",0.1288
"SCX",0
"SCYA1",0
"SCYA13",0
"SCYA16",0
"SCYA17",0
"SCYA22",0
"SCYA24",0
"SCYA25",0
"SCYA27",0
"SCYA7",0
"SCYB14",0
"SCYB5",0
"SCYB6",0
"SCYC1",0
"SCYC2",0
"SCYL1",-0.007
"SCYL2",0
"SCYL3",0
"SDAD1",0
"SDC1",0.0478
"SDC1",4.249
"SDC2",0.5101
"SDC3",0
"SDC4",0
"SDCBP",0
"SDCBP2",-1.0794
"SDCCAG1",0
"SDCCAG16",0
"SDCCAG3",0
"SDCCAG8",0
"SDE2",0
"SDF2",-0.5281
"SDF2",-0.4138
"SDF2L1",-0.2959
"SDF4",0
"SDHA",0.7668
"SDHA",0.1989
"SDHAF2",0
"SDHAF3",0
"SDHAF4",0
"SDHALP2",0.1104
"SDHB",0.4255
"SDHC",1.6517
"SDHD",0.7122
"SDHD",0.7745
"SDK1",0.8762
"SDK1",1.6292
"SDK1",0.9232
"SDK2",0
"sdp35",0
"SDPR",0
"SDR16C5",0
"SDR39U1",0
"SDR42E1",0
"SDR9C7",0
"SDS",0
"SDSL",0
"SE20-4",0
"SE57-1",0
"SE70-2",0
"SEC10L1",0
"SEC11A",0
"SEC11C",-0.1857
"SEC13",0
"SEC13L1",0
"SEC14L1",-0.0667
"SEC14L1",-5.5419
"SEC14L2",0.8768
"SEC14L3",0
"SEC14L4",0
"SEC14L5",0
"SEC14L6",0
"SEC16A",0
"SEC16B",0
"SEC22A",0
"SEC22C",0.0142
"SEC22C",-1.8647
"SEC22C",-0.7604
"SEC23A",0
"SEC23B",-0.4947
"SEC23IP",0
"SEC24A",0
"SEC24B",-0.5374
"SEC24C",-0.8089
"SEC24D",0.443
"SEC24D",0.7229
"SEC31A",0
"SEC31B",0.343
"SEC34",0
"SEC61A1",0.0122
"SEC61A2",0
"SEC61B",0
"SEC61G",0
"Sec62",0
"SEC62",0
"SEC63",-0.2954
"SEC63",0.3981
"SECISBP2",-0.0783
"SECISBP2",-1.2328
"SECISBP2L",0
"SECP43",0
"SECTM1",0
"SEDL",0
"SEEK1",0
"SEH1L",0
"SEL1L",0.1627
"SEL1L2",0
"SEL1L3",0
"SELE",0
"SELENBP1",0
"SELENOF",0
"SELENOH",0
"SELENOI",0
"SELENOK",0
"SELENOM",0
"SELENON",0
"SELENOO",0
"SELENOP",0
"SELENOS",0
"SELENOT",0
"SELENOV",0
"SELENOW",0
"SELK",0
"SELL",0
"SELM",0
"SELPLG",1.4501
"SELS",0.1935
"SELS",0.0096
"SEMA3A",-0.097
"SEMA3B",0
"SEMA3C",1.5485
"SEMA3D",0.8473
"SEMA3D",-0.8687
"SEMA3D",0.5743
"SEMA3E",0
"SEMA3F",0.3496
"SEMA3F",0.8875
"SEMA3G",0
"SEMA4A",0
"SEMA4B",0
"SEMA4C",0.0161
"SEMA4C",-1.8875
"SEMA4D",0
"SEMA4F",0
"SEMA4G",0
"SEMA5A",1.3101
"SEMA5A",0.4761
"SEMA5B",0
"SEMA6A",0
"SEMA6B",3.5586
"SEMA6C",0
"SEMA6D",0
"SEMA7A",0.9738
"SEMAY",0
"semaZ",0
"SEMG1",1.049
"SEMG2",0
"SEMP1",0
"SENP1",0
"SENP2",0
"SENP3",0
"SENP5",0
"SENP6",0.259
"SENP6",-0.0014
"SENP7",0.6215
"SENP7",0.0593
"SENP8",0
"SEPHS1",0
"SEPHS2",-1.4094
"SEPP1",0.4651
"SEPSECS",0
"42988.0000",0
"42989.0000",0
"42990.0000",0
"42992.0000",0
"42980.0000",0
"42981.0000",0
"42982.0000",0
"42983.0000",0
"SEPT5-GP1BB",0
"42984.0000",0
"42985.0000",0
"42986.0000",0
"42987.0000",0
"SEPX1",0
"SERAC1",0
"SERBP1",-3.3132
"SERF1",0
"SERF1A",0
"SERF1B",0
"SERF2",0
"SERGEF",-3.5473
"SERHL2",0
"SERINC1",0
"SERINC2",0
"SERINC3",-1.1414
"SERINC3",-0.4458
"SERINC4",0
"SERINC5",0
"SERP1",0
"SERP2",0
"SERPI0.01",0.5551
"SERPI0.010",0
"SERPI0.011",0
"SERPI0.012",0
"SERPI0.02",0
"SERPI0.03",0
"SERPI0.04",0
"SERPI0.05",0
"SERPI0.06",0
"SERPI0.07",0
"SERPI0.09",0
"SERPINB1",-0.4603
"SERPINB1",0.1013
"SERPINB10",0
"SERPINB11",0
"SERPINB12",0
"SERPINB13",4.9546
"SERPINB13",-0.4564
"SERPINB2",0.071
"SERPINB2",-2.9271
"SERPINB3",0.4235
"SERPINB4",0.4308
"SERPINB5",0
"SERPINB6",-0.1929
"SERPINB6",-0.4952
"SERPINB7",0.5969
"SERPINB8",0.0875
"SERPINB8",-0.7402
"SERPINB9",-0.2237
"SERPINB9",0.7484
"SERPINB9P1",0
"SERPINC1",0
"SERPIND1",0.419
"SERPINE1",0
"SERPINE2",-0.3923
"SERPINE3",0
"SERPINF1",1.6754
"SERPINF2",0
"SERPING1",0
"SERPINH1",0
"SERPINI1",0
"SERPINI2",0
"SERTAD1",-0.8483
"SERTAD2",-0.0114
"SERTAD3",0.1117
"SERTAD4",0.1519
"SERTM1",0
"SESN1",-0.2794
"SESN1",-0.3677
"SESN2",0
"SESN3",-0.3684
"SESTD1",0
"set",0
"SET",0
"SET07",0
"SETBP1",0.325
"SETD1A",0.4264
"SETD1B",-0.2052
"SETD2",0.0194
"SETD2",-0.665
"SETD3",-0.8013
"SETD4",0
"SETD5",0
"SETD6",0
"SETD7",-0.7224
"SETD7",0.1532
"SETD8",-0.7983
"SETD8",-0.2186
"SETD9",0
"SETDB1",-0.5495
"SETDB1",-1.0699
"SETDB2",0
"SETMAR",0
"SETX",0.5858
"SEZ6",0
"SEZ6L",0
"SEZ6L2",0
"SF1",0.1611
"SF3A1",0
"SF3A2",0
"SF3A3",0
"SF3B1",0
"SF3B2",0
"SF3B3",0
"SF3B4",0
"SF3B5",0
"SF3B6",0
"SFI1",0
"sflt",0
"SFMBT1",0.0381
"SFMBT2",0.2736
"SFN",0
"SFPQ",-0.8767
"SFR1",0
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SFRS1",0
"SFRS12",-0.9341
"SFRS15",-0.2086
"SFRS17A",0
"SFRS2",0
"SFRS2IP",0
"SFRS3",0
"SFRS6",-3.0499
"SFRS6",-6.0127
"SFRS7",0
"SFRS9",1.0263
"SFSWAP",0
"SFT2D1",0
"SFT2D2",0
"SFT2D3",0
"SFTA1P",0
"SFTA2",0
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0
"SFXN1",0
"SFXN2",0.3066
"SFXN3",-0.0533
"SFXN3",-0.1275
"SFXN4",0
"SFXN5",0
"SGCA",0
"SGCB",-0.4163
"SGCD",0
"SGCE",0
"SGCG",0
"SGCZ",0
"SGEF",0
"SGF29",0
"SGIP1",0.1467
"SGIP1",0.4888
"SGK",0.1015
"SGK1",0
"SGK2",1.1033
"SGK2",1.3604
"SGK223",0
"SGK3",0.1779
"SGKL",0
"SGLT2",0
"SGMS1",0
"SGMS2",0
"SGO1",0
"SGO2",0
"SGOL1",-0.0875
"SGOL1",-0.4365
"SGOL2",0
"SGP28",0
"SGPL1",0.0498
"SGPL1",-0.1806
"SGPP1",0
"SGPP2",0.0174
"SGPP2",0.4279
"SGRF",0
"SGSH",-0.3999
"SGSM1",0
"SGSM2",0
"SGSM3",0
"SGT1",0
"SGTA",0
"SGTB",0
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",-0.2461
"SH2B2",0
"SH2B3",-0.1255
"SH2D1A",0
"SH2D1B",0
"SH2D2A",0
"SH2D3A",0.1556
"SH2D3C",0.9049
"SH2D4A",-0.4485
"SH2D5",-0.033
"SH2D5",0.3468
"SH2D7",0
"SH3BGR",0
"SH3BGRL",0
"SH3BGRL2",0
"SH3BGRL3",0
"SH3BP1",0.1699
"SH3BP1",0.0836
"SH3BP2",0
"SH3BP4",-0.9146
"SH3BP5",0
"SH3BP5L",0
"SH3D19",-1.2577
"SH3D19",0.0688
"SH3D21",0
"SH3D5",0
"SH3GL1",0
"SH3GL2",0
"SH3GL3",0
"SH3GLB1",0
"SH3GLB2",0
"SH3KBP1",-1.9597
"SH3KBP1",0.6843
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",0.3074
"SH3PXD2B",-0.5377
"SH3RF1",0.263
"SH3RF1",-0.3885
"SH3RF2",0
"SH3RF3",0
"SH3TC1",0
"SH3TC2",0.6263
"SH3TC2",0.1767
"SH3YL1",0.5312
"SHANK",0
"SHANK1",0
"SHANK3",0
"SHARPIN",0
"SHB",0.0741
"SHB",0.0194
"SHBG",0
"SHC1",0.1914
"SHC1",-0.3328
"SHC2",0
"SHC3",0
"SHC4",0.3415
"SHC4",0.4121
"SHCBP1",-0.8744
"SHCBP1L",0
"SHD",0
"SHE",0
"SHF",1.1136
"SHF",0.3272
"SHFM1",0
"SHH",0.7798
"SHISA2",0
"SHISA3",0
"SHISA4",0
"SHISA5",0
"SHISA6",0
"SHISA7",0
"SHISA9",0
"SHKBP1",0
"SHMT",0
"SHMT1",0
"SHMT2",-0.2159
"SHMT2",0.2951
"SHOC2",0
"SHOX",0.7213
"SHOX",1.197
"SHOX2",0.4501
"SHPRH",0
"SHQ1",0
"SHROOM1",0.7031
"SHROOM2",0
"SHROOM3",0
"SHROOM4",0
"SHTN1",0
"SI",0
"SIAE",0
"SIAH1",-0.5468
"SIAH2",-0.9628
"SIAH3",0
"SIAHBP1",-0.1095
"SIAHBP1",-0.0716
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0
"SIDT2",-0.583
"SIG11",0
"SIGIRR",-0.4232
"SIGLEC1",1.0555
"SIGLEC1",1.5605
"SIGLEC10",0
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",1.3244
"SIGLEC7",0.77
"SIGLEC8",0.9914
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",0
"SIK1",0
"SIK2",0
"SIK3",0
"SIKE1",0
"sIL-6R",0
"SIL1",0
"SIM1",0.5499
"SIM2",1.0852
"SIMC1",0
"SIN3A",-0.3557
"SIN3B",0
"SIP1",0
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",0
"SIPA1L1",0
"SIPA1L2",0
"SIPA1L3",0
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",0
"SIRPB1",0.7882
"SIRPB1",0.8676
"SIRPB2",0
"SIRPD",0
"SIRPG",0
"SIRT1",-0.2046
"SIRT2",-2.2027
"SIRT3",0.539
"SIRT3",0.5118
"SIRT3",3.0012
"SIRT4",0.2292
"SIRT5",0.2276
"SIRT5",0.0032
"SIRT6",0.1887
"SIRT7",-1.8963
"SIT1",0
"SIVA1",-0.2389
"SIX1",0.832
"SIX2",0.393
"SIX3",0.6698
"SIX4",-0.1238
"SIX5",1.6997
"SIX6",0.6666
"SKA1",0
"SKA2",0
"SKA3",0
"SKAP1",0.8058
"SKAP2",-0.6926
"SKB1",0
"SKI",0.5319
"SKI",-0.0663
"SKIDA1",0
"SKIL",0.2889
"SKIV2L",0
"SKIV2L2",0
"SKP1",0
"SKP1A",0
"SKP2",-1.1223
"SLA",0
"SLA/LP",-0.1781
"SLA/LP",0.5466
"SLA2",1.3598
"SLAIN1",0
"SLAIN2",0
"SLAMF1",0
"SLAMF6",0
"SLAMF7",0
"SLAMF8",0
"SLAMF9",0
"SLBP",0.8468
"SLC10A1",0
"SLC10A2",0
"SLC10A3",0
"SLC10A4",0.5269
"SLC10A5",0
"SLC10A6",0
"SLC10A7",0.2651
"SLC10A7",0.6988
"SLC11A1",0.5831
"SLC11A1",0.6027
"SLC11A2",0
"SLC12A1",0
"SLC12A2",0
"SLC12A3",0
"SLC12A4",0
"SLC12A5",0
"SLC12A6",-0.0448
"SLC12A7",0
"SLC12A9",0
"SLC13A1",0
"SLC13A2",0
"SLC13A3",0
"SLC13A4",0.6742
"SLC13A5",0
"SLC14A1",0
"SLC14A2",0
"SLC15A1",0
"SLC15A2",0.2187
"SLC15A3",0
"SLC15A4",0
"SLC15A5",0
"SLC16A1",0
"SLC16A10",0.7848
"SLC16A11",0
"SLC16A12",0
"SLC16A13",0
"SLC16A14",0
"SLC16A2",0
"SLC16A3",-0.6788
"SLC16A4",-0.2178
"SLC16A5",0.3543
