"Gene","TCF7L2"
"CBFA2T3",0.7799
"CBFB",-0.0343
"CBFB",0.0924
"CBL",0
"CBL-3",0
"CBLB",0.0336
"CBLB",0.2957
"CBLC",-2.4786
"CBLL1",0
"CBLN1",0
"CBLN2",1.2391
"CBLN3",0
"CBLN4",0
"CBR1",0.0325
"CBR3",0
"CBR4",0.5013
"CBR4",0.1784
"CBS",0.4629
"CBS",-0.944
"CBWD1",0
"CBWD2",0
"CBWD5",0
"CBWD6",0
"CBX1",0
"CBX2",0
"CBX3",0.1167
"CBX4",-0.3823
"CBX5",0.116
"CBX6",0.6702
"CBX7",0.3367
"CBX7",0.5439
"CBX8",0.4247
"CBY1",0
"CBY3",0
"CC1.3",0
"CC2D1A",-0.3653
"CC2D1A",0.2347
"CC2D1B",0.2382
"CC2D1B",0.5398
"CC2D2A",0
"CC2D2B",0
"CCAR1",0.0512
"CCAR2",0
"CCBE1",0
"CCBL1",0.8334
"CCBP2",0
"CCDC100",0.1117
"CCDC100",-0.2705
"CCDC101",0.7829
"CCDC102A",0
"CCDC102B",0
"CCDC103",0
"CCDC105",0
"CCDC106",0.5008
"CCDC107",0
"CCDC110",0
"CCDC111",0
"CCDC112",0
"CCDC113",0.0762
"CCDC113",0.1539
"CCDC114",0
"CCDC115",0
"CCDC117",0
"CCDC12",0
"CCDC120",0.2142
"CCDC120",-0.9638
"CCDC121",0
"CCDC122",0
"CCDC123",0
"CCDC124",0
"CCDC125",0
"CCDC126",-0.1725
"CCDC126",-0.2372
"CCDC126",0.2701
"CCDC127",0
"CCDC129",0
"CCDC13",0
"CCDC130",0
"CCDC131",0.0245
"CCDC132",0
"CCDC134",0
"CCDC136",0
"CCDC137",0
"CCDC138",0
"CCDC14",0
"CCDC140",0
"CCDC141",0
"CCDC142",0
"CCDC144A",0
"CCDC144NL",0
"CCDC146",0
"CCDC148",0
"CCDC149",0
"CCDC15",0.0446
"CCDC150",0
"CCDC151",0
"CCDC152",0
"CCDC153",0
"CCDC155",0
"CCDC157",0
"CCDC158",0
"CCDC159",0
"CCDC160",0
"CCDC166",0
"CCDC167",0
"CCDC169",0
"CCDC17",0
"CCDC170",0
"CCDC171",0
"CCDC172",0
"CCDC173",0
"CCDC174",0
"CCDC177",0
"CCDC178",0
"CCDC179",0
"CCDC18",0
"CCDC180",0
"CCDC181",0
"CCDC183",0
"CCDC184",0
"CCDC185",0
"CCDC186",0
"CCDC189",0
"CCDC190",0
"CCDC191",0
"CCDC21",-0.1554
"CCDC22",0
"CCDC23",0
"CCDC24",0
"CCDC25",0.3365
"CCDC25",-2.3856
"CCDC26",0
"CCDC27",0
"CCDC28A",0
"CCDC28B",-0.4071
"CCDC3",0.7863
"CCDC30",0
"CCDC34",0
"CCDC36",0
"CCDC38",0
"CCDC39",0
"CCDC40",0
"CCDC41",0
"CCDC42",0
"CCDC42B",0
"CCDC43",0
"CCDC47",0
"CCDC50",0
"CCDC51",0
"CCDC53",0
"CCDC54",0
"CCDC58",0
"CCDC59",0.035
"CCDC59",-1.0782
"CCDC6",-0.0927
"CCDC60",0
"CCDC61",0
"CCDC62",0
"CCDC63",0
"CCDC64",0
"CCDC64B",0
"CCDC65",0
"CCDC66",0
"CCDC68",-0.0996
"CCDC69",0
"CCDC7",0
"CCDC70",0
"CCDC71",0
"CCDC71L",0
"CCDC73",0
"CCDC74A",0
"CCDC74B",0.6451
"CCDC74B",1.7387
"CCDC77",0
"CCDC78",0
"CCDC79",0.9288
"CCDC8",2.0942
"CCDC80",0
"CCDC81",0
"CCDC82",0
"CCDC83",0
"CCDC84",3.3272
"CCDC85A",0
"CCDC85B",-1.0471
"CCDC85C",0
"CCDC86",-0.2321
"CCDC86",-0.0438
"CCDC87",0
"CCDC88A",0
"CCDC88B",0
"CCDC88C",0
"CCDC89",0
"CCDC9",0
"CCDC90B",0
"CCDC91",0
"CCDC92",0
"CCDC93",-0.4082
"CCDC93",0.1134
"CCDC94",0.9338
"CCDC96",0
"CCDC97",0
"CCDC98",0.2437
"CCDC99",-1.4249
"CCER1",0
"CCER2",0
"CCHCR1",0.8016
"CCIN",0
"CCK",0
"CCK1",0
"CCKAR",0
"CCKBR",0
"CCL1",0
"CCL11",0
"CCL13",0
"CCL14",0
"CCL15",0
"CCL16",0
"CCL17",0
"CCL18",0
"CCL19",0
"CCL2",0
"CCL20",0.4346
"CCL21",0
"CCL22",0
"CCL23",0
"CCL24",0
"CCL25",0
"CCL26",0
"CCL27",0
"CCL28",0
"CCL3",0
"CCL3L1",0
"CCL3L3",0.6071
"CCL3L3",0.9747
"CCL4",0
"CCL4L2",0
"CCL5",0.2383
"CCL7",0
"CCL8",0
"CCM2",0
"CC0.01",0
"CC0.02",-2.409
"CCNB1",0
"CCNB1IP1",0.4989
"CCNB2",-0.1127
"CCNB2",0.5967
"CCNB3",0
"CCNC",3.3508
"CCND1",0.7521
"CCND1",-0.6106
"CCND2",-0.3258
"CCND3",0.5926
"CCND3",0.0326
"CCNDBP1",0
"CCNE1",0.0312
"CCNE2",0.305
"CCNF",0.104
"CCNF",-0.6682
"CCNG1",-1.669
"CCNG2",-0.0079
"CCNG2",-0.1383
"CCNH",0.2801
"CCNI",0
"CCNI2",0
"CCNJ",-0.194
"CCNJL",0
"CCNK",-0.1267
"CCNK",0.0848
"CCNL1",-1.3123
"CCNL1",-3.413
"CCNL2",1.2008
"CCNL2",-0.5674
"CCNO",0
"CCNT1",0
"CCNT2",0.4081
"CCNT2",-0.4238
"CCNY",0
"CCPG1",0.5274
"CCPG1",0.1315
"CCR1",0.7382
"CCR1",0.5924
"CCR10",0.9293
"CCR2",0
"CCR3",0
"CCR4",0.8835
"CCR5",0.253
"CCR6",0
"CCR7",0
"CCR8",0
"CCR9",0
"CCRL1",0.4184
"CCRL2",0
"CCRN4L",0.5316
"CCRN4L",0.1756
"CCS",0
"CCSAP",0
"CCSER1",0
"CCSER2",0
"CCT2",0.0357
"CCT3",0
"CCT4",0
"CCT5",0
"CCT6A",0
"CCT6B",0
"CCT6P1",0
"CCT7",0
"CCT8",0
"CCT8L2",0
"CCXCR1",0
"CCZ1",0
"CCZ1B",0
"CD101",0
"CD104030",0
"CD109",0
"CD14",0.2046
"CD151",0
"CD160",0
"CD163",0
"CD163L1",0.2648
"CD164",0.0161
"CD164",-0.0672
"CD176148",0
"CD180",0
"CD19",0
"CD1A",0.3481
"CD1A",0.1946
"CD1B",0
"CD1C",0
"CD1D",0
"CD1E",0
"CD2",0.1963
"CD200",0
"CD200R1L",0
"CD209",0
"CD209L",0
"CD22",0
"CD226",0
"CD239565",0
"CD239706",0
"CD24",0
"CD244",0
"CD247",0
"CD248",0.3175
"CD26",0
"CD27",0.5655
"CD274",-0.0168
"CD274",0.4548
"CD276",0
"CD28",0
"CD2AP",0
"CD2BP2",0
"CD300452",0
"CD300A",0
"CD300C",0
"CD300E",0
"CD300LD",0
"CD300LF",0
"CD300LG",0
"CD302",0
"CD31",0
"CD320",0
"CD33",0
"CD33L3",1.1101
"CD34",0
"CD36",0
"CD37",0
"CD38",0
"CD3D",0
"CD3E",0
"CD3EAP",0
"CD3G",0
"CD4",0
"CD4 receptor",0
"CD40",0
"CD40LG",0
"CD44",-0.16
"CD46",0
"CD47",0
"CD48",0
"CD5",0
"CD52",0
"CD53",0.6968
"CD55",-0.0296
"CD55",-0.4938
"CD556746",0
"CD58",0
"CD59",-0.3278
"CD59",-1.5574
"CD5L",0
"CD6",0.5831
"CD6",0.1739
"CD63",-0.1887
"CD63",-0.0412
"CD674787",0
"CD68",0
"CD69",0.2358
"CD7",0
"CD70",1.1129
"CD703256",0
"CD72",0
"CD74",0.5163
"CD79A",0
"CD79B",0
"CD80",0.7995
"CD81",0
"CD82",-0.4347
"CD83",0
"CD84",0
"CD86",0.9689
"CD86",0.7108
"CD89",0
"CD8A",0
"CD8B",0
"CD8B1",0
"CD9",0
"CD93",0
"CD94 alt",0
"CD96",0
"CD97",0
"CD99",-0.2012
"CD99",-1.0802
"CD99L2",1.4716
"CD99L2",-1.7609
"CDA",0
"CDA08",0
"CDADC1",0.1903
"CDADC1",0.7062
"CDAN1",0
"CDC123",0
"CDC14A",0
"CDC14B",0
"CDC14C",0
"CDC16",3.8124
"CDC2",0
"CDC20",0
"CDC20B",0
"CDC23",-2.6596
"CDC25",0
"CDC25A",-2.267
"CDC25A",-0.0418
"CDC25B",0
"CDC25C",0
"CDC26",0
"CDC27",0
"CDC2L1",-3.6441
"CDC2L1",0.118
"CDC2L2",0.4695
"CDC2L5",0
"CDC34",-0.8875
"CDC34",-0.3317
"CDC37",0.2967
"CDC37L1",0
"CDC40",0
"CDC42",0
"CDC42BPA",0
"CDC42BPB",0
"CDC42BPG",0.7231
"CDC42BPG",0.3393
"CDC42EP1",1.6044
"CDC42EP1",1.1005
"CDC42EP2",2.0052
"CDC42EP3",-0.6458
"CDC42EP4",0
"CDC42EP5",-0.5227
"CDC42SE1",-1.1319
"CDC42SE1",-1.7073
"CDC42SE2",0
"CDC45",0
"CDC45L",-0.1475
"CDC5L",-0.0126
"CDC6",-0.0662
"CDC7",0.9781
"CDC73",0
"CDCA2",-0.6098
"CDCA2",-0.0264
"CDCA3",1.0794
"CDCA3",-0.036
"CDCA4",-0.7651
"CDCA4",-0.4181
"CDCA5",-0.0385
"CDCA7",-0.8458
"CDCA7",0.1284
"CDCA7L",-0.3507
"CDCA8",0.0244
"CDCP1",-0.1405
"CDCP1",0.9011
"CDCP1",-0.6922
"CDCP2",0
"CDH1",0.1789
"CDH10",0
"CDH11",0.6553
"CDH12",0
"CDH13",-0.4338
"CDH15",0.3674
"CDH16",0
"CDH17",0
"CDH18",0
"CDH19",0
"CDH2",0
"CDH20",0
"CDH22",1.2017
"CDH22",-0.4564
"CDH23",0
"CDH24",0
"CDH26",0
"CDH3",0
"CDH4",0
"CDH5",0
"CDH6",0
"CDH7",0
"CDH8",0
"CDH9",0
"CDHR1",0
"CDHR2",0
"CDHR3",0
"CDHR4",0
"CDHR5",0
"CDIP1",0
"CDIPT",0
"CDK1",0
"CDK10",0
"CDK11B",0
"CDK12",0
"CDK13",0
"CDK14",0
"CDK15",0
"CDK16",0
"CDK17",0
"CDK18",0
"CDK19",0
"CDK2",0.0353
"CDK20",0
"CDK2AP1",0.3664
"CDK2AP2",1.1613
"CDK2deltaT",0
"CDK3",0
"CDK4",0
"CDK5",0
"CDK5R1",0.0858
"CDK5R2",0.1351
"CDK5R2",-0.4935
"CDK5RAP1",-3.8779
"CDK5RAP2",0
"CDK5RAP3",-0.5065
"CDK5RAP3",-0.0532
"CDK6",0
"CDK7",0.0265
"CDK8",-0.3639
"CDK9",0.5544
"CDK9",4.1547
"CDKAL1",0
"CDKL1",0
"CDKL2",0
"CDKL3",0
"CDKL4",0
"CDKL5",0
"CDKN1A",0
"CDKN1B",0.8035
"CDKN1B",0.5523
"CDKN1C",-1.1297
"CDKN2A",-1.5287
"CDKN2A",0.6029
"CDKN2A-AS1",0
"CDKN2AIP",0
"CDKN2AIPNL",0
"CDKN2B",-2.0699
"CDKN2B",1.065
"CDKN2C",0
"CDKN2D",0
"CDKN3",0
"CDNF",0
"CDO",0
"CDO1",0
"CDON",0
"CDPF1",0
"CDR1",0
"CDR2",0
"CDR2L",0
"CDRT1",0.6994
"CDRT15",2.0896
"CDRT15L2",0
"CDRT4",0
"CDS1",0
"cds2",0
"CDS2",0
"CDSN",2.5986
"CDSN",0.7087
"CDT1",0
"CDV-1",0
"CDV3",0.5712
"CDV3",-0.9207
"CDV3",2.3075
"CDX1",1.1573
"CDX2",1.4626
"CDX4",1.4963
"CDY1",0
"CDY1B",0
"CDY2A",0
"CDYL",-1.2123
"CDYL2",0.5264
"CEACAM1",0
"CEACAM16",0
"CEACAM19",-0.0585
"CEACAM19",-1.6153
"CEACAM3",0
"CEACAM4",0.7626
"CEACAM5",0
"CEACAM6",0
"CEACAM7",0
"CEACAM8",0
"CEBPA",0.9856
"CEBPA",-1.0008
"CEBPB",-0.031
"CEBPB",0.0554
"CEBPD",-0.0565
"CEBPE",0.0977
"CEBPG",0.0527
"CEBPZ",-0.0042
"CEBPZOS",0
"CECR1",0
"CECR2",0
"CECR5",0
"CECR6",0
"CEL",0
"CELA1",0
"CELA2A",0
"CELA3A",0
"CELA3B",0
"CELF1",0
"CELF2",0
"CELF3",0
"CELF4",0
"CELF5",0
"CELF6",0
"CELL",0
"CELP",0
"CELSR1",0
"CELSR2",0.8091
"CELSR2",-0.2473
"CELSR3",0
"CEMIP",0
"CEMP1",0
"CEND1",0.5182
"CEND1",-11.6049
"CENPA",-1.0786
"CENPB",1.0921
"CENPB",-0.5852
"CENPBD1",0
"CENPC",0
"CENPE",-4.2187
"CENPF",-0.0464
"CENPF",-0.4094
"CENPH",0
"CENPI",0.0514
"CENPI",0.5366
"CENPJ",2.3928
"CENPJ",-0.2535
"CENPK",-0.4238
"CENPL",0
"CENPM",0
"CENPN",-0.0993
"CENPN",0.0125
"CENPO",-0.4046
"CENPO",-0.1636
"CENPP",0
"CENPQ",0.1393
"CENPS",0
"CENPT",0.5084
"CENPT",0.5054
"CENPU",0
"CENPVP1",0
"CENPW",0
"CENPX",0
"CENTA1",0.394
"CENTA2",0.3927
"CENTA2",0.3883
"CENTB5",0.3168
"CENTB5",1.0665
"CENTB5",0.7106
"CEP104",0
"CEP110",0
"CEP112",0
"CEP120",0
"CEP126",0
"CEP128",0
"CEP131",0
"CEP135",0
"CEP152",-0.1939
"CEP152",0.2488
"CEP162",0
"CEP164",0
"CEP170",0
"CEP192",0
"CEP250",0.4473
"CEP250",0.4304
"CEP290",0
"CEP295",0
"CEP295NL",0
"CEP350",0
"CEP4",0
"CEP41",0
"CEP44",0
"CEP55",-0.24
"CEP57",0
"CEP57L1",0
"CEP63",0
"CEP68",0.6914
"CEP68",0.4407
"CEP70",0
"CEP72",-0.8008
"CEP76",0
"CEP78",0
"CEP83",0
"CEP85",0
"CEP85L",0
"CEP89",0
"CEP95",0
"CEP97",0
"CEPT1",0
"CER1",0
"CERCAM",0
"CERD4",0
"CERK",-0.7549
"CERK",-0.1449
"CERKL",0
"CERS1",0
"CERS2",0
"CERS3",0
"CERS4",0
"CERS5",0
"CERS6",0
"CES1",0
"CES2",-1.1399
"CES2",-0.5037
"CES3",0
"CES4A",0
"CES5A",0
"CES8",0
"CETN1",0
"CETN2",0
"CETN3",0
"CETP",0
"CEZANNE",0
"CFAP100",0
"CFAP126",0
"CFAP157",0
"CFAP161",0
"CFAP20",0
"CFAP206",0
"CFAP221",0
"CFAP36",0
"CFAP43",0
"CFAP44",0
"CFAP45",0
"CFAP46",0
"CFAP47",0
"CFAP52",0
"CFAP53",0
"CFAP58",0
"CFAP61",0
"CFAP65",0
"CFAP69",0
"CFAP70",0
"CFAP73",0
"CFAP74",0
"CFAP77",0
"CFAP97",0
"CFB",0
"CFC1B",0
"CFD",0
"CFDP1",-0.7237
"CFH",0
"CFHR1",0
"CFHR2",1.0303
"CFHR3",0
"CFHR4",0
"CFHR5",0
"CFI",0
"CFL1",0.0412
"CFL1",0.13
"CFL2",-0.2605
"CFL2",-1.0262
"CFLAR",-0.2984
"CFLAR",0.9384
"CFP",0
"CFTR",0.5979
"cg-0.0p",0
"CG012",0
"CG018",0.2564
"CG1",0
"CGA",0
"CGB2",0
"CGBP",0
"CGGBP1",0.0027
"CGI-02",0
"CGI-203",0
"CGI-44",0
"CGI-57",0
"CGM1",0
"CGM2",0
"CGN",-0.4013
"CGN",0.8913
"CGNL1",0
"CGREF1",0
"CGRRF1",0
"CH17-340M24.3",0
"CH25H",0
"CHAC1",-0.4393
"CHAC2",0
"CHAD",0
"CHADL",0
"CHAF1A",-0.5746
"CHAF1B",0.0509
"CHAK1",0
"CHAK2",0
"CHAMP1",0
"CHAT",0
"CHC1",0
"CHCHD1",0
"CHCHD10",0
"CHCHD2",0
"CHCHD3",0
"CHCHD4",0
"CHCHD5",0
"CHCHD6",0
"CHCHD7",0
"CHCHD8",-0.3432
"CHD1",-0.3914
"CHD1L",0
"CHD2",0.8183
"CHD2",-1.8781
"CHD3",0.3452
"CHD4",-2.927
"CHD5",1.4241
"CHD6",1.2
"CHD7",0.9952
"CHD7",0.1732
"CHD8",-0.1238
"CHD8",0.9151
"CHD9",-0.2854
"CHD9",0.0497
"CHD9",0.5522
"chdh",0
"CHDH",0
"CHEK1",0.1796
"CHEK2",0
"CHERP",-0.9474
"CHERP",1.202
"CHES1",-0.4565
"CHFR",0
"CHGA",0
"CHGB",0
"CHI3L1",0
"CHI3L2",0.6876
"CHIA",0
"CHIC1",0
"CHIC2",-0.2416
"CHID1",0
"CHIT1",0
"CHKA",0
"CHKB",0
"CHL1",0
"chlordecone reductase homolog",0
"CHLR1",0
"CHM",0
"CHM-I",0
"CHML",-0.3767
"CHML",-0.1685
"CHMP1.5",0
"CHMP1A",0
"CHMP1B",1.1207
"CHMP2A",-0.2845
"CHMP2B",-11.2681
"CHMP3",0
"CHMP4B",0
"CHMP4C",0
"CHMP5",-0.0836
"CHMP5",-0.5642
"CHMP6",0
"CHMP7",0
"CHN1",0
"CHN2",0
"CHODL",0.1167
"CHORDC1",-3.9828
"CHP",0
"CHP1",0
"CHP2",0
"CHPF",0
"CHPF2",0
"CHPT1",0
"CHRAC1",0
"CHRD",0.3278
"CHRD",0.59
"CHRDL1",0
"CHRDL2",0
"CHRFAM7A",0
"CHRM1",0.247
"CHRM2",0
"CHRM3",0
"CHRM4",0
"CHRM5",0
"CHR0.01",1.3061
"CHR0.01",-0.0264
"CHR0.010",0
"CHR0.02",0
"CHR0.03",0.3667
"CHR0.04",0.9593
"CHR0.04",1.0493
"CHR0.05",-0.8668
"CHR0.06",0
"CHR0.07",0
"CHR0.09",0
"CHRNB1",0
"CHRNB2",0.7059
"CHRNB2",-1.379
"CHRNB3",0
"CHRNB4",1.6837
"CHRND",0
"CHRNE",0
"CHRNG",0
"CHST1",0
"CHST10",0.6915
"CHST11",-0.7724
"CHST12",0
"CHST13",0
"CHST14",0
"CHST15",0
"CHST2",-0.4125
"CHST3",0
"CHST4",0.2915
"CHST5",0
"CHST6",3.3954
"CHST7",0.4235
"CHST8",0
"CHST9",0
"CHSY1",0
"CHSY3",0
"CHTF18",0
"CHTF8",0
"CHTOP",0
"CHUK",0
"CHURC1",-0.3671
"CHURC1",-0.0861
"CHURC1-FNTB",0
"CIAO1",-0.2382
"CIAO1",0.3483
"CIAPIN1",0.6214
"CIART",0
"CIB1",0
"CIB2",-1.0982
"CIB3",0
"CIB4",0
"CIC",0.3871
"CIDEA",0
"CIDEB",0
"CIDEC",0
"CIDECP",0
"CIITA",0.7202
"CIITA",0.1269
"CILP2",0
"CIN85",0
"CINP",0
"CIP29",0.3107
"CIP29",3.1631
"CIPC",0
"CIR",1.8813
"CIR1",0
"CIRBP",-2.897
"CIRBP",0.0898
"CIRBP",0.0307
"CIS4",0
"CISD1",0
"CISD2",0
"CISD3",0
"CISH",0
"CIT",-0.9743
"CITED1",1.1703
"CITED2",0.3007
"CITED4",-0.3624
"CITED4",0.5456
"CIZ1",0
"CK570365",0
"CKAP2",0
"CKAP2L",-0.3364
"CKAP4",0
"CKAP5",4.7216
"CKAP5",-1.2011
"CKB",-0.6986
"CKB",0.9028
"CKLF",0.6433
"CKLF-CMTM1",0
"CKLF1",0
"CKM",0
"CKMT1A",0
"CKMT1B",0
"CKMT2",0
"CKS1B",-0.4316
"CKS1BP6",0
"CKS2",-0.1056
"CKTSF1B1",0
"CL25022",0
"clarp",0
"CLASP1",0.0038
"CLASP2",-0.217
"CLASP2",-0.0942
"CLASPIN",0
"CLAX",0
"CLC",0
"CLCA1",0
"CLCA2",1.0295
"CLCA3",0
"CLCA3P",0
"CLCA4",0
"CLCC1",0
"CLCF1",0.4558
"CLCN1",0.7926
"CLCN2",-0.2953
"CLCN3",-0.3816
"CLCN3",0.2034
"CLCN4",0
"CLCN5",0.4106
"CLCN6",0
"CLCN7",0.7999
"CLCNKA",0
"CLCNKB",0
"CLDN1",-0.0927
"CLDN1",-0.4137
"CLDN10",0
"CLDN11",0
"CLDN12",0.1651
"CLDN12",0.1295
"CLDN14",0
"CLDN15",0
"CLDN16",0.0766
"CLDN17",0
"CLDN18",0
"CLDN19",0
"CLDN2",0
"CLDN20",0
"CLDN22",0
"CLDN23",0
"CLDN25",0
"CLDN3",1.3518
"CLDN3",0.5511
"CLDN34",0
"CLDN4",-0.8972
"CLDN5",0
"CLDN6",0
"CLDN7",0.033
"CLDN8",0
"CLDN9",0
"CLDND1",0
"CLDND2",0
"CLEC10A",0
"CLEC11A",0
"CLEC12A",0
"CLEC12B",0
"CLEC14A",0
"CLEC16A",0
"CLEC17A",0
"CLEC18A",0
"CLEC18B",0
"CLEC18C",0
"CLEC1A",0.7204
"CLEC1B",0
"CLEC2A",0
"CLEC2B",0
"CLEC2D",3.8065
"CLEC2D",0.3422
"CLEC2D",0.1912
"CLEC2L",0
"CLEC3A",0
"CLEC3B",0
"CLEC4A",0
"CLEC4C",0
"CLEC4D",0
"CLEC4E",0.795
"CLEC4F",0
"CLEC4G",0.6941
"CLEC4M",2.3747
"CLEC4M",0.2736
"CLEC5A",0
"CLEC6A",0
"CLEC7A",0
"CLEC9A",0
"CLECL1",0
"CLECSF5",0
"CLECSF6",0
"CLECSF9",0
"CLG01",0
"CLGN",0
"CLHC1",0
"CLIC1",0
"CLIC2",0
"CLIC3",-0.3374
"CLIC4",0
"CLIC5",0
"CLIC6",0
"CLINT1",0
"CLIP1",0
"CLIP2",0
"CLIP3",0
"CLIP4",0
"CLIPR-59",0.4184
"CLK1",0
"CLK2",0
"CLK2P1",0
"CLK3",0
"CLK4",0
"CLLU1",0
"CLLU1OS",0
"CLMN",0
"CLMP",0
"CLN3",0
"CLN6",0.0438
"CLN8",0
"CLNK",0
"CLNS1A",0
"CLOCK",-0.263
"CLP1",0
"CLPB",0
"CLPP",0
"CLPS",0
"CLPSL1",0
"CLPSL2",0
"CLPTM1",0
"CLPTM1L",0.7594
"CLPX",0
"CLRN1",0
"CLRN2",0
"CLRN3",0
"CLSP",0
"CLSPN",0.0594
"CLST11240",0
"CLSTN1",0
"CLSTN2",0
"CLSTN3",0
"CLTA",0
"CLTB",0
"CLTC",0.0826
"CLTCL1",0.9826
"CLU",0
"CLUAP1",0
"CLUH",0
"CLUL1",0.8527
"CLVS1",0
"CLVS2",0
"CLYBL",0.3105
"CMA1",0
"CMAH",-0.4661
"CMAR",0
"CMAS",0
"CMBL",0.3442
"CMC1",0
"CMC2",0
"CMC4",0
"CMIP",0
"CMKLR1",0
"CML2",0
"CMPK1",0
"CMPK2",0
"CMRF35",0
"CMSS1",0
"CMTM1",0.5123
"CMTM2",0
"CMTM3",0
"CMTM4",0
"CMTM5",0
"CMTM6",0
"CMTM7",0
"CMTM8",0
"CMTR1",0
"CMTR2",0
"CMYA5",0
"CN294989",0
"CN312045",0
"CNBD1",0
"CNBD2",0
"CNBP",0.6678
"CNCG2",0
"CNDP1",0
"CNDP2",-9.5876
"CNDP2",2.6462
"CNEP1R1",0
"CNFN",0
"CNGA1",0
"CNGA2",0
"CNGA3",0
"CNGA4",0
"CNGB1",0
"CNGB3",0
"CNIH1",0
"CNIH2",0
"CNIH3",0.5744
"CNIH4",0
"CNKSR1",0
"CNKSR2",0
"CNKSR3",0
"CNN1",0
"CNN2",0
"CNN3",0
"CNNM1",0.8337
"CNNM2",0
"CNNM3",0
"CNNM4",-0.2681
"CNOT1",0.1769
"CNOT1",-2.0342
"CNOT10",0
"CNOT11",0
"CNOT2",-0.5683
"CNOT2",-0.2726
"CNOT3",1.1524
"CNOT4",0.0545
"CNOT4",0.2313
"CNOT6",-0.4726
"CNOT6",1.0532
"CNOT6L",0.0262
"CNOT7",0.0123
"CNOT8",6.8655
"CNOT9",0
"CNP",0
"CNPPD1",0
"CNPY1",0
"CNPY2",0
"CNPY3",0
"CNPY4",0
"CNR1",0.2373
"CNR1",0.7387
"CNR2",0
"CNRIP1",0
"CNST",0
"CNT3",0
"CNTD1",0
"CNTD2",0
"CNTF",0
"CNTFR",0
"CNTLN",0
"CNTN1",-0.0252
"CNTN2",0
"CNTN3",0
"CNTN4",0
"CNTN5",0
"CNTN6",0
"CNT0.0P1",0.2718
"CNT0.0P2",0
"CNT0.0P3",0
"CNT0.0P3B",0
"CNT0.0P4",0
"CNT0.0P5",0
"CNTRL",0
"CNTROB",0
"COA1",0
"COA3",0
"COA4",0
"COA5",0
"COA6",0
"COA7",0
"COASY",0
"COBL",0.3693
"COBL",0.0057
"COBLL1",-0.1154
"COBLL1",-0.0089
"COBRA1",-0.2173
"COCH",1.0354
"COCH",0.7895
"COG1",0
"COG2",1.3615
"COG2",-1.0063
"COG3",0
"COG4",0.7122
"COG5",0.4099
"COG6",0
"COG7",-0.3625
"COG8",0
"COIL",0
"COL10A1",0
"COL11A1",0
"COL11A2",0
"COL12A1",0
"COL13A1",0.7405
"COL14A1",1.1109
"COL14A1",0.1737
"COL15A1",0
"COL16A1",0
"COL17A1",0
"COL18A1",0
"COL19A1",0
"COL1A1",0
"COL1A2",0
"COL20A1",0
"COL21A1",0
"COL22A1",0
"COL23A1",0
"COL24A1",0
"COL25A1",0
"COL26A1",0
"COL27A1",0
"COL28A1",0
"COL2A1",0.2776
"COL3A1",0.515
"COL3A1",1.6628
"COL4A1",0
"COL4A2",0
"COL4A3",0
"COL4A3BP",0
"COL4A4",0
"COL4A5",-0.9555
"COL4A5",0.4861
"COL4A6",-0.2029
"COL4A6",-0.2643
"COL5A1",0.3135
"COL5A1",-0.0026
"COL5A2",0
"COL5A3",0
"COL6A1",0
"COL6A2",0
"COL6A3",0
"COL6A6",0
"COL7A1",0
"COL8A1",0
"COL8A2",0.3229
"COL9A1",0
"COL9A2",0
"COL9A3",0
"COLCA2",0
"COLEC10",0
"COLEC11",0
"COLEC12",1.2254
"COLGALT1",0
"COLGALT2",0
"COLQ",0
"COM1",0
"COMMD1",0
"COMMD10",-0.0348
"COMMD2",0
"COMMD3",0
"COMMD4",0
"COMMD5",0
"COMMD6",0
"COMMD7",-1.5017
"COMMD7",-1.5023
"COMMD8",0
"COMMD9",0
"COMP",1.2112
"COMP",0.6764
"COMT",-0.0234
"COMTD1",0
"COPA",0.6475
"COPA",-4.3752
"COPB1",0
"COPB2",-0.0627
"COPE",0
"COPG",-1.0469
"COPG1",0
"COPG2",0
"COPRS",0
"COPS2",0.745
"COPS3",0
"COPS4",0.2845
"COPS4",0.5077
"COPS5",0
"COPS6",0.0201
"COPS7A",0
"COPS7B",0
"COPS8",0
"COPS9",0
"COPZ1",0
"COPZ2",0
"COQ10A",0
"COQ10B",0.0816
"COQ10B",-0.6894
"COQ2",0
"COQ3",0
"COQ4",0
"COQ5",-0.248
"COQ6",-0.5779
"COQ7",0.2818
"COQ7",0.3556
"COQ8A",0
"COQ8B",0
"COQ9",0
"CORIN",0
"CORO1A",0
"CORO1B",0
"CORO1C",-1.2405
"CORO1C",2.4892
"CORO2A",0
"CORO2B",0
"CORO6",0
"CORO7",0
"CORT",0
"COTL1",0
"COVA1",0.3267
"COVA1",-1.3092
"COX1",0
"COX10",0
"COX11",0
"COX14",0
"COX15",-0.3187
"COX15",-2.2282
"COX16",0
"COX17",-0.4527
"COX18",0.0496
"COX18",0.1945
"COX19",0
"COX2",0
"COX20",0
"COX4I1",-0.1466
"COX4I1",0.0051
"COX4I2",0
"COX5A",-0.163
"COX5A",-0.3926
"COX5B",0
"COX6A1",0
"COX6A2",0
"COX6B1",-0.3095
"COX6B2",0
"COX6C",0
"COX7A1",0
"COX7A2",-0.2152
"COX7A2L",0.0212
"COX7B",-0.5215
"COX7B",-0.2102
"COX7B2",0
"COX7C",-0.0145
