"Gene","FOXN2"
"MORF4L1",-0.0853
"MORF4L1",-0.1692
"MORF4L2",0.5298
"MORF4L2",0.1531
"MORN1",0
"MORN2",0
"MORN3",-0.1145
"MORN4",0
"MORN5",0
"MOS",0
"MOSPD1",0
"MOSPD2",0
"MOSPD3",0
"MOST-1",0
"MOST2",0
"MOT8",0
"MOV10",0.5554
"MOV10L1",0
"MOXD1",0
"MOZCBP",0
"MP1",0
"MPC1",0
"MPC1L",0
"MPC2",0
"MPDU1",0
"MPDZ",0.1425
"MPDZ",-0.0612
"MPEG1",0
"MPG",0.0501
"MPHOSPH10",0
"MPHOSPH6",-0.8793
"MPHOSPH6",0.2962
"MPHOSPH8",0
"MPHOSPH9",0
"MPI",-1.2649
"MPL",0
"MPLKIP",0
"MPND",0
"MPO",0
"MPP1",0
"MPP2",0
"MPP3",0.4529
"MPP3",2.2403
"MPP5",0.0088
"MPP5",-0.4272
"MPP6",0
"MPP7",0.0142
"MPP7",-0.0991
"mpp9",0
"MPPE1",-0.5017
"MPPE1",0.4644
"MPPED1",0
"MPPED2",0.1254
"MPPED2",0.007
"MPRIP",0
"MPST",0
"MPV17",2.228
"MPV17L",0
"MPV17L2",0
"MPZ",0
"MPZL1",0
"MPZL2",0
"MPZL3",0
"MR1",-0.5988
"MR1",-0.4846
"MR1B",0
"MR1C",0
"MR1D",0
"MRAP",0
"MRAP2",0
"MRAS",0
"MRC1",0
"MRC2",0
"MRE11A",0
"MREG",0
"MRF-1",0
"MRFAP1",0
"MRFAP1L1",0
"MRG1",0
"MRG15",0
"MRGBP",0
"MRGPRD",0
"MRGPRE",-0.6996
"MRGPRF",0
"MRGPRG",0
"MRGPRX1",0
"MRGPRX2",0
"MRGPRX3",0
"MRGPRX4",-0.6944
"MRI1",0
"MRLC2",0.0407
"MRLC2",-0.0683
"MRM1",0
"MRM2",0
"MRM3",0
"MRO",0
"MROH1",0
"MROH2B",0
"MROH5",0
"MROH6",0
"MROH7",0
"MROH9",0
"MRP3",0
"MRPL1",0
"MRPL10",0
"MRPL11",0
"MRPL12",-0.0406
"MRPL13",0
"MRPL14",0
"MRPL15",0
"MRPL16",0
"MRPL17",-0.0471
"MRPL18",0
"MRPL19",0
"MRPL2",0
"MRPL20",0
"MRPL21",0
"MRPL22",0
"MRPL23",-0.3038
"MRPL24",0
"MRPL27",0
"MRPL28",0.1468
"MRPL3",0
"MRPL30",-0.4246
"MRPL30",-0.289
"MRPL30",0.3565
"MRPL32",0
"MRPL33",0
"MRPL34",0
"MRPL35",0
"MRPL36",0
"MRPL37",0
"MRPL38",0
"MRPL4",0
"MRPL40",0
"MRPL41",0
"MRPL42",0
"MRPL43",0
"MRPL44",0
"MRPL46",0
"MRPL47",0
"MRPL48",0
"MRPL49",0
"MRPL50",0
"MRPL51",0
"MRPL52",0
"MRPL53",0
"MRPL54",0
"MRPL55",0
"MRPL57",0
"MRPL58",0
"MRPL9",0
"MRPS10",0
"MRPS11",0
"MRPS12",0
"MRPS14",0.0762
"MRPS15",0
"MRPS16",0
"MRPS17",0
"MRPS18a",0
"MRPS18A",0
"MRPS18B",-0.4601
"MRPS18C",0
"MRPS2",0
"MRPS21",0
"MRPS22",0
"MRPS23",0
"MRPS24",0
"MRPS25",0
"MRPS26",-0.0405
"MRPS27",0.5343
"MRPS28",-0.1171
"MRPS30",0
"MRPS31",-0.1295
"MRPS33",0
"MRPS34",0
"MRPS35",0
"MRPS36",0
"MRPS5",0
"MRPS6",0
"MRPS7",0
"MRPS9",0
"MRRF",0
"MRRFP1",0
"MRS2",0
"MRS2L",1.0838
"MRTO4",0
"MRVI1",0
"MS4A1",0
"MS4A10",0
"MS4A12",0
"MS4A13",0
"MS4A14",0
"MS4A15",0
"MS4A2",0
"MS4A3",0
"MS4A4",0
"MS4A4A",-0.0661
"MS4A5",0
"MS4A6",0
"MS4A6A",0
"MS4A6E",0
"MS4A7",0
"MS4A8",0
"MSANTD1",0
"MSANTD2",0
"MSANTD3",0
"MSANTD3-TMEFF1",0
"MSANTD4",0
"MSC",0.0449
"MSF",0
"MSGN1",0
"MSH2",-0.2233
"MSH3",-0.3193
"MSH3",-0.4518
"MSH4",0
"MSH5",0
"MSH6",-0.3589
"MSI1",0
"MSI2",0.4655
"MSI2",0.41
"MSL1",0
"MSL2",0
"MSL3",0
"MSL3L1",-0.02
"MSL3L1",0.4275
"MSLN",0
"MSMB",0
"MSMO1",0
"MSMP",0
"MSN",0
"mspl",0
"msps",0
"MSR1",0
"MSRA",0.6783
"MSRA",-0.005
"MSRB1",0
"MSRB2",0.2576
"MSRB3",0
"MSS51",0
"MST1",0
"MST1R",0
"MST4",0
"MSTN",0
"MSTO1",-0.3804
"MSTP032",0
"MSTP9",-0.1994
"MSX1",0.2582
"MSX1",1.1075
"MSX2",-0.2295
"MT1A",0
"MT1B",0
"MT1E",-0.1992
"MT1F",0
"MT1H",0
"MT1P1",0
"MT1X",0
"MT2A",0
"MT3",0
"MT4",0
"MTA1",0.1888
"MTA1",-0.0975
"MTA2",-1.0158
"MTA3",-1.1677
"MTA3",0.2649
"MTAP",-0.3965
"MTAP",0.5359
"MTAP",0.1541
"MTAP44",0
"MTBP",0.3431
"MTBP",-0.0651
"MTBT1",0
"MTCH1",0
"MTCH2",0
"MTCL1",0
"MTCP1",0
"MTCP1NB",0
"MTDH",0.6685
"MTERF",-0.1168
"MTERF",0.2024
"MTERF",0.0476
"MTERF1",0
"MTERF2",0
"MTERF3",0
"MTERF4",0
"MTERFD1",0
"MTERFD3",-0.1084
"MTF1",-9.0214
"MTF2",0
"MTFMT",0
"MTFP1",0
"MTFR1",0
"MTFR1L",0
"MTFR2",0
"MTG1",-0.1187
"MTG2",0
"MTG8",0
"MTHFD1",0.0378
"MTHFD1L",-0.0864
"MTHFD1L",-1.0123
"MTHFD2",0
"MTHFD2L",0
"MTHFR",0
"MTHFS",0
"MTHFSD",0
"MTIF2",0
"MTIF3",0
"MTL5",0
"MTM1",0
"MTMR1",0
"MTMR10",0
"MTMR11",0.3856
"MTMR11",-0.4338
"MTMR12",0
"MTMR14",0
"MTMR2",-0.1571
"MTMR2",-0.1659
"MTMR3",-0.384
"MTMR4",-0.2586
"MTMR4",-0.6309
"MTMR6",0.0767
"MTMR6",0.5291
"MTMR7",0
"MTMR8",0
"MTMR9",-0.5085
"MTMR9",-0.2769
"MTNR1A",0
"MTNR1B",0
"MTO1",0
"MTOR",0
"MTPAP",0
"MTPN",0
"MTR",0
"MTR1",0
"MTRF1",0
"MTRF1L",0
"MTRNR2L1",0
"MTRNR2L10",0
"MTRNR2L2",0
"MTRNR2L3",0
"MTRNR2L4",0
"MTRNR2L5",0
"MTRNR2L6",0
"MTRNR2L7",0
"MTRNR2L8",0
"MTRR",0
"MTSS1",0
"MTSS1L",0
"MTTP",0
"MTURN",0
"MTUS1",-0.272
"MTUS2",0
"MTX1",0
"MTX2",0
"MTX3",0
"MUC1",-0.7486
"MUC12",0
"MUC15",-0.2518
"MUC16",0
"MUC17",0
"MUC20",0
"MUC21",0
"MUC22",0
"MUC3",0
"MUC3A",0
"MUC3B",0
"MUC4",0
"MUC5AC",0
"MUC5B",-0.4903
"MUC5B",-0.216
"MUC5B",0.0549
"MUC6",0
"MUC7",0
"MUC8",0
"MUCDHL",0
"MUCL1",0
"MUL1",0
"MUM1",0
"MUM1L1",0
"MURC",0
"MUS81",0
"MUSK",0
"MUSTN1",0
"MUT",0
"MUTYH",0
"MVB12A",0
"MVB12B",0
"MVD",0
"MVK",-0.3666
"MVK",-0.839
"MVP",0
"MX1",0
"MX2",0
"MXD1",0.1463
"MXD1",-0.4758
"MXD3",-0.2624
"MXD3",-1.143
"MXD4",-0.1432
"MXD4",-0.7611
"MXI1",-0.0924
"MXRA5",0
"MXRA7",0
"MXRA8",-0.2412
"MXRA8",-0.1576
"MY014",0
"MYADM",0
"MYADML2",0
"MYB",0.306
"MYBBP1A",1.4206
"MYBL1",-0.2139
"MYBL1",-0.5699
"MYBL2",-1.3205
"MYBPC1",0
"MYBPC2",0
"MYBPC3",-0.3501
"MYBPH",0
"MYBPHL",0
"MYC",-0.595
"MYC",0.0528
"MYCBP",-0.3864
"MYCBP",-0.516
"MYCBP2",0.0514
"MYCBP2",-1.4254
"MYCBP2-AS1",0
"MYCL",0
"MYCL1",-0.1338
"MYCL1",-0.3623
"MYCL2",0
"MYCN",4.2625
"MYCN",0.4282
"MYCT1",0
"MYD88",0
"MYDGF",0
"MYEF2",-0.3207
"MYEOV",0
"MYF5",-0.1631
"MYF6",-0.1377
"MYG1",0
"MYH1",0
"MYH10",0.0442
"MYH10",0.3861
"MYH10",-0.1357
"MYH11",0
"MYH13",0
"MYH14",0.0263
"MYH14",0.0932
"MYH15",-0.0353
"MYH16",0
"MYH2",0.1682
"MYH3",0
"MYH4",0
"MYH6",0
"MYH7",-0.1547
"MYH7B",0
"MYH8",0
"MYH9",0
"MYL1",0
"MYL10",0
"MYL12A",0
"MYL2",0
"MYL3",0
"MYL4",0
"MYL5",0
"MYL6",0
"MYL6B",0
"MYL7",0
"MYL9",-0.2476
"MYLIP",-0.162
"MYLK",-1.9602
"MYLK2",0
"MYLK3",0
"MYLK4",0
"MYLPF",0
"MYNN",-0.1177
"MYO10",0.0111
"MYO10",-0.0886
"MYO10",-0.6662
"MYO15",0
"MYO15A",0
"MYO15B",-0.0695
"MYO16",0
"MYO18A",-0.0575
"MYO18B",0
"MYO19",0
"MYO1A",0
"MYO1B",0
"MYO1C",0
"MYO1D",0
"MYO1E",-1.9846
"MYO1F",0.3871
"MYO1F",-0.1798
"MYO1G",0
"MYO3A",0
"MYO3B",-0.2958
"MYO3B",-0.546
"MYO5A",-0.4104
"MYO5A",0.3542
"MYO5B",0.3103
"MYO5C",-0.0312
"MYO6",-1.2878
"MYO6",-3.167
"MYO7A",0
"MYO7B",-0.7981
"MYO9A",0
"MYO9b",0
"MYO9B",-0.1461
"MYO9B",1.2714
"MYOC",0
"MYOCD",-0.0086
"MYOD1",2.5824
"MYOF",0
"MYOG",-0.2662
"MYOG",-0.7786
"MYOHD1",-0.9907
"MYOHD1",-0.2892
"MYOM1",0
"MYOM2",0
"MYOM3",0
"MYOT",0
"MYOZ",0
"MYOZ1",0
"MYOZ2",0
"MYOZ3",0
"MYPN",0
"MYPOP",0
"MYRF",0
"MYRIP",0
"MYSM1",0
"MYST1",0.0206
"MYST2",-0.591
"MYST3",-0.4518
"MYST4",-0.4004
"MYST4",-0.0943
"MYT1",0.0458
"MYT1L",-0.2311
"MYT1L",0.0084
"MYT2",0
"MZB1",0
"MZF1",-0.2968
"MZT1",0
"MZT2A",0
"MZT2B",0
"N-PAC",-0.5458
"N-PAC",-0.1689
"N1",0
"N2",0
"N33",0
"N4BP1",-0.0275
"N4BP2",-0.193
"N4BP2",0.5677
"N4BP2L1",0
"N4BP2L2",0
"N4BP3",0
"N6AMT1",0
"N6AMT2",0
"0.0A10",0
"0.0A11",0
"0.0A15",0
"0.0A16",0
"0.0A20",0
"0.0A25",0
"0.0A30",0
"0.0A35",0
"0.0A38",0
"0.0A40",0
"0.0A50",0
"0.0A60",0
"0.0AA",0
"0.0ALAD2",0
"0.0aladase II",0
"0.0ALADASEL",0
"0.0ALADL1",0
"0.0ALADL2",0
"0.0B1",0.1041
"0.0B1",-1.4311
"0.0B2",-0.5144
"0.0B2",-1.5722
"0.0BP1",0
"0.0BP2",0
"0.0C",0
"0.0CA",0
"0.0CA2",0
"0.0CAD",0
"0.0CAP1",0
"0.0CC1",0
"0.0CC2",0
"0.0ChR",0
"0.0CP",0
"0.0D(P)+ -dependent malic enzyme",0
"0.0DK",-0.3037
"0.0DK",-2.9863
"0.0DK2",0
"0.0DSYN1",1.531
"0.0000",0
"0.0F1",0
"0.0G",-1.9869
"0.0G",-0.8755
"0.0G-7",0
"0.0G13",0
"0.0G14",0
"0.0G18",0
"0.0G19",0
"0.0G8",0
"0.0GA",0
"0.0GK",0
"0.0GLU",0
"0.0GPA",0
"0.0GS",0
"0.0IF1",0
"0.0IP",0
"0.0K1",0
"0.0KAP95",0
"0.0LCN",0
"0.0MPT",0
"0.0NOG",-0.1296
"0.0NOGNB",0
"0.0NOS1",0
"0.0NOS2",0
"0.0NOS3",0.1868
"0.0NP",0
"0.0NS",0
"0.0P1L1",0
"0.0P1L2",-0.2195
"0.0P1L3",0
"0.0P1L4",0
"0.0P1L5",-0.414
"0.0P1L5",-1.0151
"0.0P5",-0.2226
"0.0PA",0
"0.0PB",0
"0.0PEPLD",0
"0.0PG",-0.5574
"0.0PG",-0.4729
"0.0PRT",0
"0.0PRT1",0
"0.0PSA",0
"0.0RF",0.3122
"0.0RFL",-0.11
"0.0RG1",-0.3119
"0.0RG1",0.1456
"0.0RG1L",0.8487
"0.0RR",0
"0.0RS",-0.1624
"0.0RS2",-0.6131
"0.0SP",0
"0.0T1",0
"0.0T10",0
"0.0T11",0
"0.0T12",0
"0.0T14",0.6713
"0.0T15",0
"0.0T16",0
"0.0T2",0
"0.0T6",0
"0.0T8",0
"0.0T8L",0
"0.0T9",0.1313
"0.0TD1",0
"0.0V1",0
"0.0V2",0
"0.0V3",-0.4519
"0.0XD",0
"0.0XE",0
"NB-1",0
"NBAS",0
"NBC",0
"NBC4",0
"NBEA",0
"NBEAL1",0
"NBEAL2",1.0007
"NBN",0
"NBPF1",0
"NBPF10",-0.6003
"NBPF10",0.371
"NBPF11",0.4541
"NBPF11",0.9455
"NBPF14",-2.949
"NBPF15",-0.3191
"NBPF20",-0.4296
"NBPF22P",0
"NBPF3",0
"NBPF4",0
"NBPF6",0
"NBPF7",0
"NBPF9",0
"NBR",0
"NBR1",0.159
"NBR2",-0.4693
"NCA",0
"NCALD",-0.6662
"NCAM",0
"NCAM1",0
"NCAM2",0
"NCAN",0
"NCAPD2",-0.0504
"NCAPD3",-0.014
"NCAPG",-0.4374
"NCAPG2",0.9634
"NCAPH",4.5054
"NCAPH2",-0.2818
"NCAPH2",-0.0926
"NCBP1",-0.4595
"NCBP2",-0.0752
"NCBP2",-5.7894
"NCBP2L",0
"NCBP3",0
"NCCRP1",0
"NCDN",0
"NCEH1",0
"NCF1",0
"NCF1B",0
"NCF2",-2.2844
"NCF4",0
"NCK1",0.0404
"NCK2",0
"NCKAP1",0
"NCKAP1L",0
"NCKAP5",0
"NCKIPSD",-0.1438
"NCKX",0
"NCKX3",0
"NCL",0
"NCLN",3.1808
"NCLN",-0.2231
"NCMAP",0
"NCOA1",-0.3641
"NCOA2",-0.0015
"NCOA3",0.0309
"NCOA3",-0.2819
"NCOA3",-0.3378
"NCOA4",0.0774
"NCOA4",-1.8014
"NCOA5",-0.2534
"NCOA5",0.0219
"NCOA6",0.0943
"NCOA7",0.5633
"NCOA7",-4.2161
"NCOA7",0.525
"NCOR1",-0.3094
"NCOR1",-0.5038
"NCOR2",-0.1671
"NCR1",0
"NCR2",0
"NCR3",-0.4715
"NCR3LG1",0
"NCR0.000085",0
"NCR0.000116",0
"NCR0.000152",0
"NCR0.000174",0
"NCR0.000185",0
"NCS1",0
"NCSTN",0
"NCX",0
"NCX1",0
"NCYM",0
"ND1",0
"ND2",0
"ND3",0
"ND4L",0
"ND5",0
"ND6",0
"NDC1",0
"NDC80",0
"NDE1",-0.2252
"NDE1",-0.5127
"NDEL1",-0.6947
"NDFIP1",0
"NDFIP2",0
"NDN",-0.3637
"NDNF",0
"NDNL2",-0.396
"NDNL2",5.5049
"NDNL2",0.0416
"NDOR1",0
"NDP",0
"NDRF",0
"NDRG1",-0.0634
"NDRG1",-0.1812
"NDRG2",-0.1638
"NDRG2",-0.5868
"NDRG3",0
"NDRG4",-0.1103
"NDST1",-0.142
"NDST1",-0.1914
"NDST2",0
"NDST3",0
"NDST4",0
"NDUFA1",-0.3207
"NDUFA1",-0.3473
"NDUFA10",0.8022
"NDUFA11",-0.0634
"NDUFA12",0
"NDUFA13",-0.1424
"NDUFA2",-0.0581
"NDUFA2",-0.0069
"NDUFA3",-0.81
"NDUFA4",-0.1592
"NDUFA4",-0.1985
"NDUFA4L2",0
"NDUFA5",-0.3115
"NDUFA6",-0.2457
"NDUFA6",-0.2892
"NDUFA7",-0.3382
"NDUFA8",-0.1914
"NDUFA9",0
"NDUFAB1",0
"NDUFAF1",0
"NDUFAF2",0
"NDUFAF3",0
"NDUFAF4",0
"NDUFAF5",0
"NDUFAF6",0
"NDUFAF7",0
"NDUFAF8",0
"NDUFB1",0
"NDUFB10",0.0388
"NDUFB11",0.5019
"NDUFB2",-0.168
"NDUFB3",-0.1207
"NDUFB4",-0.2779
"NDUFB5",0
"NDUFB6",-0.437
"NDUFB7",0
"NDUFB8",0
"NDUFB9",0
"NDUFC1",-0.2595
"NDUFC2",0
"NDUFC2-KCTD14",0
"NDUFS1",0
"NDUFS2",0
"NDUFS3",0.0046
"NDUFS4",0
"NDUFS5",-0.0663
"NDUFS6",0
"NDUFS7",-0.1499
"NDUFS7",-0.2098
"NDUFS8",0
"NDUFV1",-0.0254
"NDUFV2",0.1042
"NDUFV3",0
"NEAT1",0
"NEB",-0.5365
"NEBL",-1.2119
"NEBL",0.2967
"NECAB1",0
"NECAB2",0
"NECAB3",0
"NECAP1",0
"NECAP2",-0.7688
"NECAP2",0.139
"NECL1",0
"NECL2",0
"NECTIN1",0
"NECTIN2",0
"NECTIN3",0
"NECTIN4",0
"NEDD1",0
"NEDD4",-3.3548
"NEDD4",-1.7336
"NEDD4L",-0.698
"NEDD8",-0.0512
"NEDD8",-0.1749
"NEDD8",0.0685
"NEDD9",-0.0286
"NEDL1",0
"NEFH",0
"NEFL",-0.7115
"NEFL",-0.5691
"NEFM",0.0111
"NEFM",-1.5729
"NEGR1",0.0168
"NEIL1",0
"NEIL2",0
"NEIL3",0.1713
"NEK1",0
"NEK10",0
"NEK11",0
"NEK2",0
"NEK3",0
"NEK4",0.0992
"NEK4",0.2046
"NEK5",0
"NEK6",0.3876
"NEK7",0
"NEK8",0
"NEK9",0
"NELFA",0
"NELFB",0
"NELFCD",0
"NELFE",0
"NELL1",0
"NELL2",0
"NEMF",0
"NEMO",0
"NEMP1",0
"NEMP2",0
"NENF",0
"NEO1",0.1633
"nephropontin",0
"NEPRO",0
"NES",-0.2422
"NESCA",0
"NESG1",0
"neshbp",0
"NET-2",0
"NET-6",0
"NET-7",0
"NET1",-0.2606
"NETO1",-0.357
"NETO2",-0.3313
"NETO2",-0.2632
"NEU1",0
"NEU2",0
"NEU3",0
"NEU4",0.065
"NEU4",-0.3378
"NEUD4",0
"NEUREXIN II",0
"NEURL1",0
"NEURL1B",0
"NEURL2",0
"NEURL3",0
"NEURL4",0
"NEUROD1",-0.0683
"NEUROD2",-0.4653
"NEUROD2",-0.1804
"NEUROD4",-0.0768
"NEUROD4",0.0395
"NEUROD6",0.0353
"NEUROG1",3.5749
"NEUROG2",0.0112
"NEUROG3",-1.6365
"NEXN",0
"NF-ATcC",0
"NF-kappa-B",0
"NF1",0
"NF2",0
"NFAM1",-0.1659
"NFASC",0
"NFAT1",0
"NFAT5",1.47
"NFAT5",0.0098
"NFATC1",-0.2326
"NFATC1",0.4631
"NFATC2",-0.3368
"NFATC2IP",-0.4553
"NFATC2IP",-0.2737
"NFATC3",-0.555
"NFATC3",-0.5394
"NFATC4",-0.2601
"NFE2",-0.1283
"NFE2L1",-1.1972
"NFE2L1",-0.0618
"NFE2L1",-0.5962
"NFE2L2",-0.19
"NFE2L3",1.6201
"NFE2L3",-0.0055
"NFE4",0
"NFI",0
"NFIA",1.3087
"NFIB",0.1233
"NFIB",3.1645
"NFIB",0.2065
"NFIC",-0.255
"NFIL3",-2.0176
"NFIX",1.4669
"NFIX",-0.0786
"NFKB1",-0.0021
"NFKB2",-0.1699
"NFKBIA",-0.3052
"NFKBIB",-0.1922
"NFKBIB",0.1582
"NFKBID",0
"NFKBIE",0
"NFKBIL1",0
"NFKBIL2",0.0686
"NFKBIL2",0.0317
"NFKBIZ",0.0797
"NFRKB",-0.4591
"NFS1",0
"NFU1",0
"NFX1",-0.6966
"NFX1",-0.272
"NFX2",0
"NFXL1",-0.1503
"NFYA",-0.2178
"NFYA",0.2348
"NFYB",-0.2848
"NFYB",-0.0266
"NFYB",0.6819
"NFYC",1.2205
"NFYC",-1.2029
"NG23",0
"NG3",0
"NG36",0
"NG5",0
"NG7",0
"NGAP",0
"NGB",-0.3969
"NGDN",0
"NGEF",0
"NGF",0
"NGFB",-0.1348
"NGFR",0
"NGFRAP1",-0.1693
"NGLY1",0
"NGRN",0
"NGS-17",0
"NHE2",0
"NHEJ1",-0.1805
"NHERF-2",0
"NHLH1",-0.2
"NHLH2",-0.3407
"NHLRC1",0
"NHLRC2",0
"NHLRC3",0
"NHLRC4",0
"NHP2",0
"NHS",0
"NHSL1",0
"NHSL2",0
"NIBAN",0
"NIBP",-0.0801
"NICE-1",0
"NICN1",0
"NID1",0
"NID2",0
"NIF3L1",-0.0528
"NIFK",0
"NIFS",0
"NILR",0
"NIM1K",0
"NIN",-0.513
"NIN",0.3281
"NINJ1",2.5689
"NINJ2",0
"NINL",0
"NIP7",0.0424
"NIPA1",0
"NIPA2",-0.5758
"NIPAL1",0
"NIPAL2",0
"NIPAL3",0
"NIPAL4",0
"NIPBL",0.0673
"NIPBL",0.0854
"NIPBL",0.0942
"NIPS0.0P1",-2.8022
"NIPS0.0P1",-0.609
"NIPS0.0P3A",0
"NIPS0.0P3B",0
"NIR1",0
"NISCH",-1.556
"NISCH",-6.9335
"NIT1",0
"NIT2",-0.3716
"NJAC",0
"NKAIN1",0
"NKAIN2",0
"NKAIN3",0
"NKAIN4",0
"NKAP",0
"NKAPL",0
"NKAPP1",0
"NKD1",0
"NKD2",0
"NKEFA",0
"NKEFB",0
"NKG2-F",0
"NKG7",0
"NKIRAS1",0
"NKIRAS2",0
"NKp46",0
"NKPD1",0
"NKRF",0.0216
"NKTR",3.2899
"NKTR",-0.0433
"NKTR",-0.1218
"NKX1-2",-0.848
"NKX2-1",0
"NKX2-2",0.0132
"NKX2-3",0.021
"NKX2-3",0.3301
"NKX2-4",0
"NKX2-5",-1.4483
"NKX2-6",0
"NKX2-8",3.9282
"NKX2.8",0
"NKX2B",0
"NKX3-1",-0.2231
"NKX3-2",0
"NKX3A",0
"NKX6-1",-0.1665
"NKX6-2",-0.2811
"NKX6-3",0
"NKX6A",0
"NLE1",0
"NLGN1",0.0252
"NLGN2",0
"NLGN3",0
"NLGN4X",0
"NLGN4Y",0
"NLI-IF",0
"NLK",0.101
"NLN",0
"NLRC3",-0.1246
"NLRC3",-0.8243
"NLRC4",0
"NLRC5",-0.1303
"NLRP1",-0.9312
"NLRP1",-0.4312
"NLRP10",0.1568
"NLRP11",0
"NLRP12",0
"NLRP13",0
"NLRP14",0
"NLRP2",0
"NLRP3",-0.7567
"NLRP4",0
"NLRP5",0
"NLRP6",0.0177
"NLRP7",0
"NLRP8",0
"NLRP9",0
"NLRX1",0
"NMB",0
"NMBR",0
"NMD3",0
"NME1",0
"NME2",-0.0469
"NME2P1",0
"NME3",0
"NME4",2.5236
"NME5",0
"NME6",0
"NME7",0
"NME8",0
"NME9",0
"NMES1",0
"NMI",-1.1601
"NM0.0T1",0
"NM0.0T2",0
"NM0.0T3",0
"NMRAL1",0
"NMRK1",0
"NMRK2",0
"NMS",0
"NMT1",0
"NMT2",0
"NMU",-0.4374
"NMUR1",0
"NMUR2",0
"NN8-4AG",0
"N0.0T",-0.0317
"NNMT",0.0496
"NNT",0
"NOA1",0
"NOB1",0
"NOBOX",0
"NOC2L",0
"NOC3L",-2.5793
"NOC4",0
"NOC4L",0
"NOCT",0
"NOD1",0
"NOD2",0.4248
"NODAL",-0.2002
"NOG",-0.0781
"NOGOR",0
"NOH1",0
"NOH61",0
"NOL1",0
"NOL10",0
"NOL11",0
"NOL12",0
"NOL3",0
"NOL4",-0.1694
"NOL4L",0
"NOL6",0
"NOL7",-0.7474
"NOL7",0.0649
"NOL8",-0.1257
"NOL8",-0.2159
"NOL8",-0.1235
"NOL9",-0.1243
"NOL9",0.1355
"NOLA3",0
"NOLC1",0
"NOM1",0
"NOMO1",0
"NOMO2",0
"NOMO3",0
"NONO",0.2777
"NONO",0.5472
"NOP",0
"NOP10",0
"NOP14",0
"NOP16",0
"NOP17",2.1529
"NOP2",0
"NOP56",0
"NOP58",0
"NOP9",0
"NOS",0
"NOS1",0
"NOS1AP",0
"NOS2",0
"NOS3",0
"NOSIP",0
"NOSTRIN",0
"NOT3",0
"NOT4-N",0
"NOT4H",0
"NOT56L",0
"NOTCH1",-0.4756
"NOTCH2",-0.3246
"NOTCH2NL",0
"NOTCH3",-0.0422
"NOTCH4",0.0877
"NOTCH4",-0.295
"NOTO",0
"NOTUM",0
"NOV",-0.0991
"NOV",0.1063
"NOVA1",0
"NOVA2",0
"NOX1",0
"NOX3",0
"NOX4",0
"NOX5",0
"NOXA1",0
"NOXO1",3.7349
"NOXRED1",0
"NP101106",0
"NP389850",0
"NP94",0
"NPAP1",0
"NPAS1",0.0682
"NPAS2",-0.2151
"NPAS2",-0.1378
"NPAS3",-0.6453
"NPAS3",-0.5204
"NPAS4",0.0808
"NPAT",0.0227
"NPAT",-0.1327
"NPB",0
"NPBWR1",0
"NPBWR2",0
"NPC1",0
"NPC1L1",0
"NPC2",-0.0521
"NPC3",0
"NPCR",0
"NPD011",0
"NPD012",0
"NPD014",0
"NPD016",0
"NPDC1",0
"NPEPL1",0
"NPEPPS",-0.1015
"NPEPPS",-0.5763
"NPEPPS",-0.1523
"NPFF",0
"NPFFR1",0
"NPFFR2",0
"NPHP1",0
"NPHP3",0
"NPHP4",1.0923
"NPHS1",0
"NPHS2",0
"NPIPA1",0
"NPIPA3",0
"NPIPA5",0
"NPIPA7",0
"NPIPB15",0
"NPIPB5",0
"NPIPB6",0
"NPIPB9",0
"NPL",0
"NPLOC4",-1.1139
"NPM1",-0.0307
"NPM1",-0.0787
"NPM1",0.1206
"NPM2",0
"NPM3",-0.3071
"NPNT",-0.1511
"NPPB",0
"NPPC",0
"NPR1",0
"NPR2",0
"NPR3",0
"NPRL2",0
"NPRL3",0
"NPS",0
"NPSR1",0
"NPSR1-AS1",0
"NPTN",0
"NPTX1",-0.4885
"NPTX1",0.2416
"NPTX2",0
"NPTXR",-0.7712
"NPVF",0
"NPW",0
"NPY",0
"NPY1R",0
"NPY2R",0
"NPY4R",0
"NPY5R",0
"NPYR",0
"NQO1",0.3132
"NQO2",0
"NR0B1",-0.0649
"NR0B2",-0.2871
"NR1",0
"NR1D1",-0.4684
"NR1D1",1.9371
"NR1D2",-0.2719
"NR1H2",-6.3291
"NR1H2",-0.0469
"NR1H3",-1.1489
"NR1H4",-0.2258
"NR1I2",-0.0477
"NR1I3",-0.2003
"NR2C1",0.3734
"NR2C1",-0.0429
"NR2C2",-0.0863
"NR2C2AP",0
"NR2E1",-0.1086
"NR2E3",-0.2096
"NR2E3",0.0633
"NR2F1",-0.0027
"NR2F2",1.7187
"NR2F2",0.1022
"NR2F6",3.7426
"NR3C1",3.8766
"NR3C1",-0.2177
"NR3C2",-0.3011
"NR4A1",0.4479
"NR4A2",0.2953
"NR4A3",-0.1224
"NR4A3",-0.0696
"NR5A1",-0.0281
"NR5A2",-0.116
"NR5A2",-0.1898
"NR6A1",-0.1399
"NR6A1",-0.225
"NRAMP1",0
"NRAMP2",0
"NRAP",0.1374
"NRAP",0.1315
"NRAP",-0.2041
"NRARP",0
"NRAS",0
"NRBF2",-0.6821
"NRBP",0
"NRBP1",0
"NRBP2",0
"NRCAM",0
"NRD1",0
"NRDC",0
"NRDE2",0
"NREP",0
"NRF1",-0.281
"NRG1",1.0753
"NRG1",-0.2075
"NRG2",-0.0234
"NRG2",0.0353
