"Gene","FOXN2"
"PPBP",0
"PPCDC",0.5606
"PPCDC",-0.5564
"PPCS",-2.3335
"PPCS",-0.0804
"PPDPF",0
"PPEF1",0
"PPEF2",0
"PPFIA1",0
"PPFIA2",-0.1852
"PPFIA3",0
"PPFIA4",0
"PPFIBP1",-0.0774
"PPFIBP1",-0.3642
"PPFIBP1",0.1748
"PPFIBP2",-0.3783
"PPFIBP2",-0.0339
"PPHLN1",0
"PPIA",0
"PPIAL4A",0
"PPIAL4D",0
"PPIB",0.479
"PPIC",0
"PPID",-1.5903
"PPIE",4.425
"PPIF",-0.3172
"PPIF",-0.2348
"PPIG",0
"PPIH",0
"PPIL1",-0.3528
"PPIL2",0
"PPIL3",0
"PPIL4",0
"PPIL5",0
"PPIL6",0
"PPIP5K1",0
"PPIP5K2",0
"PPL",0.6423
"PPM1A",-0.1407
"PPM1A",-0.23
"PPM1A",-0.1655
"PPM1B",0
"PPM1B2",0
"PPM1D",0
"PPM1F",-0.0098
"PPM1F",-0.1608
"PPM1F",-0.1413
"PPM1G",0
"PPM1H",0
"PPM1J",0
"PPM1K",0
"PPM1L",0
"PPM1M",0
"PPM1N",0
"PPME1",-0.3716
"PPME1",-0.4417
"PPME1",-0.2728
"PPOL",0
"PPOX",0
"PPP1CA",0
"PPP1CB",3.4525
"PPP1CB",-0.176
"PPP1CC",0.007
"PPP1CC",-0.369
"PPP1CC",-0.3055
"PPP1R10",0
"PPP1R11",0
"PPP1R12A",0
"PPP1R12B",0.1415
"PPP1R12B",0.1877
"PPP1R12C",0
"PPP1R13B",0
"PPP1R13L",-0.1289
"PPP1R14A",0.4186
"PPP1R14B",0
"PPP1R14C",0.0892
"PPP1R14D",0
"PPP1R15A",-0.1328
"PPP1R15B",-0.012
"PPP1R16A",0
"PPP1R16B",0
"PPP1R17",0
"PPP1R18",0
"PPP1R1B",-0.0083
"PPP1R1C",0
"PPP1R2",0
"PPP1R21",0
"PPP1R26",0
"PPP1R27",0
"PPP1R2P1",0
"PPP1R2P9",0
"PPP1R3",0
"PPP1R32",0
"PPP1R35",0
"PPP1R36",0
"PPP1R37",0
"PPP1R3A",0
"PPP1R3B",-0.1079
"PPP1R3C",0
"PPP1R3D",0
"PPP1R3E",0
"PPP1R3F",0
"PPP1R3G",0
"PPP1R42",0
"PPP1R7",0.1715
"PPP1R8",-0.7403
"PPP1R8",-0.2758
"PPP1R9A",-0.0753
"PPP1R9A",-0.0251
"PPP1R9B",0
"PPP2CA",0.1137
"PPP2CA",-0.024
"PPP2CB",0
"PPP2R1A",2.4335
"PPP2R1B",2.2645
"PPP2R1B",-0.0189
"PPP2R1B",0.0293
"PPP2R2A",0
"PPP2R2B",-0.5805
"PPP2R2C",-0.2192
"PPP2R2C",-0.7208
"PPP2R2D",0
"PPP2R3",0
"PPP2R3A",0.6119
"PPP2R3A",0.2798
"PPP2R3B",0
"PPP2R3C",0
"PPP2R4",0
"PPP2R5A",0
"PPP2R5B",-3.7758
"PPP2R5C",0
"PPP2R5D",1.3979
"PPP2R5E",0
"PPP3CA",-0.0581
"PPP3CA",0.031
"PPP3CB",0
"PPP3CC",-2.5728
"PPP3R1",0
"PPP3R2",0
"PPP4C",0
"PPP4R1",-1.1651
"PPP4R1",-2.471
"PPP4R2",0
"PPP4R3A",0
"PPP4R3B",0
"PPP4R3CP",0
"PPP4R4",0
"PPP5C",0
"PPP6C",0.0104
"PPP6C",1.0108
"PPP6C",-1.3222
"PPP6R1",0
"PPP6R2",0
"PPP6R3",0
"PPPDE1",0
"PPRC1",-0.4519
"PPT1",0
"PPT2",0
"PPTC7",-0.3222
"PPWD1",0
"PPY",0
"PPY2",-0.1985
"PQBP1",0.2987
"PQLC1",0
"PQLC2",0
"PQLC2L",0
"PQLC3",-0.4361
"PR01094",0
"PR48",0
"PRAC",0
"PRAC1",0
"PRAC2",0
"PRADC1",0
"PRAF2",0
"PRAM1",-0.4947
"PRAME",-0.0284
"PRAME",-0.2317
"PRAMEF1",0
"PRAMEF10",0
"PRAMEF12",0
"PRAMEF13",0
"PRAMEF15",0
"PRAMEF17",0
"PRAMEF18",0
"PRAMEF2",0
"PRAMEF20",0
"PRAMEF22",0
"PRAMEF4",0
"PRAMEF5",0
"PRAMEF6",0
"PRAMEF8",0
"PRAP1",0
"PRB1",0
"PRB2",0
"PRB3",0
"PRB4",0
"PRC1",0.0534
"PRCC",0
"PRCD",0
"PRCP",-0.349
"PRDM1",-0.1658
"PRDM10",0.4782
"PRDM11",0
"PRDM12",-0.1861
"PRDM13",-0.0909
"PRDM14",0.0182
"PRDM15",0
"PRDM16",0.0205
"PRDM2",-0.3696
"PRDM2",-0.2623
"PRDM4",-0.6888
"PRDM5",0.1222
"PRDM6",-0.3656
"PRDM7",0.025
"PRDM8",-0.3336
"PRDM9",-0.0142
"PRDM9",0.0132
"PRDX1",0
"PRDX2",-0.3869
"PRDX2",0.3191
"PRDX3",0.9486
"PRDX3",-0.343
"PRDX4",0
"PRDX6",-0.2395
"PREB",0.0697
"PRED22",0
"PREI3",-0.8442
"PREI3",-0.4937
"PRELID1",0
"PRELID2",0
"PRELID3A",0
"PRELID3B",0
"PRELP",-0.1585
"PREP",0
"PREPL",-0.1642
"PREPL",-0.6041
"PREX1",0
"PREX2",0
"PRF1",0
"PRG2",0
"PRG3",0
"PRG4",0
"PRH1",0.019
"PRH1-TAS2R14",0
"PRH2",0
"PRIC285",0.3917
"PRICKLE1",-0.7717
"PRICKLE2",-0.168
"PRICKLE3",0
"PRICKLE4",0
"PRIM1",-0.0691
"PRIM2",0
"PRIM2A",0.679
"PRIMA1",0
"PRIMPOL",0
"PRINS",0
"PRKAA1",0
"PRKAA2",0
"PRKAB1",-0.2724
"PRKAB2",-0.1656
"PRKAB2",-0.2006
"PRKACA",0
"PRKACB",-0.2143
"PRKACB",-0.0694
"PRKACG",0
"PRKAG1",0
"PRKAG2",1.6325
"PRKAG2",-0.5821
"PRKAG3",0
"PRKAR1A",-0.4555
"PRKAR1A",-0.7349
"PRKAR1B",0
"PRKAR2A",0
"PRKAR2B",0
"PRKCA",-0.2974
"PRKCA",0.1351
"PRKCB",0
"PRKCB1",-0.11
"PRKCD",-2.8052
"PRKCDBP",-0.217
"PRKCDBP",0.3398
"PRKCE",0
"PRKCG",0
"PRKCH",-1.1864
"PRKCI",-0.8615
"PRKCI",-0.59
"PRKCN",0
"PRKCQ",0
"PRKCSH",0
"PRKCT",0
"PRKCZ",-0.1004
"PRKD1",0
"PRKD2",0
"PRKD3",-0.249
"PRKD3",0.5866
"PRKDC",0
"PRKG1",0
"PRKG2",0
"PRKRA",-1.2321
"PRKRI",0
"PRKRIP1",0
"PRKRIR",0
"PRKX",-0.22
"PRKY",0
"PRL",0
"PRLH",0
"PRLHR",0
"PRLR",0
"PRM1",0
"PRM2",0
"PRM3",0
"PRMT1",0.1345
"PRMT2",0.5118
"PRMT2",-0.6366
"PRMT2",-0.5152
"PRMT3",-0.2461
"PRMT5",-3.7415
"PRMT5",0.427
"PRMT6",0.0877
"PRMT7",-0.6793
"PRMT7",-0.1172
"PRMT8",0
"PRMT9",0
"PRND",0.0392
"PRND",0.0196
"PRNP",0
"PRO0038",0
"PRO0082",0
"PRO0097",0
"PRO0132",0
"PRO0149",0
"PRO0159",0
"PRO0214",0
"PRO0233",0
"PRO0245",0
"PRO0246",0
"PRO0255",0
"PRO0327",0
"PRO0365",0
"PRO0386",0
"PRO0456",0
"PRO0457",0
"PRO0461",0
"PRO0470",0
"PRO0478",0
"PRO0514",0
"PRO0611",0
"PRO0618",0
"PRO0628",0
"PRO0641",0
"PRO0644",0
"PRO0650",0
"PRO0758",0
"PRO0800",0
"PRO0813",0
"PRO0889",0
"PRO0899",0
"PRO0943",0
"PRO0971",0
"PRO1048",0
"PRO1068",0
"PRO1073",0.4802
"PRO1097",0
"PRO1163",0
"PRO1257",0
"PRO1316",0
"PRO1318",0
"PRO1331",0
"PRO1386",0
"PRO1438",0
"PRO1446",0
"PRO1472",0
"PRO1483",0
"PRO1489",0
"PRO1496",0
"PRO1575",0
"PRO1578",0
"PRO1580",0
"PRO1584",0
"PRO1596",0
"PRO1598",0
"PRO1600",0
"PRO1617",0
"PRO1635",0
"PRO1693",0
"PRO1728",0
"PRO1741",0
"PRO1768",0
"PRO1770",0
"PRO1777",0
"PRO1787",0
"PRO1843",0
"PRO1853",0
"PRO1866",0
"PRO1880",0
"PRO1900",0
"PRO1905",0
"PRO1914",0
"PRO1942",0
"PRO1966",0
"PRO1992",0
"PRO1995",0
"PRO2000",0
"PRO2007",0
"PRO2012",0
"PRO2015",0
"PRO2037",0
"PRO2086",0
"PRO2130",0
"PRO2133",0
"PRO2176",0
"PRO2198",0
"PRO2207",0
"PRO2214",0
"PRO2249",0
"PRO2266",0
"PRO2268",0
"PRO2289",0
"PRO2325",0
"PRO2405",0
"PRO2435",0
"PRO2472",0
"PRO2521",0
"PRO2533",0
"PRO2577",0
"PRO2610",0
"PRO2714",0
"PRO2796",0
"PRO2801",0
"PRO2822",0
"PRO2831",0
"PRO2832",0
"PRO2834",0
"PRO2849",0
"PRO2852",0
"PRO2859",0
"PRO2893",0
"PRO2900",0
"PRO2949",0
"PRO2958",0
"PRO2964",0
"PRO3073",0
"PROB1",0
"PROC",0
"PROCA1",0
"PROCR",0
"PRODH2",0
"PROK1",0
"PROK2",-0.0332
"PROKR1",0
"PROKR2",0
"PROM1",0
"PROM2",0
"PROP1",-0.2152
"PRORY",0
"pros-30",0
"PROS1",0
"ProSAPiP1",-0.2763
"PROSC",0
"PROSER1",0
"PROSER2",0
"PROSER3",0
"prostaglandin GH synthase, PGGHS",0
"proto-LBC",0
"PROX1",0.0246
"PROX1",0.0173
"PROX2",0
"PROZ",0
"PRP16",0
"PRPF18",0
"PRPF19",-0.1933
"PRPF3",0
"PRPF31",0
"PRPF38A",0
"PRPF38B",0
"PRPF39",0
"PRPF4",0
"PRPF40A",0
"PRPF40B",0
"PRPF4B",-0.1701
"PRPF6",0.0789
"PRPF8",0
"PRPH",0
"PRPS1",0
"PRPS1L1",-0.4884
"PRPS2",0
"PRPSAP1",-0.0573
"PRPSAP2",0
"PRR11",0
"PRR13",0
"PRR14",0
"PRR14L",0
"PRR15",0
"PRR15L",0
"PRR16",0
"PRR18",0
"PRR19",0
"PRR20A",0
"PRR22",0
"PRR23A",0
"PRR23B",0
"PRR23C",0
"PRR24",0
"PRR25",0
"PRR27",0
"PRR3",0
"PRR30",0
"PRR31",0
"PRR32",0
"PRR34",0
"PRR35",0
"PRR4",0.1252
"PRR5",0
"PRR5L",0
"PRR7",0
"PRR9",0
"PRRC1",0
"PRRC2A",0
"PRRC2B",0
"PRRDH",0
"PRRG1",0
"PRRG2",0
"PRRG3",0
"PRRG4",-0.3551
"PRRT1",0
"PRRT2",0
"PRRT3",0
"PRRT4",0
"PRRX1",0.1206
"PRRX2",0.8251
"PRSC",0
"PRSMG1GCPL1",0
"PRSS1",-0.0578
"PRSS12",0
"PRSS16",-0.3273
"PRSS2",-0.0198
"PRSS2",-0.2732
"PRSS21",0
"PRSS22",0.5255
"PRSS23",0.0343
"PRSS23",0.0762
"PRSS27",0
"PRSS3",0.0164
"PRSS33",-0.8174
"PRSS33",-0.0553
"PRSS35",0
"PRSS36",0
"PRSS37",0
"PRSS38",0
"PRSS3P2",0
"PRSS41",0
"PRSS42",0
"PRSS46",0
"PRSS48",0
"PRSS50",0
"PRSS53",0
"PRSS54",0
"PRSS55",0
"PRSS56",0
"PRSS57",0
"PRSS58",0
"PRSS7",0
"PRSS8",0
"PRTFDC1",0
"PRTG",0
"PRTN3",0
"PRUNE1",0
"PRUNE2",0
"PRV1",0
"PRX",0.4282
"PRX",-0.3542
"PRX2",0
"PRY",0
"PS-PLA1",0
"PSA",0
"PSAP",0
"PSAPL1",0
"PSAT1",-0.6651
"PSCA",0
"PSCD2",-1.2597
"PSCD3",0
"PSCD4",0
"PSD",0
"PSD2",0
"PSD3",-0.3045
"PSD3",-0.0036
"PSD3",-0.4146
"PSD4",-0.0658
"PSEN1",0
"PSEN2",0
"PSENEN",0
"PSG1",0
"PSG11",0
"PSG2",0
"PSG3",0
"PSG4",0
"PSG5",0
"PSG6",0.2701
"PSG7",-0.1882
"PSG8",0
"PSG9",-0.0558
"PSG9",0.2025
"PSGR",0
"PSIP1",-0.0494
"PSIP1",0.1269
"PSK-1",0
"PSKH1",0
"PSKH2",0
"PSMA1",0
"PSMA2",0
"PSMA3",-0.1172
"PSMA4",0
"PSMA5",0
"PSMA6",0
"PSMA7",0
"PSMA8",0.0375
"PSMALGCP III",0
"PSMB1",0
"PSMB10",0
"PSMB11",0
"PSMB2",0
"PSMB3",0
"PSMB4",-0.2199
"PSMB5",0
"PSMB6",0
"PSMB7",0
"PSMB8",0
"PSMB9",-1.8489
"PSMC1",0
"PSMC2",-0.0574
"PSMC3",0
"PSMC3IP",0.0625
"PSMC4",0
"PSMC5",0.5479
"PSMD1",0
"PSMD10",0
"PSMD11",-0.0556
"PSMD12",0
"PSMD13",0
"PSMD14",0
"PSMD2",0.6381
"PSMD3",0
"PSMD4",0
"PSMD5",0
"PSMD6",0
"PSMD7",0
"PSMD8",0
"PSMD9",0.1016
"PSMD9",-0.3704
"PSME1",0.0505
"PSME1",-0.447
"PSME2",-0.2066
"PSME3",-2.0465
"PSME3",-1.4227
"PSME3",0.5204
"PSME4",0
"PSMF1",4.3115
"PSMF1",-1.292
"PSMG1",0
"PSMG2",0
"PSMG3",0
"PSMG4",0
"PSORS1C1",0
"PSORS1C2",0
"PSORS1C3",0
"PSP24B",0
"PSPC1",-0.3486
"PSPH",0
"PSPN",0
"PSRC1",-1.2259
"PSTK",0
"PSTPIP1",0
"PSTPIP2",0
"PTA",0
"PTAFR",-0.195
"PTAFR",-0.0857
"PTAR1",0
"PTB",0
"PTB-1",0
"PTBP1",-0.3813
"PTBP2",0
"PTBP3",0
"PTCD1",-0.4231
"PTCD2",0
"PTCD3",0
"PTCH",0
"PTCH1",0
"PTCH2",0
"PTCHD1",0
"PTCHD3",0
"PTCHD4",0
"PTCRA",0
"PTD002",0
"PTD004",0
"PTD008",0
"PTD009",0
"PTD011",0
"PTD013",0
"PTD015",0
"PTDSR",-1.1746
"PTDSS1",0
"PTDSS2",0
"PTEN",-0.4841
"PTEN",0.7803
"PTENP1",0
"PTER",0
"PTF1A",-0.2319
"PTGDR",0
"PTGDR2",0
"PTGDS",0
"PTGER1",-0.7816
"PTGER2",0
"PTGER3",0
"PTGER4",-0.6288
"PTGER4",-0.1948
"PTGER4P2-CDK2AP2P2",0
"PTGES",-0.2729
"PTGES2",-0.407
"PTGES2-AS1",0
"PTGES3",0
"PTGES3L",0
"PTGFR",0
"PTGFRN",0
"PTGIR",0
"PTGIS",0
"PTGR1",0
"PTGR2",0
"PTGS1",0.7205
"PTGS1",0.2656
"PTGS2",-0.1902
"PTH",0.0393
"PTH1R",0
"PTH2",0
"PTH2R",0
"PTHB1",0.2141
"PTHB1",-0.0368
"PTHLH",0.39
"PTHLH",0.7185
"PTHR2",0
"PTK2",0
"PTK2B",-0.2915
"PTK6",0
"PTK7",0
"PTMA",0
"PTMS",0
"PTN",0
"PTOV1",0.3318
"PTOV1",-0.437
"PTP4A1",-0.5245
"PTP4A1",0.4383
"PTP4A2",-0.2216
"PTP4A2",0.6198
"PTP4A2",-0.1419
"PTP4A3",0
"PTPA",0
"PTPDC1",0
"PTPG1",0
"PTPLA",0
"PTPLB",0
"PTPMT1",0
"PTPN1",-0.938
"PTPN11",-0.0604
"PTPN12",0
"PTPN13",0.0184
"PTPN14",0
"PTPN18",-0.1608
"PTPN18",1.099
"PTPN2",0
"PTPN20",0
"PTPN21",0
"PTPN22",0
"PTPN23",-0.2455
"PTPN23",-0.0881
"PTPN3",0
"PTPN4",0
"PTPN5",0
"PTPN6",-0.4613
"PTPN7",0
"PTPN9",0
"PTPRA",-0.2014
"PTPRB",-0.4592
"PTPRC",0
"PTPRCAP",-0.3757
"PTPRD",0
"PTPRE",0.2476
"PTPRE",0.5804
"PTPRE",1.637
"PTPRF",0
"PTPRG",0
"PTPRH",0
"PTPRJ",0
"PTPRK",0
"PTPRM",0
"PTPRN",-0.3063
"PTPRN2",0
"PTPRO",0
"PTPRR",0
"PTPRS",-0.5282
"PTPRS",-0.0293
"PTPRT",0
"PTPRU",-0.0774
"PTPRZ1",-0.297
"PTPRZ1",-0.3645
"PTPRZ1",-0.3351
"PTPsigma",0
"PTRF",-0.188
"PTRF",-0.1366
"PTRH1",0
"PTRH2",0
"PTRHD1",0
"PTS",-0.0205
"PTTG1",0
"PTTG1IP",0
"PTTG2",0
"PTTG3",0
"PTTG3P",0
"PTX3",0
"PUDP",0
"PUF60",0
"PUM1",-0.8976
"PUM1",-0.2882
"PUM2",2.233
"PUM2",0.016
"PUM2",-0.8073
"PUM3",0
"PURA",0.7055
"PURB",1.0984
"PURB",-0.3565
"PURG",0
"PUS1",1.7713
"PUS1",-0.3303
"PUS10",0
"PUS3",0
"PUS7",-0.3795
"PUS7",-0.4531
"PUS7L",0
"PUSL1",0
"PVALB",0
"PVR",-0.429
"PVR",-3.4398
"PVRIG",0
"PVRL1",0
"PVRL2",-0.8806
"PVRL2",-0.583
"PVRL3",0.086
"PVRL3",0.0939
"PVRL4",-0.771
"PWP1",0
"PWP2",2.4809
"PWWP2A",0
"PWWP2B",0
"PXDC1",0
"PXDN",0
"PXDNL",0
"PXK",0
"PXMP2",-0.7152
"PXMP4",0
"PXN",0
"PXR2b",0
"PXYLP1",0
"PYCARD",0.0872
"PYCR1",6e-04
"PYCR1",-0.5385
"PYCR2",-0.4135
"PYCR2",-0.8343
"PYCRL",0
"PYCS",0
"PYDC1",0.0178
"PYDC2",0
"PYGB",0.2487
"PYGB",-3.8986
"PYGL",0
"PYGM",0.0237
"PYGM",-0.444
"PYGO1",0
"PYGO2",0
"PYHIN1",0.0255
"PYM1",0
"PYROXD1",0
"PYROXD2",0
"pyst2",0
"PYURF",0
"PYY",0
"PYY2",0
"PZP",0
"QARS",0
"QDPR",0
"QKI",0.2707
"QPCT",0
"QPCTL",0
"QPRT",0.1312
"QPRT",-0.086
"QRFP",0
"QRFPR",0
"QRICH1",0
"QRICH2",-0.4437
"QRSL1",0
"QSER1",0.0014
"QSER1",0.758
"QSOX1",0
"QSOX2",0
"QTRT1",0
"QTRT2",0
"QTRTD1",-0.5559
"QUAKING",0
"R01145",0
"R3HCC1",0
"R3HCC1L",0
"R3HDM",0
"R3HDM1",0
"R3HDM2",0
"R3HDM4",0
"R3HDML",0
"R51H2",0
"RAB-R",0
"RAB1",0
"RAB10",0
"RAB11A",0
"RAB11B",0
"RAB11FIP1",-0.8396
"RAB11FIP1",0.3447
"RAB11FIP2",0.0605
"RAB11FIP2",0.0122
"RAB11FIP3",0
"RAB11FIP4",0
"RAB11FIP5",0
"RAB12",0
"RAB13",0
"RAB14",0.1409
"RAB15",0
"RAB17",0
"RAB18",1.5064
"RAB18",0.1969
"RAB19",0
"RAB1A",0
"RAB1B",0
"RAB1C",0
"RAB2",0
"RAB20",0
"RAB21",0
"RAB22A",0
"RAB23",0
"RAB24",0.5008
"RAB24",0.2097
"RAB25",1.149
"RAB26",0
"RAB27A",0
"RAB27B",-0.0486
"RAB28",0
"RAB29",0
"RAB2A",0
"RAB2B",0
"RAB30",0
"RAB31",-0.4757
"RAB31",-0.5563
"RAB32",0
"RAB33A",0
"RAB33B",0
"RAB34",-0.1789
"RAB35",0
"RAB36",0
"RAB37",0
"RAB38",0
"RAB39",0
"RAB39A",0
"RAB39B",0
"RAB3A",0
"RAB3B",0
"RAB3C",0
"RAB3D",-0.0158
"RAB3GAP1",-0.9463
"RAB3GAP2",0
"RAB3IL1",0
"RAB3IP",0.8605
"RAB3IP",0.0537
"RAB3IP",-0.4685
"RAB40A",0
"RAB40AL",0
"RAB40B",-0.651
"RAB40C",0
"RAB41",0
"RAB42",0
"RAB43",0
"RAB4B",0
"RAB5A",0.6131
"RAB5A",-0.0153
"RAB5B",0
"RAB5C",0
"RAB6A",0.169
"RAB6A",-0.2633
"RAB6B",0
"RAB6C",-1.0253
"RAB6KIFL",0
"RAB7A",0
"RAB7B",0
"RAB7L1",-0.7495
"RAB7L1",-0.5909
"RAB8A",0
"RAB8B",0
"RAB9",0.0663
"RAB9A",0
"RAB9B",0
"RAB9P1",0
"RABAC1",-0.0778
"RABEP1",0
"RABEP2",-0.3147
"RABEPK",0
"RABEX5",0
"RABGAP1",-1.3315
"RABGAP1L",-0.1754
"RABGAP1L",-0.1498
"RABGAP1L",0.323
"RABGEF1",0
"RABGGTA",0
"RABGGTB",0
"RABIF",0.1568
"RABIF",-0.5876
"RABL2A",0
"RABL2B",0
"RABL3",0
"RABL5",0
"RABL6",0
"RAC1",0
"RAC2",0
"RAC3",0
"RACGAP1",0
"RACGAP1P",0
"RACK1",0
"RAD1",-0.2479
"RAD17",0
"RAD18",0
"RAD21",-0.2437
"RAD21L1",0
"RAD23A",0
"RAD23B",-1.7154
"RAD23B",-0.0939
"RAD23B",0.1302
"RAD30",0
"Rad50",0
"RAD50",0
"RAD51",-0.7416
"RAD51AP1",0.7722
"RAD51AP2",0
"RAD51B",0
"RAD51C",0
"RAD51D",0
"RAD51L1",0
"RAD52",0
"RAD54B",0.3029
"RAD54L",-2.1718
"RAD54L2",0
"RAD9A",0
"RAD9B",0
"RADIL",0
"RAE1",-0.2911
"RAE1",-0.1324
"RAET1E",-0.2476
"RAET1G",0
"RAET1L",0
"RAF1",0
"RAG1",0
"RAG2",0
"RAGE",0.9285
"RAGEsec",0
"RAI",0
"RAI1",0
"RAI14",-0.6685
"RAI16",-0.0363
"RAI2",0
"RAIDD",0
"RALA",0.0141
"RALA",0.5605
"RALB",0
"RALBP1",0
"RALDH2",0
"RALGAPA1",0
"RALGAPA2",0
"RALGAPB",0
"RALGDS",0
"RALGPS1",-0.204
"RALGPS1",-0.3504
"RALGPS2",0
"RALY",0
"RALYL",0
"RAMP1",0
"RAMP2",0
"RAMP3",-0.2005
"RAN",0.2326
"RAN",-0.1899
"RANBP1",0
"RANBP10",0
"RANBP16",0
"RANBP17",-0.3951
"RANBP2",0
"RANBP21",0
"RANBP3",0
"RANBP3L",0
"RANBP6",0
"RANBP9",-0.0473
"RANBP9",-2.7847
"RANGAP1",0
"RANGRF",0
"RAP1A",0
"RAP1B",0
"RAP1GAP",0
"RAP1GAP2",0
"RAP1GDS1",0
"RAP2A",-0.3033
"RAP2B",-0.1078
"RAP2B",1.0292
"RAP2C",0.1497
"RAP2C",0.2236
"RAP3",0
"rapa",0
"RAPGEF1",-0.2699
"RAPGEF1",-0.1983
"RAPGEF2",0.1436
"RAPGEF3",0.2117
"RAPGEF4",0.0613
"RAPGEF4",-0.1633
"RAPGEF5",0
"RAPGEF6",0
"RAPGEFL1",-0.2749
"RAPH1",0.0419
"RAPH1",0.2158
"RAPSN",0
"RARA",-0.0939
"RARA",-1.3023
"RARB",0.0295
"RARG",0.3739
"RARG",-0.1097
"RARRES1",0
"RARRES2",0
"RARRES3",0
"RARS",0
"RARS2",0
"RASA1",-1.402
"RASA2",-0.3393
"RASA2",-0.0732
"RASA3",0
"RASA4",-0.3463
"RASA4",0.214
"RASA4B",0
"RASA4CP",0
"RASAL1",0
"RASAL2",1.2059
"RASAL2",0.0676
"RASAL3",0
"RASD1",-0.1363
"RASD1",1.6378
"RASD2",0
"RASEF",0
"RASGEF1A",-0.1907
"RASGEF1A",2.3115
"RASGEF1B",-0.228
"RASGEF1B",0.0137
"RASGEF1C",0
"RASGRF1",0.0736
"RASGRF2",0
"RASGRP1",0
"RASGRP2",0
"RASGRP3",0
"RASGRP4",0
"RASIP1",0
"RASL10A",0
"RASL10B",0
"RASL11A",0.0338
"RASL11B",0
"RASL12",0
"RASSF1",-0.4852
"RASSF1",-0.131
"RASSF10",0
"RASSF2",0
"RASSF3",0
"RASSF4",0
"RASSF5",0
"RASSF6",0
"RASSF7",-0.4645
"RASSF7",-0.2248
"RASSF8",0.1281
"RASSF8",-0.032
"RASSF8",-0.0643
"RASSF9",0
"RAVER1",0
"RAVER2",0
"RAX",-0.202
"RAX2",0
"RAXL1",-0.2327
"RAXL1",0.5189
"RAZ1",0
"RB1",-0.5596
"RB1",-0.1642
"RB1CC1",-1.1061
"RB3",0
"RBAK",-0.1215
"RBAK",-0.2505
"RBAK-RBAKDN",0
"RBBP2H1",0
"RBBP4",0.2258
"RBBP5",-0.1974
"RBBP6",-0.0692
"RBBP6",-4.0968
"RBBP6",0.3785
"RBBP7",-0.0971
"RBBP8",-0.1191
"RBBP8NL",0
"RBBP9",0
"Rbcc728",0
"RBCK1",0
"RBFA",0
"RBFOX1",0
"RBFOX3",0
"RBKIN",0
"RBKS",0
"RBL1",-0.0364
"RBL1",-0.1177
"RBL2",0.0335
"RBL2",0.4515
"RBM10",-0.1724
"RBM11",0
"RBM12",0
"RBM12B",0
"RBM14",-0.2409
"RBM15",-0.1954
"RBM15B",-0.124
"RBM15B",-0.3918
"RBM16",0.7432
"RBM16",0.2301
"RBM17",0
"RBM18",0
"RBM19",-0.1833
"RBM19",0.0627
"RBM20",0
"RBM22",0
"RBM23",0
"RBM24",-0.351
"RBM24",-0.6671
"RBM25",0.4152
"RBM25",0.3698
"RBM26",0.0837
"RBM27",0
"RBM28",0.0935
"RBM3",0.1284
"RBM33",0
"RBM34",0
"RBM38",0
"RBM39",0.0585
"RBM4",0
"RBM41",0
"RBM42",0
"RBM43",0
"RBM46",0
"RBM47",0
"RBM48",0
"RBM4B",0
"RBM5",0.4252
"RBM5",-0.1037
"RBM6",0
"RBM7",0
"RBM8A",0
"RBM9",-1.1449
"RBMS1",0
"RBMS2",0
"RBMS3",0
"RBMX",-0.0634
"RBMX",-0.3741
"RBMX",2.0912
"RBMX2",0
"RBMXL1",0
"RBMXL2",0
"RBMXL3",0
"RBMY1A1",0
"RBMY1A3P",0
"RBMY1B",0
"RBMY1D",0
"RBMY1E",0
"RBMY1F",0
"RBMY1J",0
"RBMY2AP",0
"RBMY2B",0
"RBP-MS",0
"RBP1",-0.1355
"RBP2",0
"RBP3",0
"RBP4",0
"RBP5",0
"RBP7",0
"RBPJ",0
"RBPJL",0
"RBPMS",-0.8828
"RBPMS2",0
"RBPSUH",0.9454
"RBPSUH",-1.6592
"RBPSUHL",0.0514
"RBSK",0
"RBSN",0
"RBT1",0
"RBX1",0
"RC3H1",0
"RC3H2",0
"RCAN1",0
"RCAN2",0
"RCAN3",0
"RCBTB1",-0.2343
"RCBTB1",-0.2289
"RCBTB2",0
"RCC1",0
"RCC1L",0
"RCC2",0
"RCCD1",0
"RCE1",-0.1169
"RCHY1",0
"RCL1",0
"RCN1",0
"RCN2",0
"RCN3",0.0088
"RCOR1",-1.6607
"RCOR2",-0.5021
"RCOR2",-0.2754
"RCOR3",-0.0867
"RCOR3",-0.2861
"RCSD1",0
"RCVRN",0
"RD",0
"RD3",0
"RD3L",0
"RDBP",0.1137
"RDBP",-0.2826
"RDGBB",0
"RDH",0
"RDH10",0
"RDH11",0
"RDH12",-0.2655
"RDH13",-0.1066
"RDH14",0
"RDH16",0
"RDH5",0
"RDHL)",0
"RDM1",0
"RDS",0
"RDX",0
"RE2",0
"REC1",0
"REC114",0
"REC8",0
"REC8L1",-0.0902
"recepin",0
"RECK",0
"RECQL",0.9006
"RECQL4",0
"RECQL5",0
"RECQL5 alpha",0
"RECQL5 gamma",0
"RED",0
"RED1",0
"REEP1",-0.1077
"REEP2",0
"REEP3",0
"REEP4",0
"REEP5",-0.0985
"REEP5",0.1636
"REEP6",0
"REG1A",-0.835
"REG1B",0
"REG3A",0
"REG3G",0
"REG4",0
"REGL",0
