"Gene","FOSB"
"MAN1C1",1.1741
"MAN1C1",1.4058
"MAN2A1",0
"MAN2A2",0
"MAN2B1",0
"MAN2B2",0
"MAN2C1",0
"MANBA",0.1513
"MANBAL",0
"MANEA",0
"MANEAL",0.0099
"MANF",0
"MANSC1",-0.3051
"MANSC4",0
"MAOA",0
"MAOB",0
"MAP",0
"MAP1A",0
"MAP1B",0
"MAP1LC3A",0
"MAP1LC3B",0.0093
"MAP1LC3B",-0.1271
"MAP1LC3B2",0
"MAP1LC3C",0
"MAP1S",0
"MAP2",0.0774
"MAP2",1.4029
"MAP2K1",0.0867
"MAP2K1IP1",0.0295
"MAP2K2",0
"MAP2K3",-0.1715
"MAP2K3",0.5802
"MAP2K4",0
"MAP2K5",0
"MAP2K6",0
"MAP2K7",0.067
"MAP3K1",0.1974
"MAP3K10",0
"MAP3K11",0
"MAP3K12",0.4934
"MAP3K13",0.2711
"MAP3K13",0.6379
"MAP3K14",0.0587
"MAP3K15",0
"MAP3K19",0
"MAP3K2",0
"MAP3K3",0
"MAP3K4",0
"MAP3K5",-0.4299
"MAP3K6",-2.9798
"MAP3K7",0
"MAP3K7CL",0
"MAP3K7IP2",0
"MAP3K7IP3",0
"MAP3K8",0
"MAP3K9",0
"MAP4",0
"MAP4K1",0
"MAP4K2",0
"MAP4K3",0.169
"MAP4K3",-0.2421
"MAP4K4",0
"MAP4K5",0
"MAP6",0.1903
"MAP6D1",0
"MAP7",0
"MAP7D1",0
"MAP7D2",0
"MAP7D3",0
"MAP9",0
"MAPK1",-6.5217
"MAPK1",0.0268
"MAPK10",-0.0879
"MAPK11",0
"MAPK12",0
"MAPK13",-0.3118
"MAPK13",-4.0198
"MAPK14",0.2095
"MAPK14",0.3001
"MAPK15",0
"MAPK1IP1L",0
"MAPK3",-0.0951
"MAPK4",0
"MAPK6",-0.0017
"MAPK6",0.1047
"MAPK7",0
"MAPK8",0
"MAPK8IP1",0.2777
"MAPK8IP1",0.2358
"MAPK8IP2",0
"MAPK8IP3",0.3879
"MAPK8IP3",0.1996
"MAPK9",0
"MAPKAP1",0
"MAPKAPK2",0
"MAPKAPK3",0
"MAPKAPK5",0
"MAPKBP1",-0.7068
"MAPKBP1",0.3876
"MAPRE1",-0.5173
"MAPRE1",0.7912
"MAPRE2",0
"MAPRE3",0.1881
"MAPT",0
"42795.0000",0
"42796.0000",0
"42795.0000",0
"42804.0000",0
"42805.0000",0
"42796.0000",0
"42797.0000",0
"42798.0000",0
"42799.0000",0
"42800.0000",0
"42801.0000",0
"42802.0000",0
"42803.0000",0
"MARCKS",-0.0354
"MARCKSL1",0
"MARCO",0
"MARK",0
"MARK1",0.1116
"MARK1",-0.231
"MARK2",0
"MARK3",0.3116
"MARK4",0.1472
"MARKL1",0
"MARS",-0.2467
"MARS",0.6054
"MARS2",0
"MARVELD1",0
"MARVELD2",0
"MARVELD3",0
"MAS1",0
"MAS1L",0
"MASA",0
"MASK-BP3",-0.098
"MASP-2",0
"MASP1",0
"MASP2",0
"MAST1",0
"MAST2",0
"MAST3",0.0696
"MAST4",0.7335
"MASTL",0.3253
"MASTL",0.5674
"MAT1A",0
"MAT2A",0.0371
"MAT2A",0.1711
"MAT2B",-0.1941
"MAT2B",0.0204
"MATK",0.9782
"MATN1",0
"MATN2",0.5002
"MATN2",0.1669
"MATN3",0
"MATN4",0
"MATR3",0
"MAU2",0
"MAVS",0
"MAWBP",0
"max",0
"MAX",-0.0134
"MAX",0.2159
"MaxiK",0
"MAZ",0.0914
"MAZ",0.4633
"MB",0
"MB2",0
"MB21D1",0
"MB21D2",0
"MBD1",0.3346
"MBD1",-2.0752
"MBD2",-0.7046
"MBD2",-0.066
"MBD3",0.1765
"MBD3",-0.2529
"MBD3L1",-0.0025
"MBD3L2",0.7414
"MBD3L3",0
"MBD3L4",0
"MBD3L5",0
"MBD4",-0.2247
"MBD5",0.0032
"MBD6",0
"MBIP",0
"MBL1P1",0
"MBL2",0
"MBLAC1",0
"MBNL1",0
"MBNL2",0.4705
"MBNL2",-0.2654
"MBNL3",-0.0689
"MBOAT1",-0.2193
"MBOAT2",0
"MBOAT4",0
"MBOAT7",0
"MBP",0
"MBP1",0
"MBTD1",0
"MBTPS1",0
"MBTPS2",0
"MC1R",2e-04
"MC1R",-0.1319
"MC2R",0
"MC3R",0
"MC4R",0
"MC5R",0
"MCAM",0
"MCAT",0
"MCC",-0.0043
"mccb",0
"MCCC1",-0.2244
"MCCC2",0.1711
"MCCD1",0
"MCEE",1.5086
"MCEMP1",0
"MCF2",0
"MCF2L",0
"MCF2L2",0
"MCFD2",0
"Mch2",0
"MCHR1",0
"MCHR2",0
"MCIDAS",0
"MCJ",0
"MCL1",1.2895
"MCL1",-0.0362
"MCL1",0.1193
"MCM10",0.0574
"MCM10",0.0689
"MCM2",-0.1451
"MCM3",0.0107
"MCM3AP",0
"MCM3APAS",0.0126
"MCM3APAS",-0.0093
"MCM4",0.9209
"MCM5",-0.0223
"MCM6",0.0582
"MCM7",-0.0646
"MCM8",-0.2551
"MCM8",-0.6013
"MCM9",0
"MCMBP",0
"MCMDC1",0.4532
"MCMDC2",0
"MCOLN1",0.1241
"MCOLN2",0
"MCOLN3",0
"MCP",0
"MCP-1",0
"MCPH1",0
"MCPH1-AS1",0
"MCPR",0
"MCRIP1",0
"MCRIP2",0
"MCRS1",0
"MCSP",0
"MCT-1",0
"MCT2",0
"MCTP1",0.8163
"MCTP1",1.0385
"MCTP2",0.0143
"MCTP2",0.2498
"MCTS1",-0.056
"MCU",0
"MCUB",0
"MCUR1",0
"MD-2",0
"MDA5",0
"MDC1",-0.0322
"MDFI",-0.1895
"MDFIC",0.4929
"MDFIC",0.2437
"MDGA1",0
"MDH1",0
"MDH1B",0
"MDH2",0
"MDK",0
"MDM1",0
"MDM2",0.1362
"MDM2",0.0552
"MDM4",0.4753
"MDM4",0.3513
"MDN1",0
"MDP1",0
"mdr1",0
"MDS003",0
"MDS006",0
"MDS009",0
"MDS010",0
"MDS012",0
"MDS013",0
"MDS014",0
"MDS018",0
"MDS023",0
"MDS024",0
"MDS025",0
"MDS028",0
"MDS029",0
"MDS030",0
"MDS031",0
"MDS032",0
"MDS033",0
"MDS1",0
"ME1",0.0602
"ME1",0.5759
"ME2",-0.2529
"ME2",-0.4794
"ME3",0
"MEA",0
"MEA1",0
"MEA11",0
"MEAF6",0
"MECOM",0
"MECP2",-0.0725
"MECP2",-0.3348
"MECR",0
"MED1",0
"MED10",-2.0743
"MED10",0.0737
"MED11",-0.6204
"MED12",0.0723
"MED12L",0.2718
"MED13",0
"MED13L",0
"MED14",0
"MED15",0
"MED16",0
"MED17",0
"MED18",0.5563
"MED19",-0.3083
"MED20",0
"MED21",0
"MED22",0
"MED23",0
"MED24",0
"MED25",0.0208
"MED26",0
"MED27",0
"MED28",0.4309
"MED28",-0.3854
"MED29",0
"MED30",0
"MED31",-2.3207
"MED4",0.059
"MED6",0.3498
"MED6",-0.333
"MED7",0
"MED8",2.4661
"MED8",-0.302
"MED9",0.2985
"MED9",0.682
"MEF2A",0.0115
"MEF2A",0.0527
"MEF2C",2.0313
"MEF2D",0.4807
"MEFV",0
"MEG3",1.0971
"MEG3",-0.3109
"MEGF10",0
"MEGF11",0
"MEGF4",0
"MEGF6",0.447
"MEGF6",0.6253
"MEGF8",0
"MEGF9",0
"MEGT1",0
"MEI1",0
"MEIG1",0
"MEIOB",0
"MEIOC",0
"MEIS1",0.6868
"MEIS2",-0.32
"MEIS2",1.0337
"MEIS3",0.218
"MEIS3",0.9798
"MEIS3P1",-0.5619
"MELK",0
"MELTF",0
"MEMO1",0
"MEN1",0.7267
"MEN1",0.0497
"MEOX1",-0.0278
"MEOX2",0.7986
"MEP1A",0
"MEP1AP1",0
"MEP1B",0
"MEPCE",0
"MEPE",0
"MERTK",0
"MESDC1",3.9186
"MESDC2",0
"MESP1",0.1987
"MESP1",1.1752
"MESP2",0
"MEST",0.5152
"MET",0
"METAP1",0
"METAP1D",0
"METAP2",-0.3647
"METAP2",-0.1538
"METH1",0
"METRN",0
"METRNL",0
"METT5D1",-0.3474
"METT5D1",-0.2972
"METTL1",0
"METTL10",0
"METTL11B",0
"METTL12",0
"METTL13",0
"METTL14",0
"METTL15",0
"METTL16",0
"METTL17",0
"METTL18",0
"METTL21A",0
"METTL21B",0
"METTL21C",0
"METTL22",0
"METTL23",0
"METTL24",0
"METTL25",0
"METTL26",0
"METTL2A",0
"METTL2B",0
"METTL3",0
"METTL4",0
"METTL5",0
"METTL6",0
"METTL7A",-1.3672
"METTL7B",0.4738
"METTL8",0.0172
"METTL9",0
"MEX3A",0
"MEX3B",0
"MEX3C",0
"MEX3D",0
"MFAP1",0
"MFAP2",0
"MFAP3",0
"MFAP3L",0.6032
"MFAP3L",0.2781
"MFAP4",0
"MFAP5",0
"MFF",0
"MFGE8",0.3193
"MFGE8",0.5012
"MFHAS1",0
"MFI2",0
"MFN1",0
"MFN2",0
"MFNG",-0.1933
"MFNG",-0.4554
"MFRP",0
"MFSD1",0.5975
"MFSD10",0
"MFSD11",0
"MFSD12",0
"MFSD13A",0
"MFSD14A",0
"MFSD14B",0
"MFSD14C",0
"MFSD2",-0.8815
"MFSD2A",0
"MFSD2B",0
"MFSD3",-0.9869
"MFSD4A",0
"MFSD4B",0
"MFSD5",0
"MFSD6",0
"MFSD6L",0
"MFSD7",0
"MFSD8",0
"MFSD9",0
"MG61",0
"MGA",-0.0428
"MGA",0.2999
"MGA",-0.2776
"MGAM",0
"MGAM2",0
"MGARP",0
"MGAT1",0
"MGAT2",0
"MGAT3",0
"MGAT4A",0
"MGAT4B",-0.1091
"MGAT4C",1.3097
"MGAT4D",0
"MGAT5",0.4692
"MGAT5B",0
"MGB1",0
"MGC:5244",0
"MGC10334",0
"MGC10471",0
"MGC10520",0
"MGC10715",0
"MGC10731",0
"MGC10764",0
"MGC10765",0
"MGC10771",0
"MGC10772",0
"MGC10791",0
"MGC10796",0
"MGC10814",0
"MGC10818",0
"MGC10848",0
"MGC10902",0
"MGC10924",0
"MGC10946",0
"MGC10963",0
"MGC10986",0
"MGC10993",0
"MGC11230",0
"MGC11242",0
"MGC11256",0
"MGC11257",0.017
"MGC11266",0
"MGC11271",0
"MGC11279",0
"MGC11332",0.4933
"MGC11332",-0.3242
"MGC11335",0
"MGC11349",0
"MGC11352",0
"MGC1136",0
"MGC1203",0
"MGC1223",0
"MGC12904",0
"MGC13005",0
"MGC15634",0.6821
"MGC16169",0.1658
"MGC16384",0
"MGC17330",0.084
"MGC17330",0.2043
"MGC21874",-2e-04
"MGC2217",0
"MGC2376",0
"MGC2383",0
"MGC24039",-0.2613
"MGC24039",-0.0599
"MGC24039",0.1598
"MGC24103",0
"MGC24125",0.4038
"MGC2454",0
"MGC2463",0
"MGC2470",0
"MGC2479",0
"MGC2487",0
"MGC2491",0
"MGC2494",0
"MGC2508",0
"MGC2550",0
"MGC2577",0
"MGC2592",0
"MGC2594",0
"MGC2601",0
"MGC2603",0
"MGC2615",0
"MGC2616",0
"MGC2628",0
"MGC26356",0.4238
"MGC2652",0
"MGC2654",0
"MGC2655",0
"MGC2656",0
"MGC2668",0
"MGC26963",0.3683
"MGC2718",0
"MGC2731",0
"MGC2742",0
"MGC2745",0
"MGC2747",0
"MGC2752",0
"MGC2771",0
"MGC2776",0
"MGC2780",0
"MGC2827",0
"MGC2835",0
"MGC2849",0
"MGC2875",0
"MGC2963",0
"MGC29671",-0.2267
"MGC29891",0.4314
"MGC29891",-0.2655
"MGC2991",0
"MGC3020",0
"MGC3032",0
"MGC3035",0
"MGC3036",0
"MGC3037",0
"MGC3038",0
"MGC3048",0
"MGC3062",0
"MGC3067",0
"MGC3103",0
"MGC3113",0
"MGC3121",0
"MGC3123",0
"MGC3129",0
"MGC3130",0
"MGC3133",0
"MGC3136",0
"MGC3146",0
"MGC3156",0
"MGC3162",0
"MGC3178",0
"MGC3180",0
"MGC3184",0
"MGC3196",0
"MGC3213",0
"MGC3260",0
"MGC3262",0
"MGC3265",0
"MGC3279",0
"MGC3295",0
"MGC3329",0
"MGC34796",0
"MGC3731",0
"MGC3771",0
"MGC4054",0
"MGC4090",0
"MGC4093",0
"MGC4161",0
"MGC4170",0
"MGC4171",0
"MGC4172",0
"MGC4174",0
"MGC4179",0
"MGC4276",0
"MGC4278",0
"MGC4289",0
"MGC4293",0
"MGC4294",0
"MGC4309",0
"MGC4342",0
"MGC4368",0
"MGC4504",0
"MGC4606",0
"MGC4645",0
"MGC4659",0
"MGC4663",0
"MGC4692",0
"MGC4827",0
"MGC4859",0.8478
"MGC5139",-5.3842
"MGC5178",0
"MGC52110",-0.3503
"MGC5242",0
"MGC5297",0
"MGC5302",0
"MGC5306",0
"MGC5338",0
"MGC5347",0
"MGC5350",0
"MGC5356",0
"MGC5363",0
"MGC5370",-0.2508
"MGC5384",0
"MGC5395",0
"MGC5499",0
"MGC5509",0
"MGC5528",0
"MGC5540",0
"MGC5560",0
"MGC5566",0
"MGC5585",0
"MGC5590",0
"MGC5601",0
"MGC5627",0
"MGC61571",-0.288
"MGC7036",-0.0559
"MGC70870",-0.1874
"MGC8407",0
"MGC861",0
"MGC955",0
"MGC9712",-1.3762
"MGEA5",0
"MGLL",0
"mGluR1",0
"mGluR1beta",0
"mGluR7",0
"mGluR8c",0
"MGME1",0
"MGMT",0
"MGP",0
"MGRN1",0
"MGST1",0
"MGST2",0
"MGST3",0
"MHCBFB",0
"MHS4R2",0
"MIA",0
"MIA2",1.5536
"MIA2",2.3543
"MIA3",0
"MIB1",0
"MIB2",0.6869
"MIBP",0
"MIC1",0
"MICA",0
"MICAL1",0.1713
"MICAL2",0.2051
"MICAL2",0.2462
"MICAL3",0
"MICALCL",0
"MICALL1",0
"MICALL2",-0.4061
"MICALL2",2.0017
"MICB",0
"MICU2",0
"MICU3",0
"MID1",0.0303
"MID1",-1.3655
"MID1IP1",0.147
"MID2",0.8383
"MIDN",0.6441
"MIEF1",0
"MIEF2",0
"MIEN1",0
"MIER1",-0.4097
"MIER1",-0.6422
"MIER1",0.0668
"MIER2",0.5755
"MIER2",0.7777
"MIER3",0
"MIF",-0.1515
"MIF4GD",0
"MIGA1",0
"MIGA2",0
"MIHC",0
"MIIP",0
"MIL1",0
"MILD1",0
"MILR1",0
"MI0.0",0
"MINK",0
"MINK1",0
"MINOR",0
"MINOS1",0
"MINPP1",-0.0893
"MIOS",0
"MIOX",0
"MIP",0.6672
"MIPEP",-0.1611
"MIPOL1",0
"MIR",0
"MIR cl-10",0
"MIR1-1HG",0
"MIR101-2",0
"MIR105-1",0
"MIR106A",0
"MIR106B",0
"MIR1182",0
"MIR124-1",0
"MIR124-2",0
"MIR126",0
"MIR1273F",0
"MIR129-1",0
"MIR133B",0
"MIR147A",0
"MIR148A",0
"MIR153-2",0
"MIR17HG",0
"MIR181A1",0
"MIR181A2",0
"MIR181B2",0
"MIR182",0
"MIR183",0
"MIR188",0
"MIR199B",0
"MIR19B2",0
"MIR204",0
"MIR219A2",0
"MIR221",0
"MIR222",0
"MIR223",0
"MIR224",0
"MIR23B",0
"MIR24-1",0
"MIR25",0
"MIR27B",0
"MIR29A",0
"MIR29B1",0
"MIR30B",0
"MIR30D",0
"MIR31",0
"MIR31HG",0
"MIR32",0
"MIR320A",0
"MIR339",0
"MIR3648",0
"MIR3662",0
"MIR455",0
"MIR503",0
"MIR503HG",0
"MIR504",0
"MIR509-1",0
"MIR548AA1",0
"MIR548D1",0
"MIR567",0
"MIR600HG",0
"MIR6087",0
"MIR622",0
"MIR640",0
"MIR671",0
"MIR92A2",0
"MIR93",0
"MIR96",0
"MIR98",0
"MIRLET7A1",0
"MIRLET7D",0
"MIRLET7F1",0
"MIRLET7F2",0
"MIS12",0
"MIS18A",0
"MIS18BP1",0
"MISP",0
"MISP3",0
"MITD1",0
"MITF",-0.094
"MITF",0.7447
"MITF",0.1963
"MIXL1",0.7965
"MIZF",0.3155
"MIZF",1.6536
"MKI67",-0.0773
"MKKS",-0.5196
"MKKS",1.8794
"MKL1",-0.2814
"MKL2",-1.9531
"MKLN1",0
"MKNK1",0
"MKNK2",-1.6002
"MKNK2",-0.1922
"mkp",0
"MKP-7",0
"MKPX",0
"MKRN1",0
"MKRN2",0
"MKRN2OS",0
"MKRN3",0
"MKRN4",0
"MKS1",0.1916
"MKX",0.8256
"MKX",0.5434
"MLA0.0",0
"MLC1",0
"MLE1",0
"MLEC",0
"MLF1",0
"MLF1IP",-0.0355
"MLF2",-0.1485
"MLH1",0
"MLH3",0.1244
"MLIP",0
"MLK4",0
"MLKL",0
"mlklak",0
"MLL",0.0642
"MLL",0.4311
"MLL2",0.8825
"MLL2",0.0138
"MLL3",0.3385
"MLL3",-0.4513
"MLL3",0.32
"MLL5",0.09
"MLL5",0.8352
"MLLT1",0.1776
"MLLT1",-0.225
"MLLT10",0.1202
"MLLT10",0.0974
"MLLT10",0.2099
"MLLT11",0.1831
"MLLT3",0.1412
"MLLT3",-0.276
"MLLT4",0
"MLLT4-AS1",0
"MLLT6",0.5567
"MLLT6",-2.1986
"MLLT7",1.085
"MLLT7",0.771
"MLN",0
"MLN51",0
"MLNR",0
"MLPH",0
"MLSN1",0
"MLSN2",0
"MLST8",0
"MLX",-1.6329
"MLX",0.4809
"MLX",-0.0643
"MLXIP",1.6338
"MLXIP",0.145
"MLXIPL",0.0201
"MLXIPL",-0.5081
"MLYCD",0
"mm-1",0
"MMAA",0
"MMAB",-0.3675
"MMAB",0.0263
"MMAC1",0
"MMACHC",0
"MMADHC",0
"MMD",0.8601
"MMD2",0
"MME",0
"MMEL1",0
"MMGT1",0
"MMP1",0.296
"MMP10",0.8719
"MMP11",0
"MMP12",0
"MMP13",0
"MMP14",0
"MMP15",0
"MMP16",0
"MMP17",0
"MMP19",0.4253
"MMP19",0.8172
"MMP2",0.0735
"MMP20",0
"MMP21",0
"MMP23A",0
"MMP23B",0
"MMP24",0.2957
"MMP25",0
"MMP26",0
"MMP27",0
"MMP28",0.1015
"MMP3",-0.0532
"MMP7",0
"MMP8",0
"MMP9",0
"MMPL1",0
"MMRN1",0
"MMRN2",0.6564
"MMRN2",0.6691
"MMS19",0
"MMS19L",-0.1124
"MMS19L",-0.6248
"MMS22L",0
"MN1",0.0797
"M0.0B",0.1034
"M0.0B",-0.1849
"M0.0T1",-0.0443
"mnb",0
"MND1",0
"MNDA",0.5062
"MNS1",0
"MNT",0.9928
"MNX1",0
"MOAP1",0
"MOB1A",0
"MOB1B",0
"MOB2",0
"MOB3A",0
"MOB3B",0
"MOB3C",0
"MOB4",0
"MOBK1B",0.2501
"MOBK1B",0.6401
"MOBKL2B",-0.3457
"MOBKL2B",0.4252
"MOBP",0
"MOCOS",0.0263
"MOCS2",0
"MOCS3",0
"MOG",0.0719
"MOG1",0
"MOGAT1",0
"MOGAT2",0
"MOGAT3",0
"MOGS",0
"MOK",0
"MON1B",-1.5877
"MON1B",0.3448
"MON1B",-0.1432
"MON2",0
"mop-1",0
"mop-4",0
"MOP9",0
"MOR1",0
"MORC",0
"MORC1",0
"MORC3",0
"MORC4",0
"MORF",0
"MORF4",0
"MORF4L1",-0.057
"MORF4L1",-0.0737
"MORF4L2",0.7728
"MORF4L2",0.0545
"MORN1",0
"MORN2",0
"MORN3",0.4721
"MORN4",0
"MORN5",0
"MOS",0
"MOSPD1",0
"MOSPD2",0
"MOSPD3",0
"MOST-1",0
"MOST2",0
"MOT8",0
"MOV10",-2.6677
"MOV10L1",0
"MOXD1",0
"MOZCBP",0
"MP1",0
"MPC1",0
"MPC1L",0
"MPC2",0
"MPDU1",0
"MPDZ",0.4686
"MPDZ",0.0562
"MPEG1",0
"MPG",-0.3284
"MPHOSPH10",0
"MPHOSPH6",-0.0852
"MPHOSPH6",0.3844
"MPHOSPH8",0
"MPHOSPH9",0
"MPI",-1.566
"MPL",0
"MPLKIP",0
"MPND",0
"MPO",0
"MPP1",0
"MPP2",0
"MPP3",-0.1395
"MPP3",-0.66
"MPP5",0.2305
"MPP5",-0.1716
"MPP6",0
"MPP7",0.2184
"MPP7",0.1921
"mpp9",0
"MPPE1",0.0111
"MPPE1",0.5584
"MPPED1",0
"MPPED2",0.2063
"MPPED2",1.3397
"MPRIP",0
"MPST",0
"MPV17",-1.4075
"MPV17L",0
"MPV17L2",0
"MPZ",0
"MPZL1",0
"MPZL2",0
"MPZL3",0
"MR1",0.1419
"MR1",2.1294
"MR1B",0
"MR1C",0
"MR1D",0
"MRAP",0
"MRAP2",0
"MRAS",0
"MRC1",0
"MRC2",0
"MRE11A",0
"MREG",0
"MRF-1",0
"MRFAP1",0
"MRFAP1L1",0
"MRG1",0
"MRG15",0
"MRGBP",0
"MRGPRD",0
"MRGPRE",-0.4014
"MRGPRF",0
"MRGPRG",0
"MRGPRX1",0
"MRGPRX2",0
"MRGPRX3",0
"MRGPRX4",-0.3187
"MRI1",0
"MRLC2",0.0449
"MRLC2",-0.0304
"MRM1",0
"MRM2",0
"MRM3",0
"MRO",0
"MROH1",0
"MROH2B",0
"MROH5",0
"MROH6",0
"MROH7",0
"MROH9",0
"MRP3",0
"MRPL1",0
"MRPL10",0
"MRPL11",0
"MRPL12",-0.0263
"MRPL13",0
"MRPL14",0
"MRPL15",0
"MRPL16",0
"MRPL17",-0.1656
"MRPL18",0
"MRPL19",0
"MRPL2",0
"MRPL20",0
"MRPL21",0
"MRPL22",0
"MRPL23",-0.204
"MRPL24",0
"MRPL27",0
"MRPL28",0.0123
"MRPL3",0
"MRPL30",-0.0842
"MRPL30",-0.0223
"MRPL30",0.1882
"MRPL32",0
"MRPL33",0
"MRPL34",0
"MRPL35",0
"MRPL36",0
"MRPL37",0
"MRPL38",0
"MRPL4",0
"MRPL40",0
"MRPL41",0
"MRPL42",0
"MRPL43",0
"MRPL44",0
"MRPL46",0
"MRPL47",0
"MRPL48",0
"MRPL49",0
"MRPL50",0
"MRPL51",0
"MRPL52",0
"MRPL53",0
"MRPL54",0
"MRPL55",0
"MRPL57",0
"MRPL58",0
"MRPL9",0
"MRPS10",0
"MRPS11",0
"MRPS12",0
"MRPS14",0.0556
"MRPS15",0
"MRPS16",0
"MRPS17",0
"MRPS18a",0
"MRPS18A",0
"MRPS18B",-0.2578
"MRPS18C",0
"MRPS2",0
"MRPS21",0
"MRPS22",0
"MRPS23",0
"MRPS24",0
"MRPS25",0
"MRPS26",0.1269
"MRPS27",0.3963
"MRPS28",-0.1294
"MRPS30",0
"MRPS31",0.2026
"MRPS33",0
"MRPS34",0
"MRPS35",0
"MRPS36",0
"MRPS5",0
"MRPS6",0
"MRPS7",0
"MRPS9",0
"MRRF",0
"MRRFP1",0
"MRS2",0
"MRS2L",-0.9571
"MRTO4",0
"MRVI1",0
"MS4A1",0
"MS4A10",0
"MS4A12",0
"MS4A13",0
"MS4A14",0
"MS4A15",0
"MS4A2",0
"MS4A3",0
"MS4A4",0
"MS4A4A",1.0765
"MS4A5",0
"MS4A6",0
"MS4A6A",0
"MS4A6E",0
"MS4A7",0
"MS4A8",0
"MSANTD1",0
"MSANTD2",0
"MSANTD3",0
"MSANTD3-TMEFF1",0
"MSANTD4",0
"MSC",0.8938
"MSF",0
"MSGN1",0
"MSH2",0.2667
"MSH3",-0.3071
"MSH3",-0.3788
"MSH4",0
"MSH5",0
"MSH6",-0.0928
"MSI1",0
"MSI2",0.2262
"MSI2",0.3387
"MSL1",0
"MSL2",0
"MSL3",0
"MSL3L1",0.2133
"MSL3L1",0.5617
"MSLN",0
"MSMB",0
"MSMO1",0
"MSMP",0
"MSN",0
"mspl",0
"msps",0
"MSR1",0
"MSRA",1.7274
"MSRA",0.3195
"MSRB1",0
"MSRB2",-0.1109
"MSRB3",0
"MSS51",0
"MST1",0
"MST1R",0
"MST4",0
"MSTN",0
"MSTO1",-0.0033
"MSTP032",0
"MSTP9",0.1015
"MSX1",0.1402
"MSX1",1.7991
"MSX2",0.1556
"MT1A",0
"MT1B",0
"MT1E",-0.1293
"MT1F",0
"MT1H",0
"MT1P1",0
"MT1X",0
"MT2A",0
"MT3",0
"MT4",0
"MTA1",-1.0024
"MTA1",0.0906
"MTA2",0.1811
"MTA3",-0.3491
"MTA3",-0.4458
"MTAP",-0.2721
"MTAP",0.046
"MTAP",0.4653
"MTAP44",0
"MTBP",0.254
"MTBP",0.5661
"MTBT1",0
"MTCH1",0
"MTCH2",0
"MTCL1",0
"MTCP1",0
"MTCP1NB",0
"MTDH",-0.1379
"MTERF",-0.0699
"MTERF",0.0377
"MTERF",0.0372
"MTERF1",0
"MTERF2",0
"MTERF3",0
"MTERF4",0
"MTERFD1",0
"MTERFD3",-0.0703
"MTF1",-8.6913
"MTF2",0
"MTFMT",0
"MTFP1",0
"MTFR1",0
"MTFR1L",0
"MTFR2",0
"MTG1",0.0172
"MTG2",0
"MTG8",0
"MTHFD1",-0.0945
"MTHFD1L",0.2209
"MTHFD1L",-0.4664
"MTHFD2",0
"MTHFD2L",0
"MTHFR",0
"MTHFS",0
"MTHFSD",0
"MTIF2",0
"MTIF3",0
"MTL5",0
"MTM1",0
"MTMR1",0
"MTMR10",0
"MTMR11",-0.7882
"MTMR11",0.3414
"MTMR12",0
"MTMR14",0
"MTMR2",-0.0198
"MTMR2",-0.6412
"MTMR3",-0.367
"MTMR4",0.3355
"MTMR4",-0.468
"MTMR6",0.1011
"MTMR6",0.7942
"MTMR7",0
"MTMR8",0
"MTMR9",-0.488
"MTMR9",0.1149
"MTNR1A",0
"MTNR1B",0
"MTO1",0
"MTOR",0
"MTPAP",0
"MTPN",0
"MTR",0
"MTR1",0
"MTRF1",0
"MTRF1L",0
"MTRNR2L1",0
"MTRNR2L10",0
"MTRNR2L2",0
"MTRNR2L3",0
"MTRNR2L4",0
"MTRNR2L5",0
"MTRNR2L6",0
"MTRNR2L7",0
"MTRNR2L8",0
"MTRR",0
"MTSS1",0
"MTSS1L",0
"MTTP",0
"MTURN",0
"MTUS1",0.3655
"MTUS2",0
"MTX1",0
"MTX2",0
"MTX3",0
"MUC1",-0.0192
"MUC12",0
"MUC15",0.4004
"MUC16",0
"MUC17",0
"MUC20",0
"MUC21",0
"MUC22",0
"MUC3",0
"MUC3A",0
"MUC3B",0
"MUC4",0
"MUC5AC",0
"MUC5B",0.6702
"MUC5B",0.8701
"MUC5B",0.7509
"MUC6",0
"MUC7",0
"MUC8",0
"MUCDHL",0
"MUCL1",0
"MUL1",0
"MUM1",0
"MUM1L1",0
"MURC",0
"MUS81",0
"MUSK",0
"MUSTN1",0
"MUT",0
"MUTYH",0
"MVB12A",0
"MVB12B",0
"MVD",0
"MVK",-0.2984
"MVK",0.2043
"MVP",0
"MX1",0
"MX2",0
"MXD1",0.4493
"MXD1",-1.5747
"MXD3",1.0901
"MXD3",0.7438
"MXD4",0.0371
"MXD4",-0.0027
"MXI1",0.1113
"MXRA5",0
"MXRA7",0
"MXRA8",0.3674
"MXRA8",2.4826
"MY014",0
"MYADM",0
"MYADML2",0
"MYB",0.0753
"MYBBP1A",-1.6832
"MYBL1",1.4219
"MYBL1",-0.7741
"MYBL2",-0.9771
"MYBPC1",0
"MYBPC2",0
"MYBPC3",0.1848
"MYBPH",0
"MYBPHL",0
"MYC",-0.1177
"MYC",0.3215
"MYCBP",0.2029
"MYCBP",-0.0589
"MYCBP2",0.6339
"MYCBP2",-1.3246
"MYCBP2-AS1",0
"MYCL",0
"MYCL1",0.4652
"MYCL1",0.3055
"MYCL2",0
"MYCN",5.3866
"MYCN",0.2258
"MYCT1",0
"MYD88",0
"MYDGF",0
"MYEF2",0.2863
"MYEOV",0
"MYF5",0.4763
"MYF6",0.1684
"MYG1",0
"MYH1",0
"MYH10",0.4752
"MYH10",0.352
"MYH10",0.2541
