"Gene","FOSB"
"MYH11",0
"MYH13",0
"MYH14",0.4809
"MYH14",-0.4418
"MYH15",1.0217
"MYH16",0
"MYH2",1.2583
"MYH3",0
"MYH4",0
"MYH6",0
"MYH7",0.645
"MYH7B",0
"MYH8",0
"MYH9",0
"MYL1",0
"MYL10",0
"MYL12A",0
"MYL2",0
"MYL3",0
"MYL4",0
"MYL5",0
"MYL6",0
"MYL6B",0
"MYL7",0
"MYL9",0.6172
"MYLIP",0.202
"MYLK",-1.9654
"MYLK2",0
"MYLK3",0
"MYLK4",0
"MYLPF",0
"MYNN",0.2741
"MYO10",-0.0411
"MYO10",0.0593
"MYO10",0.0026
"MYO15",0
"MYO15A",0
"MYO15B",0.5882
"MYO16",0
"MYO18A",-0.0263
"MYO18B",0
"MYO19",0
"MYO1A",0
"MYO1B",0
"MYO1C",0
"MYO1D",0
"MYO1E",-0.3582
"MYO1F",0.907
"MYO1F",0.6383
"MYO1G",0
"MYO3A",0
"MYO3B",0.2449
"MYO3B",0.4099
"MYO5A",-0.0388
"MYO5A",0.4406
"MYO5B",-0.148
"MYO5C",0.0109
"MYO6",0.234
"MYO6",-2.5035
"MYO7A",0
"MYO7B",0.0565
"MYO9A",0
"MYO9b",0
"MYO9B",0.5533
"MYO9B",0.8095
"MYOC",0
"MYOCD",0.4394
"MYOD1",-1.8727
"MYOF",0
"MYOG",0.2935
"MYOG",-0.0646
"MYOHD1",-0.2073
"MYOHD1",-0.1281
"MYOM1",0
"MYOM2",0
"MYOM3",0
"MYOT",0
"MYOZ",0
"MYOZ1",0
"MYOZ2",0
"MYOZ3",0
"MYPN",0
"MYPOP",0
"MYRF",0
"MYRIP",0
"MYSM1",0
"MYST1",0.5229
"MYST2",-0.289
"MYST3",-0.7628
"MYST4",0.2228
"MYST4",1.7966
"MYT1",0.0374
"MYT1L",0.6871
"MYT1L",0.6878
"MYT2",0
"MZB1",0
"MZF1",-0.2109
"MZT1",0
"MZT2A",0
"MZT2B",0
"N-PAC",-0.2216
"N-PAC",0.2055
"N1",0
"N2",0
"N33",0
"N4BP1",0.3013
"N4BP2",-0.1316
"N4BP2",0.5497
"N4BP2L1",0
"N4BP2L2",0
"N4BP3",0
"N6AMT1",0
"N6AMT2",0
"0.0A10",0
"0.0A11",0
"0.0A15",0
"0.0A16",0
"0.0A20",0
"0.0A25",0
"0.0A30",0
"0.0A35",0
"0.0A38",0
"0.0A40",0
"0.0A50",0
"0.0A60",0
"0.0AA",0
"0.0ALAD2",0
"0.0aladase II",0
"0.0ALADASEL",0
"0.0ALADL1",0
"0.0ALADL2",0
"0.0B1",0.1295
"0.0B1",0.1151
"0.0B2",0.1147
"0.0B2",-0.8313
"0.0BP1",0
"0.0BP2",0
"0.0C",0
"0.0CA",0
"0.0CA2",0
"0.0CAD",0
"0.0CAP1",0
"0.0CC1",0
"0.0CC2",0
"0.0ChR",0
"0.0CP",0
"0.0D(P)+ -dependent malic enzyme",0
"0.0DK",0.2395
"0.0DK",3.5822
"0.0DK2",0
"0.0DSYN1",1.806
"0.0000",0
"0.0F1",0
"0.0G",-0.7182
"0.0G",0.3195
"0.0G-7",0
"0.0G13",0
"0.0G14",0
"0.0G18",0
"0.0G19",0
"0.0G8",0
"0.0GA",0
"0.0GK",0
"0.0GLU",0
"0.0GPA",0
"0.0GS",0
"0.0IF1",0
"0.0IP",0
"0.0K1",0
"0.0KAP95",0
"0.0LCN",0
"0.0MPT",0
"0.0NOG",0.4444
"0.0NOGNB",0
"0.0NOS1",0
"0.0NOS2",0
"0.0NOS3",0.1619
"0.0NP",0
"0.0NS",0
"0.0P1L1",0
"0.0P1L2",-0.1817
"0.0P1L3",0
"0.0P1L4",0
"0.0P1L5",0.4048
"0.0P1L5",-0.8969
"0.0P5",0.309
"0.0PA",0
"0.0PB",0
"0.0PEPLD",0
"0.0PG",0.9492
"0.0PG",0.1365
"0.0PRT",0
"0.0PRT1",0
"0.0PSA",0
"0.0RF",-0.6783
"0.0RFL",0.2369
"0.0RG1",0.0024
"0.0RG1",-0.0441
"0.0RG1L",-0.1601
"0.0RR",0
"0.0RS",0.0015
"0.0RS2",-0.1465
"0.0SP",0
"0.0T1",0
"0.0T10",0
"0.0T11",0
"0.0T12",0
"0.0T14",0.6924
"0.0T15",0
"0.0T16",0
"0.0T2",0
"0.0T6",0
"0.0T8",0
"0.0T8L",0
"0.0T9",-0.101
"0.0TD1",0
"0.0V1",0
"0.0V2",0
"0.0V3",-0.1221
"0.0XD",0
"0.0XE",0
"NB-1",0
"NBAS",0
"NBC",0
"NBC4",0
"NBEA",0
"NBEAL1",0
"NBEAL2",0.0857
"NBN",0
"NBPF1",0
"NBPF10",-0.2277
"NBPF10",0.6829
"NBPF11",1.071
"NBPF11",-0.3002
"NBPF14",-2.2033
"NBPF15",0.0719
"NBPF20",-0.5528
"NBPF22P",0
"NBPF3",0
"NBPF4",0
"NBPF6",0
"NBPF7",0
"NBPF9",0
"NBR",0
"NBR1",0.1444
"NBR2",-0.1203
"NCA",0
"NCALD",-0.0665
"NCAM",0
"NCAM1",0
"NCAM2",0
"NCAN",0
"NCAPD2",0.2165
"NCAPD3",-0.025
"NCAPG",-0.0827
"NCAPG2",-0.1397
"NCAPH",2.7342
"NCAPH2",-0.2495
"NCAPH2",0.937
"NCBP1",-0.2506
"NCBP2",0.3599
"NCBP2",4.6284
"NCBP2L",0
"NCBP3",0
"NCCRP1",0
"NCDN",0
"NCEH1",0
"NCF1",0
"NCF1B",0
"NCF2",-2.2679
"NCF4",0
"NCK1",-0.2954
"NCK2",0
"NCKAP1",0
"NCKAP1L",0
"NCKAP5",0
"NCKIPSD",0.641
"NCKX",0
"NCKX3",0
"NCL",0
"NCLN",2.2905
"NCLN",-0.0076
"NCMAP",0
"NCOA1",0.0579
"NCOA2",-0.0337
"NCOA3",-1.2151
"NCOA3",-0.2953
"NCOA3",-0.3489
"NCOA4",0.6791
"NCOA4",2.26
"NCOA5",0.0599
"NCOA5",0.0395
"NCOA6",2.7545
"NCOA7",0.3261
"NCOA7",-4.1084
"NCOA7",0.6823
"NCOR1",0.6551
"NCOR1",-0.0927
"NCOR2",0.1468
"NCR1",0
"NCR2",0
"NCR3",0.228
"NCR3LG1",0
"NCR0.000085",0
"NCR0.000116",0
"NCR0.000152",0
"NCR0.000174",0
"NCR0.000185",0
"NCS1",0
"NCSTN",0
"NCX",0
"NCX1",0
"NCYM",0
"ND1",0
"ND2",0
"ND3",0
"ND4L",0
"ND5",0
"ND6",0
"NDC1",0
"NDC80",0
"NDE1",0.0148
"NDE1",-0.0554
"NDEL1",0.356
"NDFIP1",0
"NDFIP2",0
"NDN",-0.3695
"NDNF",0
"NDNL2",0.027
"NDNL2",-0.218
"NDNL2",0.3305
"NDOR1",0
"NDP",0
"NDRF",0
"NDRG1",-0.1866
"NDRG1",0.5734
"NDRG2",-0.038
"NDRG2",0.0913
"NDRG3",0
"NDRG4",0.563
"NDST1",0.1026
"NDST1",0.259
"NDST2",0
"NDST3",0
"NDST4",0
"NDUFA1",-0.1876
"NDUFA1",-0.2262
"NDUFA10",0.223
"NDUFA11",-0.1125
"NDUFA12",0
"NDUFA13",-0.1762
"NDUFA2",7e-04
"NDUFA2",0.0448
"NDUFA3",-0.7627
"NDUFA4",-0.0757
"NDUFA4",-0.148
"NDUFA4L2",0
"NDUFA5",0.0897
"NDUFA6",-0.0543
"NDUFA6",-0.1095
"NDUFA7",-0.1649
"NDUFA8",-0.0948
"NDUFA9",0
"NDUFAB1",0
"NDUFAF1",0
"NDUFAF2",0
"NDUFAF3",0
"NDUFAF4",0
"NDUFAF5",0
"NDUFAF6",0
"NDUFAF7",0
"NDUFAF8",0
"NDUFB1",0
"NDUFB10",-0.02
"NDUFB11",0.1395
"NDUFB2",-0.0795
"NDUFB3",-0.1283
"NDUFB4",-0.0616
"NDUFB5",0
"NDUFB6",-0.2368
"NDUFB7",0
"NDUFB8",0
"NDUFB9",0
"NDUFC1",-0.1438
"NDUFC2",0
"NDUFC2-KCTD14",0
"NDUFS1",0
"NDUFS2",0
"NDUFS3",-0.0358
"NDUFS4",0
"NDUFS5",0.0181
"NDUFS6",0
"NDUFS7",-0.0934
"NDUFS7",-0.0801
"NDUFS8",0
"NDUFV1",0.0385
"NDUFV2",0.1924
"NDUFV3",0
"NEAT1",0
"NEB",0.0031
"NEBL",-1.4212
"NEBL",0.3071
"NECAB1",0
"NECAB2",0
"NECAB3",0
"NECAP1",0
"NECAP2",-0.139
"NECAP2",0.0601
"NECL1",0
"NECL2",0
"NECTIN1",0
"NECTIN2",0
"NECTIN3",0
"NECTIN4",0
"NEDD1",0
"NEDD4",-0.2618
"NEDD4",0.5947
"NEDD4L",-1.0121
"NEDD8",-0.1149
"NEDD8",-0.1108
"NEDD8",-0.1641
"NEDD9",0.609
"NEDL1",0
"NEFH",0
"NEFL",0.7804
"NEFL",0.9663
"NEFM",0.5688
"NEFM",-2.1592
"NEGR1",0.1424
"NEIL1",0
"NEIL2",0
"NEIL3",0.493
"NEK1",0
"NEK10",0
"NEK11",0
"NEK2",0
"NEK3",0
"NEK4",-0.2277
"NEK4",-0.4173
"NEK5",0
"NEK6",0.5901
"NEK7",0
"NEK8",0
"NEK9",0
"NELFA",0
"NELFB",0
"NELFCD",0
"NELFE",0
"NELL1",0
"NELL2",0
"NEMF",0
"NEMO",0
"NEMP1",0
"NEMP2",0
"NENF",0
"NEO1",0.007
"nephropontin",0
"NEPRO",0
"NES",0.2505
"NESCA",0
"NESG1",0
"neshbp",0
"NET-2",0
"NET-6",0
"NET-7",0
"NET1",0.0462
"NETO1",0.2215
"NETO2",-0.0255
"NETO2",0.1116
"NEU1",0
"NEU2",0
"NEU3",0
"NEU4",1.1998
"NEU4",0.0866
"NEUD4",0
"NEUREXIN II",0
"NEURL1",0
"NEURL1B",0
"NEURL2",0
"NEURL3",0
"NEURL4",0
"NEUROD1",0.4917
"NEUROD2",0.6446
"NEUROD2",0.888
"NEUROD4",0.7349
"NEUROD4",0.2116
"NEUROD6",0.8553
"NEUROG1",3.7893
"NEUROG2",0.4763
"NEUROG3",-2.0348
"NEXN",0
"NF-ATcC",0
"NF-kappa-B",0
"NF1",0
"NF2",0
"NFAM1",0.8995
"NFASC",0
"NFAT1",0
"NFAT5",-0.1527
"NFAT5",0.098
"NFATC1",0.1301
"NFATC1",0.4243
"NFATC2",0.5279
"NFATC2IP",-0.0835
"NFATC2IP",0.7065
"NFATC3",0.0999
"NFATC3",0.3943
"NFATC4",0.2269
"NFE2",0.1025
"NFE2L1",-0.1285
"NFE2L1",-0.107
"NFE2L1",-0.3078
"NFE2L2",-0.1553
"NFE2L3",1.301
"NFE2L3",0.243
"NFE4",0
"NFI",0
"NFIA",0.1576
"NFIB",0.489
"NFIB",0.5538
"NFIB",-0.0037
"NFIC",-0.0753
"NFIL3",-1.0434
"NFIX",-0.1656
"NFIX",0.1719
"NFKB1",-0.3694
"NFKB2",0.304
"NFKBIA",-0.1454
"NFKBIB",-0.0847
"NFKBIB",0.2758
"NFKBID",0
"NFKBIE",0
"NFKBIL1",0
"NFKBIL2",0.8124
"NFKBIL2",0.0223
"NFKBIZ",-0.1753
"NFRKB",-0.2143
"NFS1",0
"NFU1",0
"NFX1",0.1218
"NFX1",0.1612
"NFX2",0
"NFXL1",0.1706
"NFYA",0.1133
"NFYA",0.2469
"NFYB",0.0602
"NFYB",0.9453
"NFYB",-0.3877
"NFYC",-2.5197
"NFYC",-0.2767
"NG23",0
"NG3",0
"NG36",0
"NG5",0
"NG7",0
"NGAP",0
"NGB",0.0216
"NGDN",0
"NGEF",0
"NGF",0
"NGFB",0.3856
"NGFR",0
"NGFRAP1",-0.0667
"NGLY1",0
"NGRN",0
"NGS-17",0
"NHE2",0
"NHEJ1",0.1678
"NHERF-2",0
"NHLH1",0.9328
"NHLH2",0.3153
"NHLRC1",0
"NHLRC2",0
"NHLRC3",0
"NHLRC4",0
"NHP2",0
"NHS",0
"NHSL1",0
"NHSL2",0
"NIBAN",0
"NIBP",0.492
"NICE-1",0
"NICN1",0
"NID1",0
"NID2",0
"NIF3L1",-0.0685
"NIFK",0
"NIFS",0
"NILR",0
"NIM1K",0
"NIN",0.2401
"NIN",-0.6848
"NINJ1",0.7082
"NINJ2",0
"NINL",0
"NIP7",0.3294
"NIPA1",0
"NIPA2",0.2089
"NIPAL1",0
"NIPAL2",0
"NIPAL3",0
"NIPAL4",0
"NIPBL",-0.0468
"NIPBL",0.3935
"NIPBL",0.6363
"NIPS0.0P1",-0.8722
"NIPS0.0P1",-0.2021
"NIPS0.0P3A",0
"NIPS0.0P3B",0
"NIR1",0
"NISCH",-0.1285
"NISCH",-6.6087
"NIT1",0
"NIT2",-0.2242
"NJAC",0
"NKAIN1",0
"NKAIN2",0
"NKAIN3",0
"NKAIN4",0
"NKAP",0
"NKAPL",0
"NKAPP1",0
"NKD1",0
"NKD2",0
"NKEFA",0
"NKEFB",0
"NKG2-F",0
"NKG7",0
"NKIRAS1",0
"NKIRAS2",0
"NKp46",0
"NKPD1",0
"NKRF",-0.9148
"NKTR",-0.3768
"NKTR",-0.424
"NKTR",-0.2651
"NKX1-2",-1.2764
"NKX2-1",0
"NKX2-2",0.3698
"NKX2-3",1.1229
"NKX2-3",0.9239
"NKX2-4",0
"NKX2-5",-0.654
"NKX2-6",0
"NKX2-8",3.6107
"NKX2.8",0
"NKX2B",0
"NKX3-1",-0.1283
"NKX3-2",0
"NKX3A",0
"NKX6-1",1.1581
"NKX6-2",1.4033
"NKX6-3",0
"NKX6A",0
"NLE1",0
"NLGN1",0.6725
"NLGN2",0
"NLGN3",0
"NLGN4X",0
"NLGN4Y",0
"NLI-IF",0
"NLK",-0.0724
"NLN",0
"NLRC3",0.4472
"NLRC3",0.0916
"NLRC4",0
"NLRC5",0.4963
"NLRP1",-0.2677
"NLRP1",0.5149
"NLRP10",0.7273
"NLRP11",0
"NLRP12",0
"NLRP13",0
"NLRP14",0
"NLRP2",0
"NLRP3",-0.0671
"NLRP4",0
"NLRP5",0
"NLRP6",0.9923
"NLRP7",0
"NLRP8",0
"NLRP9",0
"NLRX1",0
"NMB",0
"NMBR",0
"NMD3",0
"NME1",0
"NME2",-0.0372
"NME2P1",0
"NME3",0
"NME4",0.3964
"NME5",0
"NME6",0
"NME7",0
"NME8",0
"NME9",0
"NMES1",0
"NMI",0.9933
"NM0.0T1",0
"NM0.0T2",0
"NM0.0T3",0
"NMRAL1",0
"NMRK1",0
"NMRK2",0
"NMS",0
"NMT1",0
"NMT2",0
"NMU",-0.3112
"NMUR1",0
"NMUR2",0
"NN8-4AG",0
"N0.0T",2.4059
"NNMT",0.0231
"NNT",0
"NOA1",0
"NOB1",0
"NOBOX",0
"NOC2L",0
"NOC3L",-1.8
"NOC4",0
"NOC4L",0
"NOCT",0
"NOD1",0
"NOD2",-0.1831
"NODAL",0.7606
"NOG",0.0561
"NOGOR",0
"NOH1",0
"NOH61",0
"NOL1",0
"NOL10",0
"NOL11",0
"NOL12",0
"NOL3",0
"NOL4",0.5071
"NOL4L",0
"NOL6",0
"NOL7",-0.0684
"NOL7",0.0942
"NOL8",0.0743
"NOL8",0.5286
"NOL8",0.1978
"NOL9",0.3076
"NOL9",-0.2139
"NOLA3",0
"NOLC1",0
"NOM1",0
"NOMO1",0
"NOMO2",0
"NOMO3",0
"NONO",0.4109
"NONO",0.2087
"NOP",0
"NOP10",0
"NOP14",0
"NOP16",0
"NOP17",0.237
"NOP2",0
"NOP56",0
"NOP58",0
"NOP9",0
"NOS",0
"NOS1",0
"NOS1AP",0
"NOS2",0
"NOS3",0
"NOSIP",0
"NOSTRIN",0
"NOT3",0
"NOT4-N",0
"NOT4H",0
"NOT56L",0
"NOTCH1",-0.2242
"NOTCH2",0.2113
"NOTCH2NL",0
"NOTCH3",0.4257
"NOTCH4",0.2623
"NOTCH4",0.0482
"NOTO",0
"NOTUM",0
"NOV",0.5963
"NOV",0.1602
"NOVA1",0
"NOVA2",0
"NOX1",0
"NOX3",0
"NOX4",0
"NOX5",0
"NOXA1",0
"NOXO1",3.0938
"NOXRED1",0
"NP101106",0
"NP389850",0
"NP94",0
"NPAP1",0
"NPAS1",0.44
"NPAS2",-0.292
"NPAS2",0.4645
"NPAS3",-0.6709
"NPAS3",0.8793
"NPAS4",0.3392
"NPAT",-0.0591
"NPAT",0.3042
"NPB",0
"NPBWR1",0
"NPBWR2",0
"NPC1",0
"NPC1L1",0
"NPC2",-0.097
"NPC3",0
"NPCR",0
"NPD011",0
"NPD012",0
"NPD014",0
"NPD016",0
"NPDC1",0
"NPEPL1",0
"NPEPPS",0.1669
"NPEPPS",-0.3857
"NPEPPS",-0.8062
"NPFF",0
"NPFFR1",0
"NPFFR2",0
"NPHP1",0
"NPHP3",0
"NPHP4",-0.2501
"NPHS1",0
"NPHS2",0
"NPIPA1",0
"NPIPA3",0
"NPIPA5",0
"NPIPA7",0
"NPIPB15",0
"NPIPB5",0
"NPIPB6",0
"NPIPB9",0
"NPL",0
"NPLOC4",-0.4817
"NPM1",-0.1122
"NPM1",-0.1278
"NPM1",-0.0608
"NPM2",0
"NPM3",-0.0651
"NPNT",1.0499
"NPPB",0
"NPPC",0
"NPR1",0
"NPR2",0
"NPR3",0
"NPRL2",0
"NPRL3",0
"NPS",0
"NPSR1",0
"NPSR1-AS1",0
"NPTN",0
"NPTX1",0.2038
"NPTX1",0.5394
"NPTX2",0
"NPTXR",-0.248
"NPVF",0
"NPW",0
"NPY",0
"NPY1R",0
"NPY2R",0
"NPY4R",0
"NPY5R",0
"NPYR",0
"NQO1",0.308
"NQO2",0
"NR0B1",0.4985
"NR0B2",1.3567
"NR1",0
"NR1D1",-0.03
"NR1D1",-0.0715
"NR1D2",0.0397
"NR1H2",-0.4111
"NR1H2",0.1602
"NR1H3",-0.314
"NR1H4",0.721
"NR1I2",0.3624
"NR1I3",0.7232
"NR2C1",-0.0746
"NR2C1",0.1221
"NR2C2",0.2263
"NR2C2AP",0
"NR2E1",1.2355
"NR2E3",1.0353
"NR2E3",0.9611
"NR2F1",1.1677
"NR2F2",0.7376
"NR2F2",0.7632
"NR2F6",1.7132
"NR3C1",-0.1393
"NR3C1",0.3228
"NR3C2",0.5487
"NR4A1",0.0915
"NR4A2",0.1458
"NR4A3",0.5036
"NR4A3",0.4681
"NR5A1",0.7754
"NR5A2",0.4693
"NR5A2",0.665
"NR6A1",0.1727
"NR6A1",0.5529
"NRAMP1",0
"NRAMP2",0
"NRAP",1.3531
"NRAP",1.1468
"NRAP",1.5087
"NRARP",0
"NRAS",0
"NRBF2",0.699
"NRBP",0
"NRBP1",0
"NRBP2",0
"NRCAM",0
"NRD1",0
"NRDC",0
"NRDE2",0
"NREP",0
"NRF1",-0.0416
"NRG1",0.0658
"NRG1",-0.2222
"NRG2",1.0313
"NRG2",0.7355
"NRG3",0
"NRG4",0
"NRGN",0
"NRIP1",-0.25
"NRIP2",0.3405
"NRIP2",0.5033
"NRIP3",0
"NRK",0
"nrl",0
"NRL",0.2746
"NRM",0
"NRN1",0
"NRN1L",0
"NRP1",-0.0054
"NRP1",1.0275
"NRP2",0
"NRROS",0
"NRSN1",0
"NRSN2",0
"NRTN",0
"NRXN1",0
"NRXN2",0
"NRXN3",0
"NSA2",0
"NSAP1",0
"NSAP11",0
"NSBP1",0.3455
"NSBP1",0.9943
"NSD1",0.0034
"NSD1",-0.0056
"NSD1",0.3659
"NSDHL",0
"NSF",0
"NSFL1C",0
"NSG1",0
"NSL1",0
"NSMAF",0.1105
"NSMCE1",-0.0676
"NSMCE2",0
"NSMCE3",0
"NSMCE4A",0
"NSMF",0
"NSP1",0
"NSRP1",0
"NSUN2",0
"NSUN3",0
"NSUN4",0
"NSUN5",0
"NSUN5P1",0
"NSUN6",0
"NSUN7",0.1163
"NSUN7",0.3228
"NT5C",0
"NT5C1A",1.0945
"NT5C1B",0
"NT5C2",0
"NT5C3",0
"NT5C3A",0
"NT5C3B",0
"NT5DC1",0
"NT5DC2",0
"NT5DC3",0.5097
"NT5E",0
"NT5M",0
"NTAN1",0
"NTF3",0.8282
"NTF4",0
"NTF5",0
"NTHL1",0
"NTM",0
"NTMT1",0
"NTN1",0
"NTN2L",0
"NTN3",0
"NTN4",0
"NTN5",0
"NTNG1",0.5814
"NTNG2",0
"NTPCR",0
"NTRK1",0
"NTRK2",0
"NTRK3",0.3151
"NTRK3",0.2462
"NTS",0
"NTSR1",0
"NTSR2",0
"NTT5",0
"NUAK1",0.5842
"NUAK2",-0.0599
"NUB1",0
"NUBP1",0
"NUBP2",0
"NUBPL",-0.3285
"NUCB1",0.9997
"NUCB2",-0.9036
"NUCKS",0
"NUCKS1",0
"NUDC",0
"NUDCD1",0
"NUDCD2",0
"NUDCD3",0.1395
"NUDCD3",1.0242
"NUDEL",0
"NUDT1",0
"NUDT10",0
"NUDT11",0
"NUDT12",0
"NUDT13",0
"NUDT14",0
"NUDT15",0
"NUDT16",0
"NUDT16L1",0
"NUDT17",0
"NUDT18",0
"NUDT19",0
"NUDT2",-0.0904
"NUDT21",0
"NUDT3",-0.3131
"NUDT4",0
"NUDT5",0
"NUDT6",0
"NUDT7",0
"NUDT8",0
"NUDT9",0
"NUF2",0
"NUFIP1",0.2057
"NUFIP1",0.0753
"NUFIP2",0
"NUGGC",0
"NUMA1",-0.0069
"NUMB",0.0557
"NUMBL",0
"NUP107",-0.0246
"NUP133",0
"NUP153",0
"NUP155",0
"NUP160",0.9847
"NUP160",0.1414
"NUP188",0
"NUP205",0
"NUP210",-0.0209
"NUP210",0.3783
"NUP210L",0
"NUP214",0
"NUP35",0
"NUP37",0
"NUP43",0.464
"NUP43",-0.1497
"NUP50",-0.0397
"NUP50",-0.0556
"NUP50",0.357
"NUP54",0.0926
"NUP58",0
"NUP62",0.0771
"NUP62CL",0
"NUP85",-0.0263
"NUP88",0
"NUP93",0
"NUP98",0
"NUPL1",-1.9396
"NUPL1",0.7732
"NUPL2",0
"NUPR1",-1.0439
"NUPR2",0
"NUS1",-0.9486
"NUS1",0.4564
"NUS1",-0.0159
"NUSAP1",0
"NUTF2",0.3236
"NUTM2A",0
"NUTM2F",0
"NUTM2G",0
"NVL",0
"NWD1",0
"NWD2",0
"NXF1",0
"NXF2",0
"NXF2B",0
"NXF3",0
"NXF4",0
"NXF5",0
"NXN",0.1997
"NXNL1",0
"NXNL2",0
"NXPE2",0
"NXPE3",0
"NXPE4",0
"NXPH1",0
"NXPH2",0
"NXPH3",0
"NXPH4",0
"NXT1",-0.183
"NXT2",0
"NY-CO-33",0
"NY-CO-8",0
"NYAP1",0
"NYAP2",0
"NYD-SP15",0
"NYNRIN",0
"NYX",0
"OA1",0
"OAF",0
"OARD1",0
"OAS1",2.4748
"OAS2",0.6932
"OAS2",1.0819
"OAS3",0
"OASL",0
"OAT",0
"OAT1-4",0
"OATP",0
"OATP-C",0
"OATPRP2",0
"OATPRP4",0
"OAZ1",-0.1098
"OAZ2",0
"OBFC1",0.2191
"OBFC2A",0.3566
"OBFC2A",-0.1305
"OBP2A",0
"OBP2B",0
"OBPIIa",0
"OBPIIb",0
"OBSCN",0
"OBSL1",0
"OBTP",0
"OC90",0
"OCA2",0
"OCEL1",0.1523
"OCIA",0
"OCIAD1",0
"OCIAD2",0
"OCLM",0
"OCLN",0.6155
"OCLN",0.4672
"OCM",0
"OCM2",0
"OCR1",0
"OCR2",0
"OCRL",0.1287
"OCRL",-0.0493
"OCSP",0
"OCSTAMP",0
"43014.0000",0
"43019.0000",0
"OCTS3",0
"ODAM",0
"ODC1",0.2339
"ODF1",0
"ODF2",-0.0189
"ODF2",0.0519
"ODF2L",0
"ODF3",0
"ODF3B",0
"ODF3L1",0
"ODF3L2",0
"ODF4",0
"ODZ2",0
"ODZ4",0.5229
"OFD1",0
"OG12",0
"OGDH",0
"OGDHL",0
"OGFOD1",0
"OGFOD2",0
"OGFOD3",0
"OGFR",0
"OGFRL1",0
"OGG1",0
"OGL12",0
"OGN",0
"OGT",0.4723
"OIP5",0
"OIT3",0
"OKL38",0
"OLA1",0
"OLAH",0
"OLFM1",0
"OLFM2",0
"OLFM3",0
"OLFM4",0
"olfmf2",0
"OLFML1",0.6884
"OLFML2A",0
"OLFML2B",0
"OLFML3",0
"OLFR89",0
"OLIG1",0.4476
"OLIG1",-0.0664
"OLIG2",0.5001
"OLIG3",0.3117
"OLR1",-0.0799
"OMA1",4.1829
"OMA1",-0.1603
"OMD",0
"OMG",0
"OMI",0
"OMP",0
"ONECUT1",0.8749
"ONECUT2",0.5203
"ONECUT2",1.0588
"ONECUT3",0
"OOEP",0
"OOSP2",0
"OPA1",0
"OPA3",0
"OPALIN",0
"OPCML",0.1498
"OPHN1",-0.2359
"OPHN1",0.5545
"OPLAH",0.4998
"OPN1LW",0
"OPN1MW",0.6832
"OPN1SW",0
"OPN3",0.463
"OPN4",0
"OPN5",0
"OPRD1",-0.0615
"OPRK1",0
"OPRL1",0.2014
"OPRM1",0
"OPRPN",0
"OPTC",0
"OPTN",-0.3313
"OR10A2",0
"OR10A3",0
"OR10A4",0
"OR10A5",0
"OR10A6",0
"OR10A7",0
"OR10AD1",0
"OR10AG1",0
"OR10C1",0
"OR10G3",0
"OR10G4",0
"OR10G7",0
"OR10G8",0
"OR10G9",0
"OR10H1",0
"OR10H2",0
"OR10H3",-0.5004
"OR10H4",0
"OR10H5",0
"OR10J1",0
"OR10J3",0
"OR10J5",0
"OR10K1",0
"OR10K2",0
"OR10P1",0
"OR10Q1",0
"OR10R2",0
"OR10S1",0
"OR10T2",0
"OR10V1",0
"OR10W1",0
"OR10X1",0
"OR10Z1",0
"OR11A1",0
"OR11G2",0
"OR11H1",0
"OR11H12",0
"OR11H2",0
"OR11H4",0
"OR11H6",0
"OR11L1",0
"OR11N1P",0
"OR12D2",0
"OR12D3",0
"OR13A1",0
"OR13C2",0
"OR13C3",0
"OR13C4",0
"OR13C5",0
"OR13C6P",0
"OR13C8",0
"OR13C9",0
"OR13D1",0
"OR13D3P",0
"OR13F1",0
"OR13G1",0
"OR13H1",0
"OR13J1",0
"OR14A16",0
"OR14C36",0
"OR14I1",0
"OR14J1",0
"OR1A1",0
"OR1A2",0
"OR1B1",0
"OR1C1",0
"OR1D2",0
"OR1D4",0
"OR1D5",0
"OR1E1",-0.0903
"OR1E2",0
"OR1F1",0
"OR1F8",0
"OR1G1",0
"OR1I1",0
"OR1J1",0
"OR1J2",0
"OR1J4",0
"OR1K1",0
"OR1L1",0
"OR1L3",0
"OR1L4",0
"OR1L6",0
"OR1L8",0
"OR1M1",0
"OR1N1",0
"OR1N2",0
"OR1Q1",0
"OR1S1",0
"OR1S2",0
"OR2A1",0
"OR2A12",0
"OR2A14",0
"OR2A2",0
"OR2A25",0
"OR2A3P",0
"OR2A4",0
"OR2A5",0
"OR2A7",0.0268
"OR2AE1",0
"OR2AG1",0
"OR2AG2",0
"OR2AK2",0
"OR2AP1",0
"OR2AT4",0
"OR2B11",0
"OR2B2",0
"OR2B3",0
"OR2B6",0
"OR2C1",0
"OR2C3",0
"OR2D2",0
"OR2D3",0
"OR2F1",0
"OR2F2",0
"OR2G2",0
"OR2G3",0
"OR2G6",0
"OR2H1",0
"OR2H2",0
"OR2H3",0
"OR2J2",0
"OR2J3",0
"OR2K2",0
"OR2L13",0
"OR2L2",0
"OR2L3",0
"OR2L5",0
"OR2L8",0
"OR2M2",0
"OR2M3",0
"OR2M4",0
"OR2M5",0
"OR2M7",0
"OR2S2",0
"OR2T1",0
"OR2T10",0
"OR2T11",0
"OR2T12",0
"OR2T2",0
"OR2T27",0
"OR2T29",0
"OR2T3",0
"OR2T33",0
"OR2T34",0
"OR2T35",0
"OR2T4",0
"OR2T5",0
