"Gene","SP1"
"CIP29",0.316126289
"CIR",0.918175032
"CIRBP",-3.039404578
"CIT",0.339796035
"CITED1",0.193210451
"CITED2",1.283132533
"CITED4",-0.110869585
"CKAP2L",-0.426280636
"CKAP5",1.51605161
"CKB",-0.586803775
"CKLF",-0.088369943
"CKS1B",-2.253296566
"CKS2",0.245127403
"CLASP1",0.131248284
"CLASP2",-0.27469442
"CLCA2",0.926593466
"CLCF1",-0.153242977
"CLCN1",0.001980749
"CLCN2",0.090263
"CLCN3",-0.32278654
"CLCN5",0.38526627
"CLCN7",0.001717603
"CLDN1",-0.566321206
"CLDN12",-1.544043027
"CLDN16",0.175139165
"CLDN3",0.121371623
"CLDN4",-1.068385967
"CLDN7",0.123998512
"CLEC1A",0.143752923
"CLEC2D",0.735416412
"CLEC4E",0.004344484
"CLEC4G",0.158197635
"CLEC4M",1.098138367
"CLIC3",-0.210501421
"CLIPR-59",-0.08378025
"CLN6",0.791110124
"CLOCK",-0.061488835
"CLPTM1L",0.164870153
"CLSPN",0.000804981
"CLTC",0.094378497
"CLTCL1",0.42246341
"CLUL1",0.391823399
"CLYBL",0.461053344
"CMAH",-0.235872227
"CMBL",-0.623453877
"CMTM1",0.2651071
"CNBP",0.361872227
"CNDP2",-8.355675816
"CNIH3",0.356621639
"CNNM1",0.251766704
"CNNM4",0.068247975
"CNOT1",-0.03159125
"CNOT2",-0.453826094
"CNOT3",0.206536196
"CNOT4",-0.390343071
"CNOT6",-0.075651001
"CNOT6L",0.23195386
"CNOT7",0.219347569
"CNOT8",5.634411538
"CNR1",0.09160819
"CNTN1",0.013695795
"CNTNAP1",-0.199189709
"COBL",-0.043445167
"COBLL1",0.045796997
"COBRA1",-0.281022582
"COCH",0.341901453
"COG2",0.116415269
"COG4",-0.014916473
"COG5",-1.826499745
"COG7",-0.471719915
"COL13A1",-0.053463977
"COL14A1",0.871271891
"COL2A1",0.206457652
"COL3A1",-0.100867074
"COL4A5",-1.150532463
"COL4A6",0.098030212
"COL5A1",-0.600808602
"COL8A2",-0.170592818
"COLEC12",0.405591739
"COMMD10",8.862739336
"COMMD7",3.06259838
"COMP",0.539791624
"COMT",0.273025833
"COPA",0.199344844
"COPB2",-0.089171007
"COPG",-0.947513041
"COPS2",0.094782248
"COPS4",0.099951452
"COPS6",-0.005632846
"COQ10B",0.367083186
"COQ5",0.599850864
"COQ6",0.175425726
"COQ7",-0.579879682
"CORO1C",-0.450926392
"COVA1",0.153572296
"COX15",-0.060664637
"COX17",-0.231682323
"COX18",-1.143285044
"COX4I1",-0.132941907
"COX5A",-0.284479288
"COX6B1",-0.112329716
"COX7A2",-0.026878493
"COX7A2L",-0.051439818
"COX7B",-0.010671051
"COX7C",-0.120975172
"CPA6",-0.192329629
"CPEB2",-0.185874011
"CPNE6",0.478526512
"CPNE8",-0.136775466
"CPOX",-0.743188351
"CPS1",0.057557583
"CPSF3L",0.1187124
"CPT2",-0.779130061
"CPVL",-0.117161675
"CRABP2",0.125144936
"CRADD",0.453548037
"CRAMP1L",-0.229305159
"CRB2",1.153566959
"CRCT1",-1.501785263
"CREB1",-0.08554857
"CREB3",-1.381932138
"CREB3L1",-1.586012199
"CREB3L3",1.235451619
"CREB3L4",-1.026873514
"CREB5",-0.702207558
"CREBBP",0.253096891
"CREBL1",-0.015380988
"CREBL2",-0.585514771
"CREBZF",-0.783869625
"CREG1",2.063126873
"CRELD2",-0.155701125
"CREM",0.287458866
"CRIPAK",0.401506581
"CRISP2",0.419561291
"CRISPLD2",-0.091943239
"CRK",-0.533585293
"CRNN",0.585980049
"CROT",0.255127369
"CRSP2",-0.162715916
"CRSP3",0.099307298
"CRSP6",-0.257784776
"CRSP7",-1.883118908
"CRSP8",-0.285491452
"CRSP9",0.764972397
"CRTC1",-0.316720102
"CRTC2",0.033372413
"CRTC3",-0.202477931
"CRX",0.037201652
"CRY1",-0.430860004
"CRY2",0.259096097
"CRYAA",0.653519906
"CRYAB",-2.60897449
"CRYBA4",0.148732912
"CRYGD",-0.121939182
"CRYL1",-1.722651284
"CRYM",0.065170802
"CRYZ",0.169442976
"CSDA",0.614199289
"CSDC2",0.391852236
"CSDE1",0.310991568
"CSF2",-0.289792333
"CSF2RA",0.241905801
"CSK",0.108099173
"CSN2",0.492888858
"CSNK1A1",1.540370983
"CSNK1D",-0.531394449
"CSNK1E",-1.309821952
"CSNK1G1",-0.036401802
"CSNK1G2",-2.110595126
"CSPG2",-0.189044275
"CSPG5",0.643424811
"CST6",-0.406776588
"CSTA",-0.139519391
"CSTL1",-0.038690334
"CTBP1",-5.275850066
"CTBP2",-0.009549378
"CTBS",0.016594987
"CTCF",-0.458700225
"CTCFL",0.216352443
"CTDSP1",-0.202393072
"CTDSP2",-0.242079014
"CTDSPL",-4.098533211
"CTGF",-1.765372495
"CTGLF4",0.21064071
"CTGLF5",-0.084495627
"CTH",3.496681304
"CTNNB1",-0.078446389
"CTNNBIP1",-0.210579187
"CTNND1",-0.03420431
"CTNND2",-0.045324679
"CTNS",-0.112764279
"CTPS",0.053489814
"CTPS2",-0.293815198
"CTR9",0.025197061
"CTSB",-0.366156585
"CTSC",1.014197322
"CTSF",0.520580907
"CTSK",0.066499694
"CTSL",-0.044515139
"CTSL2",-0.100524948
"CTSO",-0.070582644
"CTSS",-0.394838175
"CTTN",-0.319699576
"CTXN1",-0.063675007
"CUEDC2",-0.340517235
"CUGBP1",0.322739299
"CUTA",-0.016294819
"CUTL1",-0.021552658
"CUTL2",0.028510366
"CX3CL1",0.067887657
"CXCL1",0.865803202
"CXCL10",-0.183779164
"CXCL11",0.731521406
"CXCL14",-1.43488496
"CXCL2",-1.380550516
"CXCL5",-0.77180752
"CXCR7",-4.103346291
"CXorf34",0.067556578
"CXorf38",-1.116480837
"CXorf43",0.050269602
"CXorf45",-0.008983607
"CXorf6",-0.034820426
"CXXC1",-2.874695613
"CXXC5",1.361680048
"CXYorf2",1.14628075
"CYB561",-0.519081977
"CYB5A",0.018369826
"CYB5D2",1.610899597
"CYB5R1",-0.10620442
"CYBRD1",-0.061938312
"CYFIP1",0.438301743
"CYFIP2",0.855298448
"CYGB",0.147483327
"CYHR1",2.70377719
"CYLN2",-0.109041914
"CYP17A1",0.206055129
"CYP1A1",1.225388535
"CYP1B1",-10.1324791
"CYP20A1",-0.347176144
"CYP26B1",0.368149844
"CYP2A6",0.127506109
"CYP2C8",0.247551714
"CYP2W1",0.872254067
"CYP3A5",0.101639012
"CYP4V2",0.005655588
"CYP51A1",-2.918825283
"CYR61",0.338546643
"CYTL1",0.025550231
"CYYR1",-0.462164771
"D21S2056E",0.348627005
"D4S234E",1.89551189
"DAB1",0.549429372
"DAB2",-0.355605828
"DACH1",0.004659334
"DACH2",0.091815351
"DACT1",0.574655274
"DAK",0.188426945
"DALRD3",-1.693014324
"DAPK1",0.037337386
"DAPK3",6.522500563
"DAPP1",-1.334992778
"DAXX",1.920368913
"DAZAP2",-0.09565839
"DBI",0.010610652
"DBN1",-1.26943592
"DBNDD1",0.015736841
"DBP",-0.078737876
"DBR1",-0.289038626
"DBT",-0.386987349
"DBX2",0.931582083
"DCBLD1",-0.130680444
"DCC1",-0.433253341
"DCD",0.47618482
"DCK",-1.183005877
"DCLRE1B",-0.063568963
"DCLRE1C",0.135380788
"DCN",1.958714228
"DCST1",0.15358662
"DCTN1",0.320673328
"DCTN4",0.037714673
"DCUN1D3",-0.585050966
"DCUN1D4",-0.529794778
"DDAH1",0.026744994
"DDHD2",-0.511113465
"DDIT3",0.811786878
"DDIT4",-0.133826283
"DDIT4L",-0.122916256
"DDX11",-0.174692567
"DDX17",0.213368596
"DDX20",1.073192781
"DDX21",0.451930663
"DDX28",-0.11540673
"DDX39",-0.100450405
"DDX47",-0.040198966
"DDX5",0.103579585
"DDX52",-0.611320195
"DDX54",0.514886047
"DDX55",-0.413671533
"DDX59",-0.282903547
"DEAF1",0.067879407
"DEDD",-0.227123185
"DEDD2",-0.271237533
"DEFB1",-0.410994267
"DEFB126",0.490627293
"DEK",0.509476908
"DENND1A",0.076267645
"DENND2C",-1.266762401
"DENND2D",-0.050691115
"DENND3",0.132840529
"DENND4A",0.142494665
"DENND4C",0.095166064
"DENR",-0.110784159
"DEPDC1",-0.435545475
"DERA",-0.055001714
"DERL2",0.899613177
"DES",0.91942157
"DFNA5",0.064164675
"DGCR8",0.554214667
"DGKA",0.795330988
"DGKQ",1.94938821
"DHPS",0.295415879
"DHRS1",-0.117862706
"DHRS12",-0.055949656
"DHRS2",0.312808133
"DHRS3",1.241500737
"DHRS7B",-2.483983961
"DHX32",-0.328408875
"DHX40",-0.120544648
"DIABLO",-0.150310124
"DIAPH3",0.048331703
"DICER1",0.117858642
"DIP",-0.582371417
"DIP13B",-0.186858133
"DIP2A",0.201521818
"DISC1",0.25108148
"DKC1",0.155566429
"DKFZp313A2432",0.013730406
"DKFZp434N035",-0.386640138
"DKFZP434P211",0.527698309
"DKFZP586H2123",0.224795588
"DKFZp586I1420",0.150914325
"DKFZP686A01247",-0.003276741
"DKFZp686D0972",0.73882623
"DKFZP686E2158",0.529646646
"DKFZp686L1814",0.409791637
"DKFZp761E198",0.653500456
"DKFZp762E1312",-2.201977606
"DKFZp762P2111",0.176749973
"DKFZp779O175",0.401232163
"DKK1",1.044123922
"DLC1",1.349041904
"DLEU1",3.978361137
"DLG1",-3.253811763
"DLG5",1.851004261
"DLK1",0.094120319
"DLL1",-0.574336611
"DLST",0.703144795
"DLX1",0.024700242
"DLX2",-0.086866506
"DLX3",0.257899766
"DLX4",0.539067528
"DLX5",0.40712186
"DLX6",0.215142514
"DMAP1",0.786818604
"DMBX1",0.153004357
"DMC1",0.834821006
"DMD",0.551793707
"DMKN",-0.104665027
"DMRT1",0.430082014
"DMRT2",0.00830036
"DMRT3",0.353660549
"DMRTA1",0.006748688
"DMRTB1",0.00810196
"DMRTC1",0.18171663
"DMRTC2",0.004320812
"DMTF1",0.036816889
"DMWD",0.084157837
"DMXL2",0.140342845
"DNAH17",0.615659057
"DNAJA1",0.152518964
"DNAJA3",0.016000455
"DNAJB11",0.07568663
"DNAJB2",0.585813596
"DNAJB5",-2.150831907
"DNAJB6",0.409613569
"DNAJB9",0.359578514
"DNAJC11",-0.339146106
"DNAJC13",-0.381251587
"DNAJC16",0.122207829
"DNAJC3",1.191866077
"DNAJC6",0.094342159
"DNAJC8",-0.020704043
"DNAJC9",0.279946415
"DNAL4",0.864279911
"DNAPTP6",0.430556863
"DNER",-0.335898531
"DNM3",0.37440952
"DNMBP",0.017739554
"DNMT1",-5.419232142
"DNMT3A",-0.131945869
"DNMT3B",-1.168731389
"DNTTIP2",-0.103471199
"DOCK1",-0.855233964
"DOCK10",-0.207247386
"DOCK11",-0.444773236
"DOCK4",-0.207814472
"DOCK6",0.494376113
"DOCK9",-1.12122652
"DOK2",0.606585544
"DOK4",-0.139002528
"DOK5",0.455547392
"DOM3Z",-0.455352393
"DONSON",-0.027081207
"DPF1",0.632212718
"DPF2",0.230074444
"DPF3",0.217244829
"DPP4",-0.42118381
"DPYD",0.056558188
"DR1",-0.007984087
"DRAP1",-0.686080394
"DRD3",0.551496887
"DRD4",-0.305201273
"DRD5",0.416898579
"DSC1",-2.400138332
"DSC2",-0.476238508
"DSC3",0.76898463
"DSCAML1",-0.02080166
"DSCR1",0.435925204
"DSCR1L2",-0.490996439
"DSG1",1.03135778
"DSG4",0.252567454
"DTL",-0.34228176
"DTNA",0.007919774
"DTNB",1.007391419
"DTX3",-0.000304903
"DTX4",0.220300659
"DUS2L",0.293176228
"DUSP1",-1.201541351
"DUSP10",-0.323937655
"DUSP13",0.570028402
"DUSP2",-0.447530688
"DUSP4",0.139106566
"DUSP5",-0.714924048
"DUSP6",0.420014992
"DUX3",-0.010372216
"DVL1",-0.153828882
"DVL3",-0.200889685
"DYM",-0.100096266
"DYNC1I1",0.085584915
"DYNC2H1",0.077836828
"DYNLL1",0.034434807
"DYRK1B",0.102631376
"DYRK3",-0.279825966
"DYRK4",0.622687921
"DYSF",-0.728767393
"E2F1",0.815230795
"E2F2",0.706528124
"E2F3",-1.389879371
"E2F4",-0.331146896
"E2F5",-0.432595609
"E2F6",-0.322017555
"E2F7",-0.443976304
"E2F8",-0.659651375
"E4F1",0.575332933
"EAF1",-0.251988191
"EAF2",0.335837932
"EBF1",0.347979146
"EBF2",0.321138531
"EBF3",0.30034173
"EBI3",-0.202768021
"ECD",0.057697598
"ECOP",-1.309350788
"ECSIT",-1.45883365
"ECT2",-0.808643511
"EDA",0.339137309
"EDA2R",0.384776617
"EDEM1",1.160598031
"EDF1",0.059064359
"EDG1",-0.591934922
"EDG4",-0.120636667
"EDG7",-0.486913282
"EDG8",0.228378873
"EDN1",-0.655927131
"EDN2",1.729674474
"EDNRA",0.212795779
"EEA1",0.744579744
"EED",0.438242509
"EEF1D",-0.109313419
"EEF1E1",0.450613418
"EEF2",-0.014493419
"EFEMP1",0.148417676
"EFHA1",0.180305214
"EFHC1",0.471964381
"EFHD2",0.575478961
"EFNA1",0.064999748
"EFNA2",0.074348035
"EFNA3",0.065001443
"EFNA5",1.096472842
"EFNB1",-0.168724708
"EFNB2",-0.1936157
"EFS",2.560300674
"EGF",-0.008724414
"EGFL7",0.196843063
"EGLN1",-0.502829752
"EGLN3",0.87407013
"EGR1",1.075308047
"EGR2",0.4479182
"EGR3",0.407016742
"EGR4",0.395523015
"EHD1",-0.153406279
"EHD3",-0.401648117
"EHD4",1.714195077
"EHF",1.636519155
"EHMT1",-0.122854675
"EHMT2",0.003010515
"EI24",-0.035186294
"EID1",0.10936238
"EID2",-0.478782421
"EID2B",0.070412009
"EID3",-0.090826527
"EIF1",-0.118913643
"EIF2AK2",3.921563618
"EIF2AK3",-0.10361755
"EIF2B5",0.665197145
"EIF2C1",0.000402659
"EIF2C2",-0.522742147
"EIF2C3",-0.320048549
"EIF2C4",0.113325399
"EIF3S1",-0.006144732
"EIF3S10",-0.175440346
"EIF3S12",0.131193982
"EIF3S8",-0.042168615
"EIF4E",0.43581429
"EIF4E2",0.038756072
"EIF4EBP1",-0.53043228
"EIF4EBP2",-0.350678358
"EIF4G2",0.173097474
"EIF4G3",0.588157599
"EIF5A2",-0.176255588
"EIF5B",-0.786962439
"ELA1",0.345906325
"ELAC1",-0.32314806
"ELAVL1",1.504515358
"ELAVL2",-0.242192754
"ELF1",-0.201430187
"ELF2",0.580343118
"ELF3",1.00079218
"ELF4",0.025764126
"ELF5",0.462475404
"ELK1",-0.002821916
"ELK3",-0.093105491
"ELK4",-1.551020441
"ELL",-0.90254252
"ELL2",0.409935673
"ELL3",-1.349555379
"ELMO3",1.0220614
"ELOF1",0.577411887
"ELOVL4",-0.394199572
"ELOVL6",2.160311113
"ELP3",0.147343808
"ELP4",0.908205657
"EMILIN1",0.641030597
"EMILIN2",-0.106694034
"EMILIN3",0.025936253
"EML1",0.531103514
"EML2",-3.203759024
"EMP1",-0.074804583
"EMP2",-0.090657789
"EMX1",2.242403875
"EMX2",0.161500455
"EN1",1.857999721
"EN2",-0.549041691
"ENAH",0.21954843
"ENC1",0.150044217
"ENG",-0.06099107
"ENO1",0.052672816
"ENPP1",0.004387463
"ENTPD1",0.563251752
"ENTPD3",0.182658757
"ENTPD5",0.008927516
"ENTPD7",-0.108688578
"ENTPD8",-0.108372518
"ENY2",0.073175101
"EOMES",0.263035538
"EP300",0.157548926
"EP400",-0.062410858
"EPAS1",0.020181353
"EPB41",0.240279213
"EPB41L1",0.02053164
"EPB41L2",-0.614328584
"EPB41L3",-0.079144237
"EPB41L4B",0.013329061
"EPC1",0.340479329
"EPC2",0.67384996
"EPGN",2.776701688
"EPHA2",-1.731501249
"EPHA5",0.141656853
"EPHB2",0.070562945
"EPHB3",1.856871917
"EPHB4",-0.260915772
"EPHX2",-0.312946321
"EPN3",-0.196561784
"EPO",0.283438067
"EPRS",-0.100826193
"EPS15",-0.02897971
"EPS8",-0.086774135
"EPS8L2",-0.167454072
"EPS8L3",0.22490794
"ERBB3",2.374372998
"ERBB4",0.18628988
"ERC1",0.023187246
"ERCC2",0.700914149
"ERCC3",1.295408558
"ERCC5",0.251229361
"ERCC6",-0.081504281
"ERCC8",-0.240809309
"EREG",1.632264825
"ERF",0.221536504
"ERG",0.616350672
"ERGIC2",0.924375723
"ERN1",0.175435022
"ERN2",1.00099641
"ERO1LB",0.129225457
"ERRFI1",-0.049613369
"ESCO2",-0.471312216
"ESD",0.560843003
"ESF1",0.293723883
"ESPL1",-1.332096631
"ESR2",0.226760198
"ESRRB",0.146749481
"ESRRG",0.035084681
"ESX1",0.208920467
"ETFA",0.413532784
"ETNK1",-0.350302735
"ETS1",0.181278128
"ETS2",-0.320322362
"ETV1",0.050855315
"ETV3",-0.005110149
"ETV4",-0.162035445
"ETV5",-0.16529411
"ETV6",-0.062137231
"ETV7",0.720047892
"EVA1",-0.327528914
"EVC",-0.062344993
"EVI1",0.391199042
"EVI2B",0.048835271
"EVI5L",0.324734195
"EVPL",-0.139967431
"EVX1",-2.90428049
"EWSR1",-0.640702044
"EXO1",-0.163691604
"EXOC4",-2.941626306
"EXOC6",0.173283798
"EXOC8",-0.353571671
"EXOSC10",-0.075251519
"EXOSC4",0.275061302
"EXOSC5",0.348032875
"EXOSC6",-0.034155471
"EXOSC7",0.476510312
"EXOSC9",0.415806767
"EXPH5",0.762733383
"EXT1",0.173284267
"EXT2",0.305382833
"EXTL2",-0.227249136
"EYA1",0.00035284
"EYA2",0.278913714
"EYA3",0.183568248
"EYA4",0.040696632
"EZH1",0.251069548
"EZH2",0.617318585
"F11R",1.188824615
"F2R",-0.141469937
"F2RL1",-0.009638957
"F2RL3",0.265333873
"F3",0.125607674
"F8A1",0.424140447
"FABP3",0.108364785
"FABP4",0.052841875
"FABP5",-0.084359397
"FADS1",-0.534433951
"FAF1",0.067396143
"FAH",-1.524509709
"FAM100B",0.001698764
"FAM101A",-0.434705894
"FAM101B",1.381421383
"FAM102A",-0.628589951
"FAM104A",-3.249184246
"FAM106A",0.186472042
"FAM107A",0.190627335
"FAM109B",-0.916127037
"FAM110C",-0.060672901
"FAM111A",-0.328041539
"FAM111B",-0.174244434
"FAM113B",0.196666464
"FAM114A1",-0.271745778
"FAM118A",-0.03917311
"FAM119B",0.116964036
"FAM11B",-0.437265268
"FAM120B",-0.091819975
"FAM123A",0.612830324
"FAM123B",0.363625251
"FAM127A",-0.184061509
"FAM129A",0.335970674
"FAM14A",-0.106082507
"FAM32A",0.458118381
"FAM35A",-1.304931289
"FAM3C",0.186885168
"FAM40B",0.073629751
"FAM43B",0.388800668
"FAM46A",1.063284371
"FAM46B",1.868917162
"FAM48A",-0.034620726
"FAM49A",0.123099337
"FAM49B",0.139095579
"FAM53B",2.25819541
"FAM54A",-0.407376049
"FAM57A",2.042664829
"FAM59A",1.033342964
"FAM60A",0.450875921
"FAM63A",0.290800979
"FAM64A",0.467070735
"FAM69B",0.180509916
"FAM79A",1.955206301
"FAM79B",-0.554346952
"FAM80B",0.532890512
"FAM83A",1.595610988
"FAM83D",3.248745581
"FAM83H",-0.138012864
"FAM84A",4.724417455
"FAM84B",-1.170173905
"FAM89B",-0.357160431
"FAM8A1",0.089631717
"FAM98A",0.324192873
"FAM9B",0.006044749
"FANCA",-0.041967896
"FANCC",0.603614842
"FANCD2",-0.344445615
"FANCE",-0.321077133
"FANCG",-0.291661819
"FANCL",0.125235505
"FARS2",0.03477427
"FAS",-1.163081549
"FASN",-1.843517466
"FASTKD5",-4.050904642
"FBLIM1",-0.0083539
"FBXL10",0.031413274
"FBXL11",-0.431919922
"FBXL16",0.21199321
"FBXL18",0.537870426
"FBXL20",0.155476557
"FBXL3",3.41690082
"FBXL4",0.109384502
"FBXO16",0.290728328
"FBXO17",-0.290104859
"FBXO2",-0.553084455
"FBXO21",-0.522592016
"FBXO22",0.129477568
"FBXO28",-0.725578974
"FBXO3",-0.17050287
"FBXO32",0.394028425
"FBXO36",0.274120409
"FBXO42",1.207388752
"FBXO44",0.411671802
"FBXO5",-1.115039186
"FBXO8",-0.634452475
"FBXW10",0.517909872
"FBXW2",-0.266557807
"FCGBP",-0.058293321
"FCGR2A",1.062315423
"FCGR2B",0.24983976
"FCHO1",-0.312683494
"FCRL3",0.374848375
"FCRL4",0.161777566
"FDFT1",0.097989847
"FDPS",0.021523678
"FDPSL2A",0.108390712
"FEM1B",0.303397832
"FEM1C",0.004300494
"FER1L4",0.004888905
"FERD3L",0.230780281
"FES",-0.241844425
"FEV",0.4856502
"FEZ1",-0.824353946
"FEZ2",-0.29529095
"FEZF2",0.158031537
"FGF1",-0.096386375
"FGF10",1.270669187
"FGF13",0.538569313
"FGF19",0.156023637
"FGF2",-0.026065523
"FGF23",0.116166097
"FGF5",-0.306814326
"FGFBP1",-0.012715238
"FGFR3",0.244725657
"FGFRL1",0.043074232
"FGL2",0.330026277
"FH",-0.008300102
"FHL2",0.128943988
"FHOD3",-1.650403048
"FIBP",-0.050164547
"FIGF",0.193199029
"FIGNL1",-0.046566594
"FILIP1L",1.702785626
"FIP1L1",0.048418838
"FIZ1",0.160854095
"FJX1",0.081009307
"FKBP1B",-1.415095775
"FKBP3",-0.009126819
"FKBP5",-0.01450692
"FLCN",-0.03575957
"FLG",-1.712596665
"FLI1",-0.294556104
"FLII",0.307974624
"FLJ00049",-0.058336357
"FLJ10038",3.015952519
"FLJ10159",0.80300882
"FLJ10815",0.230952734
"FLJ11151",0.01252881
"FLJ11171",0.163710579
"FLJ11184",2.080196399
"FLJ11236",0.508050014
"FLJ11292",0.513295537
"FLJ11783",0.076014603
"FLJ12886",0.235090688
"FLJ13195",-0.041825777
"FLJ14213",-0.073065985
"FLJ14668",0.096490306
"FLJ14803",-2.058375861
"FLJ14959",-0.016290808
"FLJ16478",0.238012068
"FLJ16542",0.2393885
"FLJ20105",-0.700892224
"FLJ20273",0.206953642
"FLJ20323",1.885431033
"FLJ20581",1.184711902
"FLJ20701",-0.077740795
"FLJ20920",-1.608776702
"FLJ21511",-2.025762998
"FLJ21767",0.217231133
"FLJ21839",1.625557212
"FLJ21908",-0.57433251
"FLJ21963",0.057787381
"FLJ22028",-0.079475384
"FLJ22374",0.190804479
"FLJ22662",-0.788404642
"FLJ22675",1.170991793
"FLJ23588",0.212241605
"FLJ23861",0.344487731
"FLJ25006",0.401612603
"FLJ25328",1.116415924
"FLJ25416",-0.299231534
"FLJ25476",-0.264037015
"FLJ25680",0.295925468
"FLJ25778",0.511727034
"FLJ25801",-0.066510915
"FLJ31568",0.976454659
"FLJ31715",0.213642451
"FLJ31818",-0.225675924
"FLJ32679",0.308500186
"FLJ33590",-0.118751088
"FLJ34870",0.387857098
"FLJ35379",0.475154095
"FLJ36070",0.865107394
"FLJ38359",-4.894011485
"FLJ38482",-0.052189587
"FLJ38576",0.102762015
"FLJ38964",0.635330057
"FLJ39378",0.106765625
"FLJ40092",0.180734095
"FLJ40869",-0.053403652
"FLJ43339",0.007170685
"FLNA",0.254738497
"FLOT1",-1.72930162
"FLOT2",-0.42867633
"FLRT1",0.421074337
"FLRT2",-0.471307394
"FLRT3",0.098642461
"FLT4",-0.09876622
"FMN1",-0.230158768
"FMNL2",-1.995076974
"FMO3",-0.121010619
"FMO4",0.363459614
"FN3KRP",-0.244793974
"FNBP1",-0.05323947
"FNDC3A",1.364299255
"FNIP1",0.240686069
"FNTA",0.063907741
"FOLR3",1.204873886
"FOS",-1.359816978
"FOSB",0.021265854
"FOSL1",0.006699905
"FOXA1",-0.220838149
"FOXA2",0.180008111
"FOXA3",0.353950296
"FOXB1",-0.017303364
"FOXC1",0.153419341
"FOXC2",-1.094752882
"FOXD1",0.349840545
"FOXD2",0.330560271
"FOXD3",1.829019594
"FOXD4",0.259054927
"FOXE1",0.318860746
"FOXE3",0.116077618
"FOXF1",0.009687376
"FOXF2",0.417031259
"FOXG1B",0.128331428
"FOXH1",0.069221862
"FOXI1",-0.284300706
"FOXJ1",0.306762909
"FOXJ2",0.024886486
"FOXJ3",0.704319497
"FOXK1",-0.571363265
"FOXK2",0.401602807
"FOXL1",0.280070214
"FOXM1",-2.795511881
"FOXN1",-0.029281057
"FOXN2",0.181767904
"FOXO1A",-0.178550108
"FOXO3A",0.722361119
"FOXP1",-0.234263917
"FOXP2",0.296633561
"FOXP3",0.354961368
"FOXP4",-0.019708701
"FOXQ1",-0.110716299
"FOXR1",0.504065995
"FOXRED2",0.147855479
"FPGS",-0.050769695
"FRAT1",0.218131996
"FRMD4B",-0.107714089
"FRMD5",-0.682392777
"FRRS1",0.295145688
"FRYL",0.176843382
"FSD1",-0.096232981
"FST",0.037366328
"FSTL1",0.464577716
"FSTL3",-0.55631478
"FTH1",0.175331269
"FTO",0.222125914
"FTS",0.540850233
"FTSJ1",-0.582406396
"FTSJ2",-0.280463415
"FUBP1",-2.692146266
"FUBP3",-0.415713531
"FUCA1",0.815491605
"FUS",0.163920284
"FUT10",-0.040454446
"FUT6",0.258663574
"FVT1",-1.228370368
"FXYD1",1.078572641
"FXYD2",-0.007080268
"FXYD3",0.139916851
"FXYD6",-0.09929344
"FZD1",0.761879588
"FZD10",0.162342471
"FZD2",-0.148784426
"FZD3",-0.1347261
"FZD6",-0.325591704
"FZD9",0.792701047
"FZR1",0.003905214
"G3BP1",-0.40881567
"G3BP2",-0.580690774
"GAA",1.858920258
"GAB1",-0.00505292
"GABARAPL1",4.720085666
"GABARAPL3",0.709429285
"GABPA",-0.092456393
"GABPB2",-1.357934909
"GABRA4",0.240197615
"GABRB3",0.965266208
"GABRD",0.30297257
"GABRE",-2.351316859
"GADD45A",-0.250956769
"GADD45B",0.751772901
"GAL",0.762825086
"GALC",-0.301025439
"GALE",-1.894257606
"GALK1",-0.464925874
"GALK2",-0.287828241
"GALM",-0.039886441
"GALNACT-2",-0.36070837
"GALNS",1.242137806
"GALNT11",-0.30389045
"GALNT3",-0.021851247
"GALNT5",-2.49979412
"GALNT7",-1.701705896
"GAPDH",0.032326457
"GARNL4",-0.355557022
"GART",0.011513243
"GAS2L3",0.319893726
"GAS6",1.671466327
"GATA1",0.217133114
"GATA2",0.731221661
"GATA3",1.479925857
"GATA5",0.03164579
"GATA6",0.553112649
"GATAD1",-0.252152446
"GATAD2A",1.334114009
"GATAD2B",0.128281421
"GATS",0.045117155
"GBAS",-0.511323611
"GBE1",0.113007082
"GBP1",-0.942498182
"GBP2",0.236913606
"GBP6",0.331215607
"GBX2",0.895884358
"GCET2",0.110335968
"GCH1",-0.235775435
"GCLC",3.300363399
"GCM1",0.23041176
"GCM2",2.446604754
"GCN5L2",0.100024725
"GCNT1",0.193131632
"GCNT2",-0.086375866
"Gcom1",-0.759296904
"GCSH",-0.06887729
"GDAP1L1",0.255951205
"GDF15",1.810659453
"GDF2",0.122928685
"GDF6",0.071436223
"GDF8",0.058746091
"GDI2",0.372337196
"GDNF",0.165288808
"GDPD2",0.248126652
"GDPD3",7.512663195
"GEFT",-0.004271685
"GEMIN8",0.13921085
"GENX-3414",-0.435509217
"GFAP",-0.245702084
"GFI1",0.151916576
"GFI1B",0.117758804
"GFPT1",-2.35495027
"GFRA1",1.355819344
"GGA2",-0.121232098
"GGA3",0.606242577
"GGT1",0.210573345
"GGT2",0.140005413
"GGT6",-0.114540512
"GGTL3",-0.094266801
"GHR",1.371907444
"GHRH",0.852153372
"GINS1",-0.187127734
"GINS3",1.358568645
"GINS4",0.052114707
"GIPC3",0.35749673
"GIT1",0.023132301
"GJA12",0.305994774
"GJA5",0.27198774
"GJA7",0.610536501
"GJB2",-0.104942385
"GJB6",-1.310028674
"GK",0.555310229
"GLB1L",-0.15418096
"GLCCI1",-0.068088622
"GLCE",-0.844609133
"GLDN",0.716924629
"GLI1",0.425008727
