"Gene","SP1"
"AKAP8L",-1.092706769
"AKAP9",-0.199003976
"AKNA",0.378326695
"AKR1A1",0.16996704
"AKR1C1",0.279133337
"AKR1C3",0.629702815
"AKT3",0.19727423
"ALDH1A3",0.086399038
"ALDH1B1",-0.597194273
"ALDH1L2",0.265493674
"ALDH3A1",0.461968414
"ALDH3A2",0.352622388
"ALDH3B2",0.080187965
"ALDH4A1",-0.466833749
"ALDH6A1",0.432004658
"ALDH7A1",0.150531911
"ALDH9A1",-3.189568234
"ALG13",-1.46195188
"ALG2",-1.017886778
"ALG9",0.26298859
"ALK",0.009609956
"ALKBH4",0.085666547
"ALMS1",1.092836227
"ALOX15B",-0.405190948
"ALOX5AP",0.563313172
"ALOXE3",0.061476908
"ALPI",-0.023469469
"ALS2CR13",0.560895756
"ALS2CR8",0.153540296
"ALX3",-0.00640912
"AMAC1L2",0.150609601
"AMACR",-0.409932962
"AMH",0.240077641
"AMIGO2",1.322763775
"AMOT",-0.407971721
"AMOTL2",-0.110765844
"AMPD3",1.163602886
"AMT",0.378515165
"AMZ1",-0.157139905
"ANAPC1",0.676103444
"ANAPC11",-0.155397285
"ANAPC13",1.799875802
"ANAPC5",-0.022054901
"ANAPC7",-0.237422184
"ANG",0.214061072
"ANGPTL4",-2.710307083
"ANK3",-0.28356801
"ANKDD1A",-0.163222711
"ANKH",-0.228066396
"ANKHD1",-0.320556055
"ANKMY2",-0.188285775
"ANKRD1",0.323395286
"ANKRD10",0.211590854
"ANKRD12",-0.000522189
"ANKRD13A",1.01458474
"ANKRD15",-0.065045702
"ANKRD17",-0.320870053
"ANKRD22",-7.46e-05
"ANKRD28",-0.056733592
"ANKRD30A",0.417467752
"ANKRD40",-0.021785897
"ANKRD43",0.388362057
"ANKRD47",0.509302076
"ANKRD49",-0.667090172
"ANKRD57",-0.312235027
"ANLN",-1.415784742
"ANP32A",2.128388697
"ANTXR2",0.078674958
"ANXA1",-0.219366366
"ANXA11",0.270393386
"ANXA2P1",-0.024045707
"ANXA3",0.017355269
"ANXA4",0.462948627
"ANXA5",0.353719833
"ANXA8",-0.018010435
"ANXA9",3.455529869
"AOF1",0.005772733
"AOF2",-1.011522332
"AP1GBP1",0.048214058
"AP1M1",0.82779196
"AP2S1",-0.025945659
"AP3D1",-0.316220101
"AP3M2",-0.220448011
"AP4B1",0.341941215
"AP4M1",0.013187202
"AP4S1",0.101408562
"APBA2",-0.128401483
"APBB1",0.46739516
"APBB2",-0.177597352
"APCDD1",-1.827405455
"APEH",0.056584627
"APLN",0.136111053
"APLP2",-3.694258466
"APOA1BP",-0.171111713
"APOA4",0.076918378
"APOBEC3A",2.025784612
"APOBEC3B",0.756611295
"APOBEC3C",0.381487487
"APOBEC3F",0.409290528
"APOBEC3G",-0.343389392
"APOC1",-0.328078258
"APOC3",0.186036989
"APOC4",1.355118387
"APOE",0.857510476
"APOL6",0.087069974
"APP",-1.94993872
"APPBP2",-0.00528611
"AQP12A",-0.029122626
"AQP2",0.114439394
"AQP3",0.06617699
"AQP6",0.569623916
"AQP9",1.533987112
"AR",0.533708072
"AREG",0.045993273
"ARF4",0.056516359
"ARF6",0.433894611
"ARFGEF1",2.300867559
"ARFGEF2",0.023054449
"ARHGAP11A",-0.333799282
"ARHGAP12",-0.435056488
"ARHGAP18",-0.334014119
"ARHGAP21",-0.62961074
"ARHGAP22",1.07369629
"ARHGAP24",0.170430802
"ARHGAP25",-0.660030626
"ARHGAP5",0.204594949
"ARHGAP9",0.921902785
"ARHGDIG",-0.220571466
"ARHGEF1",-0.051729658
"ARHGEF10",-0.149891781
"ARHGEF11",2.197012117
"ARHGEF12",-0.075342037
"ARHGEF16",-0.281977997
"ARHGEF18",-0.521234583
"ARHGEF19",-1.674366012
"ARHGEF2",-0.442246799
"ARHGEF4",-0.181832722
"ARHGEF5",-2.229989895
"ARID1A",-0.478535673
"ARID1B",0.415613547
"ARID2",0.107930332
"ARID3A",0.380376342
"ARID3B",0.06182528
"ARID4A",-0.131799402
"ARID4B",-0.211916714
"ARID5A",0.800102889
"ARID5B",0.641670978
"ARIH1",0.110429699
"ARL13B",-0.086747207
"ARL15",-0.269989272
"ARL2",-1.074018974
"ARL4A",-0.424703073
"ARL4C",2.359061207
"ARL6IP4",0.048630738
"ARL6IP5",1.232152499
"ARL8A",-0.138865267
"ARL8B",-0.073830101
"ARMC6",-0.342337109
"ARMC8",-0.296824966
"ARMC9",-0.496645124
"ARMCX1",2.035848983
"ARMCX2",-2.541508981
"ARMET",-0.208031331
"ARNT",-0.025219584
"ARNT2",0.472471629
"ARNTL",-0.977371607
"ARNTL2",-1.455550449
"ARPM1",-0.092938037
"ARRB1",0.490358326
"ARRB2",-0.101495483
"ARRDC1",-0.081865477
"ARRDC3",0.835560457
"ARRDC4",1.614155928
"ARSD",0.161000683
"ARSI",-0.164113142
"ART1",0.158439461
"ARTS-1",-0.042246451
"ARV1",-0.076131613
"ARX",0.388874686
"AS3MT",1.018745893
"ASAHL",0.150305662
"ASAM",0.261781255
"ASB1",-0.068319788
"ASB13",0.021320553
"ASB16",-0.362714984
"ASB3",-0.501511146
"ASB8",0.15229809
"ASCC1",-0.745582535
"ASCC2",-0.338208164
"ASCC3",0.121381954
"ASCL1",0.176292798
"ASCL2",0.241567816
"ASCL3",0.666075216
"ASCL5",1.115931805
"ASF1A",0.663708114
"ASF1B",-0.070935738
"ASGR2",0.299880758
"ASH1L",0.627133855
"ASH2L",0.690615848
"ASL",0.349893372
"ASNA1",0.933476469
"ASNS",-0.826646562
"ASPHD2",-0.265317798
"ASS1",0.756324357
"ASXL1",-0.488219284
"ASXL2",-1.075783721
"ATAD2",-0.555263388
"ATAD2B",-0.235719656
"ATAD3A",0.074394545
"ATAD3B",1.122202463
"ATAD3C",-0.752222391
"ATBF1",-3.001764525
"ATF2",0.914470753
"ATF3",-1.243298226
"ATF7",-0.012791752
"ATF7IP",-0.077607245
"ATF7IP2",-0.010033981
"ATG16L1",-2.999392766
"ATG5",-0.0793328
"ATG7",0.156953193
"ATHL1",0.147613717
"ATM",0.24432461
"ATN1",-0.947979634
"ATOH1",0.09459781
"ATOH7",-0.160765132
"ATOH8",-0.13872691
"ATOX1",-0.031773042
"ATP10B",0.268885778
"ATP10D",0.446865842
"ATP11A",0.208478562
"ATP11C",-0.183845175
"ATP1A3",-0.314406933
"ATP1B1",0.553988332
"ATP1B4",0.2709135
"ATP2A2",0.609321814
"ATP2B4",0.157320046
"ATP2C1",1.633172234
"ATP4A",0.054079274
"ATP5A1",0.043993776
"ATP5G2",-0.083818038
"ATP5H",-0.113832193
"ATP5I",-0.172798615
"ATP5J2",0.138565827
"ATP5L",-1.298131056
"ATP6AP1",0.100175111
"ATP6V0C",-0.042548237
"ATP6V0E1",-0.039810691
"ATP6V0E2",0.10891129
"ATP6V1A",0.795280007
"ATP6V1B2",0.415476493
"ATP6V1C2",0.559408987
"ATP6V1G1",0.200439862
"ATP6V1H",-0.854185023
"ATP7B",0.655829424
"ATP8B1",-0.233421008
"ATPIF1",-0.062115331
"ATRNL1",-0.009287951
"ATRX",0.187867249
"ATXN1",-0.48007056
"ATXN3",-3.040155942
"ATXN3L",1.042253738
"ATXN7",-0.03401204
"ATXN7L1",0.000339974
"ATXN7L3",0.348954199
"ATXN7L4",0.161641053
"AURKA",0.496613212
"AVIL",-0.099616538
"AVPR1A",0.108468304
"AXUD1",0.230817539
"AZGP1",0.642066083
"AZIN1",-0.987022114
"B3GALNT1",-0.079684057
"B3GALT4",-1.121571447
"B3GAT2",0.041691392
"B3GAT3",0.414920705
"B3GNT2",-0.957983801
"B3GNT5",0.811487632
"B3GNT6",0.270784444
"B4GALNT2",-0.09423205
"B4GALT2",0.931903146
"B4GALT4",-0.257167218
"B4GALT5",-0.866984955
"B4GALT6",-0.136300097
"BACH1",0.16527115
"BACH2",0.10558254
"BAG3",0.506492189
"BAHD1",0.111320885
"BAMBI",-1.566891831
"BANK1",0.19956011
"BAP1",1.194497163
"BAPX1",0.233824879
"BARD1",1.770679977
"BARHL1",0.238256243
"BARHL2",1.969486438
"BARX1",0.101077874
"BARX2",0.078661407
"BASP1",-0.032830639
"BAT1",-1.216084052
"BATF",0.359381331
"BATF2",0.150148951
"BAZ1A",-1.53562235
"BAZ1B",3.026922678
"BAZ2A",-0.017224716
"BAZ2B",0.054100426
"BBOX1",1.061387422
"BBS10",0.501302373
"BBS2",0.100811809
"BBX",0.076824319
"BCAR1",-0.119240997
"BCAR3",0.569248114
"BCAS2",0.599971657
"BCAS3",0.097486353
"BCAT1",0.7597977
"BCDIN3",0.218863657
"BCKDHB",-0.676245399
"BCL10",0.901193195
"BCL11A",0.398516588
"BCL11B",3.817950158
"BCL2",-0.235803984
"BCL2L11",0.5380262
"BCL3",-0.293073029
"BCL6",-0.010905805
"BCL6B",0.961015616
"BCL7A",0.175444879
"BCL9",0.222440051
"BCL9L",0.175671378
"BCLAF1",-0.321734228
"BCOR",0.076523301
"BCORL1",0.143677937
"BCR",-1.83739466
"BDH1",-0.608355207
"BDKRB1",0.472027425
"BDKRB2",0.93160176
"BDP1",0.391931921
"BEST4",-0.045281509
"BFSP1",-1.016965715
"BHLHB2",-3.715153572
"BHLHB3",-0.466142654
"BHLHB4",-1.055211593
"BHLHB5",-0.002442382
"BHLHB8",0.185287049
"BICC1",0.292360534
"BID",-2.299580385
"BIN1",0.073031753
"BIRC2",-1.675059581
"BIRC3",-0.143548068
"BIRC5",0.171413255
"BLM",-0.476800601
"BLMH",-0.154817298
"BLNK",0.303444132
"BLOC1S2",-0.227669593
"BLZF1",1.251986234
"BMI1",0.623255135
"BMP10",0.046929508
"BMP15",0.23723844
"BMP2",0.034648619
"BMP2K",-0.415432921
"BMP3",0.349053611
"BMP4",0.19213955
"BMP5",0.249234243
"BMP6",-0.251850273
"BMP7",0.149704912
"BMPER",0.387266619
"BMPR1A",-0.230592701
"BNC1",1.160762485
"BNC2",0.841503754
"BNIPL",-0.150140059
"BPHL",2.076862957
"BPIL1",0.23944444
"BPTF",-0.332579353
"BRAF",0.210110739
"BRCA1",-0.254387616
"BRCA2",0.021708545
"BRD3",0.287999076
"BRD7",-0.065149611
"BRD8",0.235787142
"BRDT",0.113776411
"BRF1",0.116216236
"BRF2",0.459547221
"BRI3",-0.13329459
"BRI3BP",-0.002924677
"BRIP1",-0.116887296
"BRMS1L",-0.352324918
"BRPF1",0.178459182
"BRPF3",0.184209434
"BRUNOL4",0.507897931
"BRWD1",0.114973397
"BRWD3",0.333741684
"BTAF1",-0.622769542
"BTBD11",-0.040687916
"BTBD14A",0.479560108
"BTBD14B",0.125751054
"BTBD16",0.752961729
"BTBD2",0.178797929
"BTBD3",-0.647433942
"BTBD7",0.247792533
"BTD",0.030796283
"BTF3",0.009622426
"BTG1",0.238459461
"BTG2",-0.734995682
"BTN2A3",-0.028112628
"BTN3A1",0.718296571
"BTN3A2",0.007362944
"BTN3A3",0.088070295
"BUB1B",2.355674947
"BUD13",-0.295687125
"BUD31",-0.058125447
"BXDC5",0.114052293
"BZRAP1",0.070037014
"BZW1",-0.053792208
"C10orf10",-0.28686278
"C10orf104",-0.110328456
"C10orf47",0.866807295
"C10orf58",0.160344367
"C10orf61",-0.071525189
"C10orf83",0.353819865
"C10orf88",-0.110408775
"C10orf89",-0.007021549
"C11orf1",-0.01082752
"C11orf10",-0.205685518
"C11orf2",-0.006889618
"C11orf36",0.961834828
"C11orf41",-0.048332967
"C11orf45",0.235675605
"C11orf52",0.180422075
"C11orf54",0.275297477
"C11orf58",0.212409962
"C11orf61",-0.030251789
"C11orf63",0.084161476
"C11orf67",-2.400136379
"C11orf68",0.480420288
"C11orf69",-0.078511349
"C11orf71",0.021803256
"C11orf75",0.836619949
"C11orf77",0.350872347
"C12orf11",0.76803766
"C12orf22",-0.27665081
"C12orf23",1.561897878
"C12orf35",0.324543293
"C12orf46",-0.677871758
"C12orf54",-0.139455382
"C12orf57",0.154159822
"C12orf60",0.004416654
"C13orf1",0.100877068
"C13orf27",0.868848665
"C14orf102",0.152238951
"C14orf103",-0.054673669
"C14orf104",-0.045298732
"C14orf111",-0.067898396
"C14orf112",0.517934481
"C14orf118",0.032698485
"C14orf128",0.183045668
"C14orf135",-0.273538649
"C14orf145",-0.124569135
"C14orf159",-0.266626955
"C14orf169",2.847863729
"C14orf179",-0.299827897
"C14orf32",0.175330348
"C14orf4",1.126447757
"C14orf43",-0.753760792
"C14orf46",0.032523888
"C14orf65",0.148913448
"C14orf80",-0.162101154
"C14orf93",0.798677858
"C15orf23",0.05788135
"C15orf29",-0.093280283
"C15orf38",0.044912477
"C15orf39",-0.838046646
"C15orf42",0.135183281
"C15orf51",0.45088293
"C16orf30",0.721975833
"C16orf58",0.054709815
"C16orf61",-0.045256254
"C16orf63",-0.163041019
"C16orf69",-0.099498687
"C16orf71",0.24065656
"C17orf27",-0.010033991
"C17orf32",-0.786959188
"C17orf39",0.345935992
"C17orf41",0.154678533
"C17orf71",-0.312067495
"C17orf74",0.717576868
"C17orf75",-0.290145137
"C18orf10",-0.365785748
"C18orf25",-0.02662726
"C18orf4",0.106471235
"C18orf45",-0.033177819
"C19orf2",0.618143258
"C19orf39",0.210557445
"C19orf40",0.037833259
"C19orf46",-2.91190277
"C1D",0.067764499
"C1orf103",0.215160898
"C1orf107",-0.090235326
"C1orf112",0.62349235
"C1orf116",0.634060273
"C1orf121",-0.187652414
"C1orf126",0.013474327
"C1orf135",-0.435235031
"C1orf149",1.3287853
"C1orf152",-0.103177744
"C1orf159",-0.148894147
"C1orf160",0.499388024
"C1orf166",-0.651420929
"C1orf177",0.237451363
"C1orf183",2.717224433
"C1orf188",-0.00483213
"C1orf25",0.098101661
"C1orf31",0.052511765
"C1orf34",0.623250673
"C1orf51",0.135677581
"C1orf53",-0.160941282
"C1orf55",-0.13324409
"C1orf63",-0.549544482
"C1orf69",-0.083416169
"C1orf75",0.214460209
"C1orf9",-0.129154954
"C1QBP",0.080294944
"C1QTNF4",-0.025569476
"C20orf10",0.336632663
"C20orf100",0.015082541
"C20orf102",-0.014819648
"C20orf108",-0.486349471
"C20orf11",-0.075035619
"C20orf141",-0.220934002
"C20orf151",1.211181874
"C20orf160",-0.045406395
"C20orf177",0.125622363
"C20orf191",0.108762475
"C20orf199",-0.355703743
"C20orf26",-0.206784394
"C20orf29",-0.412639276
"C20orf4",-3.979092523
"C20orf42",0.697300374
"C20orf58",0.061032074
"C20orf82",-0.018576605
"C20orf94",0.578895422
"C21orf122",0.137687285
"C21orf25",-0.307751392
"C21orf45",-0.015953517
"C21orf6",-0.945358569
"C22orf32",-0.482859318
"C2orf13",0.051914919
"C2orf34",0.37702685
"C2orf4",-8.466758153
"C3",-1.48593324
"C3orf1",-0.071881252
"C3orf26",-0.073969088
"C3orf28",-0.352212089
"C3orf57",0.668203648
"C3orf58",0.050616869
"C3orf59",-0.259210927
"C3orf63",-0.492639127
"C4B",0.145428906
"C4orf14",-0.048596496
"C4orf26",-0.387918072
"C4orf28",-0.238266595
"C4orf29",-0.036780093
"C4orf30",0.444200554
"C4orf31",0.913655543
"C4orf34",2.17398725
"C4orf9",-0.151431525
"C5orf13",0.82440868
"C5orf30",0.303706031
"C5orf4",-0.287688177
"C6orf105",0.364587585
"C6orf125",0.361776456
"C6orf128",-0.049941482
"C6orf150",-0.079458642
"C6orf166",0.339306696
"C6orf167",-0.608881031
"C6orf35",-0.142629311
"C6orf48",-0.265217485
"C6orf52",0.391695721
"C6orf61",-0.161495948
"C6orf62",3.254311905
"C6orf85",-0.643089969
"C7orf11",-0.026003145
"C7orf23",-0.201815218
"C7orf25",-0.373426583
"C7orf27",-0.623455798
"C7orf28B",-0.120813038
"C7orf44",-0.1113112
"C7orf47",-0.285102653
"C8orf13",-0.281049629
"C8orf32",0.412381124
"C8orf33",0.3127729
"C8orf44",0.197895112
"C8orf55",0.257784923
"C8orf70",2.444270329
"C8orf72",-0.178511783
"C9orf100",-0.072899281
"C9orf114",0.066705876
"C9orf126",0.038993676
"C9orf139",0.0371294
"C9orf150",-1.785372093
"C9orf156",0.099233304
"C9orf19",0.779464501
"C9orf3",-1.780313476
"C9orf30",-2.395303392
"C9orf40",-0.02316225
"C9orf5",-0.265011078
"C9orf64",-0.123854306
"C9orf72",-0.04424778
"C9orf78",0.802586853
"C9orf91",-0.028229411
"C9orf94",0.195439945
"CA10",-0.251460412
"CA11",0.125398616
"CA12",0.275058153
"CA2",-0.07516114
"CA4",0.545686958
"CA5B",-0.245566452
"CA6",-0.00858144
"CA7",0.177589453
"CAB39",-0.227116753
"CABC1",0.204658223
"CABIN1",1.238850679
"CABLES2",-0.025000789
"CABP7",1.323024703
"CACHD1",0.273384587
"CACNA1C",-0.012403386
"CACNA2D2",0.389426114
"CACNA2D3",0.286149853
"CACNG4",-0.189827644
"CACNG7",0.308526232
"CACNG8",0.676038659
"CACYBP",0.356727746
"CAD",-0.328370611
"CALB2",1.227655585
"CALCA",0.381030584
"CALCOCO1",0.237305781
"CALCOCO2",-1.059571574
"CALD1",1.812205343
"CALM2",0.044961975
"CALML4",0.19581771
"CALR",0.015283863
"CAMK2A",0.514984837
"CAMK2B",0.162915197
"CAMK2D",-0.015790992
"CAMK2N1",0.877251725
"CAMKK2",-3.808493252
"CAMKV",-0.052888846
"CAMSAP1",-0.072960675
"CAMTA1",0.193312441
"CAMTA2",0.194779871
"CAND1",0.058285565
"CAND2",-0.183395417
"CANX",-0.164663544
"CAP1",0.414176407
"CAP2",0.827506799
"CAPN12",-0.412437715
"CAPN2",-0.036027767
"CAPN5",-0.107342076
"CAPNS2",-0.360984867
"CARD10",0.025365362
"CARD11",-0.595720467
"CARHSP1",-0.154338613
"CARKL",-0.412371983
"CARS",0.614348138
"CART1",1.608663765
"CASC5",-0.352053456
"CASK",-0.044593072
"CASP1",-0.611994365
"CASP4",-0.190246589
"CASP6",0.773526316
"CASP8",0.296683762
"CASP8AP2",-0.089113054
"CASP9",0.223985126
"CASZ1",0.282057358
"CAT",2.378215
"CAV2",0.642478447
"CBFA2T2",0.449987902
"CBFA2T3",0.361306148
"CBFB",-0.050506185
"CBLB",0.563717043
"CBLC",-2.518610462
"CBLN2",0.401674081
"CBR1",-0.054257254
"CBR4",-0.202486225
"CBS",1.601011132
"CBX3",0.04817939
"CBX4",-0.016845326
"CBX5",0.069104371
"CBX6",-0.318057197
"CBX7",0.704828832
"CBX8",0.163250552
"CC2D1A",6.521142795
"CC2D1B",-0.023428728
"CCAR1",0.532520476
"CCBL1",0.41865592
"CCDC100",0.075804532
"CCDC101",0.230520216
"CCDC106",-0.025015588
"CCDC113",0.11351489
"CCDC120",0.744840138
"CCDC126",0.133491259
"CCDC131",0.576097733
"CCDC15",0.239064404
"CCDC21",0.178087582
"CCDC25",-0.618428842
"CCDC28B",-1.660953098
"CCDC3",0.115376002
"CCDC59",0.061153364
"CCDC6",-0.078276259
"CCDC68",-0.270057182
"CCDC74B",0.47986354
"CCDC79",0.225064862
"CCDC8",-1.014929332
"CCDC84",2.914211378
"CCDC85B",0.104697333
"CCDC86",0.124830834
"CCDC93",-0.193600828
"CCDC94",-0.155170061
"CCDC98",0.391812607
"CCDC99",-1.171370647
"CCHCR1",0.321122219
"CCL20",0.007898744
"CCL3L3",0.055907182
"CCL5",0.530350016
"CCNA2",-2.570994365
"CCNB1IP1",-0.400106659
"CCNB2",0.102854605
"CCNC",0.253886379
"CCND1",1.837722054
"CCND2",-0.215067043
"CCND3",2.769106839
"CCNE1",-0.289942689
"CCNE2",-0.000351682
"CCNF",-0.311221747
"CCNG1",-2.461410353
"CCNG2",0.48508465
"CCNH",0.692604604
"CCNJ",-0.390662667
"CCNK",-0.030282027
"CCNL1",-0.351704896
"CCNL2",0.862365145
"CCNT2",-0.028397594
"CCPG1",-0.128896471
"CCR1",0.275719336
"CCR10",0.180125217
"CCR4",0.07598868
"CCR5",0.042949857
"CCRL1",0.128544013
"CCRN4L",0.054304831
"CCT2",0.026200611
"CD14",0.111359353
"CD163L1",0.000840354
"CD164",1.379100038
"CD1A",0.035880205
"CD2",-0.030496392
"CD248",-0.345143696
"CD27",0.547443028
"CD274",-0.195778477
"CD33L3",0.36255283
"CD44",0.005735759
"CD53",-0.054976381
"CD55",-1.44397136
"CD59",-0.159637369
"CD6",0.033938559
"CD63",0.020864892
"CD69",0.066255504
"CD70",0.157242893
"CD74",0.150789051
"CD80",0.307842825
"CD82",0.09818438
"CD86",-0.575343755
"CD99",0.214151344
"CD99L2",0.947797988
"CDADC1",-0.072510463
"CDC16",0.081960812
"CDC23",-2.061663115
"CDC25A",-0.810857732
"CDC2L1",-0.086455319
"CDC2L2",0.381388638
"CDC34",2.996343118
"CDC37",-0.056344946
"CDC42BPG",0.353009661
"CDC42EP1",-0.010938716
"CDC42EP2",-0.423617655
"CDC42EP3",-0.153367874
"CDC42EP5",-0.398402433
"CDC42SE1",-0.78601386
"CDC45L",0.064328913
"CDC5L",0.071299847
"CDC6",0.002540813
"CDC7",-1.980484267
"CDCA2",0.000623049
"CDCA3",2.621489948
"CDCA4",-0.64669786
"CDCA5",0.286822029
"CDCA7",-0.795460802
"CDCA7L",0.942879377
"CDCA8",0.297085848
"CDCP1",-0.067125939
"CDH1",0.014790014
"CDH11",0.056568069
"CDH13",0.5486852
"CDH15",0.376823753
"CDH22",0.254506768
"CDK2",-0.07298033
"CDK2AP1",0.395637906
"CDK2AP2",0.54537235
"CDK5R1",-0.017571466
"CDK5R2",-5.242334973
"CDK5RAP1",-1.293416336
"CDK5RAP3",-0.041275696
"CDK7",-0.236023281
"CDK8",-0.248110208
"CDK9",0.021318216
"CDKN1B",0.269300328
"CDKN1C",-0.863837078
"CDKN2A",2.10516896
"CDKN2B",0.23695434
"CDRT1",0.670603883
"CDRT15",1.083642711
"CDSN",0.647958323
"CDV3",-1.830077217
"CDX1",0.14552119
"CDX2",1.113490929
"CDX4",2.117705419
"CDYL",-0.193058749
"CDYL2",-0.064097235
"CEACAM19",-0.016275794
"CEACAM4",0.124481985
"CEBPA",-1.225437602
"CEBPB",0.006659722
"CEBPD",-0.521430657
"CEBPE",0.596068269
"CEBPG",-0.187167818
"CEBPZ",0.027480475
"CELSR2",0.260141251
"CEND1",0.228026319
"CENPA",-1.414985957
"CENPB",0.41500749
"CENPE",-1.9162213
"CENPF",0.274907293
"CENPI",-0.210937692
"CENPJ",2.051847599
"CENPK",-1.351106322
"CENPN",-0.328021769
"CENPO",-0.422563504
"CENPQ",-0.254219855
"CENPT",-0.087721885
"CENTA1",-0.01269381
"CENTA2",1.501273174
"CENTB5",0.280682542
"CEP152",-0.094942074
"CEP250",0.288896544
"CEP55",0.121864461
"CEP68",0.654763128
"CEP72",0.707093544
"CERK",-0.516951511
"CES2",1.546826887
"CFDP1",0.842884996
"CFHR2",0.558549446
"CFL1",0.063578371
"CFL2",-0.702928228
"CFLAR",-0.004202559
"CFTR",0.242797623
"CG018",-0.158189669
"CGGBP1",-0.363118879
"CGN",0.324247381
"CHAC1",-0.57114203
"CHAF1A",-0.379330157
"CHAF1B",0.43464618
"CHCHD8",-0.244514646
"CHD1",0.002834837
"CHD2",0.546809413
"CHD3",0.289151683
"CHD4",0.294158174
"CHD5",-0.00880849
"CHD6",1.00668358
"CHD7",1.562856426
"CHD8",0.241942299
"CHD9",0.225394537
"CHEK1",0.18464213
"CHERP",-0.214697288
"CHES1",-0.38000252
"CHI3L2",0.559805938
"CHIC2",0.204607791
"CHML",-0.944483592
"CHMP1B",0.322092775
"CHMP2A",0.042643614
"CHMP2B",-3.641262339
"CHMP5",-0.001055358
"CHODL",0.168426856
"CHORDC1",3.408155452
"CHRD",0.018411241
"CHRM1",0.175216798
"CHRNA1",0.743422874
"CHRNA3",0.411958786
"CHRNA4",-0.00483176
"CHRNA5",-0.804085549
"CHRNB2",0.338362788
"CHRNB4",1.479132241
"CHST10",0.633903999
"CHST11",-0.55491255
"CHST2",-0.105631063
"CHST4",0.162944326
"CHST6",-0.770660282
"CHST7",-0.051667892
"CHURC1",-0.067841078
"CIAO1",-0.07657963
"CIAPIN1",0.455769596
"CIB2",-4.553752968
"CIC",0.557916029
"CIITA",-0.221441706
