"Gene","CREB5"
"PRR18",0
"PRR19",0
"PRR20A",0
"PRR22",0
"PRR23A",0
"PRR23B",0
"PRR23C",0
"PRR24",0
"PRR25",0
"PRR27",0
"PRR3",0
"PRR30",0
"PRR31",0
"PRR32",0
"PRR34",0
"PRR35",0
"PRR4",1.8841
"PRR5",0
"PRR5L",0
"PRR7",0
"PRR9",0
"PRRC1",0
"PRRC2A",0
"PRRC2B",0
"PRRDH",0
"PRRG1",0
"PRRG2",0
"PRRG3",0
"PRRG4",-0.0281
"PRRT1",0
"PRRT2",0
"PRRT3",0
"PRRT4",0
"PRRX1",0.9992
"PRRX2",0.5836
"PRSC",0
"PRSMG1GCPL1",0
"PRSS1",0.6776
"PRSS12",0
"PRSS16",0.0505
"PRSS2",-0.1216
"PRSS2",-0.4372
"PRSS21",0
"PRSS22",-0.1354
"PRSS23",-2.015
"PRSS23",1.108
"PRSS27",0
"PRSS3",-0.7713
"PRSS33",-0.0213
"PRSS33",0.3155
"PRSS35",0
"PRSS36",0
"PRSS37",0
"PRSS38",0
"PRSS3P2",0
"PRSS41",0
"PRSS42",0
"PRSS46",0
"PRSS48",0
"PRSS50",0
"PRSS53",0
"PRSS54",0
"PRSS55",0
"PRSS56",0
"PRSS57",0
"PRSS58",0
"PRSS7",0
"PRSS8",0
"PRTFDC1",0
"PRTG",0
"PRTN3",0
"PRUNE1",0
"PRUNE2",0
"PRV1",0
"PRX",0.5561
"PRX",-0.0644
"PRX2",0
"PRY",0
"PS-PLA1",0
"PSA",0
"PSAP",0
"PSAPL1",0
"PSAT1",-0.3297
"PSCA",0
"PSCD2",2.7565
"PSCD3",0
"PSCD4",0
"PSD",0
"PSD2",0
"PSD3",-0.531
"PSD3",-0.3758
"PSD3",-0.7394
"PSD4",0.6013
"PSEN1",0
"PSEN2",0
"PSENEN",0
"PSG1",0
"PSG11",0
"PSG2",0
"PSG3",0
"PSG4",0
"PSG5",0
"PSG6",0.0569
"PSG7",0.2268
"PSG8",0
"PSG9",0.3379
"PSG9",0.6321
"PSGR",0
"PSIP1",-0.2846
"PSIP1",0.0405
"PSK-1",0
"PSKH1",0
"PSKH2",0
"PSMA1",0
"PSMA2",0
"PSMA3",0.0486
"PSMA4",0
"PSMA5",0
"PSMA6",0
"PSMA7",0
"PSMA8",0.4959
"PSMALGCP III",0
"PSMB1",0
"PSMB10",0
"PSMB11",0
"PSMB2",0
"PSMB3",0
"PSMB4",-0.2098
"PSMB5",0
"PSMB6",0
"PSMB7",0
"PSMB8",0
"PSMB9",0.7803
"PSMC1",0
"PSMC2",-0.0389
"PSMC3",0
"PSMC3IP",-0.0737
"PSMC4",0
"PSMC5",-0.0941
"PSMD1",0
"PSMD10",0
"PSMD11",0.0552
"PSMD12",0
"PSMD13",0
"PSMD14",0
"PSMD2",-0.0952
"PSMD3",0
"PSMD4",0
"PSMD5",0
"PSMD6",0
"PSMD7",0
"PSMD8",0
"PSMD9",0.0467
"PSMD9",0.0299
"PSME1",-0.0896
"PSME1",0.658
"PSME2",-0.1394
"PSME3",-1.8472
"PSME3",-1.2106
"PSME3",-0.3189
"PSME4",0
"PSMF1",1.3018
"PSMF1",-0.2321
"PSMG1",0
"PSMG2",0
"PSMG3",0
"PSMG4",0
"PSORS1C1",0
"PSORS1C2",0
"PSORS1C3",0
"PSP24B",0
"PSPC1",0.0133
"PSPH",0
"PSPN",0
"PSRC1",-1.3972
"PSTK",0
"PSTPIP1",0
"PSTPIP2",0
"PTA",0
"PTAFR",0.8153
"PTAFR",1.2317
"PTAR1",0
"PTB",0
"PTB-1",0
"PTBP1",-0.2979
"PTBP2",0
"PTBP3",0
"PTCD1",-0.1798
"PTCD2",0
"PTCD3",0
"PTCH",0
"PTCH1",0
"PTCH2",0
"PTCHD1",0
"PTCHD3",0
"PTCHD4",0
"PTCRA",0
"PTD002",0
"PTD004",0
"PTD008",0
"PTD009",0
"PTD011",0
"PTD013",0
"PTD015",0
"PTDSR",1.0914
"PTDSS1",0
"PTDSS2",0
"PTEN",-0.7839
"PTEN",0.194
"PTENP1",0
"PTER",0
"PTF1A",0.6478
"PTGDR",0
"PTGDR2",0
"PTGDS",0
"PTGER1",0.2421
"PTGER2",0
"PTGER3",0
"PTGER4",-0.6745
"PTGER4",0.1107
"PTGER4P2-CDK2AP2P2",0
"PTGES",0.1315
"PTGES2",0.0038
"PTGES2-AS1",0
"PTGES3",0
"PTGES3L",0
"PTGFR",0
"PTGFRN",0
"PTGIR",0
"PTGIS",0
"PTGR1",0
"PTGR2",0
"PTGS1",1.8178
"PTGS1",0.942
"PTGS2",0.1298
"PTH",1.0778
"PTH1R",0
"PTH2",0
"PTH2R",0
"PTHB1",0.1597
"PTHB1",0.298
"PTHLH",0.1112
"PTHLH",0.6829
"PTHR2",0
"PTK2",0
"PTK2B",0.6182
"PTK6",0
"PTK7",0
"PTMA",0
"PTMS",0
"PTN",0
"PTOV1",-0.0608
"PTOV1",-0.1091
"PTP4A1",0.11
"PTP4A1",-0.4144
"PTP4A2",-0.6351
"PTP4A2",-0.4372
"PTP4A2",0.3591
"PTP4A3",0
"PTPA",0
"PTPDC1",0
"PTPG1",0
"PTPLA",0
"PTPLB",0
"PTPMT1",0
"PTPN1",-2.0385
"PTPN11",0.5124
"PTPN12",0
"PTPN13",0.2457
"PTPN14",0
"PTPN18",0.0708
"PTPN18",0.8223
"PTPN2",0
"PTPN20",0
"PTPN21",0
"PTPN22",0
"PTPN23",0.2146
"PTPN23",0.2328
"PTPN3",0
"PTPN4",0
"PTPN5",0
"PTPN6",0.1598
"PTPN7",0
"PTPN9",0
"PTPRA",0.2904
"PTPRB",-0.326
"PTPRC",0
"PTPRCAP",0.0934
"PTPRD",0
"PTPRE",-0.04
"PTPRE",-0.3053
"PTPRE",-0.0225
"PTPRF",0
"PTPRG",0
"PTPRH",0
"PTPRJ",0
"PTPRK",0
"PTPRM",0
"PTPRN",0.3945
"PTPRN2",0
"PTPRO",0
"PTPRR",0
"PTPRS",-0.1163
"PTPRS",0.5033
"PTPRT",0
"PTPRU",0.1177
"PTPRZ1",0.1963
"PTPRZ1",-0.0298
"PTPRZ1",-0.5028
"PTPsigma",0
"PTRF",-0.1629
"PTRF",0.0023
"PTRH1",0
"PTRH2",0
"PTRHD1",0
"PTS",0.0922
"PTTG1",0
"PTTG1IP",0
"PTTG2",0
"PTTG3",0
"PTTG3P",0
"PTX3",0
"PUDP",0
"PUF60",0
"PUM1",-0.6664
"PUM1",1.1265
"PUM2",-0.2368
"PUM2",-0.1363
"PUM2",-0.1159
"PUM3",0
"PURA",-0.248
"PURB",0.0395
"PURB",-0.0754
"PURG",0
"PUS1",-0.5417
"PUS1",-0.1473
"PUS10",0
"PUS3",0
"PUS7",-0.3974
"PUS7",0.5797
"PUS7L",0
"PUSL1",0
"PVALB",0
"PVR",-0.0245
"PVR",-2.134
"PVRIG",0
"PVRL1",0
"PVRL2",-0.1715
"PVRL2",0.3258
"PVRL3",0.1572
"PVRL3",0.07
"PVRL4",-0.7155
"PWP1",0
"PWP2",0.2839
"PWWP2A",0
"PWWP2B",0
"PXDC1",0
"PXDN",0
"PXDNL",0
"PXK",0
"PXMP2",-0.5649
"PXMP4",0
"PXN",0
"PXR2b",0
"PXYLP1",0
"PYCARD",-0.1975
"PYCR1",0.3123
"PYCR1",-0.3354
"PYCR2",0.7405
"PYCR2",-0.4369
"PYCRL",0
"PYCS",0
"PYDC1",0.4976
"PYDC2",0
"PYGB",-0.1512
"PYGB",-0.1022
"PYGL",0
"PYGM",1.1894
"PYGM",-0.047
"PYGO1",0
"PYGO2",0
"PYHIN1",0.6358
"PYM1",0
"PYROXD1",0
"PYROXD2",0
"pyst2",0
"PYURF",0
"PYY",0
"PYY2",0
"PZP",0
"QARS",0
"QDPR",0
"QKI",-0.1147
"QPCT",0
"QPCTL",0
"QPRT",-0.357
"QPRT",-0.1468
"QRFP",0
"QRFPR",0
"QRICH1",0
"QRICH2",0.359
"QRSL1",0
"QSER1",-0.1567
"QSER1",-0.0155
"QSOX1",0
"QSOX2",0
"QTRT1",0
"QTRT2",0
"QTRTD1",-0.9289
"QUAKING",0
"R01145",0
"R3HCC1",0
"R3HCC1L",0
"R3HDM",0
"R3HDM1",0
"R3HDM2",0
"R3HDM4",0
"R3HDML",0
"R51H2",0
"RAB-R",0
"RAB1",0
"RAB10",0
"RAB11A",0
"RAB11B",0
"RAB11FIP1",-0.2953
"RAB11FIP1",0.4413
"RAB11FIP2",0.0698
"RAB11FIP2",-0.1405
"RAB11FIP3",0
"RAB11FIP4",0
"RAB11FIP5",0
"RAB12",0
"RAB13",0
"RAB14",3.3274
"RAB15",0
"RAB17",0
"RAB18",0.8808
"RAB18",0.1591
"RAB19",0
"RAB1A",0
"RAB1B",0
"RAB1C",0
"RAB2",0
"RAB20",0
"RAB21",0
"RAB22A",0
"RAB23",0
"RAB24",-0.1938
"RAB24",0.0416
"RAB25",0.2835
"RAB26",0
"RAB27A",0
"RAB27B",0.1078
"RAB28",0
"RAB29",0
"RAB2A",0
"RAB2B",0
"RAB30",0
"RAB31",-0.1437
"RAB31",-0.4642
"RAB32",0
"RAB33A",0
"RAB33B",0
"RAB34",-0.1725
"RAB35",0
"RAB36",0
"RAB37",0
"RAB38",0
"RAB39",0
"RAB39A",0
"RAB39B",0
"RAB3A",0
"RAB3B",0
"RAB3C",0
"RAB3D",0.0777
"RAB3GAP1",-1.4347
"RAB3GAP2",0
"RAB3IL1",0
"RAB3IP",1.7898
"RAB3IP",0.1359
"RAB3IP",-0.1293
"RAB40A",0
"RAB40AL",0
"RAB40B",-0.8238
"RAB40C",0
"RAB41",0
"RAB42",0
"RAB43",0
"RAB4B",0
"RAB5A",0.2397
"RAB5A",-0.2908
"RAB5B",0
"RAB5C",0
"RAB6A",0.5267
"RAB6A",-0.1166
"RAB6B",0
"RAB6C",-1.2221
"RAB6KIFL",0
"RAB7A",0
"RAB7B",0
"RAB7L1",-0.4222
"RAB7L1",-0.1681
"RAB8A",0
"RAB8B",0
"RAB9",0.0973
"RAB9A",0
"RAB9B",0
"RAB9P1",0
"RABAC1",-0.2229
"RABEP1",0
"RABEP2",1.1713
"RABEPK",0
"RABEX5",0
"RABGAP1",-1.4911
"RABGAP1L",0.2461
"RABGAP1L",0.0792
"RABGAP1L",0.1552
"RABGEF1",0
"RABGGTA",0
"RABGGTB",0
"RABIF",-0.0397
"RABIF",0.0047
"RABL2A",0
"RABL2B",0
"RABL3",0
"RABL5",0
"RABL6",0
"RAC1",0
"RAC2",0
"RAC3",0
"RACGAP1",0
"RACGAP1P",0
"RACK1",0
"RAD1",-0.6766
"RAD17",0
"RAD18",0
"RAD21",0.0697
"RAD21L1",0
"RAD23A",0
"RAD23B",2.715
"RAD23B",0.0875
"RAD23B",0.2742
"RAD30",0
"Rad50",0
"RAD50",0
"RAD51",-0.4707
"RAD51AP1",0.1591
"RAD51AP2",0
"RAD51B",0
"RAD51C",0
"RAD51D",0
"RAD51L1",0
"RAD52",0
"RAD54B",0.0329
"RAD54L",-1.7803
"RAD54L2",0
"RAD9A",0
"RAD9B",0
"RADIL",0
"RAE1",-0.1213
"RAE1",-0.1551
"RAET1E",0.181
"RAET1G",0
"RAET1L",0
"RAF1",0
"RAG1",0
"RAG2",0
"RAGE",-0.0732
"RAGEsec",0
"RAI",0
"RAI1",0
"RAI14",-0.6054
"RAI16",0.4564
"RAI2",0
"RAIDD",0
"RALA",0.8935
"RALA",1.0439
"RALB",0
"RALBP1",0
"RALDH2",0
"RALGAPA1",0
"RALGAPA2",0
"RALGAPB",0
"RALGDS",0
"RALGPS1",0.1877
"RALGPS1",0.2309
"RALGPS2",0
"RALY",0
"RALYL",0
"RAMP1",0
"RAMP2",0
"RAMP3",0.4507
"RAN",-0.4243
"RAN",-0.0941
"RANBP1",0
"RANBP10",0
"RANBP16",0
"RANBP17",0.0272
"RANBP2",0
"RANBP21",0
"RANBP3",0
"RANBP3L",0
"RANBP6",0
"RANBP9",0.1383
"RANBP9",-2.6008
"RANGAP1",0
"RANGRF",0
"RAP1A",0
"RAP1B",0
"RAP1GAP",0
"RAP1GAP2",0
"RAP1GDS1",0
"RAP2A",-0.6495
"RAP2B",-0.0928
"RAP2B",0.2709
"RAP2C",-0.4038
"RAP2C",0.0731
"RAP3",0
"rapa",0
"RAPGEF1",-0.2272
"RAPGEF1",0.0808
"RAPGEF2",-0.2665
"RAPGEF3",0.7372
"RAPGEF4",0.2706
"RAPGEF4",0.3548
"RAPGEF5",0
"RAPGEF6",0
"RAPGEFL1",0.1205
"RAPH1",0.6225
"RAPH1",0.1222
"RAPSN",0
"RARA",1.044
"RARA",-1.1218
"RARB",1.0262
"RARG",0.2463
"RARG",0.4049
"RARRES1",0
"RARRES2",0
"RARRES3",0
"RARS",0
"RARS2",0
"RASA1",-1.3989
"RASA2",0.0332
"RASA2",-0.2653
"RASA3",0
"RASA4",0.0624
"RASA4",0.1157
"RASA4B",0
"RASA4CP",0
"RASAL1",0
"RASAL2",0.042
"RASAL2",-0.0022
"RASAL3",0
"RASD1",0.4759
"RASD1",0.5514
"RASD2",0
"RASEF",0
"RASGEF1A",0.6998
"RASGEF1A",2.3522
"RASGEF1B",0.5018
"RASGEF1B",0.8701
"RASGEF1C",0
"RASGRF1",0.4417
"RASGRF2",0
"RASGRP1",0
"RASGRP2",0
"RASGRP3",0
"RASGRP4",0
"RASIP1",0
"RASL10A",0
"RASL10B",0
"RASL11A",0.1722
"RASL11B",0
"RASL12",0
"RASSF1",0.6953
"RASSF1",-0.3231
"RASSF10",0
"RASSF2",0
"RASSF3",0
"RASSF4",0
"RASSF5",0
"RASSF6",0
"RASSF7",-0.1662
"RASSF7",0.1293
"RASSF8",0.3474
"RASSF8",-0.0405
"RASSF8",0.7995
"RASSF9",0
"RAVER1",0
"RAVER2",0
"RAX",0.8821
"RAX2",0
"RAXL1",-0.2176
"RAXL1",0.5893
"RAZ1",0
"RB1",0.3242
"RB1",0.2447
"RB1CC1",-1.7084
"RB3",0
"RBAK",-0.2187
"RBAK",-0.0682
"RBAK-RBAKDN",0
"RBBP2H1",0
"RBBP4",0.5146
"RBBP5",0.2545
"RBBP6",-0.0115
"RBBP6",1.2501
"RBBP6",0.6621
"RBBP7",-0.0477
"RBBP8",0.0015
"RBBP8NL",0
"RBBP9",0
"Rbcc728",0
"RBCK1",0
"RBFA",0
"RBFOX1",0
"RBFOX3",0
"RBKIN",0
"RBKS",0
"RBL1",0.196
"RBL1",0.0218
"RBL2",-0.0621
"RBL2",-0.1791
"RBM10",-0.2326
"RBM11",0
"RBM12",0
"RBM12B",0
"RBM14",-0.5313
"RBM15",0.0462
"RBM15B",0.0126
"RBM15B",2.6
"RBM16",-1.1716
"RBM16",-0.3065
"RBM17",0
"RBM18",0
"RBM19",0.9123
"RBM19",0.5166
"RBM20",0
"RBM22",0
"RBM23",0
"RBM24",-0.3939
"RBM24",-0.1982
"RBM25",-1.3693
"RBM25",0.181
"RBM26",-0.3215
"RBM27",0
"RBM28",0.2477
"RBM3",0.3567
"RBM33",0
"RBM34",0
"RBM38",0
"RBM39",0.013
"RBM4",0
"RBM41",0
"RBM42",0
"RBM43",0
"RBM46",0
"RBM47",0
"RBM48",0
"RBM4B",0
"RBM5",-0.1547
"RBM5",-0.0361
"RBM6",0
"RBM7",0
"RBM8A",0
"RBM9",-0.8085
"RBMS1",0
"RBMS2",0
"RBMS3",0
"RBMX",-0.02
"RBMX",-0.0224
"RBMX",-0.3233
"RBMX2",0
"RBMXL1",0
"RBMXL2",0
"RBMXL3",0
"RBMY1A1",0
"RBMY1A3P",0
"RBMY1B",0
"RBMY1D",0
"RBMY1E",0
"RBMY1F",0
"RBMY1J",0
"RBMY2AP",0
"RBMY2B",0
"RBP-MS",0
"RBP1",0.6541
"RBP2",0
"RBP3",0
"RBP4",0
"RBP5",0
"RBP7",0
"RBPJ",0
"RBPJL",0
"RBPMS",-0.2471
"RBPMS2",0
"RBPSUH",0.407
"RBPSUH",-1.0969
"RBPSUHL",1.0187
"RBSK",0
"RBSN",0
"RBT1",0
"RBX1",0
"RC3H1",0
"RC3H2",0
"RCAN1",0
"RCAN2",0
"RCAN3",0
"RCBTB1",-0.0971
"RCBTB1",0.5729
"RCBTB2",0
"RCC1",0
"RCC1L",0
"RCC2",0
"RCCD1",0
"RCE1",0.1751
"RCHY1",0
"RCL1",0
"RCN1",0
"RCN2",0
"RCN3",1.0619
"RCOR1",0.3584
"RCOR2",0.9238
"RCOR2",-0.2643
"RCOR3",-0.0132
"RCOR3",-0.0103
"RCSD1",0
"RCVRN",0
"RD",0
"RD3",0
"RD3L",0
"RDBP",-0.0447
"RDBP",-0.1499
"RDGBB",0
"RDH",0
"RDH10",0
"RDH11",0
"RDH12",4.0645
"RDH13",0.042
"RDH14",0
"RDH16",0
"RDH5",0
"RDHL)",0
"RDM1",0
"RDS",0
"RDX",0
"RE2",0
"REC1",0
"REC114",0
"REC8",0
"REC8L1",0.6279
"recepin",0
"RECK",0
"RECQL",2.4745
"RECQL4",0
"RECQL5",0
"RECQL5 alpha",0
"RECQL5 gamma",0
"RED",0
"RED1",0
"REEP1",0.7779
"REEP2",0
"REEP3",0
"REEP4",0
"REEP5",0.2434
"REEP5",0.2362
"REEP6",0
"REG1A",-0.0224
"REG1B",0
"REG3A",0
"REG3G",0
"REG4",0
"REGL",0
"REL",-0.4726
"RELA",-0.547
"RELB",-1.1375
"RELL1",0
"RELL2",0
"RELN",0
"RELT",0
"REM1",0.6669
"REM2",0
"REN",0
"RENBP",0
"Rep-8",0
"REP15",0
"REPIN1",0
"REPRIMO",0
"REPS1",0
"REPS2",-0.0547
"RER1",0
"RERE",0.6108
"RERE",4e-04
"RERG",0
"RERGL",0
"RESP18",0
"REST",0.65
"REST",-0.5255
"RET",0.1855
"retII",0
"RETN",0
"RETNLB",0
"RETSAT",0
"REV1",-0.1366
"REV1",-0.0851
"REV1L",0
"REV3L",0.0947
"REXO1",0
"REXO1L1",0
"REXO1L1P",0
"REXO1L2P",0
"REXO1L8P",0
"REXO2",0.2106
"REXO2",-0.0044
"REXO4",0.2566
"RFC1",-1.3017
"RFC1",1.0755
"RFC2",0
"RFC3",0.1038
"RFC3",-0.4749
"RFC4",-0.1879
"RFC5",-0.6177
"RFESD",0
"RFFL",0
"RFK",0
"RFLNB",0
"RFNG",0
"RFP",0
"RFPL1",0
"RFPL2",0.3208
"RFPL3",0
"RFPL3S",0
"RFPL4A",0
"RFPL4AL1",0
"RFPL4B",0
"RFRP",0
"RFT1",0
"RFTN1",0
"RFTN2",0
"RFWD2",0
"RFWD3",0
"RFX1",0.4447
"RFX2",0.0224
"RFX3",0.2975
"RFX3",0.3676
"RFX4",0.6843
"RFX4",-0.097
"RFX5",0.1284
"RFX6",0
"RFXANK",0.0464
"RFXAP",-0.1805
"RFXDC1",0.3459
"RFXDC2",-0.6795
"RG9MTD2",0
"RGAG1",0
"RGAG4",0
"RGC32",0
"RGCC",0
"RGL",0
"RGL1",0
"RGL2",0.107
"RGL3",0
"RGL4",0
"RGMA",0
"RGMB",-0.1406
"RGMB",-0.2023
"RGN",0
"RGNEF",0.5675
"RGNEF",-0.0152
"RGP1",0
"RGPD1",0
"RGPD2",0
"RGPD3",0
"RGPD4",0
"RGPD5",0
"RGPD8",0
"RGR",0
"RGS",0
"RGS1",0
"RGS10",0
"RGS11",0
"RGS12",-0.0944
"RGS12",0.1899
"RGS12",2.186
"RGS13",0
"RGS14",0
"RGS16",0
"RGS17",0
"RGS18",0
"RGS19",0
"RGS2",-0.3717
"RGS20",-0.1486
"RGS21",0
"RGS22",0
"RGS3",0
"RGS4",0
"RGS5",0
"RGS6",0
"RGS7",0
"RGS7BP",0
"RGS8",0
"RGS9",0
"RGS9BP",0
"RGSL1",0.5276
"RGSZ1",0
"Rh50",0
"RHAG",0
"RHAMM",0
"RHBDD1",0
"RHBDD2",0
"RHBDD3",0
"RHBDF1",0
"RHBDF2",0
"RHBDL",0
"RHBDL1",0
"RHBDL2",2.3382
"RHBDL2",0.1106
"RHBDL3",0
"RHBG",0
"RHCE",0
"RHCG",0
"RHD",0
"RHEB",-0.1926
"RHEB",0.332
"RHEBL1",0.628
"RHLP",0
"RHNO1",0
"RHO",0
"RHOA",1.7618
"RHOA",0.1634
"RHOB",-2e-04
"RHOBTB1",0
"RHOBTB2",0
"RHOBTB3",0.196
"RHOC",0
"RHOD",-0.1174
"RHOF",0.0825
"RHOF",-0.1942
"RHOF",0.4717
"RHOG",-1.8956
"RHOH",-0.0565
"RHOJ",0.9402
"RHOJ",0.7018
"RHOK",0
"RHOQ",-0.1191
"RHOT1",-0.25
"RHOT2",0
"RHOU",0
"RHOV",0
"RHOXF1",0
"RHOXF2",0
"RHOXF2B",0
"RHPN1",0
"RHPN1-AS1",0
"RHPN2",0
"RIBC1",0
"RIBC2",0
"RIC1",0
"RIC3",0
"RIC8A",-0.0776
"RIC8A",-0.2722
"RIC8B",0
"RICK",0
"RICTOR",-3.1359
"RICTOR",0.732
"RIDA",0
"RIF",0
"RIF1",0
"RIG",0
"RIG-I",0
"RIIAD1",0
"RIL",0
"RILP",0
"RILPL1",0
"RILPL2",0
"RIMBP2",0
"RIMBP3",0
"RIMBP3B",0
"RIMBP3C",0
"RIMKLA",0
"RIMKLB",0
"RIMS1",0
"RIMS2",1.2805
"RIMS2",0.3159
"RIMS3",0
"RIMS4",0
"RIN",0
"RIN1",3.4517
"RIN2",-0.331
"RIN2",-0.1387
"RIN3",0.0893
"RIN3",0.5632
"RING1",0.2041
"RINL",0
"RINT1",0
"RIOK1",-4.2758
"RIOK2",0
"RIOK3",0
"RIPK1",0.2035
"RIPK2",0.1741
"RIPK2",0.6097
"RIPK3",0
"RIPK4",0.4794
"RIPK4",-1.4023
"RIPK5",-0.065
"RIPK5",-0.4227
"RIPPLY1",0
"RIPPLY2",0
"RIPPLY3",0
"RIT1",0
"RIT2",0
"RITA1",0
"RKHD2",-0.0591
"RKHD2",1.2016
"RKHD3",-0.0071
"RKHD3",0.2359
"RLBP1",0
"RLF",3.5099
"RLIM",0
"RLN1",0.05
"RLN2",0
"RLN3",0
"RMDN1",0
"RMDN2",0
"RMDN3",0
"RMI1",5.8299
"RMI2",0
"RMND1",0
"RMND5A",0
"RMND5B",0
"RMP",0
"RMRP",0
"RN7SL1",0
"R0.05-8S5",0
"R0.0C",0
"R0.0SE1",1.0644
"R0.0SE1",0.0604
"R0.0SE10",0
"R0.0SE11",0
"R0.0SE12",0
"R0.0SE13",0
"R0.0SE2",0
"R0.0SE3",0
"R0.0SE3L",0
"R0.0SE4",0
"R0.0SE6",0
"R0.0SE6PL",0
"R0.0SE7",0.8713
"R0.0SE8",0.1389
"R0.0SE9",0
"R0.0SEH1",0
"R0.0SEH2A",-0.3759
"R0.0SEH2B",0.074
"R0.0SEH2C",0
"R0.0SEK",0
"R0.0SEL",0
"R0.0SET2",-0.3796
"RNB6",0
"RND1",0
"RND2",0
"RND3",0.5387
"RNF",0
"RNF10",-0.0082
"RNF10",0.2471
"RNF103",0
"RNF11",0.251
"RNF111",0
"RNF112",0
"RNF113A",0
"RNF113B",0
"RNF114",0
"RNF115",0
"RNF12",-0.4661
"RNF121",-0.0071
"RNF121",0.2948
"RNF122",0
"RNF123",0
"RNF125",0
"RNF126",-0.0109
"RNF128",-0.5467
"RNF128",0.1369
"RNF13",-0.5117
"RNF13",1.3343
"RNF130",0
"RNF133",0
"RNF135",0
"RNF138",0
"RNF139",0.3109
"RNF14",-3.9801
"RNF14",-0.3016
"RNF141",-0.1977
"RNF141",7.1234
"RNF144",0.4711
"RNF144",0.1362
"RNF144A",0
"RNF144B",0
"RNF145",0
"RNF146",-0.1738
"RNF148",0
"RNF149",0
"RNF150",0
"RNF151",0
"RNF152",0.5949
"RNF152",0.001
"RNF157",0
"RNF16",0
"RNF165",0
"RNF166",0
"RNF167",0
"RNF168",0
"RNF169",0.1902
"RNF17",0
"RNF170",0.7206
"RNF170",-0.3856
"RNF18",0
"RNF180",0
"RNF181",0
"RNF182",0.4926
"RNF183",0
"RNF185",0
"RNF186",0
"RNF187",2.8898
"RNF19A",0
"RNF19B",0
"RNF2",0.0443
"RNF2",0.0093
"RNF20",0.2348
"RNF207",0
"RNF208",0
"RNF21",0
"RNF212",0
"RNF213",0
"RNF214",0
"RNF215",0
"RNF216",0
"RNF216L",0
"RNF216P1",0
"RNF217",0
"RNF219",0
"RNF220",0
"RNF222",0
"RNF223",0
"RNF224",0
"RNF24",0.0193
"RNF25",0
"RNF26",0
"RNF31",0
"RNF32",0
"RNF34",-0.0939
"RNF34",0.2277
"RNF38",0
"RNF39",0.3309
"RNF4",1.8264
"RNF4",0.41
"RNF40",0
"RNF41",0
"RNF43",0
"RNF44",-0.4423
"RNF5",0.5788
"RNF5",1.5347
"RNF5",-0.5065
"RNF5P1",0
"RNF6",3.4388
"RNF6",0.1126
"RNF7",0
"RNF8",0
"RNFT1",0
"RNFT2",0
"RNGTT",-0.1546
"RNH1",0
"RNLS",0
"RNMT",0
"RNMTL1",0
"RNPC3",0
"RNPEP",-0.1208
"RNPEP",0.2728
"RNPEPL1",0
"RNPS1",0.1966
"RNU105C",0
"RNU12",0
"RNU2-1",0
"RNU6-10P",0
"RNU6-14P",0
"RNU6-16P",0
"RNU6-2",0
"RNU6-28P",0
"RNU6-33P",0
"RNU6-35P",0
"RNU6-39P",0
"RNUT1",0
"ROBO1",-0.9618
"ROBO1",-0.1903
"ROBO2",0
"ROBO3",0
"ROBO4",0
"ROC1",0
"ROCK1",0
"ROCK2",-0.2734
"ROCK2",-0.2826
"ROD1",0
"ROGDI",0
"ROMK1",0
"ROMO1",0
"ROPN1",0
"ROPN1B",0
"ROPN1L",0
"ROR1",0.3451
"ROR1",0.2642
"ROR1",-0.2174
"ROR2",0.1032
"ROR2",0.3826
"RORA",0.1646
"RORB",0.285
"RORB",0.4023
"RORC",0.4082
"RORC",0.0721
"ROS1",1.0251
"RP1",0
"RP11-125A7.3",-0.1272
"RP11-125A7.3",-0.0056
"RP11-130N24.1",0.2141
"RP11-130N24.1",0.5192
"RP11-159J2.1",0
"RP11-217H1.1",-0.0514
"RP11-217H1.1",-0.3686
"RP11-298P3.3",-0.5566
"RP11-321G1.2",0.4721
"RP11-35N6.1",0.597
"RP11-529I10.4",0.2375
"RP11-54H7.1",0.0944
"RP11-82K18.3",0.1151
"RP11-93B10.1",0.2787
"RP11-93B10.1",0.266
"RP11-94I2.2",0
"RP1L1",0
"RP2",-1.4474
"RP2",0.0436
"RP42",0
"RP5-1022P6.2",-0.0997
"RP5-1022P6.2",0.014
"RP5-860F19.3",-0.8449
"RP5-875H10.1",0.4638
"RP9",0
"RP9P",0
"RPA1",0
"RPA2",0.2731
"RPA3",-0.6263
"RPA4",0
"RPA40",0
"RPAIN",-0.24
"RPAIN",-0.322
"RPAP1",0
"RPAP2",0
"RPAP3",0
"RPB3",0
"RPC32",0
"RPC62",0
"RPE",0.8768
"RPE",0.0745
"RPE65",0
"RPEL1",0
"RPF-1",0
"RPF1",0
"RPF2",0
"RPGR",-0.0558
"RPGRIP1",0
"RPGRIP1L",0
"RPH3A",0
"RPH3AL",0.399
"RPIA",0.07
"RPL10",0
"RPL10A",0
"RPL10AP2",0
"RPL10L",0
"RPL11",0
"RPL12",0
"RPL13",0
"RPL13A",0
"RPL13AP17",0
"RPL14",-0.058
"RPL14",-0.0088
"RPL14",0.0111
"RPL15",0
"RPL17",-0.0724
"RPL18",0
"RPL18A",0
"RPL19",0
"RPL21",0
"RPL22",0.0046
"RPL22L1",0
"RPL23",0
"RPL23A",0
"RPL23AP53",0
"RPL23P8",0
"RPL24",0
"RPL26",0
"RPL26L1",0
